,Concept_ID,el,mn
1372,sammeln::V,μαζεύω,түүх
1373,sammeln::V,μαζεύω,хураах
1374,sammeln::V,συλλέγω,түүх
1375,sammeln::V,συλλέγω,хураах
1376,pflücken::V,κόβω,түүх
1377,jagen::V,κυνηγώ,агнах
1378,jagen::V,κυνηγώ,гөрөөлөх
1379,fischen::V,ψαρεύω,загасчлах
1380,fischen::V,ψαρεύω,загас барих
1381,fassen::V,πιάνω,барих
1382,hüten::V,φυλάγω,маллах
1383,hüten::V,φυλάγω,хариулах
1384,hüten::V,προσέχω,маллах
1385,hüten::V,προσέχω,хариулах
1386,treiben::V,οδηγώ,туух
1387,anbinden::V,δένω,уях
1388,füttern::V,ταΐζω,тэжээх
1389,melken::V,αρμέγω,саах
1390,hacken::V,κόβω,цавчих
1391,gießen::V,ποτίζω,услах
1392,reifen::V,ωριμάζω,боловсрох
1393,zubereiten::V,ετοιμάζω,бэлдэх
1394,kochen::V,βράζω,чанах
1395,backen::V,ψήνω,жигнэх
1396,braten::V,τηγανίζω,шарах
1397,braten::V,τηγανίζω,хайрах
1398,umrühren::V,ανακατεύω,хутгах
1399,stricken::V,πλέκω,нэхэх
1400,stricken::V,πλέκω,сүлжих
1401,nähen::V,ράβω,оёх
1402,färben::V,βάφω,будах
1403,färben::V,χρωματίζω,будах
1404,reinigen::V,καθαρίζω,арилгах
1405,reinigen::V,καθαρίζω,цэвэрлэх
1406,waschen::V,πλένω,угаах
1407,abwischen::V,σφουγγίζω,арчих
1408,spülen::V,ξεπλένω,зайлах
1409,fegen::V,σκουπίζω,хамах
1410,fegen::V,σκουπίζω,шүүрдэх
1411,kehren::V,σκουπίζω,шүүрдэх
1412,kehren::V,σκουπίζω,туужуудах
1413,baden::V,κάνω μπάνιο,усанд орох
1414,sich waschen::V,πλένομαι,биеэ угаах
1415,ausziehen::V,βγάζω,тайлах
1416,anziehen::V,φορώ,өмсөх
1417,sich anziehen::V,ντύνομαι,хувцаслах
1418,kämmen::V,χτενίζω,самнах
1419,schmücken::V,στολίζω,гоёх
1420,schmücken::V,στολίζω,чимэх
1421,sagen::V,λέω,гэх
1422,sagen::V,λέω,хэлэх
1423,sprechen::V,μιλώ,ярих
1424,sprechen::V,μιλώ,өгүүлэх
1425,reden::V,μιλώ,хэлэх
1426,reden::V,μιλώ,хөөрөлдөх
1427,reden::V,κουβεντιάζω,хэлэх
1428,reden::V,κουβεντιάζω,хөөрөлдөх
1429,sich unterhalten::V,συνομιλώ,ярилцах
1430,sich unterhalten::V,κουβεντιάζω,ярилцах
1431,fragen::V,ρωτώ,асуух
1432,bitten::V,ζητώ,гуйх
1433,bitten::V,παρακαλώ,гуйх
1434,erzählen::V,διηγούμαι,өгүүлэх
1435,mitteilen::V,πληροφορώ,дуулгах
1436,mitteilen::V,πληροφορώ,мэдээлэх
1437,nennen::V,ονομάζω,нэрлэх
1438,rufen::V,φωνάζω,дуудах
1439,prahlen::V,καυχιέμαι,бардах
1440,prahlen::V,καυχιέμαι,сайрхах
1441,übersetzen::V,μεταφράζω,орчуулах
1442,denken::V,σκέφτομαι,санах
1443,glauben::V,πιστεύω,итгэх
1444,bemerken::V,παρατηρώ,ажих
1445,bemerken::V,παρατηρώ,ажиглах
1446,erkennen::V,αναγνωρίζω,таних
1447,begreifen::V,καταλαβαίνω,ойлгох
1448,verstehen::V,ακούω,мэдэж авах
1449,lernen::V,μαθαίνω,сурах
1450,wissen::V,ξέρω,мэдэх
1451,sich erinnern an::V,θυμάμαι,дурсах
1452,vergessen::V,ξεχνώ,мартах
1453,messen::V,μετρώ,хэмжих
1454,zählen::V,μετρώ,тоолох
1455,rechnen::V,λογαριάζω,тооцоох
1456,lesen::V,διαβάζω,унших
1457,malen::V,ζωγραφίζω,зурах
1458,zeichnen::V,σχεδιάζω,дүрслэн бичих
1459,schreiben::V,γράφω,бичих
1460,besitzen::V,κατέχω,эзэмших
1461,kaufen::V,αγοράζω,худалдан авах
1462,verkaufen::V,πουλώ,худалдах
1463,bezahlen::V,πληρώνω,төлөх
1464,zahlen::V,πληρώνω,төлөх
1465,beherrschen::V,κυριαρχώ,эзэмших
1466,ertragen::V,βαστώ,тэсэх
1467,ertragen::V,αντέχω,тэсэх
