,Concept_ID,el,mn
102,Wolke::N,σύννεφο,үүл
103,Regen::N,βροχή,бороо
104,Schnee::N,χιόνι,цас
105,Eis::N,πάγος,мөс
106,Frost::N,παγωνία,хүйт
107,Kälte::N,κρύο,хүйт
108,Kälte::N,ψύχος,хүйт
109,Hitze::N,ζέστη,халуун
110,Raureif::N,πάχνη,цан
111,Raureif::N,πάχνη,хяруу
112,Regenbogen::N,ουράνιο τόξο,солонго
113,Donner::N,βροντή,тэнгэрийн дуу
114,Strömung::N,ρεύμα,урсгал
115,Tropfen::N,στάλα,дусал
116,Schaum::N,αφρός,хөөс
117,Schmutz::N,βρωμιά,хир
118,Schmutz::N,βρωμιά,шавхай
119,See::N,λίμνη,нуур
120,Sumpf::N,βάλτος,намаг
121,Sumpf::N,βάλτος,балчиг
122,Moor::N,έλος,хүлрийн намаг
123,Wiese::N,λιβάδι,нуга
124,Wald::N,δάσος,ой
125,Hügel::N,λόφος,болдог
126,Anhöhe::N,ύψωμα,гүвээ
127,Berg::N,όρος,уул
128,Berg::N,βουνό,уул
129,Gipfel::N,κορυφή,орой
130,Gipfel::N,κορυφή,оргил
131,Höhle::N,σπηλιά,агуй
132,Abhang::N,πλαγιά,хүр
133,Quelle::N,πηγή,булаг
134,Quelle::N,βρύση,булаг
135,Bach::N,ρυάκι,горхи
136,Fluss::N,ποτάμι,гол
137,Fluss::N,ποτάμι,мөрөн
138,Fluss::N,ποταμός,гол
139,Fluss::N,ποταμός,мөрөн
140,Ufer::N,όχθη,эрэг
141,Küste::N,ακτή,эрэг
142,Küste::N,ακρογιαλιά,эрэг
143,Festland::N,στεριά,хуурай газар
144,Meer::N,θάλασσα,далай
145,Meer::N,θάλασσα,тэнгис
146,Bucht::N,κόλπος,булан
147,Bucht::N,κόλπος,далайн тохой
148,Insel::N,νησί,арал
149,Insel::N,νήσος,арал
150,Blume::N,άνθος,цэцэг
151,Blume::N,λουλούδι,цэцэг
152,Gras::N,χόρτο,өвс
153,Gras::N,χόρτο,ногоо
154,Gras::N,χορτάρι,өвс
155,Gras::N,χορτάρι,ногоо
156,Wurzel::N,ρίζα,үндэс
157,Baum::N,δέντρο,мод
158,Stamm::N,κορμός,иш
159,Stamm::N,κορμός,гуалин
160,Rinde::N,φλούδα,холтос
161,Ast::N,κλαδί,гишүү
162,Zweig::N,κλαδί,салаа
163,Zweig::N,κλάδος,салаа
164,Blatt::N,φύλλο,навч
165,Birke::N,σημύδα,хус
166,Kiefer[Baum]::N,πεύκο,нарс
167,Weide[Baum]::N,ιτιά,уд
168,Weide[Baum]::N,ιτιά,бургас
169,Tanne::N,έλατο,гачуур
170,Horn::N,κέρας,эвэр
171,Horn::N,κέρατο,эвэр
172,Feder::N,φτερό,өд
173,Fell::N,δέρμα,арьс
174,Fell::N,τομάρι,арьс
175,Flügel::N,πτερύγιο,жигүүр
176,Flügel::N,πτερύγιο,далавч
177,Klaue::N,κουλό,савар
178,Klaue::N,κουλό,хумс
179,Kralle::N,νύχι,савар
180,Schwanz::N,ουρά,сүүл
181,Ei::N,αβγό,өндөг
182,Nest::N,φωλιά,үүр
183,Bau::N,φωλιά,нүх
184,Bau::N,φωλιά,элүү
185,Tier::N,ζώο,амьтан
186,Tier::N,ζώο,адгуус
187,Herde::N,κοπάδι,сүрэг
188,Kuh::N,αγελάδα,үнээ
189,Bulle::N,ταύρος,бух
190,Pferd::N,άλογο,морь
191,Pferd::N,άλογο,адуу
192,Schaf::N,πρόβατο,хонь
193,Schwein::N,γουρούνι,гахай
194,Hund::N,σκυλί,нохой
195,Hund::N,σκύλος,нохой
196,Katze::N,γάτα,муур
197,Katze::N,γάτα,мигуй
198,Bär::N,άρκτος,баавгай
199,Bär::N,αρκούδα,баавгай
200,Eichhörnchen::N,βερβερίτσα,хэрэм
201,Elch::N,άλκη,хандгай
202,Fuchs::N,αλεπού,үнэг
203,Hase::N,λαγός,туулай
204,Maus::N,ποντικός,хулгана
205,Wolf::N,λύκος,чоно
206,Vogel::N,πουλί,шувуу
207,Schwarm::N,σμήνος,сүрэг
208,Huhn::N,κότα,тахиа
209,Huhn::N,όρνιθα,тахиа
210,Hahn::N,πετεινός,эр тахиа
211,Gans::N,χήνα,галуу
212,Adler::N,αετός,бүргэд
213,Ente::N,πάπια,нугас
214,Eule::N,κουκουβάγια,ууль
215,Kranich::N,γερανός,тогоруу
216,Krähe::N,καρακάξα,хэрээ
217,Kuckuck::N,κούκος,хөхөө
218,Schwan::N,κύκνος,хун
219,Fisch::N,ψάρι,загас
220,Barsch::N,πέρκα,алгана
221,Hecht::N,λούτσος,цурхай
222,Schlange[Tier]::N,φίδι,могой
223,Wurm::N,σκουλήκι,өт
224,Wurm::N,σκουλήκι,хорхой
225,Spinne::N,αράχνη,аалз
226,Ameise::N,μυρμήγκι,шоргоолж
227,Laus::N,ψείρα,бөөс
228,Mücke::N,κουνούπι,шумуул
229,Fliege::N,μύγα,ялаа
230,Schmetterling::N,πεταλούδα,эрвээхэй
231,Beere::N,ρόγα,жимсгэнэ
232,Apfel::N,μήλο,алим
233,Pilz::N,μανιτάρι,мөөг
234,Zwiebel::N,κρεμμύδι,сонгино
235,Saat::N,σπόρος,тариа
236,Korn::N,σπυρί,үр
237,Korn::N,σπυρί,мөхлөг
238,Heu::N,σανός,өвс
239,Schale::N,τσόφλι,хальс
240,Grube::N,λάκκος,алам
241,Grube::N,λάκκος,нүх
242,Falle::N,παγίδα,хавх
243,Falle::N,παγίδα,занга
244,Schlinge::N,θηλειά,урхи
245,Spur::N,ίχνος,мөр
246,Asche::N,στάχτη,үнс
247,Dreck::N,βρωμιά,хир
248,Eisen::N,σίδερο,төмөр
249,Gold::N,μάλαμα,алт
250,Gold::N,χρυσάφι,алт
251,Silber::N,ασήμι,мөнгө
252,Silber::N,άργυρος,мөнгө
253,Kohle::N,κάρβουνο,нүүрс
254,Glas::N,γυαλί,шил
255,Lehm::N,πηλός,шавар
256,Sand::N,άμμος,элс
257,Mensch::N,άνθρωπος,хүн
258,Mann::N,άνδρας,эр
259,Mann::N,άνδρας,эрэгтэй
260,Frau::N,γυναίκα,эмэгтэй
261,Frau::N,γυναίκα,хатагтай
262,Kind::N,παιδί,хүүхэд
263,Junge::N,αγόρι,хүү
264,Mädchen::N,κοπέλα,охин
265,Mädchen::N,κοπέλα,бүсгүй
266,Mädchen::N,κορίτσι,охин
267,Mädchen::N,κορίτσι,бүсгүй
268,Familie::N,οικογένεια,айл
269,Großvater::N,παππούς,өвгөн аав
270,Großmutter::N,γιαγιά,эмэг эх
271,Großmutter::N,γιαγιά,эмгээ
272,Eltern::N,γονείς,эцэг эх
273,Vater::N,πατέρας,аав
274,Vater::N,πατέρας,эцэг
275,Mutter::N,μητέρα,эх
276,Mutter::N,μητέρα,ээж
277,Sohn::N,γιος,хүү
278,Tochter::N,κόρη,охин
279,Bruder::N,αδελφός,ах
280,Bruder::N,αδελφός,дүү
281,Schwester::N,αδελφή,эгч
282,Schwester::N,αδελφή,охин дүү
283,Onkel::N,θείος,авга ах
284,Onkel::N,θείος,нагац ах
285,Tante::N,θεία,авга эгч
286,Tante::N,θεία,нагац эгч
287,Ehemann::N,σύζυγος,нөхөр
288,Ehefrau::N,σύζυγος,эхнэр
289,Ehefrau::N,σύζυγος,гэргий
290,Freude::N,χαρά,баяр
291,Freude::N,χαρά,баясгалан
292,Gelächter::N,γέλια,инээдэм
293,Glück::N,ευτυχία,жаргалан
294,Kummer::N,έγνοια,гаслан
295,Wunsch::N,επιθυμία,ерөөл
296,Lust::N,όρεξη,дур
297,Lust::N,όρεξη,хүсэл
298,Geist::N,πνέυμα,оюун
299,Gedanke::N,σκέψη,сэтгэл
300,Gedächtnis::N,μνήμη,ой
301,Gedächtnis::N,μνήμη,цээж
302,Verstand::N,νους,ухаан
303,Sinn::N,νόημα,утга
304,Grund::N,λόγος,учир
305,Wahrheit::N,αλήθεια,үнэн
306,Gespräch::N,συνομιλία,яриа
307,Märchen::N,παραμύθι,явган үлгэр
308,Erzählung::N,διήγημα,тууж
309,Nachricht::N,είδηση,мэдээ
310,Neuigkeit::N,νέο,сонин
311,Name::N,όνομα,нэр
312,Rätsel::N,αίνιγμα,оньсого
313,Rede::N,λόγος,хэлсэн үг
314,Rede::N,ομιλία,хэлсэн үг
315,Sprache::N,γλώσσα,хэл
316,Stimme::N,φωνή,дуу
317,Wort::N,λέξη,үг
318,Zeichen::N,σημείο,тамга
319,Zeichen::N,σημείο,тэмдэг
320,Ruf::N,κραυγή,дуудлага
321,Lärm::N,θόρυβος,шуугиан
322,Lärm::N,θόρυβος,чимээ
323,Laut::N,ήχος,анир
324,Laut::N,ήχος,дуу
325,Ton::N,ήχος,авиа
326,Ton::N,ήχος,аялгуу
327,Ton::N,τόνος,авиа
328,Ton::N,τόνος,аялгуу
329,Lied::N,τραγούδι,дуу
330,Ruhe::N,ησυχία,энх
331,Ruhe::N,ησυχία,тайван
332,Leute::N,κόσμος,хүмүүс
333,Leute::N,άνθρωποι,хүмүүс
334,Volk::N,λαός,улс
335,Arbeit::N,εργασία,ажил
336,Arbeit::N,εργασία,хөдөлмөр
337,Gast::N,επισκέπτης,зочин
338,Gast::N,επισκέπτης,айлчин
339,Geschenk::N,δώρο,бэлэг
340,Spiel::N,παιχνίδι,наадам
341,Spiel::N,παιχνίδι,тоглоом
342,Gesellschaft::N,κοινωνία,хамт байх
343,Hilfe::N,βοήθεια,тусламж
344,Freund::N,φίλος,найз
345,Freund::N,φίλος,нөхөр
346,Kamerad::N,σύντροφος,хань
347,Kamerad::N,σύντροφος,нөхөр
348,Angelegenheit::N,υπόθεση,хэрэг
349,Anzahl::N,αριθμός,тоо
350,Art::N,είδος,төрөл
351,Art::N,είδος,янз
352,Stück::N,κομμάτι,хэсэг
353,Teil::N,μέρος,хувь
354,Teil::N,μέρος,хэсэг
355,Hälfte::N,μισό,хагас
356,Kreis::N,κύκλος,тойрог
357,Kreis::N,κύκλος,хүрээ
358,Kreuz::N,σταυρός,загалмай
359,Linie::N,γραμμή,шугам
360,Strich::N,γραμμή,зураас
361,Abstand::N,απόσταση,зай
362,Entfernung::N,απόσταση,зай
363,Entfernung::N,απόσταση,хол ойр
364,Gegend::N,περιοχή,хавь
365,Gegend::N,περιοχή,газар
366,Gegend::N,τοποθεσία,хавь
367,Gegend::N,τοποθεσία,газар
368,Platz::N,χώρος,зай
369,Platz::N,χώρος,завсар
370,Ort::N,τόπος,газар
371,Ort::N,τόπος,байр
372,Seite::N,πλευρά,тал
373,Seite::N,πλευρά,этгээд
374,Mitte::N,μέση,төв
375,Mitte::N,μέση,дунд
376,Gegenstand::N,αντικείμενο,юм
377,Sache::N,πράγμα,үйл
378,Sache::N,πράγμα,хэрэг
379,Rand::N,άκρη,зах
380,Rand::N,άκρη,хөвөө
381,Rand::N,χείλος,зах
382,Rand::N,χείλος,хөвөө
383,Kante::N,άκρη,ирмэг
384,Ecke::N,γωνιά,өнцөг
385,Spitze::N,μύτη,үзүүр
386,Ende::N,άκρη,зах
387,Ende::N,άκρη,үзүүр
388,Loch::N,τρύπα,цоорхой
389,Loch::N,τρύπα,онгорхой
390,Winkel::N,γωνία,өнцөг
391,Muster::N,σχέδιο,хээ
392,Muster::N,σχέδιο,угалз
393,Größe::N,μέγεθος,хэмжээ
394,Länge::N,μήκος,урт
395,Höhe::N,ύψος,өндөр
396,Gewicht::N,βάρος,жин
397,Menge::N,ποσότητα,тоо
398,Haufen::N,σωρός,бөөн
399,Reihe::N,αράδα,эгнээ
400,Boot::N,βάρκα,завь
401,Ruder::N,κουπί,сэлүүр
402,Schlitten::N,έλκηθρο,чарга
403,Ski::N,σκι,цана
404,Lagerfeuer::N,φωτιά,түүдэг
405,Last::N,φορτίο,ачаа
406,Gang::N,δρόμος,явдал
407,Schritt::N,βήμα,алхам
408,Norden::N,βορράς,умар
409,Süden::N,νότος,урд
410,Süden::N,νότος,өмнө
411,Westen::N,δύση,өрнө
412,Westen::N,δύση,баруун
413,Osten::N,ανατολή,зүүн
414,Osten::N,ανατολή,дорно
415,Holz::N,ξύλο,мод
416,Brett::N,σανίδι,банз
417,Platte::N,πλάκα,хавтан
418,Stütze::N,στήριγμα,тулгуур
419,Stütze::N,στήριγμα,тулга
420,Stange::N,ραβδί,сургааг
421,Stange::N,κοντός,сургааг
422,Stock::N,ξύλο,саваа
423,Stock::N,μπαστούνι,саваа
424,Stab::N,ραβδί,таяг
425,Rohr::N,σωλήνας,хоолой
426,Haus::N,σπίτι,гэр
427,Haus::N,σπίτι,байшин
428,Heim::N,σπίτι,гэр
429,Ofen::N,σόμπα,зуух
430,Ofen::N,σόμπα,пийшин
431,Ofen::N,θερμάστρα,зуух
432,Ofen::N,θερμάστρα,пийшин
433,Fußboden::N,πάτωμα,шал
434,Tisch::N,τραπέζι,ширээ
435,Stuhl::N,καρέκλα,сандал
436,Wiege::N,κούνια,өлгий
437,Bett::N,κρεβάτι,ор
438,Regal::N,ράφι,тавиур
439,Kiste::N,κιβώτιο,авдар
440,Kiste::N,κιβώτιο,хайрцаг
441,Fenster::N,παράθυρο,гэгээвч
442,Tür::N,πόρτα,үүд
443,Tür::N,πόρτα,хаалга
444,Tor::N,πύλη,хаалга
445,Zaun::N,φράχτης,хашаа
446,Dach::N,στέγη,дээвэр
447,Leiter::N,σκάλα,шат
448,Leiter::N,κλίμακα,шат
449,Besen::N,σκούπα,хамуур
450,Besen::N,σκούπα,туужуу
451,Spaten::N,φτυάρι,хүрз
452,Schaufel::N,φτυάρι,хүрз
453,Gabel::N,πιρούνι,сэрээ
454,Löffel::N,κουτάλι,халбага
455,Messer::N,μαχαίρι,хутга
456,Nagel::N,καρφί,хадаас
457,Netz::N,δίχτυ,өөш
458,Netz::N,δίχτυ,тор
459,Haken::N,γάντζος,гох
460,Haken::N,αγκίστρι,гох
461,Griff::N,λαβή,иш
462,Griff::N,λαβή,сэнж
463,Schloss::N,κλειδαριά,цуурга
464,Schloss::N,κλειδαριά,цоож
465,Bild::N,εικόνα,зураг
466,Figur::N,ανάστημα,баримал
467,Puppe::N,κούκλα,хүүхэлдэй
468,Beutel::N,πουγγί,агсаа
469,Beutel::N,πουγγί,уут
470,Bündel::N,δεμάτι,боодол
471,Tasche::N,τσάντα,цүнх
472,Eimer::N,κουβάς,хөнөг
473,Eimer::N,κουβάς,хувин
474,Deckel::N,καπάκι,таг
475,Deckel::N,καπάκι,хавхаг
476,Geschirr::N,σκεύη,сав суулга
477,Sack::N,σάκος,шуудай
478,Tasse::N,φλιτζάνι,аяга
479,Topf::N,χύτρα,тогоо
480,Kessel::N,καζάνι,тогоо
481,Essen::N,φαγητό,идээ
482,Nahrung::N,τροφή,хүнс
483,Speise::N,φαγητό,идээ
484,Fleisch::N,κρέας,мах
485,Getreide::N,σιτάρι,будаа
486,Brei::N,χυλός,богшмол
487,Brei::N,χυλός,будаа
488,Brot::N,ψωμί,талх
489,Brot::N,άρτος,талх
490,Scheibe::N,φέτα,зүсэм
491,Scheibe::N,φέτα,хэрчим
492,Fett::N,πάχος,өөх
493,Butter::N,βούτυρο,тос
494,Öl::N,λάδι,тос
495,Salz::N,αλάτι,давс
496,Suppe::N,σούπα,шөл
497,Honig::N,μέλι,бал
498,Milch::N,γάλα,сүү
499,Tee::N,τσάι,цай
500,Leder::N,πετσί,арьс
501,Leder::N,πετσί,савхи
502,Wolle::N,μαλλί,ноос
503,Wolle::N,μαλλί,унгас
504,Stoff::N,ύφασμα,бөс
505,Nadel::N,βελόνα,зүү
506,Faden::N,κλωστή,боолт
507,Faden::N,κλωστή,утас
508,Knopf::N,κουμπί,товч
509,Knoten::N,κόμπος,зангилаа
510,Farbe::N,μπογιά,будаг
511,Kleidung::N,ρούχα,хувцас
512,Kleidung::N,ενδυμασία,хувцас
513,Hemd::N,πουκάμισο,цамц
514,Kragen::N,κολάρο,зах заам
515,Ärmel::N,μανίκι,ханцуй
516,Hose::N,πανταλόνι,өмд
517,Gürtel::N,ζώνη,бүс
518,Mütze::N,σκούφος,малгай
519,Mütze::N,σκούφος,бүрх
520,Schuh::N,παπούτσι,туфли
521,Stiefel::N,μπότα,гутал
522,Ring::N,δαχτυλίδι,бөгж
523,Band::N,κορδέλα,тууз
524,Kamm::N,χτένα,сам
525,Spiegel::N,καθρέφτης,толь
526,Riemen::N,λουρί,тасам
527,Riemen::N,λουρί,сур
528,Schnur::N,κορδόνι,татлага
529,Leine::N,σχοινί,оосор
530,Decke::N,κουβέρτα,хөнжил
531,Decke::N,κουβέρτα,хучлага
532,Kissen::N,μαξιλάρι,дэр
533,Tuch::N,πανί,алчуур
534,Tuch::N,πανί,даавуу
535,Tuch::N,μαντήλι,алчуур
536,Tuch::N,μαντήλι,даавуу
537,Handtuch::N,πετσέτα,алчуур
538,Kraft::N,δύναμη,чадал
539,Kraft::N,δύναμη,хүч
540,Stärke::N,ισχύς,эрч
541,Stärke::N,ισχύς,тэнхээ
542,Stärke::N,δύναμη,эрч
543,Stärke::N,δύναμη,тэнхээ
544,Gesundheit::N,υγεία,бие
545,Gesundheit::N,υγεία,эрүүл мэнд
546,Krankheit::N,αρρώστια,эмгэг
547,Schmerz::N,πόνος,өвчин
548,Wunde::N,πληγή,шарх
549,Fieber::N,πυρετός,халуун
550,Arznei::N,φάρμακο,эм
551,Brücke::N,γέφυρα,гүүр
552,Brunnen::N,πηγάδι,худаг
553,Weide::N,βοσκή,бэлчээр
554,Pfad::N,μονοπάτι,жим
555,Pfad::N,μονοπάτι,зөрөг
556,Weg::N,δρόμος,зам
557,Weg::N,δρόμος,харгуй
558,Straße::N,οδός,зам
559,Straße::N,οδός,харгуй
560,Straße::N,δρόμος,зам
561,Straße::N,δρόμος,харгуй
562,Dorf::N,χωριό,тосгон
563,Dorf::N,χωριό,гацаа
564,Stadt::N,πόλη,хот
565,Brief::N,γράμμα,захидал
566,Brief::N,γράμμα,захиа
567,Brief::N,επιστολή,захидал
568,Brief::N,επιστολή,захиа
569,Buch::N,βιβλίο,ном
570,Buch::N,βιβλίο,бичиг
571,Buchstabe::N,γράμμα,үсэг
572,Zeitung::N,εφημερίδα,сонин
573,Leben::N,ζωή,амь
574,Leben::N,ζωή,амьдрал
575,Leben::N,βίος,амь
576,Leben::N,βίος,амьдрал
577,Tod::N,θάνατος,үхэл
578,Grab::N,τάφος,булш
579,Kirche::N,εκκλησία,сүм
580,Sünde::N,αμαρτία,нүгэл
581,Sünde::N,αμαρτία,хилэнц
582,Gott::N,θεός,бурхан
583,Arbeiter::N,εργάτης,ажилчин
584,Arbeiter::N,εργάτης,хөдөлмөрчин
585,Chef::N,προϊστάμενος,дарга
586,Meister::N,μάστορας,дархан
587,Meister::N,αρχιτεχνίτης,дархан
588,Arzt::N,γιατρός,эмч
589,Lehrer::N,δάσκαλος,багш
590,Geld::N,λεφτά,цаас
591,Geld::N,λεφτά,мөнгө
592,Geld::N,χρήματα,цаас
593,Geld::N,χρήματα,мөнгө
594,Geschäft::N,συναλλαγή,наймаа
595,Laden::N,μαγαζί,дэлгүүр
596,Laden::N,κατάστημα,дэлгүүр
597,Preis::N,τιμή,үнэ
598,Ware::N,εμπόρευμα,таваар
599,Ware::N,εμπόρευμα,бараа
600,Nutzen::N,όφελος,ашиг
601,Reichtum::N,πλούτος,баялаг
602,Welt::N,κόσμος,дэлхий
603,Welt::N,κόσμος,орчлон
604,Land::N,χώρα,улс
605,Land::N,χώρα,орон
606,Staat::N,κράτος,төр
607,Staat::N,κράτος,гүрэн
608,Staat::N,πολιτεία,төр
609,Staat::N,πολιτεία,гүрэн
610,König::N,βασιλιάς,ван
611,Macht::N,εξουσία,засаг
612,Grenze::N,σύνορα,хил
613,Krieg::N,πόλεμος,дайн
614,Feind::N,εχθρός,дайсан
615,Gewalt::N,βία,хүчирхэх
616,Kampf::N,αγώνας,тэмцэл
617,Kampf::N,αγώνας,байлдаан
618,Bogen[Waffe]::N,τόξο,нум
619,Pfeil::N,σαΐτα,годил
620,Pfeil::N,σαΐτα,сум
621,Gewehr::N,τουφέκι,буу
622,Fehler::N,λάθος,эндэл
623,Fehler::N,λάθος,алдаа
624,Fehler::N,σφάλμα,эндэл
625,Fehler::N,σφάλμα,алдаа
626,Lüge::N,ψέμα,худал
627,Lüge::N,ψεύδος,худал
628,Schaden::N,ζημία,хор
629,Schaden::N,ζημία,хөнөөл
630,Unglück::N,δυστυχία,гай
631,Unglück::N,δυστυχία,гамшиг
632,Schuld::N,ενοχή,гэм
633,Schuld::N,ενοχή,буруу
634,Schuld::N,φταίξιμο,гэм
635,Schuld::N,φταίξιμο,буруу
636,Alter::N,ηλικία,нас
637,Schluss::N,τέλος,эцэс
638,Schluss::N,τέλος,төгсгөл
639,Zeit::N,χρόνος,цаг
640,Tag::N,μέρα,өдөр
641,Tag::N,ημέρα,өдөр
642,Morgen::N,πρωί,өглөө
643,Mittag::N,μεσημέρι,үд
644,Abend::N,βράδυ,үдэш
645,Nacht::N,νύχτα,шөнө
646,Woche::N,εβδομάδα,долоо хоног
647,Monat::N,μήνας,сар
648,Jahr::N,έτος,жил
649,Jahr::N,χρόνος,жил
650,Frühling::N,άνοιξη,хавар
651,Sommer::N,καλοκαίρι,зун
652,Herbst::N,φθινόπωρο,намар
653,Winter::N,χειμώνας,өвөл
654,Januar::N,Ιανουάριος,нэгдүгээр сар
655,Februar::N,Φεβρουάριος,хоёрдугаар сар
656,März::N,Μάρτιος,гуравдугаар сар
657,April::N,Απρίλιος,дөрөвдүгээр сар
658,Mai::N,Μάιος,тавдугаар сар
659,Juni::N,Ιούνιος,зургаадугаар сар
660,Juli::N,Ιούλιος,долдугаар сар
661,August::N,Αύγουστος,наймдугаар сар
662,September::N,Σεπτέμβριος,есдүгээр сар
663,Oktober::N,Οκτώβριος,аравдугаар сар
664,November::N,Νοέμβριος,арван нэгдүгээр сар
665,Dezember::N,Δεκέμβριος,арван хоёрдугаар сар
666,Montag::N,Δευτέρα,даваа
667,Dienstag::N,Τρίτη,мягмар
668,Mittwoch::N,Τετάρτη,лхагва
669,Donnerstag::N,Πέμπτη,пүрэв
670,Freitag::N,Παρασκευή,баасан
671,Samstag::N,Σάββατο,бямба
672,Sonntag::N,Κυριακή,ням
673,groß::A,μεγάλος,их
674,groß::A,μεγάλος,том
675,klein::A,μικρός,бага
676,klein::A,μικρός,жаахан
677,lang::A,μακρύς,урт
678,kurz::A,κοντός,охор
679,kurz::A,κοντός,богино
680,breit::A,φαρδύς,өргөн
681,schmal::A,στενός,уйтан
682,schmal::A,στενός,нарийн
683,dicht::A,πυκνός,нягт
684,dicht::A,πυκνός,чигжүү
685,dick[Gegenstand]::A,παχύς,зузаан
686,dick[Gegenstand]::A,χοντρός,зузаан
687,dünn::A,ψιλός,нимгэн
688,dünn::A,λεπτός,нимгэн
689,fein::A,ψιλός,нарийн
690,fest::A,στερεός,бөх
691,fest::A,στερεός,хатуу
692,flach::A,επίπεδος,хавтгай
693,glatt::A,λείος,цагаан
694,glatt::A,ομαλός,цагаан
695,hart::A,σκληρός,хатуу
696,weich::A,μαλακός,зөөлөн
697,rund::A,στρογγυλός,дугуй
698,rund::A,στρογγυλός,дугариг
699,spitz::A,μυτερός,шовх
700,spitz::A,μυτερός,шовгор
701,scharf::A,κοφτερός,хурц
702,scharf::A,κοφτερός,иртэй
703,stumpf::A,αμβλύς,мохоо
704,schwer::A,βαρύς,хүнд
705,schön::A,ωραίος,гуа
706,schön::A,ωραίος,сайхан
707,schön::A,όμορφος,гуа
708,schön::A,όμορφος,сайхан
709,heiß::A,ζεστός,халуун
710,warm::A,θερμός,дулаан
711,kalt::A,κρύος,хүйтэн
712,kalt::A,ψυχρός,хүйтэн
713,kühl::A,δροσερός,сэрүүн
714,frisch::A,νωπός,эрүүл
715,frisch::A,νωπός,жихүүн
716,frisch::A,φρέσκος,эрүүл
