,Concept_ID,nl,mdf
187,Fisch::N,vis,кал
188,Barsch::N,baars,о́кунь
189,Hecht::N,snoek,щу́ка
190,Schlange[Tier]::N,slang,куй
191,Wurm::N,worm,сукс
192,Spinne::N,spin,унжа́
193,Ameise::N,mier,панжам
194,Laus::N,luis,си
195,Mücke::N,mug,ся́ське
196,Fliege::N,vlieg,кару
197,Schmetterling::N,vlinder,ме́лав
198,Beere::N,bes,и́мож
199,Apfel::N,appel,марь
200,Pilz::N,paddestoel,панга
201,Zwiebel::N,ui,шурьхкя́
202,Saat::N,zaad,видьмот
203,Korn::N,graan,сёра
204,Korn::N,korrel,сёра
205,Heu::N,hooi,тише
206,Schale::N,schil,кедь
207,Grube::N,kuil,лотка
208,Falle::N,val,туфкс
209,Falle::N,val,кунда́ма
210,Schlinge::N,strop,килькш
211,Spur::N,spoor,пильгоки́
212,Asche::N,as,кулу
213,Dreck::N,drek,ърда́з
214,Eisen::N,ijzer,кшни
215,Gold::N,goud,ока
216,Gold::N,goud,золота
217,Silber::N,zilver,сия́
218,Kohle::N,kool,седь
219,Kohle::N,kool,седьвальмя
220,Glas::N,glas,кля́нцек
221,Lehm::N,klei,сёвонь
222,Sand::N,zand,шува́р
223,Mensch::N,mens,ломань
224,Mann::N,man,аля
225,Mann::N,man,цёраломань
226,Frau::N,vrouw,ава
227,Kind::N,kind,идь
228,Kind::N,kind,шаба
229,Junge::N,jongen,цёраня
230,Mädchen::N,meisje,стирня́
231,Familie::N,gezin,тнал
232,Familie::N,gezin,семья
233,Familie::N,familie,тнал
234,Familie::N,familie,семья
235,Großvater::N,grootvader,атя
236,Großvater::N,grootvader,щя́тя
237,Großmutter::N,grootmoeder,баба
238,Eltern::N,ouders,тя́дят-а́лят
239,Vater::N,vader,аля
240,Mutter::N,moeder,ава
241,Mutter::N,moeder,тядя
242,Sohn::N,zoon,цёра
243,Tochter::N,dochter,стирь
244,Bruder::N,broer,дуган
245,Bruder::N,broer,пяльне
246,Bruder::N,broeder,дуган
247,Bruder::N,broeder,пяльне
248,Schwester::N,zus,ака
249,Schwester::N,zus,сазор
250,Schwester::N,zuster,ака
251,Schwester::N,zuster,сазор
252,Onkel::N,oom,оця
253,Onkel::N,oom,патя
254,Onkel::N,oom,щеня́
255,Tante::N,tante,ака
256,Tante::N,tante,щака
257,Ehemann::N,echtgenoot,мирде
258,Ehefrau::N,echtgenote,ърьвя́
259,Freude::N,vreugde,ке́нярдема
260,Gelächter::N,gelach,рахсема
261,Glück::N,geluk,паваз
262,Kummer::N,verdriet,ризф
263,Kummer::N,verdriet,пичефкс
264,Wunsch::N,wens,мяль
265,Wunsch::N,wens,таколдома
266,Wunsch::N,verlangen,мяль
267,Wunsch::N,verlangen,таколдома
268,Lust::N,zin,таколдома
269,Lust::N,lust,таколдома
270,Geist::N,geest,вайме
271,Gedanke::N,gedachte,мяль
272,Gedächtnis::N,geheugen,прявий
273,Verstand::N,verstand,прявий
274,Sinn::N,betekenis,ён
275,Grund::N,reden,туфта́л
276,Wahrheit::N,waarheid,ви́де
277,Wahrheit::N,waarheid,видеши́
278,Gespräch::N,gesprek,корхтама
279,Märchen::N,sprookje,ёфкс
280,Erzählung::N,verhaal,азкс
281,Nachricht::N,tijding,куля́
282,Neuigkeit::N,nieuws,куля́
283,Neuigkeit::N,nieuwtje,куля́
284,Name::N,naam,лем
285,Rätsel::N,raadsel,со́дама ёфкс
286,Rede::N,rede,вал
287,Rede::N,rede,корхтама
288,Sprache::N,taal,кяль
289,Stimme::N,stem,вайгяль
290,Wort::N,woord,вал
291,Zeichen::N,teken,тя́ште
292,Zeichen::N,teken,тя́штькс
293,Ruf::N,roep,тердема
294,Lärm::N,lawaai,гайф
295,Lärm::N,lawaai,жалакодома
296,Laut::N,klank,вайгяль
297,Laut::N,geluid,вайгяль
298,Ton::N,toon,вайгяль
299,Ton::N,klank,вайгяль
300,Lied::N,lied,мора
301,Ruhe::N,rust,сетьме
302,Ruhe::N,stilte,сетьме
303,Leute::N,lui,ломатть
304,Leute::N,mensen,ломатть
305,Volk::N,volk,наро́д
306,Arbeit::N,werk,тев
307,Arbeit::N,arbeid,тев
308,Gast::N,gast,и́нжи
309,Gast::N,gast,ко́нак
310,Geschenk::N,cadeau,казне
311,Geschenk::N,geschenk,казне
312,Spiel::N,spel,налхкома
313,Spiel::N,spel,налхксема
314,Gesellschaft::N,gezelschap,кружок
315,Hilfe::N,hulp,лездома
316,Freund::N,vriend,я́лга
317,Kamerad::N,maat,я́лга
318,Kamerad::N,metgezel,я́лга
319,Angelegenheit::N,zaak,тев
320,Angelegenheit::N,aangelegenheid,тев
321,Anzahl::N,tal,лувкс
322,Anzahl::N,aantal,лувкс
323,Art::N,slag,вид
324,Art::N,soort,вид
325,Stück::N,stuk,пакш
326,Teil::N,deel,часть
327,Teil::N,deel,пялькс
328,Hälfte::N,helft,пяле
329,Kreis::N,kring,шаркс
330,Kreis::N,cirkel,шаркс
331,Kreuz::N,kruis,крёз
332,Linie::N,lijn,межа
333,Linie::N,lijn,китькс
334,Strich::N,haal,межа
335,Strich::N,streep,межа
336,Abstand::N,afstand,ётка
337,Entfernung::N,afstand,ётка
338,Gegend::N,streek,ва́ста
339,Gegend::N,streek,перьфпя́ль
340,Platz::N,ruimte,ва́ста
341,Ort::N,oord,ва́ста
342,Ort::N,plaats,ва́ста
343,Seite::N,zij,пяле
344,Seite::N,kant,пяле
345,Seite::N,zijde,пяле
346,Mitte::N,midden,кучка́
347,Gegenstand::N,voorwerp,веща
348,Sache::N,zaak,тев
349,Sache::N,zaak,веща
350,Rand::N,rand,пе
351,Rand::N,boord,пе
352,Kante::N,kant,и́рдез
353,Ecke::N,hoek,ужа
354,Spitze::N,punt,пря
355,Spitze::N,spits,пря
356,Ende::N,einde,пе
357,Ende::N,uiteinde,пе
358,Loch::N,gat,варя
359,Winkel::N,hoek,ужа
360,Muster::N,dessin,сёрма
361,Muster::N,patroon,сёрма
362,Größe::N,grootte,серь
363,Länge::N,lengte,кува́лма
364,Höhe::N,hoogte,серь
365,Gewicht::N,gewicht,сталма
366,Menge::N,hoeveelheid,лувкс
367,Haufen::N,hoop,мар
368,Reihe::N,rij,ряд
369,Reihe::N,reeks,ряд
370,Boot::N,boot,венеж
371,Ruder::N,roeiriem,миле
372,Schlitten::N,slee,ну́рда
373,Schlitten::N,slede,ну́рда
374,Ski::N,ski,сокс
375,Lagerfeuer::N,kampvuur,то́лмар
376,Last::N,last,канкс
377,Last::N,last,сталма
378,Last::N,vracht,канкс
379,Last::N,vracht,сталма
380,Gang::N,wandeling,молема
381,Schritt::N,stap,аськолкс
382,Schritt::N,schrede,аськолкс
383,Norden::N,noorden,якшама шире
384,Süden::N,zuiden,ля́мбе ши́ре
385,Westen::N,westen,ши валгома шире
386,Osten::N,oosten,шинь стяма шире
387,Holz::N,hout,вирь
388,Holz::N,hout,шуфта
389,Brett::N,plank,лавця
390,Platte::N,plaat,плита́
391,Stütze::N,stut,неже
392,Stütze::N,steun,неже
393,Stange::N,stang,олга
394,Stock::N,stok,байдек
395,Stab::N,staf,олгоня
396,Rohr::N,pijp,турама
397,Haus::N,huis,куд
398,Heim::N,tehuis,куд
399,Ofen::N,kachel,пянакуд
400,Fußboden::N,vloer,кия́кс
401,Tisch::N,tafel,шра
402,Tisch::N,tafel,моркш
403,Stuhl::N,stoel,стул
404,Wiege::N,wieg,нюря́м
405,Bett::N,bed,ацам
406,Regal::N,rek,лавцяланга
407,Kiste::N,kist,парга
408,Fenster::N,raam,валмья
409,Fenster::N,venster,валмья
410,Tür::N,deur,кенкш
411,Tor::N,poort,ортат
412,Zaun::N,omheining,перяфкс
413,Dach::N,dak,кудпря
414,Leiter::N,ladder,куцема
415,Besen::N,bezem,тяльме
416,Spaten::N,schop,ка́йме
417,Schaufel::N,schep,ко́поня
418,Schaufel::N,schep,ця́рдом
419,Gabel::N,vork,ця́нгоня
420,Löffel::N,lepel,куцю
421,Messer::N,mes,пеель
422,Nagel::N,spijker,эска
423,Netz::N,net,
424,Haken::N,haak,кя́чказ
425,Griff::N,handvat,недь
426,Griff::N,handvat,кунда́мка
427,Schloss::N,slot,замо́к
428,Bild::N,beeld,карти́на
429,Figur::N,figuur,ронга-понда
430,Puppe::N,pop,ня́ка
431,Beutel::N,zak,кяскав
432,Beutel::N,buidel,кяскав
433,Bündel::N,pak,кярьме
434,Bündel::N,bundel,кярьме
435,Tasche::N,tas,кошяльня
436,Eimer::N,emmer,ве́дарка
437,Deckel::N,deksel,тавадкс
438,Deckel::N,deksel,вельхкс
439,Geschirr::N,vaatwerk,кядьге
440,Sack::N,zak,кяскав
441,Tasse::N,kop,ша́ваня
442,Topf::N,pan,кавозь
443,Kessel::N,ketel,сргавозь
444,Essen::N,eten,ярхцама
445,Nahrung::N,voedsel,ярхцампяль
446,Speise::N,spijs,ярхцама
447,Fleisch::N,vlees,пал
448,Fleisch::N,vlees,сиволь
449,Getreide::N,graan,сёра
450,Brei::N,pap,ям
451,Brei::N,brij,ям
452,Brot::N,brood,кши
453,Scheibe::N,plak,кочам
454,Scheibe::N,snede,кочам
455,Fett::N,vet,куя́
456,Butter::N,boter,вай
457,Öl::N,olie,вай
458,Salz::N,zout,сал
459,Suppe::N,soep,шонгарям
460,Suppe::N,soep,коршампяль
461,Honig::N,honing,медь
462,Milch::N,melk,лофца
463,Tee::N,thee,чай
464,Leder::N,leer,кедь
465,Leder::N,leder,кедь
466,Wolle::N,wol,пона
467,Stoff::N,stof,котф
468,Nadel::N,naald,салмокс
469,Faden::N,draad,сюре
470,Knopf::N,knoop,пуня
471,Knoten::N,knoop,сюлма
472,Farbe::N,verf,архтомбяль
473,Kleidung::N,kledij,щам
474,Kleidung::N,kleding,щам
475,Hemd::N,hemd,па́нар
476,Kragen::N,kraag,сиве
477,Ärmel::N,mouw,ожа
478,Hose::N,broek,понкст
479,Hose::N,pantalon,понкст
480,Gürtel::N,riem,каркс
481,Gürtel::N,gordel,каркс
482,Mütze::N,muts,вазь
483,Schuh::N,schoen,башма́к
484,Stiefel::N,laars,кя́ме
485,Ring::N,ring,суркс
486,Band::N,lint,керькс
487,Band::N,lint,лента
488,Kamm::N,kam,сюрьхцем
489,Spiegel::N,spiegel,ванома
490,Riemen::N,riem,шнань каркс
491,Schnur::N,koord,пикс
492,Schnur::N,koord,карькскя
493,Leine::N,lijn,вядьме
494,Decke::N,deken,вельхкс
495,Kissen::N,kussen,тоду
496,Tuch::N,doek,руця́
497,Handtuch::N,handdoek,на́рдама
498,Kraft::N,kracht,вий
499,Stärke::N,sterkte,вииши
500,Gesundheit::N,gezondheid,шумбраши́
501,Krankheit::N,ziekte,урма́
502,Krankheit::N,ziekte,сярядема
503,Schmerz::N,pijn,маряма
504,Wunde::N,wond,керф
505,Fieber::N,koorts,маштыкс
506,Arznei::N,medicament,надо́бья
507,Arznei::N,medicament,пъчка́фтома
508,Arznei::N,geneesmiddel,надо́бья
509,Arznei::N,geneesmiddel,пъчка́фтома
510,Brücke::N,brug,седь
511,Brunnen::N,put,эши
512,Brunnen::N,bron,эши
513,Weide::N,wei,ванома васта
514,Weide::N,weide,ванома васта
515,Pfad::N,pad,ян
516,Pfad::N,pad,киня́
517,Weg::N,weg,ки
518,Straße::N,baan,ки
519,Straße::N,straat,ки
520,Dorf::N,dorp,веле
521,Stadt::N,stad,ош
522,Brief::N,brief,сёрма
523,Buch::N,boek,книга
524,Buchstabe::N,letter,бу́ква
525,Zeitung::N,krant,газе́та
526,Zeitung::N,dagblad,газе́та
527,Leben::N,leven,эряф
528,Leben::N,leven,эряма
529,Tod::N,dood,кулома́
530,Grab::N,graf,калма
531,Kirche::N,kerk,це́рькав
532,Sünde::N,zonde,пежеть
533,Sünde::N,zonde,муворкс
534,Gott::N,god,шкай
535,Arbeiter::N,arbeider,трудендай
536,Arbeiter::N,arbeider,работник
537,Chef::N,chef,азор
538,Chef::N,chef,оцюня
539,Meister::N,meester,мастяр
540,Arzt::N,arts,врач
541,Arzt::N,arts,доктор
542,Arzt::N,dokter,врач
543,Arzt::N,dokter,доктор
544,Lehrer::N,leraar,учи́тель
545,Lehrer::N,onderwijzer,учи́тель
546,Geld::N,geld,ярмакт
547,Geschäft::N,zaak,ладяфкс
548,Geschäft::N,zaak,ладяф тев
549,Laden::N,winkel,ла́вка
550,Preis::N,prijs,питне
551,Ware::N,waar,миф
552,Ware::N,waar,ра́маф
553,Nutzen::N,nut,пара
554,Nutzen::N,nut,лезкс
555,Nutzen::N,voordeel,пара
556,Nutzen::N,voordeel,лезкс
557,Reichtum::N,rijkdom,ко́зяши
558,Welt::N,wereld,свет
559,Land::N,land,мастор
560,Staat::N,staat,государства
561,König::N,koning,король
562,Macht::N,macht,азорондама
563,Macht::N,macht,азорксши
564,Grenze::N,grens,ёткаян
565,Krieg::N,oorlog,война́
566,Feind::N,vijand,душман
567,Feind::N,vijand,каршек тюри
568,Gewalt::N,geweld,наругама
569,Kampf::N,strijd,тюрема́
570,Kampf::N,gevecht,тюрема́
571,Bogen[Waffe]::N,boog,нал
572,Pfeil::N,pijl,нал
573,Gewehr::N,geweer,винто́вка
574,Fehler::N,fout,эльбядькс
575,Lüge::N,leugen,васькафнема
576,Schaden::N,schade,зия́н
577,Unglück::N,tegenspoed,зия́н
578,Schuld::N,schuld,муворши
579,Alter::N,leeftijd,эряф кизот
580,Alter::N,leeftijd,эряфонь пинге
581,Schluss::N,slot,пе
582,Zeit::N,tijd,пинге
583,Tag::N,dag,ши
584,Morgen::N,morgen,шобдава
585,Morgen::N,ochtend,шобдава
586,Mittag::N,middag,шикучка
587,Abend::N,avond,иля́дь
588,Nacht::N,nacht,ве
589,Woche::N,week,недя́ля
590,Monat::N,maand,ков
591,Jahr::N,jaar,киза
592,Frühling::N,lente,тунда́
593,Frühling::N,voorjaar,тунда́
594,Sommer::N,zomer,киза
595,Herbst::N,herfst,сёксе
596,Winter::N,winter,тяла
597,Januar::N,januari,кельмеков
598,Februar::N,februari,уфайков
599,März::N,maart,марайков
600,April::N,april,шудиков
601,Mai::N,mei,панжиков
602,Juni::N,juni,лямбеков
603,Juli::N,juli,псиков
604,August::N,augustus,сёроньков
605,September::N,september,тюжягов
606,Oktober::N,oktober,кельмазаков
607,November::N,november,эйндамков
608,Dezember::N,december,кучкаков
609,Montag::N,maandag,одговши
610,Dienstag::N,dinsdag,ша́вши
611,Mittwoch::N,woensdag,вержи
612,Donnerstag::N,donderdag,шува́ланя
613,Freitag::N,vrijdag,пя́денця
614,Samstag::N,zaterdag,ёткши
615,Sonntag::N,zondag,таргоши
616,groß::A,groot,оцю
617,klein::A,klein,ёмла
618,lang::A,lang,кува́ка
619,kurz::A,kort,нюрьхкя́ня
620,breit::A,breed,кели
621,schmal::A,smal,тяйня
622,dicht::A,dicht,сиде
623,dicht::A,dicht,туста
624,dick[Gegenstand]::A,dik,эчке
625,dünn::A,dun,шува́ня
626,fein::A,fijn,шува́ня
627,fest::A,vast,кеме
628,flach::A,plat,лапш
629,glatt::A,glad,вадяв
630,glatt::A,glad,такор
631,hart::A,hard,калгода
632,weich::A,week,ляпе
633,rund::A,rond,кру́глай
634,spitz::A,spits,ботаз
635,spitz::A,spits,оржа
636,spitz::A,puntig,ботаз
637,spitz::A,puntig,оржа
638,scharf::A,scherp,оржа
639,stumpf::A,stomp,ношка
640,schwer::A,zwaar,стака
641,schön::A,mooi,мазы
642,schön::A,fraai,мазы
643,heiß::A,heet,пси
644,warm::A,warm,лямбе
645,kalt::A,koud,кельме
646,kühl::A,koel,эше
647,frisch::A,fris,свежай
648,feucht::A,vochtig,летьке
649,nass::A,nat,начка
650,trocken::A,droog,коське
651,voll::A,vol,пяшксе
652,leer::A,leeg,шава
653,offen::A,open,панжада
654,offen::A,open,виде
655,geschlossen::A,gesloten,пякстаф
656,geschlossen::A,gesloten,сёлгф
657,sauber::A,net,ару
658,sauber::A,schoon,ару
659,schmutzig::A,vuil,рда́зу
660,schmutzig::A,vuil,пя́ндра
661,roh::A,rauw,верок
662,reif::A,rijp,ке́нерьф
663,lecker::A,lekker,танцти
664,süß::A,zoet,ламбама
665,bitter::A,bitter,сяпи
666,sauer::A,zuur,шапама
667,hell::A,licht,валда
668,hell::A,helder,валда
669,dunkel::A,donker,шобда
670,schwarz::A,zwart,равжа
671,weiß::A,wit,акша
672,rot::A,rood,якстерь
673,gelb::A,geel,тюжя́
674,blau::A,blauw,сенем
675,grün::A,groen,пиже
676,grün::A,groen,сянгяря
677,grau::A,grijs,уле
678,bunt::A,bont,сёрмав
679,billig::A,goedkoop,у́цез
680,billig::A,goedkoop,аф пи́тни
681,teuer::A,duur,пи́тни
682,wertvoll::A,kostbaar,питни
683,wertvoll::A,waardevol,питни
684,blind::A,blind,сокор
685,taub::A,doof,пярав
686,kräftig::A,krachtig,пяк вии
687,stark::A,sterk,вии
688,schwach::A,zwak,лафча
689,fett::A,vet,куя́
690,schlank::A,slank,виде ронга
691,hübsch::A,leuk,мазы
692,böse::A,kwaad,кяжи
693,dumm::A,dom,аф ёню
694,dumm::A,dom,шава пря
695,faul::A,lui,нола
696,fleißig::A,vlijtig,ку́лхцонды
697,geizig::A,gierig,кирьжя
698,geizig::A,gierig,жаднай
699,klug::A,slim,ёню
700,klug::A,slim,пря́ви
701,klug::A,schrander,ёню
702,klug::A,schrander,пря́ви
703,klug::A,verstandig,ёню
704,klug::A,verstandig,пря́ви
705,geschickt::A,handig,маштозь тиф
706,geschickt::A,vaardig,маштозь тиф
707,lieb::A,lief,цебярь
708,lustig::A,vrolijk,ра́хси
709,sanft::A,zacht,сетьме
710,hungrig::A,hongerig,вача
711,hungrig::A,hongerig,вачеда
712,krank::A,ziek,сяряди
713,nackt::A,naakt,штада
714,nackt::A,naakt,кърхтапа
715,traurig::A,treurig,ла́жнай
716,traurig::A,bedroefd,ла́жнай
717,lebendig::A,levend,эряй
718,gut::A,goed,пара
719,gut::A,goed,цебярь
720,schlecht::A,slecht,кальдяв
721,richtig::A,juist,виде
722,schlimm::A,erg,кальдяв
723,schlimm::A,kwaad,кальдяв
724,wahr::A,waar,афкуксонь
725,alt::A,oud,ташта
726,neu::A,nieuw,од
727,ehemalig::A,voormalig,и́нгольдень
728,alt[Lebewesen]::A,oud,сире
729,jung::A,jong,од
730,arm::A,arm,а́шу
731,reich::A,rijk,козя
732,bekannt::A,bekend,содаф
733,berühmt::A,beroemd,содавикс
734,fremd::A,vreemd,лия
735,fremd::A,vreemd,аф содаф
736,verschieden::A,verscheiden,аф фкя ла́цонь
737,verschieden::A,verschillend,аф фкя ла́цонь
738,nah::A,nabij,мала
739,nah::A,nabij,аф ичкоздень
740,nah::A,nabijgelegen,мала
741,nah::A,nabijgelegen,аф ичкоздень
742,fern::A,ver,и́чкоздень
743,fern::A,ver,куна́рдонь
744,linker::A,linker,кержи
745,rechter::A,rechter,види
746,anderer::A,andere,лия
747,erster::A,eerste,васенце
748,zweiter::A,tweede,омбоце
749,dritter::A,derde,колмоце
750,letzter::A,laatste,ме́кольце
751,allein::ADV,alleen,ськамонза
752,auf einmal::ADV,ineens,вихцок
753,auf einmal::ADV,tegelijk,вихцок
754,zusammen::ADV,samen,марс
755,zusammen::ADV,samen,ма́рса
756,zusammen::ADV,bijeen,марс
757,zusammen::ADV,bijeen,ма́рса
758,lange::ADV,lang,кува́тьс
759,plötzlich::ADV,eensklaps,а́пак учт
760,plötzlich::ADV,plotsklaps,а́пак учт
761,sofort::ADV,terstond,тяникиге
762,sofort::ADV,aanstonds,тяникиге
763,sofort::ADV,onmiddelijk,тяникиге
764,später::ADV,later,ме́ле
765,jetzt::ADV,nu,тяни
766,jetzt::ADV,nou,тяни
767,jetzt::ADV,thans,тяни
768,heute::ADV,heden,тячи
769,heute::ADV,vandaag,тячи
770,morgen::ADV,morgen,ва́нды
771,bald::ADV,gauw,курок
772,bald::ADV,weldra,курок
773,dann::ADV,dan,меле
774,dann::ADV,dan,сяда меле
775,dann::ADV,toen,меле
776,dann::ADV,toen,сяда меле
777,gestern::ADV,gisteren,ися́к
778,einst::ADV,eens,весть
779,einst::ADV,eens,мзя́рда-бди
780,damals::ADV,toen,эста
781,damals::ADV,destijds,эста
782,danach::ADV,daarna,меле
783,vorher::ADV,vooraf,инголи
784,vorher::ADV,van tevoren,инголи
785,zuerst::ADV,eerst,ва́сенда
786,zuerst::ADV,het eerst,ва́сенда
787,einmal::ADV,eens,весть
788,einmal::ADV,eenmaal,весть
789,manchmal::ADV,soms,лия́ста
790,manchmal::ADV,soms,ко́ста-ко́ста
791,oft::ADV,vaak,си́деста
792,oft::ADV,dikwijls,си́деста
793,immer::ADV,altijd,фалу
794,immer::ADV,altijd,най
795,niemals::ADV,nooit,аф мзя́рдонга
796,hier::ADV,hier,тяса
797,hierhin::ADV,hierheen,сей
798,hierhin::ADV,hierheen,тяза
799,von hier::ADV,van hier,тя́ста
800,von hier::ADV,hiervandaan,тя́ста
801,dort::ADV,daar,тоса
802,dort::ADV,ginds,тоса
803,dorthin::ADV,daarheen,тов
804,dorthin::ADV,daarheen,тоза
805,geradeaus::ADV,rechtuit,ви́деста
806,geradeaus::ADV,rechtdoor,ви́деста
807,vorwärts::ADV,vooruit,и́нголи
808,vorwärts::ADV,voorwaarts,и́нголи
809,rückwärts::ADV,achteruit,ме́ки
810,rückwärts::ADV,achterwaarts,ме́ки
811,zurück::ADV,terug,ме́ки
812,unten::ADV,beneden,ала
813,unten::ADV,onderaan,ала
