,Concept_ID,mn,hy
75,Mond::N,сар,լուսին
76,Stern::N,од,աստղ
77,Luft::N,агаар,օդ
78,Wind::N,салхи,քամի
79,Welle::N,долгио,ալիք
80,Welle::N,давалгаа,ալիք
81,Wasser::N,ус,ջուր
82,Stein::N,чулуу,քար
83,Boden::N,хөрс,գետին
84,Erde::N,газар,հող
85,Erde::N,шороо,հող
86,Staub::N,тоос,փոշի
87,Rauch::N,утаа,ծուխ
88,Funke::N,оч,կայծ
89,Feuer::N,гал,կրակ
90,Feuer::N,гал,հրդեհ
91,Licht::N,гэрэл,լույս
92,Licht::N,гэгээ,լույս
93,Schatten::N,сүүдэр,ստվեր
94,Wetter::N,тэнгэр,եղանակ
95,Wetter::N,цаг уур,եղանակ
96,Nebel::N,будан,մեգ
97,Nebel::N,будан,մառախուղ
98,Wolke::N,үүл,ամպ
99,Regen::N,бороо,անձրև
100,Schnee::N,цас,ձյուն
101,Eis::N,мөс,սառույց
102,Frost::N,хүйт,սառնամանիք
103,Kälte::N,хүйт,դող
104,Hitze::N,халуун,շոգ
105,Raureif::N,цан,ցօղեղեամ
106,Raureif::N,хяруу,ցօղեղեամ
107,Regenbogen::N,солонго,ծիածան
108,Donner::N,тэнгэрийн дуу,որոտ
109,Strömung::N,урсгал,հոսանք
110,Tropfen::N,дусал,կաթիլ
111,Schaum::N,хөөс,փրփուր
112,Schmutz::N,хир,կեղտ
113,Schmutz::N,шавхай,կեղտ
114,See::N,нуур,լիճ
115,Sumpf::N,намаг,ճահիճ
116,Sumpf::N,балчиг,ճահիճ
117,Moor::N,хүлрийн намаг,ճահիճ
118,Wiese::N,нуга,մարգագետին
119,Wald::N,ой,անտառ
120,Hügel::N,болдог,բլուր
121,Anhöhe::N,гүвээ,բարձունք
122,Berg::N,уул,լեռ
123,Gipfel::N,орой,գագաթ
124,Gipfel::N,орой,կատար
125,Gipfel::N,оргил,գագաթ
126,Gipfel::N,оргил,կատար
127,Höhle::N,агуй,քարայր
128,Abhang::N,хүр,լանջ
129,Abhang::N,хүр,զառիվայր
130,Quelle::N,булаг,աղբյուր
131,Bach::N,горхи,վտակ
132,Fluss::N,гол,գետ
133,Fluss::N,мөрөн,գետ
134,Ufer::N,эрэг,ծովափ
135,Küste::N,эрэг,ափ
136,Küste::N,эрэг,ծովափ
137,Festland::N,хуурай газар,ցամաք
138,Meer::N,далай,ծով
139,Meer::N,тэнгис,ծով
140,Bucht::N,булан,հաչիւն
141,Bucht::N,далайн тохой,հաչիւն
142,Insel::N,арал,վղզի
143,Blume::N,цэцэг,ծաղիկ
144,Gras::N,өвс,խոտ
145,Gras::N,ногоо,խոտ
146,Wurzel::N,үндэс,արմատ
147,Baum::N,мод,ծառ
148,Stamm::N,иш,իրան
149,Stamm::N,гуалин,իրան
150,Rinde::N,холтос,կեղեւ
151,Rinde::N,холтос,հաչոց
152,Ast::N,гишүү,ճյուղ
153,Zweig::N,салаа,ճյուղ
154,Blatt::N,навч,տերեւ
155,Birke::N,хус,ցարասի
156,Kiefer[Baum]::N,нарс,սոճի
157,Weide[Baum]::N,уд,ուռենի
158,Weide[Baum]::N,бургас,ուռենի
159,Tanne::N,гачуур,եղեւին
160,Horn::N,эвэр,
161,Feder::N,өд,փետուր
162,Fell::N,арьс,մորթի
163,Flügel::N,жигүүр,թեւ
164,Flügel::N,далавч,թեւ
165,Klaue::N,савар,չանչ
166,Klaue::N,хумс,չանչ
167,Kralle::N,савар,ճանկ
168,Schwanz::N,сүүл,պոչ
169,Ei::N,өндөг,ձու
170,Nest::N,үүр,բույն
171,Bau::N,нүх,որջ
172,Bau::N,нүх,բայոց
173,Bau::N,элүү,որջ
174,Bau::N,элүү,բայոց
175,Tier::N,амьтан,կենդանի
176,Tier::N,адгуус,կենդանի
177,Herde::N,сүрэг,հոտ
178,Kuh::N,үнээ,կով
179,Bulle::N,бух,ցուլ
180,Pferd::N,морь,ձի
181,Pferd::N,адуу,ձի
182,Schaf::N,хонь,ոչխար
183,Schwein::N,гахай,խոզ
184,Hund::N,нохой,շուն
185,Katze::N,муур,կատու
186,Katze::N,мигуй,կատու
187,Bär::N,баавгай,արջ
188,Eichhörnchen::N,хэрэм,սկյուռ
189,Elch::N,хандгай,հիւսիսային եղջերու
190,Fuchs::N,үнэг,աղվես
191,Hase::N,туулай,նապաստակ
192,Maus::N,хулгана,մուկ
193,Wolf::N,чоно,գայլ
194,Vogel::N,шувуу,թռչուն
195,Schwarm::N,сүрэг,երամ
196,Huhn::N,тахиа,հավ
197,Hahn::N,эр тахиа,աքաղաղ
198,Gans::N,галуу,սագ
199,Adler::N,бүргэд,արծիվ
200,Ente::N,нугас,բադ
201,Eule::N,ууль,բու
202,Kranich::N,тогоруу,կռունկ
203,Krähe::N,хэрээ,ագռավ
204,Kuckuck::N,хөхөө,կուկու
205,Schwan::N,хун,կարապ
206,Fisch::N,загас,ձուկ
207,Barsch::N,алгана,պերկես
208,Hecht::N,цурхай,գայլաձուկ
209,Schlange[Tier]::N,могой,օձ
210,Wurm::N,өт,որդ
211,Wurm::N,өт,ճիճու
212,Wurm::N,хорхой,որդ
213,Wurm::N,хорхой,ճիճու
214,Spinne::N,аалз,սարդ
215,Ameise::N,шоргоолж,միջյուն
216,Laus::N,бөөс,ոջիլ
217,Mücke::N,шумуул,մժղուկ
218,Fliege::N,ялаа,ճանճ
219,Schmetterling::N,эрвээхэй,թիթեռ
220,Beere::N,жимсгэнэ,հատապտուղ
221,Apfel::N,алим,խնձոր
222,Pilz::N,мөөг,սունկ
223,Zwiebel::N,сонгино,սոխ
224,Saat::N,тариа,սերմ
225,Korn::N,үр,հատիկ
226,Korn::N,мөхлөг,հատիկ
227,Heu::N,өвс,խոտ
228,Schale::N,хальс,կեղեւ
229,Grube::N,алам,փոս
230,Grube::N,нүх,փոս
231,Falle::N,хавх,ծուղակ
232,Falle::N,занга,ծուղակ
233,Schlinge::N,урхи,խեղդան
234,Spur::N,мөр,հետք
235,Asche::N,үнс,մոխիր
236,Dreck::N,хир,աղտ
237,Eisen::N,төмөр,երկաթ
238,Gold::N,алт,ոսկի
239,Silber::N,мөнгө,արծաթ
240,Kohle::N,нүүрс,քարածուխ
241,Glas::N,шил,ապակի
242,Lehm::N,шавар,կավ
243,Sand::N,элс,ավազ
244,Mensch::N,хүн,մարդ
245,Mann::N,эр,մարդ
246,Mann::N,эр,տղամարդ
247,Mann::N,эрэгтэй,մարդ
248,Mann::N,эрэгтэй,տղամարդ
249,Frau::N,эмэгтэй,կին
250,Frau::N,хатагтай,կին
251,Kind::N,хүүхэд,զավակ
252,Junge::N,хүү,տղա
253,Mädchen::N,охин,աղջիկ
254,Mädchen::N,бүсгүй,աղջիկ
255,Familie::N,айл,ընտանիք
256,Großvater::N,өвгөн аав,պապ
257,Großmutter::N,эмэг эх,տատ
258,Großmutter::N,эмгээ,տատ
259,Eltern::N,эцэг эх,ծնողներ
260,Vater::N,аав,հայր
261,Vater::N,эцэг,հայր
262,Mutter::N,эх,մայր
263,Mutter::N,ээж,մայր
264,Sohn::N,хүү,որդի
265,Tochter::N,охин,աղջիկ
266,Tochter::N,охин,դուստր
267,Bruder::N,ах,եղբայր
268,Bruder::N,дүү,եղբայր
269,Schwester::N,эгч,քույր
270,Schwester::N,охин дүү,քույր
271,Onkel::N,авга ах,քեռի
272,Onkel::N,авга ах,հորեղբայր
273,Onkel::N,нагац ах,քեռի
274,Onkel::N,нагац ах,հորեղբայր
275,Tante::N,авга эгч,մորաքույր
276,Tante::N,нагац эгч,մորաքույր
277,Ehemann::N,нөхөр,մարդ
278,Ehemann::N,нөхөр,ամուսին
279,Ehefrau::N,эхнэр,կին ամուսին
280,Ehefrau::N,гэргий,կին ամուսին
281,Freude::N,баяр,ուրախություն
282,Freude::N,баясгалан,ուրախություն
283,Gelächter::N,инээдэм,ծիծաղ
284,Glück::N,жаргалан,երջանկություն
285,Kummer::N,гаслан,վիշտ
286,Wunsch::N,ерөөл,ցանկություն
287,Lust::N,дур,փափագ
288,Lust::N,дур,իղձ
289,Lust::N,хүсэл,փափագ
290,Lust::N,хүсэл,իղձ
291,Geist::N,оюун,ոգի
292,Gedanke::N,сэтгэл,միտք
293,Gedächtnis::N,ой,հիշողություն
294,Gedächtnis::N,цээж,հիշողություն
295,Verstand::N,ухаан,խելք
296,Sinn::N,утга,իմաստ
297,Grund::N,учир,պատճառ
298,Wahrheit::N,үнэн,ճշմարտություն
299,Gespräch::N,яриа,զրույց
300,Märchen::N,явган үлгэр,պայիկի պատմություն
301,Erzählung::N,тууж,պատմվածք
302,Erzählung::N,тууж,պատմություն
303,Nachricht::N,мэдээ,հաղորդագրություն
304,Neuigkeit::N,сонин,լուր
305,Neuigkeit::N,сонин,նորություն
306,Name::N,нэр,անուն
307,Rätsel::N,оньсого,բարդ խնդիր
308,Rede::N,хэлсэн үг,ճառ
309,Rede::N,хэлсэн үг,ելույթ
310,Sprache::N,хэл,լեզու
311,Stimme::N,дуу,ձայն
312,Wort::N,үг,բառ
313,Zeichen::N,тамга,նշան
314,Zeichen::N,тэмдэг,նշան
315,Ruf::N,дуудлага,կոչ
316,Ruf::N,дуудлага,կանչ
317,Lärm::N,шуугиан,աղմուկ
318,Lärm::N,чимээ,աղմուկ
319,Laut::N,анир,հնչյուն
320,Laut::N,анир,ձայն
321,Laut::N,дуу,հնչյուն
322,Laut::N,дуу,ձայն
323,Ton::N,авиа,տոն
324,Ton::N,аялгуу,տոն
325,Lied::N,дуу,երգ
326,Ruhe::N,энх,անդորրություն
327,Ruhe::N,тайван,անդորրություն
328,Leute::N,хүмүүс,մարդիկ
329,Volk::N,улс,ազգ
330,Arbeit::N,ажил,գործ
331,Arbeit::N,ажил,աշխատանք
332,Arbeit::N,хөдөлмөр,գործ
333,Arbeit::N,хөдөлмөр,աշխատանք
334,Gast::N,зочин,հյուր
335,Gast::N,айлчин,հյուր
336,Geschenk::N,бэлэг,նվեր
337,Spiel::N,наадам,խաղ
338,Spiel::N,тоглоом,խաղ
339,Gesellschaft::N,хамт байх,ընկերություն
340,Hilfe::N,тусламж,օգնությթուն
341,Freund::N,найз,ընկեր
342,Freund::N,найз,բարեկամ
343,Freund::N,нөхөр,ընկեր
344,Freund::N,нөхөр,բարեկամ
345,Kamerad::N,хань,ուղեկից
346,Kamerad::N,нөхөр,ուղեկից
347,Angelegenheit::N,хэрэг,բան
348,Angelegenheit::N,хэрэг,գործ
349,Anzahl::N,тоо,քանակ
350,Anzahl::N,тоо,գումար
351,Art::N,төрөл,տեսակ
352,Art::N,янз,տեսակ
353,Stück::N,хэсэг,կտոր
354,Teil::N,хувь,մաս
355,Teil::N,хэсэг,մաս
356,Hälfte::N,хагас,կես
357,Kreis::N,тойрог,շիջանակ
358,Kreis::N,хүрээ,շիջանակ
359,Kreuz::N,загалмай,խաչ
360,Linie::N,шугам,գիծ
361,Strich::N,зураас,գիծ
362,Abstand::N,зай,անջրպետ
363,Entfernung::N,зай,հեռավորություն
364,Entfernung::N,хол ойр,հեռավորություն
365,Gegend::N,хавь,շրջան
366,Gegend::N,газар,շրջան
367,Platz::N,зай,տարածություն
368,Platz::N,завсар,տարածություն
369,Ort::N,газар,տեղ
370,Ort::N,газар,վայր
371,Ort::N,байр,տեղ
372,Ort::N,байр,վայր
373,Seite::N,тал,կողմ
374,Seite::N,этгээд,կողմ
375,Mitte::N,төв,մեջտեղ
376,Mitte::N,дунд,մեջտեղ
377,Gegenstand::N,юм,առարկա
378,Sache::N,үйл,բան
379,Sache::N,хэрэг,բան
380,Rand::N,зах,վերջք
381,Rand::N,хөвөө,վերջք
382,Kante::N,ирмэг,եզր
383,Ecke::N,өнцөг,անկյուն
384,Spitze::N,үзүүр,ծայր
385,Ende::N,зах,ծայր
386,Ende::N,үзүүр,ծայր
387,Loch::N,цоорхой,անցք
388,Loch::N,онгорхой,անցք
389,Winkel::N,өнцөг,անկյուն
390,Muster::N,хээ,օրինակ
391,Muster::N,угалз,օրինակ
392,Größe::N,хэмжээ,մեծություն
393,Länge::N,урт,երկարություն
394,Höhe::N,өндөр,բարձրություն
395,Gewicht::N,жин,կշիռ
396,Menge::N,тоо,քանակ
397,Haufen::N,бөөн,դեզ
398,Haufen::N,бөөн,կույտ
399,Reihe::N,эгнээ,շարք
400,Reihe::N,эгнээ,կարգ
401,Boot::N,завь,նավակ
402,Ruder::N,сэлүүр,թի
403,Ruder::N,сэлүүр,թիակ
404,Schlitten::N,чарга,բալխիր
405,Ski::N,цана,դահուկ
406,Lagerfeuer::N,түүдэг,բացօդեայ կրակ
407,Last::N,ачаа,բեռ
408,Gang::N,явдал,զբոսանք
409,Schritt::N,алхам,քայլ
410,Norden::N,умар,հյուսիս
411,Süden::N,урд,հարավ
412,Süden::N,өмнө,հարավ
413,Westen::N,өрнө,արեւմուտք
414,Westen::N,баруун,արեւմուտք
415,Osten::N,зүүн,արեւելք
416,Osten::N,дорно,արեւելք
417,Holz::N,мод,փայտ
418,Brett::N,банз,տախտակ
419,Platte::N,хавтан,թիթեղ
420,Stütze::N,тулгуур,նեցուկ
421,Stütze::N,тулга,նեցուկ
422,Stange::N,сургааг,ձող
423,Stock::N,саваа,փայտ
424,Stab::N,таяг,ցուպ
425,Stab::N,таяг,գավազան
426,Rohr::N,хоолой,խողովակ
427,Haus::N,гэр,տուն
428,Haus::N,байшин,տուն
429,Heim::N,гэр,տուն
430,Ofen::N,зуух,վառարան
431,Ofen::N,пийшин,վառարան
432,Fußboden::N,шал,հատակ
433,Tisch::N,ширээ,սեղան
434,Stuhl::N,сандал,աթոռ
435,Wiege::N,өлгий,օրորոց
436,Bett::N,ор,անկողին
437,Regal::N,тавиур,դարակ
438,Kiste::N,авдар,տուփ
439,Kiste::N,хайрцаг,տուփ
440,Fenster::N,гэгээвч,պատուհան
441,Tür::N,үүд,դուռ
442,Tür::N,хаалга,դուռ
443,Tor::N,хаалга,դարպաս
444,Zaun::N,хашаа,ցանկապատ
445,Dach::N,дээвэр,տանիք
446,Dach::N,дээвэр,կտուր
447,Leiter::N,шат,սանդուղք
448,Besen::N,хамуур,ավել
449,Besen::N,туужуу,ավել
450,Spaten::N,хүрз,բահ
451,Schaufel::N,хүрз,թի
452,Gabel::N,сэрээ,պատառաքաղ
453,Löffel::N,халбага,գդալ
454,Messer::N,хутга,դանակ
455,Nagel::N,хадаас,մեխ
456,Netz::N,өөш,ցանց
457,Netz::N,тор,ցանց
458,Haken::N,гох,կարթ
459,Griff::N,иш,կոթ
460,Griff::N,иш,բռնակ
461,Griff::N,сэнж,կոթ
462,Griff::N,сэнж,բռնակ
463,Schloss::N,цуурга,կողպեք
464,Schloss::N,цоож,կողպեք
465,Bild::N,зураг,նկար
466,Bild::N,зураг,պատկեր
467,Figur::N,баримал,քանդակ
468,Figur::N,баримал,պատկեր
469,Puppe::N,хүүхэлдэй,տիկնիկ
470,Beutel::N,агсаа,տոպրակ
471,Beutel::N,уут,տոպրակ
472,Bündel::N,боодол,կապոց
473,Tasche::N,цүнх,պայուսակ
474,Eimer::N,хөнөг,դույլ
475,Eimer::N,хувин,դույլ
476,Deckel::N,таг,կափարիչ
477,Deckel::N,хавхаг,կափարիչ
478,Geschirr::N,сав суулга,ամանեղեն
479,Sack::N,шуудай,պարկ
480,Sack::N,шуудай,տոպրակ
481,Tasse::N,аяга,թաս
482,Tasse::N,аяга,գավաթ
483,Topf::N,тогоо,անոթ
484,Kessel::N,тогоо,կաթսա
485,Essen::N,идээ,կերակուր
486,Nahrung::N,хүнс,ուտելիք
487,Speise::N,идээ,խորտիկ
488,Speise::N,идээ,կերակուր
489,Fleisch::N,мах,միս
490,Getreide::N,будаа,հացահատիկ
491,Brei::N,богшмол,լանդակ
492,Brei::N,будаа,լանդակ
493,Brot::N,талх,հաց
494,Scheibe::N,зүсэм,կտոր
495,Scheibe::N,зүсэм,պատառ
496,Scheibe::N,хэрчим,կտոր
497,Scheibe::N,хэрчим,պատառ
498,Fett::N,өөх,ճարպ
499,Butter::N,тос,կարագ
500,Öl::N,тос,ձեթ
501,Salz::N,давс,աղ
502,Suppe::N,шөл,սուպ
503,Suppe::N,шөл,ապուր
504,Honig::N,бал,մեղր
505,Milch::N,сүү,կաթ
506,Tee::N,цай,թեյ
507,Leder::N,арьс,կաշի
508,Leder::N,савхи,կաշի
509,Wolle::N,ноос,բուրդ
510,Wolle::N,унгас,բուրդ
511,Stoff::N,бөс,գործվածք
512,Nadel::N,зүү,ասեղ
513,Faden::N,боолт,թել
514,Faden::N,утас,թել
515,Knopf::N,товч,կոճակ
516,Knoten::N,зангилаа,հանգույց
517,Farbe::N,будаг,ներկ
518,Kleidung::N,хувцас,հագուստ
519,Hemd::N,цамц,վերնաշապիկ
520,Kragen::N,зах заам,օձիք
521,Ärmel::N,ханцуй,թեւք
522,Hose::N,өмд,շալվար
523,Gürtel::N,бүс,գոտի
524,Mütze::N,малгай,կեպի
525,Mütze::N,бүрх,կեպի
526,Schuh::N,туфли,կոշիկ
527,Stiefel::N,гутал,երկարաճիթ կոշիկ
528,Ring::N,бөгж,զնգալ
529,Band::N,тууз,ժապավեն
530,Kamm::N,сам,սանր
531,Spiegel::N,толь,հայելի
532,Riemen::N,тасам,փոկ
533,Riemen::N,сур,փոկ
534,Schnur::N,татлага,լար
535,Leine::N,оосор,փոկ
536,Decke::N,хөнжил,վերմակ
537,Decke::N,хучлага,վերմակ
538,Kissen::N,дэр,բարձ
539,Tuch::N,алчуур,թաշկինակ
540,Tuch::N,даавуу,թաշկինակ
541,Handtuch::N,алчуур,սրբիչ
542,Kraft::N,чадал,ուժ
543,Kraft::N,хүч,ուժ
544,Stärke::N,эрч,պնդություն
545,Stärke::N,эрч,ամրություն
546,Stärke::N,тэнхээ,պնդություն
547,Stärke::N,тэнхээ,ամրություն
548,Gesundheit::N,бие,առողջություն
549,Gesundheit::N,эрүүл мэнд,առողջություն
550,Krankheit::N,эмгэг,ախտ
551,Krankheit::N,эмгэг,հիվանդություն
552,Schmerz::N,өвчин,ցավ
553,Schmerz::N,өвчин,տանջանք
554,Wunde::N,шарх,վերք
555,Fieber::N,халуун,տենդ
556,Arznei::N,эм,դեղ
557,Brücke::N,гүүр,կամուրջ
558,Brunnen::N,худаг,հոր
559,Brunnen::N,худаг,ջրհոր
560,Weide::N,бэлчээр,արոտավայր
561,Pfad::N,жим,արահետ
562,Pfad::N,зөрөг,արահետ
563,Weg::N,зам,ուղի
564,Weg::N,харгуй,ուղի
565,Straße::N,зам,ճանապարհ
566,Straße::N,харгуй,ճանապարհ
567,Dorf::N,тосгон,գյուղ
568,Dorf::N,гацаа,գյուղ
569,Stadt::N,хот,քաղաք
570,Brief::N,захидал,նամակ
571,Brief::N,захиа,նամակ
572,Buch::N,ном,գիրք
573,Buch::N,бичиг,գիրք
574,Buchstabe::N,үсэг,տառ
575,Buchstabe::N,үсэг,գիր
576,Zeitung::N,сонин,լրագիր
577,Leben::N,амь,կյանք
578,Leben::N,амьдрал,կյանք
579,Tod::N,үхэл,մահ
580,Grab::N,булш,գերեզման
581,Kirche::N,сүм,եկեղեցի
582,Sünde::N,нүгэл,մեղք
583,Sünde::N,хилэнц,մեղք
584,Gott::N,бурхан,աստված
585,Arbeiter::N,ажилчин,բանվոր
586,Arbeiter::N,ажилчин,աշխատող
587,Arbeiter::N,хөдөлмөрчин,բանվոր
588,Arbeiter::N,хөдөлмөрчин,աշխատող
589,Chef::N,дарга,տեր
590,Meister::N,дархан,վարպետ
591,Arzt::N,эмч,բժիշկ
592,Lehrer::N,багш,ուսուցիչ
593,Geld::N,цаас,փող
594,Geld::N,мөнгө,փող
595,Geschäft::N,наймаа,գործ
596,Geschäft::N,наймаа,աշխատանք
597,Laden::N,дэлгүүр,կրպակ
598,Laden::N,дэлгүүр,խանութ
599,Preis::N,үнэ,գին
600,Ware::N,таваар,ապրանք
601,Ware::N,бараа,ապրանք
602,Nutzen::N,ашиг,օգուտ
603,Reichtum::N,баялаг,հարստություն
604,Welt::N,дэлхий,աշխարհ
605,Welt::N,орчлон,աշխարհ
606,Land::N,улс,երկիր
607,Land::N,орон,երկիր
608,Staat::N,төр,պետություն
609,Staat::N,гүрэн,պետություն
610,König::N,ван,արքա
611,König::N,ван,թագավոր
612,Macht::N,засаг,իշխանություն
613,Grenze::N,хил,սահման
614,Krieg::N,дайн,պատերազմ
615,Feind::N,дайсан,թշնամի
616,Gewalt::N,хүчирхэх,բռնություն
617,Gewalt::N,хүчирхэх,սաստկություն
618,Kampf::N,тэмцэл,մարտ
619,Kampf::N,байлдаан,մարտ
620,Bogen[Waffe]::N,нум,աղեղ
621,Pfeil::N,годил,նետ
622,Pfeil::N,сум,նետ
623,Gewehr::N,буу,հրացան
624,Fehler::N,эндэл,սխալ
625,Fehler::N,алдаа,սխալ
626,Lüge::N,худал,սուտ
627,Schaden::N,хор,վնաս
628,Schaden::N,хөнөөл,վնաս
629,Unglück::N,гай,դժբախտություն
630,Unglück::N,гамшиг,դժբախտություն
631,Schuld::N,гэм,պակասություն
632,Schuld::N,буруу,պակասություն
633,Alter::N,нас,հասակ
634,Schluss::N,эцэс,վերջ
635,Schluss::N,эцэс,վախճան
636,Schluss::N,төгсгөл,վերջ
637,Schluss::N,төгсгөл,վախճան
638,Zeit::N,цаг,ժամանակ
639,Tag::N,өдөр,օր
640,Morgen::N,өглөө,առավոտ
641,Mittag::N,үд,կեսօր
642,Abend::N,үдэш,երեկո
643,Nacht::N,шөнө,գիշեր
644,Woche::N,долоо хоног,շաբաթ
645,Monat::N,сар,ամիս
646,Jahr::N,жил,տարի
647,Frühling::N,хавар,գարուն
648,Sommer::N,зун,ամառ
649,Herbst::N,намар,աշուն
650,Winter::N,өвөл,ձմեռ
651,Januar::N,нэгдүгээр сар,հունվար
652,Februar::N,хоёрдугаар сар,փետրվար
653,März::N,гуравдугаар сар,մարտ
654,April::N,дөрөвдүгээр сар,ապրիլ
655,Mai::N,тавдугаар сар,մայիս
656,Juni::N,зургаадугаар сар,հունիս
657,Juli::N,долдугаар сар,հուլիս
658,August::N,наймдугаар сар,օգոստոս
659,September::N,есдүгээр сар,սեպտեմբեր
660,Oktober::N,аравдугаар сар,հոկտեմբեր
661,November::N,арван нэгдүгээр сар,նոյեմբեր
662,Dezember::N,арван хоёрдугаар сар,դեկտեմբեր
663,Montag::N,даваа,երկուշաբթի
664,Dienstag::N,мягмар,երեքշաբթի
665,Mittwoch::N,лхагва,չորեքշաբթի
666,Donnerstag::N,пүрэв,հինգշաբթի
667,Freitag::N,баасан,ուրբաթ
668,Samstag::N,бямба,շաբաթ
669,Sonntag::N,ням,կիրակի
670,groß::A,их,մեծ
671,groß::A,их,խոշոր
672,groß::A,том,մեծ
673,groß::A,том,խոշոր
674,klein::A,бага,պստիկ
675,klein::A,бага,փոքրիկ
676,klein::A,жаахан,պստիկ
677,klein::A,жаахан,փոքրիկ
678,lang::A,урт,երկար
679,kurz::A,охор,կարճ
680,kurz::A,богино,կարճ
681,breit::A,өргөн,լայն
682,schmal::A,уйтан,նեղ
683,schmal::A,нарийн,նեղ
684,dicht::A,нягт,խիտ
685,dicht::A,чигжүү,խիտ
686,dick[Gegenstand]::A,зузаан,հաստ
687,dünn::A,нимгэн,բարակ
688,fein::A,нарийн,նուրբ
689,fest::A,бөх,ամուր
690,fest::A,бөх,պինդ
691,fest::A,хатуу,ամուր
692,fest::A,хатуу,պինդ
693,flach::A,хавтгай,տափակ
694,glatt::A,цагаан,հարթ
695,hart::A,хатуу,կարծր
696,weich::A,зөөлөн,մեղմ
697,weich::A,зөөлөн,փափուկ
698,rund::A,дугуй,կլոր
699,rund::A,дугариг,կլոր
700,spitz::A,шовх,սրածայր
701,spitz::A,шовгор,սրածայր
702,scharf::A,хурц,սուր
703,scharf::A,иртэй,սուր
704,stumpf::A,мохоо,գուլ
705,schwer::A,хүнд,ծանր
706,schön::A,гуа,սիրուն
707,schön::A,гуа,գեղեցիկ
708,schön::A,сайхан,սիրուն
709,schön::A,сайхан,գեղեցիկ
710,heiß::A,халуун,թեժ
711,warm::A,дулаан,տաք
712,warm::A,дулаан,ջերմ
713,kalt::A,хүйтэн,ցուրտ
714,kühl::A,сэрүүн,զով
715,frisch::A,эрүүл,թարմ
716,frisch::A,жихүүн,թարմ
717,feucht::A,чийгтэй,ղոնավ
718,nass::A,нойтон,թաց
719,trocken::A,хатсан,ցամաք
720,voll::A,дүүрэн,լի
721,voll::A,дүүрэн,լիքը
722,leer::A,хоосон,դատարկ
723,offen::A,онгорхой,բաց
724,geschlossen::A,битүү,գոց
725,geschlossen::A,хаалтай,գոց
726,sauber::A,цэвэр,մաքուր
727,sauber::A,хиргүй,մաքուր
728,schmutzig::A,бохир,կեղտոտ
729,schmutzig::A,хиртэй,կեղտոտ
730,roh::A,түүхий,հում
731,reif::A,болсон,հասած
732,reif::A,болсон,հասուն
733,lecker::A,амттай,համեղ
