,Concept_ID,kl,az
111,Abhang::N,sivinganeq,yamac
112,Abhang::N,sivingajaaq,yamac
113,Abhang::N,kussangajaaq,yamac
114,Bach::N,kuunnguaq,kiçik çay
115,Fluss::N,kuuk,çay
116,Ufer::N,sissap sinaa,kənar
117,Küste::N,sineriak,sahil
118,Meer::N,imaq,dəniz
119,Bucht::N,ikeq,körfəz
120,Bucht::N,kangerluk,körfəz
121,Bucht::N,kangerliumaneq,körfəz
122,Insel::N,qeqertaq,ada
123,Blume::N,naasoq,çiçək
124,Gras::N,ivigaq,ot
125,Wurzel::N,niulutaq,kök
126,Baum::N,orpik,ağac
127,Stamm::N,kanaartaq,gövdə
128,Rinde::N,ameraq,qabıq
129,Ast::N,avalequt,şax
130,Zweig::N,avalequt,budaq
131,Blatt::N,pilutaq,yarpaq
132,Birke::N,patitsit,tozağacı
133,Weide[Baum]::N,palleq,söyüd
134,Tanne::N,orsuerneq,küknar
135,Horn::N,nassuk,buynuz
136,Feder::N,suluk,tük
137,Feder::N,suluk,lələk
138,Fell::N,ameq,xəz
139,Flügel::N,suluk,qanad
140,Flügel::N,isaroq,qanad
141,Klaue::N,kukik,pəncə
142,Kralle::N,kukik,dırnaq
143,Schwanz::N,pamioq,quyruq
144,Schwanz::N,paperuusaq,quyruq
145,Ei::N,mannik,yumurta
146,Nest::N,ullut,yuva
147,Bau::N,ini,yuva
148,Tier::N,uumasoq,heyvan
149,Herde::N,unguukkat,sürü
150,Kuh::N,ussik,inək
151,Bulle::N,angukulak,öküz
152,Bulle::N,anguteralak,öküz
153,Bulle::N,angutikulooq,öküz
154,Schaf::N,sava,qoyun
155,Schwein::N,puuluki,donuz
156,Hund::N,qimmeq,it
157,Hund::N,qimmeq,köpək
158,Katze::N,puisaaq,pişik
159,Bär::N,allaq,ayı
160,Eichhörnchen::N,sissinnguaq,dələ
161,Fuchs::N,terianniaq,tülkü
162,Hase::N,ukaleq,dovşan
163,Maus::N,teriannguaq,siçan
164,Wolf::N,amaroq,qurd
165,Vogel::N,timmiaq,quş
166,Huhn::N,kukkukooq,toyuq
167,Huhn::N,marloraaqaaq,toyuq
168,Hahn::N,kiasiusaq,xoruz
169,Gans::N,nerleq,qaz
170,Adler::N,nattoralik,qartal
171,Adler::N,nattoralik,qaraquş
172,Eule::N,uppik,bayquş
173,Kranich::N,qorlorfik,durna
174,Krähe::N,tuluatsiaq,qarğa
175,Kuckuck::N,kukkooq,ququ
176,Schwan::N,qussuk,qu quşu
177,Fisch::N,aalisagaq,balıq
178,Schlange[Tier]::N,pulateriarsuk,ilan
179,Schlange[Tier]::N,pulateriaarsuk,ilan
180,Spinne::N,aasiaq,hörümçək
181,Spinne::N,nissavaarsuk,hörümçək
182,Ameise::N,uniaaluk,qarışqa
183,Laus::N,kumak,bit
184,Mücke::N,ippernaq,ağcaqanad
185,Fliege::N,ippernaq,milçək
186,Schmetterling::N,paluaq,kəpənək
187,Schmetterling::N,pakkaluaq,kəpənək
188,Schmetterling::N,utsuppaluaq,kəpənək
189,Schmetterling::N,taqaleqisaaq,kəpənək
190,Beere::N,paarmaq,gilə
191,Beere::N,paarngaq,gilə
192,Apfel::N,iipili,alma
193,Pilz::N,anngiusaq,göbələk
194,Zwiebel::N,uanitsoq,soğan
195,Saat::N,naatsiiassaq,əkin
196,Korn::N,maannineq,taxıl
197,Schale::N,niutsivik,qabıq
198,Schale::N,ilulissaq qaartussaq,qabıq
199,Grube::N,itersaq,çuxur
200,Falle::N,pualavoq,tələ
201,Falle::N,pualavoq,duzaq
202,Schlinge::N,orseq,ilmək
203,Schlinge::N,norloq,ilmək
204,Spur::N,tumaa,iz
205,Asche::N,arsat,kül
206,Dreck::N,minguk,kir
207,Eisen::N,savimineq,dəmir
208,Eisen::N,saffiugassaq,dəmir
209,Gold::N,kuulti,altun
210,Silber::N,siilviuvoq,gümüş
211,Kohle::N,aamarsuit aamaruutissat,kömür
212,Glas::N,igalaaq,şüşə
213,Glas::N,imertarfik,şüşə
214,Glas::N,igalaamineq,şüşə
215,Lehm::N,marraq,gil
216,Lehm::N,marraq,palçıq
217,Sand::N,sioqqat,qum
218,Mensch::N,inuk,adam
219,Mensch::N,inuk,insan
220,Mensch::N,silamiu,adam
221,Mensch::N,silamiu,insan
222,Mann::N,angut,kişi
223,Frau::N,arnaq,qadın
224,Kind::N,meeraq,uşaq
225,Junge::N,nukappiaraq,oğlan
226,Mädchen::N,arnannguaq,qız
227,Familie::N,ilaqutakka,ailə
228,Familie::N,ilaqutariit,ailə
229,Großvater::N,aatak,baba
230,Großmutter::N,aanaq,nənə
231,Eltern::N,angajoqqaat,valideyn
232,Vater::N,ataata,ata
233,Vater::N,ataataq,ata
234,Mutter::N,anaana,ana
235,Sohn::N,erneq,oğul
236,Tochter::N,panik,qız
237,Bruder::N,ani,qardaş
238,Bruder::N,aqqaluk,qardaş
239,Bruder::N,qatanngut,qardaş
240,Schwester::N,naja,bacı
241,Schwester::N,aleqa,bacı
242,Schwester::N,qatanngut,bacı
243,Onkel::N,akkak,əmi
244,Onkel::N,akkak,dayı
245,Tante::N,aja,bibi
246,Tante::N,ajak,bibi
247,Tante::N,atsak,bibi
248,Ehemann::N,ui,ər
249,Ehefrau::N,nuliaq,arvad
250,Freude::N,tipaatsussuseq,nəşə
251,Freude::N,tipaatsussuseq,sevinc
252,Gelächter::N,illaq,gülüş
253,Gelächter::N,illaq,qəhqəhə
254,Glück::N,usornaat,səadət
255,Glück::N,usornaat,xoşbəxtlik
256,Glück::N,usornarsuseq,səadət
257,Glück::N,usornarsuseq,xoşbəxtlik
258,Wunsch::N,kissaat,arzu
259,Lust::N,illigussuseq,həvəs
260,Lust::N,piummaseq,həvəs
261,Geist::N,anerneq,ruh
262,Geist::N,toornaq,ruh
263,Gedanke::N,isumassaq,fikir
264,Gedanke::N,isumassaq,düşüncə
265,Gedächtnis::N,eqqaamannissuseq,xatir
266,Gedächtnis::N,eqqaamannissuseq,hafizə
267,Verstand::N,isuma,ağıl
268,Verstand::N,sianissut,ağıl
269,Verstand::N,misigissut,ağıl
270,Verstand::N,sianissuseq,ağıl
271,Verstand::N,silaqassuseq,ağıl
272,Sinn::N,isuma,məna
273,Grund::N,patsit,səbəb
274,Wahrheit::N,sallusuissut,haqq
275,Wahrheit::N,sallusuissut,doğruluq
276,Märchen::N,oqalualaarut,nağıl
277,Märchen::N,oqaluasaaq,nağıl
278,Erzählung::N,oqaluttuaq,hekayə
279,Nachricht::N,oqaassut,xəbər
280,Nachricht::N,oqqersuut,xəbər
281,Neuigkeit::N,tusarnartaq,xəbər
282,Neuigkeit::N,tusarnartaq,yenilik
283,Name::N,ateq,ad
284,Rätsel::N,nalorsitsaarut,tapmaca
285,Rede::N,oqaluuseq,nitq
286,Sprache::N,oqaatsit,dil
287,Stimme::N,erinaq,səs
288,Stimme::N,qarluuseq,səs
289,Wort::N,oqaasii,söz
290,Wort::N,oqaasii,kəlmə
291,Zeichen::N,nalunaaqqut,nişan
292,Ruf::N,qaaqqussut,çığırtı
293,Lärm::N,perpaluk,gurultu
294,Laut::N,torsukattak,səs
295,Ton::N,erinaq,ton
296,Lied::N,taalliaq,mahnı
297,Lied::N,erinarsuut,mahnı
298,Ruhe::N,qatsunganeq,sakitlik
299,Leute::N,inuiak,xalq
300,Leute::N,inuiaqatigiit,xalq
301,Volk::N,inuiaat,millət
302,Arbeit::N,suliaq,iş
303,Arbeit::N,suliaq,əmək
304,Gast::N,qaaqqusaq,qonaq
305,Gast::N,qaaqqusaq,müsafir
306,Geschenk::N,pajugut,hədiyyə
307,Hilfe::N,annertoqqut,kömək
308,Hilfe::N,annertoqqut,yardım
309,Freund::N,tiliaq,dost
310,Freund::N,ikinngut,dost
311,Kamerad::N,tiliaq,yoldaş
312,Kamerad::N,ikinngut,yoldaş
313,Art::N,ileqquuseq,çeşid
314,Stück::N,nakkaalaniku,dənə
315,Stück::N,nakkaalaniku,parça
316,Teil::N,tassiaasat,qisim
317,Hälfte::N,affaq,yarım
318,Kreis::N,kaajaluinneq or kaajaluitsoq,dairə
319,Kreuz::N,sanningasulik,xaç
320,Linie::N,tittaq,xətt
321,Linie::N,titarneq,xətt
322,Abstand::N,aku,məsafə
323,Abstand::N,ikiaq,məsafə
324,Entfernung::N,asi,məsafə
325,Entfernung::N,asi,uzaqlıq
326,Gegend::N,nuna,bölgə
327,Platz::N,ini,yer
328,Platz::N,inissaq,yer
329,Ort::N,sumiiffik,yer
330,Seite::N,saneraq,yan
331,Seite::N,saneraq,tərəf
332,Mitte::N,qiteq,orta
333,Sache::N,pigisaq,şey
334,Rand::N,sini,kənar
335,Rand::N,akerfineq,kənar
336,Kante::N,akerfineq,tiyə
337,Kante::N,akerfineq,kənar
338,Ecke::N,teqeqqoq,bucaq
339,Ecke::N,tikeqqoq,bucaq
340,Spitze::N,inngik,uc
341,Ende::N,isu,son
342,Ende::N,isu,axır
343,Loch::N,putu,deşik
344,Winkel::N,teqeqqorissaat,guşə
345,Muster::N,ilisserut,ülgü
346,Größe::N,angissuseq,böyüklük
347,Länge::N,takissuseq,uzunluq
348,Gewicht::N,oqimaalutaq,çəki
349,Gewicht::N,oqimaalutaq,ağırlıq
350,Menge::N,amerlassuseq,miqdar
351,Haufen::N,eqimattat,yığın
352,Reihe::N,allunaasaq,səf
353,Reihe::N,allunaasaq,sıra
354,Boot::N,qajaq,qayıq
355,Boot::N,angallat,qayıq
356,Boot::N,umiatsiaq,qayıq
357,Ruder::N,iput,kürək
358,Schlitten::N,qamutit,kirşə
359,Schlitten::N,qimusseq,kirşə
360,Ski::N,ataarut,xizək
361,Last::N,nammagaq,yük
362,Schritt::N,allorneq,addım
363,Norden::N,avannaq,şimal
364,Süden::N,qava,cənub
365,Süden::N,kujat,cənub
366,Süden::N,kujataa,cənub
367,Westen::N,kitaa,qərb
368,Osten::N,kangi,şərq
369,Holz::N,qisuk,ağac
370,Holz::N,qisuk,taxta
371,Brett::N,salliligaq,taxta
372,Platte::N,qaateq,lövhə
373,Stütze::N,ajagutaq,dayaq
374,Stütze::N,ajagutaq,dəstək
375,Stütze::N,ajaagutaq,dayaq
376,Stütze::N,ajaagutaq,dəstək
377,Stange::N,kaaviffik,şüvül
378,Stock::N,ajaappissat,dəyənək
379,Stab::N,ajaappissat,əsa
380,Stab::N,ajaappissat,şüvül
381,Rohr::N,sullulik,boru
382,Rohr::N,sullulik,truba
383,Haus::N,illu,ev
384,Ofen::N,kissarsuut,peç
385,Ofen::N,kissarsuut,soba
386,Fußboden::N,nateq,döşəmə
387,Tisch::N,allattarfik,masa
388,Stuhl::N,issiavik,stul
389,Stuhl::N,issiaffik,stul
390,Wiege::N,uaasoq,beşik
391,Bett::N,nallavik,yataq
392,Regal::N,ilisivik,rəf
393,Kiste::N,sakissat,yeşik
394,Kiste::N,sakissat,sandıq
395,Kiste::N,illerfiusaq,yeşik
396,Kiste::N,illerfiusaq,sandıq
397,Fenster::N,aki,pəncərə
398,Fenster::N,igalaaq,pəncərə
399,Tür::N,matu,qapı
400,Tor::N,isaaffik,darvaza
401,Zaun::N,saputit,çəpər
402,Dach::N,qaliaq,dam
403,Leiter::N,tummeqqat,nərdivan
404,Leiter::N,majuartarfiit,nərdivan
405,Besen::N,saligutit,süpürgə
406,Spaten::N,nivaataq,kürək
407,Schaufel::N,nivaataq,kürək
408,Gabel::N,qilluaq,çəngəl
409,Gabel::N,ajassaatit,çəngəl
410,Löffel::N,alussaat,qaşıq
411,Messer::N,savik,bıçaq
412,Nagel::N,kukik,mıx
413,Netz::N,anguffaseq,tor
414,Haken::N,nissik,çəngəl
415,Haken::N,qarsorsaq,çəngəl
416,Haken::N,qarsorsartoq,çəngəl
417,Griff::N,ipi,qulp
418,Griff::N,ipi,tutacaq
419,Schloss::N,illussaarsuaq,qıfıl
420,Bild::N,assiliaq,rəsm
421,Figur::N,kisitsit,şəkil
422,Figur::N,kisitsit,heykəl
423,Puppe::N,inuusaq,kukla
424,Puppe::N,inuusaq,gəlincik
425,Bündel::N,qilertaq,bağlama
426,Tasche::N,pooqattaq,çanta
427,Deckel::N,matu,qapaq
428,Geschirr::N,anut,qab-qazan
429,Tasse::N,tiitorfik,fincan
430,Tasse::N,tiitorfiup ilorlia,fincan
431,Topf::N,qoqqoq,qazan
432,Kessel::N,uunnaavik,qazan
433,Essen::N,igaaq,yemək
434,Nahrung::N,neqissaq,qida
435,Speise::N,nerisassat,xörək
436,Fleisch::N,neqi,ət
437,Getreide::N,maannineq,taxıl
438,Brot::N,iffit,çörək
439,Brot::N,iffiaq,çörək
440,Scheibe::N,igalaassiaq,dilim
441,Fett::N,tarnutissaq,yağ
442,Fett::N,tarnutissiaq,yağ
443,Butter::N,punneq,kərə yağı
444,Öl::N,uulia,yağ
445,Salz::N,taratsut,duz
446,Suppe::N,qajoq,şorba
447,Honig::N,tungusunnitsuut,bal
448,Milch::N,immuk,süd
449,Tee::N,tii,çay
450,Tee::N,teeq,çay
451,Wolle::N,nuersagassiaq,yun
452,Stoff::N,milliaq,qumaş
453,Stoff::N,qarlissiaq,qumaş
454,Nadel::N,meqqut,iynə
455,Faden::N,ujalussiaq,sap
456,Knopf::N,attat,düymə
457,Knoten::N,akeroq,düyün
458,Knoten::N,qilerneq,düyün
459,Farbe::N,qalipaat,boya
460,Kleidung::N,atisat,geyim
461,Kleidung::N,annoraaq,geyim
462,Hemd::N,ilupaaq,köynək
463,Kragen::N,qungasiinnaq,yaxa
464,Ärmel::N,aaq,qol
465,Hose::N,qarliit,şalvar
466,Gürtel::N,qiterut,kəmər
467,Gürtel::N,unngersaq,kəmər
468,Mütze::N,nasaq,şapka
469,Schuh::N,skuu,tufli
470,Schuh::N,skuu,ayaqqabı
471,Schuh::N,ikernuk,tufli
472,Schuh::N,ikernuk,ayaqqabı
473,Schuh::N,ateraasaq,tufli
474,Schuh::N,ateraasaq,ayaqqabı
475,Stiefel::N,kamik,çəkmə
476,Ring::N,assammiu,üzük
477,Band::N,qilerutissiaq,lent
478,Kamm::N,illaagutit,daraq
479,Kamm::N,illaajaatit pl.,daraq
480,Spiegel::N,tarrarsuut,güzgü
481,Riemen::N,allunaaq,qayış
482,Schnur::N,kujaaq,ip
483,Schnur::N,allunaasaq,ip
484,Leine::N,aleq,kəmsik
485,Decke::N,qipik,ədyal
486,Decke::N,qipik,yorğan
487,Kissen::N,akit,yastıq
488,Tuch::N,qarlissiaq,şarf
489,Tuch::N,qarlissiaq,kaşne
490,Handtuch::N,allarut,dəsmal
491,Handtuch::N,allarterut,dəsmal
492,Kraft::N,pissak,güc
493,Stärke::N,qerattarsaat,qüvvət
494,Gesundheit::N,peqqisusseq,sağlamlıq
495,Krankheit::N,nappaat,xəstəlik
496,Schmerz::N,anniaat,ağrı
497,Schmerz::N,anniaat,sancı
498,Wunde::N,iki,yara
499,Fieber::N,nappaat qanimanartoq,isitmə
500,Fieber::N,nappaat qanimanartoq,qızdırma
501,Arznei::N,imigassaq,ilaç
502,Arznei::N,imigassaq,dərman
503,Brücke::N,ikaartarfik,körpü
504,Brunnen::N,tissaluttuliaq,quyu
505,Weide::N,masarsuk,otlaq
506,Pfad::N,aqqut,cığır
507,Weg::N,aggerfik,yol
508,Straße::N,aqqusineq,küçə
509,Dorf::N,nunaqarfik,kənd
510,Stadt::N,illorpaat,şəhər
511,Stadt::N,illorpalik,şəhər
512,Brief::N,allagarsiaq,məktub
513,Buch::N,atuakkat,kitab
514,Buch::N,mappersagaq,kitab
515,Buchstabe::N,naqinneq,hərf
516,Zeitung::N,aviisi,qəzet
517,Leben::N,inuussuseq,həyat
518,Tod::N,toqu,ölüm
519,Tod::N,toquneq,ölüm
520,Grab::N,iliveq,qəbir
521,Grab::N,illissat,qəbir
522,Kirche::N,oqaluffik,kilsə
523,Sünde::N,ajorti,günah
524,Arbeiter::N,sulisoq,işçi
525,Chef::N,ittoqut,şef
526,Chef::N,ittoqut,rəis
527,Meister::N,naalagaq,usta
528,Arzt::N,katsorsaasoq,həkim
529,Arzt::N,katsorsaasoq,doktor
530,Lehrer::N,ilinniartitsisoq,müəllim
531,Geld::N,aningaasat,pul
532,Geschäft::N,niuertarfik,ticarət
533,Laden::N,niuertarfik,dükan
534,Preis::N,aki,qiymət
535,Ware::N,qaliata pii,mal
536,Ware::N,nioqqutissaq,mal
537,Nutzen::N,iluaqut,fayda
538,Welt::N,nunarsuaq,aləm
539,Welt::N,nunarsuaq,dünya
540,Land::N,nuna,ölkə
541,König::N,kunngi,kral
542,König::N,kunngi,məlik
543,Macht::N,pissaassuseq,qüdrət
544,Grenze::N,killik,hüdud
545,Grenze::N,killik,sərhət
546,Krieg::N,sorsunneq,hərb
547,Krieg::N,sorsunneq,müharibə
548,Feind::N,akeraq,düşmən
549,Feind::N,akerartorti,düşmən
550,Feind::N,qinngarsuisoq,düşmən
551,Kampf::N,sorsunneq,savaş
552,Pfeil::N,qalugiusaq,ox
553,Gewehr::N,aallaat,tüfəng
554,Fehler::N,kukkuneq,xəta
555,Fehler::N,paarlaappaa,xəta
556,Unglück::N,perluut,bəla
557,Schuld::N,akiitsugaq,təqsir
558,Schuld::N,akiligassaq,təqsir
559,Alter::N,utoqqaq,yaş
560,Schluss::N,isu,son
561,Zeit::N,ulloq,vaxt
562,Zeit::N,ulloq,zaman
563,Zeit::N,akuttoqatigiinneq,vaxt
564,Zeit::N,akuttoqatigiinneq,zaman
565,Tag::N,ulloq,gün
566,Morgen::N,ullaaq,sabah
567,Mittag::N,ulloqeqqa,günorta
568,Abend::N,unnuk,axşam
569,Nacht::N,unnuaq,gecə
570,Woche::N,sapaatip akunnera,həftə
571,Monat::N,qaammat,ay
572,Jahr::N,ukioq,il
573,Frühling::N,upernaaq,yaz
574,Frühling::N,upernaaq,bahar
575,Sommer::N,aasaq,yay
576,Herbst::N,ukiaq,payız
577,Winter::N,ukioq,qış
578,Januar::N,siulleeq,Janvar
579,Januar::N,qaammaliaq,Janvar
580,Februar::N,aarlaat,Fevral
581,März::N,marsi,Mart
582,März::N,martsi,Mart
583,Mai::N,maaji,May
584,Juni::N,juuni,İyun
585,Juli::N,juuli,İyul
586,August::N,aggusti,Avqust
587,September::N,septembari,Sentyabr
588,Oktober::N,oktobari,Oktyabr
589,November::N,novembari,Noyabr
590,Dezember::N,detsembari,Dekabr
591,Montag::N,ataasinngortoq,bazar ertəsi
592,Dienstag::N,marlunngorneq,çərşənbə axşamı
593,Mittwoch::N,pingasunngorneq,çərşənbə
594,Donnerstag::N,sisamanngorneq,cüme axşamı
595,Freitag::N,tallimanngorneq,cüme
596,Samstag::N,arfininngorneq,şənbə
597,Sonntag::N,sapaat,bazar
598,Sonntag::N,sapaati,bazar
599,groß::A,angivoq,böyük
600,klein::A,mikivoq,kiçik
601,lang::A,takisooq,uzun
602,kurz::A,naatsoq,qısa
603,breit::A,silippoq,enli
604,breit::A,silippoq,geniş
605,schmal::A,amitsoq,dar
606,dicht::A,torsusooq,sıx
607,dick[Gegenstand]::A,issuvoq,qalın
608,dick[Gegenstand]::A,issusooq,qalın
609,dünn::A,amitsoq,nazik
610,fein::A,mamarpoq,incə
611,fest::A,tangeqarpoq,bərk
612,fest::A,tangeqarpoq,möhkəm
613,flach::A,nalimmappoq,düz
614,glatt::A,quasak,hamar
615,hart::A,mattusooq,sərt
616,hart::A,manngerpoq,sərt
617,hart::A,titeqquluppoq,sərt
618,weich::A,nerumaarpoq,yumşaq
619,rund::A,ammallorippoq,yuvarlaq
620,spitz::A,qummukujooq,uclu
621,spitz::A,qummukujooq,sivri
622,scharf::A,ipippoq,kəskin
623,stumpf::A,anngerpoq,küt
624,schwer::A,oqimaappoq,ağır
625,schön::A,kusanarpoq,gözəl
626,schön::A,kusanarpoq,gəşəng
627,heiß::A,kiappoq,isti
628,warm::A,oqorpoq,ilıq
629,kalt::A,issippoq,soyuq
630,kühl::A,pueqqortippoq,sərin
631,feucht::A,isugutavoq,nəm
632,feucht::A,qaasernarpoq,nəm
633,nass::A,imerorpoq,yaş
634,trocken::A,panerpoq,quru
635,voll::A,ulikkaarpoq,dolu
636,leer::A,imaattuarpoq,boş
637,offen::A,ammavoq,açıq
638,geschlossen::A,matuvoq,qapalı
639,sauber::A,eqqippoq,təmiz
640,sauber::A,sukuluippoq,təmiz
641,sauber::A,ipeqanngilaq,təmiz
642,schmutzig::A,tapappoq,kirli
643,schmutzig::A,minguppoq,kirli
644,roh::A,aapavoq,çiy
645,reif::A,qaarulerpoq,yetişmiş
646,süß::A,tungusunnippoq,şirin
647,bitter::A,qasilippoq,acı
648,hell::A,qaamavoq,aydın
649,dunkel::A,qernerpoq,qaranlıq
650,schwarz::A,qernerpoq,qara
651,weiß::A,qaqorpoq,ağ
652,rot::A,aappaluppoq,qırmızı
653,gelb::A,sungaarpoq,sarı
654,blau::A,tungujorpoq,göy
655,blau::A,tungujorpoq,mavi
656,grün::A,qorsooqqippoq,yaşıl
657,grau::A,qaserpoq,boz
658,billig::A,akikippoq,ucuz
659,wertvoll::A,erlinnarpoq,qiymətli
660,blind::A,tappiippoq,kor
661,blind::A,isigisaqanngilaq,kor
662,taub::A,tusilarpoq,kar
663,kräftig::A,pissaq,güclü
664,kräftig::A,pissarsuaq,güclü
665,stark::A,sanngivoq,qüvvətli
666,schwach::A,nakuippoq,zəif
667,schwach::A,nakuippoq,gücsüz
668,fett::A,pualavoq,şişman
669,schlank::A,tuappoq,zərif
670,hübsch::A,aatsialaq,göyçək
671,böse::A,ajorpoq,fəna
672,dumm::A,taqajak,axmaq
673,dumm::A,sikkilluppoq,axmaq
674,dumm::A,qaatusimasaqanngilaq,axmaq
675,faul::A,eqiasuppoq,tənbəl
676,faul::A,eqiattortuvoq,tənbəl
677,fleißig::A,eqiasuippoq,çalışqan
678,geizig::A,iasilaarpoq,xəsis
679,geizig::A,tukkuippoq,xəsis
680,klug::A,mallak,ağıllı
681,klug::A,ittanneq,ağıllı
682,klug::A,kutaappoq,ağıllı
683,klug::A,kuttaappoq,ağıllı
684,klug::A,qarasagippoq,ağıllı
685,lieb::A,akisooq,əziz
686,lieb::A,akisooq,sevimli
687,lustig::A,piikulavoq,məzəli
688,lustig::A,piikulavoq,gülməli
689,sanft::A,isumagippoq,mülayim
690,hungrig::A,kaappoq,ac
691,hungrig::A,perlilerpoq,ac
692,krank::A,napparsimavoq,xəstə
693,traurig::A,aliasuppoq,qəmgin
694,traurig::A,aliasuppoq,kədərli
695,lebendig::A,uumavoq,canlı
696,gut::A,ajunngilaq,yaxşı
697,schlecht::A,sualuppoq,pis
698,richtig::A,iluarpoq,doğru
699,schlimm::A,amiilaarnarpoq,fəna
700,wahr::A,ilumoorpoq,gərçək
701,alt::A,pisoqaq,əski
702,alt::A,pisoqaq,köhnə
703,neu::A,nutaavoq,yeni
704,alt[Lebewesen]::A,utoqqaq,qoca
705,jung::A,inuusuppoq,gənc
706,jung::A,kingulliarsuk,gənc
707,arm::A,piillasoq,kasıb
708,arm::A,piillasoq,yoxsul
709,arm::A,piitsuuvoq,kasıb
710,arm::A,piitsuuvoq,yoxsul
711,reich::A,pisuuvoq,zəngin
712,berühmt::A,tusaamasaq,məşhur
713,fremd::A,ajasoornarpoq,yad
714,verschieden::A,allatut,dürlü
715,verschieden::A,tamalaat,dürlü
716,nah::A,qanippoq,yaxın
717,fern::A,ungasippoq,uzaq
718,linker::A,saamerleq,sol
719,rechter::A,innarluissut,sağ
720,erster::A,siulleq,birinci
721,zweiter::A,qataatsup tullia,ikinci
722,dritter::A,pingajorarterut,üçüncü
723,letzter::A,kingulleq,sonuncu
724,letzter::A,kingulleq,axırıncı
725,allein::ADV,kisimiippoq,tək
726,allein::ADV,kisimiippoq,yalqız
