,Concept_ID,uk,hy
320,Winkel::N,куток,անկյուն
321,Muster::N,узор,օրինակ
322,Größe::N,розмір,մեծություն
323,Länge::N,довжина,երկարություն
324,Höhe::N,висота,բարձրություն
325,Gewicht::N,вага,կշիռ
326,Menge::N,кількість,քանակ
327,Haufen::N,купа,դեզ
328,Haufen::N,купа,կույտ
329,Reihe::N,ряд,շարք
330,Reihe::N,ряд,կարգ
331,Boot::N,човен,նավակ
332,Ruder::N,весло,թի
333,Ruder::N,весло,թիակ
334,Schlitten::N,сани,բալխիր
335,Ski::N,лижа,դահուկ
336,Lagerfeuer::N,вогнище,բացօդեայ կրակ
337,Last::N,тягар,բեռ
338,Last::N,вантаж,բեռ
339,Gang::N,хід,զբոսանք
340,Schritt::N,крок,քայլ
341,Norden::N,північ,հյուսիս
342,Süden::N,південь,հարավ
343,Westen::N,захід,արեւմուտք
344,Osten::N,схід,արեւելք
345,Holz::N,дрова,փայտ
346,Brett::N,дошка,տախտակ
347,Platte::N,плита,թիթեղ
348,Stütze::N,підпірка,նեցուկ
349,Stange::N,жердина,ձող
350,Stock::N,палиця,փայտ
351,Stab::N,палиця,ցուպ
352,Stab::N,палиця,գավազան
353,Rohr::N,труба,խողովակ
354,Haus::N,дім,տուն
355,Haus::N,хата,տուն
356,Heim::N,житло,տուն
357,Ofen::N,піч,վառարան
358,Fußboden::N,підлога,հատակ
359,Tisch::N,стіл,սեղան
360,Stuhl::N,стілець,աթոռ
361,Wiege::N,колиска,օրորոց
362,Bett::N,ліжко,անկողին
363,Bett::N,постіль,անկողին
364,Regal::N,полиця,դարակ
365,Kiste::N,ящик,տուփ
366,Fenster::N,вікно,պատուհան
367,Tür::N,двері,դուռ
368,Tor::N,ворота,դարպաս
369,Zaun::N,паркан,ցանկապատ
370,Zaun::N,огорожа,ցանկապատ
371,Dach::N,дах,տանիք
372,Dach::N,дах,կտուր
373,Leiter::N,драбина,սանդուղք
374,Besen::N,мітла,ավել
375,Spaten::N,заступ,բահ
376,Schaufel::N,совок,թի
377,Schaufel::N,лопата,թի
378,Gabel::N,виделка,պատառաքաղ
379,Löffel::N,ложка,գդալ
380,Messer::N,ніж,դանակ
381,Nagel::N,цвях,մեխ
382,Netz::N,сіть,ցանց
383,Haken::N,крюк,կարթ
384,Griff::N,ручка,կոթ
385,Griff::N,ручка,բռնակ
386,Griff::N,держак,կոթ
387,Griff::N,держак,բռնակ
388,Schloss::N,замок,կողպեք
389,Bild::N,картина,նկար
390,Bild::N,картина,պատկեր
391,Figur::N,фігура,քանդակ
392,Figur::N,фігура,պատկեր
393,Puppe::N,лялька,տիկնիկ
394,Beutel::N,мішечок,տոպրակ
395,Beutel::N,торбинка,տոպրակ
396,Bündel::N,в’язка,կապոց
397,Tasche::N,сумка,պայուսակ
398,Eimer::N,відро,դույլ
399,Deckel::N,кришка,կափարիչ
400,Geschirr::N,посуд,ամանեղեն
401,Sack::N,мішок,պարկ
402,Sack::N,мішок,տոպրակ
403,Tasse::N,чашка,թաս
404,Tasse::N,чашка,գավաթ
405,Topf::N,горщик,անոթ
406,Kessel::N,котел,կաթսա
407,Essen::N,їжа,կերակուր
408,Nahrung::N,харч,ուտելիք
409,Speise::N,страва,խորտիկ
410,Speise::N,страва,կերակուր
411,Fleisch::N,м’ясо,միս
412,Getreide::N,хліб,հացահատիկ
413,Getreide::N,збіжжя,հացահատիկ
414,Brei::N,каша,լանդակ
415,Brot::N,хліб,հաց
416,Scheibe::N,скибочка,կտոր
417,Scheibe::N,скибочка,պատառ
418,Fett::N,жир,ճարպ
419,Butter::N,масло,կարագ
420,Öl::N,олія,ձեթ
421,Salz::N,сіль,աղ
422,Suppe::N,суп,սուպ
423,Suppe::N,суп,ապուր
424,Honig::N,мед,մեղր
425,Milch::N,молоко,կաթ
426,Tee::N,чай,թեյ
427,Leder::N,шкіра,կաշի
428,Wolle::N,шерсть,բուրդ
429,Stoff::N,тканина,գործվածք
430,Nadel::N,голка,ասեղ
431,Faden::N,нитка,թել
432,Knopf::N,ґудзик,կոճակ
433,Knoten::N,вузол,հանգույց
434,Farbe::N,фарба,ներկ
435,Kleidung::N,одяг,հագուստ
436,Kleidung::N,убрання,հագուստ
437,Hemd::N,сорочка,վերնաշապիկ
438,Kragen::N,комір,օձիք
439,Ärmel::N,рукав,թեւք
440,Hose::N,брюки,շալվար
441,Gürtel::N,пояс,գոտի
442,Mütze::N,шапка,կեպի
443,Schuh::N,ботинок,կոշիկ
444,Stiefel::N,чобіт,երկարաճիթ կոշիկ
445,Ring::N,кільце,զնգալ
446,Band::N,стрічка,ժապավեն
447,Kamm::N,гребінець,սանր
448,Spiegel::N,дзеркало,հայելի
449,Riemen::N,ремінь,փոկ
450,Schnur::N,вірьовка,լար
451,Leine::N,шворка,փոկ
452,Decke::N,ковдра,վերմակ
453,Kissen::N,подушка,բարձ
454,Tuch::N,хустка,թաշկինակ
455,Handtuch::N,рушник,սրբիչ
456,Kraft::N,сила,ուժ
457,Stärke::N,сила,պնդություն
458,Stärke::N,сила,ամրություն
459,Gesundheit::N,здоров’я,առողջություն
460,Krankheit::N,хвороба,ախտ
461,Krankheit::N,хвороба,հիվանդություն
462,Schmerz::N,біль,ցավ
463,Schmerz::N,біль,տանջանք
464,Wunde::N,рана,վերք
465,Fieber::N,гарячка,տենդ
466,Arznei::N,ліки,դեղ
467,Brücke::N,міст,կամուրջ
468,Brunnen::N,колодязь,հոր
469,Brunnen::N,колодязь,ջրհոր
470,Weide::N,пасовище,արոտավայր
471,Pfad::N,стежка,արահետ
472,Weg::N,шлях,ուղի
473,Weg::N,дорога,ուղի
474,Straße::N,вулиця,ճանապարհ
475,Dorf::N,село,գյուղ
476,Stadt::N,місто,քաղաք
477,Brief::N,лист,նամակ
478,Buch::N,книга,գիրք
479,Buch::N,книжка,գիրք
480,Buchstabe::N,буква,տառ
481,Buchstabe::N,буква,գիր
482,Buchstabe::N,літера,տառ
483,Buchstabe::N,літера,գիր
484,Zeitung::N,газета,լրագիր
485,Leben::N,життя,կյանք
486,Tod::N,смерть,մահ
487,Grab::N,могила,գերեզման
488,Kirche::N,церква,եկեղեցի
489,Sünde::N,гріх,մեղք
490,Gott::N,бог,աստված
491,Arbeiter::N,робітник,բանվոր
492,Arbeiter::N,робітник,աշխատող
493,Chef::N,хазяїн,տեր
494,Meister::N,умілець,վարպետ
495,Arzt::N,лікар,բժիշկ
496,Lehrer::N,вчитель,ուսուցիչ
497,Geld::N,гроші,փող
498,Geschäft::N,заняття,գործ
499,Geschäft::N,заняття,աշխատանք
500,Laden::N,магазин,կրպակ
501,Laden::N,магазин,խանութ
502,Laden::N,крамниця,կրպակ
503,Laden::N,крамниця,խանութ
504,Preis::N,ціна,գին
505,Ware::N,товар,ապրանք
506,Nutzen::N,вигода,օգուտ
507,Nutzen::N,користь,օգուտ
508,Reichtum::N,багатство,հարստություն
509,Welt::N,світ,աշխարհ
510,Land::N,країна,երկիր
511,Staat::N,держава,պետություն
512,König::N,король,արքա
513,König::N,король,թագավոր
514,Macht::N,влада,իշխանություն
515,Grenze::N,кордон,սահման
516,Krieg::N,війна,պատերազմ
517,Feind::N,ворог,թշնամի
518,Gewalt::N,насильство,բռնություն
519,Gewalt::N,насильство,սաստկություն
520,Kampf::N,бій,մարտ
521,Kampf::N,боротьба,մարտ
522,Bogen[Waffe]::N,лук,աղեղ
523,Pfeil::N,стріла,նետ
524,Gewehr::N,рушниця,հրացան
525,Gewehr::N,гвинтівка,հրացան
526,Fehler::N,помилка,սխալ
527,Lüge::N,брехня,սուտ
528,Schaden::N,шкода,վնաս
529,Schaden::N,збиток,վնաս
530,Unglück::N,нещастя,դժբախտություն
531,Schuld::N,провина,պակասություն
532,Alter::N,вік,հասակ
533,Alter::N,літа,հասակ
534,Schluss::N,кінець,վերջ
535,Schluss::N,кінець,վախճան
536,Zeit::N,час,ժամանակ
537,Tag::N,день,օր
538,Morgen::N,ранок,առավոտ
539,Mittag::N,південь,կեսօր
540,Abend::N,вечір,երեկո
541,Nacht::N,ніч,գիշեր
542,Woche::N,тиждень,շաբաթ
543,Monat::N,місяць,ամիս
544,Jahr::N,рік,տարի
545,Frühling::N,весна,գարուն
546,Sommer::N,літо,ամառ
547,Herbst::N,осінь,աշուն
548,Winter::N,зима,ձմեռ
549,Januar::N,січень,հունվար
550,Februar::N,лютий,փետրվար
551,März::N,березень,մարտ
552,April::N,квітень,ապրիլ
553,Mai::N,травень,մայիս
554,Juni::N,червень,հունիս
555,Juli::N,липень,հուլիս
556,August::N,серпень,օգոստոս
557,September::N,вересень,սեպտեմբեր
558,Oktober::N,жовтень,հոկտեմբեր
559,November::N,листопад,նոյեմբեր
560,Dezember::N,грудень,դեկտեմբեր
561,Montag::N,понеділок,երկուշաբթի
562,Dienstag::N,вівторок,երեքշաբթի
563,Mittwoch::N,середа,չորեքշաբթի
564,Donnerstag::N,четвер,հինգշաբթի
565,Freitag::N,п’ятниця,ուրբաթ
566,Samstag::N,субота,շաբաթ
567,Sonntag::N,неділя,կիրակի
568,groß::A,великий,մեծ
569,groß::A,великий,խոշոր
570,klein::A,малий,պստիկ
571,klein::A,малий,փոքրիկ
572,klein::A,маленький,պստիկ
573,klein::A,маленький,փոքրիկ
574,lang::A,довгий,երկար
575,kurz::A,короткий,կարճ
576,breit::A,широкий,լայն
577,schmal::A,вузький,նեղ
578,dicht::A,густий,խիտ
579,dick[Gegenstand]::A,товстий,հաստ
580,dünn::A,тонкий,բարակ
581,fein::A,дрібний,նուրբ
582,fest::A,міцний,ամուր
583,fest::A,міцний,պինդ
584,flach::A,плоский,տափակ
585,glatt::A,рівний,հարթ
586,glatt::A,гладенький,հարթ
587,hart::A,твердий,կարծր
588,weich::A,м’який,մեղմ
589,weich::A,м’який,փափուկ
590,rund::A,круглий,կլոր
591,spitz::A,гострокінцевий,սրածայր
592,scharf::A,гострий,սուր
593,stumpf::A,тупий,գուլ
594,schwer::A,важкий,ծանր
595,schön::A,вродливий,սիրուն
596,schön::A,вродливий,գեղեցիկ
597,heiß::A,жаркий,թեժ
598,heiß::A,гарячий,թեժ
599,warm::A,теплий,տաք
600,warm::A,теплий,ջերմ
601,kalt::A,холодний,ցուրտ
602,kühl::A,прохолодний,զով
603,frisch::A,свіжий,թարմ
604,feucht::A,вогкий,ղոնավ
605,nass::A,мокрий,թաց
606,trocken::A,сухий,ցամաք
607,voll::A,повний,լի
608,voll::A,повний,լիքը
609,leer::A,пустий,դատարկ
610,offen::A,відкритий,բաց
611,geschlossen::A,закритий,գոց
612,geschlossen::A,зачинений,գոց
613,sauber::A,чистий,մաքուր
614,sauber::A,охайний,մաքուր
615,schmutzig::A,брудний,կեղտոտ
616,roh::A,сирий,հում
617,reif::A,зрілий,հասած
618,reif::A,зрілий,հասուն
619,lecker::A,смачний,համեղ
620,süß::A,солодкий,անուշ
621,bitter::A,гіркий,կծու
622,sauer::A,кислий,թթու
623,sauer::A,кислий,թթված
624,hell::A,світлий,պայծառ
625,hell::A,світлий,խելամիտ
626,dunkel::A,темний,մութ
627,schwarz::A,чорний,սեւ
628,weiß::A,сивий,սպիտակ
629,rot::A,червоний,կարմիր
630,gelb::A,жовтий,դեղին
631,blau::A,синій,կապույտ
632,grün::A,зелений,կանաչ
633,grau::A,сірий,գորշ
634,bunt::A,барвистий,գոյնզգոյն
635,billig::A,дешевий,էժան
636,teuer::A,дорогий,թանկ
637,wertvoll::A,цінний,թանկարժեք
638,blind::A,сліпий,կույր
639,taub::A,глухий,խուլ
640,kräftig::A,могутній,հզոր
641,stark::A,сильний,ուժեղ
642,schwach::A,слабкий,տկար
643,schwach::A,слабкий,թույլ
644,fett::A,жирний,գեր
645,fett::A,товстий,գեր
646,schlank::A,тонкий,նիհար
647,schlank::A,стрункий,նիհար
648,hübsch::A,чарівний,գրավիչ
649,hübsch::A,чарівний,սիրունիկ
650,böse::A,злий,չար
651,böse::A,лихий,չար
652,dumm::A,дурний,հիմար
653,faul::A,ледачий,ծույլ
654,fleißig::A,старанний,ջանասեր
655,fleißig::A,старанний,փութաջան
656,geizig::A,скупий,ագահ
657,geizig::A,скупий,կծծի
658,klug::A,мудрий,խելոք
659,klug::A,мудрий,ընդունակ
660,klug::A,розумний,խելոք
661,klug::A,розумний,ընդունակ
662,geschickt::A,умілий,ճարտար
663,lieb::A,милий,սիրելի
664,lustig::A,веселий,զվարթ
665,sanft::A,лагідний,հեզ
666,hungrig::A,голодний,քաղցած
667,krank::A,слабий,հիվանդ
668,nackt::A,голий,մերկ
669,traurig::A,сумний,տխուր
670,lebendig::A,живий,կենդանի
671,gut::A,добрий,լավ
672,schlecht::A,поганий,վատ
673,schlecht::A,кепський,վատ
674,richtig::A,правильний,ձիշտ
675,schlimm::A,бридкий,լղրճուկ
676,wahr::A,справжній,ճիշտ
677,wahr::A,справжній,իրական
678,alt::A,старий,հին
679,neu::A,новий,նոր
680,ehemalig::A,колишній,նախկին
681,alt[Lebewesen]::A,старий,ծեր
682,alt[Lebewesen]::A,старий,պառավ
683,jung::A,молодий,մատաղ
684,arm::A,бідний,աղքատ
685,reich::A,багатий,հարուստ
686,bekannt::A,знайомий,ծանոթ
687,berühmt::A,славетний,հայտնի
688,berühmt::A,славетний,հռչակավոր
689,fremd::A,чужий,օտար
690,verschieden::A,різний,տարբեր
691,nah::A,близький,մոտ
692,nah::A,близький,մերձ
693,fern::A,далекий,հեռավոր
694,linker::A,лівий,ձախ
695,rechter::A,правий,աջ
696,anderer::A,інакший,այլ
697,anderer::A,інакший,ուրիշ
698,erster::A,перший,առաջին
699,zweiter::A,другий,երկրորդ
700,dritter::A,третій,երրորդ
701,letzter::A,останній,վերջին
702,allein::ADV,сам,միայնակ
703,allein::ADV,один,միայնակ
704,auf einmal::ADV,відразу,միասնաբար
705,zusammen::ADV,разом,միասին
706,zusammen::ADV,разом,իրար հետ
707,zusammen::ADV,спільно,միասին
708,zusammen::ADV,спільно,իրար հետ
709,lange::ADV,довго,երկար ժամանակ
710,plötzlich::ADV,раптом,հանկարծ
711,sofort::ADV,зараз,իսկույն
712,später::ADV,пізніше,ավելի ուշ
713,später::ADV,пізніше,հետո
714,jetzt::ADV,тепер,այժմ
715,heute::ADV,сьогодні,այսօր
716,morgen::ADV,завтра,վաղը
717,bald::ADV,незабаром,շուտով
718,dann::ADV,потім,ապա
719,dann::ADV,потім,հետո
720,gestern::ADV,вчора,երեկ
721,einst::ADV,колись,հին ատեն
722,damals::ADV,тоді,ատէնին
723,danach::ADV,згодом,ապա
724,danach::ADV,згодом,այն ժամանակ
725,vorher::ADV,раніше,առաջ
726,zuerst::ADV,спершу,նախ
727,zuerst::ADV,спочатку,նախ
728,einmal::ADV,один раз,մի անգամ
729,manchmal::ADV,іноді,երբեմն
730,manchmal::ADV,інколи,երբեմն
731,oft::ADV,часто,հաճախ
732,immer::ADV,завжди,միշտ
733,niemals::ADV,ніколи,երբեք
734,hier::ADV,тут,այստեղ
735,hierhin::ADV,сюди,այստեղ
736,von hier::ADV,звідси,այդտեղից
737,dort::ADV,там,այնտեղ
738,dorthin::ADV,туди,այնտեղ
739,geradeaus::ADV,прямо,ուղիղ
740,vorwärts::ADV,вперед,առաջ
741,rückwärts::ADV,назад,դեպի ետ
742,zurück::ADV,назад,ետ
743,unten::ADV,внизу,ներքեւում
744,hinab::ADV,вниз,ներքեւ
745,oben::ADV,вгорі,վերեւում
746,hinauf::ADV,вгору,վերեւ
747,überall::ADV,скрізь,ամենուր
748,nicht::ADV,не,չէ
749,ein wenig::ADV,трохи,մի քիչ
750,ein wenig::ADV,небагато,մի քիչ
751,kaum::ADV,ледве,հազիվ
752,sehr::ADV,дуже,շատ
753,so::ADV,так,այդպես
754,noch::ADV,ще,դեռ
755,nur::ADV,лише,միայն
756,nur::ADV,тільки,միայն
757,schon::ADV,вже,արդեն
758,wieder::ADV,знову,նորից
759,wieder::ADV,знову,դարձյալ
760,vergebens::ADV,дарма,իզուր
761,vor::PRP,перед,դիմացը
762,hinter::PRP,ззаду,ետեւը
763,hinter::PRP,позаду,ետեւը
764,unter::PRP,під,տակ
765,durch::PRP,крізь,միջով
766,neben::PRP,біля,քովը
