,Concept_ID,de,te
211,Ehefrau::N,Ehefrau,భార్య
212,Freude::N,Freude,సంతోషము
213,Gelächter::N,Gelächter,నవ్వు
214,Glück::N,Glück,సంతోషము
215,Kummer::N,Kummer,దుఃఖము
216,Wunsch::N,Wunsch,కోరిక
217,Lust::N,Lust,కోరిక
218,Geist::N,Geist,ఆత్మ
219,Gedanke::N,Gedanke,ఆలోచన
220,Gedächtnis::N,Gedächtnis,జ్ఞాపకము
221,Verstand::N,Verstand,మనస్సు
222,Sinn::N,Sinn,అర్థము
223,Grund::N,Grund,కారణము
224,Wahrheit::N,Wahrheit,సత్యము
225,Gespräch::N,Gespräch,పంభాషణ
226,Märchen::N,Märchen,అద్భుతకథ
227,Erzählung::N,Erzählung,కథ
228,Nachricht::N,Nachricht,వార్త
229,Neuigkeit::N,Neuigkeit,వార్త
230,Name::N,Name,పేరు
231,Rätsel::N,Rätsel,చిక్కు
232,Rede::N,Rede,ఉపన్యాసము
233,Sprache::N,Sprache,భాష
234,Stimme::N,Stimme,కంరథ్సని
235,Wort::N,Wort,మాట
236,Zeichen::N,Zeichen,గుర్తు
237,Ruf::N,Ruf,పిలువు
238,Lärm::N,Lärm,సందడి
239,Laut::N,Laut,ధ్వని
240,Ton::N,Ton,స్వరము
241,Lied::N,Lied,పాట
242,Ruhe::N,Ruhe,గాలిలేమి
243,Leute::N,Leute,జనులు
244,Volk::N,Volk,జాతి
245,Arbeit::N,Arbeit,పని
246,Gast::N,Gast,అతిధి
247,Geschenk::N,Geschenk,దానము
248,Spiel::N,Spiel,ఆట
249,Gesellschaft::N,Gesellschaft,జట్టు
250,Hilfe::N,Hilfe,సాహాయ్యము
251,Freund::N,Freund,స్నేహితుడు
252,Kamerad::N,Kamerad,చెలికాడు
253,Angelegenheit::N,Angelegenheit,విషయము
254,Anzahl::N,Anzahl,లెక్క
255,Art::N,Art,జాతి
256,Stück::N,Stück,తునుక
257,Teil::N,Teil,భాగము
258,Hälfte::N,Hälfte,సగము
259,Kreis::N,Kreis,వృత్తము
260,Kreuz::N,Kreuz,సిలువ
261,Linie::N,Linie,గీత
262,Strich::N,Strich,గీత
263,Abstand::N,Abstand,సందు
264,Entfernung::N,Entfernung,దూరము
265,Gegend::N,Gegend,విస్తీర్ణము
266,Platz::N,Platz,ఎడము
267,Ort::N,Ort,స్థలము
268,Seite::N,Seite,ప్రక్క
269,Mitte::N,Mitte,నడిమి
270,Gegenstand::N,Gegenstand,పద్దు
271,Sache::N,Sache,వస్తువు
272,Rand::N,Rand,అంచు
273,Kante::N,Kante,అంచు
274,Ecke::N,Ecke,మూల
275,Spitze::N,Spitze,మొన
276,Ende::N,Ende,కొన
277,Loch::N,Loch,రంధ్రము
278,Winkel::N,Winkel,కోణము
279,Muster::N,Muster,మాదిరి
280,Größe::N,Größe,పరిమాణము
281,Länge::N,Länge,పొడుగు
282,Höhe::N,Höhe,పొడుగు
283,Gewicht::N,Gewicht,భారము
284,Menge::N,Menge,మొత్తము
285,Haufen::N,Haufen,రాశి
286,Reihe::N,Reihe,వరుస
287,Boot::N,Boot,పడవ
288,Ruder::N,Ruder,అడక
289,Schlitten::N,Schlitten,సరవండ్లు
290,Ski::N,Ski,స్కీ
291,Lagerfeuer::N,Lagerfeuer,నెగడు
292,Last::N,Last,బరువు
293,Gang::N,Gang,నడక
294,Schritt::N,Schritt,అడుగు
295,Norden::N,Norden,ఉత్తరదిక్కు
296,Süden::N,Süden,దక్షిణము
297,Westen::N,Westen,పడమర
298,Osten::N,Osten,తూర్పు
299,Holz::N,Holz,కొయ్య
300,Brett::N,Brett,పలక
301,Platte::N,Platte,పలక
302,Stütze::N,Stütze,వాల్సేడ్లు
303,Stange::N,Stange,స్తంభము
304,Stock::N,Stock,కఱ్ఱ
305,Stab::N,Stab,కఱ్ఱ
306,Rohr::N,Rohr,గొట్టము
307,Haus::N,Haus,ఇల్లు
308,Heim::N,Heim,స్వగృహము
309,Ofen::N,Ofen,పొయ్యి
310,Fußboden::N,Fußboden,నేల
311,Tisch::N,Tisch,మేజా
312,Stuhl::N,Stuhl,కుర్చీ
313,Wiege::N,Wiege,ఉయ్యాల
314,Bett::N,Bett,పడక
315,Bett::N,Bett,మంచం
316,Regal::N,Regal,అటక
317,Kiste::N,Kiste,వెట్టె
318,Fenster::N,Fenster,కిటికి
319,Tür::N,Tür,ద్వారము
320,Tor::N,Tor,ద్వారము
321,Zaun::N,Zaun,కంచె
322,Dach::N,Dach,ఇంటివైకప్పు
323,Leiter::N,Leiter,నిచ్చెన
324,Besen::N,Besen,చీపురుకట్ట
325,Spaten::N,Spaten,పాఱ
326,Schaufel::N,Schaufel,పాఱ
327,Gabel::N,Gabel,ముండ్లగరిటె
328,Löffel::N,Löffel,గరిటె
329,Messer::N,Messer,కత్తి
330,Nagel::N,Nagel,మేకు
331,Netz::N,Netz,వల
332,Haken::N,Haken,కొక్కెము
333,Griff::N,Griff,పిడి
334,Schloss::N,Schloss,తాళము
335,Bild::N,Bild,చిత్రము
336,Figur::N,Figur,రూపము
337,Puppe::N,Puppe,బొమ్మ
338,Beutel::N,Beutel,సంచి
339,Bündel::N,Bündel,మూట
340,Tasche::N,Tasche,సంచి
341,Eimer::N,Eimer,చేద
342,Deckel::N,Deckel,మూత
343,Geschirr::N,Geschirr,వంటకాలు
344,Sack::N,Sack,గోనెసంచి
345,Tasse::N,Tasse,గిన్నె
346,Topf::N,Topf,కుండ
347,Kessel::N,Kessel,నీరుకాచుపాత్ర
348,Essen::N,Essen,ఆహారము
349,Nahrung::N,Nahrung,ఆహారము
350,Speise::N,Speise,ఆహారము
351,Fleisch::N,Fleisch,మాంసము
352,Getreide::N,Getreide,ధాన్యము
353,Brei::N,Brei,గుజ్జు
354,Brot::N,Brot,రొట్టె
355,Scheibe::N,Scheibe,బద్ద
356,Fett::N,Fett,క్రొవ్వు
357,Butter::N,Butter,వెన్న
358,Öl::N,Öl,నూనె
359,Salz::N,Salz,ఉప్పు
360,Suppe::N,Suppe,చారు
361,Honig::N,Honig,తెనె
362,Milch::N,Milch,పాలు
363,Tee::N,Tee,తేనీరు
364,Leder::N,Leder,బాగుచేసివతోలు
365,Wolle::N,Wolle,ఉన్ని
366,Stoff::N,Stoff,బట్ట
367,Nadel::N,Nadel,సూది
368,Faden::N,Faden,దారము
369,Knopf::N,Knopf,బొత్తాము
370,Knoten::N,Knoten,ముడి
371,Farbe::N,Farbe,రంగు
372,Kleidung::N,Kleidung,బట్టలు
373,Hemd::N,Hemd,చొక్కాయ
374,Kragen::N,Kragen,మాల
375,Ärmel::N,Ärmel,చొక్కాయచెయ్యి
376,Hose::N,Hose,ఇజారు
377,Gürtel::N,Gürtel,పటకా
378,Mütze::N,Mütze,టోపి
379,Schuh::N,Schuh,పాదరక్ష
380,Stiefel::N,Stiefel,బూటు
381,Ring::N,Ring,ఉంగరము
382,Band::N,Band,నాడా
383,Kamm::N,Kamm,దువ్వెన
384,Spiegel::N,Spiegel,అద్దము
385,Riemen::N,Riemen,వాడా
386,Schnur::N,Schnur,దారము
387,Leine::N,Leine,వారు
388,Decke::N,Decke,కంబళి
389,Kissen::N,Kissen,తలగడ
390,Tuch::N,Tuch,బట్ట
391,Handtuch::N,Handtuch,తువాలు
392,Kraft::N,Kraft,బలము
393,Stärke::N,Stärke,శక్తి
394,Gesundheit::N,Gesundheit,ఆరోగ్యము
395,Krankheit::N,Krankheit,రోగము
396,Schmerz::N,Schmerz,నొప్పి
397,Wunde::N,Wunde,గాయము
398,Fieber::N,Fieber,జ్వరము
399,Arznei::N,Arznei,మందు
400,Brücke::N,Brücke,వంతెన
401,Brunnen::N,Brunnen,బావి
402,Brunnen::N,Brunnen,కూపము
403,Brunnen::N,Brunnen,నుయ్యి
404,Weide::N,Weide,పచ్చికబయలు
405,Pfad::N,Pfad,కాలిత్రోవ
406,Weg::N,Weg,మార్గము
407,Straße::N,Straße,బాట
408,Dorf::N,Dorf,గ్రామము
409,Stadt::N,Stadt,పట్టణము
410,Brief::N,Brief,జాబు
411,Buch::N,Buch,పుస్తకము
412,Buchstabe::N,Buchstabe,అక్షరము
413,Zeitung::N,Zeitung,వార్తాపత్రిక
414,Leben::N,Leben,ప్రాణము
415,Tod::N,Tod,మరణము
416,Grab::N,Grab,సమాధి
417,Kirche::N,Kirche,క్రెస్తవులగుడి
418,Sünde::N,Sünde,పాపము
419,Gott::N,Gott,దేవుడు
420,Arbeiter::N,Arbeiter,పనిపాటుచేశేవాడు
421,Chef::N,Chef,యజమానుడు
422,Meister::N,Meister,కళాకారుడు
423,Arzt::N,Arzt,వైద్యుడు
424,Lehrer::N,Lehrer,ఉపాధ్యాయుడు
425,Geld::N,Geld,ద్రవ్యము
426,Geschäft::N,Geschäft,వ్యాపారము
427,Laden::N,Laden,అంగడి
428,Preis::N,Preis,వెల
429,Ware::N,Ware,సరకులు
430,Nutzen::N,Nutzen,ప్రయోజనము
431,Reichtum::N,Reichtum,ధనము
432,Welt::N,Welt,ప్రపంచము
433,Land::N,Land,దేశము
434,Staat::N,Staat,రాజ్యము
435,König::N,König,రాజు
436,Macht::N,Macht,అధికారము
437,Grenze::N,Grenze,సరిహద్దు
438,Krieg::N,Krieg,యుద్ధము
439,Feind::N,Feind,శత్రువు
440,Gewalt::N,Gewalt,దౌర్జన్యము
441,Kampf::N,Kampf,పోట్లాట
442,Bogen[Waffe]::N,Bogen,విల్లు
443,Pfeil::N,Pfeil,బాణము
444,Gewehr::N,Gewehr,తుపాకి
445,Fehler::N,Fehler,తప్ప
446,Lüge::N,Lüge,అసత్యము
447,Schaden::N,Schaden,నష్టము
448,Unglück::N,Unglück,దురదృష్టము
449,Schuld::N,Schuld,తప్పు
450,Alter::N,Alter,వయస్సు
451,Schluss::N,Schluss,ముగింపు
452,Zeit::N,Zeit,కాలము
453,Tag::N,Tag,దినము
454,Morgen::N,Morgen,ఉదయము
455,Mittag::N,Mittag,మధ్యాహ్నము
456,Abend::N,Abend,సాయంకాలము
457,Nacht::N,Nacht,రత్రి
458,Woche::N,Woche,వారము
459,Monat::N,Monat,నెల
460,Jahr::N,Jahr,సంవత్సరము
461,Frühling::N,Frühling,వసంతకాలము
462,Sommer::N,Sommer,వేసవికాము
463,Herbst::N,Herbst,ఆకురాలుకాలము
464,Winter::N,Winter,శీతకాలము
465,Januar::N,Januar,జనవరి
466,Februar::N,Februar,ఫిబ్రవరి
467,März::N,März,మార్చి
468,April::N,April,ఏప్రిలు
469,Mai::N,Mai,మే
470,Juni::N,Juni,జూన్
471,Juli::N,Juli,జూలై
472,August::N,August,ఆగస్టు
473,September::N,September,సెప్ఠెంబరు
474,Oktober::N,Oktober,అక్టోబరు
475,November::N,November,నవంబరు
476,Dezember::N,Dezember,డిసెంబర్
477,Montag::N,Montag,సోమవారము
478,Dienstag::N,Dienstag,మంగళవారము
479,Mittwoch::N,Mittwoch,బుధవారము
480,Donnerstag::N,Donnerstag,గురువారము
481,Freitag::N,Freitag,శుక్రవారము
482,Samstag::N,Samstag,శనివారము
483,Sonntag::N,Sonntag,ఆదివారము
484,groß::A,groß,గొప్పైన
485,klein::A,klein,చిన్న
486,lang::A,lang,పొడుగాటి
487,kurz::A,kurz,పొట్టి
488,breit::A,breit,వెడల్పైన
489,schmal::A,schmal,ఇఱుకైన
490,dicht::A,dicht,దట్టమైన
491,dick[Gegenstand]::A,dick,దట్టమైన
492,dünn::A,dünn,పలుచని
493,fein::A,fein,నాజాకైన
494,fest::A,fest,దృడమైవ
495,flach::A,flach,చదువైన
496,glatt::A,glatt,నున్నని
497,hart::A,hart,కఠినమైన
498,weich::A,weich,మృదువైన
499,rund::A,rund,గుండ్రని
500,spitz::A,spitz,మొనగల
501,scharf::A,scharf,పదనైన
502,stumpf::A,stumpf,వాడిలేని
503,schwer::A,schwer,బరువ్తెన
504,schön::A,schön,సుందరమైన
505,heiß::A,heiß,వేడియైన
506,warm::A,warm,వెచ్చని
507,kalt::A,kalt,చల్లని
508,kühl::A,kühl,చల్లని
509,frisch::A,frisch,తాజాయైన
510,feucht::A,feucht,చెమ్మగానున్న
511,nass::A,nass,తడిగామన్న
512,trocken::A,trocken,ఎండిన
513,voll::A,voll,నిండు
514,leer::A,leer,శూన్యమైన
515,offen::A,offen,తెఱచియున్న
516,geschlossen::A,geschlossen,మూసిన
517,sauber::A,sauber,పరిశుద్ధమైన
518,schmutzig::A,schmutzig,ముఱికియైన
519,roh::A,roh,పచ్చి
520,reif::A,reif,పండివ
521,lecker::A,lecker,రుచి గల
522,süß::A,süß,తియ్యని
523,bitter::A,bitter,చేదైన
524,sauer::A,sauer,పుల్లని
525,hell::A,hell,కాంతిగల
526,dunkel::A,dunkel,చీకటియైన
527,schwarz::A,schwarz,నల్లని
528,weiß::A,weiß,తెలుపు
529,rot::A,rot,ఎఱ్ఱని
530,gelb::A,gelb,పసుపు పచ్చ
531,blau::A,blau,నీలవర్ణము
532,grün::A,grün,ఆకుపచ్చని
533,grau::A,grau,నెరిసిన
534,bunt::A,bunt,రంగేలీ
535,billig::A,billig,చౌకయైన
536,teuer::A,teuer,వెలపొడుగైన
537,wertvoll::A,wertvoll,విలుప్తెన
538,blind::A,blind,గ్రుడ్డి
539,taub::A,taub,చెవిటి
540,kräftig::A,kräftig,శక్తి గల
541,stark::A,stark,బలమైన
542,schwach::A,schwach,బలహీనమైన
543,fett::A,fett,క్రొవ్విన
544,schlank::A,schlank,సన్నని
545,hübsch::A,hübsch,సాగప్తెన
546,böse::A,böse,చెడ్డ
547,dumm::A,dumm,తెలివిలేని
548,faul::A,faul,సోమరియైన
549,fleißig::A,fleißig,శ్రద్దగల
550,geizig::A,geizig,పిసినారియైన
551,klug::A,klug,తెలివిగల
552,geschickt::A,geschickt,నిపుణతగల
553,lieb::A,lieb,ప్రియమైన
554,lustig::A,lustig,ఉల్లాసము గల
555,sanft::A,sanft,సాధువైన
556,hungrig::A,hungrig,ఆకలిగొనిన
557,krank::A,krank,వ్యాధిగల
558,nackt::A,nackt,దిగంబరమైన
559,traurig::A,traurig,విచారముగల
560,lebendig::A,lebendig,ప్రాణముతో నున్న
561,gut::A,gut,మంచి
562,schlecht::A,schlecht,చెడ్డ
563,richtig::A,richtig,సరియైన
564,schlimm::A,schlimm,అసహ్యమైన
565,wahr::A,wahr,నిజమైన
566,alt::A,alt,ముసలి
567,neu::A,neu,క్రొత్త
568,ehemalig::A,ehemalig,పూర్వపు
569,alt[Lebewesen]::A,alt,ముసలి
570,jung::A,jung,పసి
571,arm::A,arm,బీద
572,reich::A,reich,ధనవంతుడైన
573,bekannt::A,bekannt,తెలిసిన
574,berühmt::A,berühmt,ప్రపిద్దికెక్కివ
575,fremd::A,fremd,అన్యమైన
576,verschieden::A,verschieden,భేదమైన
577,nah::A,nah,దగ్గఱనున్న
578,fern::A,fern,దూరమందున్న
579,linker::A,linker,ఎడమప్రక్కగ
580,rechter::A,rechter,కుడి
581,anderer::A,anderer,వేఱ్తెన
582,erster::A,erster,మొదటి
583,zweiter::A,zweiter,రెండన
584,dritter::A,dritter,మూడో
585,letzter::A,letzter,కడపటి
586,allein::ADV,allein,ఒంటిగా
587,auf einmal::ADV,auf einmal,హరాత్తుగ
588,zusammen::ADV,zusammen,కలిసి
589,lange::ADV,lange,బహుకాలము
590,plötzlich::ADV,plötzlich,హరాత్తుగ
591,sofort::ADV,sofort,తక్షణము
592,später::ADV,später,ఇటీవలి
593,jetzt::ADV,jetzt,ఇప్పుడు
594,heute::ADV,heute,నేడు
595,morgen::ADV,morgen,ఱేపు
596,bald::ADV,bald,శీఘ్రముగ
597,dann::ADV,dann,అప్పుడు
598,gestern::ADV,gestern,నిన్నటి దినము
599,einst::ADV,einst,పూర్వమొకప్పుడు
600,damals::ADV,damals,అప్పుడు
601,danach::ADV,danach,అప్పుడు
602,vorher::ADV,vorher,ఎదుట
603,zuerst::ADV,zuerst,మొదటిలో
604,einmal::ADV,einmal,ఒకసారి
605,manchmal::ADV,manchmal,అప్పటప్పటికి
606,oft::ADV,oft,తఱచుగా
607,immer::ADV,immer,ఎల్లప్పుడు
608,niemals::ADV,niemals,ఎప్పుడునులేదు
609,hier::ADV,hier,ఇక్కడ
610,hierhin::ADV,hierhin,ఇక్కడకు
611,von hier::ADV,von hier,ఇక్కడనుండి
612,dort::ADV,dort,అక్కడ
613,dorthin::ADV,dorthin,అక్కడికి
614,geradeaus::ADV,geradeaus,సూటిగా
615,vorwärts::ADV,vorwärts,ముందుకు
616,rückwärts::ADV,rückwärts,వెనుకకు
617,zurück::ADV,zurück,వెనుకభాగము
618,unten::ADV,unten,క్రింద
619,hinab::ADV,hinab,కిందికి
620,oben::ADV,oben,మీద
621,hinauf::ADV,hinauf,పైకి
622,überall::ADV,überall,అంతటా
623,nicht::ADV,nicht,కాదు
624,ein wenig::ADV,ein wenig,కొంచెము
625,kaum::ADV,kaum,చాలిచాలక
626,sehr::ADV,sehr,చాల
627,so::ADV,so,ఆలాగున
628,noch::ADV,noch,ఇప్పటికిని
629,nur::ADV,nur,మాత్రము
630,schon::ADV,schon,ఇదివఱకే
631,wieder::ADV,wieder,తిరిగి
632,vergebens::ADV,vergebens,నిష్ఫలముగా
633,vor::PRP,vor,ముందు
634,hinter::PRP,hinter,వెనుక
635,unter::PRP,unter,క్రింద
636,durch::PRP,durch,ద్వారా
637,neben::PRP,neben,దగ్గెర
638,zwischen::PRP,zwischen,మధ్య
639,wegen::PRP,wegen,కారణంగా
640,dies::PRN,dies,ఇది
641,das::PRN,das,అది
642,alles::PRN,alles,సకలము
643,ich::PRN,ich,నేను
644,du::PRN,du,నీవు
645,er::PRN,er,అతడు
646,wir::PRN,wir,మనము
647,ihr::PRN,ihr,మీరు
648,sie::PRN,sie,వారు
649,was::FPRN,was,ఏమి
650,wer::FPRN,wer,ఎవడు
651,wo::FADV,wo,ఎక్కడ
652,wohin::FADV,wohin,ఎందుకు
653,wie::FADV,wie,ఎట్టు
654,warum::FADV,warum,ఏల
655,wieviel::FNUM,wieviel,ఎంత
656,eins::NUM,eins,ఒకటి
657,zwei::NUM,zwei,రెండు
658,drei::NUM,drei,మూడు
659,vier::NUM,vier,నాలుగు
660,fünf::NUM,fünf,అయిదు
661,sechs::NUM,sechs,ఆఱు
662,sieben::NUM,sieben,ఏరు
663,acht::NUM,acht,ఎనిమదు
664,neun::NUM,neun,తొమ్మిది
665,zehn::NUM,zehn,పది
666,elf::NUM,elf,పదునొకొండు
667,zwölf::NUM,zwölf,పండ్రండు
668,zwanzig::NUM,zwanzig,ఇరుపది
669,dreißig::NUM,dreißig,ముప్పది
670,vierzig::NUM,vierzig,నలువది
671,fünfzig::NUM,fünfzig,ఏబది
672,sechzig::NUM,sechzig,అరుపది
673,siebzig::NUM,siebzig,డెబ్బది
674,achtzig::NUM,achtzig,ఎనుబది
675,neunzig::NUM,neunzig,తొంబది
676,hundert::NUM,hundert,నూఱు
677,tausend::NUM,tausend,వేయి
678,und::CNJ,und,మఱియు
679,oder::CNJ,oder,లేక
