,Concept_ID,ca,ko
72,Welle::N,ona,물결
73,Wasser::N,āigua,물
74,Stein::N,pedra,돌
75,Boden::N,sòl,바닥
76,Erde::N,terra,흙
77,Staub::N,pols,먼지
78,Rauch::N,fum,연기
79,Funke::N,guspira,불티
80,Funke::N,centella,불티
81,Feuer::N,foc,불
82,Licht::N,llum,불
83,Schatten::N,ombra,어스레함
84,Wetter::N,temps,기상
85,Nebel::N,boira,안개
86,Wolke::N,núvol,구름
87,Regen::N,pluja,비
88,Schnee::N,neu,눈
89,Eis::N,gel,얼음
90,Eis::N,glaç,얼음
91,Frost::N,glaçada,혹한
92,Kälte::N,fred,추위
93,Kälte::N,fred,차가움
94,Hitze::N,calor,고온
95,Hitze::N,calor,더위
96,Raureif::N,gebre,
97,Regenbogen::N,arc iris,무지개
98,Donner::N,tro,뇌명
99,Strömung::N,corrent,유동
100,Tropfen::N,gota,물방울
101,Schaum::N,escuma,포말
102,Schmutz::N,brutícia,때
103,See::N,llac,호수
104,Sumpf::N,pantà,습지
105,Moor::N,pantà,저습지
106,Wiese::N,prat,목초지
107,Wiese::N,prada,목초지
108,Wald::N,bosc,숲
109,Hügel::N,puig,언덕
110,Hügel::N,pujol,언덕
111,Anhöhe::N,turó,언덕
112,Berg::N,muntanya,산
113,Gipfel::N,cim,졀졍
114,Höhle::N,cova,공동
115,Abhang::N,coster,몰매
116,Quelle::N,font,근원
117,Bach::N,riera,내
118,Fluss::N,riu,강
119,Ufer::N,riba,강변
120,Ufer::N,riba,바닷가
121,Küste::N,costa,해변
122,Küste::N,costa,해변가
123,Festland::N,terra ferma,본토
124,Meer::N,mar,바다
125,Bucht::N,cala,협만
126,Bucht::N,badia,협만
127,Insel::N,illa,섬
128,Blume::N,flor,꽃
129,Gras::N,herba,풀
130,Wurzel::N,rel,뿌리
131,Wurzel::N,arrel,뿌리
132,Baum::N,arbre,나무
133,Stamm::N,tronc,대
134,Rinde::N,escorça,나무껍질
135,Ast::N,branca,가지
136,Zweig::N,ram,가지
137,Blatt::N,fulla,잎
138,Birke::N,bedoll,자작나무
139,Kiefer[Baum]::N,pi,소나무
140,Weide[Baum]::N,salze,쉬양버들
141,Tanne::N,avet,전나무
142,Horn::N,corn,뿔
143,Horn::N,banya,뿔
144,Feder::N,ploma,깃털
145,Fell::N,pell,피혁모피
146,Flügel::N,ala,날개
147,Klaue::N,urpa,갈고리 발톺
148,Kralle::N,grapa,발툭
149,Schwanz::N,cua,꼬리
150,Ei::N,ou,알
151,Nest::N,niu,보금자리
152,Bau::N,cau,굴
153,Tier::N,animāl,짐승
154,Herde::N,ramat,가축의떼
155,Kuh::N,vaca,암소
156,Bulle::N,toro,황소
157,Pferd::N,cavāll,말
158,Schaf::N,be,양
159,Schaf::N,ovella,양
160,Schwein::N,bacó,돼지
161,Hund::N,ca,개
162,Hund::N,gos,개
163,Katze::N,gat,고양이
164,Bär::N,ós,콤
165,Eichhörnchen::N,esquirol,다람쥐
166,Elch::N,ant,고라니
167,Fuchs::N,guilla,여우
168,Hase::N,llebre,토끼
169,Maus::N,ratolí,쥐
170,Wolf::N,llop,늑대
171,Vogel::N,au,새
172,Vogel::N,ocēll,새
173,Schwarm::N,bandada,뗴
174,Huhn::N,gallina,암탉
175,Hahn::N,gall,수탉
176,Gans::N,oca,거위
177,Adler::N,àguila,수리
178,Ente::N,ànec,오리
179,Eule::N,òliba,부엉이
180,Eule::N,mussol,부엉이
181,Kranich::N,grua,두루미
182,Krähe::N,cornella,까마귀
183,Kuckuck::N,cucut,뻐꾸기
184,Schwan::N,cigne,배조
185,Fisch::N,peix,물고기
186,Barsch::N,perca,농어
187,Hecht::N,lluç,에속스
188,Schlange[Tier]::N,serp,뱀
189,Wurm::N,cuc,벌레
190,Spinne::N,aranya,거미
191,Ameise::N,formiga,개미
192,Laus::N,poll,이
193,Mücke::N,mosquit,모기
194,Fliege::N,mosca,날기
195,Schmetterling::N,papallona,나비
196,Beere::N,baia,장과
197,Apfel::N,poma,사과
198,Pilz::N,bolet,고방이
199,Zwiebel::N,ceba,양파
200,Saat::N,sembra,씨
201,Korn::N,gra,알맹이
202,Heu::N,fenc,건초
203,Schale::N,closca,피상
204,Grube::N,sot,
205,Grube::N,clot,
206,Falle::N,trampa,함정
207,Schlinge::N,baga,올가미
208,Schlinge::N,baga,멜빵붕대
209,Spur::N,traça,발지국
210,Asche::N,cendra,재
211,Dreck::N,llot,똥
212,Dreck::N,llot,오물
213,Eisen::N,ferro,쇠
214,Eisen::N,ferro,철
215,Gold::N,or,항금
216,Silber::N,plata,은
217,Kohle::N,carbó,슻
218,Glas::N,vidre,유리
219,Lehm::N,fang,찰흙
220,Lehm::N,argila,찰흙
221,Sand::N,arena,모래
222,Mensch::N,humà,사람
223,Mensch::N,persona,사람
224,Mann::N,home,남자
225,Frau::N,dona,여자
226,Kind::N,nen,아이
227,Junge::N,noi,소녁
228,Mädchen::N,noia,소녀
229,Familie::N,família,가족
230,Großvater::N,avi,할아버지
231,Großmutter::N,àvia,할머니
232,Eltern::N,pares,어버오
233,Vater::N,pare,아버지
234,Mutter::N,mare,어머니
235,Sohn::N,fill,아들
236,Tochter::N,filla,딸기
237,Bruder::N,germà,형제
238,Schwester::N,germana,누이
239,Onkel::N,oncle,백부
240,Tante::N,tia,아주머니
241,Ehemann::N,espòs,남편
242,Ehefrau::N,muller,아내
243,Freude::N,goig,기쁨
244,Freude::N,alegria,기쁨
245,Gelächter::N,riallada,웃음
246,Glück::N,felicitat,즐거움
247,Kummer::N,pena,슬픔
248,Wunsch::N,desig,소망
249,Lust::N,ganes,
250,Geist::N,ment,할기
251,Geist::N,esperit,할기
252,Gedanke::N,pensament,상념
253,Gedächtnis::N,memòria,기억
254,Verstand::N,raó,분별
255,Verstand::N,raó,지능
256,Verstand::N,seny,분별
257,Verstand::N,seny,지능
258,Sinn::N,solta,센스
259,Sinn::N,sentit,센스
260,Grund::N,raó,까닭
261,Grund::N,causa,까닭
262,Wahrheit::N,veritāt,참
263,Wahrheit::N,veritāt,진실
264,Gespräch::N,conversa,대화
265,Märchen::N,conte,동화
266,Erzählung::N,narració,이야기
267,Nachricht::N,missatge,
268,Neuigkeit::N,novetat,뉴스
269,Name::N,nom,이름
270,Rätsel::N,endevinalla,수수께끼
271,Rede::N,discurs,연설
272,Sprache::N,llēngua,말
273,Stimme::N,veu,목소리
274,Wort::N,mot,낱말
275,Wort::N,paraula,낱말
276,Zeichen::N,signe,신호
277,Zeichen::N,senyal,신호
278,Ruf::N,crida,부름
279,Lärm::N,sorōll,소동
280,Laut::N,so,음성
281,Ton::N,to,목소리
282,Lied::N,cançó,노래
283,Ruhe::N,calma,쉼
284,Ruhe::N,silenci,쉼
285,Leute::N,gent,사람들
286,Volk::N,poble,국중
287,Arbeit::N,labor,근로
288,Arbeit::N,labor,너무
289,Arbeit::N,treball,근로
290,Arbeit::N,treball,너무
291,Gast::N,hoste,손님
292,Geschenk::N,regal,행하
293,Geschenk::N,obsequi,행하
294,Spiel::N,joc,무리
295,Gesellschaft::N,companyia,교제
296,Hilfe::N,ajut,거들음
297,Hilfe::N,ajut,보좌
298,Freund::N,amīc,친구
299,Kamerad::N,company,동실자
300,Kamerad::N,camarada,동실자
301,Angelegenheit::N,afer,용무
302,Angelegenheit::N,assumpte,용무
303,Anzahl::N,nombre,어떤
304,Anzahl::N,nombre,수
305,Anzahl::N,quantitat,어떤
306,Anzahl::N,quantitat,수
307,Art::N,tipus,정류
308,Art::N,classe,정류
309,Stück::N,peça,일부분
310,Teil::N,part,몱
311,Teil::N,part,구훠
312,Hälfte::N,meitat,2분의
313,Kreis::N,cercle,고리
314,Kreuz::N,creu,열십자
315,Linie::N,línia,선
316,Strich::N,traç,스침
317,Strich::N,ratlla,스침
318,Abstand::N,distància,거리
319,Entfernung::N,distància,거리
320,Gegend::N,regió,곳
321,Gegend::N,regió,부금
322,Gegend::N,contrada,곳
323,Gegend::N,contrada,부금
324,Platz::N,cabuda,장소
325,Ort::N,lloc,장소
326,Seite::N,banda,옆면
327,Seite::N,costāt,옆면
328,Mitte::N,mig,궁간
329,Mitte::N,centre,궁간
330,Gegenstand::N,objecte,항목
331,Sache::N,cosa,뭉에
332,Rand::N,vora,가
333,Rand::N,marge,가
334,Kante::N,caire,귀퉁
335,Kante::N,cantell,귀퉁
336,Ecke::N,cantonada,구석
337,Spitze::N,punta,끝
338,Spitze::N,punta,참단
339,Ende::N,cap,말당
340,Loch::N,forāt,빙옷
341,Winkel::N,racó,각도
342,Muster::N,dibuix,본
343,Muster::N,dibuix,견복
344,Muster::N,disseny,본
345,Muster::N,disseny,견복
346,Größe::N,grandària,신장
347,Länge::N,longitud,길이긺
348,Höhe::N,altura,높이
349,Höhe::N,altitud,높이
350,Gewicht::N,pes,추
351,Menge::N,quantitat,수양
352,Haufen::N,pila,퇴적
353,Reihe::N,fila,열
354,Boot::N,bot,보트
355,Boot::N,barca,보트
356,Ruder::N,rem,노
357,Schlitten::N,trineu,썰매
358,Ski::N,esquí,스키
359,Lagerfeuer::N,foc de campament,캠프의 모닥불
360,Last::N,càrrega,무거운짐
361,Gang::N,marxa,걸음
362,Schritt::N,pas,보조
363,Norden::N,nord,북쪽 
364,Süden::N,sud,남쪽
365,Westen::N,oest,서쪽
366,Westen::N,occident,서쪽
367,Osten::N,est,동쪽
368,Osten::N,orient,동쪽
369,Holz::N,fusta,목재
370,Brett::N,taula,마루널
371,Platte::N,placa,탤
372,Platte::N,placa,금속판
373,Stütze::N,suport,버팀목
374,Stange::N,vara,장대
375,Stock::N,pal,막대기
376,Stab::N,bastó,작대기
377,Rohr::N,tub,갈대
378,Haus::N,casa,집
379,Heim::N,llar,집
380,Ofen::N,estufa,아궁이
381,Fußboden::N,terra,마루
382,Tisch::N,taula,탁자
383,Stuhl::N,cadira,의자
384,Wiege::N,bressol,발상지
385,Bett::N,llit,침대
386,Regal::N,prestatgeria,서가
387,Kiste::N,caixa,짐궤
388,Fenster::N,finestra,눔
389,Tür::N,porta,문
390,Tor::N,portal,대문
391,Zaun::N,tanca,담장
392,Dach::N,teulada,지붕
393,Leiter::N,escala,사닥다리
394,Leiter::N,escala de mà,사닥다리
395,Besen::N,escombra,비
396,Spaten::N,pala,가래
397,Schaufel::N,pala,삽
398,Gabel::N,forquilla,갈래
399,Löffel::N,cullera,숟가락
400,Messer::N,coltell,나이프
401,Nagel::N,clau,발툽
402,Netz::N,filat,그물
403,Haken::N,ganxo,갈고리
404,Griff::N,puny,움켜쥠
405,Griff::N,mànec,움켜쥠
406,Schloss::N,pany,자물쇠
407,Bild::N,imatge,그림
408,Figur::N,figura,몸메
409,Puppe::N,nina,인형
410,Beutel::N,bossa,클
411,Bündel::N,feix,자근다발
412,Bündel::N,paquet,자근다발
413,Tasche::N,bossa,가방
414,Eimer::N,galleda,동이
415,Deckel::N,tapa,뚜껑
416,Deckel::N,tapadora,뚜껑
417,Geschirr::N,vaixella,식시
418,Sack::N,sac,조갑
419,Sack::N,saca,조갑
420,Tasse::N,tassa,차잔
421,Topf::N,pot,단지
422,Topf::N,olla,단지
423,Kessel::N,caldera,주전자
424,Essen::N,àpat,먹기
425,Essen::N,menjada,먹기
426,Nahrung::N,aliment,식료
427,Speise::N,plat,음식물
428,Fleisch::N,carn,고기
429,Getreide::N,cereals,곡물
430,Brei::N,puré,젤리
431,Brot::N,pa,빵
432,Scheibe::N,tall,원반
433,Scheibe::N,llesca,원반
434,Fett::N,greix,기름
435,Butter::N,mantega,버터
436,Öl::N,oli,올리브유
437,Salz::N,sal,소금
438,Suppe::N,sopa,국
439,Suppe::N,sopa,수프
440,Honig::N,mel,감미
441,Milch::N,llet,유즙
442,Tee::N,te,차
443,Leder::N,cuir,가죽
444,Wolle::N,llana,양털
445,Stoff::N,tela,패료
446,Nadel::N,agulla,바늘
447,Faden::N,fil,콘실
448,Knopf::N,botó,단추
449,Knoten::N,nus,곁절
450,Farbe::N,pintura,색
451,Kleidung::N,roba,옷입기
452,Kleidung::N,vestits,옷입기
453,Hemd::N,camisa,속옷
454,Kragen::N,coll,깃
455,Ärmel::N,màniga,소매
456,Hose::N,pantalōns,바지
457,Gürtel::N,cinturó,밴드
458,Mütze::N,gorra,모자
459,Schuh::N,sabata,구두
460,Stiefel::N,bota,장화
461,Ring::N,anell,고리
462,Band::N,veta,리본
463,Band::N,cinta,리본
464,Kamm::N,pinta,빗
465,Spiegel::N,mirāll,거울
466,Riemen::N,corretja,가죽끈
467,Schnur::N,corda,밧줄
468,Leine::N,corretja,고삐줄
469,Decke::N,manta,이부자리
470,Decke::N,flassada,이부자리
471,Kissen::N,coixí,깔개
472,Tuch::N,mocador,천
473,Handtuch::N,tovallola,수건
474,Kraft::N,força,세력
475,Stärke::N,vigor,힘
476,Gesundheit::N,salut,위생
477,Krankheit::N,malaltia,병
478,Schmerz::N,dolor,아픔고통
479,Wunde::N,ferida,상처
480,Fieber::N,febre,열별
481,Arznei::N,medicament,약
482,Brücke::N,pont,교량
483,Brunnen::N,pou,원천
484,Weide::N,pastura,목장
485,Pfad::N,senda,좁은길
486,Pfad::N,sender,좁은길
487,Weg::N,camí,길
488,Straße::N,carretera,길
489,Dorf::N,poble,촌
490,Dorf::N,poble,촌락
491,Stadt::N,ciutāt,도시
492,Brief::N,carta,서한
493,Buch::N,llibre,책
494,Buchstabe::N,lletra,문자
495,Zeitung::N,diāri,신문
496,Leben::N,vida,삶
497,Tod::N,mort,죽음
498,Grab::N,tomba,무덤
499,Kirche::N,església,교회
500,Sünde::N,pecat,부정
501,Gott::N,déu,하느님
502,Arbeiter::N,obrer,일하는사람
503,Chef::N,cap,사장
504,Meister::N,mestre,명인
505,Meister::N,mestre,대가
506,Arzt::N,metge,의사
507,Lehrer::N,mestre,교사
508,Geld::N,dinērs,돈
509,Geschäft::N,negoci,일
510,Laden::N,tenda,가게
511,Laden::N,botiga,가게
512,Preis::N,preu,가격
513,Ware::N,mercaderia,상품
514,Nutzen::N,profit,이익
515,Reichtum::N,riquesa,많음
516,Welt::N,món,세상
517,Land::N,país,지방
518,Staat::N,estat,국가
519,König::N,rei,국왕
520,Macht::N,poder,힘
521,Macht::N,potència,힘
522,Grenze::N,frontera,국경
523,Krieg::N,guerra,전쟁
524,Feind::N,enemic,적
525,Gewalt::N,violència,권력
526,Kampf::N,lluita,전투
527,Bogen[Waffe]::N,arc,활
528,Pfeil::N,fletxa,화살
529,Gewehr::N,fusell,무기
530,Gewehr::N,escopeta,무기
531,Fehler::N,falta,오류
532,Lüge::N,mentida,거짓말
533,Schaden::N,dany,손상
534,Unglück::N,desgràcia,불행
535,Schuld::N,culpa,부채
536,Alter::N,edat,연령
537,Schluss::N,fi,마감
538,Schluss::N,final,마감
539,Zeit::N,temps,때
540,Zeit::N,temps,시간
541,Tag::N,dia,하루
542,Morgen::N,matí,이침
543,Mittag::N,migdia,대낮
544,Abend::N,vespre,저녁
545,Nacht::N,nit,밤
546,Woche::N,setmana,근무일
547,Monat::N,mes,달
548,Jahr::N,any,해
549,Frühling::N,primavera,봄
550,Sommer::N,estīu,여름
551,Herbst::N,tardor,가을
552,Winter::N,hivērn,겨울
553,Januar::N,gener,일월
554,Februar::N,febrer,이월
555,März::N,març,삼월
556,April::N,abril,사월
557,Mai::N,maig,오월
558,Juni::N,juny,유월
559,Juli::N,juliol,칠월
560,August::N,agost,팔월
561,September::N,setembre,구월
562,Oktober::N,octubre,시월
563,November::N,novembre,십일월
564,Dezember::N,desembre,십이월
565,Montag::N,dilluns,월요일
566,Dienstag::N,dimarts,화요일
567,Mittwoch::N,dimecres,수요일
568,Donnerstag::N,dijous,모교일
569,Freitag::N,divendres,그묘일
570,Samstag::N,dissabte,토요일
571,Sonntag::N,diumenge,일요일
572,groß::A,gros,큰
573,klein::A,petīt,자근
574,lang::A,llarg,긴
575,kurz::A,curt,짧은
576,breit::A,ample,넓은
577,schmal::A,estret,좁은
578,dicht::A,dens,농밀한
579,dick[Gegenstand]::A,gruixūt,두꺼운
580,dünn::A,prim,얇은
581,fein::A,fi,미세한
582,fest::A,ferm,굳은
583,fest::A,sòlid,굳은
584,flach::A,pla,얕은
585,glatt::A,llis,반들반들한
586,hart::A,dur,굳은
587,weich::A,tou,연한
588,rund::A,rodó,둥근
589,spitz::A,punxegut,뾰족한
590,scharf::A,agut,날카로운
591,stumpf::A,rom,무딘
592,stumpf::A,esmussat,무딘
593,schwer::A,pesāt,무거운
594,schön::A,bonīc,멋진
595,heiß::A,calēnt,뜨거운
596,warm::A,càlid,따뜻한
597,kalt::A,fred,찬
598,kühl::A,fresc,서늘한
599,frisch::A,fresc,신선한
600,feucht::A,humit,축축한
601,nass::A,mullat,젖은
602,trocken::A,sec,마른
603,voll::A,ple,완전한
604,leer::A,buit,빈
605,offen::A,obert,열린
606,geschlossen::A,tancat,닫힌
607,sauber::A,net,깨끗한
608,schmutzig::A,brut,더러운
609,roh::A,cru,날게잇의
610,reif::A,madur,이근
611,lecker::A,deliciós,맛있는
612,süß::A,dolç,단
613,bitter::A,amarg,찌르는듯한
614,sauer::A,agre,산성의
615,hell::A,clar,밝은
616,dunkel::A,fosc,어두운
617,schwarz::A,negre,검은
618,weiß::A,blanc,하얀
619,rot::A,vermēll,붉은
620,gelb::A,groc,황색
621,blau::A,blau,푸른
622,grün::A,verd,녹색의
623,grau::A,gris,회색의
624,bunt::A,multicolor,알록달록한
625,billig::A,barat,싼
626,teuer::A,car,값비산
627,wertvoll::A,preciós,가치가많은
628,blind::A,cec,눈먼
629,taub::A,sord,무감간한
630,kräftig::A,fort,강장한
631,kräftig::A,vigorós,강장한
632,stark::A,fort,강한
633,schwach::A,feble,약한
634,fett::A,gras,실찐
635,schlank::A,esvelt,호리호리한
636,hübsch::A,maco,예쁜
637,böse::A,dolent,나쁜
638,dumm::A,ximple,어리석은
639,dumm::A,estúpid,어리석은
640,faul::A,gandūl,너덜너덜한
641,faul::A,mandrós,너덜너덜한
642,fleißig::A,diligēnt,근면한
643,geizig::A,avar,인색한
644,klug::A,intel·ligent,
645,geschickt::A,hàbil,교묘한
646,lieb::A,amat,친애하는
647,lieb::A,estimat,친애하는
648,lustig::A,alegre,유쾌한
649,sanft::A,suau,온화한
650,hungrig::A,afamat,배고픈
651,krank::A,malālt,병든
652,nackt::A,nu,벌거벗은
653,traurig::A,trist,슬픈
654,lebendig::A,viu,살아있는
655,gut::A,bo,좋은
656,schlecht::A,dolēnt,나쁜
657,richtig::A,just,바른
658,richtig::A,correcte,바른
659,schlimm::A,greu,못된
660,wahr::A,vertader,참된
661,wahr::A,veritable,참된
662,alt::A,vell,늙은
663,neu::A,nou,새
664,ehemalig::A,antic,전의
665,alt[Lebewesen]::A,vell,낡은
666,jung::A,jove,젊은
667,arm::A,pobre,가난한
668,reich::A,ric,풍부한
669,bekannt::A,conegut,저명한
670,berühmt::A,famós,유명한
671,fremd::A,estrany,타처이
672,verschieden::A,diferent,따른
673,nah::A,pròxim,가까운
674,fern::A,llunyà,먼
675,fern::A,distant,먼
676,linker::A,esquerre,왼쭉의
677,rechter::A,dret,오른쪽의
678,anderer::A,altre,다른
679,erster::A,primer,첫째
680,zweiter::A,segon,둘째
681,dritter::A,tercer,셋째
682,letzter::A,últim,의후자의
683,allein::ADV,sol,훌로
684,auf einmal::ADV,d'una vegada,갑자기
685,zusammen::ADV,junt,모아서
686,lange::ADV,molt de temps,오래
687,plötzlich::ADV,de cop,둘연한
688,plötzlich::ADV,de sobte,둘연한
689,sofort::ADV,de seguida,즉시
690,später::ADV,més tard,보다늦은
691,jetzt::ADV,ara,목하
692,heute::ADV,avūi,오늘
693,morgen::ADV,demà,내일
694,bald::ADV,aviāt,곱
695,dann::ADV,després,그경우에
696,gestern::ADV,ahir,어제
697,einst::ADV,anteriorment,옛날에
698,damals::ADV,llavōrs,그때에
699,damals::ADV,aleshores,그때에
700,danach::ADV,després,그 뒤에
701,vorher::ADV,abāns,미리
702,zuerst::ADV,primer,최초로
703,einmal::ADV,una vegada,한번
704,manchmal::ADV,de vegades,땓대로
705,oft::ADV,sovint,땓대로
706,immer::ADV,sempre,늘
707,niemals::ADV,no ... mai,결코...(하지)않다
708,hier::ADV,aquí,여기
709,hierhin::ADV,per aquí,여기로
710,von hier::ADV,des d'aquí,
711,dort::ADV,allí,거기
712,dorthin::ADV,hi,저기예
713,geradeaus::ADV,tot dret,곧장
714,vorwärts::ADV,endavānt,앞으로
715,rückwärts::ADV,endarrera,뒤로
716,zurück::ADV,darrere,제자리로
717,unten::ADV,a baix,아래에
718,hinab::ADV,cap avall,아래쪽으로
719,oben::ADV,dalt,위에
720,hinauf::ADV,cap amunt,위쪽으로
721,überall::ADV,pertot,도처에
722,überall::ADV,per tot arreu,도처에
723,nicht::ADV,no,안
724,ein wenig::ADV,una mica,적음
725,kaum::ADV,a penes,가의
726,sehr::ADV,molt,자주
727,so::ADV,així,그와같이
728,noch::ADV,encara,아직
729,nur::ADV,només,다만
730,schon::ADV,ja,이미
731,wieder::ADV,de nou,다시
732,vergebens::ADV,en va,헛되이
733,vor::PRP,davānt,앞에
734,vor::PRP,enfront de,앞에
735,hinter::PRP,darrera,뒤에
736,unter::PRP,sota,잍에
737,durch::PRP,per,통고하여
738,neben::PRP,al costāt de,와나란히
739,zwischen::PRP,entre,의사이로
740,wegen::PRP,a causa de,때문에
741,dies::PRN,aquest,이
742,das::PRN,això,저
743,alles::PRN,tot,모든것
744,ich::PRN,jo,나
745,du::PRN,tu,너
746,er::PRN,ell,그
747,wir::PRN,nosaltres,우리
748,ihr::PRN,vosaltres,너희들
749,sie::PRN,ells,그들
750,sie::PRN,elles,그들
751,was::FPRN,què,뭣
752,wer::FPRN,qui,누구
753,wo::FADV,on,어디
754,wohin::FADV,cap a on,어디로
755,wie::FADV,com,어떻게
756,warum::FADV,per què,왜
757,wieviel::FNUM,quant,얼마만큰
758,eins::NUM,u,하나
759,zwei::NUM,dos,둘
760,drei::NUM,tres,셋
761,vier::NUM,quatre,넷
762,fünf::NUM,cinc,다섯
763,sechs::NUM,sis,여섯
764,sieben::NUM,set,일곱
765,acht::NUM,vuit,여덟
766,neun::NUM,nou,아홉
767,zehn::NUM,deu,열
768,elf::NUM,onze,열하나
769,zwölf::NUM,dotze,열둘
770,zwanzig::NUM,vint,스물
771,dreißig::NUM,trenta,서름
772,vierzig::NUM,quaranta,마흔
773,fünfzig::NUM,cinquanta,숸
774,sechzig::NUM,seixanta,에순
775,siebzig::NUM,setanta,일흔
776,achtzig::NUM,vuitanta,여든
777,neunzig::NUM,noranta,아흔
778,hundert::NUM,cent,백
779,tausend::NUM,mil,천
780,und::CNJ,i,와
781,oder::CNJ,o,아니면
782,stehen::V,estar de peu,서다
783,sitzen::V,seure,앉다
784,liegen::V,jeure,눕다
785,hängen::V,penjar,달다
786,werden::V,fer-se,되다
787,werden::V,posar-se,되다
788,passieren::V,succeir,지장옶다
789,beginnen::V,iniciar-se,시작되다
790,enden::V,acabar-se,큳내다
791,enden::V,terminar-se,큳내다
792,wechseln::V,canviar,병경하다
793,aufgehen[Sonne]::V,sortir,뜨다
794,untergehen[Sonne]::V,posar-se,지다
795,scheinen[Sonne]::V,brillar,빛나다
796,donnern::V,tronar,천둥치다
797,wehen::V,bufar,풀다
798,strömen::V,afluir,흐르다
799,fließen::V,fluir,흐르다
800,sich drehen::V,girar,돌다
801,schwanken::V,vacil·lar,동요하다
802,schwingen::V,oscil·lar,흔들다
803,fallen::V,caure,떨어지다
804,fallen::V,tombar,떨어지다
805,brennen::V,cremar,타다
806,rauchen::V,fumejar,김이나다
807,regnen::V,ploure,비가오다
808,gefrieren::V,gelar-se,얼다
809,tauen::V,fondre's,녹다
810,schmelzen::V,fondre's,녹다
811,trocknen::V,assecar-se,홈치다
812,sieden::V,bullir,끓다
813,faulen::V,podrir-se,부패하다
814,verfaulen::V,podrir-se,썩다
815,reißen::V,trencar-se,지바찢다
816,versinken::V,enfonsar-se,가라앉다
817,vergehen::V,passar,지나가다
818,erscheinen::V,aparèixer,나타나다
819,verschwinden::V,desaparèixer,사라지다
820,sinken::V,baixar,가라앉다
821,sinken::V,descendir,가라앉다
822,abnehmen::V,decréixer,떼어내다
823,zunehmen::V,augmentar,증가하다
824,steigen::V,pujar,상승하다
825,wachsen::V,créixer,생기하다
826,glänzen::V,brillar,뛰오나다
827,glänzen::V,resplendir,뛰오나다
828,funkeln::V,espurnejar,불티가잍어나다
829,lärmen::V,fer soroll,떠들다
830,läuten::V,sonar,울시다
831,klingeln::V,trucar,초닌총을울리다
832,klirren::V,dringar,탁탁울리다
833,brausen::V,rugir,쏴쏴소리내다
834,rauschen::V,murmurar,솨솨
835,klingen::V,sonar,반향하다
836,bellen::V,lladrar,짖다
837,heulen::V,udolar,포효하다
838,blasen::V,bufar,불다
839,pfeifen::V,xiular,피리를불다
840,schreien::V,cridar,절규하다
841,stöhnen::V,gemegar,신음하다
842,zittern::V,tremolar,저뉼하다
843,leben::V,vīure,살다
844,geboren werden::V,néixer,태어난
845,atmen::V,respirar,숨쉬다
846,trinken::V,beure,마시다
847,essen::V,menjar,먹다
848,schlucken::V,empassar-se,들이켜다
849,müde werden::V,cansar-se,
850,einschlafen::V,adormir-se,잠들다
851,schlafen::V,dormir,자다
852,aufwachen::V,despertar-se,눈트다
853,aufstehen::V,llevar-se,서다
854,sich erholen::V,descansar,회복하다
