,Concept_ID,zh,pl
839,sausen::V,疾驰,pędzić
840,rennen::V,奔跑,biec
841,rennen::V,奔跑,biegać
842,springen::V,跳,skakać
843,klettern::V,攀缘,wspinać się
844,schaukeln::V,荡秋千,huśtać
845,schaukeln::V,荡秋千,kołysać
846,kriechen::V,爬行,pełzać
847,kriechen::V,爬行,czołgać się
848,schwimmen::V,游泳,pływać
849,tauchen::V,潜水,zanurzać się
850,rudern::V,划船,wiosłować
851,fahren::V,行驶,jechać
852,fliegen::V,飞,latać
853,fliegen::V,飞,lecieć
854,gehen::V,走,iść
855,weggehen::V,离去,odejść
856,abfahren::V,出发,odjechać
857,anhalten::V,停住,zatrzymać się
858,hineingehen::V,进去,wchodzić
859,eintreten::V,进入,wejść
860,eintreten::V,进入,nastąpić
861,kommen::V,来,przyjść
862,ankommen::V,到达,przybyć
863,zurückkommen::V,回来,wrócić
864,bleiben::V,停留,zostać
865,warten::V,等,czekać
866,erwarten::V,等候,oczekiwać
867,suchen::V,找,szukać
868,finden::V,找到,znaleźć
869,versuchen::V,尝试,próbować
870,vorbereiten::V,预备,przygotować
871,lieben::V,爱,kochać
872,mögen::V,喜欢,lubić
873,lachen::V,笑,śmiać się
874,weinen::V,哭,płakać
875,schimpfen::V,骂,kląć
876,sich ärgern::V,生气,gniewać się
877,sich fürchten::V,害怕,bać się
878,fürchten::V,害怕,bać się
879,fliehen::V,逃走,uciekać
880,flüchten::V,逃跑,uciec
881,sehen::V,看,widzieć
882,sehen::V,看,zobaczyć
883,anschauen::V,注视,oglądać
884,ansehen::V,注视,popatrzeć na
885,hören::V,听,słyszeć
886,zuhören::V,倾听,słuchać
887,probieren::V,尝,kosztować
888,riechen::V,闻,wąchać
889,fühlen::V,感到,czuć
890,fühlen::V,感到,odczuwać
891,scheinen::V,照耀,wydawać się
892,zu sehen sein::V,可以看到,widnieć
893,vernehmen::V,审讯,usłyszeć
894,frieren::V,觉得冷,marznąć
895,tun::V,作,czynić
896,können::V,能,móc
897,können::V,能,umieć
898,wollen::V,要,chcieć
899,anfangen::V,开始,zacząć
900,beenden::V,结束,zakończyć
901,aufhören::V,停止,przestać
902,gelingen::V,成功,udać się
903,geraten::V,陷于,udać się
904,öffnen::V,打开,otworzyć
905,schließen::V,关,zamknąć
906,stellen::V,放,postawić
907,setzen::V,放,posadzić
908,legen::V,摆,kłaść
909,berühren::V,触,dotykać
910,verbinden::V,联结,łączyć
911,bedecken::V,覆盖,przykryć
912,aufhängen::V,挂,powiesić
913,anzünden::V,点,zapalić
914,aufheben::V,拾起,podnieść
915,zurücklassen::V,遗留,zostawić
916,verlieren::V,丧失,zgubić
917,fallen lassen::V,让掉下,upuścić
918,machen::V,做,zrobić
919,herstellen::V,生产,wytworzyć
920,bauen::V,建造,budować
921,reparieren::V,修理,naprawiać
922,verbessern::V,改进,ulepszyć
923,ändern::V,改变,zmienić
924,graben::V,挖,kopać
925,beugen::V,弯下,zagiąć
926,biegen::V,弯,zgiąć
927,drehen::V,转动,obracać
928,wenden::V,转动,obrocić
929,umdrehen::V,转动,obrocić
930,heben::V,举起,podnosić
931,hochheben::V,抬高,podnieść
932,ergreifen::V,抓住,chwycić
933,halten::V,拿着,trzymać
934,drücken::V,压,naciskać
935,schieben::V,推,pchać
936,schieben::V,推,posuwać
937,kratzen::V,搔,drapać
938,lecken::V,舔,lizać
939,beißen::V,咬,kąsać
940,abreißen::V,撕下,oderwać
941,abschneiden::V,切断,odciąć
942,binden::V,捆,wiązać
943,stecken::V,插,wetknąć
944,brechen::V,断裂,złamać
945,klopfen::V,敲,pukać
946,klopfen::V,敲,stukać
947,hauen::V,揍,bić
948,kleben::V,粘,kleić
949,reiben::V,摩擦,trzeć
950,streichen::V,涂,smarować
951,schleifen::V,拖曳,ostrzyć
952,schneiden::V,切,ciąć
953,schneiden::V,切,krajać
954,rütteln::V,颠簸,trząść
955,schütteln::V,摇动,trząść
956,schwenken::V,摇动,machać
957,schütten::V,倒,nasypać
958,füllen::V,填满,napełnić
959,einwickeln::V,包,zawinąć
960,tragen::V,提,nieść
961,schleppen::V,扛,wlec
962,ziehen::V,拉,ciągnąć
963,aufbewahren::V,保存,przechowywać
964,werfen::V,扔,rzucać
965,fangen::V,捕捉,łowić
966,packen::V,抓住,chwycić
967,verstecken::V,藏,ukryć
968,verstecken::V,藏,schować
969,teilen::V,分,podzielić
970,schicken::V,派遣,posyłać
971,bringen::V,带来,przynieść
972,hinzufügen::V,添加,dodać
973,bekommen::V,得到,dostać
974,erhalten::V,接到,otrzymać
975,nehmen::V,拿,wziąć
976,wählen::V,挑选,wybrać
977,auswählen::V,选择,wybrać
978,bewahren::V,保持,zachować
979,behindern::V,防碍,utrudnić
980,behindern::V,防碍,przeszkadzać
981,verderben::V,败坏,zepsuć
982,beschädigen::V,损坏,uszkodzić
983,zerbrechen::V,破碎,złamać
984,zerreißen::V,撕碎,drzeć
985,zerreißen::V,撕碎,rozdzierać
986,zerstören::V,毁坏,zniszczyć
987,verbrennen::V,燃烧,spalić
988,geben::V,给,dać
989,reichen::V,递给,podać
990,schenken::V,赠送,darować
991,versprechen::V,许诺,obiecać
992,wünschen::V,祝,życzyć
993,loben::V,表扬,chwalić
994,küssen::V,亲,całować
995,wiegen::V,轻摇,kołysać
996,zudecken::V,盖上,przykryć
997,wecken::V,唤起,zbudzić
998,zeigen::V,指,pokazać
999,führen::V,带领,wieść
1000,führen::V,带领,prowadzić
1001,lehren::V,教,uczyć
1002,unterrichten::V,讲课,nauczać
1003,aufziehen::V,抚养,wychować
1004,leiten::V,领导,kierować
1005,antreiben::V,催促,popędzić
1006,lassen::V,让,zostawić
1007,einladen::V,邀请,zaprosić
1008,vereinigen::V,统一,zjednoczyć
1009,besuchen::V,参观,odwiedzić
1010,treffen::V,会面,trafić
1011,treffen::V,会面,spotkać
1012,sich versammeln::V,聚集,zebrać się
1013,sich versammeln::V,聚集,zgromadzić się
1014,spielen::V,玩,grać
1015,spielen::V,玩,bawić się
1016,singen::V,唱歌,śpiewać
1017,tanzen::V,跳舞,pląsać
1018,tanzen::V,跳舞,tańczyć
1019,sich trennen::V,分别,rozstać się
1020,verlassen::V,离开,opuścić
1021,retten::V,救,ocalić
1022,retten::V,救,uratować
1023,bewachen::V,守卫,pilnować
1024,schützen::V,保护,ochronić
1025,verteidigen::V,保卫,bronić
1026,sich schlagen::V,打架,pobić się
1027,schießen::V,射击,strzelać
1028,siegen::V,获胜,zwycziężyć
1029,ärgern::V,激怒,gniewać
1030,schlagen::V,打,bić
1031,schlagen::V,打,uderzyć
1032,treten::V,踢,kopnąć
1033,stechen::V,刺,ukłuć
1034,stoßen::V,撞,popchnąć
1035,stehlen::V,盗窃,ukraść
1036,stören::V,干扰,zakłócić
1037,stören::V,干扰,przeszkodzić
1038,belästigen::V,打搅,dokuczać
1039,verbergen::V,隐藏,ukryć
1040,täuschen::V,欺骗,łudzić
1041,betrügen::V,欺骗,oszukać
1042,töten::V,杀,zabić
1043,wohnen::V,居住,mieszkać
1044,arbeiten::V,工作,pracować
1045,sammeln::V,收集,zebrać
1046,pflücken::V,采,zerwać
1047,jagen::V,打猎,polować
1048,fischen::V,捕鱼,łowić ryby
1049,fassen::V,捉住,złapać
1050,hüten::V,守护,paść
1051,treiben::V,漂,pędzić
1052,anbinden::V,拴,przywiązać
1053,füttern::V,喂,karmić
1054,melken::V,挤奶,doić
1055,hacken::V,剁细,rąbać
1056,gießen::V,浇,lać
1057,gießen::V,浇,podlać
1058,reifen::V,成熟,dojrzeć
1059,kochen::V,煮,gotować
1060,backen::V,烤,piec
1061,braten::V,煎,piec
1062,braten::V,煎,smażyć
1063,umrühren::V,搅拌,przemieszać
1064,stricken::V,织,dziać
1065,nähen::V,缝,szyć
1066,färben::V,染色,pofarbować
1067,reinigen::V,清洁,oczyścić
1068,waschen::V,洗,prać
1069,abwischen::V,擦掉,obetrzeć
1070,spülen::V,清洗,płukać
1071,fegen::V,扫,zamiatać
1072,kehren::V,打扫,zamieść
1073,baden::V,给...洗澡,kąpać się
1074,sich waschen::V,洗澡,myć się
1075,ausziehen::V,脱,zdjąć
1076,anziehen::V,穿,włożyć
1077,sich anziehen::V,穿衣,ubrać się
1078,kämmen::V,梳,uczesać
1079,schmücken::V,装饰,ozdabiać
1080,sagen::V,说,powiedzieć
1081,sprechen::V,说,mówić
1082,reden::V,讲,mówić
1083,sich unterhalten::V,聊天,rozmawiać
1084,fragen::V,问,zapytać
1085,bitten::V,请,prosić
1086,erzählen::V,叙述,opowiedzieć
1087,mitteilen::V,通知,zawiadomić o
1088,nennen::V,叫做,nazwać
1089,rufen::V,叫,wołać
1090,prahlen::V,吹牛,chełpić się
1091,übersetzen::V,翻译,tłumaczyć
1092,denken::V,想,myśleć
1093,glauben::V,以为,sądzić
1094,glauben::V,以为,wierzyć
1095,bemerken::V,发觉,zauważyć
1096,erkennen::V,识别,poznać
1097,begreifen::V,理解,zrozumieć
1098,verstehen::V,明白,rozumieć
1099,verstehen::V,明白,dosłyszeć
1100,lernen::V,学,uczyć się
1101,wissen::V,知道,wiedzieć
1102,sich erinnern an::V,回忆,przypomnieć sobie
1103,vergessen::V,忘记,zapomnieć
1104,messen::V,测量,mierzyć
1105,zählen::V,数,liczyć
1106,rechnen::V,计算,rachować
1107,lesen::V,读,czytać
1108,malen::V,画,malować
1109,zeichnen::V,绘制,rysować
1110,schreiben::V,写,pisać
1111,besitzen::V,占有,posiadać
1112,kaufen::V,买,kupić
1113,verkaufen::V,卖,sprzedać
1114,bezahlen::V,付钱,zapłacić
1115,zahlen::V,支付,płacić
1116,beherrschen::V,统治,opanować
1117,ertragen::V,忍耐,znieść
1118,vergebens::ADV,,na próżno
1119,klirren::V,,brzęczeć
1120,rauschen::V,,szumieć
1121,rauschen::V,,szeleścić
1122,rühren::V,,wzruszyć
1123,zubereiten::V,,przyrządzić
