,Concept_ID,da,hu
230,Großmutter::N,bedstemor,nagyanya
231,Eltern::N,forældre,szülők
232,Vater::N,far,apa
233,Vater::N,far,atya
234,Mutter::N,mor,anya
235,Sohn::N,søn,fiú
236,Tochter::N,datter,lány
237,Bruder::N,bror,fivér
238,Bruder::N,bror,testvér
239,Schwester::N,søster,nővér
240,Schwester::N,søster,lánytestvér
241,Onkel::N,onkel,nagybácsi
242,Tante::N,tante,nagynéni
243,Ehemann::N,ægtemand,férj
244,Ehefrau::N,hustru,feleség
245,Freude::N,glæde,öröm
246,Gelächter::N,latter,nevetés
247,Gelächter::N,latter,hahotázás
248,Glück::N,lykke,boldogság
249,Kummer::N,sorg,bánat
250,Wunsch::N,ønske,óhaj
251,Lust::N,lyst,kedv
252,Geist::N,ånd,elme
253,Geist::N,ånd,szellem
254,Gedanke::N,tanke,gondolat
255,Gedächtnis::N,hukommelse,emlékezet
256,Verstand::N,forstand,ész
257,Verstand::N,forstand,értelem
258,Sinn::N,mening,értelem
259,Sinn::N,betydning,értelem
260,Grund::N,grund,ok
261,Grund::N,grund,alap
262,Wahrheit::N,sandhed,igaz
263,Wahrheit::N,sandhed,igazság
264,Gespräch::N,samtale,beszélgetés
265,Märchen::N,eventyr,mese
266,Erzählung::N,fortælling,elbeszélés
267,Nachricht::N,efterretning,hír
268,Nachricht::N,efterretning,híradás
269,Neuigkeit::N,nyhed,újság
270,Name::N,navn,név
271,Rätsel::N,gåde,rejtvény
272,Rede::N,tale,beszéd
273,Rede::N,tale,szónoklat
274,Sprache::N,sprog,nyelv
275,Stimme::N,stemme,hang
276,Wort::N,ord,szó
277,Zeichen::N,tegn,jel
278,Ruf::N,råb,kiáltás
279,Lärm::N,larm,zaj
280,Laut::N,lyd,hang
281,Ton::N,tone,hang
282,Lied::N,sang,dal
283,Lied::N,sang,ének
284,Ruhe::N,ro,csend
285,Ruhe::N,ro,nyugalom
286,Ruhe::N,hvile,csend
287,Ruhe::N,hvile,nyugalom
288,Leute::N,folk,emberek
289,Leute::N,mennesker,emberek
290,Volk::N,folk,nép
291,Arbeit::N,arbejde,dolog
292,Gast::N,gæst,vendég
293,Geschenk::N,gave,ajándék
294,Spiel::N,leg,játék
295,Gesellschaft::N,selskab,társaság
296,Hilfe::N,hjælp,segítség
297,Freund::N,ven,barát
298,Kamerad::N,kammerat,társ
299,Angelegenheit::N,sag,ügy
300,Angelegenheit::N,anliggende,ügy
301,Anzahl::N,antal,szám
302,Art::N,art,faj
303,Art::N,art,fajta
304,Stück::N,stykke,darab
305,Teil::N,del,rész
306,Hälfte::N,halvdel,fél
307,Kreis::N,cirkel,kör
308,Kreuz::N,kors,kereszt
309,Kreuz::N,kryds,kereszt
310,Linie::N,linie,vonal
311,Strich::N,streg,vonás
312,Abstand::N,afstand,köz
313,Entfernung::N,afstand,távolság
314,Gegend::N,egn,táj
315,Gegend::N,egn,vidék
316,Platz::N,plads,hely
317,Ort::N,sted,hely
318,Seite::N,side,fél
319,Seite::N,side,oldal
320,Mitte::N,midte,közép
321,Gegenstand::N,genstand,tárgy
322,Sache::N,sag,dolog
323,Rand::N,rand,szél
324,Rand::N,rand,perem
325,Rand::N,rand,szegély
326,Kante::N,kant,él
327,Ecke::N,hjørne,sarok
328,Ecke::N,hjørne,szöglet
329,Spitze::N,spids,csúcs
330,Ende::N,ende,vég
331,Loch::N,hul,lyuk
332,Winkel::N,vinkel,szög
333,Muster::N,mønster,minta
334,Größe::N,størrelse,nagyság
335,Länge::N,længde,hossz
336,Länge::N,længde,hosszúság
337,Höhe::N,højde,magasság
338,Gewicht::N,vægt,súly
339,Menge::N,mængde,sokaság
340,Menge::N,mængde,mennyiség
341,Haufen::N,bunke,halom
342,Reihe::N,række,sor
343,Boot::N,båd,csónak
344,Ruder::N,åre,evező
345,Schlitten::N,kælk,szánkó
346,Schlitten::N,slæde,szánkó
347,Ski::N,ski,sí
348,Lagerfeuer::N,lejrbål,tábortűz
349,Last::N,last,teher
350,Last::N,byrde,teher
351,Gang::N,gang,járás
352,Schritt::N,skridt,lépés
353,Norden::N,nord,észak
354,Süden::N,syd,dél
355,Westen::N,vest,nyugat
356,Osten::N,øst,kelet
357,Holz::N,træ,fa
358,Brett::N,bræt,deszka
359,Platte::N,plade,lap
360,Platte::N,plade,lemez
361,Stütze::N,støtte,támasz
362,Stütze::N,støtte,támaszték
363,Stange::N,stang,rúd
364,Stange::N,stang,pózna
365,Stock::N,stok,pálca
366,Stab::N,stav,bot
367,Rohr::N,rør,cső
368,Haus::N,hus,ház
369,Heim::N,hjem,otthon
370,Ofen::N,ovn,kályha
371,Fußboden::N,gulv,padló
372,Tisch::N,bord,asztal
373,Stuhl::N,stol,szék
374,Wiege::N,vugge,bölcső
375,Bett::N,seng,ágy
376,Regal::N,reol,polc
377,Regal::N,reol,állvány
378,Kiste::N,kasse,láda
379,Fenster::N,vindue,ablak
380,Tür::N,dør,ajtó
381,Tor::N,port,kapu
382,Zaun::N,stakit,kerítés
383,Dach::N,tag,tető
384,Leiter::N,stige,létra
385,Besen::N,kost,seprű
386,Spaten::N,spade,ásó
387,Schaufel::N,skovl,lapát
388,Gabel::N,gaffel,villa
389,Löffel::N,ske,kanál
390,Messer::N,kniv,kés
391,Nagel::N,søm,szeg
392,Netz::N,net,háló
393,Haken::N,krog,kampó
394,Griff::N,tag,nyél
395,Griff::N,tag,fogantyú
396,Griff::N,håndtag,nyél
397,Griff::N,håndtag,fogantyú
398,Schloss::N,lås,zár
399,Bild::N,billede,kép
400,Figur::N,figur,alak
401,Puppe::N,dukke,bábu
402,Beutel::N,pose,zacskó
403,Bündel::N,bylt,köteg
404,Bündel::N,bundt,köteg
405,Tasche::N,taske,táska
406,Eimer::N,spand,vödör
407,Deckel::N,låg,fedő
408,Deckel::N,låg,fedél
409,Geschirr::N,husgeråd,edény
410,Sack::N,sæk,zsák
411,Tasse::N,kop,csésze
412,Topf::N,gryde,fazék
413,Kessel::N,kedel,üst
414,Kessel::N,kedel,bogrács
415,Essen::N,måltid,evés
416,Essen::N,måltid,étkezés
417,Nahrung::N,mad,ennivaló
418,Nahrung::N,næring,ennivaló
419,Speise::N,ret,étel
420,Fleisch::N,kød,hús
421,Getreide::N,korn,gabona
422,Brei::N,grød,pép
423,Brei::N,grød,kása
424,Brot::N,brød,kenyér
425,Scheibe::N,skive,szelet
426,Fett::N,fedt,háj
427,Fett::N,fedt,zsír
428,Butter::N,smør,vaj
429,Öl::N,olie,olaj
430,Salz::N,salt,só
431,Suppe::N,suppe,leves
432,Honig::N,honning,méz
433,Milch::N,mælk,tej
434,Tee::N,te,tea
435,Leder::N,skind,bőr
436,Wolle::N,uld,gyapjú
437,Stoff::N,stof,szövet
438,Nadel::N,nål,tű
439,Faden::N,tråd,fonál
440,Knopf::N,knap,gomb
441,Knoten::N,knude,csomó
442,Farbe::N,farve,szín
443,Farbe::N,farve,festék
444,Kleidung::N,påklædning,ruha
445,Kleidung::N,påklædning,ruházat
446,Hemd::N,skjorte,ing
447,Kragen::N,krave,gallér
448,Ärmel::N,ærme,ujj
449,Hose::N,bukser,gatya
450,Hose::N,bukser,nadrág
451,Gürtel::N,bælte,öv
452,Mütze::N,hue,sapka
453,Schuh::N,sko,cipő
454,Stiefel::N,støvle,csizma
455,Ring::N,ring,gyűrű
456,Band::N,bånd,szalag
457,Kamm::N,kam,fésű
458,Spiegel::N,spejl,tükör
459,Riemen::N,rem,szíj
460,Schnur::N,snor,zsinór
461,Leine::N,snor,póráz
462,Decke::N,tæppe,takaró
463,Kissen::N,pude,párna
464,Tuch::N,sjaltørklæde,kendő
465,Handtuch::N,håndklæde,törülköző
466,Kraft::N,kraft,erő
467,Stärke::N,styrke,erő
468,Stärke::N,styrke,erősség
469,Gesundheit::N,sundhed,egészség
470,Krankheit::N,sygdom,kór
471,Krankheit::N,sygdom,betegség
472,Schmerz::N,smerte,fájdalom
473,Wunde::N,sår,seb
474,Fieber::N,feber,láz
475,Arznei::N,medicin,orvosság
476,Arznei::N,medicin,gyógyszer
477,Arznei::N,lægemiddel,orvosság
478,Arznei::N,lægemiddel,gyógyszer
479,Brücke::N,bro,híd
480,Brunnen::N,brønd,kút
481,Weide::N,græsgang,legelő
482,Pfad::N,sti,ösvény
483,Weg::N,vej,út
484,Straße::N,gade,út
485,Dorf::N,landsby,falu
486,Stadt::N,by,város
487,Brief::N,brev,levél
488,Buch::N,bog,könyv
489,Buchstabe::N,bogstav,betű
490,Zeitung::N,avis,újság
491,Zeitung::N,avis,hírlap
492,Leben::N,liv,élet
493,Tod::N,død,halál
494,Grab::N,grav,sír
495,Kirche::N,kirke,templom
496,Sünde::N,synd,bűn
497,Sünde::N,synd,vétek
498,Gott::N,gud,isten
499,Arbeiter::N,arbejder,munkás
500,Chef::N,chef,főnök
501,Meister::N,mester,mester
502,Arzt::N,læge,orvos
503,Lehrer::N,lærer,tanár
504,Lehrer::N,lærer,tanító
505,Geld::N,penge,pénz
506,Geschäft::N,forretning,üzlet
507,Laden::N,butik,bolt
508,Laden::N,forretning,bolt
509,Preis::N,pris,ár
510,Ware::N,vare,áru
511,Nutzen::N,nytte,haszon
512,Reichtum::N,rigdom,gazdagság
513,Welt::N,verden,világ
514,Land::N,land,ország
515,Staat::N,stat,állam
516,König::N,konge,király
517,Macht::N,magt,hatalom
518,Grenze::N,grænse,határ
519,Krieg::N,krig,háború
520,Feind::N,fjende,ellenség
521,Gewalt::N,vold,erőszak
522,Kampf::N,kamp,harc
523,Bogen[Waffe]::N,bue,íj
524,Pfeil::N,pil,nyíl
525,Gewehr::N,gevær,puska
526,Gewehr::N,gevær,fegyver
527,Fehler::N,fejl,hiba
528,Lüge::N,løgn,hazugság
529,Schaden::N,skade,kár
530,Unglück::N,uheld,csapás
531,Unglück::N,uheld,balszerencse
532,Unglück::N,ulykke,csapás
533,Unglück::N,ulykke,balszerencse
534,Schuld::N,skyld,bűn
535,Alter::N,alder,kor
536,Schluss::N,slut,vég
537,Schluss::N,slut,befejezés
538,Schluss::N,slutning,vég
539,Schluss::N,slutning,befejezés
540,Zeit::N,tid,idő
541,Tag::N,dag,nap
542,Morgen::N,morgen,reggel
543,Mittag::N,middag,dél
544,Abend::N,aften,este
545,Nacht::N,nat,éj
546,Nacht::N,nat,éjszaka
547,Woche::N,uge,hét
548,Monat::N,måned,hó
549,Monat::N,måned,hónap
550,Jahr::N,år,év
551,Frühling::N,forår,tavasz
552,Sommer::N,sommer,nyár
553,Herbst::N,efterår,ősz
554,Winter::N,vinter,tél
555,Januar::N,januar,január
556,Februar::N,februar,február
557,März::N,marts,március
558,April::N,april,április
559,Mai::N,maj,május
560,Juni::N,juni,június
561,Juli::N,juli,július
562,August::N,august,augusztus
563,September::N,september,szeptember
564,Oktober::N,oktober,október
565,November::N,november,november
566,Dezember::N,december,december
567,Montag::N,mandag,hétfő
568,Dienstag::N,tirsdag,kedd
569,Mittwoch::N,onsdag,szerda
570,Donnerstag::N,torsdag,csütörtök
571,Freitag::N,fredag,péntek
572,Samstag::N,lørdag,szombat
573,Sonntag::N,søndag,vasárnap
574,groß::A,stor,nagy
575,klein::A,lille,pici
576,klein::A,lille,kicsi
577,lang::A,lang,hosszú
578,kurz::A,kort,rövid
579,breit::A,bred,széles
580,schmal::A,smal,keskeny
581,dicht::A,tæt,sűrű
582,dick[Gegenstand]::A,tyk,vastag
583,dünn::A,tynd,vékony
584,fein::A,fin,vékony
585,fest::A,fast,szilárd
586,flach::A,flad,sík
587,flach::A,flad,lapos
588,glatt::A,glat,sima
589,hart::A,hård,kemény
590,weich::A,blød,puha
591,rund::A,rund,kerek
592,spitz::A,spids,hegyes
593,scharf::A,skarp,éles
594,stumpf::A,sløv,tompa
595,stumpf::A,sløv,életlen
596,stumpf::A,stump,tompa
597,stumpf::A,stump,életlen
598,schwer::A,tung,nehéz
599,schwer::A,tung,súlyos
600,schön::A,skøn,szép
601,heiß::A,hed,forró
602,warm::A,varm,meleg
603,kalt::A,kold,hideg
604,kühl::A,kølig,hűs
605,kühl::A,kølig,hűvös
606,frisch::A,frisk,üde
607,frisch::A,frisk,friss
608,feucht::A,fugtig,nedves
609,nass::A,våd,vizes
610,trocken::A,tør,száraz
611,voll::A,fuld,telt
612,leer::A,tom,üres
613,offen::A,åben,nyílt
614,offen::A,åben,nyitott
615,geschlossen::A,lukket,zárt
616,geschlossen::A,lukket,csukott
617,sauber::A,ren,tiszta
618,schmutzig::A,snavset,piszkos
619,schmutzig::A,snavset,szennyes
620,roh::A,rå,nyers
621,reif::A,moden,érett
622,lecker::A,lækker,finom
623,süß::A,sød,édes
624,bitter::A,bitter,keserű
625,sauer::A,sur,savanyú
626,hell::A,lys,világos
627,dunkel::A,mørk,sötét
628,schwarz::A,sort,fekete
629,weiß::A,hvid,fehér
630,rot::A,rød,vörös
631,gelb::A,gul,sárga
632,blau::A,blå,kék
633,grün::A,grøn,zöld
634,grau::A,grå,ősz
635,grau::A,grå,szürke
636,bunt::A,broget,tarka
637,bunt::A,broget,színes
638,billig::A,billig,olcsó
639,teuer::A,dyr,drága
640,wertvoll::A,værdifuld,értékes
641,blind::A,blind,vak
642,taub::A,døv,süket
643,kräftig::A,kraftig,erős
644,stark::A,stærk,erős
645,schwach::A,svag,gyenge
646,schwach::A,svag,erőtlen
647,fett::A,fed,hájas
648,schlank::A,slank,karcsú
649,hübsch::A,køn,csinos
650,böse::A,ond,rossz
651,böse::A,ond,gonosz
652,böse::A,slem,rossz
653,böse::A,slem,gonosz
654,dumm::A,dum,buta
655,dumm::A,dum,ostoba
656,faul::A,doven,lusta
657,fleißig::A,flittig,szorgalmas
658,geizig::A,gerrig,fukar
659,geizig::A,gerrig,fösvény
660,klug::A,klog,okos
661,klug::A,klog,eszes
662,geschickt::A,dygtig,ügyes
663,geschickt::A,behændig,ügyes
664,lieb::A,rar,drága
665,lieb::A,rar,kedves
666,lustig::A,lystig,víg
667,lustig::A,lystig,vidám
668,sanft::A,blid,enyhe
669,hungrig::A,sulten,éhes
670,krank::A,syg,beteg
671,nackt::A,nøgen,csupasz
672,nackt::A,nøgen,meztelen
673,traurig::A,bedrøvet,bús
674,traurig::A,bedrøvet,szomorú
675,lebendig::A,levende,élő
676,gut::A,god,jó
677,schlecht::A,dårlig,rossz
678,richtig::A,rigtig,helyes
679,schlimm::A,slem,rossz
680,wahr::A,sand,igaz
681,alt::A,gammel,ó
682,alt::A,gammel,régi
683,neu::A,ny,új
684,ehemalig::A,forhenværende,volt
685,ehemalig::A,forhenværende,egykori
686,alt[Lebewesen]::A,gammel,öreg
687,jung::A,ung,fiatal
688,arm::A,fattig,szegény
689,reich::A,rig,gazdag
690,bekannt::A,kendt,ismert
691,bekannt::A,kendt,ismeretes
692,berühmt::A,berømt,híres
693,fremd::A,fremmed,idegen
694,verschieden::A,forskellig,különböző
695,nah::A,nær,közeli
696,fern::A,fjern,távoli
697,linker::A,venstre,bal
698,rechter::A,højre,jobb
699,anderer::A,anden,más
700,anderer::A,anden,másik
701,erster::A,første,első
702,zweiter::A,anden,második
703,dritter::A,tredje,harmadik
704,letzter::A,sidste,utolsó
705,allein::ADV,alene,egyedül
706,auf einmal::ADV,på én gang,egyszerre
707,zusammen::ADV,sammen,együtt
708,zusammen::ADV,sammen,összesen
709,lange::ADV,længe,sokáig
710,lange::ADV,længe,hosszan
711,plötzlich::ADV,pludselig,hirtelen
712,plötzlich::ADV,pludselig,egyszerre
713,sofort::ADV,straks,rögtön
714,sofort::ADV,straks,tüstént
715,später::ADV,senere,későn
716,jetzt::ADV,nu,most
717,heute::ADV,i dag,ma
718,morgen::ADV,i morgen,holnap
719,bald::ADV,snart,majd
720,bald::ADV,snart,nemsokára
721,dann::ADV,så,akkor
722,gestern::ADV,i går,tegnap
723,einst::ADV,engang,hajdan
724,damals::ADV,dengang,akkor
725,damals::ADV,dengang,akkoriban
726,danach::ADV,derefter,azután
727,vorher::ADV,før,előbb
728,vorher::ADV,forud,előbb
729,zuerst::ADV,først,először
730,einmal::ADV,en gang,egyszer
731,manchmal::ADV,sommetider,néha
732,manchmal::ADV,sommetider,olykor
733,oft::ADV,ofte,sokszor
734,immer::ADV,altid,mindig
735,niemals::ADV,aldrig,sohasem
736,hier::ADV,her,itt
737,hierhin::ADV,hid,erre
738,hierhin::ADV,herhen,erre
739,von hier::ADV,herfra,innen
740,dort::ADV,der,ott
741,dorthin::ADV,derhen,oda
742,geradeaus::ADV,lige ud,egyenesen
743,vorwärts::ADV,fremad,előre
744,rückwärts::ADV,baglæns,hátrafelé
745,zurück::ADV,tilbage,hátra
746,zurück::ADV,tilbage,vissza
747,unten::ADV,nede,alul
748,unten::ADV,forneden,alul
749,hinab::ADV,ned,le
750,hinab::ADV,ned,lefelé
751,hinab::ADV,nedad,le
752,hinab::ADV,nedad,lefelé
753,oben::ADV,oppe,fenn
754,oben::ADV,oppe,felül
755,oben::ADV,ovenpå,fenn
756,oben::ADV,ovenpå,felül
757,hinauf::ADV,op,fel
758,hinauf::ADV,op,felfelé
759,hinauf::ADV,opad,fel
760,hinauf::ADV,opad,felfelé
761,überall::ADV,overalt,mindenütt
762,nicht::ADV,ikke,nem
763,ein wenig::ADV,lidt,egy kicsit
764,kaum::ADV,knap,alig
765,kaum::ADV,næppe,alig
766,sehr::ADV,meget,nagyon
767,so::ADV,så,úgy
768,noch::ADV,endnu,még
769,nur::ADV,kun,csak
770,nur::ADV,kun,csupán
771,nur::ADV,bare,csak
772,nur::ADV,bare,csupán
773,schon::ADV,alt,már
774,schon::ADV,allerede,már
775,wieder::ADV,igen,ismét
776,wieder::ADV,igen,megint
777,vergebens::ADV,forgæves,hiába
778,vor::PRP,foran,előtt
779,vor::PRP,uden for,előtt
780,hinter::PRP,bag,mögött
781,hinter::PRP,bagved,mögött
782,unter::PRP,under,alatt
783,durch::PRP,gennem,át
784,durch::PRP,gennem,keresztül
785,durch::PRP,igennem,át
786,durch::PRP,igennem,keresztül
787,neben::PRP,ved siden af,mellett
788,zwischen::PRP,mellem,között
789,wegen::PRP,på grund af,miatt
790,wegen::PRP,på grund af,végett
791,dies::PRN,dette,ez
792,das::PRN,det,az
793,alles::PRN,alt,minden
794,ich::PRN,jeg,én
795,du::PRN,du,te
796,er::PRN,han,ő
797,wir::PRN,vi,mi
798,ihr::PRN,I,ti
799,sie::PRN,de,ők
800,was::FPRN,hvad,mi
801,wer::FPRN,hvem,ki
802,wo::FADV,hvor,hol
803,wohin::FADV,hvorhen,hova
804,wie::FADV,hvordan,hogy
805,wie::FADV,hvordan,hogyan
806,warum::FADV,hvorfor,miért
807,wieviel::FNUM,hvor meget,hány
808,wieviel::FNUM,hvor meget,mennyi
809,eins::NUM,én,egy
810,zwei::NUM,to,kettő
811,drei::NUM,tre,három
812,vier::NUM,fire,négy
813,fünf::NUM,fem,öt
814,sechs::NUM,seks,hat
815,sieben::NUM,syv,hét
816,acht::NUM,otte,nyolc
817,neun::NUM,ni,kilenc
818,zehn::NUM,ti,tíz
819,elf::NUM,elleve,tizenegy
820,zwölf::NUM,tolv,tizenkettő
821,zwanzig::NUM,tyve,húsz
822,dreißig::NUM,tredive,harminc
823,vierzig::NUM,fyrre,negyven
824,vierzig::NUM,fyrretyve,negyven
825,fünfzig::NUM,halvtreds,ötven
826,sechzig::NUM,tres,hatvan
827,siebzig::NUM,halvfjerds,hetven
828,achtzig::NUM,firs,nyolcvan
829,neunzig::NUM,halvfems,kilencven
830,hundert::NUM,hundrede,száz
831,tausend::NUM,tusind,ezer
832,und::CNJ,og,és
833,und::CNJ,og,meg
834,oder::CNJ,eller,vagy
835,stehen::V,stå,áll
836,sitzen::V,sidde,ül
837,liegen::V,ligge,fekszik
838,hängen::V,hænge,függ
839,werden::V,blive,lesz
840,passieren::V,ske,történik
841,passieren::V,hænde,történik
842,beginnen::V,begynde,kezdődik
843,enden::V,ende,végződik
844,enden::V,ende,befejeződik
845,wechseln::V,veksle,változik
846,aufgehen[Sonne]::V,gå op,kel
847,aufgehen[Sonne]::V,stå op,kel
848,untergehen[Sonne]::V,gå ned,lemegy
849,scheinen[Sonne]::V,skinne,süt
850,donnern::V,tordne,dörög
851,wehen::V,blæse,fúj
852,strömen::V,strømme,áramlik
853,fließen::V,flyde,folyik
854,sich drehen::V,dreje sig,forog
855,schwanken::V,vakle,inog
856,schwanken::V,vakle,ingadozik
