,Concept_ID,br,az
796,passieren::V,c'hoarvezout,baş vermək
797,beginnen::V,stagañ,başlamaq
798,enden::V,achuiñ,bitmək
799,wechseln::V,cheñch,dəyişmək
800,aufgehen[Sonne]::V,dirouzañ,doğmaq
801,scheinen[Sonne]::V,lugernañ,parlamaq
802,donnern::V,taranal,guruldamaq
803,wehen::V,c'hwezhañ,əsmək
804,strömen::V,deredek,axmaq
805,fließen::V,redek,axmaq
806,sich drehen::V,troiñ,dönmək
807,schwanken::V,trantellat,yellənmək
808,schwingen::V,froumal,yellənmək
809,fallen::V,kouezhañ,düşmek
810,brennen::V,deviñ,yanmaq
811,rauchen::V,divogedañ,tüstüləmək
812,regnen::V,glavañ,yağmaq
813,gefrieren::V,reviñ,donmaq
814,tauen::V,diskornañ,ərimək
815,schmelzen::V,teuziñ,ərimək
816,trocknen::V,sec'hañ,qurumaq
817,sieden::V,berviñ,qaynamaq
818,faulen::V,breinañ,çürümək
819,verfaulen::V,breinañ,çürümək
820,reißen::V,darnaouiñ,yırtılmaq
821,versinken::V,sodellañ,batmaq
822,vergehen::V,tremen,ötmək
823,erscheinen::V,donet war-wel,görünmək
824,verschwinden::V,monet diwar wel,yox olmaq
825,sinken::V,en em izelat,enmək
826,abnehmen::V,nebeutaat,azalmaq
827,zunehmen::V,kreskiñ,artmaq
828,steigen::V,sevel,yüksəlmək
829,wachsen::V,kreskiñ,böyümək
830,glänzen::V,lugernañ,parlamaq
831,funkeln::V,elieniñ,parıldamaq
832,lärmen::V,rabotat,səs-küy etmək
833,klirren::V,diridignat,cingildəmək
834,klirren::V,sterlinkañ,cingildəmək
835,brausen::V,gwegal,gurlamaq
836,rauschen::V,trouzal,xışıldamaq
837,klingen::V,seniñ,səslənmək
838,bellen::V,harzhal,hürmək
839,heulen::V,yudal,ulamaq
840,blasen::V,c'hwezhañ,üfləmək
841,pfeifen::V,c'hwitellat,fit vermek
842,schreien::V,huchal,bağırmaq
843,schreien::V,huchal,qışqırmaq
844,stöhnen::V,hirvoudiñ,inləmək
845,zittern::V,krenañ,titrəmək
846,leben::V,bevañ,yaşamaq
847,geboren werden::V,genel,doğmaq
848,atmen::V,tennañ e anal,nəfəs almaq
849,trinken::V,evañ,içmek
850,essen::V,debriñ,yemək
851,schlucken::V,lonkañ,udmaq
852,müde werden::V,skuizhañ,yorulmaq
853,einschlafen::V,menel kousket,yuxuya getmək
854,schlafen::V,kousket,uyumaq
855,aufwachen::V,dihuniñ,oyanmaq
856,aufstehen::V,sevel,yuxudan durmaq
857,sich erholen::V,diskuizhañ,dincəlmək
858,krank werden::V,klañviñ,xəstə olmaq
859,krank sein::V,bezañ klañv,azarlanmaq
860,krank sein::V,bezañ klañv,xəstələnmək
861,schmerzen::V,skourjezañ,ağrimaq
862,husten::V,pasaat,öksürmək
863,husten::V,peudal,öksürmək
864,genesen::V,pareañ,sağalmaq
865,sterben::V,mervel,ölmək
866,sterben::V,mervel,vəfat etmək
867,umkommen::V,perisañ,həlak olmaq
868,sich bewegen::V,bouljal,hərəkət etmək
869,sich rühren::V,fiñval,tərpənmək
870,sich erheben::V,sevel,qalxmaq
871,sich setzen::V,azezañ,oturmaq
872,sich setzen::V,mont en e goazez,oturmaq
873,hinfallen::V,kouezhañ,yıxılmaq
874,laufen::V,redek,yerimək
875,schreiten::V,kerzhet,addım atmaq
876,spazierengehen::V,pourmen,gəzmək
877,eilen::V,hastañ,atılmaq
878,sich beeilen::V,hastañ,tələsmək
879,sausen::V,karzhañ,çırpmaq
880,rennen::V,redek,qaçmaq
881,springen::V,lammat,sıçramaq
882,klettern::V,krimpat,dırmanmaq
883,schaukeln::V,brañsellat,sallanmaq
884,kriechen::V,skrampañ,sürünmək
885,schwimmen::V,neuial,üzmek
886,tauchen::V,splujañ,dalmaq
887,rudern::V,roeñvat,avarlamaq
888,fahren::V,kas,sürmək
889,fahren::V,bleniañ,sürmək
890,fliegen::V,nijal,uçmaq
891,gehen::V,mont,getmək
892,weggehen::V,mont kuit,getmək
893,abfahren::V,mont kuit,yola düşmək
894,anhalten::V,chom a-sav,saxlamaq
895,hineingehen::V,monet e-barzh,girmək
896,eintreten::V,monet e-barzh,girmək
897,eintreten::V,monet e-barzh,daxil olmaq
898,kommen::V,dont,gəlmək
899,ankommen::V,erruout,gəlib çatmaq
900,zurückkommen::V,addonet,qayıtmaq
901,bleiben::V,chom,qalmaq
902,warten::V,gortoz,gözləmək
903,erwarten::V,gortoz,bəkləmək
904,suchen::V,klask,aramaq
905,suchen::V,klask,axtarmaq
906,finden::V,kavout,tapmaq
907,versuchen::V,klask,çalışmaq
908,vorbereiten::V,aozañ,hazırlamaq
909,lieben::V,karout,sevmək
910,mögen::V,karout,xoşlamaq
911,lachen::V,c'hoarzin,gülmək
912,rühren::V,tenerañ,həyəcanlandırmaq
913,weinen::V,gouelañ,ağlamaq
914,schimpfen::V,krozal,küfr etmək
915,sich ärgern::V,fachañ,acıqlanmaq
916,sich ärgern::V,en em fachañ,acıqlanmaq
917,fliehen::V,tec'het,qaçmaq
918,flüchten::V,tuzañ,qaçmaq
919,sehen::V,gwelet,görmək
920,anschauen::V,sellout ouzh,baxmaq
921,ansehen::V,sellout ouzh,baxmaq
922,hören::V,klevet,duymaq
923,hören::V,klevet,eşitmək
924,zuhören::V,selaou,dinləmək
925,probieren::V,blasa,dadına baxmaq
926,riechen::V,klevet,qoxlamaq
927,fühlen::V,santout,duymaq
928,scheinen::V,diskouez bezañ,görünmək
929,zu sehen sein::V,bezañ gwelus,görünmək
930,vernehmen::V,merzhañ,eşitmək
931,frieren::V,anoued,üşümək
932,tun::V,ober,etmək
933,können::V,gouzout,bilmək
934,können::V,gouzout,bacarmaq
935,wollen::V,fellout da,istəmək
936,wollen::V,kaout c'hoant da,istəmək
937,anfangen::V,kregiñ,başlamaq
938,beenden::V,achuiñ,bitirmək
939,aufhören::V,paouez,bitmək
940,aufhören::V,paouez,qurtarmaq
941,öffnen::V,digeriñ,açmaq
942,schließen::V,serriñ,qapamaq
943,stellen::V,lakaat,qoymaq
944,setzen::V,lakaat,oturtmaq
945,legen::V,lakaat,qoymaq
946,berühren::V,touch,toxunmaq
947,verbinden::V,eren,bağlamaq
948,bedecken::V,goloiñ,örtmək
949,aufhängen::V,istribilhañ,asmaq
950,anzünden::V,alumiñ,yandırmaq
951,anzünden::V,c'hwezzañ,yandırmaq
952,aufheben::V,dastum,qaldırmaq
953,zurücklassen::V,lezel,buraxmaq
954,verlieren::V,koll,itirmək
955,fallen lassen::V,laoskel,düşürmək
956,fallen lassen::V,lezel da gouezhel,düşürmək
957,machen::V,ober,etmək
958,herstellen::V,fardañ,istehsal etmək
959,bauen::V,sevel,tikmək
960,reparieren::V,adaozañ,təmir etmək
961,verbessern::V,gwellaat,düzəltmək
962,ändern::V,cheñch,dəyişdirmək
963,graben::V,kleuzañ,qazımaq
964,beugen::V,plegañ,əymək
965,biegen::V,krommañ,bükmək
966,drehen::V,treiñ,döndərmək
967,wenden::V,treiñ,çevirmək
968,umdrehen::V,treiñ,çevirmək
969,heben::V,sevel,qaldırmaq
970,hochheben::V,sevel,qaldırmaq
971,ergreifen::V,kemer,tutmaq
972,halten::V,dalc'hen,saxlamaq
973,drücken::V,bountañ,sıxmaq
974,schieben::V,poulzañ,sürmək
975,kratzen::V,skrabat,qaşımaq
976,lecken::V,lipat,yalamaq
977,beißen::V,kregiñ,dişləmək
978,abreißen::V,diframmañ,qoparmaq
979,abschneiden::V,troc'hañ,ayırmaq
980,binden::V,stagañ,bağlamaq
981,stecken::V,sankañ,soxmaq
982,brechen::V,darnaouiñ,qırmaq
983,klopfen::V,skoiñ,sındırmaq
984,hauen::V,dornañ,vurmaq
985,kleben::V,pegañ,apışdırmaq
986,reiben::V,taravat,ovmaq
987,reiben::V,trekiñ,ovmaq
988,streichen::V,toazañ,sürtmək
989,schleifen::V,lemmañ,bülövləmək
990,schneiden::V,troc'hañ,kəsmək
991,rütteln::V,tordorosañ,sirkələmək
992,schütteln::V,hejañ,çalxalamaq
993,schütten::V,diskargañ,tökmək
994,füllen::V,kargañ,doldurmaq
995,einwickeln::V,gronnañ,sarımaq
996,tragen::V,dougen,daşımaq
997,schleppen::V,stlejal,sürükləmək
998,ziehen::V,sachañ,çəkmək
999,aufbewahren::V,miret,gizlətmək
1000,werfen::V,teuler,atmaq
1001,fangen::V,tapañ,tutmaq
1002,packen::V,krapat,yaxalamaq
1003,verstecken::V,kuzhat,gizlətmək
1004,teilen::V,rannañ,bölmək
1005,schicken::V,kas,yollamaq
1006,schicken::V,kas,göndərmək
1007,bringen::V,degas,gətirmək
1008,hinzufügen::V,lakat ouzhpenn,əlavə etmək
1009,bekommen::V,kaout,almaq
1010,bekommen::V,kaout,əldə etmək
1011,erhalten::V,kaout,almaq
1012,nehmen::V,kemer,almaq
1013,wählen::V,choaz,seçmək
1014,auswählen::V,dibab,arımaq
1015,bewahren::V,mirout,qorumaq
1016,behindern::V,diaezañ,mane olmaq
1017,verderben::V,lovrañ,pozmaq
1018,beschädigen::V,gwallegañ,zədələmək
1019,zerbrechen::V,torriñ,qırmaq
1020,zerbrechen::V,torriñ,sındırmaq
1021,zerreißen::V,diroegiñ,yırtmaq
1022,zerstören::V,distrujañ,dağıtmaq
1023,verbrennen::V,deviñ,yandırmaq
1024,geben::V,reiñ,vermək
1025,schenken::V,donezonañ,vermək
1026,versprechen::V,prometiñ,vəd vermək
1027,wünschen::V,hetiñ,arzulamaq
1028,loben::V,feurmiñ,tərifləmək
1029,küssen::V,pokat,öpmək
1030,wiegen::V,pouezañ,tərpətmək
1031,zudecken::V,goloiñ,örtmək
1032,wecken::V,dihuniñ,oyatmaq
1033,zeigen::V,diskouez,göstərmək
1034,führen::V,kas,rəhbərlik etmək
1035,lehren::V,deskiñ,öyrətmək
1036,unterrichten::V,kelenn,öyrətmək
1037,unterrichten::V,kelenn,dərs vermək
1038,leiten::V,bleinañ,idarə etmək
1039,antreiben::V,poulzañ,bizləmək
1040,lassen::V,leuskel,-tırmaq
1041,einladen::V,pediñ,dəvət etmək
1042,vereinigen::V,unisañ,birləşdirmək
1043,besuchen::V,gweladenniñ,baş çəkmək
1044,besuchen::V,gweladenniñ,ziyarət etmək
1045,treffen::V,kejal,rastlaşmaq
1046,treffen::V,kejal,rast gəlmək
1047,treffen::V,ankontrañ,rastlaşmaq
1048,treffen::V,ankontrañ,rast gəlmək
1049,sich versammeln::V,bodennañ,toplanmaq
1050,spielen::V,c'hoari,oynamaq
1051,singen::V,kanañ,oxumaq
1052,tanzen::V,dañsal,oynamaq
1053,tanzen::V,dañsal,rəqs etmək
1054,sich trennen::V,dispartiañ,ayrılmaq
1055,verlassen::V,lezel,tərk etmək
1056,retten::V,saveteiñ,xilas etmək
1057,bewachen::V,mesa,gözətmək
1058,schützen::V,diwall,qorumaq
1059,verteidigen::V,difenn,qorumaq
1060,sich schlagen::V,lopañ,döyüşmək
1061,siegen::V,trec'hiñ,yenmək
1062,ärgern::V,hegasiñ,acışdırmaq
1063,schlagen::V,skeiñ,döymək
1064,treten::V,botaouiñ,təpmək
1065,stechen::V,pikat,soxmaq
1066,stoßen::V,stokañ,itələmək
1067,stehlen::V,laerezh,çalmaq
1068,stehlen::V,laerezh,oğurlamaq
1069,stören::V,direnkañ,pozmaq
1070,belästigen::V,dregasiñ,narahat etmək
1071,verbergen::V,skoachañ,gizləmək
1072,täuschen::V,tromplañ,aldatmaq
1073,betrügen::V,lorbañ,aldatmaq
1074,töten::V,lazhañ,öldürmək
1075,wohnen::V,bezañ o chom,yaşamaq
1076,arbeiten::V,labourat,işləmək
1077,arbeiten::V,labourat,çalışmaq
1078,sammeln::V,dastum,yığmaq
1079,sammeln::V,dastum,toplamaq
1080,pflücken::V,kuntuilhañ,qoparmaq
1081,jagen::V,chaseal,ovlamaq
1082,fischen::V,pesketa,balıq tutmaq
1083,fassen::V,pakañ,tutmaq
1084,hüten::V,geota,güdmək
1085,anbinden::V,stagañ,bağlamaq
1086,füttern::V,boueta,bəsləmək
1087,melken::V,goro,sağmaq
1088,hacken::V,difrakal,yarmaq
1089,gießen::V,dourañ,sulamaq
1090,reifen::V,azviñ,dəymək
1091,zubereiten::V,keginañ,bişirmək
1092,kochen::V,poazhañ,qaynatmaq
1093,backen::V,fritañ,bişirmək
1094,braten::V,rostañ,qızartmaq
1095,stricken::V,stammañ,hörmək
1096,nähen::V,gwriat,tikmək
1097,färben::V,livañ,boyamaq
1098,reinigen::V,naetañ,təmizləmək
1099,waschen::V,gwalc'hiñ,yumaq
1100,abwischen::V,torchañ,silmək
1101,spülen::V,disgwalc'hiñ,çalxamaq
1102,fegen::V,skubañ,süpürmək
1103,kehren::V,skubañ,süpürmək
1104,baden::V,kouronkañ,çimmək
1105,sich waschen::V,en em walc'hiñ,yuyunmaq
1106,sich anziehen::V,gwiskañ,geyinmək
1107,kämmen::V,kribat,daramaq
1108,schmücken::V,kinklañ,bəzəmək
1109,sagen::V,larêt,demək
1110,sagen::V,larêt,söymek
1111,sagen::V,lavaret,demək
1112,sagen::V,lavaret,söymek
1113,sprechen::V,komz,danışmaq
1114,reden::V,kaozeal,danışmaq
1115,sich unterhalten::V,balbotal,söhbət etmək
1116,fragen::V,goulenn,soruşmaq
1117,bitten::V,goulenn,diləmək
1118,bitten::V,goulenn,xahiş etmək
1119,erzählen::V,kontañ,bəhs etmək
1120,mitteilen::V,kemenn,bildirmək
1121,nennen::V,anviñ,adlandırmaq
1122,rufen::V,gelver,çağırmaq
1123,prahlen::V,fougeal,öyünmək
1124,übersetzen::V,treiñ,tərcümə etmək
1125,denken::V,soñjal,düşünmək
1126,denken::V,soñjal,fikirləşmək
1127,glauben::V,krediñ,inanmaq
1128,bemerken::V,apresevañ,qeyd etmək
1129,erkennen::V,anavout,tanımaq
1130,begreifen::V,meizañ,anlamaq
1131,verstehen::V,kompren,duymaq
1132,lernen::V,deskiñ,öyrənmək
1133,wissen::V,gouzout,bilmək
1134,sich erinnern an::V,kaout soñj e,xatırlamaq
1135,vergessen::V,ankouaat,unutmaq
1136,messen::V,muzuliañ,ölçmək
1137,zählen::V,kontañ,saymaq
1138,rechnen::V,jedañ,hesablamaq
1139,lesen::V,lenn,oxumaq
1140,malen::V,livañ,şəkil çəkmək
1141,zeichnen::V,tresañ,cızmaq
1142,schreiben::V,skrivañ,yazmaq
1143,besitzen::V,kaout,yiyələnmək
1144,besitzen::V,kaout,malik olmaq
1145,kaufen::V,prenañ,satın almaq
1146,verkaufen::V,gwerzhañ,satmaq
1147,bezahlen::V,paeañ,ödəmək
1148,zahlen::V,paeañ,ödəmək
1149,beherrschen::V,mestroniañ,idarə etmək
1150,ertragen::V,anduriñ,dözmək
1151,Grube::N,,çuxur
1152,Spur::N,,iz
1153,Lehm::N,,gil
1154,Lehm::N,,palçıq
1155,Laut::N,,səs
1156,Winkel::N,,guşə
1157,Lagerfeuer::N,,düşərgə tonqalı
1158,vergebens::ADV,,boş yerə
1159,untergehen[Sonne]::V,,batmaq
1160,läuten::V,,çalmaq
1161,klingeln::V,,zəng etmək
1162,sich fürchten::V,,qorxmaq
1163,fürchten::V,,qorxmaq
1164,gelingen::V,,müvəffəq olmaq
1165,geraten::V,,düşmək
1166,schwenken::V,,yelləmək
1167,reichen::V,,uzatmaq
1168,aufziehen::V,,tərbiyə etmək
1169,schießen::V,,atmaq
1170,schießen::V,,atəş açmaq
1171,treiben::V,,haylamaq
1172,umrühren::V,,qarışdırmaq
1173,ausziehen::V,,soyunmaq
1174,anziehen::V,,geymək
