,Concept_ID,ab,br
51,Hunger::N,амла,naon
52,Träne::N,алабжыш,daer
53,Geschmack::N,агьама,blaz
54,Geruch::N,афҩы,c'hwezh
55,Schlaf::N,ацəа,kousked
56,Traum::N,аҧхыӡ,hune
57,Himmel::N,ажəҩан,oabl
58,Sonne::N,амра,heol
59,Mond::N,амза,loar
60,Stern::N,аеҵəа,steredenn
61,Luft::N,аҳаир,aer
62,Wind::N,аҧша,avel
63,Welle::N,ацəқəырҧа,houlenn
64,Wasser::N,аӡы,dour
65,Stein::N,ахаҳə,maen
66,Boden::N,адгьыл,tachenn
67,Erde::N,адгьыл,douar
68,Staub::N,асаба,poultr
69,Rauch::N,алҩа,moged
70,Funke::N,акəиц,ful
71,Funke::N,ацҧхь,ful
72,Feuer::N,амца,tan
73,Licht::N,алашара,gouloù
74,Schatten::N,ашəшьыра,disheol
75,Wetter::N,амш,amzer
76,Nebel::N,анаҟəа,brumenn
77,Wolke::N,аҧсҭҳəа,koumoulenn
78,Regen::N,ақəа,glav
79,Schnee::N,асы,erc'h
80,Eis::N,аҵаа,skorn
81,Frost::N,аҵаа,rev
82,Kälte::N,ахьҭа,yen
83,Hitze::N,ашоура,tommder
84,Raureif::N,аҵааҧшқа,frim
85,Regenbogen::N,ацəаҟəа,gwareg-ar-glav
86,Donner::N,адыд,kurun
87,Strömung::N,аиасра,red
88,Strömung::N,амҩасра,red
89,Tropfen::N,ацəыкəбар,bannac'h
90,Tropfen::N,ацəыкəбар,takenn
91,Schaum::N,ашəах,spoum
92,Schmutz::N,алымт,fank
93,See::N,аӡиа,lenn
94,Sumpf::N,аӡмах,gwern
95,Wiese::N,адəы,prad
96,Wald::N,абна,koad
97,Hügel::N,ахəы,torgenn
98,Anhöhe::N,аҳаракыра,run
99,Berg::N,ашьха,menez
100,Gipfel::N,ацəқəа,barr
101,Höhle::N,аҳаҧы,kav
102,Abhang::N,анаара,naou
103,Quelle::N,аҵҵырҭа,feunteun
104,Bach::N,акəараҷҷа,gwazh
105,Fluss::N,аӡиас,stêr
106,Ufer::N,ахықə,ribl
107,Küste::N,ахықə,aod
108,Festland::N,абарра,douar
109,Meer::N,амшын,mor
110,Bucht::N,аӡбжьахала,mor-bihan
111,Insel::N,адгьылбжьаха,enez
112,Blume::N,ашəҭ,bleunienn
113,Gras::N,аҳасакьын,geot
114,Wurzel::N,адац,gwrizienn
115,Baum::N,аҵла,gwezenn
116,Stamm::N,ашьапы,kef
117,Rinde::N,ацəа,rusk
118,Ast::N,амахə,barr
119,Ast::N,амахəҭа,barr
120,Zweig::N,амахə,bod
121,Zweig::N,амахəҭа,bod
122,Blatt::N,абҕьы,delienn
123,Birke::N,аҵааҵла,bezvenn
124,Kiefer[Baum]::N,амза,pinenn
125,Weide[Baum]::N,аҧслыш,halegenn
126,Tanne::N,аҧсаӡ,sapenn
127,Horn::N,атəыҩа,korn
128,Feder::N,ахӡы,pluñv
129,Fell::N,ацəа,kreoñ
130,Flügel::N,амҵəыжəа,askell
131,Klaue::N,ашьапхыц,skilf
132,Schwanz::N,аҵыхəа,lost
133,Ei::N,акəтаӷь,vi
134,Nest::N,аҭра,neizh
135,Nest::N,аҵысҭра,neizh
136,Bau::N,аҭыҩра,douarenn
137,Tier::N,аҧстəы,loen
138,Tier::N,агыгшəыг,loen
139,Herde::N,агəарҭа,tropell
140,Kuh::N,ажə,buoc'h
141,Bulle::N,ацə,tarv
142,Pferd::N,аҽы,marc'h
143,Schaf::N,ауаса,dañvad
144,Schwein::N,аҳəа,pemoc'h
145,Hund::N,ала,ki
146,Katze::N,ацгəы,kazh
147,Bär::N,амшə,arzh
148,Eichhörnchen::N,аеш,gwiñver
149,Elch::N,аҽаҩа,karv-dour
150,Fuchs::N,абгахəыҷы,louarn
151,Hase::N,ажьа,gad
152,Maus::N,аҳəынаҧ,logodenn
153,Wolf::N,абгаду,bleiz
154,Vogel::N,аҧсаатə,labous
155,Huhn::N,акəты,yar
156,Hahn::N,арбаҕь,kilhog
157,Gans::N,аҟыз,gwazenn
158,Adler::N,ауарба,erer
159,Ente::N,акəата,houad
160,Eule::N,аты,toud
161,Kranich::N,апҟа,garan
162,Krähe::N,аҟəараан,bran
163,Kuckuck::N,акəыкəу,koukoug
164,Schwan::N,агьад,alarc'h
165,Fisch::N,аҧсыӡ,pesk
166,Barsch::N,ацəыбла,brell
167,Hecht::N,ахиаала,beked
168,Schlange[Tier]::N,амаҭ,naer
169,Wurm::N,ахəа,preñv
170,Wurm::N,ахəац,preñv
171,Spinne::N,абызкаҭаҳа,kevnidenn
172,Ameise::N,ашышкамс,merion
173,Laus::N,аҵа,laouenn
174,Mücke::N,акəыбры,moustik
175,Fliege::N,амҵ,kelienenn
176,Schmetterling::N,аҧарҧалыкь,balafenn
177,Beere::N,аргуц,hog
178,Apfel::N,аҵəа,aval
179,Pilz::N,акəкəбаа,kabell-touseg
180,Zwiebel::N,аџьымшьы,ognonenn
181,Zwiebel::N,аџьымшьхы,ognonenn
182,Saat::N,ажəла,had
183,Korn::N,арыц,ed
184,Heu::N,аҭəа,foenn
185,Schale::N,ацəа,peliadur
186,Grube::N,ажра,
187,Grube::N,атыша,
188,Falle::N,арыҧҟьа,pech
189,Schlinge::N,аҟəараҟəантə,krouglas
190,Spur::N,ашьҭа,
191,Asche::N,ахəа,ludu
192,Dreck::N,аҳəынҵəа,fank
193,Dreck::N,аҟьамсар,fank
194,Eisen::N,аиха,houarn
195,Gold::N,ахьы,aour
196,Silber::N,аразны,arc'hant
197,Kohle::N,арацəа,glaou
198,Glas::N,асаркьа,gwer
199,Lehm::N,анышəаҧшь,
200,Sand::N,аҧслымӡ,traezh
201,Mensch::N,ауаҩы,den
202,Mann::N,ахаҵа,den
203,Frau::N,аҧҳəыс,maouez
204,Kind::N,ахəыҷы,bugel
205,Junge::N,аҷкəын,paotr
206,Junge::N,ахаҵарҧыс,paotr
207,Mädchen::N,аӡӷаб,plac'h
208,Familie::N,аҭаацəа,familh
209,Großvater::N,абду,tad-kozh
210,Großmutter::N,анду,mamm-gozh
211,Eltern::N,ани аби,kerent
212,Vater::N,аб,tad
213,Mutter::N,ан,mamm
214,Sohn::N,аҧа,mab
215,Tochter::N,аҧҳа,merc'h
216,Bruder::N,аиашьа,breur
217,Schwester::N,Аҳəшьа,c'hoar
218,Onkel::N,абиашьа,eontr
219,Onkel::N,аншьа,eontr
220,Tante::N,абиаҳəшьа,moereb
221,Ehemann::N,ахаҵа,gwaz
222,Ehemann::N,аҧшəма,gwaz
223,Ehefrau::N,аҧҳəыс,gwreg
224,Freude::N,агəырӷьара,levenez
225,Gelächter::N,ачча,c'hoarzherezh
226,Gelächter::N,аччара,c'hoarzherezh
227,Glück::N,аразҟы,chañs
228,Kummer::N,агəырҩа,doan
229,Wunsch::N,агəхəтəы,c'hoant
230,Wunsch::N,аҭахра,c'hoant
231,Lust::N,агəазыҳəара,c'hoant
232,Geist::N,аҧсы,spered
233,Gedanke::N,ахəыцырҭа,soñj
234,Gedächtnis::N,агəынкылара,eñvor
235,Verstand::N,ахшыҩ,skiant
236,Sinn::N,аҵакы,ster
237,Grund::N,амзыз,kaoz
238,Wahrheit::N,аиаша,gwirionez
239,Gespräch::N,аиҿцәажәара,kaozeadenn
240,Märchen::N,алакə,kaoz korriganez
241,Erzählung::N,ажәабжь,kontadenn
242,Nachricht::N,адырраҭара,keloù
243,Neuigkeit::N,ажәабжь ҿыц,kelaouenn
244,Name::N,ахьӡ,anv
245,Rätsel::N,ацуфара,divinatez
246,Rede::N,ажәа,diskour
247,Sprache::N,абызшəа,yezh
248,Stimme::N,абжьы,mouezh
249,Wort::N,ажәа,ger
250,Zeichen::N,адырга,sin
251,Ruf::N,аҿҭы,galv
252,Lärm::N,ашьҭыбжь,trouz
253,Laut::N,ашьҭыбжь,
254,Ton::N,атон,ton
255,Lied::N,ашəа,kanaouenn
256,Ruhe::N,аҭынчра,sioulded
257,Leute::N,ауаа,tud
258,Volk::N,ажəлар,pobl
259,Arbeit::N,аусура,labour
260,Gast::N,асас,kouviad
261,Geschenk::N,аҳамҭа,prof
262,Geschenk::N,аҿанҵа,prof
263,Spiel::N,ахəмарра,c'hoari
264,Gesellschaft::N,агəыҧ,kompagnunezh
265,Gesellschaft::N,агəыҧ,kavandad
266,Hilfe::N,ацхыраара,sikour
267,Freund::N,аҩыза,mignon
268,Kamerad::N,Аҧхнагьла,kamarad
269,Angelegenheit::N,аус,afer
270,Anzahl::N,ахыҧхьаӡара,niver
271,Art::N,ахкы,sort
272,Stück::N,аҽыҭ,tamm
273,Teil::N,ахəҭа,pezh
274,Hälfte::N,абжа,hanterenn
275,Kreis::N,агьагьа,kelc'h
276,Kreuz::N,аџьар,kroaz
277,Linie::N,аицтәар,linenn
278,Strich::N,ацəаҳəа,tenn
279,Abstand::N,абжьара,distok
280,Entfernung::N,абжьара,keid
281,Entfernung::N,абжьара,kehid
282,Gegend::N,аҭыҧ,korn-bro
283,Platz::N,аҭыҧ,plasenn
284,Ort::N,аҭыҧ,lec'h
285,Seite::N,аган,tu
286,Mitte::N,агəҭа,kreiz
287,Gegenstand::N,амаҭəар,tra
288,Rand::N,аҵкар,kantenn
289,Kante::N,авардым,kantenn
290,Ecke::N,акəакь,korn
291,Spitze::N,аҧынҵа,begell
292,Ende::N,анаӡара,dibenn
293,Loch::N,акылҵəара,toull
294,Winkel::N,агҿаҩра,
295,Winkel::N,акəындхə,
296,Winkel::N,акəакь,
297,Muster::N,аҟҟа,tresadenn
298,Größe::N,изаҟароу,ment
299,Länge::N,аура,hirder
300,Höhe::N,агылара,uhelder
301,Gewicht::N,акапан,pouez
302,Haufen::N,ачаҟəа,bern
303,Reihe::N,ацəаҳəа,steud
304,Boot::N,анышь,bag
305,Ruder::N,ажəҩа,roeñv
306,Schlitten::N,ашəаҩауардын,trainell
307,Ski::N,ашəаҩа,ski
308,Ski::N,ашьахаха,ski
309,Lagerfeuer::N,еиқуу амца,
310,Last::N,ахьанҭара,karg
311,Gang::N,аныҟəара,kerzh
312,Schritt::N,ашьаҿа,paz
313,Norden::N,аҩада,norzh
314,Norden::N,аҩада,hanternoz
315,Süden::N,алада,su
316,Süden::N,алада,kreisteiz
317,Westen::N,амраҭашəара,kuzh-heol
318,Osten::N,амрагылара,reter
319,Osten::N,амрагылара,sav-heol
320,Holz::N,амҿымаҭəахə,koad
321,Brett::N,аӷəы,plankenn
322,Platte::N,ахаҳәцәы,plakenn
323,Stütze::N,аҵаргəа,harp
324,Stütze::N,агəышьаҟа,harp
325,Stange::N,акьат,sparl
326,Stock::N,алаба,bazh
327,Stab::N,акьат,bazh
328,Rohr::N,абыкь,tub
329,Rohr::N,абыкь,korz
330,Haus::N,аҩны,ti
331,Heim::N,аҭаацəа,kêr
332,Ofen::N,аҳақə,forn
333,Ofen::N,ауаџьаҟ,forn
334,Ofen::N,афрына,forn
335,Fußboden::N,адашьма,plañchod
336,Tisch::N,аишәа,taol
337,Stuhl::N,аҟəардə,kador
338,Wiege::N,агара,kavell
339,Bett::N,акаруаҭ,gwele
340,Regal::N,акыӷəра,estajerenn
341,Kiste::N,аидчаҧала,kased
342,Fenster::N,аҧенџьыр,prenestr
343,Tür::N,ашə,dor
344,Tor::N,агəашə,portal
345,Zaun::N,аанда,sklotur
346,Dach::N,ахыб,toenn
347,Leiter::N,амардуан,skeul
348,Besen::N,аҧссага,skubell
349,Spaten::N,ажыга,pal
350,Schaufel::N,аҭəарӷəы,pal
351,Gabel::N,ачқьыҧ,fourchetez
352,Löffel::N,амҳаҵə,loa
353,Messer::N,аҳəызба,kontell
354,Nagel::N,аҵəымӷ,tach
355,Netz::N,акаҭа,roued
356,Haken::N,аҵəаҳə,krog
357,Griff::N,амаа,kemer
358,Schloss::N,асаҧаҭ,potenn
359,Bild::N,асахьа,skeudenn
360,Figur::N,афигура,skeud
361,Figur::N,афигура,figur
362,Puppe::N,акьанџьа,merc'hodenn
363,Beutel::N,асакь,sac'h
364,Bündel::N,аҿаҳəара,feskenn
365,Tasche::N,арҭмаҟ,sac'h
366,Eimer::N,аведра,sailh
367,Deckel::N,ахҩа,pallenn
368,Geschirr::N,ачысмаҭəа,listriaj
369,Sack::N,асакь,sac'h
370,Tasse::N,аҵəца,tas
371,Topf::N,акаструлиа,pod
372,Kessel::N,ачуан,chaodouron
373,Nahrung::N,афатə,boued
374,Speise::N,афатə,meuz
375,Fleisch::N,акəац,kig
376,Getreide::N,ачакуа,ed
377,Brei::N,ақашь,yod
378,Brot::N,ача,bara
379,Scheibe::N,аҽыҭ,tailhenn
380,Scheibe::N,аҿаҵа,tailhenn
381,Fett::N,ашша,lard
382,Butter::N,ахəша,amann
383,Öl::N,азеҭ,eoul
384,Salz::N,аџьыка,holen
385,Suppe::N,асуҧ,soubenn
386,Honig::N,ацха,mel
387,Milch::N,ахш,laezh
388,Tee::N,ачаи,te
389,Leder::N,ацəа,lêr
390,Wolle::N,аласа,gloan
391,Stoff::N,Аба,danvez
392,Nadel::N,агəыр,nadoz
393,Faden::N,арахəыц,neudenn
394,Knopf::N,аҳəынҵəра,bouton
395,Knoten::N,аиқəҳəала,skoulm
396,Farbe::N,ашəыга,liv
397,Kleidung::N,амаҭəа,dilhad
398,Hemd::N,акьаҿ,roc'hed
399,Kragen::N,ахəда,gouzoug
400,Ärmel::N,амаӷра,milgin
401,Hose::N,аиқəа,bragoù
402,Gürtel::N,амаҟа,gouriz
403,Mütze::N,ахылҧа,boned
404,Schuh::N,аимаа,botez
405,Stiefel::N,амагə,botez
406,Ring::N,амацəаз,gwalenn
407,Band::N,алента,bagad
408,Kamm::N,ахҳəа,krib
409,Spiegel::N,асаркьа,melezour
410,Riemen::N,аа,lerenn
411,Schnur::N,ашаха,kordenn
412,Leine::N,аҕура,roll
413,Decke::N,ахыза,golo
414,Kissen::N,ахчы,goubenner
415,Tuch::N,акасы,mezher
416,Handtuch::N,ампахьшьы,toailhon
417,Kraft::N,амч,nerzh
418,Stärke::N,амч,nerzhder
419,Gesundheit::N,агəабзиара,yec'hed
420,Krankheit::N,ачымазара,klañved
421,Schmerz::N,ахьаа,poan
422,Schmerz::N,ахьаа,droug
423,Wunde::N,ахəра,gloazadenn
424,Fieber::N,ашоура,terzhienn
425,Arznei::N,ахəшə,louzoù
426,Brücke::N,ацҳа,pont
427,Brunnen::N,аҵыџь,puñs
428,Weide::N,аҳəырҭа,prad
429,Pfad::N,амхəасҭа,gwenodenn
430,Weg::N,амҩа,hent
431,Straße::N,амҩа,ru
432,Straße::N,амҩа,hent
433,Dorf::N,ақыҭа,kêr
434,Dorf::N,ақыҭа,kêriadenn
435,Stadt::N,ақалақь,kêr
436,Brief::N,ашəҟəы,lizher
437,Buch::N,ашəҟəы,levr
438,Buchstabe::N,анбан,lizherenn
439,Zeitung::N,агазеҭ,kazetenn
440,Leben::N,аҧсҭазаара,buhez
441,Tod::N,аҧсра,marv
442,Grab::N,анышəынҭра,bez
443,Kirche::N,ауахəама,iliz
444,Sünde::N,агəнаҳа,pec'hed
445,Gott::N,анцəа,doue
446,Arbeiter::N,аусуҩ,labourer
447,Arbeiter::N,аусуҩ,micherour
448,Chef::N,Аиҳабы,penn
449,Meister::N,аҟаза,mestr
450,Arzt::N,аҳақьым,mezeg
451,Arzt::N,аҳақьым,medisin
452,Lehrer::N,арҵаҩы,skolaer
453,Lehrer::N,арҵаҩы,kelenner
454,Geld::N,аҧара,arc'hant
455,Laden::N,амагазин,stal
456,Preis::N,ахə,priz
457,Ware::N,атауар,marc'hadourezh
458,Nutzen::N,ақьар,gounidegezh
459,Nutzen::N,ақьар,lañs
460,Nutzen::N,ақьар,profit
461,Nutzen::N,ақьар,spleit
462,Reichtum::N,абеиара,pinvidigezh
463,Welt::N,адунеи,douar
464,Land::N,атəыла,bro
465,Staat::N,аҳəынҭқарра,stad
466,König::N,акрал,roue
467,Macht::N,амчра,galloud
468,Grenze::N,аҳəаа,harzoù
469,Krieg::N,аибашьра,brezel
470,Feind::N,Аҕа,eneber
471,Gewalt::N,ақəымчра,tâerder
472,Kampf::N,ақəҧара,kann
473,Bogen[Waffe]::N,ахыц,gwareg
474,Pfeil::N,ахəымпал,saezh
475,Gewehr::N,ашəақь,fuzuilh
476,Fehler::N,агха,fazi
477,Lüge::N,амц,gaou
478,Schaden::N,аҧырхага,gwall
479,Unglück::N,арыцҳара,gwalleur
480,Schuld::N,ахара,kablusted
481,Schuld::N,ахара,pec'hedigezh
482,Alter::N,ақəра,oad
483,Schluss::N,анҵəамҭа,diwezh
484,Zeit::N,аамта,amzer
485,Tag::N,амш,deizh
486,Morgen::N,ашара,beure
487,Morgen::N,ашара,mintin
488,Morgen::N,ашьыбжь,beure
489,Morgen::N,ашьыбжь,mintin
490,Mittag::N,шьыбжьон,kreisteiz
491,Abend::N,ахəылҧаз,abardaez
492,Abend::N,ахəлбыҽха,abardaez
493,Nacht::N,аҵх,noz
494,Woche::N,амчыбжь,sizhun
495,Frühling::N,ааҕын,nevezamzer
496,Sommer::N,аҧхын,hañv
497,Herbst::N,ҭагалан,diskaramzer
498,Herbst::N,хкаарачан,diskaramzer
499,Winter::N,аӡын,goañv
500,Januar::N,ианвар,Genver
501,Februar::N,февраль,C'hwevrer
502,März::N,март,Meurzh
503,April::N,апрель,Ebrel
504,Mai::N,маи,Mae
505,Juni::N,иуун,Mezheven
506,Juli::N,иууль,Gouhere
507,August::N,август,Eost
508,September::N,сентиабр,Gwengolo
509,Oktober::N,октиабр,Here
510,November::N,ноиабр,Du
511,Dezember::N,декабр,Kerzu
512,Montag::N,ашəахьа,Lun
513,Dienstag::N,аҩаша,Meurzh
514,Mittwoch::N,ахаша,Merc'her
515,Donnerstag::N,аҧшьаша,Yaou
516,Freitag::N,ахəаша,Gwener
517,Samstag::N,асабша,Sadorn
518,Sonntag::N,амҽыша,Sul
519,groß::A,аду,bras
520,klein::A,амаҷ,bihan
521,lang::A,ахəхəа,hir
522,kurz::A,акьаҿ,berr
523,breit::A,аиужь,ledan
524,breit::A,аиҵых,ledan
525,schmal::A,аҭшəа,strizh
526,dicht::A,аилач,stank
527,dick[Gegenstand]::A,ажəпа,tev
528,fein::A,апа,munut
529,fein::A,аҵаӷа,munut
530,fein::A,аӡа,munut
531,fest::A,аҟаца,start
532,fest::A,аӷəӷəаҟаца,start
533,flach::A,ақəаҟьа,plaen
534,flach::A,аҧаҟьа,plaen
535,glatt::A,аимаҩзы,lintr
536,glatt::A,аимаҩзы,levn
537,hart::A,акьакьа,kalet
538,weich::A,атата,blot
539,rund::A,акəмпыл,ront
540,spitz::A,аҵар,poentet
541,scharf::A,аҵар,dremm
542,stumpf::A,ацагə,talsoc'h
543,schwer::A,ахьанҭа,pounner
544,schön::A,аҧшӡа,kaer
545,heiß::A,ашы,tomm
546,warm::A,аҧха,tomm
547,kalt::A,ахьшəашəа,yen
548,kühl::A,ахьшəашəа,yen
549,kühl::A,ицәыхьшәашәоу,yen
550,frisch::A,цқьа,fresk
551,feucht::A,ацəаак,gleb
552,nass::A,абааӡа,gleb
553,trocken::A,Аба,sec'h
554,trocken::A,аҩа,sec'h
555,voll::A,азна,leun
556,leer::A,аҭацəы,goullo
557,offen::A,аарта,digor
558,geschlossen::A,ихҩоу,serr
559,geschlossen::A,иаркыу,serr
560,sauber::A,ацқьа,naet
561,schmutzig::A,аҟьашь,lous
562,reif::A,Арҭ,darev
563,reif::A,аҟала,darev
564,reif::A,иҟалахьоу,darev
565,lecker::A,ахаа,lipous
566,lecker::A,ахаа,saourus
567,süß::A,азла,dous
568,bitter::A,аша,c'hwerv
569,sauer::A,аҵəҵəы,trenk
570,hell::A,алаша,sklaer
571,dunkel::A,алашьца,teñval
572,schwarz::A,аиқуаҵәа,du
573,weiß::A,ашкəакəа,gwenn
574,rot::A,аҟаҧшь,ruz
575,gelb::A,аҩеижь,melen
576,blau::A,аҽҵәа,glas
577,grün::A,ашьацҧшҭəала,gwer
578,grün::A,аеҵəа,gwer
579,grau::A,ацəыш,louet
580,bunt::A,Аилыҕраа,liesliv
581,bunt::A,аҕраҷкəын,liesliv
582,billig::A,амариа,marc'had-mat
583,teuer::A,амҩан,ker
584,wertvoll::A,кыр иаҕсоу,prizius
585,wertvoll::A,акыр иаҕсоу,prizius
586,blind::A,алашə,dall
587,taub::A,адагəа,bouzar
588,kräftig::A,аӷəӷəа,start
589,stark::A,абаҟа,kreñv
590,schwach::A,акəада,gwan
591,fett::A,аҧсыла,lard
592,schlank::A,акала,sinkl
593,schlank::A,акьалантар,sinkl
594,schlank::A,аиҿартə,sinkl
595,hübsch::A,аҧшӡа,koant
596,böse::A,абааҧсы,gwall
597,dumm::A,агаӡа,glep
598,faul::A,аашьа,lezirek
599,fleißig::A,иҟубҷоу,studius
600,geizig::A,акы,tost
601,geizig::A,акаҷбеи,tost
602,geizig::A,аҟəџьыр,tost
603,klug::A,аҟəыш,speredek
604,klug::A,аҟəыӷа,speredek
605,geschickt::A,напҟазала,dornet
606,lieb::A,алашара,koant
607,lustig::A,алах-ҿых,laouen
608,lustig::A,игурҕьаччо,laouen
609,lustig::A,агурҕьа,laouen
610,lustig::A,агурҿыхага,laouen
611,sanft::A,атата,flour
612,sanft::A,аҟəымшəышə,flour
613,sanft::A,ақьыҧш,flour
614,hungrig::A,амлашь,marnaon
615,krank::A,ачымазаҩ,klañv
616,nackt::A,аҟьантаз,noazh
617,traurig::A,алахьеиқəҵага,trist
618,lebendig::A,абза,bev
619,gut::A,абзиа,mad
620,schlecht::A,-хəарҭам,fall
621,schlecht::A,-хəарҭам,gwall
622,richtig::A,иашоу,reizh
623,schlimm::A,абааҧсы,gwall
624,wahr::A,агəҭылса,gwir
625,wahr::A,абзиаҵəҟьа,gwir
626,alt::A,Ажə,kozh
627,neu::A,аҿыц,nevez
628,ehemalig::A,анкьатәи,kozh
629,alt[Lebewesen]::A,абырг,kozh
630,alt[Lebewesen]::A,ақабада,kozh
631,alt[Lebewesen]::A,Ажə,kozh
632,jung::A,аҟата,yaouank
633,arm::A,ананамга,paour
634,reich::A,абеиа,pinvidik
635,bekannt::A,адыр,anavezet
636,berühmt::A,адыр,brudet
637,fremd::A,атəым,dizanav
638,verschieden::A,Еиуа-еиҧшым,disheñel
639,nah::A,ааигəа,nes
640,fern::A,ахара,diabell
641,linker::A,арма,kleiz
642,rechter::A,арҕьа,dehoù
643,anderer::A,даҽа,all
644,anderer::A,даҽакы,all
645,erster::A,актәи,kentañ
646,zweiter::A,аҩбатəи,eil
647,dritter::A,ахҕатәи,trede
648,letzter::A,аҵыхəтəантəи,diwezhañ
649,allein::ADV,мацара,e-unan
650,auf einmal::ADV,зныкала,ar un dro
651,auf einmal::ADV,зныкҟьара,ar un dro
652,zusammen::ADV,аиц...,asambles
653,lange::ADV,акыраамҭа,pell
654,plötzlich::ADV,иаалырҟьаны,en un taol
655,sofort::ADV,иаразнакҵәҟьа,diouzhtu
656,später::ADV,уажəшьҭаншəа,diwezhatoc'h
657,jetzt::ADV,уажәы,bremañ
658,heute::ADV,иахьа,hiziv
659,morgen::ADV,уаҵәы,arc'hoazh
660,bald::ADV,иласны,hepdale
661,dann::ADV,нас,a-c'houde
662,gestern::ADV,иацы,dec'h
663,einst::ADV,зны,gwechall
664,damals::ADV,усҟан,neuze
665,danach::ADV,нас,goude
666,vorher::ADV,уаанӡа,diagent
667,zuerst::ADV,азнаказы,da gentañ
668,zuerst::ADV,аҧхьа,da gentañ
669,einmal::ADV,зны,ur wech
670,manchmal::ADV,зны-зынла,a-wechoù
671,oft::ADV,лассы-лассы,alies
672,immer::ADV,енагь,atav
673,immer::ADV,енагь,bepred
674,immer::ADV,еснагь,atav
675,immer::ADV,еснагь,bepred
676,niemals::ADV,ианакəызаалак,gwech ebet
677,hier::ADV,ара,amañ
678,hier::ADV,абра,amañ
679,hier::ADV,араҟа,amañ
680,hierhin::ADV,ара,dre amañ
681,hierhin::ADV,араҟа,dre amañ
682,von hier::ADV,арантә,alemañ
683,dort::ADV,уа,aze
684,dort::ADV,уа,ahont
685,dorthin::ADV,уахь,di
686,dorthin::ADV,уахь,aze
687,dorthin::ADV,уахь,ahont
688,dorthin::ADV,анахь,di
689,dorthin::ADV,анахь,aze
690,dorthin::ADV,анахь,ahont
691,geradeaus::ADV,ишиашоу,war-eeun
692,vorwärts::ADV,ҕхьаҟа,war-raok
693,rückwärts::ADV,шьҭахьла,war-lerc'h
694,zurück::ADV,шьҭахьҟа,war-dreñv
695,unten::ADV,лбаа,en traoñ
696,hinab::ADV,алада,a-izel
697,oben::ADV,хыхь,en nec'h
698,hinauf::ADV,аҩада,e-krec'h
699,überall::ADV,зегьынцьара,dre-holl
700,nicht::ADV,-м,ne ... ket
701,ein wenig::ADV,ҕыҭк,un tammig
702,kaum::ADV,аарлаҳәа,a-boan
703,kaum::ADV,афергьҳәа,a-boan
704,sehr::ADV,даара,-tre
705,sehr::ADV,даара,-kenañ
706,so::ADV,ас,evel-se
707,so::ADV,абас,evel-se
708,noch::ADV,макьана,c'hoazh
709,nur::ADV,заҵәык,hepken
710,schon::ADV,уажәшьҭа,dija
711,schon::ADV,аиҳа ипоу,dija
712,wieder::ADV,ҿыц,adarre
713,wieder::ADV,дырҩегь,adarre
714,wieder::ADV,дырҩегьых,adarre
715,vergebens::ADV,баша,
716,vor::PRP,аҕхьа,dirak
717,hinter::PRP,нхыҵ,a-drek
718,hinter::PRP,нхыҵ,a-dreñv
719,unter::PRP,амҵа,dindan
720,unter::PRP,амҵан,dindan
721,neben::PRP,ааигуара,e-kichen
722,zwischen::PRP,абжьара,etre
723,wegen::PRP,-иззы,abalamour da
724,wegen::PRP,-ҟнытә,abalamour da
725,dies::PRN,ари,hemañ
