,Concept_ID,ca,ba
318,Strich::N,ratlla,һыҙат
319,Abstand::N,distància,ара
320,Entfernung::N,distància,алыҫлыҡ
321,Gegend::N,regió,урын
322,Gegend::N,contrada,урын
323,Platz::N,cabuda,арауыҡ
324,Ort::N,lloc,ерҙәр
325,Ort::N,lloc,урындар
326,Ort::N,lloc,эш урыны
327,Seite::N,banda,яҡ
328,Seite::N,costāt,яҡ
329,Mitte::N,mig,урталыҡ
330,Mitte::N,centre,урталыҡ
331,Gegenstand::N,objecte,нәмә
332,Sache::N,cosa,нәмә
333,Sache::N,cosa,әйбер
334,Rand::N,vora,сит
335,Rand::N,marge,сит
336,Kante::N,caire,ҡабырға
337,Kante::N,caire,ян
338,Kante::N,cantell,ҡабырға
339,Kante::N,cantell,ян
340,Ecke::N,cantonada,мөйөш
341,Spitze::N,punta,ос
342,Ende::N,cap,аҙаҡ
343,Loch::N,forāt,тишек
344,Winkel::N,racó,мөйөш
345,Muster::N,dibuix,биҙәк
346,Muster::N,disseny,биҙәк
347,Größe::N,grandària,ҙурлыҡ
348,Länge::N,longitud,оҙонлоҡ
349,Höhe::N,altura,бейеклек
350,Höhe::N,altitud,бейеклек
351,Gewicht::N,pes,үлсәү
352,Menge::N,quantitat,һан
353,Haufen::N,pila,өйөм
354,Reihe::N,fila,рәт
355,Boot::N,bot,кәмә
356,Boot::N,barca,кәмә
357,Ruder::N,rem,ишкәк
358,Schlitten::N,trineu,сана
359,Ski::N,esquí,саңгы
360,Lagerfeuer::N,foc de campament,костер
361,Last::N,càrrega,ауырлыҡ
362,Gang::N,marxa,барыу
363,Schritt::N,pas,аҙым
364,Norden::N,nord,төньяҡ
365,Süden::N,sud,көньяҡ
366,Westen::N,oest,көнбайыш
367,Westen::N,occident,көнбайыш
368,Osten::N,est,көнсығыш
369,Osten::N,orient,көнсығыш
370,Holz::N,fusta,үағас
371,Brett::N,taula,таҡта
372,Platte::N,placa,плита
373,Stütze::N,suport,терәк
374,Stange::N,vara,кәртә
375,Stock::N,pal,таяҡ
376,Stab::N,bastó,ҡолға
377,Rohr::N,tub,торба
378,Haus::N,casa,өй
379,Haus::N,casa,йорт
380,Heim::N,llar,өй
381,Ofen::N,estufa,мейес
382,Fußboden::N,terra,енес
383,Tisch::N,taula,өҫтәл
384,Stuhl::N,cadira,ултырғыс
385,Wiege::N,bressol,бишек
386,Bett::N,llit,карауат
387,Regal::N,prestatgeria,кәштә
388,Kiste::N,caixa,йәшинк
389,Fenster::N,finestra,тәҙрә
390,Tür::N,porta,ишек
391,Tor::N,portal,ҡапҡа
392,Zaun::N,tanca,ҡойма
393,Dach::N,teulada,түбә
394,Dach::N,teulada,ҡыйыҡ
395,Leiter::N,escala,баҫҡыс
396,Leiter::N,escala de mà,баҫҡыс
397,Besen::N,escombra,һепертке
398,Spaten::N,pala,көрәк
399,Schaufel::N,pala,көрәк
400,Gabel::N,forquilla,сәнске
401,Löffel::N,cullera,ҡалаҡ
402,Messer::N,coltell,бысаҡ
403,Nagel::N,clau,сөй
404,Netz::N,filat,ау
405,Haken::N,ganxo,ыргаҡ
406,Griff::N,puny,тотҡа
407,Griff::N,mànec,тотҡа
408,Schloss::N,pany,йоҙаҡ
409,Bild::N,imatge,картина
410,Figur::N,figura,һын
411,Puppe::N,nina,ҡурсаҡ
412,Beutel::N,bossa,тоҡ
413,Bündel::N,feix,төргәк
414,Bündel::N,paquet,төргәк
415,Tasche::N,bossa,сумка
416,Eimer::N,galleda,биҙрә
417,Deckel::N,tapa,ҡапҡас
418,Deckel::N,tapadora,ҡапҡас
419,Geschirr::N,vaixella,һауыт-һаба
420,Sack::N,sac,тоҡ
421,Sack::N,saca,тоҡ
422,Tasse::N,tassa,сынаяҡ
423,Topf::N,pot,кәстрүл
424,Topf::N,olla,кәстрүл
425,Kessel::N,caldera,ҡаҙан
426,Essen::N,àpat,ашау
427,Essen::N,menjada,ашау
428,Nahrung::N,aliment,аҙыҡ
429,Speise::N,plat,аш
430,Fleisch::N,carn,ит
431,Getreide::N,cereals,иген
432,Getreide::N,cereals,ашлыҡ
433,Brei::N,puré,бутҡа
434,Brot::N,pa,икмәк
435,Scheibe::N,tall,телем
436,Scheibe::N,llesca,телем
437,Fett::N,greix,май
438,Butter::N,mantega,май
439,Öl::N,oli,май буяуы
440,Salz::N,sal,тоҙ
441,Suppe::N,sopa,һурпа
442,Honig::N,mel,бал
443,Milch::N,llet,һөт
444,Tee::N,te,сәй
445,Leder::N,cuir,күн
446,Wolle::N,llana,йөн
447,Stoff::N,tela,туҡыма
448,Nadel::N,agulla,энә
449,Faden::N,fil,еп
450,Knopf::N,botó,төймә
451,Knoten::N,nus,төйөн
452,Farbe::N,pintura,буяу
453,Kleidung::N,roba,кейем
454,Kleidung::N,vestits,кейем
455,Hemd::N,camisa,күлдәк
456,Kragen::N,coll,яға
457,Ärmel::N,màniga,ең
458,Hose::N,pantalōns,салбар
459,Gürtel::N,cinturó,ҡайыш
460,Mütze::N,gorra,бүрк
461,Schuh::N,sabata,туфли
462,Stiefel::N,bota,итек
463,Ring::N,anell,йөҙөк
464,Ring::N,anell,балдаҡ
465,Band::N,veta,таҫма
466,Band::N,cinta,таҫма
467,Kamm::N,pinta,тараҡ
468,Spiegel::N,mirāll,көзгө
469,Riemen::N,corretja,ҡайыш
470,Schnur::N,corda,бау
471,Leine::N,corretja,бау
472,Decke::N,manta,одеяд
473,Decke::N,flassada,одеяд
474,Kissen::N,coixí,мендәр
475,Tuch::N,mocador,яулыҡ
476,Handtuch::N,tovallola,таҫтамал
477,Kraft::N,força,көс
478,Stärke::N,vigor,көс
479,Gesundheit::N,salut,һаулыҡ
480,Krankheit::N,malaltia,сир
481,Krankheit::N,malaltia,ауырыу
482,Schmerz::N,dolor,һыҙлау
483,Schmerz::N,dolor,әрнеү
484,Wunde::N,ferida,йәрәхәт
485,Fieber::N,febre,тапма
486,Fieber::N,febre,биҙгәк
487,Arznei::N,medicament,дарыу
488,Brücke::N,pont,күпер
489,Brunnen::N,pou,ҡоҙоҡ
490,Weide::N,pastura,көтөүлек
491,Pfad::N,senda,һуҡмаҡ
492,Pfad::N,sender,һуҡмаҡ
493,Weg::N,camí,юл
494,Straße::N,carretera,урам
495,Dorf::N,poble,ауыл
496,Stadt::N,ciutāt,ҡала
497,Brief::N,carta,хат
498,Buch::N,llibre,китап
499,Buch::N,llibre,кенәгә
500,Buchstabe::N,lletra,хәреф
501,Zeitung::N,diāri,гәзит
502,Leben::N,vida,йәшәү
503,Tod::N,mort,үлем
504,Grab::N,tomba,ҡәбер
505,Kirche::N,església,сиркәү
506,Sünde::N,pecat,гөнаһ
507,Gott::N,déu,алла
508,Gott::N,déu,хоҙай
509,Arbeiter::N,obrer,эшсе
510,Chef::N,cap,башлыҡ
511,Meister::N,mestre,оҫта
512,Arzt::N,metge,врач
513,Lehrer::N,mestre,уҡытыусы
514,Geld::N,dinērs,аҡса
515,Geschäft::N,negoci,эш
516,Laden::N,tenda,магазин
517,Laden::N,botiga,магазин
518,Preis::N,preu,хаҡ
519,Ware::N,mercaderia,тауар
520,Nutzen::N,profit,файҙа
521,Reichtum::N,riquesa,байлыҡ
522,Welt::N,món,донъя
523,Land::N,país,ил
524,Staat::N,estat,дәүләт
525,König::N,rei,король
526,Macht::N,poder,власть
527,Macht::N,potència,власть
528,Grenze::N,frontera,сик
529,Krieg::N,guerra,һуғыш
530,Feind::N,enemic,йылан
531,Gewalt::N,violència,көслөк
532,Kampf::N,lluita,көрәш
533,Bogen[Waffe]::N,arc,йәйә
534,Pfeil::N,fletxa,уҡ
535,Gewehr::N,fusell,мылтыҡ
536,Gewehr::N,escopeta,мылтыҡ
537,Fehler::N,falta,хата
538,Lüge::N,mentida,ялған
539,Schaden::N,dany,зыян
540,Schaden::N,dany,зарар
541,Unglück::N,desgràcia,ҡаза
542,Schuld::N,culpa,ғәйеп
543,Alter::N,edat,йәш
544,Schluss::N,fi,һуң
545,Schluss::N,fi,аҙаҡ
546,Schluss::N,final,һуң
547,Schluss::N,final,аҙаҡ
548,Zeit::N,temps,мәл
549,Zeit::N,temps,заман
550,Tag::N,dia,көн
551,Morgen::N,matí,иртә
552,Morgen::N,matí,иртәнсәк
553,Mittag::N,migdia,төш
554,Abend::N,vespre,кис
555,Nacht::N,nit,төн
556,Woche::N,setmana,аҙна
557,Monat::N,mes,ай
558,Jahr::N,any,йыл
559,Frühling::N,primavera,яҙ
560,Sommer::N,estīu,йәй
561,Herbst::N,tardor,көз
562,Winter::N,hivērn,ҡыш
563,Januar::N,gener,ғинуар
564,Februar::N,febrer,февраль
565,März::N,març,март
566,April::N,abril,апрель
567,Mai::N,maig,май
568,Juni::N,juny,июнь
569,Juli::N,juliol,июль
570,August::N,agost,август
571,September::N,setembre,сентябрь
572,Oktober::N,octubre,октябрь
573,November::N,novembre,ноябрь
574,Dezember::N,desembre,декабрь
575,Montag::N,dilluns,дүшәмбе
576,Dienstag::N,dimarts,шишәмбе
577,Mittwoch::N,dimecres,шаршамбы
578,Donnerstag::N,dijous,кесаҙна
579,Freitag::N,divendres,йома
580,Samstag::N,dissabte,шәмбе
581,Sonntag::N,diumenge,йәкшәмбе
582,groß::A,gros,ҙур
583,klein::A,petīt,бәләкәс
584,lang::A,llarg,оҙон
585,kurz::A,curt,ҡыҫҡа
586,breit::A,ample,киң
587,schmal::A,estret,тар
588,dicht::A,dens,йыш
589,dicht::A,dens,ҡуйы
590,dick[Gegenstand]::A,gruixūt,ҡалын
591,dünn::A,prim,йоҡа
592,dünn::A,prim,нәҙек
593,fein::A,fi,нескә
594,fest::A,ferm,ныҡ
595,fest::A,sòlid,ныҡ
596,flach::A,pla,яҫы
597,flach::A,pla,ялпаҡ
598,glatt::A,llis,шыма
599,hart::A,dur,ҡаты
600,weich::A,tou,йомшаҡ
601,rund::A,rodó,түңәрәк
602,spitz::A,punxegut,осло түбәле
603,scharf::A,agut,үткер
604,stumpf::A,rom,утмәҫ
605,stumpf::A,esmussat,утмәҫ
606,schwer::A,pesāt,ауыр
607,schön::A,bonīc,матур
608,heiß::A,calēnt,эҫе
609,warm::A,càlid,йылы
610,kalt::A,fred,һыуыҡ
611,kühl::A,fresc,һалҡынса
612,frisch::A,fresc,һалҡынса
613,feucht::A,humit,еүеш
614,feucht::A,humit,дымлы
615,nass::A,mullat,еүеш
616,trocken::A,sec,кипкән
617,voll::A,ple,тулы
618,leer::A,buit,буш
619,offen::A,obert,асыҡ
620,geschlossen::A,tancat,ябыҡ
621,sauber::A,net,таҙа
622,schmutzig::A,brut,бысраҡ
623,roh::A,cru,сей
624,reif::A,madur,өлгөрғән
625,lecker::A,deliciós,тәмле
626,süß::A,dolç,тямле
627,süß::A,dolç,тәм-том
628,bitter::A,amarg,әсе
629,sauer::A,agre,әсе
630,hell::A,clar,яҡты
631,dunkel::A,fosc,ҡараңғы
632,schwarz::A,negre,ҡара
633,weiß::A,blanc,аҡ
634,rot::A,vermēll,матур
635,rot::A,vermēll,һылыу
636,rot::A,vermēll,сибәр
637,gelb::A,groc,һары
638,blau::A,blau,күк
639,grün::A,verd,йәшел
640,grau::A,gris,буҙ
641,bunt::A,multicolor,сыбар
642,bunt::A,multicolor,ала-ҡола
643,billig::A,barat,арзан
644,teuer::A,car,ҡыйбатлы
645,wertvoll::A,preciós,ҡиммәтле
646,blind::A,cec,һуҡыр
647,taub::A,sord,һаңғырау
648,kräftig::A,fort,көслө
649,kräftig::A,fort,ҡеүәтле
650,kräftig::A,vigorós,көслө
651,kräftig::A,vigorós,ҡеүәтле
652,stark::A,fort,көслө
653,stark::A,fort,ҡеүәтле
654,schwach::A,feble,көсһөҙ
655,fett::A,gras,һимеҙ
656,schlank::A,esvelt,зифа
657,hübsch::A,maco,матур
658,böse::A,dolent,асыулы
659,dumm::A,ximple,иҫәр
660,dumm::A,estúpid,иҫәр
661,faul::A,gandūl,иренсәк
662,faul::A,mandrós,иренсәк
663,fleißig::A,diligēnt,тырыш
664,geizig::A,avar,һаран
665,klug::A,intel·ligent,аҡыллы
666,geschickt::A,hàbil,оҫта
667,lieb::A,amat,яғымлы
668,lieb::A,estimat,яғымлы
669,lustig::A,alegre,күңелле
670,sanft::A,suau,йыуаш
671,hungrig::A,afamat,ас
672,krank::A,malālt,сирле
673,krank::A,malālt,ауырыу
674,nackt::A,nu,яланғас
675,traurig::A,trist,яманһыу
676,lebendig::A,viu,тере
677,lebendig::A,viu,йәнле
678,gut::A,bo,яҡшы
679,schlecht::A,dolēnt,хөрт
680,schlecht::A,dolēnt,алама
681,richtig::A,just,дөрөҫ
682,richtig::A,correcte,дөрөҫ
683,schlimm::A,greu,хөрт
684,schlimm::A,greu,алама
685,wahr::A,vertader,дөрөҫ
686,wahr::A,veritable,дөрөҫ
687,alt::A,vell,иҫке
688,alt::A,vell,боронғо
689,neu::A,nou,яңы
690,ehemalig::A,antic,элекке
691,alt[Lebewesen]::A,vell,ҡарт
692,jung::A,jove,йәш
693,arm::A,pobre,фәҡир
694,reich::A,ric,бай
695,bekannt::A,conegut,таныш
696,berühmt::A,famós,атаҡлы
697,berühmt::A,famós,данлыҡлы
698,fremd::A,estrany,ят
699,fremd::A,estrany,сит
700,verschieden::A,diferent,төрлө
701,nah::A,pròxim,яҡын
702,fern::A,llunyà,алыҫ
703,fern::A,llunyà,йыраҡ
704,fern::A,distant,алыҫ
705,fern::A,distant,йыраҡ
706,linker::A,esquerre,һул
707,rechter::A,dret,уң
708,anderer::A,altre,бутән
709,erster::A,primer,тәүге
710,zweiter::A,segon,икенсе
711,dritter::A,tercer,өсөнсө
712,letzter::A,últim,һуңғы
713,allein::ADV,sol,бер үҙе
714,allein::ADV,sol,яңғыҙ
715,auf einmal::ADV,d'una vegada,бер юлы
716,zusammen::ADV,junt,бергә
717,lange::ADV,molt de temps,оҙаҡ
718,plötzlich::ADV,de cop,ҡапыл
719,plötzlich::ADV,de sobte,ҡапыл
720,sofort::ADV,de seguida,шунда уҡ
721,später::ADV,més tard,һуңыраҡ
722,jetzt::ADV,ara,хәҙер
723,heute::ADV,avūi,бөгөн
724,morgen::ADV,demà,иртәгә
725,bald::ADV,aviāt,тиҙҙән
726,dann::ADV,després,һуңынан
727,gestern::ADV,ahir,кисә
728,einst::ADV,anteriorment,ҡасандыр
729,einst::ADV,anteriorment,бер баҡыт
730,damals::ADV,llavōrs,ул саҡта
731,damals::ADV,aleshores,ул саҡта
732,danach::ADV,després,һуңынан
733,vorher::ADV,abāns,элек
734,zuerst::ADV,primer,башта
735,einmal::ADV,una vegada,бер
736,manchmal::ADV,de vegades,ҡайһы берҙә
737,oft::ADV,sovint,йыш
738,immer::ADV,sempre,һәр ҡасан
739,niemals::ADV,no ... mai,бер ҡасан да
740,niemals::ADV,no ... mai,бер ваҡытта ла
741,hier::ADV,aquí,бында
742,hierhin::ADV,per aquí,бында
743,von hier::ADV,des d'aquí,бынан
744,von hier::ADV,des d'aquí,ошонан
745,dort::ADV,allí,шунда
746,dort::ADV,allí,тегендә
747,dorthin::ADV,hi,шунда
748,dorthin::ADV,hi,тегеләй
749,geradeaus::ADV,tot dret,тура
750,vorwärts::ADV,endavānt,алға
751,rückwärts::ADV,endarrera,кирегә
752,zurück::ADV,darrere,кирегә
753,unten::ADV,a baix,түбәндә
754,hinab::ADV,cap avall,түбәнгә
755,oben::ADV,dalt,юғарыла
756,hinauf::ADV,cap amunt,юғарыға
757,überall::ADV,pertot,бөтә урында
758,überall::ADV,per tot arreu,бөтә урында
759,nicht::ADV,no,тугел
760,ein wenig::ADV,una mica,аҙ
761,kaum::ADV,a penes,көскә
762,kaum::ADV,a penes,саҡ-саҡ
763,sehr::ADV,molt,ифат
764,so::ADV,així,шулай
765,noch::ADV,encara,йәнә
766,nur::ADV,només,бары
767,schon::ADV,ja,инде
768,wieder::ADV,de nou,тағы
769,vergebens::ADV,en va,бушҡа
770,vor::PRP,davānt,алдында
771,vor::PRP,enfront de,алдында
772,hinter::PRP,darrera,артында
773,unter::PRP,sota,аҫтында
774,durch::PRP,per,үтә
775,neben::PRP,al costāt de,эргәһендә
776,zwischen::PRP,entre,араһында
777,wegen::PRP,a causa de,өсөн
778,wegen::PRP,a causa de,сәбәпле
779,dies::PRN,aquest,был
780,dies::PRN,aquest,ошо
781,das::PRN,això,ул
782,alles::PRN,tot,бөтә
783,ich::PRN,jo,мин
784,du::PRN,tu,һин
785,er::PRN,ell,ул
786,wir::PRN,nosaltres,беҙ
