,Concept_ID,pl,kv
92,Strömung::N,nurt,визывтӧм
93,Tropfen::N,kropla,тёп
94,Schaum::N,piana,быг
95,Schmutz::N,brud,нять
96,See::N,jezioro,ты
97,Sumpf::N,bagno,арай
98,Moor::N,bagno,нюр
99,Wiese::N,łąka,видз
100,Wald::N,las,вӧр
101,Hügel::N,pagórek,мыльк
102,Anhöhe::N,wzgórze,вывтас
103,Anhöhe::N,wzgórze,вылынін
104,Berg::N,góra,керӧс
105,Gipfel::N,szczyt,йыв
106,Gipfel::N,wierzchołek,йыв
107,Höhle::N,pieczara,нора
108,Abhang::N,stok,покат
109,Abhang::N,zbocze,покат
110,Quelle::N,zdrój,больган
111,Quelle::N,źródło,больган
112,Bach::N,potok,шор
113,Bach::N,strumień,шор
114,Fluss::N,rzeka,ю
115,Ufer::N,brzeg,берег
116,Küste::N,wybrzeże,берег
117,Festland::N,ląd,му
118,Meer::N,morze,море
119,Bucht::N,zatoka,курья
120,Insel::N,wyspa,
121,Blume::N,kwiat,цветок
122,Gras::N,trawa,турун
123,Wurzel::N,korzeń,вуж
124,Baum::N,drzewo,пу
125,Stamm::N,pień,мыр
126,Stamm::N,pień,кер
127,Rinde::N,kora,кач
128,Ast::N,gałąź,ув
129,Zweig::N,gałąź,ув
130,Blatt::N,liść,лист
131,Birke::N,brzoza,кыдз
132,Kiefer[Baum]::N,sosna,пожум
133,Weide[Baum]::N,wierzba,бадь
134,Tanne::N,jodła,кӧз
135,Horn::N,róg,сюр
136,Feder::N,pióro,гӧн
137,Fell::N,futro,кучик
138,Flügel::N,skrzydło,борд
139,Klaue::N,szpon,гыж
140,Kralle::N,pazur,кабыр
141,Schwanz::N,ogon,бӧж
142,Ei::N,jajko,кольть
143,Nest::N,gniazdo,поз
144,Bau::N,nora,осьта
145,Bau::N,nora,нора
146,Tier::N,zwierzę,зверь
147,Herde::N,stado,гурт
148,Herde::N,trzoda,гурт
149,Kuh::N,krowa,мӧс
150,Bulle::N,byk,ӧшка
151,Pferd::N,koń,вӧв
152,Schaf::N,owca,баля
153,Schwein::N,świnia,порсь
154,Hund::N,pies,пон
155,Katze::N,kot,кань
156,Katze::N,kotka,кань
157,Bär::N,niedźwiedż,ош
158,Eichhörnchen::N,wiewiórka,ур
159,Elch::N,łóś,вӧр мӧс
160,Fuchs::N,lis,руч
161,Hase::N,zając,кӧч
162,Maus::N,mysz,шыр
163,Wolf::N,wilk,кӧин
164,Vogel::N,ptak,кай
165,Schwarm::N,stado,стая
166,Schwarm::N,stado,чукӧр
167,Huhn::N,kura,курӧг
168,Hahn::N,kogut,петух
169,Hahn::N,kogut,ай курӧг
170,Gans::N,gęś,дзодзог
171,Adler::N,orzeł,куч
172,Adler::N,orzeł,кутш
173,Ente::N,kaczka,утка
174,Eule::N,sowa,тупка
175,Kranich::N,żuraw,тури
176,Krähe::N,wrona,рака
177,Kuckuck::N,kukułka,кӧк
178,Schwan::N,łabędż,юсь
179,Fisch::N,ryba,чери
180,Barsch::N,okoń,ёкыш
181,Hecht::N,szczupak,сирпинь
182,Schlange[Tier]::N,wąż,змей
183,Schlange[Tier]::N,żmija,змей
184,Wurm::N,robak,номыр
185,Spinne::N,pająk,черань
186,Ameise::N,mrówka,кӧдзывкар
187,Laus::N,wesz,ляпа той
188,Mücke::N,komar,ном
189,Fliege::N,mucha,гут
190,Schmetterling::N,motyl,бабыв
191,Beere::N,jagoda,ягӧд
192,Apfel::N,jabłko,яблоко
193,Pilz::N,grzyb,тшак
194,Zwiebel::N,cebula,грез
195,Saat::N,siew,кӧдзыс
196,Korn::N,ziarno,сю
197,Heu::N,siano,турун
198,Schale::N,łupina,кыш
199,Schale::N,łupina,киль
200,Grube::N,dół,яма
201,Grube::N,jama,яма
202,Falle::N,pułapka,нальк
203,Falle::N,pułapka,кляпча
204,Schlinge::N,sidła,лӧч
205,Spur::N,ślad,туй
206,Asche::N,popiół,пӧим
207,Dreck::N,brud,нять
208,Eisen::N,żelazo,кӧрт
209,Gold::N,złoto,зарни
210,Silber::N,srebro,язісь
211,Kohle::N,węgiel,шом
212,Kohle::N,węgiel,уголь
213,Glas::N,szkło,стекло
214,Lehm::N,glina,сёй
215,Sand::N,piasek,лыа
216,Mensch::N,człowiek,морт
217,Mann::N,mężczyzna,мужик
218,Frau::N,kobieta,инька
219,Kind::N,dziecko,кага
220,Junge::N,chłopak,зонка
221,Junge::N,chłopiec,зонка
222,Mädchen::N,dziewczynka,нывкаок
223,Familie::N,rodzina,семья
224,Großvater::N,dziadek,дед
225,Großmutter::N,babka,баб
226,Eltern::N,rodzice,ай-мам
227,Vater::N,ojciec,ай
228,Mutter::N,matka,мам
229,Sohn::N,syn,зон
230,Tochter::N,córka,ныв
231,Bruder::N,brat,вон
232,Schwester::N,siostra,сой
233,Onkel::N,wuj,дядь
234,Onkel::N,stryj,дядь
235,Tante::N,ciotka,айӧлӧн сой
236,Tante::N,ciotka,ичинь
237,Ehemann::N,mąż,жӧник
238,Ehefrau::N,żona,инь
239,Freude::N,radość,гаж
240,Freude::N,radość,радъялӧм
241,Gelächter::N,śmiech,сералӧм
242,Glück::N,szczęście,мичлун
243,Kummer::N,zmartwienie,шог
244,Wunsch::N,życzenie,мӧдӧм
245,Wunsch::N,życzenie,охотитӧм
246,Lust::N,chęć,охота
247,Lust::N,ochota,охота
248,Geist::N,duch,лов
249,Gedanke::N,myśl,дума
250,Gedächtnis::N,pamięć,тӧдвыв
251,Verstand::N,rozum,вежӧр
252,Sinn::N,zmysł,ылӧс
253,Grund::N,powód,мог
254,Wahrheit::N,prawda,правда
255,Gespräch::N,rozmowa,сёрни
256,Märchen::N,bajka,сказка
257,Erzählung::N,opowiadanie,висьт
258,Nachricht::N,wiadomość,юӧр
259,Nachricht::N,wiadomość,висьталӧм
260,Neuigkeit::N,nowina,новость
261,Name::N,imię,ним
262,Rätsel::N,zagadka,загадка
263,Rede::N,mowa,сёрни
264,Sprache::N,język,кыв
265,Stimme::N,głos,голос
266,Wort::N,słowo,кыв
267,Zeichen::N,znak,пас
268,Ruf::N,wołanie,чуксӧм
269,Ruf::N,wołanie,чукӧстӧм
270,Lärm::N,hałas,шум
271,Lärm::N,zgiełk,шум
272,Laut::N,dźwięk,шы
273,Ton::N,ton,гор
274,Ton::N,dźwięk,гор
275,Lied::N,pieśń,сьыланкыв
276,Lied::N,piosenka,сьыланкыв
277,Ruhe::N,spokój,спокой
278,Leute::N,ludzie,йӧз
279,Volk::N,naród,йӧз
280,Volk::N,naród,народ
281,Arbeit::N,praca,удж
282,Arbeit::N,robota,удж
283,Gast::N,gość,гӧсь
284,Geschenk::N,prezent,гӧснеч
285,Geschenk::N,prezent,подарок
286,Geschenk::N,podarunek,гӧснеч
287,Geschenk::N,podarunek,подарок
288,Spiel::N,gra,орсӧм
289,Spiel::N,zabawa,орсӧм
290,Gesellschaft::N,towarzystwo,компания
291,Hilfe::N,pomoc,отсӧт
292,Freund::N,przyjaciel,модз
293,Freund::N,przyjaciel,дружок
294,Kamerad::N,kolega,тӧдса
295,Angelegenheit::N,sprawa,дело
296,Anzahl::N,ilość,лыд
297,Art::N,rodzaj,пӧлӧс
298,Stück::N,kawałek,тор
299,Teil::N,część,юкӧм
300,Hälfte::N,połowa,джын
301,Kreis::N,krąg,круг
302,Kreuz::N,krzyż,перна
303,Linie::N,linia,визь
304,Strich::N,kreska,кырӧв
305,Abstand::N,odstęp,колас
306,Entfernung::N,odległość,ылына
307,Gegend::N,okolica,места
308,Platz::N,miejsce,места
309,Ort::N,miejsce,места
310,Seite::N,bok,ладор
311,Seite::N,strona,ладор
312,Mitte::N,środek,шӧр
313,Gegenstand::N,przedmiot,тор
314,Sache::N,rzecz,тор
315,Rand::N,skraj,дор
316,Rand::N,krawędź,дор
317,Kante::N,kant,ордлы
318,Kante::N,krawędź,ордлы
319,Ecke::N,róg,пельӧс
320,Spitze::N,ostrze,йыв
321,Ende::N,koniec,йыв
322,Loch::N,dziura,осьта
323,Winkel::N,kąt,пельӧс
324,Winkel::N,kącik,пельӧс
325,Muster::N,wzór,сер
326,Größe::N,rozmiar,ыжда
327,Größe::N,wielkość,ыжда
328,Länge::N,długość,кузя
329,Höhe::N,wysokość,сувда
330,Höhe::N,wysokość,вылына
331,Gewicht::N,ciężar,сьӧкта
332,Menge::N,ilość,
333,Haufen::N,kupa,куча
334,Reihe::N,rząd,лёдз
335,Reihe::N,szereg,лёдз
336,Boot::N,łódź,пыж
337,Boot::N,łódka,пыж
338,Ruder::N,wiosło,пелыс
339,Schlitten::N,sanki,додь
340,Ski::N,narta,лямпа
341,Lagerfeuer::N,ognisko,бипур
342,Last::N,ciężar,тягота
343,Last::N,brzemię,тягота
344,Gang::N,chód,мунӧм
345,Schritt::N,krok,вожмӧв
346,Norden::N,północ,ой
347,Süden::N,południe,лун
348,Westen::N,zachód,рытвыв
349,Osten::N,wschód,асыв
350,Holz::N,drzewo,пу
351,Brett::N,deska,пӧв
352,Platte::N,płyta,плита
353,Stütze::N,podpora,пика
354,Stange::N,drąg,зор
355,Stange::N,drąg,потш
356,Stange::N,żerdź,зор
357,Stange::N,żerdź,потш
358,Stock::N,kij,бедь
359,Stock::N,laska,бедь
360,Stab::N,pręt,шест
361,Rohr::N,rura,труба
362,Haus::N,dom,керку
363,Heim::N,dom,керку
364,Ofen::N,piec,пӧжавны
365,Fußboden::N,podłoga,джодж
366,Tisch::N,stół,пызан
367,Stuhl::N,krzesło,стул
368,Wiege::N,kołyska,зыбка
369,Bett::N,łóżko,кровать
370,Bett::N,pościel,кровать
371,Regal::N,regał,джадж
372,Kiste::N,skrzynia,ящик
373,Fenster::N,okno,ӧшын
374,Tür::N,drzwi,ыбӧс
375,Tor::N,brama,ворота
376,Zaun::N,płot,забор
377,Zaun::N,parkan,забор
378,Dach::N,dach,крыша
379,Leiter::N,drabina,лиснич
380,Besen::N,miotła,рос
381,Spaten::N,rydel,зыр
382,Schaufel::N,łopata,зыр
383,Gabel::N,widelec,вила
384,Löffel::N,łyżka,пань
385,Messer::N,nóż,пурт
386,Nagel::N,gwóźdź,кӧрттув
387,Netz::N,sieć,кыйӧт
388,Haken::N,hak,ем
389,Griff::N,chwyt,пу
390,Schloss::N,zamek,замок
391,Bild::N,obraz,картина
392,Figur::N,figura,мыгӧр
393,Puppe::N,lalka,акань
394,Beutel::N,torba,мешӧк
395,Bündel::N,wiązka,нин
396,Tasche::N,torba,сумка
397,Eimer::N,kubeł,ведра
398,Eimer::N,wiadro,ведра
399,Deckel::N,przykrywka,вевт
400,Geschirr::N,statki,доз
401,Geschirr::N,statki,бекӧрпань
402,Geschirr::N,naczynia,доз
403,Geschirr::N,naczynia,бекӧрпань
404,Sack::N,worek,мешӧк
405,Tasse::N,filiżanka,бекӧр
406,Topf::N,garnek,кастрюля
407,Kessel::N,kocioł,пӧрт
408,Essen::N,jedzenie,сёйӧм
409,Nahrung::N,pokarm,вердан
410,Nahrung::N,pożywienie,вердан
411,Speise::N,potrawa,сёян
412,Speise::N,jedzenie,сёян
413,Fleisch::N,mięso,яй
414,Getreide::N,zboże,сю
415,Brei::N,kasza,каша
416,Brot::N,chleb,нянь
417,Scheibe::N,kromka,шӧрӧм
418,Fett::N,tłuszcz,гос
419,Butter::N,masło,ви
420,Öl::N,olej,ви
421,Salz::N,sól,сов
422,Suppe::N,zupa,шыд
423,Honig::N,miód,ма
424,Milch::N,mleko,йӧв
425,Tee::N,herbata,чай
426,Leder::N,skóra,кучик
427,Wolle::N,wełna,гӧн
428,Stoff::N,tkanina,дӧра
429,Stoff::N,materiał,дӧра
430,Nadel::N,igła,ем
431,Faden::N,nić,сунис
432,Faden::N,nitka,сунис
433,Knopf::N,guzik,кизь
434,Knoten::N,węzeł,узӧв
435,Knoten::N,węzeł,гӧрӧд
436,Farbe::N,farba,краска
437,Kleidung::N,odzież,паськӧм
438,Hemd::N,koszula,йӧрнӧс
439,Kragen::N,kołnierz,воротник
440,Ärmel::N,rękaw,сос
441,Hose::N,spodnie,вешьян
442,Gürtel::N,pasek,йи
443,Mütze::N,czapka,шапка
444,Schuh::N,but,ботинки
445,Schuh::N,bucik,ботинки
446,Stiefel::N,but,сапог
447,Stiefel::N,kozak,сапог
448,Ring::N,pierścień,чунькытш
449,Band::N,wstęga,ленточка
450,Kamm::N,grzebień,сынан
451,Spiegel::N,lustro,зеркало
452,Riemen::N,rzemień,ремень
453,Schnur::N,sznur,гез
454,Leine::N,smycz,повод
455,Decke::N,kołdra,одеяло
456,Kissen::N,poduszka,подушка
457,Tuch::N,chustka,чышьян
458,Handtuch::N,ręcznik,чышкӧт
459,Kraft::N,moc,прак
460,Kraft::N,siła,прак
461,Stärke::N,moc,вын
462,Stärke::N,siła,вын
463,Gesundheit::N,zdrowie,здоровье
464,Krankheit::N,choroba,шог
465,Schmerz::N,ból,зубыт
466,Wunde::N,rana,рана
467,Fieber::N,gorączka,лёк тресся
468,Fieber::N,gorączka,кынтан шогӧт
469,Arznei::N,lekarstwo,лекарство
470,Brücke::N,most,пос
471,Brunnen::N,studnia,колодец 
472,Weide::N,pastwisko,пода йирсян
473,Pfad::N,ścieżka,туй
474,Weg::N,droga,туй
475,Straße::N,ulica,туй
476,Dorf::N,wieś,деревня
477,Stadt::N,miasto,город
478,Brief::N,list,гижӧт
479,Buch::N,książka,книга
480,Buchstabe::N,litera,буква
481,Zeitung::N,gazeta,газета
482,Zeitung::N,dziennik,газета
483,Leben::N,życie,олан
484,Tod::N,śmierć,кулӧм
485,Grab::N,grób,гу
486,Kirche::N,kościół,вичку
487,Sünde::N,grzech,грек
488,Gott::N,bóg,ен
489,Arbeiter::N,robotnik,уджалiсь
490,Chef::N,szef,начальник
491,Meister::N,mistrz,мастер
492,Meister::N,majster,мастер
493,Arzt::N,lekarz,врач
494,Lehrer::N,nauczyciel,велӧтісь
495,Geld::N,pieniądze,деньга
496,Geschäft::N,sprawa,удж
497,Geschäft::N,interes,удж
498,Laden::N,sklep,магазин
499,Preis::N,cena,дон
500,Ware::N,towar,товар
501,Nutzen::N,pożytek,путь
502,Reichtum::N,bogactwo,богатство
503,Welt::N,świat,му
504,Land::N,kraj,страна
505,Staat::N,państwo,государство
506,König::N,król,кан
507,Macht::N,władza,власть
508,Grenze::N,granica,граница
509,Krieg::N,wojna,война
510,Feind::N,wróg,враг
511,Gewalt::N,władza,
512,Kampf::N,bój,нярасьӧм
513,Kampf::N,bój,вермасьӧм
514,Kampf::N,walka,нярасьӧм
515,Kampf::N,walka,вермасьӧм
516,Bogen[Waffe]::N,łuk,лук
517,Pfeil::N,strzała,ньӧв
518,Gewehr::N,karabin,ружьё
519,Fehler::N,błąd,ошибка
520,Lüge::N,kłamstwo,ылӧтӧм
521,Lüge::N,kłamstwo,пӧрьялӧм
522,Schaden::N,szkoda,лёк
523,Unglück::N,nieszczęście,пик
524,Unglück::N,nieszczęście,оказзё
525,Schuld::N,wina,вина
526,Alter::N,wiek,
527,Schluss::N,koniec,ком
528,Schluss::N,zakończenie,ком
529,Zeit::N,czas,кад
530,Tag::N,dzień,лун
531,Morgen::N,ranek,асыв
532,Morgen::N,poranek,асыв
533,Mittag::N,południe,луншӧр кад
534,Abend::N,wieczór,рыт
535,Nacht::N,noc,ой
536,Woche::N,tydzień,неделя
537,Monat::N,miesiąc,тӧлicь
538,Jahr::N,rok,год
539,Frühling::N,wiosna,тулыс
540,Sommer::N,lato,гожум
541,Herbst::N,jesień,ар
542,Winter::N,zima,тӧв
543,Januar::N,styczeń,январ
544,Februar::N,luty,февраль
545,März::N,marzec,март
546,April::N,kwiecień,апрель
547,Mai::N,maj,май
548,Juni::N,czerwiec,юнь
549,Juli::N,lipiec,юль
550,August::N,sierpień,август
551,September::N,wrzesień,сентяб
552,Oktober::N,październik,октяб
553,November::N,listopad,нояб
554,Dezember::N,grudzień,декаб
555,Montag::N,poniedziałek,вильлун
556,Dienstag::N,wtorek,мӧдӧдзлун
557,Mittwoch::N,środa,шӧрлун
558,Donnerstag::N,czwartek,нёльӧдзлун
559,Freitag::N,piątek,витӧдзлун
560,Samstag::N,sobota,пывсянлун
561,Sonntag::N,niedziela,кресення
562,groß::A,duży,ыджыт
563,groß::A,wielki,ыджыт
564,klein::A,mały,учӧтик
565,lang::A,długi,кузь
566,kurz::A,krótki,дженыт
567,breit::A,szeroki,ота
568,schmal::A,wąski,векнит
569,dicht::A,gęsty,тшӧк
570,dick[Gegenstand]::A,gruby,кыз
571,dünn::A,cienki,вӧснит
572,fein::A,drobny,вӧснит
573,fest::A,mocny,крепыт
574,fest::A,twardy,крепыт
575,flach::A,płaski,лапкӧса
576,glatt::A,gładki,волькыт
577,hart::A,twardy,чӧрыт
578,weich::A,miękki,небыт
579,rund::A,okrągły,гӧгрӧса
580,spitz::A,spiczasty,ёся
581,scharf::A,ostry,лэчыт
582,stumpf::A,tępy,ныж
583,schwer::A,ciężki,сьӧкыт
584,schön::A,ładny,басӧк
585,schön::A,piękny,басӧк
586,heiß::A,gorący,жар
587,warm::A,ciepły,шоныт
588,kalt::A,zimny,кӧдзыт
589,kühl::A,chłodny,сайкыт
590,frisch::A,świeży,виль
591,feucht::A,wilgotny,вакодь
592,nass::A,mokry,ва
593,trocken::A,suchy,кӧс
594,voll::A,pełny,тыра
595,leer::A,pusty,тыртӧм
596,leer::A,próżny,тыртӧм
597,offen::A,otwarty,оссьӧм
598,geschlossen::A,zamknięty,игана
599,geschlossen::A,zamknięty,пӧдана
600,sauber::A,czysty,сӧдз
601,sauber::A,czysty,сӧстӧм
602,schmutzig::A,brudny,нятьӧсь
603,roh::A,surowy,путӧм
604,reif::A,dojrzały,кисьмалӧм
605,lecker::A,smaczny,кӧра 
606,süß::A,słodki,чӧскыт
607,bitter::A,gorzki,курыт
608,sauer::A,kwaśny,шӧма 
609,hell::A,jasny,югыт
610,dunkel::A,ciemny,пемыт
611,schwarz::A,czarny,сьӧд
612,weiß::A,biały,чочком
613,rot::A,czerwony,гӧрд
614,gelb::A,żółty,веж
615,blau::A,błękitny,лӧз
616,blau::A,niebieski,лӧз
617,grün::A,zielony,веж
618,grau::A,szary,руд
619,grau::A,szary,бусӧй
620,bunt::A,barwny,быдрӧма
621,billig::A,tani,донтӧм
622,teuer::A,drogi,дона
623,wertvoll::A,cenny,дона
624,blind::A,ślepy,синтӧм
625,taub::A,głuchy,пельтӧм
626,kräftig::A,mocny,вына
627,stark::A,silny,вына
628,schwach::A,słaby,некодя
629,fett::A,tłusty,госа
630,schlank::A,smukły,статя
631,hübsch::A,ładny,басӧк
632,böse::A,zły,лёк
633,dumm::A,głupi,бӧбӧв
634,dumm::A,głupi,вежӧртӧм
635,faul::A,leniwy,дыш
636,fleißig::A,pilny,уджалicь
637,geizig::A,skąpy,жикмӧра
638,geizig::A,skąpy,горшаліcь
639,klug::A,mądry,авья
640,klug::A,mądry,вежӧра
641,geschickt::A,zręczny,кипода
642,lieb::A,miły,муса
643,lieb::A,miły,дзулиньӧй
644,lustig::A,wesoły,гажа
645,sanft::A,łagodny,лебезнӧй
646,hungrig::A,głodny,тшыг
647,krank::A,chory,шогалiсь
648,nackt::A,nagi,куш
649,traurig::A,smutny,жугыль
650,lebendig::A,żywy,ловья
651,gut::A,dobry,бур
652,schlecht::A,zły,умӧль
653,richtig::A,słuszny,
654,richtig::A,właściwy,
655,schlimm::A,zły,нештӧм
656,wahr::A,prawdziwy,
657,alt::A,stary,важ
658,neu::A,nowy,виль
659,ehemalig::A,były,вӧвлӧм
660,alt[Lebewesen]::A,stary,года
661,alt[Lebewesen]::A,stary,годдэза
662,jung::A,młody,том
663,arm::A,ubogi,гов
664,arm::A,ubogi,беднӧй
665,arm::A,biedny,гов
666,arm::A,biedny,беднӧй
667,reich::A,bogaty,эма
668,bekannt::A,znany,тӧдса
669,berühmt::A,słynny,
670,fremd::A,obcy,чужӧй
671,fremd::A,cudzy,чужӧй
672,verschieden::A,różny,быдкодь
673,nah::A,bliski,матiсь
674,fern::A,daleki,ылicь
675,linker::A,lewy,шульга
676,rechter::A,prawy,веськытланись
677,anderer::A,inny,мукӧд
678,erster::A,pierwszy,медодзза
679,zweiter::A,drugi,кыкӧт
680,dritter::A,trzeci,куимӧт
681,dritter::A,trzeci,куимӧдз
682,letzter::A,ostatni,бӧрья
683,letzter::A,ostatni,мёдбӧрья
684,allein::ADV,sam,
685,auf einmal::ADV,naraz,тшӧтш
686,zusammen::ADV,razem,ӧтлаын
687,lange::ADV,długo,дыр
688,plötzlich::ADV,nagle,друг
689,sofort::ADV,natychmiast,тшӧтш
690,später::ADV,później,медбӧрын
691,jetzt::ADV,teraz,ӧні
692,jetzt::ADV,obecnie,ӧні
693,heute::ADV,dziś,талун
694,heute::ADV,dzisiaj,талун
695,morgen::ADV,jutro,ашын
696,bald::ADV,wkrótce,чожа
697,dann::ADV,potem,сыбӧрын
698,gestern::ADV,wczoraj,тӧн
699,einst::ADV,kiedyś,ӧтпыр
700,einst::ADV,niegdyś,ӧтпыр
701,damals::ADV,wtedy,сэк
702,damals::ADV,wtedy,сэки
703,damals::ADV,wówczas,сэк
704,damals::ADV,wówczas,сэки
705,danach::ADV,następnie,сэсся
706,vorher::ADV,przedtem,одзжык
707,zuerst::ADV,naprzód,наперво
708,zuerst::ADV,najpierw,наперво
709,einmal::ADV,raz,ӧтпыр
710,manchmal::ADV,czasem,мукӧдпыр
711,oft::ADV,często,-лы-
712,immer::ADV,zawsze,быдпыр
713,immer::ADV,zawsze,быдпырся
714,niemals::ADV,nigdy,некӧр
715,hier::ADV,tu,татӧн
716,hier::ADV,tutaj,татӧн
717,hierhin::ADV,tu,татчӧ
718,von hier::ADV,stąd,тасянь
719,dort::ADV,tam,сэтӧн
720,dorthin::ADV,tam,сэтчин
721,geradeaus::ADV,prosto,веськыта
722,vorwärts::ADV,naprzód,одзӧ
723,rückwärts::ADV,wstecz,бӧр
724,zurück::ADV,z powrotem,бӧр
725,unten::ADV,u dołu,увтын
726,unten::ADV,na dole,увтын
727,hinab::ADV,na_dół,увтас
728,hinab::ADV,w_dół,увтас
729,oben::ADV,w górze,вевдӧрас
730,oben::ADV,na górze,вевдӧрас
731,hinauf::ADV,w górę,вывлань
732,hinauf::ADV,w górę,вывланьӧ
733,hinauf::ADV,na górę,вывлань
734,hinauf::ADV,na górę,вывланьӧ
735,überall::ADV,wszędzie,быдлан
736,nicht::ADV,nie,ог
737,ein wenig::ADV,trochę,-ышт
738,ein wenig::ADV,trochę,невна
739,kaum::ADV,ledwie,ӧдва
740,kaum::ADV,prawie nie,ӧдва
741,sehr::ADV,bardzo,вывтi
742,so::ADV,tak,сiдз
743,noch::ADV,jeszcze,эшӧ
744,nur::ADV,tylko,только
745,schon::ADV,już,ни
746,wieder::ADV,znów,бӧра
747,wieder::ADV,znowu,бӧра
748,vergebens::ADV,na próżno,весись
749,vor::PRP,przed,одзас
750,hinter::PRP,za,бӧрӧ
751,unter::PRP,pod,увтын
752,durch::PRP,przez,пыр
753,neben::PRP,obok,бокам
754,neben::PRP,obok,боксиным
755,zwischen::PRP,między,коласас
756,wegen::PRP,z powodu,понда
757,dies::PRN,to,эта
758,das::PRN,to,сiя
759,alles::PRN,wszystko,быдӧс
760,ich::PRN,ja,ме
761,du::PRN,ty,тэ
762,er::PRN,on,сiя
763,wir::PRN,my,мийӧ
764,ihr::PRN,wy,ті
765,sie::PRN,oni,нія
766,was::FPRN,co,мый
767,wer::FPRN,kto,кин
768,wo::FADV,gdzie,кытӧн
769,wohin::FADV,dokąd,кытчӧ
770,wie::FADV,jak,дзик
771,warum::FADV,dlaczego,мыля
772,warum::FADV,dlaczego,мыйсянь
773,wieviel::FNUM,ile,мымда
774,eins::NUM,jeden,ӧт
775,zwei::NUM,dwa,кык
776,drei::NUM,trzy,куим
777,vier::NUM,cztery,нёль
778,fünf::NUM,pięć,вит
779,sechs::NUM,sześć,квать
780,sieben::NUM,siedem,сизим
781,acht::NUM,osiem,кыкьямыс
782,neun::NUM,dziewięć,ӧкмыс
783,zehn::NUM,dziesięć,дас
784,elf::NUM,jedenaście,дасотік
785,zwölf::NUM,dwanaście,даскык
786,zwanzig::NUM,dwadzieścia,кыкдас
787,dreißig::NUM,trzydzieści,куимдас
788,vierzig::NUM,czterdzieści,нёльдас
789,fünfzig::NUM,pięćdziesiąt,витдас
790,sechzig::NUM,sześćdziesiąt,кватьдас
791,siebzig::NUM,siedemdziesiąt,сизимдас
792,achtzig::NUM,osiemdziesiąt,кыкьямысдас
793,neunzig::NUM,dziewięćdziesiąt,ӧкмысдас
794,hundert::NUM,sto,сто
