,Concept_ID,ps,ab
297,Laut::N,ږغ,ашьҭыбжь
298,Ton::N,اواز,атон
299,Lied::N,غزله,ашəа
300,Lied::N,سندره,ашəа
301,Ruhe::N,ارامي,аҭынчра
302,Leute::N,خلک,ауаа
303,Volk::N,ولس,ажəлар
304,Arbeit::N,کار,аусура
305,Gast::N,مېلمه,асас
306,Geschenk::N,تحفه,аҳамҭа
307,Geschenk::N,تحفه,аҿанҵа
308,Geschenk::N,سوغات,аҳамҭа
309,Geschenk::N,سوغات,аҿанҵа
310,Spiel::N,لوبه,ахəмарра
311,Gesellschaft::N,ډله,агəыҧ
312,Hilfe::N,کومک,ацхыраара
313,Hilfe::N,مرسته,ацхыраара
314,Freund::N,ملګری,аҩыза
315,Kamerad::N,انډيوال,Аҧхнагьла
316,Angelegenheit::N,موضوع,аус
317,Anzahl::N,شمېر,ахыҧхьаӡара
318,Anzahl::N,تعداد,ахыҧхьаӡара
319,Art::N,ډول,ахкы
320,Stück::N,ټوټه,аҽыҭ
321,Teil::N,برخه,ахəҭа
322,Hälfte::N,نیم,абжа
323,Kreis::N,دایره,агьагьа
324,Kreuz::N,صلیب,аџьар
325,Linie::N,خط,аицтәар
326,Linie::N,لیکه,аицтәар
327,Strich::N,کرښه,ацəаҳəа
328,Abstand::N,فاصله,абжьара
329,Entfernung::N,واټن,абжьара
330,Gegend::N,سیمه,аҭыҧ
331,Gegend::N,منطقه,аҭыҧ
332,Platz::N,ځای,аҭыҧ
333,Ort::N,ځای,аҭыҧ
334,Seite::N,مخ,аган
335,Seite::N,اړخ,аган
336,Mitte::N,وسط,агəҭа
337,Mitte::N,مینځ,агəҭа
338,Gegenstand::N,شی,амаҭəар
339,Sache::N,شی,
340,Sache::N,څيز,
341,Rand::N,څنډه,аҵкар
342,Rand::N,کناره,аҵкар
343,Kante::N,اړخ,авардым
344,Ecke::N,ګوټ,акəакь
345,Spitze::N,څوکه,аҧынҵа
346,Ende::N,څوکه,анаӡара
347,Loch::N,سوری,акылҵəара
348,Winkel::N,کنج,агҿаҩра
349,Winkel::N,کنج,акəындхə
350,Winkel::N,کنج,акəакь
351,Winkel::N,کوتی,агҿаҩра
352,Winkel::N,کوتی,акəындхə
353,Winkel::N,کوتی,акəакь
354,Muster::N,نمونه,аҟҟа
355,Größe::N,قد,изаҟароу
356,Größe::N,لويوالی,изаҟароу
357,Länge::N,طول,аура
358,Länge::N,اوږد والی,аура
359,Höhe::N,جګوالی,агылара
360,Gewicht::N,وزن,акапан
361,Menge::N,اندازه,
362,Haufen::N,کوټه,ачаҟəа
363,Reihe::N,صف,ацəаҳəа
364,Reihe::N,کتار,ацəаҳəа
365,Boot::N,قايق,анышь
366,Ruder::N,چپه,ажəҩа
367,Schlitten::N,ښویېدونی,ашəаҩауардын
368,Ski::N,سکي,ашəаҩа
369,Ski::N,سکي,ашьахаха
370,Lagerfeuer::N,اور,еиқуу амца
371,Last::N,بار,ахьанҭара
372,Last::N,پېټی,ахьанҭара
373,Gang::N,تګ,аныҟəара
374,Schritt::N,ګام,ашьаҿа
375,Norden::N,شمال,аҩада
376,Süden::N,سوېل,алада
377,Westen::N,لوېدېځ,амраҭашəара
378,Osten::N,شرق,амрагылара
379,Osten::N,ختیځ,амрагылара
380,Holz::N,لرګی,амҿымаҭəахə
381,Brett::N,تخته,аӷəы
382,Platte::N,تخته,ахаҳәцәы
383,Stütze::N,تکیوان,аҵаргəа
384,Stütze::N,تکیوان,агəышьаҟа
385,Stange::N,ډاګه,акьат
386,Stock::N,لرګی,алаба
387,Stab::N,چيخله,акьат
388,Rohr::N,نل,абыкь
389,Haus::N,کور,аҩны
390,Heim::N,کور,аҭаацəа
391,Ofen::N,تودنۍ,аҳақə
392,Ofen::N,تودنۍ,ауаџьаҟ
393,Ofen::N,تودنۍ,афрына
394,Fußboden::N,غولی,адашьма
395,Tisch::N,مېز,аишәа
396,Stuhl::N,چوکۍ,аҟəардə
397,Wiege::N,زانګو,агара
398,Bett::N,کټ,акаруаҭ
399,Bett::N,چپرکټ,акаруаҭ
400,Regal::N,تاخچۍ,акыӷəра
401,Kiste::N,صندوق,аидчаҧала
402,Fenster::N,کړکۍ,аҧенџьыр
403,Tür::N,دروازه,ашə
404,Tor::N,دروازه,агəашə
405,Zaun::N,کټاره,аанда
406,Dach::N,بام,ахыб
407,Leiter::N,زينه,амардуан
408,Besen::N,جارو,аҧссага
409,Spaten::N,یوم,ажыга
410,Schaufel::N,بېلچه,аҭəарӷəы
411,Gabel::N,پنجه,ачқьыҧ
412,Löffel::N,کاشوغه,амҳаҵə
413,Messer::N,چاقو,аҳəызба
414,Nagel::N,ميخ,аҵəымӷ
415,Netz::N,جال,акаҭа
416,Haken::N,څنګک,аҵəаҳə
417,Griff::N,لاستی,амаа
418,Schloss::N,کلپ,асаҧаҭ
419,Bild::N,رسم,асахьа
420,Figur::N,قدوقامت,афигура
421,Puppe::N,ګوډۍ,акьанџьа
422,Beutel::N,کڅوړه,асакь
423,Bündel::N,دسته,аҿаҳəара
424,Tasche::N,بکس,арҭмаҟ
425,Tasche::N,توبره,арҭмаҟ
426,Eimer::N,سطل,аведра
427,Deckel::N,سرپوښ,ахҩа
428,Geschirr::N,لوښی,ачысмаҭəа
429,Sack::N,جوال,асакь
430,Tasse::N,پیاله,аҵəца
431,Topf::N,دېګی,акаструлиа
432,Kessel::N,دېګ,ачуан
433,Essen::N,خوراک,
434,Nahrung::N,خوراک,афатə
435,Speise::N,خواړه,афатə
436,Fleisch::N,غوښه,акəац
437,Getreide::N,غله,ачакуа
438,Brei::N,اوګره,ақашь
439,Brot::N,ډوډۍ,ача
440,Scheibe::N,مړۍ,аҽыҭ
441,Scheibe::N,مړۍ,аҿаҵа
442,Fett::N,غوړي,ашша
443,Butter::N,کوچ,ахəша
444,Öl::N,تېل,азеҭ
445,Salz::N,مالګه,аџьыка
446,Suppe::N,شوربا,асуҧ
447,Honig::N,شات,ацха
448,Milch::N,شوده,ахш
449,Tee::N,چای,ачаи
450,Leder::N,څرمن,ацəа
451,Wolle::N,پشم,аласа
452,Stoff::N,ټوټه,Аба
453,Nadel::N,ستن,агəыр
454,Faden::N,تار,арахəыц
455,Knopf::N,تڼۍ,аҳəынҵəра
456,Knopf::N,تکمه,аҳəынҵəра
457,Knoten::N,غوټه,аиқəҳəала
458,Farbe::N,رنګ,ашəыга
459,Kleidung::N,کالي,амаҭəа
460,Hemd::N,کميس,акьаҿ
461,Kragen::N,غاړه,ахəда
462,Ärmel::N,لستوڼی,амаӷра
463,Hose::N,پطلون,аиқəа
464,Gürtel::N,کمربند,амаҟа
465,Mütze::N,خولۍ,ахылҧа
466,Schuh::N,بوټ,аимаа
467,Stiefel::N,موزه,амагə
468,Ring::N,ګوته,амацəаз
469,Band::N,فيته,алента
470,Kamm::N,ګمنځ,ахҳəа
471,Spiegel::N,ایینه,асаркьа
472,Spiegel::N,هنداره,асаркьа
473,Riemen::N,تسمه,аа
474,Schnur::N,مزی,ашаха
475,Leine::N,رسۍ,аҕура
476,Decke::N,بړستن,ахыза
477,Kissen::N,بالښت,ахчы
478,Tuch::N,ټیکری,акасы
479,Handtuch::N,دسمال,ампахьшьы
480,Kraft::N,زور,амч
481,Kraft::N,توان,амч
482,Stärke::N,قوت,амч
483,Gesundheit::N,صحت,агəабзиара
484,Gesundheit::N,روغتیا,агəабзиара
485,Krankheit::N,مرض,ачымазара
486,Krankheit::N,ناروغي,ачымазара
487,Schmerz::N,درد,ахьаа
488,Wunde::N,ټپ,ахəра
489,Wunde::N,زخم,ахəра
490,Fieber::N,تبه,ашоура
491,Arznei::N,دوا,ахəшə
492,Arznei::N,دارو,ахəшə
493,Brücke::N,پول,ацҳа
494,Brunnen::N,څاه,аҵыџь
495,Brunnen::N,کوهی,аҵыџь
496,Weide::N,وله,аҳəырҭа
497,Pfad::N,تړه,амхəасҭа
498,Weg::N,لیار,амҩа
499,Straße::N,سړک,амҩа
500,Dorf::N,کلی,ақыҭа
501,Stadt::N,ښار,ақалақь
502,Brief::N,لیک,ашəҟəы
503,Brief::N,مکتوب,ашəҟəы
504,Buch::N,کتاب,ашəҟəы
505,Buchstabe::N,حرف,анбан
506,Buchstabe::N,توری,анбан
507,Zeitung::N,اخبار,агазеҭ
508,Leben::N,ژوند,аҧсҭазаара
509,Tod::N,مرګ,аҧсра
510,Tod::N,مړینه,аҧсра
511,Grab::N,قبر,анышəынҭра
512,Grab::N,ډورۍ,анышəынҭра
513,Kirche::N,کلیسا,ауахəама
514,Sünde::N,ګناه,агəнаҳа
515,Gott::N,خدای,анцəа
516,Arbeiter::N,کاریګر,аусуҩ
517,Chef::N,آمر,Аиҳабы
518,Meister::N,استاد,аҟаза
519,Arzt::N,طبیب,аҳақьым
520,Arzt::N,ډاکټر,аҳақьым
521,Lehrer::N,معلم,арҵаҩы
522,Lehrer::N,ښوونکی,арҵаҩы
523,Geld::N,پیسې,аҧара
524,Geschäft::N,سوداګري,
525,Laden::N,دکان,амагазин
526,Laden::N,مغازه,амагазин
527,Preis::N,بیه,ахə
528,Ware::N,مال,атауар
529,Nutzen::N,ګټه,ақьар
530,Reichtum::N,شتمني,абеиара
531,Welt::N,نړۍ,адунеи
532,Welt::N,دنیا,адунеи
533,Land::N,هېواد,атəыла
534,Staat::N,دولت,аҳəынҭқарра
535,König::N,باچا,акрал
536,König::N,پادشاه,акрал
537,Macht::N,قدرت,амчра
538,Grenze::N,حد,аҳəаа
539,Grenze::N,سرحد,аҳəаа
540,Krieg::N,جګړه,аибашьра
541,Feind::N,دښمن,Аҕа
542,Gewalt::N,زور,ақəымчра
543,Gewalt::N,تشدد,ақəымчра
544,Kampf::N,جنګ,ақəҧара
545,Kampf::N,مبارزه,ақəҧара
546,Bogen[Waffe]::N,لیندۍ,ахыц
547,Pfeil::N,غشی,ахəымпал
548,Gewehr::N,ټوپک,ашəақь
549,Fehler::N,خطا,агха
550,Fehler::N,غلطي,агха
551,Lüge::N,دروغ,амц
552,Schaden::N,زیان,аҧырхага
553,Schaden::N,تاوان,аҧырхага
554,Unglück::N,بدبختي,арыцҳара
555,Schuld::N,ګناه,ахара
556,Alter::N,منګ,ақəра
557,Schluss::N,اخر,анҵəамҭа
558,Zeit::N,وخت,аамта
559,Tag::N,ورځ,амш
560,Morgen::N,سبا,ашара
561,Morgen::N,سبا,ашьыбжь
562,Morgen::N,سهار,ашара
563,Morgen::N,سهار,ашьыбжь
564,Mittag::N,غرمه,шьыбжьон
565,Abend::N,ماښام,ахəылҧаз
566,Abend::N,ماښام,ахəлбыҽха
567,Nacht::N,شپه,аҵх
568,Woche::N,اونۍ,амчыбжь
569,Monat::N,مياشت,
570,Jahr::N,کال,
571,Frühling::N,پسرلی,ааҕын
572,Sommer::N,دوبی,аҧхын
573,Herbst::N,منی,ҭагалан
574,Herbst::N,منی,хкаарачан
575,Herbst::N,خزان,ҭагалан
576,Herbst::N,خزان,хкаарачан
577,Winter::N,ژمی,аӡын
578,Januar::N,جنوري,ианвар
579,Februar::N,فبروري,февраль
580,März::N,مارچ,март
581,April::N,اپریل,апрель
582,Mai::N,مې,маи
583,Juni::N,جون,иуун
584,Juli::N,جولای,иууль
585,August::N,اګست,август
586,September::N,سپټامبر,сентиабр
587,Oktober::N,اکتوبر,октиабр
588,November::N,نومبر,ноиабр
589,Dezember::N,دسمبر,декабр
590,Montag::N,دوشنبه,ашəахьа
591,Dienstag::N,سه شنبه,аҩаша
592,Mittwoch::N,چارشنبه,ахаша
593,Donnerstag::N,پنجشنبه,аҧшьаша
594,Freitag::N,جمعه,ахəаша
595,Samstag::N,خالي,асабша
596,Sonntag::N,یکشنبه,амҽыша
597,groß::A,لوی,аду
598,klein::A,وړوکی,амаҷ
599,lang::A,اوړد,ахəхəа
600,kurz::A,لنډ,акьаҿ
601,breit::A,پراخه,аиужь
602,breit::A,پراخه,аиҵых
603,schmal::A,تنګ,аҭшəа
604,dicht::A,ګڼ,аилач
605,dick[Gegenstand]::A,پنډ,ажəпа
606,dünn::A,نری,
607,fein::A,نازک,апа
608,fein::A,نازک,аҵаӷа
609,fein::A,نازک,аӡа
610,fest::A,کلک,аҟаца
611,fest::A,کلک,аӷəӷəаҟаца
612,fest::A,ټینګ,аҟаца
613,fest::A,ټینګ,аӷəӷəаҟаца
614,flach::A,هوار,ақəаҟьа
615,flach::A,هوار,аҧаҟьа
616,glatt::A,ښوی,аимаҩзы
617,hart::A,کلک,акьакьа
618,weich::A,نرم,атата
619,weich::A,پوست,атата
620,rund::A,ګرد,акəмпыл
621,spitz::A,تېره,аҵар
622,scharf::A,تېز,аҵар
623,scharf::A,تېره,аҵар
624,stumpf::A,پڅ,ацагə
625,schwer::A,دروند,ахьанҭа
626,schön::A,ښکلی,аҧшӡа
627,heiß::A,تود,ашы
628,warm::A,تود,аҧха
629,kalt::A,ېخ,ахьшəашəа
630,kalt::A,سوړ,ахьшəашəа
631,kühl::A,ېخ,ахьшəашəа
632,kühl::A,ېخ,ицәыхьшәашәоу
633,kühl::A,سوړ,ахьшəашəа
634,kühl::A,سوړ,ицәыхьшәашәоу
635,frisch::A,تازه,цқьа
636,feucht::A,مرطوب,ацəаак
637,nass::A,لوند,абааӡа
638,trocken::A,وچ,Аба
639,trocken::A,وچ,аҩа
640,voll::A,ډک,азна
641,leer::A,خالی,аҭацəы
642,offen::A,خلاص,аарта
643,offen::A,پرانیستی,аарта
644,geschlossen::A,تړلی,ихҩоу
645,geschlossen::A,تړلی,иаркыу
646,sauber::A,پاک,ацқьа
647,schmutzig::A,چټل,аҟьашь
648,roh::A,خام,
649,reif::A,پوخ,Арҭ
650,reif::A,پوخ,аҟала
651,reif::A,پوخ,иҟалахьоу
652,reif::A,رسېدلی,Арҭ
653,reif::A,رسېدلی,аҟала
654,reif::A,رسېدلی,иҟалахьоу
655,lecker::A,خوندور,ахаа
656,lecker::A,مزه دار,ахаа
657,süß::A,خوږ,азла
658,süß::A,شیرین,азла
659,bitter::A,تریخ,аша
660,sauer::A,ټاک,аҵəҵəы
661,sauer::A,تريو,аҵəҵəы
662,hell::A,روڼ,алаша
663,hell::A,روښان,алаша
664,dunkel::A,تیاره,алашьца
665,schwarz::A,تور,аиқуаҵәа
666,weiß::A,سپين,ашкəакəа
667,rot::A,سور,аҟаҧшь
668,gelb::A,زېړ,аҩеижь
669,blau::A,شین,аҽҵәа
670,blau::A,اسماني رنګه,аҽҵәа
671,grün::A,زرغون,ашьацҧшҭəала
672,grün::A,زرغون,аеҵəа
673,grau::A,خړ,ацəыш
674,bunt::A,رنګارنګ,Аилыҕраа
675,bunt::A,رنګارنګ,аҕраҷкəын
676,billig::A,ارزان,амариа
677,teuer::A,ګران,амҩан
678,wertvoll::A,قیمتي,кыр иаҕсоу
679,wertvoll::A,قیمتي,акыр иаҕсоу
680,blind::A,ړوند,алашə
681,taub::A,کوڼ,адагəа
682,kräftig::A,قوی,аӷəӷəа
683,stark::A,قوی,абаҟа
684,stark::A,تکړه,абаҟа
685,schwach::A,ضعیف,акəада
686,schwach::A,کمزوری,акəада
687,fett::A,چاغ,аҧсыла
688,schlank::A,خوش اندام,акала
689,schlank::A,خوش اندام,акьалантар
690,schlank::A,خوش اندام,аиҿартə
691,hübsch::A,ښکلی,аҧшӡа
692,hübsch::A,ښایسته,аҧшӡа
693,böse::A,شریر,абааҧсы
694,böse::A,قهرناک,абааҧсы
695,dumm::A,احمق,агаӡа
696,faul::A,لټ,аашьа
697,faul::A,تنبل,аашьа
698,fleißig::A,زحمت کښ,иҟубҷоу
699,geizig::A,بخیل,акы
700,geizig::A,بخیل,акаҷбеи
701,geizig::A,بخیل,аҟəџьыр
702,klug::A,عاقل,аҟəыш
703,klug::A,عاقل,аҟəыӷа
704,klug::A,هوښیار,аҟəыш
705,klug::A,هوښیار,аҟəыӷа
706,geschickt::A,ماهر,напҟазала
707,lieb::A,عزیز,алашара
