,Concept_ID,kv,lbe
276,Lärm::N,шум,чӏу
277,Laut::N,шы,чӏу
278,Ton::N,гор,чӏу
279,Lied::N,сьыланкыв,балай
280,Ruhe::N,спокой,дигьалагру
281,Leute::N,йӧз,инсантал
282,Volk::N,йӧз,ил
283,Volk::N,йӧз,халкь
284,Volk::N,народ,ил
285,Volk::N,народ,халкь
286,Arbeit::N,удж,заву
287,Gast::N,гӧсь,хъамаличу
288,Geschenk::N,гӧснеч,бухчакарши
289,Geschenk::N,гӧснеч,лажинккакку
290,Geschenk::N,подарок,бухчакарши
291,Geschenk::N,подарок,лажинккакку
292,Spiel::N,орсӧм,тӏуркӏу
293,Gesellschaft::N,компания,жямат
294,Gesellschaft::N,компания,ккуран
295,Hilfe::N,отсӧт,кумаг
296,Freund::N,модз,дус
297,Freund::N,дружок,дус
298,Kamerad::N,тӧдса,хӏаласу
299,Angelegenheit::N,дело,иш
300,Anzahl::N,лыд,аьдад
301,Art::N,пӧлӧс,жинс
302,Stück::N,тор,касак
303,Teil::N,юкӧм,бутӏа
304,Hälfte::N,джын,дачӏи
305,Kreis::N,круг,кюрщан
306,Kreuz::N,перна,ххач
307,Linie::N,визь,щва
308,Strich::N,кырӧв,щва
309,Abstand::N,колас,манзил
310,Entfernung::N,ылына,манзил
311,Gegend::N,места,кӏану
312,Platz::N,места,
313,Ort::N,места,кӏану
314,Seite::N,ладор,чул
315,Seite::N,ладор,чулухалу
316,Mitte::N,шӧр,дя
317,Gegenstand::N,тор,зат
318,Sache::N,тор,зат
319,Rand::N,дор,зума
320,Kante::N,ордлы,
321,Ecke::N,пельӧс,мурцӏу
322,Spitze::N,йыв,мицӏ
323,Ende::N,йыв,зума
324,Loch::N,осьта,ккутӏ
325,Winkel::N,пельӧс,мурцӏу
326,Muster::N,сер,накьич
327,Größe::N,ыжда,
328,Länge::N,кузя,лахъишиву
329,Höhe::N,сувда,лахъшиву
330,Höhe::N,вылына,лахъшиву
331,Gewicht::N,сьӧкта,дуццин
332,Gewicht::N,сьӧкта,кӏушиву
333,Haufen::N,куча,бакӏу
334,Reihe::N,лёдз,кьюкьа
335,Boot::N,пыж,луткка
336,Ruder::N,пелыс,весло
337,Ruder::N,пелыс,чӏатӏа
338,Schlitten::N,додь,чана
339,Schlitten::N,додь,санкка
340,Ski::N,лямпа,лижарду
341,Lagerfeuer::N,бипур,къавтӏн
342,Last::N,тягота,гьиву
343,Gang::N,мунӧм,нанаву
344,Schritt::N,вожмӧв,ша
345,Norden::N,ой,ухссав
346,Norden::N,ой,ухссавнил чулухалу
347,Süden::N,лун,кьилва
348,Westen::N,рытвыв,баргълагавал
349,Westen::N,рытвыв,баргълагавал чул
350,Osten::N,асыв,баргъбуккай чулухалу
351,Holz::N,пу,тӏама
352,Brett::N,пӧв,тахта
353,Platte::N,плита,гъуни
354,Stütze::N,пика,гьалакӏу
355,Stange::N,зор,къазихъ
356,Stange::N,потш,къазихъ
357,Stock::N,бедь,ттархь
358,Stab::N,шест,ччантӏакъу
359,Rohr::N,труба,бургъу
360,Haus::N,керку,къатта
361,Heim::N,керку,къатта
362,Ofen::N,пӧжавны,пач
363,Fußboden::N,джодж,чӏанкъатта
364,Tisch::N,пызан,усттул
365,Stuhl::N,стул,кӏану
366,Wiege::N,зыбка,оьрчӏал кӏану
367,Bett::N,кровать,тах
368,Regal::N,джадж,чӏаму
369,Kiste::N,ящик,яшикӏ
370,Kiste::N,ящик,къурши
371,Fenster::N,ӧшын,чӏавахьулу
372,Tür::N,ыбӧс,нуз
373,Tür::N,ыбӧс,нузкьун
374,Tor::N,ворота,къапу
375,Tor::N,ворота,дарваза
376,Zaun::N,забор,дайгьузанну
377,Dach::N,крыша,магъи
378,Dach::N,крыша,цӏиялу
379,Leiter::N,лиснич,чуртту
380,Besen::N,рос,чӏатлу
381,Spaten::N,зыр,бил
382,Schaufel::N,зыр,чӏатӏа
383,Gabel::N,вила,гьиссилу
384,Löffel::N,пань,къуса
385,Messer::N,пурт,чӏила
386,Nagel::N,кӧрттув,мяр
387,Netz::N,кыйӧт,къери
388,Haken::N,ем,къича
389,Griff::N,пу,куяму
390,Schloss::N,замок,кьункьула
391,Bild::N,картина,сурат
392,Figur::N,мыгӧр,
393,Puppe::N,акань,ссихьу
394,Beutel::N,мешӧк,чантай
395,Bündel::N,нин,гьи
396,Bündel::N,нин,къар
397,Tasche::N,сумка,
398,Eimer::N,ведра,бадра
399,Deckel::N,вевт,къапаза
400,Geschirr::N,доз,пюрунчӏул
401,Geschirr::N,доз,тӏахӏникӏичӏу
402,Geschirr::N,бекӧрпань,пюрунчӏул
403,Geschirr::N,бекӧрпань,тӏахӏникӏичӏу
404,Sack::N,мешӧк,къап
405,Sack::N,мешӧк,дарваг
406,Tasse::N,бекӧр,пижан
407,Tasse::N,бекӧр,пинжан
408,Tasse::N,бекӧр,инкираччатӏи
409,Tasse::N,бекӧр,цинцилттал бушкъап
410,Topf::N,кастрюля,кӏункӏур
411,Kessel::N,пӧрт,чаг
412,Kessel::N,пӧрт,кӏункӏур
413,Essen::N,сёйӧм,дукия
414,Essen::N,сёйӧм,дукин
415,Nahrung::N,вердан,дукра
416,Speise::N,сёян,дукра
417,Fleisch::N,яй,дикӏ
418,Getreide::N,сю,къама
419,Brei::N,каша,ккурч
420,Brot::N,нянь,ччатӏ
421,Scheibe::N,шӧрӧм,парча
422,Fett::N,гос,аьгъушиву
423,Butter::N,ви,нагь
424,Butter::N,ви,лагаву
425,Öl::N,ви,
426,Salz::N,сов,цӏву
427,Suppe::N,шыд,накь
428,Honig::N,ма,ницӏ
429,Milch::N,йӧв,накӏ
430,Tee::N,чай,чяй
431,Leder::N,кучик,бурчу
432,Wolle::N,гӧн,ппал
433,Stoff::N,дӧра,янна
434,Nadel::N,ем,ххалаххи
435,Faden::N,сунис,ххал
436,Knopf::N,кизь,банд
437,Knoten::N,узӧв,къурхъ
438,Knoten::N,гӧрӧд,къурхъ
439,Farbe::N,краска,сир
440,Kleidung::N,паськӧм,янна
441,Kleidung::N,паськӧм,лаххия
442,Hemd::N,йӧрнӧс,гьухъа
443,Kragen::N,воротник,дарвач
444,Ärmel::N,сос,кахха
445,Hose::N,вешьян,хӏажак
446,Gürtel::N,йи,мухӏлу
447,Mütze::N,шапка,кьяпа
448,Schuh::N,ботинки,
449,Stiefel::N,сапог,чакма
450,Ring::N,чунькытш,кӏисса
451,Band::N,ленточка,линт
452,Kamm::N,сынан,ттарал
453,Spiegel::N,зеркало,дагьани
454,Riemen::N,ремень,эн
455,Schnur::N,гез,хьхьа
456,Leine::N,повод,
457,Decke::N,одеяло,виргъан
458,Kissen::N,подушка,кӏаралу
459,Tuch::N,чышьян,карщи
460,Handtuch::N,чышкӧт,калихьу
461,Handtuch::N,чышкӧт,лажинлихьу
462,Kraft::N,прак,эллаж
463,Stärke::N,вын,гуж
464,Gesundheit::N,здоровье,цӏуллу-сагъшиву
465,Krankheit::N,шог,къашайшиву
466,Schmerz::N,зубыт,къюву
467,Wunde::N,рана,щаву
468,Fieber::N,лёк тресся,кӏиришиву
469,Fieber::N,кынтан шогӧт,кӏиришиву
470,Arznei::N,лекарство,дару
471,Brücke::N,пос,ламу
472,Brunnen::N,колодец ,къуй
473,Weide::N,пода йирсян,бизантту
474,Pfad::N,туй,жегъир ххуллу
475,Weg::N,туй,ххуллу
476,Straße::N,туй,ххуллу
477,Dorf::N,деревня,щар
478,Dorf::N,деревня,шяравалу
479,Stadt::N,город,шагьру
480,Brief::N,гижӧт,чагъар
481,Buch::N,книга,лу
482,Buchstabe::N,буква,хӏарп
483,Zeitung::N,газета,кказит
484,Leben::N,олан,оьрму
485,Tod::N,кулӧм,ажал
486,Tod::N,кулӧм,бивкӏу
487,Tod::N,кулӧм,ивчӏаву
488,Grab::N,гу,гьав
489,Kirche::N,вичку,килиса
490,Sünde::N,грек,бунагъ
491,Gott::N,ен,зал
492,Arbeiter::N,уджалiсь,зузала
493,Chef::N,начальник,ялувма
494,Meister::N,мастер,усттар
495,Arzt::N,врач,хӏакин
496,Lehrer::N,велӧтісь,учитель
497,Geld::N,деньга,арцу
498,Geschäft::N,удж,даву
499,Laden::N,магазин,ттучан
500,Preis::N,дон,багъа
501,Ware::N,товар,хъус
502,Nutzen::N,путь,хайр
503,Nutzen::N,путь,мюнпат
504,Reichtum::N,богатство,давлат
505,Reichtum::N,богатство,аваданшиву
506,Welt::N,му,дуниял
507,Land::N,страна,билаят
508,Staat::N,государство,паччахӏлугъ
509,König::N,кан,
510,Macht::N,власть,власть
511,Grenze::N,граница,дазу
512,Krieg::N,война,дяъви
513,Feind::N,враг,душман
514,Kampf::N,нярасьӧм,лачӏуи уккаву
515,Kampf::N,вермасьӧм,лачӏуи уккаву
516,Bogen[Waffe]::N,лук,ккуртта
517,Pfeil::N,ньӧв,чӏатӏаракӏ
518,Gewehr::N,ружьё,ттупанг
519,Fehler::N,ошибка,гъалатӏ
520,Lüge::N,ылӧтӧм,щялмахъ
521,Lüge::N,пӧрьялӧм,щялмахъ
522,Schaden::N,лёк,зарал
523,Unglück::N,пик,бала
524,Unglück::N,оказзё,бала
525,Schuld::N,вина,тахсир
526,Schluss::N,ком,ахир
527,Zeit::N,кад,чӏун
528,Tag::N,лун,кьини
529,Morgen::N,асыв,кӏюрх
530,Mittag::N,луншӧр кад,ахттайн
531,Mittag::N,луншӧр кад,дяахттайн
532,Mittag::N,луншӧр кад,ахттайн чӏун
533,Abend::N,рыт,маркӏачӏан
534,Nacht::N,ой,хьхьу
535,Woche::N,неделя,нюжмар
536,Monat::N,тӧлicь,барз
537,Jahr::N,год,шин
538,Frühling::N,тулыс,инт
539,Sommer::N,гожум,гъи
540,Herbst::N,ар,ссут
541,Winter::N,тӧв,кӏи
542,Januar::N,январ,цалчинмур барз
543,Februar::N,февраль,кӏилчинмур барз
544,März::N,март,шамилчинмур барз
545,April::N,апрель,апрель
546,April::N,апрель,мукьилчинмур барз
547,Mai::N,май,май
548,Mai::N,май,ххюлчинмур барз
549,Juni::N,юнь,июнь
550,Juni::N,юнь,ряххилчинмур барз
551,Juli::N,юль,июль
552,Juli::N,юль,Арулчинмур барз
553,August::N,август,мяйлчинмур барз
554,September::N,сентяб,урчӏилчинмур барз
555,Oktober::N,октяб,ацӏилчинмур барз
556,November::N,нояб,ацӏния цалчинмур барз
557,Dezember::N,декаб,ацӏния кӏилчинмур барз
558,Montag::N,вильлун,итин
559,Montag::N,вильлун,итин кьини
560,Dienstag::N,мӧдӧдзлун,тталат
561,Dienstag::N,мӧдӧдзлун,тталат кьини
562,Mittwoch::N,шӧрлун,арвахӏ
563,Donnerstag::N,нёльӧдзлун,хамис
564,Freitag::N,витӧдзлун,нюжмар
565,Freitag::N,витӧдзлун,нюжмар кьини
566,Samstag::N,пывсянлун,ххуллун
567,Samstag::N,пывсянлун,ххуллун кьини
568,Sonntag::N,кресення,алхӏат
569,Sonntag::N,кресення,алхӏат кьини
570,groß::A,ыджыт,бугъарасса
571,klein::A,учӧтик,чӏивисса
572,lang::A,кузь,лахъисса
573,kurz::A,дженыт,кутӏасса
574,breit::A,ота,уттасса
575,schmal::A,векнит,уттакӏюласса
576,dicht::A,тшӧк,ццунсса
577,dick[Gegenstand]::A,кыз,ганзсса
578,dünn::A,вӧснит,кӏюласса
579,fein::A,вӧснит,
580,fest::A,крепыт,цӏакьсса
581,fest::A,крепыт,кьянкьасса
582,flach::A,лапкӧса,баягъисса
583,flach::A,лапкӧса,цӏубакъасса
584,flach::A,лапкӧса,куртӏ дакъасса
585,glatt::A,волькыт,дюрчӏусса
586,hart::A,чӧрыт,кьянкьасса
587,weich::A,небыт,кӏукӏлусса
588,rund::A,гӧгрӧса,ккурккисса
589,spitz::A,ёся,ярксса
590,spitz::A,ёся,дайлсса
591,spitz::A,ёся,мицӏ бусса
592,scharf::A,лэчыт,ярксса
593,scharf::A,лэчыт,дайлсса
594,scharf::A,лэчыт,мицӏ бусса
595,stumpf::A,ныж,къуркъасса
596,schwer::A,сьӧкыт,кӏусса
597,schön::A,басӧк,аьнтӏикӏасса
598,heiß::A,жар,кӏирисса
599,warm::A,шоныт,гъелисса
600,kalt::A,кӧдзыт,дяркъусса
601,kühl::A,сайкыт,дюхлулсса
602,frisch::A,виль,цӏусса
603,feucht::A,вакодь,атилсса
604,feucht::A,вакодь,хъавтусса
605,nass::A,ва,атилсса
606,nass::A,ва,хъавтусса
607,trocken::A,кӧс,кьавкьсса
608,trocken::A,кӧс,кьакьан бувсса
609,voll::A,тыра,бувцӏусса
610,leer::A,тыртӧм,бачӏвасса
611,offen::A,оссьӧм,тӏивтӏусса
612,geschlossen::A,игана,лавкьусса
613,geschlossen::A,пӧдана,лавкьусса
614,sauber::A,сӧдз,марцӏсса
615,sauber::A,сӧстӧм,марцӏсса
616,schmutzig::A,нятьӧсь,чапалсса
617,roh::A,путӧм,шакъавхьсса
618,reif::A,кисьмалӧм,дирсса
619,lecker::A,кӧра ,нахӏусса
620,lecker::A,кӧра ,тӏааьнсса
621,süß::A,чӧскыт,нацӏусса
622,bitter::A,курыт,кьурчӏисса
623,sauer::A,шӧма ,туршсса
624,hell::A,югыт,чаннасса
625,dunkel::A,пемыт,цӏансса
626,schwarz::A,сьӧд,лухӏисса
627,weiß::A,чочком,кӏяласса
628,rot::A,гӧрд,ятӏулсса
629,gelb::A,веж,хъахъисса
630,blau::A,лӧз,някӏсса
631,grün::A,веж,щюлисса
632,grau::A,руд,оьрусса
633,grau::A,бусӧй,оьрусса
634,bunt::A,быдрӧма,оьрчӏикӏурисса
635,billig::A,донтӧм,кьювкьусса
636,teuer::A,дона,ххирасса
637,wertvoll::A,дона,багьасса
638,blind::A,синтӧм,мурчӏисса
639,taub::A,пельтӧм,къюкӏсса
640,kräftig::A,вына,гужсса
641,stark::A,вына,кьянкьасса
642,schwach::A,некодя,заэвсса
643,fett::A,госа,бучсса
644,schlank::A,статя,бювхъусса
645,hübsch::A,басӧк,янусса
646,böse::A,лёк,оьсса
647,dumm::A,бӧбӧв,ахӏмакьсса
648,dumm::A,вежӧртӧм,ахӏмакьсса
649,faul::A,дыш,танмалсса
650,faul::A,дыш,курчӏилсса
651,fleißig::A,уджалicь,хӏарачат бусса
652,geizig::A,жикмӧра,янттарцӏансса
653,geizig::A,горшаліcь,янттарцӏансса
654,klug::A,авья,аькьлу бусса
655,klug::A,вежӧра,аькьлу бусса
656,geschickt::A,кипода,паргалсса
657,lieb::A,муса,аьзизсса
658,lieb::A,дзулиньӧй,аьзизсса
659,lustig::A,гажа,тяхъасса
660,sanft::A,лебезнӧй,иминсса
661,hungrig::A,тшыг,ккашилсса
662,krank::A,шогалiсь,къашавайсса
663,nackt::A,куш,кӏачӏасса
664,traurig::A,жугыль,пашмансса
665,lebendig::A,ловья,уттавасса
666,gut::A,бур,ххуйсса
667,schlecht::A,умӧль,оьккисса
668,schlimm::A,нештӧм,оьккисса
669,alt::A,важ,кугьнасса
670,neu::A,виль,цӏусса
671,ehemalig::A,вӧвлӧм,хъхъичӏвасса
672,alt[Lebewesen]::A,года,агьилсса
673,alt[Lebewesen]::A,годдэза,агьилсса
674,jung::A,том,чӏавасса
675,jung::A,том,жагьилсса
676,arm::A,гов,мискинсса
677,arm::A,беднӧй,мискинсса
678,reich::A,эма,авадансса
679,bekannt::A,тӧдса,дусъсса
680,fremd::A,чужӧй,чил
681,verschieden::A,быдкодь,личӏи-личӏисса
682,nah::A,матiсь,гъансса
683,fern::A,ылicь,архсса
684,linker::A,шульга,кияхсса
685,linker::A,шульга,кюччахсса
686,rechter::A,веськытланись,урчӏахсса
687,anderer::A,мукӧд,цамур
688,erster::A,медодзза,цалчинмур
689,erster::A,медодзза,цалчиннсса
690,zweiter::A,кыкӧт,кӏилчиимур
691,dritter::A,куимӧт,шамулчинмур
692,dritter::A,куимӧдз,шамулчинмур
693,letzter::A,бӧрья,махъва-махъмур
694,letzter::A,мёдбӧрья,махъва-махъмур
695,auf einmal::ADV,тшӧтш,
696,zusammen::ADV,ӧтлаын,цачӏу
697,zusammen::ADV,ӧтлаын,архӏал
698,lange::ADV,дыр,батӏи къабуклай
699,lange::ADV,дыр,хъунмасса хӏаллай
700,plötzlich::ADV,друг,цакуну
701,sofort::ADV,тшӧтш,мугьлат бакъа
702,später::ADV,медбӧрын,махъ
703,jetzt::ADV,ӧні,утти
704,jetzt::ADV,ӧні,цӏана
705,heute::ADV,талун,хӏакьину
706,morgen::ADV,ашын,гьуит
707,morgen::ADV,ашын,гьунттий
708,bald::ADV,чожа,
709,dann::ADV,сыбӧрын,яла
710,gestern::ADV,тӧн,лахьхьу
711,einst::ADV,ӧтпыр,
712,damals::ADV,сэк,та чӏумал
713,damals::ADV,сэки,та чӏумал
714,danach::ADV,сэсся,яла
715,vorher::ADV,одзжык,хьхьнчӏ
716,vorher::ADV,одзжык,хьхьичӏва
717,zuerst::ADV,наперво,бакӏрай
718,zuerst::ADV,наперво,цӏу бутӏуй
719,einmal::ADV,ӧтпыр,цал
720,manchmal::ADV,мукӧдпыр,ваксса-таксса
721,oft::ADV,-лы-,чӏявуну
722,immer::ADV,быдпыр,мудан
723,immer::ADV,быдпыр,даиман
724,immer::ADV,быдпырся,мудан
725,immer::ADV,быдпырся,даиман
726,niemals::ADV,некӧр,тачӏав
727,hier::ADV,татӧн,шикку
728,hierhin::ADV,татчӧ,шиккун
729,von hier::ADV,тасянь,шичча
