,Concept_ID,pl,lt
118,Abhang::N,stok,nuokalnė
119,Abhang::N,zbocze,šlaitas
120,Abhang::N,zbocze,nuokalnė
121,Quelle::N,zdrój,versmė
122,Quelle::N,zdrój,šaltinis
123,Quelle::N,źródło,versmė
124,Quelle::N,źródło,šaltinis
125,Bach::N,potok,upelis
126,Bach::N,strumień,upelis
127,Fluss::N,rzeka,upė
128,Ufer::N,brzeg,krantas
129,Küste::N,wybrzeże,pajūris
130,Festland::N,ląd,sausuma
131,Meer::N,morze,jūra
132,Bucht::N,zatoka,įlanka
133,Bucht::N,zatoka,užutekis
134,Insel::N,wyspa,sala
135,Blume::N,kwiat,gėlė
136,Gras::N,trawa,žolė
137,Wurzel::N,korzeń,šaknis
138,Baum::N,drzewo,medis
139,Stamm::N,pień,kamienas
140,Rinde::N,kora,žievė
141,Ast::N,gałąź,šaka
142,Zweig::N,gałąź,šakelė
143,Blatt::N,liść,lapas
144,Birke::N,brzoza,beržas
145,Kiefer[Baum]::N,sosna,pušis
146,Weide[Baum]::N,wierzba,karklas
147,Tanne::N,jodła,eglė
148,Tanne::N,jodła,kėnis
149,Horn::N,róg,ragas
150,Feder::N,pióro,plunksna
151,Fell::N,futro,kailis
152,Flügel::N,skrzydło,sparnas
153,Klaue::N,szpon,kanopa
154,Kralle::N,pazur,nagas
155,Schwanz::N,ogon,uodega
156,Ei::N,jajko,kiaušinis
157,Nest::N,gniazdo,gūžta
158,Nest::N,gniazdo,lizdas
159,Bau::N,nora,ola
160,Tier::N,zwierzę,gyvūnas
161,Herde::N,stado,banda
162,Herde::N,stado,kaimenė
163,Herde::N,trzoda,banda
164,Herde::N,trzoda,kaimenė
165,Kuh::N,krowa,karvė
166,Bulle::N,byk,bulius
167,Pferd::N,koń,arklys
168,Schaf::N,owca,avis
169,Schwein::N,świnia,kiaulė
170,Hund::N,pies,šuo
171,Katze::N,kot,katė
172,Katze::N,kotka,katė
173,Bär::N,niedźwiedż,lokys
174,Eichhörnchen::N,wiewiórka,voveraitė
175,Elch::N,łóś,briedis
176,Fuchs::N,lis,lapė
177,Hase::N,zając,kiškas
178,Maus::N,mysz,pelė
179,Wolf::N,wilk,vilkas
180,Vogel::N,ptak,paukštis
181,Schwarm::N,stado,spiečius
182,Huhn::N,kura,višta
183,Hahn::N,kogut,gaidys
184,Gans::N,gęś,žąsis
185,Adler::N,orzeł,erelis
186,Ente::N,kaczka,antis
187,Eule::N,sowa,pelėda
188,Kranich::N,żuraw,gervė
189,Krähe::N,wrona,varna
190,Kuckuck::N,kukułka,gegužė
191,Schwan::N,łabędż,gulbė
192,Fisch::N,ryba,žuvis
193,Barsch::N,okoń,ešerys
194,Hecht::N,szczupak,lydeka
195,Schlange[Tier]::N,wąż,gyvatė
196,Schlange[Tier]::N,żmija,gyvatė
197,Wurm::N,robak,kirmėlė
198,Spinne::N,pająk,voras
199,Ameise::N,mrówka,skruzdė
200,Laus::N,wesz,utėlė
201,Mücke::N,komar,uodas
202,Fliege::N,mucha,musė
203,Schmetterling::N,motyl,drugys
204,Schmetterling::N,motyl,peteliškė
205,Beere::N,jagoda,uoga
206,Apfel::N,jabłko,obuolys
207,Pilz::N,grzyb,grybas
208,Zwiebel::N,cebula,svogūnas
209,Saat::N,siew,sėkla
210,Korn::N,ziarno,grūdai
211,Heu::N,siano,šienas
212,Schale::N,łupina,žievelė
213,Grube::N,dół,duobė
214,Grube::N,jama,duobė
215,Falle::N,pułapka,pinklės
216,Falle::N,pułapka,žabangai
217,Schlinge::N,sidła,kilpa
218,Spur::N,ślad,vėžė
219,Spur::N,ślad,pėdos
220,Spur::N,ślad,pėdsakas
221,Asche::N,popiół,pelenai
222,Dreck::N,brud,purvas
223,Eisen::N,żelazo,geležis
224,Gold::N,złoto,auksas
225,Silber::N,srebro,sidabras
226,Kohle::N,węgiel,anglis
227,Glas::N,szkło,stiklas
228,Lehm::N,glina,molis
229,Sand::N,piasek,smėlis
230,Mensch::N,człowiek,žmogus
231,Mann::N,mężczyzna,vyras
232,Mann::N,mężczyzna,vyriškis
233,Frau::N,kobieta,moteris
234,Kind::N,dziecko,vaikas
235,Junge::N,chłopak,vaikinas
236,Junge::N,chłopak,berniukas
237,Junge::N,chłopiec,vaikinas
238,Junge::N,chłopiec,berniukas
239,Mädchen::N,dziewczynka,mergytė
240,Mädchen::N,dziewczynka,mergaitė
241,Familie::N,rodzina,šeima
242,Großvater::N,dziadek,senelis
243,Großmutter::N,babka,senelė
244,Eltern::N,rodzice,tėvai
245,Vater::N,ojciec,tėvas
246,Mutter::N,matka,motina
247,Sohn::N,syn,sūnus
248,Tochter::N,córka,duktė
249,Bruder::N,brat,brolis
250,Schwester::N,siostra,sesuo
251,Onkel::N,wuj,dėdė
252,Onkel::N,stryj,dėdė
253,Tante::N,ciotka,teta
254,Ehemann::N,mąż,vyras
255,Ehefrau::N,żona,žmona
256,Freude::N,radość,džiaugsmas
257,Gelächter::N,śmiech,juokas
258,Glück::N,szczęście,laimė
259,Kummer::N,zmartwienie,vargas
260,Kummer::N,zmartwienie,rūpestis
261,Wunsch::N,życzenie,troškimas
262,Wunsch::N,życzenie,pageidavimas
263,Lust::N,chęć,noras
264,Lust::N,chęć,geidulys
265,Lust::N,ochota,noras
266,Lust::N,ochota,geidulys
267,Geist::N,duch,dvasia
268,Gedanke::N,myśl,mintis
269,Gedächtnis::N,pamięć,atmintis
270,Verstand::N,rozum,protas
271,Sinn::N,zmysł,prasmė
272,Grund::N,powód,priežastis
273,Wahrheit::N,prawda,tiesa
274,Wahrheit::N,prawda,teisybė
275,Gespräch::N,rozmowa,pokalbis
276,Märchen::N,bajka,pasaka
277,Erzählung::N,opowiadanie,apsakymas
278,Erzählung::N,opowiadanie,pasakojimas
279,Nachricht::N,wiadomość,žinia
280,Neuigkeit::N,nowina,naujiena
281,Name::N,imię,vardas
282,Rätsel::N,zagadka,mįslė
283,Rede::N,mowa,kalba
284,Sprache::N,język,kalba
285,Stimme::N,głos,balsas
286,Wort::N,słowo,žodis
287,Zeichen::N,znak,žymė
288,Zeichen::N,znak,ženklas
289,Ruf::N,wołanie,šauksmas
290,Lärm::N,hałas,triukšmas
291,Lärm::N,zgiełk,triukšmas
292,Laut::N,dźwięk,garsas
293,Ton::N,ton,tonas
294,Ton::N,ton,garsas
295,Ton::N,dźwięk,tonas
296,Ton::N,dźwięk,garsas
297,Lied::N,pieśń,daina
298,Lied::N,pieśń,giesmė
299,Lied::N,piosenka,daina
300,Lied::N,piosenka,giesmė
301,Ruhe::N,spokój,ramybė
302,Ruhe::N,spokój,ramumas
303,Leute::N,ludzie,žmonės
304,Volk::N,naród,tauta
305,Arbeit::N,praca,darbas
306,Arbeit::N,praca,triūsas
307,Arbeit::N,robota,darbas
308,Arbeit::N,robota,triūsas
309,Gast::N,gość,svečias
310,Geschenk::N,prezent,dovana
311,Geschenk::N,podarunek,dovana
312,Spiel::N,gra,žaismas
313,Spiel::N,gra,žaidimas
314,Spiel::N,zabawa,žaismas
315,Spiel::N,zabawa,žaidimas
316,Gesellschaft::N,towarzystwo,draugija
317,Gesellschaft::N,towarzystwo,kompanija
318,Hilfe::N,pomoc,pagalba
319,Freund::N,przyjaciel,draugas
320,Freund::N,przyjaciel,bičiulis
321,Kamerad::N,kolega,draugas
322,Angelegenheit::N,sprawa,dalykas
323,Angelegenheit::N,sprawa,reikalas
324,Anzahl::N,ilość,kiekis
325,Anzahl::N,ilość,skaičius
326,Art::N,rodzaj,rūšis
327,Stück::N,kawałek,gabalas
328,Teil::N,część,dalis
329,Hälfte::N,połowa,pusė
330,Kreis::N,krąg,ratas
331,Kreis::N,krąg,apskritis
332,Kreis::N,krąg,apskritimas
333,Kreuz::N,krzyż,kryžius
334,Linie::N,linia,linija
335,Strich::N,kreska,brėžis
336,Strich::N,kreska,brūkšnys
337,Abstand::N,odstęp,atstumas
338,Entfernung::N,odległość,atstumas
339,Gegend::N,okolica,vietovė
340,Platz::N,miejsce,vieta
341,Ort::N,miejsce,vieta
342,Ort::N,miejsce,vietovė
343,Seite::N,bok,pusė
344,Seite::N,bok,šonas
345,Seite::N,strona,pusė
346,Seite::N,strona,šonas
347,Mitte::N,środek,vidurys
348,Gegenstand::N,przedmiot,dalykas
349,Sache::N,rzecz,daiktas
350,Rand::N,skraj,kraštas
351,Rand::N,skraj,pakraštys
352,Rand::N,krawędź,kraštas
353,Rand::N,krawędź,pakraštys
354,Kante::N,kant,kraštas
355,Kante::N,krawędź,kraštas
356,Ecke::N,róg,kertė
357,Ecke::N,róg,kampas
358,Spitze::N,ostrze,priekis
359,Spitze::N,ostrze,priešakys
360,Ende::N,koniec,galas
361,Loch::N,dziura,skylė
362,Winkel::N,kąt,kampas
363,Winkel::N,kąt,kampelis
364,Winkel::N,kącik,kampas
365,Winkel::N,kącik,kampelis
366,Muster::N,wzór,raštas
367,Größe::N,rozmiar,dydis
368,Größe::N,rozmiar,didumas
369,Größe::N,wielkość,dydis
370,Größe::N,wielkość,didumas
371,Länge::N,długość,ilgis
372,Länge::N,długość,ilgumas
373,Höhe::N,wysokość,aukštis
374,Höhe::N,wysokość,aukštuma
375,Gewicht::N,ciężar,svoris
376,Gewicht::N,ciężar,svarstis
377,Menge::N,ilość,kiekis
378,Menge::N,ilość,daugybė
379,Haufen::N,kupa,krūva
380,Haufen::N,kupa,šūsnis
381,Reihe::N,rząd,greta
382,Reihe::N,szereg,greta
383,Boot::N,łódź,valtis
384,Boot::N,łódź,laivelis
385,Boot::N,łódka,valtis
386,Boot::N,łódka,laivelis
387,Ruder::N,wiosło,irklas
388,Schlitten::N,sanki,rogės
389,Schlitten::N,sanki,rogutės
390,Ski::N,narta,slidė
391,Lagerfeuer::N,ognisko,laužas
392,Last::N,ciężar,našta
393,Last::N,ciężar,nešulys
394,Last::N,brzemię,našta
395,Last::N,brzemię,nešulys
396,Gang::N,chód,eisena
397,Schritt::N,krok,žingsnis
398,Norden::N,północ,šiaurė
399,Norden::N,północ,žiemiai
400,Süden::N,południe,pietūs
401,Westen::N,zachód,vakarai
402,Osten::N,wschód,rytai
403,Holz::N,drzewo,mediena
404,Brett::N,deska,lenta
405,Platte::N,płyta,plokštė
406,Stütze::N,podpora,atrama
407,Stütze::N,podpora,atspara
408,Stange::N,drąg,lazda
409,Stange::N,drąg,kartis
410,Stange::N,żerdź,lazda
411,Stange::N,żerdź,kartis
412,Stock::N,kij,lazda
413,Stock::N,laska,lazda
414,Stab::N,pręt,kartis
415,Rohr::N,rura,vamzdis
416,Haus::N,dom,namas
417,Heim::N,dom,namai
418,Ofen::N,piec,krosnis
419,Fußboden::N,podłoga,grindys
420,Tisch::N,stół,stalas
421,Stuhl::N,krzesło,kėdė
422,Wiege::N,kołyska,lopšys
423,Bett::N,łóżko,lova
424,Bett::N,łóżko,patalai
425,Bett::N,pościel,lova
426,Bett::N,pościel,patalai
427,Regal::N,regał,lentyna
428,Kiste::N,skrzynia,dėžė
429,Fenster::N,okno,langas
430,Tür::N,drzwi,durys
431,Tor::N,brama,vartai
432,Zaun::N,płot,tvora
433,Zaun::N,parkan,tvora
434,Dach::N,dach,stogas
435,Leiter::N,drabina,kopėčios
436,Besen::N,miotła,šluota
437,Spaten::N,rydel,lopeta
438,Spaten::N,rydel,kastuvas
439,Schaufel::N,łopata,semtuvas
440,Gabel::N,widelec,šakutė
441,Löffel::N,łyżka,šaukštas
442,Messer::N,nóż,peilis
443,Nagel::N,gwóźdź,vinis
444,Netz::N,sieć,tinklas
445,Haken::N,hak,vagis
446,Haken::N,hak,kablys
447,Griff::N,chwyt,kotas
448,Griff::N,chwyt,rankena
449,Schloss::N,zamek,spyna
450,Schloss::N,zamek,užraktas
451,Bild::N,obraz,paveikslas
452,Figur::N,figura,figūra
453,Puppe::N,lalka,lėlė
454,Beutel::N,torba,krepšys
455,Beutel::N,torba,maišelis
456,Bündel::N,wiązka,ryšulys
457,Tasche::N,torba,krepšelis
458,Eimer::N,kubeł,kibiras
459,Eimer::N,wiadro,kibiras
460,Deckel::N,przykrywka,dangtis
461,Geschirr::N,statki,indai
462,Geschirr::N,naczynia,indai
463,Sack::N,worek,maišas
464,Tasse::N,filiżanka,puodukas
465,Topf::N,garnek,puodas
466,Kessel::N,kocioł,katilas
467,Essen::N,jedzenie,valgis
468,Nahrung::N,pokarm,penas
469,Nahrung::N,pokarm,maistas
470,Nahrung::N,pożywienie,penas
471,Nahrung::N,pożywienie,maistas
472,Speise::N,potrawa,patiekalas
473,Speise::N,jedzenie,patiekalas
474,Fleisch::N,mięso,mėsa
475,Getreide::N,zboże,javai
476,Brei::N,kasza,košė
477,Brot::N,chleb,duona
478,Scheibe::N,kromka,riekė
479,Fett::N,tłuszcz,taukai
480,Fett::N,tłuszcz,riebalai
481,Butter::N,masło,sviestas
482,Öl::N,olej,aliejus
483,Salz::N,sól,druska
484,Suppe::N,zupa,sriuba
485,Honig::N,miód,medus
486,Milch::N,mleko,pienas
487,Tee::N,herbata,arbata
488,Leder::N,skóra,oda
489,Wolle::N,wełna,vilna
490,Stoff::N,tkanina,audeklas
491,Stoff::N,materiał,audeklas
492,Nadel::N,igła,adata
493,Faden::N,nić,gija
494,Faden::N,nić,siūlas
495,Faden::N,nitka,gija
496,Faden::N,nitka,siūlas
497,Knopf::N,guzik,saga
498,Knoten::N,węzeł,mazgas
499,Farbe::N,farba,dažai
500,Kleidung::N,odzież,rūbai
501,Kleidung::N,odzież,drabužiai
502,Hemd::N,koszula,marškiniai
503,Kragen::N,kołnierz,apykaklė
504,Ärmel::N,rękaw,rankovė
505,Hose::N,spodnie,kelnės
506,Gürtel::N,pasek,juosta
507,Gürtel::N,pasek,diržas
508,Mütze::N,czapka,kepurė
509,Schuh::N,but,batas
510,Schuh::N,bucik,batas
511,Stiefel::N,but,auliniai batai
512,Stiefel::N,kozak,auliniai batai
513,Ring::N,pierścień,žiedas
514,Band::N,wstęga,kaspinas
515,Kamm::N,grzebień,šukos
516,Spiegel::N,lustro,veidrodis
517,Riemen::N,rzemień,diržas
518,Schnur::N,sznur,virvė
519,Leine::N,smycz,pavadėlis
520,Decke::N,kołdra,antklodė
521,Kissen::N,poduszka,pagalvė
522,Kissen::N,poduszka,priegalvis
523,Tuch::N,chustka,skarelė
524,Handtuch::N,ręcznik,rankšluostis
525,Kraft::N,moc,jėga
526,Kraft::N,siła,jėga
527,Stärke::N,moc,stiprumas
528,Stärke::N,siła,stiprumas
529,Gesundheit::N,zdrowie,sveikata
530,Krankheit::N,choroba,liga
531,Schmerz::N,ból,skausmas
532,Wunde::N,rana,žaizda
533,Fieber::N,gorączka,karštis
534,Arznei::N,lekarstwo,vaistas
535,Brücke::N,most,tiltas
536,Brunnen::N,studnia,šulinys
537,Weide::N,pastwisko,ganykla
538,Weide::N,pastwisko,gluosnis
539,Pfad::N,ścieżka,takas
540,Weg::N,droga,kelias
541,Straße::N,ulica,gatvė
542,Dorf::N,wieś,kaimas
543,Dorf::N,wieś,sodžius
544,Stadt::N,miasto,miestas
545,Brief::N,list,laiškas
546,Buch::N,książka,knyga
547,Buchstabe::N,litera,raidė
548,Zeitung::N,gazeta,laikraštis
549,Zeitung::N,dziennik,laikraštis
550,Leben::N,życie,gyvybė
551,Leben::N,życie,gyvenimas
552,Tod::N,śmierć,mirtis
553,Grab::N,grób,kapas
554,Kirche::N,kościół,bažnyčia
555,Sünde::N,grzech,nuodėmė
556,Sünde::N,grzech,nusidėjimas
557,Gott::N,bóg,dievas
558,Arbeiter::N,robotnik,darbininkas
559,Chef::N,szef,šefas
560,Chef::N,szef,vadovas
561,Chef::N,szef,viršininkas
562,Meister::N,mistrz,meistras
563,Meister::N,majster,meistras
564,Arzt::N,lekarz,gydytojas
565,Lehrer::N,nauczyciel,mokytojas
566,Geld::N,pieniądze,pinigai
567,Geschäft::N,sprawa,biznis
568,Geschäft::N,interes,biznis
569,Laden::N,sklep,krautuvė
570,Laden::N,sklep,parduotuvė
571,Preis::N,cena,kaina
572,Ware::N,towar,prekė
573,Nutzen::N,pożytek,nauda
574,Nutzen::N,pożytek,pelnas
575,Reichtum::N,bogactwo,turtas
576,Welt::N,świat,pasaulis
577,Land::N,kraj,žemė
578,Land::N,kraj,šalis
579,Staat::N,państwo,valstija
580,König::N,król,karalius
581,Macht::N,władza,galia
582,Macht::N,władza,valdžia
583,Grenze::N,granica,riba
584,Grenze::N,granica,siena
585,Krieg::N,wojna,karas
586,Feind::N,wróg,priešas
587,Gewalt::N,władza,jėga
588,Gewalt::N,władza,smurtas
589,Gewalt::N,władza,prievarta
590,Kampf::N,bój,kova
591,Kampf::N,walka,kova
592,Bogen[Waffe]::N,łuk,lankas
593,Pfeil::N,strzała,strėlė
594,Gewehr::N,karabin,šautuvas
595,Fehler::N,błąd,klaida
596,Lüge::N,kłamstwo,melas
597,Schaden::N,szkoda,nuostolis
598,Schaden::N,szkoda,apgadinimas
599,Unglück::N,nieszczęście,nelaimė
600,Schuld::N,wina,kaltė
601,Alter::N,wiek,amžius
602,Schluss::N,koniec,pabaiga
603,Schluss::N,zakończenie,pabaiga
604,Zeit::N,czas,laikas
605,Tag::N,dzień,diena
606,Morgen::N,ranek,rytas
607,Morgen::N,poranek,rytas
608,Mittag::N,południe,vidurdienis
609,Abend::N,wieczór,vakaras
610,Nacht::N,noc,naktis
611,Woche::N,tydzień,savaitė
612,Monat::N,miesiąc,mėnuo
613,Jahr::N,rok,metai
614,Frühling::N,wiosna,pavasaris
615,Sommer::N,lato,vasara
616,Herbst::N,jesień,ruduo
617,Winter::N,zima,žiema
618,Januar::N,styczeń,sausis
619,Februar::N,luty,vasaris
620,März::N,marzec,kovas
621,April::N,kwiecień,balandis
622,Mai::N,maj,gegužė
623,Juni::N,czerwiec,birželis
624,Juli::N,lipiec,liepa
625,August::N,sierpień,rugpjūtis
626,September::N,wrzesień,rugsėjis
627,Oktober::N,październik,spalis
628,November::N,listopad,lapkritis
629,Dezember::N,grudzień,gruodis
630,Montag::N,poniedziałek,pirmadienis
631,Dienstag::N,wtorek,antradienis
632,Mittwoch::N,środa,trečiadienis
633,Donnerstag::N,czwartek,ketvirtadienis
634,Freitag::N,piątek,penktadienis
635,Samstag::N,sobota,šeštadienis
636,Sonntag::N,niedziela,sekmadienis
637,groß::A,duży,didis
638,groß::A,duży,didelis
639,groß::A,wielki,didis
640,groß::A,wielki,didelis
641,klein::A,mały,mažas
642,lang::A,długi,ilgas
643,kurz::A,krótki,trumpas
644,breit::A,szeroki,platus
645,schmal::A,wąski,smulkus
646,dicht::A,gęsty,tankus
647,dick[Gegenstand]::A,gruby,storas
648,dünn::A,cienki,plonas
649,fein::A,drobny,smulkus
650,fest::A,mocny,kietas
651,fest::A,mocny,tvirtas
652,fest::A,twardy,kietas
653,fest::A,twardy,tvirtas
654,flach::A,płaski,lėkštas
655,flach::A,płaski,plokščias
656,glatt::A,gładki,slidus
657,hart::A,twardy,kietas
658,weich::A,miękki,minkštas
659,rund::A,okrągły,apvalus
660,rund::A,okrągły,apskritas
661,spitz::A,spiczasty,aštrus
662,spitz::A,spiczasty,smailus
663,scharf::A,ostry,aštrus
664,stumpf::A,tępy,bukas
665,stumpf::A,tępy,atšipęs
666,schwer::A,ciężki,sunkus
667,schön::A,ładny,gražus
668,schön::A,piękny,gražus
669,heiß::A,gorący,karštas
670,warm::A,ciepły,šiltas
671,kalt::A,zimny,šaltas
672,kühl::A,chłodny,vėsus
673,kühl::A,chłodny,bejausmis
674,frisch::A,świeży,šviežias
675,feucht::A,wilgotny,drėgnas
676,nass::A,mokry,šlapias
677,trocken::A,suchy,sausas
678,voll::A,pełny,pilnas
679,leer::A,pusty,tuščias
680,leer::A,próżny,tuščias
681,offen::A,otwarty,atviras
682,geschlossen::A,zamknięty,uždaras
683,geschlossen::A,zamknięty,uždarytas
684,sauber::A,czysty,švarus
685,schmutzig::A,brudny,nešvarus
686,schmutzig::A,brudny,purvinas
687,roh::A,surowy,žalias
688,reif::A,dojrzały,prinokęs
689,reif::A,dojrzały,pribrendęs
690,lecker::A,smaczny,gardus
691,süß::A,słodki,saldus
692,bitter::A,gorzki,kartus
693,sauer::A,kwaśny,gižus
694,sauer::A,kwaśny,rūgštus
695,hell::A,jasny,šviesus
696,hell::A,jasny,skaistus
697,dunkel::A,ciemny,tamsus
698,schwarz::A,czarny,juodas
699,weiß::A,biały,baltas
700,rot::A,czerwony,raudonas
701,gelb::A,żółty,geltonas
702,blau::A,błękitny,mėlynas
703,blau::A,niebieski,mėlynas
704,grün::A,zielony,žalias
705,grau::A,szary,pilkas
706,bunt::A,barwny,margas
707,bunt::A,barwny,spalvotas
708,billig::A,tani,pigus
709,teuer::A,drogi,brangus
710,wertvoll::A,cenny,vertingas
711,blind::A,ślepy,aklas
712,taub::A,głuchy,kurčias
713,kräftig::A,mocny,stiprus
714,stark::A,silny,stiprus
715,schwach::A,słaby,silpnas
716,fett::A,tłusty,riebus
717,schlank::A,smukły,laibas
718,schlank::A,smukły,lieknas
719,hübsch::A,ładny,gražus
720,böse::A,zły,blogas
721,dumm::A,głupi,paikas
722,dumm::A,głupi,kvailas
723,faul::A,leniwy,tingus
724,fleißig::A,pilny,stropus
725,fleißig::A,pilny,kruopštus
726,geizig::A,skąpy,šykštus
727,klug::A,mądry,sumanus
728,klug::A,mądry,protingas
729,geschickt::A,zręczny,apsukrus
730,lieb::A,miły,mielas
731,lustig::A,wesoły,smagus
732,lustig::A,wesoły,linksmas
733,sanft::A,łagodny,švelnus
734,sanft::A,łagodny,minkštas
735,hungrig::A,głodny,alkanas
736,krank::A,chory,ligotas
737,krank::A,chory,sergantis
738,nackt::A,nagi,nuogas
739,traurig::A,smutny,liūdnas
740,lebendig::A,żywy,gyvas
741,gut::A,dobry,geras
742,schlecht::A,zły,blogas
743,schlecht::A,zły,prastas
744,richtig::A,słuszny,tikras
745,richtig::A,słuszny,teisingas
746,richtig::A,właściwy,tikras
747,richtig::A,właściwy,teisingas
748,schlimm::A,zły,blogas
749,schlimm::A,zły,prastas
750,wahr::A,prawdziwy,tikras
751,alt::A,stary,senas
752,neu::A,nowy,naujas
753,ehemalig::A,były,buvęs
754,alt[Lebewesen]::A,stary,pagyvenęs
755,jung::A,młody,jaunas
756,arm::A,ubogi,neturtingas
757,arm::A,biedny,neturtingas
758,reich::A,bogaty,turtingas
759,bekannt::A,znany,žinomas
760,bekannt::A,znany,pažįstamas
761,berühmt::A,słynny,žymus
762,berühmt::A,słynny,garsus
763,fremd::A,obcy,svetimas
764,fremd::A,cudzy,svetimas
765,verschieden::A,różny,įvairus
766,nah::A,bliski,artimas
767,fern::A,daleki,tolimas
768,linker::A,lewy,kairys
769,rechter::A,prawy,dešinys
770,anderer::A,inny,kitas
771,erster::A,pierwszy,pirmas
772,zweiter::A,drugi,antras
773,dritter::A,trzeci,trečias
774,letzter::A,ostatni,paskutinis
775,allein::ADV,sam,vienas
776,auf einmal::ADV,naraz,iš karto
777,zusammen::ADV,razem,kartu
778,zusammen::ADV,razem,drauge
779,lange::ADV,długo,ilgai
780,plötzlich::ADV,nagle,staiga
781,sofort::ADV,natychmiast,tuojau
782,später::ADV,później,vėliau
783,später::ADV,później,paskiau
784,jetzt::ADV,teraz,dabãr
785,jetzt::ADV,obecnie,dabãr
786,heute::ADV,dziś,šiandien
787,heute::ADV,dzisiaj,šiandien
788,morgen::ADV,jutro,rytoj
789,bald::ADV,wkrótce,greitai
790,bald::ADV,wkrótce,netrukus
791,dann::ADV,potem,po to
792,gestern::ADV,wczoraj,vakar
793,einst::ADV,kiedyś,kadaise
794,einst::ADV,kiedyś,kitą kartą
