,Concept_ID,bn,mdf
127,Ast::N,শাখা,морга
128,Zweig::N,ডাল,тарад
129,Blatt::N,পর্ণ,лопа
130,Birke::N,ভুর্জ,ке́лу
131,Kiefer[Baum]::N,পাইন গাছ,пиче
132,Weide[Baum]::N,উইলো,каль
133,Tanne::N,দেবদারূ গাছ,куз
134,Horn::N,শিং,сюра
135,Feder::N,পালক,толга
136,Fell::N,রোম,кедь
137,Flügel::N,ডানা,паця
138,Klaue::N,নখর,кенже
139,Kralle::N,নখর,кенже
140,Schwanz::N,লেজ,пула
141,Ei::N,ডিম,ал
142,Nest::N,কুলায়,пиза
143,Bau::N,ডেরা,пиза
144,Tier::N,জন্তু,жува́та
145,Herde::N,ঝাঁক,нал
146,Herde::N,ঝাঁক,стада
147,Kuh::N,গোরু,скал
148,Kuh::N,গোরু,тракс
149,Bulle::N,বৃষ,бука
150,Pferd::N,ঘোড়া,лишме
151,Schaf::N,ভেড়া,уча́
152,Schwein::N,শূকর,тува
153,Hund::N,কুকুর,пине
154,Katze::N,বেড়াল,катоня
155,Katze::N,বেড়াল,аваката
156,Bär::N,ভল্লুক,офта
157,Eichhörnchen::N,কাঠবিড়াল,ур
158,Elch::N,হরিণবিশেষ,ся́рда
159,Fuchs::N,পাঁতিশিয়াল,келазь
160,Hase::N,শশক,ну́мол
161,Maus::N,নেংটি ইঁদুর,шеер
162,Wolf::N,নেকড়ে,върьгаз
163,Vogel::N,পক্ষী,нармонь
164,Schwarm::N,ঝাঁক,ко́вол
165,Schwarm::N,ঝাঁক,ме́швеле
166,Huhn::N,মোরগ,сараз
167,Hahn::N,কুক্কুট,а́тякш
168,Gans::N,হংসী,маци
169,Adler::N,ইগল,куцькан
170,Ente::N,হংসী,яксярга
171,Eule::N,পেচক,ко́рож
172,Kranich::N,সারস,ка́рга
173,Krähe::N,কাক,ва́рси
174,Kuckuck::N,কোকিল,ку́ку
175,Schwan::N,মরাল,ло́ксти
176,Fisch::N,মাছ,кал
177,Barsch::N,মৎন্যবিশেষ,о́кунь
178,Hecht::N,বানমাছ,щу́ка
179,Schlange[Tier]::N,সর্প,куй
180,Wurm::N,কীট,сукс
181,Spinne::N,মাকড়সা,унжа́
182,Ameise::N,পিপীলিকা,панжам
183,Laus::N,উকুন,си
184,Mücke::N,মশা,ся́ське
185,Fliege::N,মাছি,кару
186,Schmetterling::N,প্রজাপতি,ме́лав
187,Beere::N,বেরি,и́мож
188,Apfel::N,আপেল,марь
189,Pilz::N,ছত্রক,панга
190,Zwiebel::N,পিয়াজ,шурьхкя́
191,Saat::N,বীজ,видьмот
192,Korn::N,শস্য,сёра
193,Heu::N,খড়,тише
194,Schale::N,খোসা,кедь
195,Grube::N,গর্ত,лотка
196,Falle::N,ফাঁদ,туфкс
197,Falle::N,ফাঁদ,кунда́ма
198,Schlinge::N,পাশ,килькш
199,Spur::N,চিহ্ন,пильгоки́
200,Asche::N,ভস্ম,кулу
201,Dreck::N,ময়লা,ърда́з
202,Eisen::N,লোহা,кшни
203,Gold::N,স্বর্ণ,ока
204,Gold::N,স্বর্ণ,золота
205,Silber::N,রৌপ্য,сия́
206,Kohle::N,অঙ্গার,седь
207,Kohle::N,অঙ্গার,седьвальмя
208,Glas::N,কাচ,кля́нцек
209,Lehm::N,মৃত্তিকা,сёвонь
210,Sand::N,বালি,шува́р
211,Mensch::N,নর,ломань
212,Mensch::N,মানুষ,ломань
213,Mann::N,মানুষ,аля
214,Mann::N,মানুষ,цёраломань
215,Frau::N,নারী,ава
216,Kind::N,বাচ্চা,идь
217,Kind::N,বাচ্চা,шаба
218,Junge::N,ছেলে,цёраня
219,Mädchen::N,মেয়ে,стирня́
220,Familie::N,পরিবার,тнал
221,Familie::N,পরিবার,семья
222,Großvater::N,মাতামহ,атя
223,Großvater::N,মাতামহ,щя́тя
224,Großmutter::N,মাতামহী,баба
225,Eltern::N,মাতাপিতা,тя́дят-а́лят
226,Vater::N,পিতা,аля
227,Mutter::N,মাতা,ава
228,Mutter::N,মাতা,тядя
229,Sohn::N,ছেলে,цёра
230,Tochter::N,মেয়ে,стирь
231,Bruder::N,দাদা,дуган
232,Bruder::N,দাদা,пяльне
233,Schwester::N,বোন,ака
234,Schwester::N,বোন,сазор
235,Schwester::N,দিদি,ака
236,Schwester::N,দিদি,сазор
237,Onkel::N,মামা,оця
238,Onkel::N,মামা,патя
239,Onkel::N,মামা,щеня́
240,Tante::N,মাসী,ака
241,Tante::N,মাসী,щака
242,Ehemann::N,স্বামী,мирде
243,Ehefrau::N,পত্নী,ърьвя́
244,Freude::N,উল্লাস,ке́нярдема
245,Gelächter::N,হাসি,рахсема
246,Glück::N,সুখ,паваз
247,Kummer::N,দুঃখ,ризф
248,Kummer::N,দুঃখ,пичефкс
249,Wunsch::N,আকাঙ্ক্ষা,мяль
250,Wunsch::N,আকাঙ্ক্ষা,таколдома
251,Lust::N,বাসনা,таколдома
252,Geist::N,আত্না,вайме
253,Gedanke::N,চিন্তা,мяль
254,Gedächtnis::N,স্মরণশক্তি,прявий
255,Verstand::N,মন,прявий
256,Sinn::N,পদার্থ,ён
257,Grund::N,কারণ,туфта́л
258,Wahrheit::N,সত্য,ви́де
259,Wahrheit::N,সত্য,видеши́
260,Gespräch::N,কথাবার্তা,корхтама
261,Märchen::N,রূপকথা,ёфкс
262,Erzählung::N,গল্প,азкс
263,Nachricht::N,তথ্য,куля́
264,Neuigkeit::N,খবরাখবর,куля́
265,Name::N,নাম,лем
266,Rätsel::N,ধাঁধা,со́дама ёфкс
267,Rede::N,বক্তৃতা,вал
268,Rede::N,বক্তৃতা,корхтама
269,Sprache::N,ভাষা,кяль
270,Stimme::N,স্বর,вайгяль
271,Wort::N,শব্দ,вал
272,Zeichen::N,প্রতীক,тя́ште
273,Zeichen::N,প্রতীক,тя́штькс
274,Ruf::N,ডাক,тердема
275,Lärm::N,হৈচৈ,гайф
276,Lärm::N,হৈচৈ,жалакодома
277,Laut::N,ধ্বনি,вайгяль
278,Ton::N,স্বর,вайгяль
279,Lied::N,গান,мора
280,Ruhe::N,শান্তি,сетьме
281,Leute::N,প্রজাপুঞ্জ,ломатть
282,Volk::N,জাতি,наро́д
283,Arbeit::N,চাকরি,тев
284,Gast::N,অতিথি,и́нжи
285,Gast::N,অতিথি,ко́нак
286,Geschenk::N,উপহার,казне
287,Spiel::N,খেলা,налхкома
288,Spiel::N,খেলা,налхксема
289,Gesellschaft::N,সঙ্গিগণ,кружок
290,Hilfe::N,সাহায্য,лездома
291,Freund::N,বন্ধু,я́лга
292,Kamerad::N,সঙ্গী,я́лга
293,Angelegenheit::N,বিষয়,тев
294,Anzahl::N,পরিমাণ,лувкс
295,Art::N,রকম,вид
296,Stück::N,টুকরো,пакш
297,Teil::N,অংশ,часть
298,Teil::N,অংশ,пялькс
299,Hälfte::N,অর্ধেক,пяле
300,Kreis::N,বৃত্ত,шаркс
301,Kreuz::N,ক্রুশ,крёз
302,Linie::N,রেখা,межа
303,Linie::N,রেখা,китькс
304,Strich::N,কষি,межа
305,Abstand::N,ফাঁক,ётка
306,Entfernung::N,ব্যবধান,ётка
307,Gegend::N,ক্ষেত্র,ва́ста
308,Gegend::N,ক্ষেত্র,перьфпя́ль
309,Platz::N,জায়গা,ва́ста
310,Ort::N,স্থান,ва́ста
311,Seite::N,পার্শ্ব,пяле
312,Mitte::N,মধ্য,кучка́
313,Gegenstand::N,জিনিস,веща
314,Sache::N,বস্তু,тев
315,Sache::N,বস্তু,веща
316,Rand::N,কানা,пе
317,Kante::N,ধার,и́рдез
318,Ecke::N,কোণ,ужа
319,Spitze::N,ডগা,пря
320,Ende::N,প্রান্ত,пе
321,Loch::N,গর্ত,варя
322,Winkel::N,কোণ,ужа
323,Muster::N,নমুন্,сёрма
324,Größe::N,আয়তন,серь
325,Länge::N,দৈর্ঘ্য,кува́лма
326,Höhe::N,উচ্চতা,серь
327,Gewicht::N,ওজন,сталма
328,Menge::N,পরিমাণ,лувкс
329,Haufen::N,পুঞ্জ,мар
330,Reihe::N,শ্রেণী,ряд
331,Boot::N,নৌকা,венеж
332,Ruder::N,দাঁড়,миле
333,Schlitten::N,স্নেজ্-গাড়ি,ну́рда
334,Ski::N,শী,сокс
335,Lagerfeuer::N,অগ্নি,то́лмар
336,Last::N,বোঝা,канкс
337,Last::N,বোঝা,сталма
338,Gang::N,হণ্টন,молема
339,Schritt::N,পদ,аськолкс
340,Norden::N,উত্তরদিক্,якшама шире
341,Süden::N,দক্ষিণদিক,ля́мбе ши́ре
342,Westen::N,পশ্চিমদিক্,ши валгома шире
343,Osten::N,পূর্বদিক,шинь стяма шире
344,Holz::N,কাঠ,вирь
345,Holz::N,কাঠ,шуфта
346,Brett::N,তক্তা,лавця
347,Platte::N,ফলক,плита́
348,Stütze::N,নাগদণ্ড,неже
349,Stange::N,দণ্ড,олга
350,Stock::N,ছড়ি,байдек
351,Stab::N,যষ্টি,олгоня
352,Rohr::N,নল,турама
353,Haus::N,ঘর,куд
354,Heim::N,বাসা,куд
355,Ofen::N,স্টোভ্,пянакуд
356,Fußboden::N,গহতল,кия́кс
357,Tisch::N,মেজ,шра
358,Tisch::N,মেজ,моркш
359,Tisch::N,টেবিল,шра
360,Tisch::N,টেবিল,моркш
361,Stuhl::N,চেয়ার,стул
362,Stuhl::N,কেদারা,стул
363,Wiege::N,দোলনা,нюря́м
364,Bett::N,শয্যা,ацам
365,Regal::N,তাক,лавцяланга
366,Kiste::N,বাক্স,парга
367,Fenster::N,জানালা,валмья
368,Tür::N,দ্বার,кенкш
369,Tor::N,দ্বার,ортат
370,Zaun::N,বেড়া,перяфкс
371,Dach::N,ছাদ,кудпря
372,Leiter::N,মই,куцема
373,Besen::N,গুল্মবিশেষ,тяльме
374,Spaten::N,কোদাল,ка́йме
375,Schaufel::N,বেলচা,ко́поня
376,Schaufel::N,বেলচা,ця́рдом
377,Gabel::N,কাঁটা,ця́нгоня
378,Löffel::N,চামচ,куцю
379,Messer::N,ছুরি,пеель
380,Nagel::N,পেরেক,эска
381,Netz::N,জাল,
382,Haken::N,কাচি,кя́чказ
383,Griff::N,হাতল,недь
384,Griff::N,হাতল,кунда́мка
385,Schloss::N,তালা,замо́к
386,Bild::N,ছবি,карти́на
387,Bild::N,চিত্র,карти́на
388,Figur::N,আকার,ронга-понда
389,Puppe::N,পুতুল,ня́ка
390,Beutel::N,বটুয়া,кяскав
391,Bündel::N,আঁটি,кярьме
392,Tasche::N,থলি,кошяльня
393,Eimer::N,বাল্তি,ве́дарка
394,Deckel::N,আবরণ,тавадкс
395,Deckel::N,আবরণ,вельхкс
396,Geschirr::N,থালা-বাসন,кядьге
397,Sack::N,বস্তা,кяскав
398,Tasse::N,কাপ,ша́ваня
399,Topf::N,পাত্র,кавозь
400,Kessel::N,কেটলি,сргавозь
401,Essen::N,আহার,ярхцама
402,Nahrung::N,খাদ্য,ярхцампяль
403,Speise::N,খাদ্য,ярхцама
404,Fleisch::N,মাংস,пал
405,Fleisch::N,মাংস,сиволь
406,Getreide::N,শস্য,сёра
407,Brei::N,মণ্ড,ям
408,Brot::N,রুটি,кши
409,Scheibe::N,ফালি,кочам
410,Fett::N,মেদ,куя́
411,Butter::N,মাখন,вай
412,Öl::N,তৈল,вай
413,Salz::N,নুন,сал
414,Suppe::N,শুরুয়া,шонгарям
415,Suppe::N,শুরুয়া,коршампяль
416,Honig::N,মধু,медь
417,Milch::N,দুধ,лофца
418,Tee::N,চা,чай
419,Leder::N,পাকা চামড়া,кедь
420,Wolle::N,পশম,пона
421,Stoff::N,বস্ত্র,котф
422,Nadel::N,সুচ,салмокс
423,Faden::N,সূত্র,сюре
424,Knopf::N,বোতাম,пуня
425,Knoten::N,গিঁট,сюлма
426,Farbe::N,রং,архтомбяль
427,Kleidung::N,কাপড়,щам
428,Hemd::N,শার্ট,па́нар
429,Kragen::N,গলবন্ধ,сиве
430,Ärmel::N,আস্তিন্,ожа
431,Hose::N,ট্রাউজার,понкст
432,Gürtel::N,কটিবন্ধ,каркс
433,Mütze::N,টুপি,вазь
434,Schuh::N,জুতো,башма́к
435,Stiefel::N,বুট,кя́ме
436,Ring::N,আংটি,суркс
437,Band::N,ফিতা,керькс
438,Band::N,ফিতা,лента
439,Kamm::N,চিরুনি,сюрьхцем
440,Spiegel::N,আয়না,ванома
441,Riemen::N,চাবুক,шнань каркс
442,Schnur::N,দড়ি,пикс
443,Schnur::N,দড়ি,карькскя
444,Leine::N,শিকল,вядьме
445,Decke::N,কম্বল,вельхкс
446,Kissen::N,উপাধান,тоду
447,Tuch::N,বস্ত্র,руця́
448,Handtuch::N,তোয়ালে,на́рдама
449,Kraft::N,জোর,вий
450,Stärke::N,শক্তি,вииши
451,Gesundheit::N,স্বাস্থ্য,шумбраши́
452,Krankheit::N,অসুখ,урма́
453,Krankheit::N,অসুখ,сярядема
454,Krankheit::N,ব্যামো,урма́
455,Krankheit::N,ব্যামো,сярядема
456,Schmerz::N,যন্ত্রণা,маряма
457,Wunde::N,ক্ষত,керф
458,Fieber::N,জ্বর,маштыкс
459,Arznei::N,ঔষধ,надо́бья
460,Arznei::N,ঔষধ,пъчка́фтома
461,Brücke::N,সেতু,седь
462,Brunnen::N,কূপ,эши
463,Weide::N,পশুচারণভূমি,ванома васта
464,Pfad::N,পথ,ян
465,Pfad::N,পথ,киня́
466,Weg::N,পথ,ки
467,Straße::N,রাস্তা,ки
468,Dorf::N,গ্রাম,веле
469,Stadt::N,শহর,ош
470,Brief::N,চিঠি,сёрма
471,Buch::N,বই,книга
472,Buchstabe::N,অক্ষর,бу́ква
473,Zeitung::N,সংবাদপত্র,газе́та
474,Leben::N,জীবন,эряф
475,Leben::N,জীবন,эряма
476,Tod::N,মৃত্যু,кулома́
477,Grab::N,কবর,калма
478,Kirche::N,গির্জা,це́рькав
479,Sünde::N,পাপ,пежеть
480,Sünde::N,পাপ,муворкс
481,Gott::N,দেবতা,шкай
482,Arbeiter::N,শ্রমিক,трудендай
483,Arbeiter::N,শ্রমিক,работник
484,Chef::N,নেতা,азор
485,Chef::N,নেতা,оцюня
486,Meister::N,ব্যক্তি,мастяр
487,Arzt::N,চিকিৎসক,врач
488,Arzt::N,চিকিৎসক,доктор
489,Lehrer::N,অধ্যাপক,учи́тель
490,Geld::N,মুদ্রা,ярмакт
491,Geld::N,টাকাপয়সা,ярмакт
492,Geschäft::N,ব্যস্ততা,ладяфкс
493,Geschäft::N,ব্যস্ততা,ладяф тев
494,Laden::N,দোকান,ла́вка
495,Preis::N,মূল্য,питне
496,Ware::N,পণ্যদ্রব্য,миф
497,Ware::N,পণ্যদ্রব্য,ра́маф
498,Nutzen::N,সুবিধা,пара
499,Nutzen::N,সুবিধা,лезкс
500,Reichtum::N,ধনদৌলত,ко́зяши
501,Welt::N,জগৎ,свет
502,Land::N,খেত,мастор
503,Staat::N,রাষ্ট্র,государства
504,König::N,রাজা,король
505,Macht::N,প্রভাব,азорондама
506,Macht::N,প্রভাব,азорксши
507,Grenze::N,সীমা,ёткаян
508,Krieg::N,যুদ্ধ,война́
509,Feind::N,শত্রু,душман
510,Feind::N,শত্রু,каршек тюри
511,Gewalt::N,জোর,наругама
512,Kampf::N,লড়াই,тюрема́
513,Bogen[Waffe]::N,ধনুক,нал
514,Pfeil::N,বাণ,нал
515,Gewehr::N,বন্দুক,винто́вка
516,Fehler::N,ভুল,эльбядькс
517,Lüge::N,মিথ্যা,васькафнема
518,Schaden::N,ক্ষতি,зия́н
519,Unglück::N,দুর্ভাগ্য,зия́н
520,Schuld::N,অপরাধ,муворши
521,Alter::N,আয়ু,эряф кизот
522,Alter::N,আয়ু,эряфонь пинге
523,Schluss::N,শেষ,пе
524,Zeit::N,সময়,пинге
525,Tag::N,দিন,ши
526,Morgen::N,সকাল,шобдава
527,Mittag::N,মধ্যাহু,шикучка
528,Abend::N,সন্ধ্যা,иля́дь
529,Nacht::N,রাত্রি,ве
530,Woche::N,সপ্তাহ,недя́ля
531,Monat::N,মাস,ков
532,Jahr::N,সৌরবর্ষ,киза
533,Frühling::N,বসন্তকাল,тунда́
534,Sommer::N,গ্রীষ্মকাল,киза
535,Herbst::N,শরংঋতু,сёксе
536,Winter::N,শীতকাল,тяла
537,Januar::N,জানুয়ারী,кельмеков
538,Februar::N,ফেব্রুয়ারী,уфайков
539,März::N,মার্চ,марайков
540,April::N,এপ্রিল,шудиков
541,Mai::N,মে,панжиков
542,Juni::N,জুন,лямбеков
543,Juli::N,জুলাই,псиков
544,August::N,অগাস্ট,сёроньков
545,September::N,সেপ্টেম্বর,тюжягов
546,Oktober::N,অক্টোবর,кельмазаков
547,November::N,নভেম্বর,эйндамков
548,Dezember::N,ডিসেম্বর,кучкаков
549,Montag::N,সোমবার,одговши
550,Dienstag::N,মঙ্গলবার,ша́вши
551,Mittwoch::N,বুধবার,вержи
552,Donnerstag::N,বৃহম্পতিবার,шува́ланя
553,Freitag::N,শুক্রবার,пя́денця
554,Samstag::N,শনিবার,ёткши
555,Sonntag::N,রবিবার,таргоши
556,groß::A,বৃহৎ,оцю
557,klein::A,ছোট,ёмла
558,lang::A,দীর্ঘ,кува́ка
559,kurz::A,খর্ব,нюрьхкя́ня
560,kurz::A,হ্রস্ব,нюрьхкя́ня
561,breit::A,চওড়া,кели
562,schmal::A,সরু,тяйня
563,dicht::A,ঘন,сиде
564,dicht::A,ঘন,туста
565,dick[Gegenstand]::A,পুরু,эчке
566,dünn::A,কৃশ,шува́ня
567,fein::A,সূক্ষ্ম,шува́ня
568,fest::A,দৃঢ়,кеме
569,flach::A,সমতল,лапш
570,glatt::A,মসৃণ,вадяв
571,glatt::A,মসৃণ,такор
572,hart::A,শক্ত,калгода
573,weich::A,নরম,ляпе
574,rund::A,গোলাকার,кру́глай
575,spitz::A,তীক্ষ্ন,ботаз
576,spitz::A,তীক্ষ্ন,оржа
577,scharf::A,শাণিত,оржа
578,stumpf::A,ভোঁতা,ношка
579,schwer::A,ভারী,стака
580,schön::A,সুন্দর,мазы
581,heiß::A,গরম,пси
582,warm::A,ঈষদুষ্ণ,лямбе
583,kalt::A,ঠাণ্ডা,кельме
584,kühl::A,শীতল,эше
585,frisch::A,তাজা,свежай
586,feucht::A,ভিজা,летьке
587,nass::A,ভিজা,начка
588,trocken::A,শুষ্ক,коське
589,voll::A,পূর্ণ,пяшксе
590,leer::A,খালি,шава
591,offen::A,খোলা,панжада
592,offen::A,খোলা,виде
593,geschlossen::A,বন্ধ,пякстаф
594,geschlossen::A,বন্ধ,сёлгф
595,sauber::A,নির্মল,ару
596,schmutzig::A,নোংরা,рда́зу
597,schmutzig::A,নোংরা,пя́ндра
598,roh::A,কাঁচা,верок
599,reif::A,পাকা,ке́нерьф
600,lecker::A,সুস্বাদ,танцти
601,süß::A,মিষ্ট,ламбама
602,bitter::A,তিক্ত,сяпи
603,sauer::A,টক,шапама
604,hell::A,উজ্জ্বল,валда
605,dunkel::A,অন্ধকারময়,шобда
606,schwarz::A,কালো,равжа
607,weiß::A,সাদা,акша
608,rot::A,লাল,якстерь
609,gelb::A,হলদে,тюжя́
610,blau::A,নীল,сенем
611,grün::A,সবুজ,пиже
612,grün::A,সবুজ,сянгяря
613,grau::A,ছাই-রঙা,уле
614,bunt::A,রঙিন,сёрмав
615,billig::A,সস্তা,у́цез
616,billig::A,সস্তা,аф пи́тни
617,teuer::A,আক্রা,пи́тни
618,wertvoll::A,মহার্ঘ,питни
619,blind::A,কানা,сокор
620,taub::A,বধির,пярав
621,kräftig::A,বিশাল,пяк вии
622,stark::A,শক্তিশালী,вии
623,schwach::A,দুর্বল,лафча
624,fett::A,মোটা,куя́
625,schlank::A,কৃশ,виде ронга
626,hübsch::A,সুন্দর,мазы
627,böse::A,খারাপ,кяжи
628,dumm::A,মূর্খ,аф ёню
629,dumm::A,মূর্খ,шава пря
630,faul::A,শ্রমবিমুখ,нола
631,fleißig::A,পরিশ্রমী,ку́лхцонды
632,geizig::A,ব্যয়কুণ্ঠ,кирьжя
633,geizig::A,ব্যয়কুণ্ঠ,жаднай
634,klug::A,দক্ষ,ёню
635,klug::A,দক্ষ,пря́ви
636,geschickt::A,পটু,маштозь тиф
637,lieb::A,প্রেয়,цебярь
638,lustig::A,প্রফুল্ল,ра́хси
639,sanft::A,নম্র,сетьме
640,hungrig::A,ক্ষুধার্ত,вача
641,hungrig::A,ক্ষুধার্ত,вачеда
642,krank::A,অসুস্থ,сяряди
643,nackt::A,উলঙ্গ,штада
644,nackt::A,উলঙ্গ,кърхтапа
645,traurig::A,দুঃখিত,ла́жнай
646,lebendig::A,জীবিত,эряй
647,gut::A,ভালো,пара
648,gut::A,ভালো,цебярь
649,schlecht::A,মন্দ,кальдяв
650,richtig::A,ঠিক,виде
651,schlimm::A,কদর্য,кальдяв
652,wahr::A,বাস্তব,афкуксонь
653,alt::A,পুরাতন,ташта
654,neu::A,নব,од
655,neu::A,নূতন,од
656,ehemalig::A,পূর্বকালীন,и́нгольдень
657,alt[Lebewesen]::A,বৃদ্ধ,сире
658,jung::A,তরুণ,од
659,arm::A,ক্ষুদ্র,а́шу
660,reich::A,ধনবান্,козя
661,bekannt::A,সুপরিচিত,содаф
662,berühmt::A,বিখ্যাত,содавикс
663,fremd::A,বিদেশি,лия
664,fremd::A,বিদেশি,аф содаф
665,verschieden::A,বিসদৃশ,аф фкя ла́цонь
666,nah::A,নিকটবতী,мала
667,nah::A,নিকটবতী,аф ичкоздень
668,fern::A,দুরবতী,и́чкоздень
669,fern::A,দুরবতী,куна́рдонь
670,linker::A,বাম,кержи
671,rechter::A,ডান,види
672,rechter::A,ডাইন,види
673,anderer::A,অন্যতর,лия
674,erster::A,প্রথম,васенце
675,zweiter::A,দ্বিতীয়,омбоце
676,dritter::A,তৃতীয়,колмоце
677,letzter::A,সর্বশেষ,ме́кольце
678,allein::ADV,একক,ськамонза
679,auf einmal::ADV,জলদি,вихцок
680,zusammen::ADV,একসঙ্গে,марс
681,zusammen::ADV,একসঙ্গে,ма́рса
682,lange::ADV,লম্বা,кува́тьс
683,plötzlich::ADV,হঠাৎ,а́пак учт
684,sofort::ADV,মুহ্ণর্তমধ্যে,тяникиге
685,später::ADV,পশ্চাতে,ме́ле
686,jetzt::ADV,এখন,тяни
687,heute::ADV,আজ,тячи
688,morgen::ADV,আগামিকাল,ва́нды
689,bald::ADV,অস্পকালমধ্যে,курок
690,dann::ADV,তখন,меле
691,dann::ADV,তখন,сяда меле
692,gestern::ADV,গতকাল,ися́к
693,einst::ADV,একবার মাত্র,весть
694,einst::ADV,একবার মাত্র,мзя́рда-бди
695,damals::ADV,তখন,эста
696,danach::ADV,পরে,меле
697,vorher::ADV,আগে,инголи
