,Concept_ID,de,tt
795,zunehmen::V,zunehmen,ишәю
796,steigen::V,steigen,үсү
797,wachsen::V,wachsen,үсү
798,glänzen::V,glänzen,ялкылдау
799,funkeln::V,funkeln,ялтырау
800,lärmen::V,lärmen,шаулау
801,läuten::V,läuten,шалтырату
802,klingeln::V,klingeln,шалтырату
803,klirren::V,klirren,чылтырау
804,brausen::V,brausen,давыллау
805,brausen::V,brausen,дулау
806,rauschen::V,rauschen,кыштырдау
807,klingen::V,klingen,ишетелү
808,bellen::V,bellen,өрү
809,heulen::V,heulen,улау
810,blasen::V,blasen,өрү
811,pfeifen::V,pfeifen,сызгырту
812,schreien::V,schreien,кычкыру
813,stöhnen::V,stöhnen,ыңгырашу
814,zittern::V,zittern,калтырау
815,zittern::V,zittern,калтырану
816,leben::V,leben,яшәү
817,leben::V,leben,гомер итү
818,geboren werden::V,geboren werden,туу
819,atmen::V,atmen,сулау
820,trinken::V,trinken,эчү
821,essen::V,essen,ашау
822,schlucken::V,schlucken,йоту
823,müde werden::V,müde werden,ялыгу
824,müde werden::V,müde werden,йөгенү
825,einschlafen::V,einschlafen,йокыга китү
826,schlafen::V,schlafen,йоклау
827,aufwachen::V,aufwachen,уяну
828,aufstehen::V,aufstehen,тору
829,sich erholen::V,sich erholen,ял алу
830,sich erholen::V,sich erholen,истирахәт итү
831,krank werden::V,krank werden,чирләү
832,krank sein::V,krank sein,чирләү
833,schmerzen::V,schmerzen,авырту
834,husten::V,husten,ютәлләү
835,genesen::V,genesen,савыгу
836,genesen::V,genesen,сәламәтләнү
837,sterben::V,sterben,үлү
838,sterben::V,sterben,дөнья кую
839,sterben::V,sterben,вафат булу
840,umkommen::V,umkommen,үлү
841,sich bewegen::V,sich bewegen,йөрү
842,sich rühren::V,sich rühren,кыймылдау
843,sich erheben::V,sich erheben,басу
844,sich setzen::V,sich setzen,утыру
845,hinfallen::V,hinfallen,егылу
846,laufen::V,laufen,җәяүләү
847,schreiten::V,schreiten,атлау
848,spazierengehen::V,spazierengehen,йөрү
849,spazierengehen::V,spazierengehen,йөргенү
850,eilen::V,eilen,ашыгу
851,sich beeilen::V,sich beeilen,ашыгу
852,sich beeilen::V,sich beeilen,кызулау
853,sausen::V,sausen,җилдерү
854,rennen::V,rennen,йөгерү
855,springen::V,springen,сикерү
856,klettern::V,klettern,үрмәләү
857,schaukeln::V,schaukeln,атыну
858,kriechen::V,kriechen,шуышу
859,kriechen::V,kriechen,үрмәләү
860,schwimmen::V,schwimmen,йөзү
861,tauchen::V,tauchen,чуму
862,rudern::V,rudern,ишү
863,fahren::V,fahren,бару
864,fliegen::V,fliegen,очу
865,gehen::V,gehen,йөрү
866,weggehen::V,weggehen,китү
867,abfahren::V,abfahren,кузгалу
868,anhalten::V,anhalten,тукталу
869,hineingehen::V,hineingehen,инү
870,eintreten::V,eintreten,инү
871,kommen::V,kommen,килү
872,ankommen::V,ankommen,бару
873,zurückkommen::V,zurückkommen,кире кайту
874,bleiben::V,bleiben,калу
875,warten::V,warten,көтү
876,erwarten::V,erwarten,көтү
877,suchen::V,suchen,эзләү
878,finden::V,finden,табу
879,versuchen::V,versuchen,маташу
880,vorbereiten::V,vorbereiten,хәзерләү
881,lieben::V,lieben,сөю
882,lieben::V,lieben,ярату
883,mögen::V,mögen,өнәү
884,lachen::V,lachen,көлү
885,rühren::V,rühren,дулкынландыру
886,weinen::V,weinen,елау
887,schimpfen::V,schimpfen,сүгү
888,schimpfen::V,schimpfen,сүгенү
889,sich ärgern::V,sich ärgern,ачулану
890,sich fürchten::V,sich fürchten,курку
891,fürchten::V,fürchten,калтырау
892,fürchten::V,fürchten,калтырану
893,fliehen::V,fliehen,арка бирү
894,flüchten::V,flüchten,качу
895,sehen::V,sehen,күрү
896,anschauen::V,anschauen,карау
897,ansehen::V,ansehen,карау
898,ansehen::V,ansehen,күзәтү
899,hören::V,hören,ишетү
900,zuhören::V,zuhören,тыңлау
901,probieren::V,probieren,тату
902,riechen::V,riechen,иснәү
903,fühlen::V,fühlen,тою
904,fühlen::V,fühlen,сизү
905,scheinen::V,scheinen,күренү
906,zu sehen sein::V,zu sehen sein,күренү
907,vernehmen::V,vernehmen,ишетү
908,frieren::V,frieren,өшү
909,frieren::V,frieren,күшегү
910,tun::V,tun,итү
911,können::V,können,алу
912,wollen::V,wollen,теләү
913,anfangen::V,anfangen,керешү
914,beenden::V,beenden,бетерү
915,beenden::V,beenden,тәмамлау
916,aufhören::V,aufhören,бетү
917,gelingen::V,gelingen,уңу
918,geraten::V,geraten,сабышу
919,öffnen::V,öffnen,ачу
920,schließen::V,schließen,ябу
921,stellen::V,stellen,кую
922,setzen::V,setzen,утырту
923,legen::V,legen,яткыру
924,berühren::V,berühren,тию
925,verbinden::V,verbinden,ялгау
926,bedecken::V,bedecken,өрту
927,bedecken::V,bedecken,каплау
928,bedecken::V,bedecken,томалау
929,aufhängen::V,aufhängen,асу
930,anzünden::V,anzünden,кабызу
931,aufheben::V,aufheben,күтәрү
932,zurücklassen::V,zurücklassen,калдыру
933,verlieren::V,verlieren,югалту
934,fallen lassen::V,fallen lassen,төшерү
935,machen::V,machen,ясау
936,machen::V,machen,эшләү
937,herstellen::V,herstellen,ясау
938,bauen::V,bauen,кору
939,reparieren::V,reparieren,төзәтү
940,verbessern::V,verbessern,яхшырту
941,ändern::V,ändern,үзгәртү
942,graben::V,graben,казу
943,beugen::V,beugen,ию
944,biegen::V,biegen,бөгү
945,drehen::V,drehen,бору
946,drehen::V,drehen,бөтерү
947,wenden::V,wenden,бору
948,umdrehen::V,umdrehen,түнтәрү
949,heben::V,heben,күтәрү
950,hochheben::V,hochheben,күтәрү
951,ergreifen::V,ergreifen,эләктерү
952,halten::V,halten,тоту
953,drücken::V,drücken,кысу
954,schieben::V,schieben,кузгату
955,kratzen::V,kratzen,тырнау
956,lecken::V,lecken,ялау
957,beißen::V,beißen,тешләү
958,abreißen::V,abreißen,өзү
959,abschneiden::V,abschneiden,кыю
960,abschneiden::V,abschneiden,кисү
961,binden::V,binden,бәйләү
962,stecken::V,stecken,төртү
963,stecken::V,stecken,тыгу
964,brechen::V,brechen,сындыру
965,klopfen::V,klopfen,шаку
966,klopfen::V,klopfen,шакылдау
967,hauen::V,hauen,кыйнау
968,kleben::V,kleben,ябыштыру
969,reiben::V,reiben,ышку
970,streichen::V,streichen,ягу
971,schleifen::V,schleifen,кайрау
972,schneiden::V,schneiden,кисү
973,rütteln::V,rütteln,селкетү
974,schütteln::V,schütteln,селкетү
975,schwenken::V,schwenken,болгау
976,schütten::V,schütten,кою
977,füllen::V,füllen,тутыру
978,einwickeln::V,einwickeln,төрү
979,tragen::V,tragen,ташу
980,schleppen::V,schleppen,сөйрәү
981,schleppen::V,schleppen,өстерәү
982,ziehen::V,ziehen,тарту
983,aufbewahren::V,aufbewahren,саклау
984,werfen::V,werfen,ыргыту
985,fangen::V,fangen,тоту
986,packen::V,packen,эләктерү
987,verstecken::V,verstecken,яшерү
988,teilen::V,teilen,бүлү
989,schicken::V,schicken,җибәрү
990,bringen::V,bringen,китерү
991,hinzufügen::V,hinzufügen,өстәү
992,bekommen::V,bekommen,алу
993,erhalten::V,erhalten,алу
994,nehmen::V,nehmen,алу
995,wählen::V,wählen,сайлау
996,auswählen::V,auswählen,сайлау
997,bewahren::V,bewahren,саклау
998,behindern::V,behindern,комачаулау
999,verderben::V,verderben,бозу
1000,beschädigen::V,beschädigen,бозу
1001,zerbrechen::V,zerbrechen,вату
1002,zerreißen::V,zerreißen,өзү
1003,zerreißen::V,zerreißen,ерту
1004,zerstören::V,zerstören,җимерү
1005,verbrennen::V,verbrennen,яндыру
1006,verbrennen::V,verbrennen,көйдерү
1007,geben::V,geben,бирү
1008,reichen::V,reichen,тапшыру
1009,schenken::V,schenken,бүләкләү
1010,versprechen::V,versprechen,вәгъдә бирү
1011,wünschen::V,wünschen,котлау
1012,loben::V,loben,мактау
1013,küssen::V,küssen,үбү
1014,wiegen::V,wiegen,тирбәтү
1015,zudecken::V,zudecken,ябу
1016,zudecken::V,zudecken,бөркәү
1017,wecken::V,wecken,уяту
1018,zeigen::V,zeigen,күрсәтү
1019,führen::V,führen,йөртү
1020,lehren::V,lehren,өйрәтү
1021,unterrichten::V,unterrichten,укыту
1022,aufziehen::V,aufziehen,асрау
1023,leiten::V,leiten,җитәкләү
1024,antreiben::V,antreiben,куалау
1025,antreiben::V,antreiben,әйдәләү
1026,antreiben::V,antreiben,ашыктыру
1027,lassen::V,lassen,мәҗбүр итү
1028,einladen::V,einladen,чакыру
1029,vereinigen::V,vereinigen,берләштерү
1030,besuchen::V,besuchen,керешү
1031,treffen::V,treffen,очрату
1032,sich versammeln::V,sich versammeln,җыелышу
1033,spielen::V,spielen,уйнау
1034,singen::V,singen,җырлау
1035,tanzen::V,tanzen,бию
1036,sich trennen::V,sich trennen,аерылу
1037,sich trennen::V,sich trennen,ташлашу
1038,verlassen::V,verlassen,ташлау
1039,verlassen::V,verlassen,калдыру
1040,retten::V,retten,коткару
1041,bewachen::V,bewachen,каравыллау
1042,schützen::V,schützen,ышыклау
1043,verteidigen::V,verteidigen,яклау
1044,verteidigen::V,verteidigen,саклау
1045,sich schlagen::V,sich schlagen,сугышу
1046,schießen::V,schießen,ату
1047,siegen::V,siegen,җиңү
1048,ärgern::V,ärgern,ачуландыру
1049,schlagen::V,schlagen,ору
1050,schlagen::V,schlagen,бәрү
1051,schlagen::V,schlagen,тукмау
1052,treten::V,treten,тибү
1053,stechen::V,stechen,кадау
1054,stoßen::V,stoßen,этү
1055,stehlen::V,stehlen,урлау
1056,stören::V,stören,комачаулау
1057,belästigen::V,belästigen,борчу
1058,belästigen::V,belästigen,билмазалау
1059,verbergen::V,verbergen,яшерү
1060,täuschen::V,täuschen,алдату
1061,betrügen::V,betrügen,хәрәмләшү
1062,töten::V,töten,үтерү
1063,wohnen::V,wohnen,яшәү
1064,arbeiten::V,arbeiten,эшләү
1065,sammeln::V,sammeln,туплау
1066,pflücken::V,pflücken,өзү
1067,jagen::V,jagen,аулау
1068,fischen::V,fischen,балык тоту
1069,fassen::V,fassen,тоту
1070,hüten::V,hüten,көтү
1071,treiben::V,treiben,куалау
1072,anbinden::V,anbinden,бәйләү
1073,füttern::V,füttern,туйдыру
1074,melken::V,melken,саву
1075,hacken::V,hacken,чабу
1076,gießen::V,gießen,сугару
1077,reifen::V,reifen,җитешү
1078,zubereiten::V,zubereiten,пешеренү
1079,kochen::V,kochen,пешерү
1080,kochen::V,kochen,кайнату
1081,backen::V,backen,пешерү
1082,braten::V,braten,куыру
1083,braten::V,braten,кыздыру
1084,umrühren::V,umrühren,бутау
1085,umrühren::V,umrühren,болгату
1086,stricken::V,stricken,бәйләү
1087,nähen::V,nähen,тегү
1088,färben::V,färben,ману
1089,reinigen::V,reinigen,чистарту
1090,waschen::V,waschen,юу
1091,abwischen::V,abwischen,сөртү
1092,spülen::V,spülen,чайкау
1093,fegen::V,fegen,себерү
1094,kehren::V,kehren,себерү
1095,baden::V,baden,коену
1096,sich waschen::V,sich waschen,юыну
1097,ausziehen::V,ausziehen,чишенү
1098,anziehen::V,anziehen,кию
1099,sich anziehen::V,sich anziehen,киенү
1100,kämmen::V,kämmen,тарау
1101,schmücken::V,schmücken,бизәү
1102,schmücken::V,schmücken,бизәкләү
1103,sagen::V,sagen,дию
1104,sagen::V,sagen,әйтү
1105,sprechen::V,sprechen,сөйләү
1106,sprechen::V,sprechen,сөйләшү
1107,reden::V,reden,сөйләү
1108,sich unterhalten::V,sich unterhalten,сөйләшү
1109,fragen::V,fragen,сорау
1110,fragen::V,fragen,сорашу
1111,bitten::V,bitten,үтенү
1112,erzählen::V,erzählen,сөйләү
1113,mitteilen::V,mitteilen,белдерү
1114,nennen::V,nennen,дию
1115,rufen::V,rufen,дәшү
1116,prahlen::V,prahlen,мактану
1117,prahlen::V,prahlen,шапырыну
1118,übersetzen::V,übersetzen,күчерү
1119,denken::V,denken,уйлау
1120,glauben::V,glauben,инану
1121,bemerken::V,bemerken,искәрү
1122,erkennen::V,erkennen,тану
1123,begreifen::V,begreifen,аңлау
1124,begreifen::V,begreifen,төшенү
1125,verstehen::V,verstehen,аңлау
1126,verstehen::V,verstehen,төшенү
1127,lernen::V,lernen,уку
1128,lernen::V,lernen,өйрәнү
1129,wissen::V,wissen,белү
1130,sich erinnern an::V,sich erinnern an,хәтерләү
1131,vergessen::V,vergessen,оныту
1132,messen::V,messen,үлчәү
1133,zählen::V,zählen,санау
1134,rechnen::V,rechnen,исәпләү
1135,lesen::V,lesen,уку
1136,malen::V,malen,рәсем ясау
1137,malen::V,malen,сурәт ясау
1138,malen::V,malen,сурәтләү
1139,zeichnen::V,zeichnen,язу-сызу
1140,zeichnen::V,zeichnen,сурәт ясау
1141,schreiben::V,schreiben,язу
1142,besitzen::V,besitzen,биләү
1143,kaufen::V,kaufen,алу
1144,verkaufen::V,verkaufen,сату
1145,bezahlen::V,bezahlen,түләү
1146,zahlen::V,zahlen,түләү
1147,beherrschen::V,beherrschen,ия булу
1148,ertragen::V,ertragen,чыдау
