,Concept_ID,ml,ka
49,Gehirn::N,തലച്ചോറ്,ტვინი
50,Herz::N,ഹൃദയം,გული
51,Magen::N,വയർ,კუჭი
52,Leber::N,കരൾ,ღვიძლი
53,Atem::N,ശ്വാസം,სუნთქვა
54,Hunger::N,വിശപ്പ്,შიმშილი
55,Träne::N,കണ്ണീർ,ცრემლი
56,Geschmack::N,രുചി,გემო
57,Geruch::N,ഗന്ധം,სუნი
58,Schlaf::N,ഉറകും,ძილი
59,Traum::N,സ്വപ്നം,სიზმარი
60,Himmel::N,ആകാശം,ცა
61,Sonne::N,സൂര്യൻ,მზე
62,Mond::N,ചന്ദ്രൻ,მთვარე
63,Stern::N,നക്ഷത്രം,ვარსკვლავი
64,Luft::N,കാറ്റ്,ჰაერი
65,Wind::N,കാറ്റ്,ქარი
66,Welle::N,തിരമാല,ტალღა
67,Wasser::N,വെള്ളം,წყალი
68,Stein::N,ശില,ქვა
69,Stein::N,കല്ല്,ქვა
70,Boden::N,തറ,მიწა
71,Boden::N,നിലം,მიწა
72,Erde::N,മണ്ണ്,ნიადაგი
73,Staub::N,പൊടി,მტვერი
74,Rauch::N,പുക,ბოლი
75,Rauch::N,പുക,კვამლი
76,Funke::N,തീപ്പൊരി,ნაკვესი
77,Feuer::N,തീ,ცეცხლი
78,Licht::N,വിളക്ക്,შუქი
79,Licht::N,വിളക്ക്,სინათლე
80,Licht::N,സൂര്യപ്രകാശം,შუქი
81,Licht::N,സൂര്യപ്രകാശം,სინათლე
82,Schatten::N,തണൽ,ლანდი
83,Schatten::N,തണൽ,ჩრდილი
84,Wetter::N,കാലാവസ്ഥ,ამინდი
85,Nebel::N,മൂടൽമഞ്ഞ്,ნისლი
86,Wolke::N,മേഘം,ღრუბელი
87,Regen::N,മഴ,წვიმა
88,Schnee::N,മഞ്ഞ്,თოვლი
89,Eis::N,ഐസ്,თოში
90,Eis::N,ഐസ്,ყინული
91,Frost::N,മൂടൽമഞ്ഞ്,ყინვა
92,Kälte::N,തണുപ്പ്,სიცივე
93,Hitze::N,ചൂട്,სიცხე
94,Raureif::N,കോടമഞ്ഞ്,ჭირხლი
95,Raureif::N,കോടമഞ്ഞ്,თრთვილი
96,Regenbogen::N,മഴവില്ല്,ცისარტყელა
97,Donner::N,ഇടി,ქუხილი
98,Strömung::N,പ്രവാഹം,დინება
99,Tropfen::N,തുള്ളി,წვეთი
100,Schaum::N,നുര,ქაფი
101,Schaum::N,നുര,დორბლი
102,Schmutz::N,അഴുക്ക്,ჭუჭყი
103,Schmutz::N,അഴുക്ക്,ტალახი
104,See::N,തടാകം,ტბა
105,Sumpf::N,ചതുപ്പുനിലം,ჭაობი
106,Moor::N,പാഴ്നിലം,ტორფნარი
107,Wiese::N,പുൽത്തകിടി,ველი
108,Wiese::N,പുൽത്തകിടി,მდელო
109,Wald::N,വനം,ტყე
110,Wald::N,കാട്,ტყე
111,Hügel::N,കുന്ന്,ბორცვი
112,Anhöhe::N,ഉയർന്ന ഭൂമി,მაღლობი
113,Berg::N,പർവ്വതം,მთა
114,Gipfel::N,ഉച്ചകോടി,მწვერვალი
115,Höhle::N,ഗുഹ,მღვიმე
116,Höhle::N,ഗുഹ,გამოქვებული
117,Abhang::N,ചരിവ്,ფერდობი
118,Quelle::N,ഉറവിടം,წყარო
119,Quelle::N,ഉറവിടം,სათავე
120,Bach::N,അരുവി,რუ
121,Bach::N,അരുവി,ნაკადული
122,Fluss::N,നദി,მდინარე
123,Ufer::N,തീരം,კიდე
124,Ufer::N,തീരം,ნაპირი
125,Küste::N,കടൽത്തീരം,ნაპირი
126,Festland::N,കര,ხმელეთი
127,Meer::N,കടൽ,ზღვა
128,Bucht::N,ഉൾക്കടല്,ყურე
129,Insel::N,ദ്വീപ്,კუნძული
130,Blume::N,പൂവ്,ყვავილი
131,Gras::N,പുല്ല്,ბალახი
132,Wurzel::N,വേര്,ძირი
133,Wurzel::N,വേര്,ფესვი
134,Baum::N,മരം,ხე
135,Stamm::N,തായ്ത്തടി,ტანი
136,Rinde::N,പട്ട,ქერქი
137,Ast::N,ശാഖ,ტოტი
138,Zweig::N,ശാഖ,შტო
139,Blatt::N,ഇല,ფოთოლი
140,Birke::N,പൂവരശ്,არყი
141,Kiefer[Baum]::N,പൈൻമരം,ფიჭვი
142,Weide[Baum]::N,വില്ലോ,ტირიფი
143,Tanne::N,ദേവദാരു,ნაძვი
144,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,რქა
145,Feder::N,തൂവൽ,ფრთა
146,Fell::N,മൃദുരോമം,ტყავი
147,Flügel::N,ചിറക്,ფრთა
148,Klaue::N,നഖം,კლანჭი
149,Kralle::N,നഖം,ტორი
150,Schwanz::N,വാൽ,კუდი
151,Ei::N,മുട്ട,კვერცხი
152,Nest::N,കൂട്,ბუდე
153,Bau::N,മാളം,სორო
154,Tier::N,മൃഗം,ნადირი
155,Tier::N,മൃഗം,ცხოველი
156,Herde::N,കൂട്ടം,ფარა
157,Kuh::N,പശു,ფური
158,Kuh::N,പശു,ძროხა
159,Bulle::N,കാള,ხარი
160,Pferd::N,കുതിര,რაში
161,Pferd::N,കുതിര,ცხენი
162,Schaf::N,ആട്,ცხვარი
163,Schwein::N,പന്നി,ღორი
164,Hund::N,നായ്,ძაღლი
165,Katze::N,പൂച്ച,კატა
166,Bär::N,കരടി,დათვი
167,Eichhörnchen::N,അണ്ണാൻ,ციყვი
168,Elch::N,കടമാന്,ცხენ-ირემი
169,Fuchs::N,കുറുക്കൻ,მელა
170,Hase::N,മുയൽ,კურდღელი
171,Maus::N,ചുണ്ടലി,თაგვი
172,Wolf::N,ചെന്നായ,მგელი
173,Vogel::N,പക്ഷി,ჩიტი
174,Vogel::N,പക്ഷി,ფრინველი
175,Schwarm::N,കൂട്ടം,გუნდი
176,Huhn::N,കോഴി,დედალი
177,Hahn::N,പൂവൻകോഴി,მამალი
178,Gans::N,അരയന്നം,ბატი
179,Adler::N,കഴുകൻ,არწივი
180,Ente::N,താറാവ്,იხვი
181,Eule::N,മൂങ്ങ,ბუ
182,Kranich::N,കൊക്ക്,წერო
183,Krähe::N,കാക്ക,ყვავი
184,Kuckuck::N,കുയിൽ,გუგული
185,Schwan::N,അരയന്നം,გედი
186,Fisch::N,മത്സ്യം,თევზი
187,Barsch::N,ഒരിനം മത്സ്യം,ქორჭილა
188,Hecht::N,ഒരു മത്സ്യം,ქარიყლაპია
189,Schlange[Tier]::N,പാമ്പ്,გველი
190,Wurm::N,വിര,ჭია
191,Spinne::N,ചിലന്തി,ობობა
192,Ameise::N,ഉറുമ്പ്,ჭიანჭველა
193,Laus::N,പേന്,ტილი
194,Laus::N,പേന്,მკბენარი
195,Mücke::N,മശകം,კოღო
196,Fliege::N,ഈച്ച,ბუზი
197,Schmetterling::N,ചിത്രശലഭം,პეპელა
198,Beere::N,ബെറി,კენკრა
199,Apfel::N,ആപ്പിൾ,ვაშლი
200,Pilz::N,കൂൺ,სოკო
201,Zwiebel::N,സവാള,ხახვი
202,Saat::N,വിത്ത്,თესლი
203,Korn::N,ധാന്യം,მარცვალი
204,Heu::N,വയ്ക്കോൽ,თივა
205,Schale::N,തൊലി,ჩენჩო
206,Grube::N,കുഴി,ორმო
207,Falle::N,കെണി,ხაფანგი
208,Schlinge::N,കുടുക്ക്,მახე
209,Spur::N,ചുവട്,კვალი
210,Asche::N,ചാരം,ფერფლი
211,Dreck::N,അഴുക്ക്,ტალახი
212,Dreck::N,അഴുക്ക്,სიბინძურე
213,Eisen::N,ഇരുമ്പ്,რკინა
214,Gold::N,സ്വർണ്ണം,ოქრო
215,Silber::N,വെള്ളി,ვერცხლი
216,Kohle::N,കൽക്കരി,ნახშირი
217,Glas::N,ഗ്ലാസ്,მინა
218,Lehm::N,കളിമണ്ണ്,თიხა
219,Sand::N,മണൽ,ქვიშა
220,Mensch::N,മനുഷ്യർ,ადამიანი
221,Mann::N,പുരുഷൻ,კაცი
222,Frau::N,സ്ത്രീ,ქალი
223,Kind::N,കുഞ്ഞ്,ბავშვი
224,Junge::N,ആൺകുട്ടി,ვაჟი
225,Mädchen::N,പെൺകുട്ടി,გოგო
226,Familie::N,കുടുംബം,ოჯახი
227,Großvater::N,അപ്പൂപ്പൻ,პაპა
228,Großvater::N,അപ്പൂപ്പൻ,ბაბუა
229,Großmutter::N,അമ്മുമ്മ,ბებია
230,Großmutter::N,അമ്മുമ്മ,დიდედა
231,Eltern::N,മാതാപിതാക്കള്,მშობლები
232,Vater::N,അച്ഛൻ,მამა
233,Mutter::N,അമ്മ,დედა
234,Sohn::N,മകൻ,ვაჟიშვილი
235,Tochter::N,മകൾ,ქალიშვილი
236,Bruder::N,ചേട്ടൻ,ძმა
237,Bruder::N,അനിയൻ,ძმა
238,Schwester::N,ചേച്ചി,და
239,Schwester::N,അനിയത്തി,და
240,Onkel::N,അമ്മാവൻ,ბიძა
241,Tante::N,മാമി,დეიდა
242,Tante::N,മാമി,მამიდა
243,Ehemann::N,ഭർത്താവ്,ქმარი
244,Ehefrau::N,ഭാര്യ,ცოლი
245,Freude::N,ആഹ്ലാദം,სიხარული
246,Gelächter::N,ചിരിയുടെ ശബ്ദം,სიცილი
247,Glück::N,സന്തോഷം,ბედნიერება
248,Glück::N,സന്തുഷ്ടി,ბედნიერება
249,Kummer::N,ശോകം,მწუხარება
250,Wunsch::N,ആഗ്രഹം,წადილი
251,Wunsch::N,ആഗ്രഹം,სურვილი
252,Lust::N,ആഗ്രഹം,წადილი
253,Geist::N,ചുറുചുറുക്ക്,სული
254,Gedanke::N,ചിന്ത,ფიქრი
255,Gedächtnis::N,ഓർമ്മശക്തി,მეხსიერება
256,Verstand::N,മനസ്സ്,ჭკუა
257,Verstand::N,മനസ്സ്,გონება
258,Sinn::N,അർത്ഥം,მნიშვნელობა
259,Grund::N,കാരണം,მიზეზი
260,Wahrheit::N,സത്യം,სიმართლე
261,Wahrheit::N,സത്യം,ჭეშმარიტება
262,Gespräch::N,സല്ലാപം,ბაასი
263,Gespräch::N,സല്ലാപം,საუბარი
264,Märchen::N,യക്ഷിക്കഥ,არაკი
265,Märchen::N,യക്ഷിക്കഥ,ზღაპარი
266,Erzählung::N,കഥ,თქმულება
267,Nachricht::N,സന്ദേശം,ცნობა
268,Nachricht::N,സന്ദേശം,ამბავი
269,Neuigkeit::N,വാർത്ത,სიახლე
270,Name::N,പേര്,სახელი
271,Rätsel::N,പ്രഹേളിക,გამოცანა
272,Rede::N,സംസാരം,სიტყვა
273,Sprache::N,ഭാഷ,ენა
274,Stimme::N,സ്വരം,ხმა
275,Wort::N,വാക്ക്,სიტყვა
276,Zeichen::N,സംജ്ഞ,ნიშანი
277,Ruf::N,വിളി,ძახილი
278,Lärm::N,ആരവം,ხმაური
279,Laut::N,ശബ്ദം,ხმა
280,Laut::N,ശബ്ദം,ბგერა
281,Ton::N,സ്വരഭേദം,ტონი
282,Lied::N,പാട്ട്,სიმღერა
283,Ruhe::N,നിശ്ചലത,სიწყნარე
284,Leute::N,ജനങ്ങൾ,ადამიანები
285,Volk::N,രാഷ്ടം,ერი
286,Volk::N,രാഷ്ടം,ხალხი
287,Arbeit::N,ജോലി,მუშაობა
288,Gast::N,അതിലി,სტუმარი
289,Geschenk::N,സമ്മാനം,საჩუქარი
290,Spiel::N,കളി,თამაში
291,Gesellschaft::N,കൂട്ടായ്മ,საზოგადოება
292,Hilfe::N,സഹായം,შველა
293,Hilfe::N,സഹായം,დახმარება
294,Freund::N,സുഹൃത്ത്,მეგობარი
295,Kamerad::N,കൂട്ടാളി,ამხანაგი
296,Angelegenheit::N,കാര്യം,საქმე
297,Anzahl::N,എണ്ണം,ოდენობა
298,Art::N,തരം,სახეობა
299,Stück::N,കഷണം,ნატეხი
300,Teil::N,ഭാഗം,წილი
301,Hälfte::N,പകുതി,ნახევარი
302,Kreis::N,വൃത്തം,წრე
303,Kreuz::N,കുരിശടയാളം,ჯვარი
304,Linie::N,വര,ხაზი
305,Linie::N,രേഖ,ხაზი
306,Strich::N,പക്ഷാഘാതം,შტრიხი
307,Abstand::N,വിടവ്,მანძილი
308,Entfernung::N,അകലം,სიშორე
309,Gegend::N,പ്രദേശം,არე
310,Gegend::N,പ്രദേശം,მხარე
311,Platz::N,ഇടം,ფართობი
312,Ort::N,സ്ഥലം,ადგილი
313,Seite::N,വശം,მხარე
314,Mitte::N,മധ്യസ്ഥാനം,შუა
315,Gegenstand::N,സാധനം,საგანი
316,Sache::N,വസ്തു,ნივთი
317,Rand::N,തൊങ്ങൽ,კიდე
318,Kante::N,അറ്റം,ნაწიბული
319,Ecke::N,മൂല,კუთხე
320,Spitze::N,അഗ്രം,წვეტი
321,Ende::N,അവസാനം,ბოლო
322,Loch::N,ദ്വാരം,ხვრელი
323,Winkel::N,കോൺ,კუთხე
324,Muster::N,ക്രമം,მოხატულობა
325,Größe::N,വലുപ്പം,ზომა
326,Größe::N,വലുപ്പം,სიდიდე
327,Länge::N,നീളം,სიგრძე
328,Höhe::N,ഉയരം,სიმაღლე
329,Gewicht::N,കട്ടി,წონა
330,Menge::N,അളവ്,რაოდენობა
331,Haufen::N,കൂമ്പാരം,გროვა
332,Reihe::N,വരി,რიგი
333,Reihe::N,വരി,წყება
334,Boot::N,ബോട്ട്,გემი
335,Ruder::N,പങ്കായം,ხოფი
336,Ruder::N,പങ്കായം,ნიჩაბი
337,Schlitten::N,ഉരുളില്ലാവണ്ടി,მარხილი
338,Ski::N,ഹിമപാദുകം,თხილამური
339,Lagerfeuer::N,തീ,კოცონი
340,Last::N,ഭാരം,ტვირთი
341,Gang::N,നടത്തം,სვლა
342,Schritt::N,ചുവട്,ბიჯი
343,Norden::N,വടക്ക്,ჩრდილოეთი
344,Süden::N,തെക്ക്,სამხრეთი
345,Westen::N,പടിഞ്ഞാറ്,დასავლეთი
346,Osten::N,കിഴക്ക്,აღმოსავლეთი
347,Holz::N,തടി,ხე
348,Brett::N,ബോർഡ്,დაფა
349,Brett::N,ബോർഡ്,ფიცარი
350,Platte::N,തകിട്,თლილი ქვა
351,Stütze::N,താങ്ങ്,საყრდენი
352,Stange::N,കമ്പ്,ჭოკი
353,Stock::N,വടി,კეტი
354,Stab::N,കുറുവടി,ლატანი
355,Rohr::N,കുഴൽ,მილაკი
356,Haus::N,വീട്,სახლი
357,Heim::N,വീട്,ოჯახის კერა
358,Ofen::N,സ്റ്റൌ,ღუმელი
359,Fußboden::N,തറ,იატაკი
360,Tisch::N,മേശ,სუფრა
361,Tisch::N,മേശ,მაგიდა
362,Stuhl::N,കസേര,სკამი
363,Wiege::N,തൊട്ടിൽ,აკვანი
364,Bett::N,കിടക്ക,საწოლი
365,Bett::N,കിടക്ക,სარეცელი
366,Regal::N,ഷെൽഫ്,თაროები
367,Kiste::N,പെട്ടി,ყუთი
368,Kiste::N,പെട്ടി,სკივრი
369,Fenster::N,ജനൽ,ფანჯარა
370,Fenster::N,ജനൽ,სარკმელი
371,Tür::N,വാതിൽ,ბჭე
372,Tür::N,വാതിൽ,კარი
373,Tor::N,കവാടം,ჭიშკარი
374,Zaun::N,വേലി,ღობე
375,Zaun::N,വേലി,გალავანი
376,Dach::N,മേൽക്കുര,სახურავი
377,Leiter::N,ഏണി,კიბე
378,Besen::N,ചൂല്,ცოცხი
379,Spaten::N,തൂമ്പ,ნიჩაბი
380,Schaufel::N,തൂമ്പ,ბარი
381,Gabel::N,മുൾക്കത്തി,ჩანგალი
382,Löffel::N,സ്പൂൺ,კოვზი
383,Messer::N,കത്തി,დანა
384,Nagel::N,ആണി,ლურსმანი
385,Netz::N,വല,ბადე
386,Haken::N,കൊളുത്ത്,კავი
387,Haken::N,കൊളുത്ത്,კაუჭი
388,Griff::N,കൈപ്പിടി,ტარი
389,Schloss::N,പൂട്ട്,კლიტე
390,Schloss::N,പൂട്ട്,საკეტი
391,Bild::N,ചിത്രം,სურათი
392,Figur::N,കണക്ക്,ფიგურა
393,Puppe::N,പാവ,თოჯინა
394,Beutel::N,ബാഗ്,პარკი
395,Bündel::N,കെട്ട്,გალა
396,Bündel::N,കെട്ട്,ასხმა
397,Tasche::N,ബാഗ്,ჩანთა
398,Eimer::N,ബക്കറ്റ്,ჩამჩა
399,Deckel::N,ഉറ,ხუფი
400,Deckel::N,ഉറ,სარქველი
401,Geschirr::N,പിഞ്ഞാണം,ჭურჭელი
402,Sack::N,ചാക്ക്,ტომარა
403,Tasse::N,കപ്പ്,ფინჯანი
404,Topf::N,പാത്രം,ქოთანი
405,Kessel::N,കെറ്റ്ല്,ქვაბი
406,Essen::N,ആഹാരസമയം,ჭამა
407,Nahrung::N,ഭക്ഷണം,საზრდო
408,Nahrung::N,ഭക്ഷണം,საკვები
409,Speise::N,ഡിഷ്,საჭმელი
410,Fleisch::N,മാംസം,ხორცი
411,Getreide::N,ചോളം,მარცვლოვანი
412,Brei::N,കഞ്ഞി,ფაფა
413,Brot::N,റോട്ടി,პური
414,Scheibe::N,തുണ്ട്,ნაჭერი
415,Fett::N,കൊഴുപ്പ്,ქონი
416,Fett::N,കൊഴുപ്പ്,ცხიმი
417,Butter::N,വെണ്ണ,კარაქი
418,Öl::N,എണ്ണ,ზეთი
419,Salz::N,ഉപ്പ്,მარილი
420,Suppe::N,സൂപ്പ്,სუფი
421,Honig::N,തേൻ,თაფლი
422,Milch::N,പാൽ,რძე
423,Tee::N,ചായ,ჩაი
424,Leder::N,തുകൽ,ტყავი
425,Wolle::N,കമ്പിളി,მატყლი
426,Stoff::N,തുണി,ქსოვილი
427,Nadel::N,സൂചി,ნემსი
428,Faden::N,നൂല്,ძაფი
429,Faden::N,നൂല്,მკედი
430,Knopf::N,ബട്ടൺ,ღილი
431,Knoten::N,കുരുക്ക്,ნასკვი
432,Farbe::N,പെയിൻറ്,საღებავი
433,Kleidung::N,വസ്ത്രങ്ങൾ,ტანსაცმელი
434,Hemd::N,ഷർട്ട്,ხალათი
435,Hemd::N,ഷർട്ട്,პერანგი
436,Kragen::N,കുപ്പായക്കഴുത്ത്,საყელო
437,Ärmel::N,കുപ്പായക്കൈ,სახელო
438,Hose::N,ട്രൌസർ,შარვალი
439,Gürtel::N,ബെൽറ്റ്,ქამარი
440,Mütze::N,തൊപ്പി,ქუდი
441,Schuh::N,ഷൂ,ფეხსაცმელი
442,Stiefel::N,ബൂട്ട്,ჩექმა
443,Ring::N,മോതിരം,ბეჭედი
444,Band::N,റിബൺ,ბაფთი
445,Kamm::N,ചീപ്പ്,სავარცხელი
446,Spiegel::N,കണ്ണാടി,სარკე
447,Riemen::N,സ്ട്രാപ്പ്,ღვედი
448,Schnur::N,ചരട്,ლარი
449,Leine::N,കെട്ടാനുള്ള തോൽവാർ,ჯაჭვი
450,Decke::N,പുതപ്പ്,საბანი
451,Kissen::N,തലയിണ,ბალიში
452,Tuch::N,സ്കാർഫ്,მაუდი
453,Tuch::N,സ്കാർഫ്,თავშალი
454,Handtuch::N,തോർത്ത്,ხელსახოცი
455,Kraft::N,ശക്തി,ძალა
456,Stärke::N,ശക്തി,ღონე
457,Gesundheit::N,ആരോഗ്യം,ჯანმრთელობა
458,Krankheit::N,അസുഖം,სენი
459,Krankheit::N,അസുഖം,ავადმყოფობა
460,Schmerz::N,വേദന,ტკივილი
461,Wunde::N,മുറിവ്,იარი
462,Wunde::N,മുറിവ്,ჭრილობა
463,Fieber::N,പനി,ციება
464,Arznei::N,മരുന്ന്,წამალი
465,Brücke::N,പാലം,ხიდი
466,Brunnen::N,കിണർ,ჭა
467,Weide::N,മേച്ചൽ,საძოვარი
468,Pfad::N,വഴി,ბილიკი
469,Weg::N,വഴി,გზა
470,Straße::N,റോഡ്,შარაგზა
471,Dorf::N,ഗ്രാമം,დაბა
472,Dorf::N,ഗ്രാമം,სოფელი
473,Stadt::N,നഗരം,ქალაქი
474,Brief::N,കത്ത്,წერილი
475,Buch::N,പുസ്തകം,წიგნი
476,Buchstabe::N,അക്ഷരം,ასო
477,Zeitung::N,വർത്തമാനപത്രം,გაზეთი
478,Leben::N,ജീവൻ,სიცოცხლე
479,Tod::N,മരണം,სიკვდილი
480,Grab::N,ശവക്കുഴി,სამარე
481,Grab::N,ശവക്കുഴി,საფლავი
482,Kirche::N,പള്ളി,ეკლესია
483,Sünde::N,പാപം,ცოდვა
484,Gott::N,ദൈവം,ღმერთი
485,Arbeiter::N,ജോലിക്കാരൻ,მუშა
486,Chef::N,മേധാവി,გამგე
487,Meister::N,യജമാനൻ,ოსტატი
488,Arzt::N,ഡോക്ടർ,ექიმი
489,Arzt::N,ഡോക്ടർ,მკურნალი
490,Lehrer::N,അധ്യാപകൻ,მასწავლებელი
491,Geld::N,പണം,ფული
492,Geschäft::N,ബിസിനസ്,საქმე
493,Geschäft::N,ബിസിനസ്,ბიზნესი
494,Laden::N,കട,დუქანი
495,Laden::N,കട,მაღაზია
496,Preis::N,വില,ფასი
497,Ware::N,ചരക്ക്,საქონელი
498,Nutzen::N,ലാഭം,ხეირი
499,Reichtum::N,ധനം,სიმდიდრე
500,Welt::N,ലോകം,მსოფლიო
501,Land::N,രാജ്യം,მხარე
502,Land::N,രാജ്യം,ქვეყანა
503,Staat::N,രാജ്യം,სახელმწიფო
504,König::N,രാജാവ്,მეფე
505,Macht::N,അധികാരം,ძლიერება
506,Grenze::N,അതിർത്തി,ზღვარი
507,Krieg::N,യുദ്ധം,ომი
508,Feind::N,ശത്രു,მტერი
509,Gewalt::N,അക്രമം,სისასტიკე
510,Kampf::N,പോരാട്ടം,ბრძოლა
511,Bogen[Waffe]::N,വില്ല്,მშვილდი
512,Pfeil::N,അമ്പ്,ისარი
513,Pfeil::N,അമ്പ്,მახვილი
514,Gewehr::N,തോക്ക്,თოფი
515,Gewehr::N,തോക്ക്,შაშხანა
516,Fehler::N,പിശക്,შეცდომა
517,Lüge::N,കള്ളം,სიცრუე
518,Schaden::N,കേടുപാട്,ვნება
519,Unglück::N,ദൌർഭാഗ്യം,ხიფათი
520,Unglück::N,ദൌർഭാഗ്യം,უბედურება
521,Schuld::N,തെറ്റ്,ბრალი
522,Alter::N,വയസ്സ്,ასაკი
523,Schluss::N,നിഗമനം,ბოლო
524,Schluss::N,നിഗമനം,დასასრული
525,Zeit::N,സമയം,დრო
526,Tag::N,ദിവസം,დღე
527,Morgen::N,പ്രഭാതം,დილა
528,Mittag::N,ഉച്ച,შუადღე
529,Abend::N,സായാഹ്നം,საღამო
530,Nacht::N,രാത്രി,ღამე
531,Woche::N,ആഴ്ച,კვირა
532,Monat::N,മാസം,თვე
533,Jahr::N,വർഷം,წელი
534,Frühling::N,വസന്തം,გაზაფხული
535,Sommer::N,വേനൽ,ზაფხული
536,Herbst::N,ശരത്കാലം,შემოდგომა
537,Winter::N,ശൈത്യം,ზამთარი
538,Januar::N,ജനുവരി,იანვარი
539,Februar::N,ഫെബ്രുവരി,თებერვალი
540,März::N,മാർച്ച്,მარტი
541,April::N,ഏപ്രിൾ മാസം,აპრილი
542,Mai::N,മെയ് മാസം,მაისი
543,Juni::N,ജൂൺ,ივნისი
544,Juli::N,ജൂലൈ,ივლისი
545,August::N,ആഗസ്റ്റ്,აგვისტო
546,September::N,സെപ്തംബർ,სექტემბერი
547,Oktober::N,ഒക്ടോബർ,ოქტომბერი
548,November::N,നവംബർ,ნოემბერი
549,Dezember::N,ഡിസംബർ,დეკემბერი
550,Montag::N,തിങ്കളാഴ്ച,ორშაბათი
551,Dienstag::N,ചൊവ്വ,სამშაბათი
552,Mittwoch::N,ബുധനാഴ്ച,ოთხშაბათი
553,Donnerstag::N,വ്യാഴാഴ്ച,ხუთშაბათი
554,Freitag::N,വെള്ളിയാഴ്ച,პარასკევი
555,Samstag::N,ശനിയാഴ്ച,შაბათი
556,Sonntag::N,ഞായറാഴ്ച,კვირა
557,groß::A,വലിയ,დიდი
558,klein::A,ചെറിയ,მცირე
559,klein::A,ചെറിയ,პატარა
560,lang::A,നീണ്ട,გრძელი
561,kurz::A,ഹ്രസ്വമായ,მოკლე
562,breit::A,വിശാലമായ,ფართო
563,breit::A,വിശാലമായ,განიერი
564,schmal::A,ഇടുങ്ങിയ,ვიწრო
565,schmal::A,ഇടുങ്ങിയ,წვრილი
566,dicht::A,നിബിഡമായ,მჭიდრო
567,dick[Gegenstand]::A,തടിച്ച,სქელი
568,dünn::A,മെലിഞ്ഞ,წვრილი
569,fein::A,നേർത്ത,თხელი
570,fest::A,ഉറപ്പുള്ള,მყარი
571,flach::A,പരന്ന,ბრტყელი
572,glatt::A,മിനുസമുള്ള,გლუ
573,hart::A,കട്ടിയുള്ള,მაგარი
574,weich::A,മൃദുവായ,რბილი
575,rund::A,വട്ടത്തിലുള്ള,მრგვალი
576,spitz::A,മുനയുള്ള,წვეტიანი
577,scharf::A,മൂർച്ചയുള്ള,მჭრელი
578,stumpf::A,തുറന്നടിക്കുന്ന,ბლაგვი
579,schwer::A,ഭാരമുള്ള,მძიმე
580,schön::A,മനോഹരമായ,ლამაზი
581,heiß::A,ചൂടുള്ള,ცხელი
582,warm::A,ചൂടുള്ള,თბილი
583,kalt::A,തണുത്ത,ცივი
584,kühl::A,തണുപ്പുള്ള,გრილი
585,frisch::A,ശുദ്ധമായ,სუფთა
586,feucht::A,ഈറനുള്ള,ნოტიო
587,nass::A,നനഞ്ഞ,სველი
588,trocken::A,വരണ്ട,მშრალი
589,voll::A,നിറയെ,სავსე
590,leer::A,ഒഴിഞ്ഞ,ცარიელი
591,offen::A,തുറന്ന,ღია
592,offen::A,തുറന്ന,გაშლილი
