,Concept_ID,br,bg
185,Wurm::N,preñv,червей
186,Spinne::N,kevnidenn,паяк
187,Ameise::N,merion,мравка
188,Laus::N,laouenn,въшка
189,Mücke::N,moustik,комар
190,Fliege::N,kelienenn,муха
191,Schmetterling::N,balafenn,пеперуда
192,Beere::N,hog,плод
193,Apfel::N,aval,ябълка
194,Pilz::N,kabell-touseg,гъба
195,Zwiebel::N,ognonenn,лук
196,Zwiebel::N,ognonenn,кромид
197,Saat::N,had,семе
198,Korn::N,ed,зърно
199,Heu::N,foenn,сено
200,Schale::N,peliadur,кора
201,Falle::N,pech,примка
202,Schlinge::N,krouglas,клуп
203,Asche::N,ludu,пепел
204,Dreck::N,fank,кал
205,Eisen::N,houarn,желязо
206,Gold::N,aour,злато
207,Silber::N,arc'hant,сребро
208,Kohle::N,glaou,въглища
209,Glas::N,gwer,стъкло
210,Sand::N,traezh,пясък
211,Mensch::N,den,човек
212,Mann::N,den,мъж
213,Frau::N,maouez,жена
214,Kind::N,bugel,дете
215,Junge::N,paotr,момче
216,Mädchen::N,plac'h,момиче
217,Familie::N,familh,фамилия
218,Familie::N,familh,семейство
219,Großvater::N,tad-kozh,дядо
220,Großmutter::N,mamm-gozh,баба
221,Eltern::N,kerent,родители
222,Vater::N,tad,баща
223,Mutter::N,mamm,майка
224,Sohn::N,mab,син
225,Tochter::N,merc'h,дъщеря
226,Bruder::N,breur,брат
227,Schwester::N,c'hoar,сестра
228,Onkel::N,eontr,чичо
229,Onkel::N,eontr,вуйчо
230,Tante::N,moereb,леля
231,Ehemann::N,gwaz,съпруг
232,Ehefrau::N,gwreg,съпруга
233,Freude::N,levenez,радост
234,Gelächter::N,c'hoarzherezh,смях
235,Glück::N,chañs,щастие
236,Kummer::N,doan,тъга
237,Wunsch::N,c'hoant,желание
238,Lust::N,c'hoant,желание
239,Geist::N,spered,дух
240,Gedanke::N,soñj,мисъл
241,Gedächtnis::N,eñvor,памет
242,Verstand::N,skiant,ум
243,Verstand::N,skiant,разум
244,Sinn::N,ster,смисъл
245,Grund::N,kaoz,причина
246,Wahrheit::N,gwirionez,правда
247,Gespräch::N,kaozeadenn,разговор
248,Märchen::N,kaoz korriganez,приказка
249,Erzählung::N,kontadenn,разказ
250,Nachricht::N,keloù,вест
251,Nachricht::N,keloù,известие
252,Neuigkeit::N,kelaouenn,новина
253,Name::N,anv,име
254,Rätsel::N,divinatez,гатанка
255,Rede::N,diskour,реч
256,Rede::N,diskour,слово
257,Sprache::N,yezh,език
258,Stimme::N,mouezh,глас
259,Wort::N,ger,дума
260,Zeichen::N,sin,знак
261,Ruf::N,galv,зов
262,Lärm::N,trouz,шум
263,Lärm::N,trouz,глъчка
264,Ton::N,ton,тон
265,Lied::N,kanaouenn,песен
266,Ruhe::N,sioulded,тишина
267,Ruhe::N,sioulded,спокойствие
268,Leute::N,tud,хора
269,Volk::N,pobl,народ
270,Arbeit::N,labour,труд
271,Arbeit::N,labour,работа
272,Gast::N,kouviad,гост
273,Geschenk::N,prof,дар
274,Geschenk::N,prof,подарък
275,Spiel::N,c'hoari,игра
276,Gesellschaft::N,kompagnunezh,общество
277,Gesellschaft::N,kavandad,общество
278,Hilfe::N,sikour,помощ
279,Freund::N,mignon,приятел
280,Kamerad::N,kamarad,другар
281,Angelegenheit::N,afer,работа
282,Anzahl::N,niver,брой
283,Anzahl::N,niver,количество
284,Art::N,sort,вид
285,Stück::N,tamm,къс
286,Stück::N,tamm,парче
287,Teil::N,pezh,дял
288,Teil::N,pezh,част
289,Hälfte::N,hanterenn,половина
290,Kreis::N,kelc'h,кръг
291,Kreuz::N,kroaz,кръст
292,Linie::N,linenn,черта
293,Strich::N,tenn,щрих
294,Strich::N,tenn,черта
295,Abstand::N,distok,дистанция
296,Abstand::N,distok,разстояние
297,Entfernung::N,keid,разстояние
298,Entfernung::N,kehid,разстояние
299,Gegend::N,korn-bro,местност
300,Platz::N,plasenn,място
301,Ort::N,lec'h,място
302,Seite::N,tu,страна
303,Mitte::N,kreiz,среда
304,Gegenstand::N,tra,предмет
305,Sache::N,tra,вещ
306,Rand::N,kantenn,ръб
307,Kante::N,kantenn,ръб
308,Kante::N,kantenn,кант
309,Ecke::N,korn,ъгъл
310,Spitze::N,begell,връх
311,Spitze::N,begell,острие
312,Ende::N,dibenn,край
313,Loch::N,toull,дупка
314,Muster::N,tresadenn,десен
315,Muster::N,tresadenn,образец
316,Größe::N,ment,големина
317,Länge::N,hirder,дължина
318,Höhe::N,uhelder,висота
319,Höhe::N,uhelder,височина
320,Gewicht::N,pouez,тегло
321,Gewicht::N,pouez,тежест
322,Menge::N,bern,количество
323,Haufen::N,bern,куп
324,Haufen::N,bern,грамада
325,Reihe::N,steud,ред
326,Reihe::N,steud,редица
327,Boot::N,bag,лодка
328,Ruder::N,roeñv,весло
329,Ruder::N,roeñv,гребло
330,Schlitten::N,trainell,шейна
331,Ski::N,ski,ски
332,Last::N,karg,товар
333,Gang::N,kerzh,ход
334,Gang::N,kerzh,вървеж
335,Schritt::N,paz,стъпка
336,Norden::N,norzh,север
337,Norden::N,hanternoz,север
338,Süden::N,su,юг
339,Süden::N,kreisteiz,юг
340,Westen::N,kuzh-heol,запад
341,Osten::N,reter,изток
342,Osten::N,sav-heol,изток
343,Holz::N,koad,дърво
344,Brett::N,plankenn,дъска
345,Platte::N,plakenn,
346,Stütze::N,harp,
347,Stange::N,sparl,прът
348,Stange::N,sparl,върлина
349,Stock::N,bazh,прът
350,Stock::N,bazh,тояга
351,Stab::N,bazh,прът
352,Rohr::N,tub,цев
353,Rohr::N,tub,тръба
354,Rohr::N,korz,цев
355,Rohr::N,korz,тръба
356,Haus::N,ti,къща
357,Heim::N,kêr,дом
358,Ofen::N,forn,печка
359,Fußboden::N,plañchod,под
360,Tisch::N,taol,маса
361,Stuhl::N,kador,стол
362,Wiege::N,kavell,люлка
363,Bett::N,gwele,легло
364,Bett::N,gwele,креват
365,Regal::N,estajerenn,рафт
366,Regal::N,estajerenn,етажерка
367,Kiste::N,kased,кутия
368,Kiste::N,kased,сандък
369,Fenster::N,prenestr,прозорец
370,Tür::N,dor,врата
371,Tor::N,portal,врата
372,Zaun::N,sklotur,ограда
373,Dach::N,toenn,покрив
374,Leiter::N,skeul,стълба
375,Besen::N,skubell,метла
376,Spaten::N,pal,лопата
377,Schaufel::N,pal,лопата
378,Gabel::N,fourchetez,вилица
379,Löffel::N,loa,лъжица
380,Messer::N,kontell,нож
381,Nagel::N,tach,гвоздей
382,Netz::N,roued,мрежа
383,Haken::N,krog,кука
384,Haken::N,krog,закачалка
385,Griff::N,kemer,ръчка
386,Griff::N,kemer,дръжка
387,Schloss::N,potenn,брава
388,Schloss::N,potenn,ключалка
389,Bild::N,skeudenn,картина
390,Figur::N,skeud,фигура
391,Figur::N,figur,фигура
392,Puppe::N,merc'hodenn,кукла
393,Beutel::N,sac'h,кесия
394,Bündel::N,feskenn,връзка
395,Tasche::N,sac'h,чанта
396,Eimer::N,sailh,кофа
397,Deckel::N,pallenn,капак
398,Deckel::N,pallenn,похлупак
399,Geschirr::N,listriaj,съдове
400,Sack::N,sac'h,чувал
401,Tasse::N,tas,чаша
402,Topf::N,pod,гърне
403,Topf::N,pod,тенджера
404,Kessel::N,chaodouron,котел
405,Essen::N,pred,ядене
406,Nahrung::N,boued,храна
407,Speise::N,meuz,ястие
408,Fleisch::N,kig,месо
409,Getreide::N,ed,зърнено храни
410,Brei::N,yod,каша
411,Brot::N,bara,хляб
412,Scheibe::N,tailhenn,резен
413,Fett::N,lard,мазнина
414,Butter::N,amann,масло
415,Öl::N,eoul,олио
416,Öl::N,eoul,оливия
417,Salz::N,holen,сол
418,Suppe::N,soubenn,супа
419,Honig::N,mel,мед
420,Milch::N,laezh,мляко
421,Tee::N,te,чай
422,Leder::N,lêr,кожа
423,Wolle::N,gloan,вълна
424,Stoff::N,danvez,плат
425,Stoff::N,danvez,материал
426,Nadel::N,nadoz,игла
427,Faden::N,neudenn,конец
428,Knopf::N,bouton,копче
429,Knoten::N,skoulm,възел
430,Farbe::N,liv,боя
431,Kleidung::N,dilhad,дрехи
432,Kleidung::N,dilhad,облекло
433,Hemd::N,roc'hed,риза
434,Kragen::N,gouzoug,яка
435,Ärmel::N,milgin,ръкав
436,Hose::N,bragoù,панталони
437,Gürtel::N,gouriz,пояс
438,Gürtel::N,gouriz,колан
439,Mütze::N,boned,каскет
440,Mütze::N,boned,фуражка
441,Schuh::N,botez,обувка
442,Stiefel::N,botez,ботуш
443,Ring::N,gwalenn,пръстен
444,Band::N,bagad,лента
445,Band::N,bagad,връзка
446,Kamm::N,krib,гребен
447,Spiegel::N,melezour,огледало
448,Riemen::N,lerenn,каиш
449,Riemen::N,lerenn,ремък
450,Schnur::N,kordenn,връв
451,Leine::N,roll,връв
452,Leine::N,roll,въже
453,Decke::N,golo,покривка
454,Kissen::N,goubenner,възглавница
455,Tuch::N,mezher,сукно
456,Handtuch::N,toailhon,пешкир
457,Handtuch::N,toailhon,кърпа за лице
458,Kraft::N,nerzh,мощ
459,Kraft::N,nerzh,сила
460,Stärke::N,nerzhder,сила
461,Gesundheit::N,yec'hed,здраве
462,Krankheit::N,klañved,болест
463,Schmerz::N,poan,болка
464,Schmerz::N,droug,болка
465,Wunde::N,gloazadenn,рана
466,Fieber::N,terzhienn,треска
467,Fieber::N,terzhienn,температура
468,Arznei::N,louzoù,лек
469,Arznei::N,louzoù,лекарство
470,Brücke::N,pont,мост
471,Brunnen::N,puñs,чешма
472,Brunnen::N,puñs,кладенец
473,Weide::N,prad,паша
474,Weide::N,prad,пасище
475,Pfad::N,gwenodenn,пътека
476,Weg::N,hent,път
477,Straße::N,ru,шосе
478,Straße::N,hent,шосе
479,Dorf::N,kêr,село
480,Dorf::N,kêriadenn,село
481,Stadt::N,kêr,град
482,Brief::N,lizher,писмо
483,Buch::N,levr,книга
484,Buchstabe::N,lizherenn,буква
485,Zeitung::N,kazetenn,вестник
486,Leben::N,buhez,живот
487,Tod::N,marv,смърт
488,Grab::N,bez,гроб
489,Kirche::N,iliz,църква
490,Sünde::N,pec'hed,грях
491,Gott::N,doue,бог
492,Arbeiter::N,labourer,работник
493,Arbeiter::N,micherour,работник
494,Chef::N,penn,шеф
495,Chef::N,penn,началник
496,Meister::N,mestr,майстор
497,Arzt::N,mezeg,лекар
498,Arzt::N,medisin,лекар
499,Lehrer::N,skolaer,учител
500,Lehrer::N,kelenner,учител
501,Geld::N,arc'hant,пари
502,Geschäft::N,stal,сделка
503,Laden::N,stal,дюкян
504,Laden::N,stal,магазин
505,Preis::N,priz,цена
506,Ware::N,marc'hadourezh,стока
507,Nutzen::N,gounidegezh,полза
508,Nutzen::N,gounidegezh,облага
509,Nutzen::N,lañs,полза
510,Nutzen::N,lañs,облага
511,Nutzen::N,profit,полза
512,Nutzen::N,profit,облага
513,Nutzen::N,spleit,полза
514,Nutzen::N,spleit,облага
515,Reichtum::N,pinvidigezh,богатство
516,Welt::N,douar,свят
517,Land::N,bro,страна
518,Staat::N,stad,щат
519,Staat::N,stad,държава
520,König::N,roue,крал
521,Macht::N,galloud,мощ
522,Macht::N,galloud,власт
523,Grenze::N,harzoù,граница
524,Krieg::N,brezel,война
525,Feind::N,eneber,враг
526,Feind::N,eneber,неприятел
527,Gewalt::N,tâerder,сила
528,Gewalt::N,tâerder,насилие
529,Kampf::N,kann,борба
530,Kampf::N,kann,сражение
531,Bogen[Waffe]::N,gwareg,лък
532,Pfeil::N,saezh,стрела
533,Gewehr::N,fuzuilh,пушка
534,Fehler::N,fazi,грешка
535,Lüge::N,gaou,лъжа
536,Schaden::N,gwall,повреда
537,Unglück::N,gwalleur,нещастие
538,Schuld::N,kablusted,вина
539,Schuld::N,pec'hedigezh,вина
540,Alter::N,oad,възраст
541,Schluss::N,diwezh,край
542,Zeit::N,amzer,време
543,Tag::N,deizh,ден
544,Morgen::N,beure,утро
545,Morgen::N,beure,сутрин
546,Morgen::N,mintin,утро
547,Morgen::N,mintin,сутрин
548,Mittag::N,kreisteiz,обед
549,Mittag::N,kreisteiz,пладне
550,Abend::N,abardaez,вечер
551,Nacht::N,noz,нощ
552,Woche::N,sizhun,седмица
553,Monat::N,miz,месец
554,Jahr::N,bloaz,година
555,Frühling::N,nevezamzer,пролет
556,Sommer::N,hañv,лято
557,Herbst::N,diskaramzer,есен
558,Winter::N,goañv,зима
559,Januar::N,Genver,януари
560,Februar::N,C'hwevrer,февруари
561,März::N,Meurzh,март
562,April::N,Ebrel,април
563,Mai::N,Mae,май
564,Juni::N,Mezheven,юни
565,Juli::N,Gouhere,юли
566,August::N,Eost,август
567,September::N,Gwengolo,септември
568,Oktober::N,Here,октомври
569,November::N,Du,ноември
570,Dezember::N,Kerzu,декември
571,Montag::N,Lun,понеделник
572,Dienstag::N,Meurzh,вторник
573,Mittwoch::N,Merc'her,сряда
574,Donnerstag::N,Yaou,четвъртък
575,Freitag::N,Gwener,петък
576,Samstag::N,Sadorn,събота
577,Sonntag::N,Sul,неделя
578,groß::A,bras,едър
579,groß::A,bras,голям
580,klein::A,bihan,малък
581,klein::A,bihan,дребен
582,lang::A,hir,дълъг
583,kurz::A,berr,къс
584,breit::A,ledan,широк
585,schmal::A,strizh,тесен
586,dicht::A,stank,гъст
587,dick[Gegenstand]::A,tev,дебел
588,dünn::A,moan,тънък
589,fein::A,munut,фин
590,fein::A,munut,тънък
591,fest::A,start,твърд
592,fest::A,start,плътен
593,flach::A,plaen,равен
594,flach::A,plaen,плосък
595,glatt::A,lintr,гладък
596,glatt::A,levn,гладък
597,hart::A,kalet,твърд
598,hart::A,kalet,корав
599,weich::A,blot,мек
600,rund::A,ront,кръгъл
601,spitz::A,poentet,островръх
602,scharf::A,dremm,остър
603,stumpf::A,talsoc'h,тъп
604,schwer::A,pounner,тежък
605,schön::A,kaer,хубав
606,schön::A,kaer,красив
607,heiß::A,tomm,жарък
608,warm::A,tomm,топъл
609,kalt::A,yen,студен
610,kühl::A,yen,хладен
611,frisch::A,fresk,свеж
612,feucht::A,gleb,влажен
613,nass::A,gleb,мокър
614,trocken::A,sec'h,сух
615,voll::A,leun,пълен
616,leer::A,goullo,празен
617,offen::A,digor,откровен
618,geschlossen::A,serr,закрит
619,geschlossen::A,serr,затворен
620,sauber::A,naet,чист
621,schmutzig::A,lous,мръсен
622,roh::A,kriz,суров
623,reif::A,darev,зрял
624,lecker::A,lipous,вкусен
625,lecker::A,saourus,вкусен
626,süß::A,dous,сладък
627,bitter::A,c'hwerv,горчив
628,sauer::A,trenk,кисел
629,hell::A,sklaer,ясен
630,hell::A,sklaer,светъл
631,dunkel::A,teñval,тъмен
632,schwarz::A,du,черен
633,weiß::A,gwenn,бял
634,rot::A,ruz,червен
635,gelb::A,melen,жълт
636,blau::A,glas,син
637,grün::A,gwer,зелен
638,grau::A,louet,сив
639,bunt::A,liesliv,шарен
640,bunt::A,liesliv,пъстър
641,billig::A,marc'had-mat,евтин
642,teuer::A,ker,скъп
643,wertvoll::A,prizius,ценен
644,blind::A,dall,сляп
645,taub::A,bouzar,глух
646,kräftig::A,start,силен
647,stark::A,kreñv,здрав
648,stark::A,kreñv,силен
649,schwach::A,gwan,слаб
650,fett::A,lard,тлъст
651,schlank::A,sinkl,тънък
652,schlank::A,sinkl,строен
653,hübsch::A,koant,хубав
654,böse::A,gwall,зъл
655,dumm::A,glep,глупав
656,faul::A,lezirek,ленив
657,faul::A,lezirek,мързелив
658,fleißig::A,studius,прилежен
659,geizig::A,tost,скъпернически
660,klug::A,speredek,умен
661,klug::A,speredek,разумен
662,geschickt::A,dornet,умел
663,geschickt::A,dornet,сръчен
664,lieb::A,koant,мил
665,lieb::A,koant,драг
666,lustig::A,laouen,весел
667,sanft::A,flour,нежен
668,sanft::A,flour,кротък
669,hungrig::A,marnaon,гладен
670,krank::A,klañv,болен
671,nackt::A,noazh,гол
672,traurig::A,trist,тъжен
673,traurig::A,trist,печален
674,lebendig::A,bev,жив
675,gut::A,mad,добър
676,schlecht::A,fall,лош
677,schlecht::A,gwall,лош
678,richtig::A,reizh,правилен
679,schlimm::A,gwall,лош
680,wahr::A,gwir,верен
681,wahr::A,gwir,истински
682,alt::A,kozh,стар
683,alt::A,kozh,древен
684,neu::A,nevez,нов
685,ehemalig::A,kozh,бивш
686,alt[Lebewesen]::A,kozh,стар
687,jung::A,yaouank,млад
688,arm::A,paour,беден
689,reich::A,pinvidik,богат
690,bekannt::A,anavezet,познат
691,bekannt::A,anavezet,известен
692,berühmt::A,brudet,почут
693,berühmt::A,brudet,известен
694,fremd::A,dizanav,чужд
695,verschieden::A,disheñel,разен
696,verschieden::A,disheñel,различен
697,nah::A,nes,близък
698,fern::A,diabell,далечен
699,linker::A,kleiz,ляв
700,rechter::A,dehoù,прав
701,anderer::A,all,друг
702,erster::A,kentañ,пръв
703,erster::A,kentañ,първи
704,zweiter::A,eil,втори
705,dritter::A,trede,трети
706,letzter::A,diwezhañ,последен
707,allein::ADV,e-unan,само
708,auf einmal::ADV,ar un dro,същевременно
709,zusammen::ADV,asambles,заедно
710,lange::ADV,pell,дълго
711,plötzlich::ADV,en un taol,изведнъж
712,sofort::ADV,diouzhtu,веднага
713,später::ADV,diwezhatoc'h,по-късно
714,jetzt::ADV,bremañ,сега
715,heute::ADV,hiziv,днес
716,morgen::ADV,arc'hoazh,утре
717,bald::ADV,hepdale,скоро
718,dann::ADV,a-c'houde,после
719,dann::ADV,a-c'houde,тогава
720,gestern::ADV,dec'h,вчера
721,einst::ADV,gwechall,някога
722,damals::ADV,neuze,тогава
723,danach::ADV,goude,после
724,danach::ADV,goude,след това
725,vorher::ADV,diagent,преди
726,vorher::ADV,diagent,преди това
727,zuerst::ADV,da gentañ,най-напред
728,einmal::ADV,ur wech,веднъж
729,einmal::ADV,ur wech,един път
730,manchmal::ADV,a-wechoù,понякога
731,oft::ADV,alies,често
732,immer::ADV,atav,винаги
733,immer::ADV,bepred,винаги
734,niemals::ADV,gwech ebet,никога
735,hier::ADV,amañ,тук
736,hier::ADV,amañ,тука
737,hierhin::ADV,dre amañ,насам
738,von hier::ADV,alemañ,оттук
739,von hier::ADV,alemañ,оттука
740,dort::ADV,aze,там
741,dort::ADV,ahont,там
742,dorthin::ADV,di,натам
743,dorthin::ADV,di,нататък
744,dorthin::ADV,aze,натам
745,dorthin::ADV,aze,нататък
746,dorthin::ADV,ahont,натам
747,dorthin::ADV,ahont,нататък
748,geradeaus::ADV,war-eeun,направо
749,vorwärts::ADV,war-raok,напред
750,rückwärts::ADV,war-lerc'h,назад
751,zurück::ADV,war-dreñv,обратно
752,unten::ADV,en traoñ,долу
753,hinab::ADV,a-izel,надолу
754,oben::ADV,en nec'h,горе
755,hinauf::ADV,e-krec'h,нагоре
756,überall::ADV,dre-holl,навсякъде
757,nicht::ADV,ne ... ket,не
758,ein wenig::ADV,un tammig,малко
759,kaum::ADV,a-boan,едва
760,kaum::ADV,a-boan,едвам
761,sehr::ADV,-tre,много
762,sehr::ADV,-tre,твърде
763,sehr::ADV,-kenañ,много
764,sehr::ADV,-kenañ,твърде
765,so::ADV,evel-se,тъй
766,so::ADV,evel-se,така
767,noch::ADV,c'hoazh,още
768,nur::ADV,hepken,само
769,schon::ADV,dija,вече
770,wieder::ADV,adarre,пак
771,wieder::ADV,adarre,отново
772,vor::PRP,dirak,пред
773,hinter::PRP,a-drek,зад
774,hinter::PRP,a-dreñv,зад
775,unter::PRP,dindan,под
776,durch::PRP,dre,през
777,neben::PRP,e-kichen,до
778,neben::PRP,e-kichen,при
779,zwischen::PRP,etre,между
780,zwischen::PRP,etre,помежду
781,wegen::PRP,abalamour da,заради
782,dies::PRN,hemañ,този
783,das::PRN,se,туй
784,das::PRN,se,това
785,das::PRN,hennezh,туй
786,das::PRN,hennezh,това
787,alles::PRN,pep tra,всичко
788,ich::PRN,me,аз
789,du::PRN,te,ти
790,er::PRN,eñ,той
791,wir::PRN,ni,ние
792,ihr::PRN,c'hwi,вие
793,sie::PRN,int,те
794,was::FPRN,petra,що
795,was::FPRN,petra,какво
796,wer::FPRN,piv,кой
797,wo::FADV,pelec'h,къде
798,wohin::FADV,da belec'h,накъде
799,wohin::FADV,da belec'h,накъдето
800,wie::FADV,penaos,как
801,warum::FADV,perak,защо
802,wieviel::FNUM,pet,колко
803,eins::NUM,unan,един
804,zwei::NUM,daou,два
805,drei::NUM,tri,три
806,vier::NUM,pevar,четири
807,fünf::NUM,pemp,пет
808,sechs::NUM,c'hwec'h,шест
809,sieben::NUM,seizh,седем
810,acht::NUM,eizh,осем
811,neun::NUM,nav,девет
812,zehn::NUM,dek,десет
813,elf::NUM,unnek,единайсет
814,elf::NUM,unnek,единадесет
815,zwölf::NUM,daouzek,дванайсет
816,zwölf::NUM,daouzek,дванадесет
817,zwanzig::NUM,ugent,двайсет
818,zwanzig::NUM,ugent,двадесет
819,dreißig::NUM,tregont,тридесет
820,vierzig::NUM,daou-ugent,четиридесет
821,fünfzig::NUM,hanter-kant,петдесет
822,sechzig::NUM,tri-ugent,шестдесет
823,siebzig::NUM,dek ha tri-ugent,седемдесет
824,achtzig::NUM,pevar-ugent,осемдесет
825,neunzig::NUM,dek ha pevar-ugent,деветдесет
826,hundert::NUM,kant,сто
827,tausend::NUM,mil,хиляда
828,und::CNJ,ha,а
829,und::CNJ,ha,та
830,oder::CNJ,pe,или
831,stehen::V,bezañ a-sav,стоя
832,sitzen::V,azezañ,седя
833,sitzen::V,bezañ en e goazez,седя
834,liegen::V,bezañ en e c'hourvez,лежа
835,hängen::V,krougañ,вися
836,werden::V,dazonet,бъда
837,werden::V,dazonet,стана
