,Concept_ID,da,av
394,Kessel::N,kedel,гереги
395,Essen::N,måltid,тӏагӏам
396,Nahrung::N,mad,квен
397,Nahrung::N,næring,квен
398,Speise::N,ret,квен
399,Fleisch::N,kød,гьан
400,Getreide::N,korn,бугӏа-ролъ
401,Getreide::N,korn,могьолабл_культураби
402,Brei::N,grød,карщ
403,Brot::N,brød,чед
404,Scheibe::N,skive,мочӏу
405,Fett::N,fedt,беэнлъи
406,Butter::N,smør,нах
407,Öl::N,olie,нах
408,Salz::N,salt,цӏам
409,Suppe::N,suppe,чурпа
410,Honig::N,honning,гьоцӏо
411,Milch::N,mælk,рахь
412,Tee::N,te,чай
413,Leder::N,skind,тӏом
414,Wolle::N,uld,квас
415,Stoff::N,stof,ххам
416,Nadel::N,nål,рокӏкӏен
417,Faden::N,tråd,кун
418,Knopf::N,knap,маргъал
419,Knoten::N,knude,гарацӏ
420,Farbe::N,farve,релъен
421,Kleidung::N,påklædning,ретӏел
422,Hemd::N,skjorte,гурде
423,Kragen::N,krave,габур
424,Ärmel::N,ærme,къвал
425,Hose::N,bukser,тӏажу
426,Gürtel::N,bælte,рачел
427,Mütze::N,hue,тӏагъур
428,Schuh::N,sko,
429,Stiefel::N,støvle,этек
430,Stiefel::N,støvle,чакма
431,Ring::N,ring,баргъич
432,Band::N,bånd,лента
433,Kamm::N,kam,гьоркьо
434,Spiegel::N,spejl,матӏу
435,Riemen::N,rem,рижу
436,Schnur::N,snor,
437,Leine::N,snor,
438,Decke::N,tæppe,одея́ло
439,Kissen::N,pude,къандалъо
440,Tuch::N,sjaltørklæde,квархьи
441,Handtuch::N,håndklæde,беркӏалрацӏцӏ
442,Kraft::N,kraft,гуч
443,Kraft::N,kraft,къуват
444,Stärke::N,styrke,хӏалкӏвей
445,Gesundheit::N,sundhed,сахлъи́
446,Krankheit::N,sygdom,унти
447,Krankheit::N,sygdom,щокълъи
448,Schmerz::N,smerte,унти
449,Wunde::N,sår,ругъун
450,Fieber::N,feber,цӏа-кан
451,Arznei::N,medicin,дару
452,Arznei::N,lægemiddel,дару
453,Brücke::N,bro,кьо
454,Brunnen::N,brønd,гъуй
455,Weide::N,græsgang,рицӏцӏ
456,Weide::N,græsgang,лъичӏирма
457,Weide::N,græsgang,гӏурдаллъи
458,Weide::N,græsgang,ри́цӏигъветӏ
459,Weide::N,græsgang,рицӏцӏигъветӏ
460,Pfad::N,sti,сухъмахъ
461,Weg::N,vej,нух
462,Straße::N,gade,нух
463,Dorf::N,landsby,росу
464,Stadt::N,by,шагьар
465,Brief::N,brev,кагъат
466,Brief::N,brev,рисалат
467,Buch::N,bog,тӏехь
468,Buchstabe::N,bogstav,хӏарп
469,Zeitung::N,avis,газет
470,Leben::N,liv,яшав
471,Tod::N,død,хвел
472,Grab::N,grav,хоб
473,Kirche::N,kirke,килиса
474,Sünde::N,synd,хӏакъ
475,Sünde::N,synd,мунагь
476,Gott::N,gud,бичас
477,Gott::N,gud,аллагь
478,Arbeiter::N,arbejder,хӏалтӏухъан
479,Chef::N,chef,хӏаким
480,Chef::N,chef,начальник
481,Meister::N,mester,устар
482,Meister::N,mester,мастер
483,Meister::N,mester,махщалилав
484,Arzt::N,læge,жайрахӏ
485,Lehrer::N,lærer,мугӏалим
486,Geld::N,penge,гӏарац
487,Geschäft::N,forretning,
488,Laden::N,butik,тукен
489,Laden::N,forretning,тукен
490,Preis::N,pris,багьа
491,Ware::N,vare,къайи
492,Nutzen::N,nytte,мунпагӏат
493,Reichtum::N,rigdom,бечелъи
494,Welt::N,verden,дуниял
495,Land::N,land,улка
496,Land::N,land,икълим
497,Staat::N,stat,пачалихъ
498,König::N,konge,пача
499,König::N,konge,малик
500,König::N,konge,къирал
501,König::N,konge,падишагь
502,Macht::N,magt,кверщел
503,Grenze::N,grænse,гӏорхъи
504,Krieg::N,krig,рагъ
505,Feind::N,fjende,тушман
506,Gewalt::N,vold,зулму
507,Kampf::N,kamp,къеркьей
508,Bogen[Waffe]::N,bue,газаргъо
509,Pfeil::N,pil,чӏор
510,Gewehr::N,gevær,туманкӏ
511,Fehler::N,fejl,гъалатӏ
512,Lüge::N,løgn,гьереси
513,Schaden::N,skade,зиян
514,Schaden::N,skade,зарал
515,Unglück::N,uheld,балагь
516,Unglück::N,ulykke,балагь
517,Schuld::N,skyld,гӏайиб
518,Alter::N,alder,гӏумру
519,Schluss::N,slut,ахир
520,Schluss::N,slutning,ахир
521,Zeit::N,tid,заман
522,Tag::N,dag,къо
523,Morgen::N,morgen,радалмех
524,Mittag::N,middag,къадемех
525,Abend::N,aften,релъедамех
526,Nacht::N,nat,сордо
527,Woche::N,uge,анкь
528,Monat::N,måned,моцӏ
529,Jahr::N,år,сон
530,Jahr::N,år,лъагӏел
531,Frühling::N,forår,их
532,Sommer::N,sommer,рии
533,Herbst::N,efterår,хасалихълъи
534,Winter::N,vinter,кьин
535,Januar::N,januar,январь
536,Februar::N,februar,февра́ль
537,März::N,marts,март
538,April::N,april,апрель
539,Mai::N,maj,май
540,Juni::N,juni,июнь
541,Juli::N,juli,июль
542,August::N,august,август
543,September::N,september,сентябрь
544,Oktober::N,oktober,октябрь
545,November::N,november,ноябрь
546,Dezember::N,december,декабрь
547,Montag::N,mandag,итни
548,Dienstag::N,tirsdag,талат
549,Mittwoch::N,onsdag,арбагӏ
550,Donnerstag::N,torsdag,хамиз
551,Freitag::N,fredag,рузман
552,Samstag::N,lørdag,щамат
553,Sonntag::N,søndag,гьатӏан
554,groß::A,stor,кӏудияб
555,klein::A,lille,гьитӏинаб
556,lang::A,lang,халатаб
557,kurz::A,kort,къокъаб
558,breit::A,bred,гӏебаб
559,schmal::A,smal,къваридаб
560,dicht::A,tæt,ризаб
561,dick[Gegenstand]::A,tyk,бицатаб
562,dünn::A,tynd,тӏеренаб
563,fein::A,fin,тӏеренаб
564,fest::A,fast,къвакӏараб
565,flach::A,flad,чӏепараб
566,glatt::A,glat,цӏвакараб
567,hart::A,hård,кьварараб
568,weich::A,blød,тамахаб
569,rund::A,rund,гургинаб
570,spitz::A,spids,бегӏераб
571,scharf::A,skarp,рекӏараб
572,stumpf::A,sløv,тӏехӏараб
573,stumpf::A,sløv,рекӏинчӏеб
574,stumpf::A,stump,тӏехӏараб
575,stumpf::A,stump,рекӏинчӏеб
576,schwer::A,tung,бакӏаб
577,schön::A,skøn,берцинаб
578,heiß::A,hed,лагьараб
579,warm::A,varm,хинаб
580,kalt::A,kold,квачараб
581,kühl::A,kølig,квачараб
582,frisch::A,frisk,цӏияб
583,feucht::A,fugtig,рагьараб
584,nass::A,våd,би́ччараб
585,trocken::A,tør,бакъвараб
586,voll::A,fuld,
587,leer::A,tom,чӏобогояб
588,offen::A,åben,рагьараб
589,geschlossen::A,lukket,рахараб-къараб
590,sauber::A,ren,бацӏцӏадаб
591,schmutzig::A,snavset,гъизараб
592,roh::A,rå,хамаб
593,roh::A,rå,гӏатӏгояб
594,reif::A,moden,барщараб
595,lecker::A,lækker,тӏагӏамаб
596,süß::A,sød,гьуинаб
597,bitter::A,bitter,кьогӏаб
598,sauer::A,sur,цӏекӏаб
599,hell::A,lys,канаб
600,dunkel::A,mørk,бецӏаб
601,schwarz::A,sort,чӏегӏераб
602,weiß::A,hvid,хъахӏаб
603,rot::A,rød,багӏараб
604,gelb::A,gul,гӏобилаб
605,gelb::A,gul,тӏогьилаб
606,blau::A,blå,хъахӏилаб
607,grün::A,grøn,гӏурччинаб
608,grau::A,grå,накӏкӏуяб
609,bunt::A,broget,къвекӏаб
610,bunt::A,broget,чара-гъараб
611,billig::A,billig,учузаб
612,teuer::A,dyr,хири́яб
613,wertvoll::A,værdifuld,къиматаб
614,blind::A,blind,беццаб
615,taub::A,døv,гъугъаб
616,kräftig::A,kraftig,гучаб
617,stark::A,stærk,къуватаб
618,schwach::A,svag,гӏажизаб
619,fett::A,fed,кьарияб
620,schlank::A,slank,чергесаб
621,hübsch::A,køn,гьайбатаб
622,böse::A,ond,ракӏквешаб
623,böse::A,slem,ракӏквешаб
624,dumm::A,dum,гьагаб
625,dumm::A,dum,гӏантаб
626,faul::A,doven,кӏохӏалаб
627,faul::A,doven,кӏухӏа́лаб
628,fleißig::A,flittig,хӏаракатаб
629,geizig::A,gerrig,къарумаб
630,klug::A,klog,лумияб
631,geschickt::A,dygtig,махщел бугев
632,geschickt::A,behændig,махщел бугев
633,lieb::A,rar,гӏазизаб
634,lustig::A,lystig,кепаб
635,sanft::A,blid,хӏалимаб
636,sanft::A,blid,хӏере́наб
637,hungrig::A,sulten,бакъараб
638,krank::A,syg,щокъаб
639,krank::A,syg,унтараб
640,nackt::A,nøgen,гӏицӏаб
641,nackt::A,nøgen,чӏанкӏараб
642,traurig::A,bedrøvet,пашманаб
643,lebendig::A,levende,чӏагояб
644,gut::A,god,лъикӏаб
645,schlecht::A,dårlig,къадараб
646,richtig::A,rigtig,битӏараб
647,schlimm::A,slem,нажасаб
648,schlimm::A,slem,къабихӏаб
649,wahr::A,sand,хӏакъаб
650,wahr::A,sand,битӏараб
651,alt::A,gammel,басрияб
652,neu::A,ny,цӏияб
653,ehemalig::A,forhenværende,цебе́госеб
654,alt[Lebewesen]::A,gammel,хераб
655,jung::A,ung,тӏинчӏаб
656,jung::A,ung,гӏолохъанаб
657,arm::A,fattig,пакъираб
658,reich::A,rig,бечедаб
659,bekannt::A,kendt,лъалеб
660,berühmt::A,berømt,машгьураб
661,fremd::A,fremmed,чияр
662,verschieden::A,forskellig,батӏи-батӏияб
663,nah::A,nær,гӏагарда бугеб
664,fern::A,fjern,рикӏкӏадаб
665,linker::A,venstre,квегӏаб
666,rechter::A,højre,кваранаб
667,anderer::A,anden,батӏияб
668,erster::A,første,тӏоцебесеб
669,zweiter::A,anden,кӏиабилеб
670,dritter::A,tredje,лъабабилеб
671,letzter::A,sidste,ахирисеб
672,allein::ADV,alene,ялгъузго
673,auf einmal::ADV,på én gang,цихӏинтӏаго
674,zusammen::ADV,sammen,цойида
675,lange::ADV,længe,
676,plötzlich::ADV,pludselig,цойидасанго
677,sofort::ADV,straks,гьебсагӏат
678,später::ADV,senere,
679,jetzt::ADV,nu,гьанже
680,heute::ADV,i dag,жакъа
681,morgen::ADV,i morgen,метер
682,bald::ADV,snart,гьабсагӏаталъ
683,dann::ADV,så,цинги
684,gestern::ADV,i går,сон
685,einst::ADV,engang,цин
686,damals::ADV,dengang,гьебмехалъ
687,damals::ADV,dengang,гьебмехалда
688,danach::ADV,derefter,цинги
689,danach::ADV,derefter,хадуса
690,vorher::ADV,før,цебе
691,vorher::ADV,forud,цебе
692,zuerst::ADV,først,тӏоцебе
693,einmal::ADV,en gang,цинцӏул
694,einmal::ADV,en gang,цихӏин
695,einmal::ADV,en gang,цоцӏул
696,manchmal::ADV,sommetider,олоцӏул
697,oft::ADV,ofte,гӏемерго
698,immer::ADV,altid,кидаго
699,niemals::ADV,aldrig,киданиги
700,hier::ADV,her,аниб
701,hierhin::ADV,hid,анибехун
702,hierhin::ADV,herhen,анибехун
703,von hier::ADV,herfra,гьаниса
704,dort::ADV,der,гьениб
705,dorthin::ADV,derhen,гьадаба
706,geradeaus::ADV,lige ud,битӏутӏа
707,vorwärts::ADV,fremad,цебехун
708,rückwärts::ADV,baglæns,нахъ-нахъ
709,zurück::ADV,tilbage,нахъе
710,unten::ADV,nede,ахакь
711,unten::ADV,nede,гъоркь
712,unten::ADV,forneden,ахакь
713,unten::ADV,forneden,гъоркь
714,hinab::ADV,ned,эхебе
715,hinab::ADV,nedad,эхебе
716,oben::ADV,oppe,тӏад
717,oben::ADV,oppe,тӏадехун
718,oben::ADV,ovenpå,тӏад
719,oben::ADV,ovenpå,тӏадехун
720,hinauf::ADV,op,эхеде
721,hinauf::ADV,opad,эхеде
722,überall::ADV,overalt,кибго
723,nicht::ADV,ikke,
724,ein wenig::ADV,lidt,дагьабго
725,kaum::ADV,knap,хӏалалъ
726,kaum::ADV,næppe,хӏалалъ
727,sehr::ADV,meget,кутакалда
728,so::ADV,så,гьедин
729,noch::ADV,endnu,жеги
730,nur::ADV,kun,гӏӣцӏго
731,nur::ADV,bare,гӏӣцӏго
732,schon::ADV,alt,
733,schon::ADV,allerede,
734,wieder::ADV,igen,на́хъеги
735,vergebens::ADV,forgæves,чӏалгӏаде
736,vor::PRP,foran,цебе
737,vor::PRP,uden for,цебе
738,hinter::PRP,bag,хадуса
739,hinter::PRP,bagved,хадуса
740,unter::PRP,under,ахакь
741,unter::PRP,under,гъоркь
742,durch::PRP,gennem,
743,durch::PRP,igennem,
744,neben::PRP,ved siden af,аскӏо
745,zwischen::PRP,mellem,гьоркьоб
746,wegen::PRP,på grund af,гьелда
747,dies::PRN,dette,гьаб
748,dies::PRN,dette,гьеб
749,das::PRN,det,доб
750,alles::PRN,alt,
751,ich::PRN,jeg,дун
752,du::PRN,du,дуца
753,er::PRN,han,доб
754,wir::PRN,vi,ниж
755,ihr::PRN,I,нуж
756,sie::PRN,de,дол
757,sie::PRN,de,эл
758,was::FPRN,hvad,щиб
759,wer::FPRN,hvem,щиб
760,wo::FADV,hvor,киб
761,wo::FADV,hvor,кибехун
762,wohin::FADV,hvorhen,кибехун
763,wie::FADV,hvordan,кин
764,warum::FADV,hvorfor,щай
765,wieviel::FNUM,hvor meget,кигӏан
766,eins::NUM,én,цо
767,zwei::NUM,to,кӏиго
768,drei::NUM,tre,лъабго
769,vier::NUM,fire,ункъо
770,fünf::NUM,fem,щуго
771,sechs::NUM,seks,анлъго
772,sieben::NUM,syv,анкьго
773,acht::NUM,otte,микьго
774,neun::NUM,ni,ичӏго
775,zehn::NUM,ti,анцӏго
776,elf::NUM,elleve,анцӏила цо
777,zwölf::NUM,tolv,кӏиго-анцӏила
778,zwanzig::NUM,tyve,къого
779,dreißig::NUM,tredive,лъеберго
