,Concept_ID,cs,kk
79,Rauch::N,dým,түтін
80,Rauch::N,kouř,түтін
81,Funke::N,jiskra,ұшқын
82,Feuer::N,oheň,алау
83,Licht::N,světlo,шұғыла
84,Schatten::N,stín,көлеңке
85,Wetter::N,počasí,ауа райы
86,Nebel::N,mlha,тұман
87,Wolke::N,mrak,бұлт
88,Wolke::N,oblak,бұлт
89,Regen::N,déšť,жаңбыр
90,Schnee::N,sníh,қар
91,Eis::N,led,мұз
92,Frost::N,mráz,суық
93,Kälte::N,chlad,ызғар
94,Kälte::N,chlad,суықтық
95,Hitze::N,horko,аптап
96,Raureif::N,jinovatka,қырау
97,Regenbogen::N,duha,кемпірқосақ
98,Donner::N,hrom,күн күркіреу
99,Strömung::N,proudění,ағын
100,Tropfen::N,kapka,тамшы
101,Schaum::N,pěna,көбік
102,Schmutz::N,špína,кір
103,See::N,jezero,көл
104,Sumpf::N,močál,саз
105,Sumpf::N,bažina,саз
106,Moor::N,bažina,саз
107,Moor::N,slatina,саз
108,Wiese::N,louka,шалғын
109,Wald::N,les,орман
110,Hügel::N,kopec,төбе
111,Hügel::N,kopec,белес
112,Hügel::N,kopec,белес-белес
113,Anhöhe::N,pahorek,дөң
114,Anhöhe::N,pahorek,адыр
115,Anhöhe::N,pahorek,қырат
116,Berg::N,hora,тау
117,Gipfel::N,vrchol,төбе
118,Höhle::N,jeskyně,үңгір
119,Abhang::N,svah,бауыр
120,Abhang::N,stráň,бауыр
121,Quelle::N,pramen,қайнар
122,Bach::N,potok,жылға
123,Fluss::N,řeka,өзен
124,Ufer::N,břeh,жиек
125,Küste::N,pobřeží,жиегі
126,Küste::N,pobřeží,жағалау
127,Festland::N,souš,құрылық
128,Festland::N,pevnina,құрылық
129,Meer::N,moře,теңіз
130,Bucht::N,záliv,шығанақ
131,Bucht::N,zátoka,шығанақ
132,Insel::N,ostrov,арал
133,Blume::N,květina,гүл
134,Gras::N,tráva,от
135,Wurzel::N,kořen,түбір
136,Baum::N,strom,ағаш
137,Baum::N,strom,дарақ
138,Stamm::N,kmen,сояу
139,Stamm::N,kmen,оқпан
140,Rinde::N,kůra,қабық
141,Ast::N,větev,бұтақ
142,Zweig::N,větev,шыбық
143,Blatt::N,lupen,жапырақ
144,Birke::N,bříza,қайың
145,Kiefer[Baum]::N,sosna,қарағай
146,Kiefer[Baum]::N,borovice,қарағай
147,Weide[Baum]::N,vrba,тал
148,Tanne::N,jedle,шырша
149,Horn::N,roh,мүйіз
150,Feder::N,pero,қаламұш
151,Fell::N,srst,тері
152,Flügel::N,křídlo,қанат
153,Klaue::N,dráp,тырнақ
154,Klaue::N,pazneht,тырнақ
155,Kralle::N,dráp,аяқ
156,Schwanz::N,ocas,құйрық
157,Ei::N,vejce,жұмыртқа
158,Nest::N,hnízdo,ұя
159,Bau::N,nora,жатақ
160,Tier::N,zvíře,айуан
161,Tier::N,zvíře,жануар
162,Herde::N,stádo,пада
163,Kuh::N,kráva,сиыр
164,Bulle::N,býk,өгіз
165,Pferd::N,kůň,жылқы
166,Schaf::N,ovce,қой
167,Schwein::N,vepř,шошқа
168,Schwein::N,prase,шошқа
169,Hund::N,pes,ит
170,Katze::N,kočka,мысық
171,Bär::N,medvěd,аю
172,Eichhörnchen::N,veverka,тиін
173,Elch::N,los,бұғы
174,Fuchs::N,liška,түлкі
175,Hase::N,zajíc,қоян
176,Maus::N,myš,қаптесер
177,Wolf::N,vlk,бөрі
178,Wolf::N,vlk,қасқыр
179,Vogel::N,pták,құс
180,Schwarm::N,roj,топ
181,Schwarm::N,roj,үйір
182,Schwarm::N,hejno,топ
183,Schwarm::N,hejno,үйір
184,Huhn::N,kuře,тауық
185,Huhn::N,kuře,мекиен
186,Huhn::N,slepice,тауық
187,Huhn::N,slepice,мекиен
188,Hahn::N,kohout,әтеш
189,Hahn::N,kohout,қораз
190,Gans::N,husa,қаз
191,Adler::N,orel,бүркіт
192,Ente::N,kachna,үйрек
193,Eule::N,sova,жапалақ
194,Kranich::N,jeřáb,тырна
195,Krähe::N,vrána,қарға
196,Kuckuck::N,kukačka,көкек
197,Schwan::N,labuť,аққу
198,Fisch::N,ryba,балық
199,Barsch::N,okoun,алабұға
200,Hecht::N,štika,шортан
201,Schlange[Tier]::N,had,жылан
202,Wurm::N,červ,шұбалшаң
203,Spinne::N,pavouk,өрмекші
204,Ameise::N,mravenec,қүмырска
205,Laus::N,veš,бит
206,Mücke::N,komár,маса
207,Fliege::N,moucha,шыбын
208,Schmetterling::N,motýl,көбелек
209,Beere::N,bobule,жидек
210,Apfel::N,jablko,алма
211,Pilz::N,houba,қозықұйрық
212,Pilz::N,houba,саңыраукулақ
213,Zwiebel::N,cibule,жуа
214,Saat::N,osivo,тұқым
215,Korn::N,zrno,дән
216,Heu::N,seno,шөп
217,Schale::N,slupka,қабық
218,Schale::N,slupka,қабығы
219,Schale::N,skořápka,қабық
220,Schale::N,skořápka,қабығы
221,Grube::N,jáma,ор
222,Falle::N,past,дұзақ
223,Falle::N,past,қақпан
224,Falle::N,léčka,дұзақ
225,Falle::N,léčka,қақпан
226,Schlinge::N,smyčka,ілмек
227,Spur::N,stopa,із
228,Asche::N,popel,күл
229,Dreck::N,špína,былғаныш
230,Eisen::N,železo,темір
231,Gold::N,zlato,алтын
232,Silber::N,stříbro,күміс
233,Kohle::N,uhlí,көмір
234,Glas::N,sklo,шыны
235,Lehm::N,jíl,балшық
236,Lehm::N,hlína,балшық
237,Sand::N,písek,құм
238,Mensch::N,člověk,адам
239,Mann::N,muž,еркек
240,Mann::N,muž,ер адам
241,Frau::N,žena,бике
242,Frau::N,žena,қатын
243,Kind::N,dítě,бала
244,Kind::N,dítě,перзент
245,Junge::N,hoch,бала
246,Junge::N,hoch,ер бала
247,Junge::N,chlapec,бала
248,Junge::N,chlapec,ер бала
249,Mädchen::N,děvče,қыз
250,Familie::N,rodina,жанұя
251,Großvater::N,děd,ата
252,Großvater::N,dědeček,ата
253,Großmutter::N,babička,әже
254,Großmutter::N,babička,әжей
255,Eltern::N,rodiče,ата-аналар
256,Vater::N,otec,әке
257,Mutter::N,matka,ана
258,Sohn::N,syn,ұл
259,Tochter::N,dcera,қызым
260,Bruder::N,bratr,бауырым
261,Schwester::N,sestra,әпке
262,Onkel::N,strýc,көке
263,Tante::N,teta,тәте
264,Ehemann::N,choť,ер
265,Ehemann::N,manžel,ер
266,Ehefrau::N,choť,зайып
267,Ehefrau::N,manželka,зайып
268,Freude::N,radost,қуаныш
269,Freude::N,radost,сүйініш
270,Freude::N,radost,шат-думан
271,Freude::N,radost,қуаныштылық
272,Gelächter::N,smích,күлу
273,Glück::N,štěstí,бақыт
274,Glück::N,štěstí,бақыттылық
275,Kummer::N,žal,аза
276,Kummer::N,žal,қайғы
277,Kummer::N,žal,қасырет
278,Kummer::N,trápení,аза
279,Kummer::N,trápení,қайғы
280,Kummer::N,trápení,қасырет
281,Wunsch::N,přání,мүдде
282,Lust::N,chuť,тәбет
283,Lust::N,chuť,ынтызар
284,Lust::N,chuť,құштарлық
285,Geist::N,duch,рух
286,Gedanke::N,myšlenka,ой
287,Gedächtnis::N,paměť,ес
288,Gedächtnis::N,paměť,жады
289,Gedächtnis::N,paměť,ақыл-ес
290,Verstand::N,rozum,ақыл
291,Verstand::N,rozum,парасат
292,Sinn::N,smysl,мән
293,Sinn::N,smysl,маныз
294,Sinn::N,smysl,мағына
295,Sinn::N,smysl,мән-мағына
296,Grund::N,důvod,себеп
297,Wahrheit::N,pravda,рас
298,Gespräch::N,rozhovor,әңгіме
299,Märchen::N,pohádka,ертеп
300,Märchen::N,pohádka,ертек
301,Erzählung::N,povídka,әңгіме
302,Nachricht::N,zpráva,хабар
303,Neuigkeit::N,novina,жаңалық
304,Neuigkeit::N,novinka,жаңалық
305,Name::N,jméno,ат
306,Name::N,jméno,атау
307,Rätsel::N,hádanka,жұмбақ
308,Rede::N,řeč,сөз
309,Rede::N,proslov,сөз
310,Sprache::N,řeč,тіл
311,Sprache::N,jazyk,тіл
312,Stimme::N,hlas,үн
313,Stimme::N,hlas,әуен
314,Stimme::N,hlas,дауыс
315,Wort::N,slovo,сөз
316,Zeichen::N,znamení,ишара
317,Ruf::N,zavolání,айғай
318,Lärm::N,hluk,айғай-шу
319,Lärm::N,hluk,айғай-ұйғай
320,Laut::N,zvuk,дыбыс
321,Laut::N,zvuk,дауыс
322,Ton::N,tón,әуен
323,Lied::N,píseň,ән
324,Lied::N,píseň,жыр
325,Lied::N,píseň,ән-жыр
326,Ruhe::N,klid,тыныштық
327,Ruhe::N,pokoj,тыныштық
328,Leute::N,lidé,кісілер
329,Volk::N,národ,халық
330,Arbeit::N,práce,еңбек
331,Gast::N,host,қонақ
332,Gast::N,host,мейман
333,Geschenk::N,dar,қадия
334,Spiel::N,hra,ойын
335,Gesellschaft::N,společnost,қауым
336,Gesellschaft::N,společnost,жұртшылық
337,Hilfe::N,pomoc,жэрдем
338,Freund::N,přítel,дос
339,Kamerad::N,kamarád,дос-жар
340,Angelegenheit::N,záležitost,жұмыс
341,Anzahl::N,počet,сан
342,Anzahl::N,počet,саны
343,Art::N,druh,түр
344,Stück::N,kus,тілім
345,Stück::N,kousek,тілім
346,Teil::N,díl,үлес
347,Teil::N,díl,бөлшек
348,Teil::N,část,үлес
349,Teil::N,část,бөлшек
350,Hälfte::N,půl,жарты
351,Kreis::N,kruh,шеңбер
352,Kreuz::N,kříž,крест
353,Linie::N,linka,сызық
354,Strich::N,čára,сызық
355,Strich::N,čárka,сызық
356,Abstand::N,vzdálenost,ара
357,Abstand::N,vzdálenost,аралық
358,Entfernung::N,vzdálenost,аралық
359,Gegend::N,krajina,өңір
360,Platz::N,prostor,орны
361,Ort::N,místo,орын
362,Seite::N,strana,жақ
363,Seite::N,strana,бүйір
364,Mitte::N,střed,ортасы
365,Mitte::N,prostředek,ортасы
366,Gegenstand::N,předmět,зат
367,Gegenstand::N,předmět,нәрсе
368,Sache::N,věc,бұйым
369,Rand::N,kraj,шет
370,Rand::N,kraj,шеті
371,Rand::N,okraj,шет
372,Rand::N,okraj,шеті
373,Kante::N,hrana,қыр
374,Kante::N,hrana,қыры
375,Ecke::N,roh,қыры
376,Ecke::N,roh,бұрыш
377,Spitze::N,hrot,ұшы
378,Spitze::N,špička,ұшы
379,Ende::N,konec,аяқ
380,Ende::N,konec,соңы
381,Loch::N,díra,тесік
382,Winkel::N,kout,мүйіс
383,Muster::N,vzor,мәнер
384,Größe::N,velikost,ауқым
385,Größe::N,velikost,көлемдік
386,Länge::N,délka,бой
387,Länge::N,délka,ұзындық
388,Höhe::N,výška,жоғарылық
389,Höhe::N,výška,биіктік
390,Gewicht::N,váha,салмақ
391,Menge::N,množství,мөлшер
392,Haufen::N,kupa,үйме
393,Haufen::N,kupa,үйінді
394,Haufen::N,hromada,үйме
395,Haufen::N,hromada,үйінді
396,Reihe::N,řada,сап
397,Reihe::N,řádek,сап
398,Boot::N,člun,қайық
399,Ruder::N,veslo,ескек
400,Schlitten::N,sáně,шана
401,Ski::N,lyže,шаңғы
402,Lagerfeuer::N,táborák,алау
403,Last::N,náklad,ауырлық
404,Last::N,náklad,ауыр зат
405,Last::N,břemeno,ауырлық
406,Last::N,břemeno,ауыр зат
407,Gang::N,chůze,жүріс
408,Gang::N,chodba,жүріс
409,Schritt::N,krok,адым
410,Norden::N,sever,солтүстік
411,Norden::N,sever,терістік
412,Süden::N,jih,оңтүстік
413,Westen::N,západ,батыс
414,Osten::N,východ,күншығыс
415,Holz::N,dřevo,ағаш
416,Holz::N,dřevo,сүрек
417,Brett::N,prkno,тақта
418,Platte::N,deska,тақта
419,Stütze::N,opěra,тіреу
420,Stange::N,tyč,қада
421,Stange::N,tyčka,қада
422,Stock::N,hůlka,сойыл
423,Stab::N,hůl,сырық
424,Rohr::N,trubka,құбыр
425,Haus::N,dům,үй
426,Heim::N,domov,үйлі
427,Heim::N,domov,шаңырақ
428,Ofen::N,kamna,ошақ
429,Ofen::N,kamna,пеш
430,Fußboden::N,podlaha,еден
431,Tisch::N,stůl,үстел
432,Stuhl::N,židle,орындық
433,Wiege::N,kolébka,бесік
434,Bett::N,postel,кереует
435,Regal::N,regál,сөре
436,Regal::N,police,сөре
437,Kiste::N,bedna,жәшік
438,Fenster::N,okno,терезе
439,Tür::N,dveře,есік
440,Tor::N,vrata,дарбаза
441,Zaun::N,plot,дуал
442,Dach::N,střecha,шатыр
443,Leiter::N,žebřík,саты
444,Leiter::N,žebřík,басқыш
445,Besen::N,koště,сыпырғыш
446,Besen::N,smeták,сыпырғыш
447,Spaten::N,rýč,күрек
448,Schaufel::N,lopata,қалақ
449,Gabel::N,vidlička,аша
450,Gabel::N,vidlička,шанышқы
451,Löffel::N,lžíce,қасық
452,Messer::N,nůž,пышақ
453,Nagel::N,hřebík,мық
454,Nagel::N,hřebík,шеге
455,Netz::N,síť,керегекөз
456,Haken::N,hák,ілмек
457,Griff::N,držadlo,сап
458,Griff::N,držadlo,тұтқа
459,Schloss::N,zámek,құлып
460,Schloss::N,zámek,бекіткіш
461,Bild::N,obraz,сурет
462,Figur::N,figura,тұлға
463,Puppe::N,panenka,қуыршақ
464,Beutel::N,pytlík,қапшық
465,Bündel::N,svazek,байлам
466,Tasche::N,taška,дорба
467,Tasche::N,brašna,дорба
468,Eimer::N,kýbl,шелек
469,Eimer::N,vědro,шелек
470,Deckel::N,víko,жапқыш
471,Deckel::N,příklop,жапқыш
472,Geschirr::N,nádobí,ыдыс
473,Sack::N,pytel,қап
474,Tasse::N,šálek,шыныаяқ
475,Topf::N,hrnec,кәстрөл
476,Kessel::N,kotel,қазан
477,Essen::N,jídlo,ас
478,Nahrung::N,strava,ас
479,Nahrung::N,strava,тамақ
480,Nahrung::N,potrava,ас
481,Nahrung::N,potrava,тамақ
482,Speise::N,jídlo,тағам
483,Fleisch::N,maso,ет
484,Getreide::N,obilí,дәнді
485,Brei::N,kaše,ботқа
486,Brot::N,chléb,күлше
487,Scheibe::N,krajíc,тілім
488,Fett::N,tuk,май
489,Fett::N,omastek,май
490,Butter::N,máslo,май
491,Öl::N,olej,май
492,Salz::N,sůl,тұз
493,Suppe::N,polévka,көже
494,Honig::N,med,бал
495,Milch::N,mléko,сүт
496,Tee::N,čaj,шай
497,Leder::N,kůže,көн
498,Wolle::N,vlna,жүн
499,Stoff::N,látka,мата
500,Stoff::N,látka,кездеме
501,Nadel::N,jehla,ине
502,Faden::N,nit,жіп
503,Knopf::N,knoflík,түйме
504,Knoten::N,uzel,түйін
505,Farbe::N,barva,рең
506,Kleidung::N,šaty,киім
507,Kleidung::N,šatstvo,киім
508,Hemd::N,košile,жейде
509,Kragen::N,límec,жаға
510,Ärmel::N,rukáv,жең
511,Hose::N,kalhoty,шалбар
512,Gürtel::N,pás,белбеу
513,Gürtel::N,opasek,белбеу
514,Mütze::N,čepice,қалпақ
515,Schuh::N,bota,кебіс
516,Stiefel::N,holínka,етік
517,Ring::N,prsten,жүзік
518,Band::N,pásek,таспа
519,Kamm::N,hřeben,тарақ
520,Spiegel::N,zrcadlo,айна
521,Riemen::N,řemen,қайыс
522,Schnur::N,šňůra,жіп
523,Leine::N,vodítko,тізгін
524,Decke::N,pokrývka,көрпе
525,Decke::N,přikrývka,көрпе
526,Kissen::N,polštář,жастық
527,Tuch::N,šátek,орамал
528,Handtuch::N,ručník,сүлгі
529,Kraft::N,síla,қуат
530,Kraft::N,síla,қарқын
531,Kraft::N,síla,әл-шама
532,Kraft::N,síla,әл-дәрмен
533,Stärke::N,síla,әл
534,Stärke::N,síla,күш
535,Gesundheit::N,zdraví,денсаулык
536,Krankheit::N,nemoc,ауру
537,Krankheit::N,choroba,ауру
538,Schmerz::N,bolest,ауру
539,Wunde::N,rána,зақым
540,Wunde::N,rána,жарақат
541,Fieber::N,horečka,безгек
542,Fieber::N,horečka,қалтырау
543,Fieber::N,horečka,қызу көтерілуі
544,Arznei::N,lék,дәрі
545,Arznei::N,lék,дәрі-дәрмек
546,Brücke::N,most,көпір
547,Brunnen::N,studna,құдық
548,Weide::N,pastva,өріс
549,Weide::N,pastva,жайылым
550,Weide::N,pastvina,өріс
551,Weide::N,pastvina,жайылым
552,Pfad::N,pěšina,жол
553,Weg::N,cesta,жол
554,Straße::N,silnice,жол
555,Dorf::N,vesnice,ауыл
556,Stadt::N,město,қала
557,Stadt::N,město,шаһар
558,Brief::N,dopis,хат
559,Brief::N,dopis,жазу
560,Buch::N,kniha,кітап
561,Buchstabe::N,písmeno,әріп
562,Buchstabe::N,písmeno,қаріп
563,Zeitung::N,noviny,газет
564,Leben::N,život,өмір
565,Leben::N,život,тіршілік
566,Tod::N,smrt,опат
567,Grab::N,hrob,мола
568,Grab::N,hrob,мазар
569,Kirche::N,kostel,шіркеу
570,Sünde::N,hřích,күнә
571,Gott::N,bůh,алла
572,Gott::N,bůh,құдай
573,Gott::N,bůh,тәңірі
574,Gott::N,bůh,пәруардігер
575,Gott::N,bůh,жаратқан тәңірі
576,Arbeiter::N,dělník,жүмысшы
577,Arbeiter::N,pracovník,жүмысшы
578,Chef::N,šéf,басшы
579,Chef::N,šéf,жұмыс басқарушысы
580,Chef::N,vedoucí,басшы
581,Chef::N,vedoucí,жұмыс басқарушысы
582,Meister::N,mistr,шебер
583,Meister::N,mistr,өнерпаз
584,Arzt::N,lékař,дәрігер
585,Lehrer::N,učitel,мұғалім
586,Geld::N,peníze,пұл
587,Geschäft::N,obchod,бизнес
588,Laden::N,krám,дүкен
589,Preis::N,cena,ақы
590,Preis::N,cena,құны
591,Preis::N,cena,нарық
592,Ware::N,zboží,тауар
593,Nutzen::N,užitek,пайда
594,Reichtum::N,bohatství,бақ-дәулет
595,Welt::N,svět,әлем
596,Welt::N,svět,жиһан
597,Land::N,země,аймақ
598,Staat::N,stát,мемлекет
599,König::N,král,патша
600,Macht::N,moc,өкімет
601,Macht::N,moc,қожалық
602,Macht::N,mocnost,өкімет
603,Macht::N,mocnost,қожалық
604,Grenze::N,hranice,шек
605,Krieg::N,válka,соғыс
606,Feind::N,nepřítel,жау
607,Feind::N,nepřítel,дұшпан
608,Gewalt::N,násilí,зорлык
609,Gewalt::N,násilí,зорлық-зомбылык
610,Kampf::N,boj,күрес
611,Kampf::N,boj,алыспақ
612,Bogen[Waffe]::N,luk,саржа
613,Pfeil::N,šíp,жебе
614,Gewehr::N,puška,қару
615,Gewehr::N,ručnice,қару
616,Fehler::N,chyba,әбес
617,Fehler::N,chyba,қаталық
618,Lüge::N,lež,өтірік
619,Schaden::N,škoda,зиян
620,Schaden::N,škoda,зарар
621,Unglück::N,neštěstí,пәле
622,Unglück::N,neštěstí,қасырет
623,Unglück::N,neštěstí,ауыртпалық
624,Schuld::N,vina,айыптылық
625,Alter::N,věk,жас
626,Alter::N,věk,жас шамасы
627,Schluss::N,konec,ада
628,Schluss::N,konec,бітуі
629,Zeit::N,čas,уақыт
630,Tag::N,den,күн
631,Morgen::N,ráno,таң
632,Morgen::N,ráno,таңертең
633,Morgen::N,jitro,таң
634,Morgen::N,jitro,таңертең
635,Mittag::N,poledne,талтүс
636,Abend::N,večer,кеш
637,Nacht::N,noc,түн
638,Woche::N,týden,апта
639,Monat::N,měsíc,ай
640,Jahr::N,rok,жыл
641,Frühling::N,jaro,көктем
642,Sommer::N,léto,жаз
643,Herbst::N,podzim,күз
644,Winter::N,zima,қыс
645,Januar::N,leden,каңтар
646,Februar::N,únor,ақпан
647,März::N,březen,наурыз
648,April::N,duben,сәуір
649,Mai::N,květen,мамыр
650,Juni::N,červen,маусым
651,Juli::N,červenec,шілде
652,August::N,srpen,сүмбіле
653,August::N,srpen,тамыз
654,September::N,září,қыркүйек
655,Oktober::N,říjen,ақырап
656,November::N,listopad,қараша
657,Dezember::N,prosinec,желтоқсан
658,Montag::N,pondělí,дүйсенбі
659,Montag::N,pondělek,дүйсенбі
660,Dienstag::N,úterý,сейсенбі
661,Mittwoch::N,středa,сәрсенбі
662,Donnerstag::N,čtvrtek,бейсенбі
663,Freitag::N,pátek,жұма
664,Samstag::N,sobota,сенбі
665,Sonntag::N,neděle,жексембі
666,groß::A,velký,алпамсадай
667,klein::A,malý,кішкене
668,klein::A,malý,қарғадай
669,lang::A,dlouhý,сопақ
670,lang::A,dlouhý,сорайған
671,kurz::A,krátký,кеспелтек
672,breit::A,široký,айдынды
673,schmal::A,úzký,қысық
674,dicht::A,hustý,жиі
675,dick[Gegenstand]::A,tlustý,шомбал
676,dünn::A,tenký,жұқа
677,dünn::A,tenký,жіңішке
678,fein::A,jemný,қаңылтақ
679,fest::A,pevný,берік
680,fest::A,pevný,мызғымас
681,flach::A,plochý,жалпак
682,flach::A,placatý,жалпак
683,glatt::A,hladký,типыл
684,hart::A,tvrdý,қатты
685,weich::A,měkký,жұмсақ
686,rund::A,kulatý,домалақ
687,rund::A,okrouhlý,домалақ
688,spitz::A,špičatý,үшкір
689,scharf::A,ostrý,сүйрік
690,stumpf::A,tupý,доғал
691,stumpf::A,tupý,өтпейтін
692,schwer::A,těžký,салмақты
693,schön::A,pěkný,сұлу
694,schön::A,krásný,сұлу
695,heiß::A,horký,ыссы
696,warm::A,teplý,жылы
697,kalt::A,studený,аязды
698,kühl::A,chladný,салқын
699,frisch::A,svěží,таза
700,frisch::A,svěží,жаңа
701,feucht::A,vlhký,нам
702,feucht::A,vlhký,дымқылды
703,nass::A,mokrý,сулы
704,trocken::A,suchý,құрғақ
705,voll::A,plný,толы
706,leer::A,prázdný,бос
707,offen::A,otevřený,ашып қойылған
708,geschlossen::A,zavřený,жабулы
709,sauber::A,čistý,дақсыз
710,sauber::A,čistý,мұнтаздай
711,schmutzig::A,špinavý,айғыз
712,schmutzig::A,špinavý,сатпақ
713,schmutzig::A,špinavý,сатал-сатал
714,roh::A,syrový,шикі
715,reif::A,zralý,піскен
716,lecker::A,chutný,дәмді
717,süß::A,sladký,тәтті
718,bitter::A,hořký,ащы
719,sauer::A,kyselý,қышқыл
720,hell::A,světlý,жарық
721,hell::A,světlý,жарқын
722,dunkel::A,temný,қараңғы
723,schwarz::A,černý,қара
724,weiß::A,bílý,ақ
725,rot::A,rudý,қызыл
726,rot::A,červený,қызыл
727,gelb::A,žlutý,сары
728,blau::A,modrý,көк
729,grün::A,zelený,жасыл
730,grau::A,šedý,бозамық
731,grau::A,šedivý,бозамық
732,bunt::A,pestrý,алабажак
733,billig::A,levný,арзан
734,billig::A,laciný,арзан
735,teuer::A,drahý,бағалы
736,wertvoll::A,cenný,құнды
737,wertvoll::A,cenný,қымбат
738,blind::A,slepý,көзсіз
739,blind::A,slepý,көр
740,blind::A,slepý,көр_соқыр
741,taub::A,hluchý,керең
742,taub::A,hluchý,саңырау
743,kräftig::A,silný,қуатты
744,kräftig::A,silný,қарымды
745,stark::A,silný,білекті
746,schwach::A,slabý,әлсіз
747,schwach::A,slabý,күшсіз
748,schwach::A,slabý,қайратсыз
749,fett::A,tučný,семіз
750,fett::A,tlustý,семіз
751,schlank::A,štíhlý,ашаң
752,hübsch::A,hezký,ажарлы
753,hübsch::A,hezký,шырайлы
754,böse::A,zlý,өш
755,böse::A,zlý,сұм
756,böse::A,zlý,жауыз
757,dumm::A,hloupý,көкми
758,dumm::A,hloupý,ақымақ
759,dumm::A,hloupý,миы жоқ
760,faul::A,líný,жалқау
761,faul::A,líný,еріншек
762,fleißig::A,pilný,ұқыпты
763,geizig::A,lakomý,сараң
764,klug::A,chytrý,жетік
765,klug::A,chytrý,ақылды
766,geschickt::A,šikovný,шебер
767,lieb::A,milý,абзал
768,lieb::A,milý,айналайын
769,lustig::A,veselý,көңілді
770,sanft::A,mírný,жуас
771,hungrig::A,hladový,аш
772,krank::A,nemocný,кеселді
773,nackt::A,nahý,жалаңаш
774,traurig::A,smutný,қапа
775,traurig::A,truchlivý,қапа
776,lebendig::A,živý,тірі
777,lebendig::A,živý,жанды
778,gut::A,dobrý,жақсы
779,schlecht::A,špatný,жаман
780,richtig::A,pravý,дұрыс
781,richtig::A,správný,дұрыс
782,schlimm::A,zlý,жаман
783,wahr::A,pravdivý,нағыз
784,alt::A,starý,ескі
785,neu::A,nový,жаңа
786,ehemalig::A,bývalý,өткен
787,ehemalig::A,bývalý,бұрынғы
788,alt[Lebewesen]::A,starý,кексе
789,jung::A,mladý,науша
790,arm::A,chudý,кедей
791,arm::A,chudý,дәулетсіз
792,reich::A,bohatý,малды
793,bekannt::A,známý,таныс
794,bekannt::A,známý,көзтаныс
795,berühmt::A,slavný,атақты
796,fremd::A,cizí,бөтен
797,verschieden::A,různý,түрлі
798,verschieden::A,rozličný,түрлі
799,nah::A,blízký,жуық
800,nah::A,blízký,етене
801,fern::A,daleký,алыс
802,fern::A,daleký,алыстағы
803,linker::A,levý,сол
804,linker::A,levý,солшыл
805,rechter::A,pravý,оң
806,anderer::A,jiný,өзге
807,anderer::A,jiný,былайғы
808,erster::A,první,алғашқы
809,zweiter::A,druhý,екінші
810,dritter::A,třetí,үшінші
811,letzter::A,poslední,артқы
