,Concept_ID,ga,udm
176,Klaue::N,crobh,гижы
177,Kralle::N,crobh,пыд
178,Schwanz::N,eireaball,быж
179,Ei::N,ubh,пуз
180,Ei::N,ubh,кукей
181,Nest::N,nead,кар
182,Nest::N,nead,пузкар
183,Bau::N,brocais,кар
184,Bau::N,brocais,гу
185,Tier::N,ainmhí,пӧйшур
186,Tier::N,beithíoch,пӧйшур
187,Herde::N,tréad,уллё
188,Kuh::N,bó,скал
189,Bulle::N,tarbh,ош
190,Bulle::N,tarbh,пороз
191,Pferd::N,each,вал
192,Pferd::N,capall,вал
193,Schaf::N,caora,ыж
194,Schwein::N,muc,парсь
195,Hund::N,madra,пуны
196,Katze::N,cat,коӵыш
197,Bär::N,béar,гондыр
198,Eichhörnchen::N,iora,коньы
199,Elch::N,eilc,койык
200,Fuchs::N,sionnach,ӟичы
201,Fuchs::N,madra rua,ӟичы
202,Hase::N,giorria,кеч
203,Maus::N,luch,шыр
204,Wolf::N,mac tíre,кион
205,Vogel::N,éan,тылобурдо
206,Schwarm::N,saithe,уллё
207,Huhn::N,cearc,курег
208,Hahn::N,coileach,атас
209,Gans::N,gé,ӟазег
210,Adler::N,iolar,ӧрзи
211,Ente::N,lacha,ӵӧж
212,Eule::N,ulchabhán,кучыран
213,Kranich::N,grús,тури
214,Krähe::N,caróg,куака
215,Krähe::N,préachán,куака
216,Kuckuck::N,cuach,кикы
217,Schwan::N,eala,юсь
218,Fisch::N,iasc,чорыг
219,Barsch::N,péirse,юш
220,Hecht::N,liús,чипей
221,Schlange[Tier]::N,nathair,кый
222,Wurm::N,péist,нумыр
223,Spinne::N,damhán alla,чонари
224,Ameise::N,seangán,кузьыли
225,Laus::N,míol,тэй
226,Mücke::N,muiscít,нымы
227,Mücke::N,muiscít,чибинь
228,Mücke::N,corrmhíol,нымы
229,Mücke::N,corrmhíol,чибинь
230,Fliege::N,cuil,кут
231,Fliege::N,cuileog,кут
232,Schmetterling::N,féileacán,бубыли
233,Beere::N,caor,узы-боры
234,Apfel::N,úll,яблок
235,Pilz::N,beacán,губи
236,Pilz::N,muisiriún,губи
237,Zwiebel::N,oinniún,сугон
238,Saat::N,síol,кидыс
239,Korn::N,gráinne,тысь
240,Heu::N,féar,турын
241,Schale::N,scaimh,кыд
242,Grube::N,poll,гу
243,Grube::N,poll,гоп
244,Falle::N,gaiste,налик
245,Schlinge::N,sealán,гиӟ
246,Schlinge::N,sealán,герд
247,Spur::N,rian,пытьы
248,Spur::N,rian,бервыл
249,Asche::N,luaith,пень
250,Dreck::N,salachar,дэри
251,Eisen::N,iarann,корт
252,Gold::N,ór,зарни
253,Silber::N,airgead,азвесь
254,Kohle::N,gual,эгыр
255,Glas::N,gloine,стекло
256,Glas::N,gloine,пияла
257,Lehm::N,cré,сюй
258,Sand::N,gaineamh,луо
259,Mensch::N,duine,мурт
260,Mensch::N,duine,адями
261,Mann::N,fear,воргорон
262,Frau::N,bean,кышномурт
263,Kind::N,gasúr,нуны
264,Kind::N,gasúr,пинал
265,Kind::N,páiste,нуны
266,Kind::N,páiste,пинал
267,Junge::N,buachaill,пи
268,Mädchen::N,cailín,ныл
269,Familie::N,teaghlach,семья
270,Familie::N,comhluadar,семья
271,Großvater::N,seanathair,песятай
272,Großvater::N,seanathair,пересь атай
273,Großmutter::N,seanmháthair,песянай
274,Großmutter::N,seanmháthair,пересь анай
275,Eltern::N,tuismitheoirí,атай-анай
276,Eltern::N,tuismitheoirí,бубы-мумы
277,Vater::N,athair,айы
278,Vater::N,athair,атай
279,Mutter::N,máthair,мумы
280,Sohn::N,mac,пи
281,Tochter::N,iníon,ныл
282,Bruder::N,deartháir,агай
283,Schwester::N,deirfiúr,апа
284,Schwester::N,deirfiúr,сузэр
285,Onkel::N,uncail,агай
286,Tante::N,aintín,апа
287,Tante::N,aintín,кенак
288,Ehemann::N,fear céile,карт
289,Ehefrau::N,bean chéile,кышно
290,Freude::N,áthas,шумпотон
291,Gelächter::N,gáire,горем
292,Glück::N,séan,шуд
293,Glück::N,sonas,шуд
294,Kummer::N,brón,кайгу
295,Kummer::N,brón,куректон
296,Kummer::N,buairt,кайгу
297,Kummer::N,buairt,куректон
298,Wunsch::N,guí,мылпотон
299,Wunsch::N,achainí,мылпотон
300,Lust::N,fonn,потон
301,Geist::N,meon,лул
302,Geist::N,spiorad,лул
303,Gedanke::N,smaoineamh,малпан
304,Gedächtnis::N,cuimhne,йырсазь
305,Gedächtnis::N,cuimhne,тодэваён
306,Verstand::N,ciall,йырвизь
307,Verstand::N,intinn,йырвизь
308,Sinn::N,brí,смысл
309,Sinn::N,ciall,смысл
310,Grund::N,fáth,муг
311,Grund::N,fáth,ньӧм
312,Wahrheit::N,fírinne,зэм
313,Wahrheit::N,fírinne,шонер
314,Gespräch::N,comhrá,вераськон
315,Märchen::N,scéal,выжыкыл
316,Erzählung::N,scéal,верос
317,Nachricht::N,teachtaireacht,ивор
318,Neuigkeit::N,scéala,выльивор
319,Name::N,ainm,ним
320,Rätsel::N,tomhas,мадькыл
321,Rede::N,óráid,верам
322,Rede::N,aitheasc,верам
323,Sprache::N,teanga,кыл
324,Stimme::N,guth,куара
325,Wort::N,focal,кыл
326,Zeichen::N,comhartha,пус
327,Zeichen::N,comhartha,тодмет
328,Ruf::N,glaoch,ӧтён
329,Ruf::N,glaoch,чортон
330,Lärm::N,torann,ӵашетон
331,Laut::N,fuaim,куара
332,Ton::N,ton,куара
333,Lied::N,amhrán,кырӟан
334,Ruhe::N,suaimhneas,чалмыт улон
335,Leute::N,muintir,адямиос
336,Volk::N,pobal,калык
337,Arbeit::N,obair,уж
338,Gast::N,aoi,куно
339,Geschenk::N,féirín,салам
340,Geschenk::N,féirín,кузьым
341,Geschenk::N,bronntanas,салам
342,Geschenk::N,bronntanas,кузьым
343,Spiel::N,cluiche,шудон
344,Gesellschaft::N,comhluadar,калык
345,Hilfe::N,cúnamh,юрттон
346,Hilfe::N,cabhair,юрттон
347,Freund::N,cara,эш
348,Freund::N,cara,юлтош
349,Kamerad::N,comrádaí,тодмо
350,Angelegenheit::N,ábhar,уж
351,Anzahl::N,líon,лыд
352,Art::N,sórt,тус
353,Art::N,saghas,тус
354,Stück::N,píosa,юдэс
355,Teil::N,cuid,люкет
356,Teil::N,páirt,люкет
357,Hälfte::N,leath,ӝыны
358,Kreis::N,ciorcal,котырес
359,Kreuz::N,cros,крест
360,Linie::N,líne,гож
361,Strich::N,stríoc,гож
362,Abstand::N,achar,вис
363,Abstand::N,achar,кусып
364,Entfernung::N,fad,кусып
365,Gegend::N,ceantar,инты
366,Platz::N,áit,инты
367,Platz::N,spás,инты
368,Ort::N,áit,инты
369,Ort::N,áit,места
370,Seite::N,taobh,пал
371,Mitte::N,lár,шор
372,Gegenstand::N,ball,арбери
373,Gegenstand::N,ábhar,арбери
374,Sache::N,ní,котыр
375,Sache::N,rud,котыр
376,Rand::N,imeall,дур
377,Rand::N,imeall,шаер
378,Rand::N,ciumhais,дур
379,Rand::N,ciumhais,шаер
380,Kante::N,corr,дур
381,Kante::N,colbha,дур
382,Ecke::N,coirnéal,сэрег
383,Spitze::N,gob,йыл
384,Spitze::N,barr,йыл
385,Ende::N,ceann,пум
386,Ende::N,foirceann,пум
387,Loch::N,poll,пась
388,Winkel::N,cúinne,сэрег
389,Winkel::N,uillinn,сэрег
390,Muster::N,patrún,пужы
391,Größe::N,méid,быдӟала
392,Größe::N,toise,быдӟала
393,Länge::N,fad,кузьдала
394,Höhe::N,airde,ӝуждала
395,Gewicht::N,meáchan,сектала
396,Gewicht::N,meáchan,секытлык
397,Menge::N,méid,лыд
398,Menge::N,méid,лыдпус
399,Haufen::N,cnap,люк
400,Reihe::N,líne,чур
401,Reihe::N,sraith,чур
402,Boot::N,bád,пыж
403,Boot::N,bád,лодка
404,Ruder::N,rámh,полыс
405,Ruder::N,maide rámha,полыс
406,Schlitten::N,carr sleamhnáin,додьы
407,Ski::N,scí,куас
408,Lagerfeuer::N,tine champa,тылскем
409,Last::N,ualach,секыт
410,Gang::N,siúlóid,ветлон
411,Schritt::N,céim,вамыш
412,Schritt::N,coiscéim,вамыш
413,Norden::N,tuaisceart,уйпал
414,Süden::N,deisceart,лымшор
415,Westen::N,iarthar,шунды пуксён
416,Osten::N,oirthear,шунды ӝужан
417,Holz::N,adhmad,пу
418,Brett::N,clár,пул
419,Platte::N,leac,плита
420,Stütze::N,taca,пыкет
421,Stange::N,polla,пуӵ
422,Stange::N,cuaille,пуӵ
423,Stock::N,bata,боды
424,Stock::N,maide,боды
425,Stab::N,maide,пуӵ
426,Stab::N,maide,боды
427,Stab::N,bachall,пуӵ
428,Stab::N,bachall,боды
429,Rohr::N,píopa,труба
430,Haus::N,teach,юрт
431,Heim::N,baile,корка
432,Ofen::N,sornóg,гур
433,Fußboden::N,urlár,выж
434,Tisch::N,bord,ӝӧк
435,Tisch::N,tábla,ӝӧк
436,Stuhl::N,cathaoir,пукон
437,Wiege::N,cliabhán,кӧкы
438,Wiege::N,cliabhán,зыбка
439,Bett::N,leaba,валес
440,Regal::N,seilf,ӝажы
441,Kiste::N,bosca,ящик
442,Fenster::N,fuinneoig,укно
443,Fenster::N,fuinneoig,косяк
444,Tür::N,doras,ӧс
445,Tor::N,geata,ӟезьы
446,Zaun::N,fál,забор
447,Zaun::N,claí,забор
448,Dach::N,díon,липет
449,Leiter::N,dréimire,падӟа
450,Besen::N,scuab,ӵужон
451,Besen::N,scuab,исьнер
452,Spaten::N,spád,лопатка
453,Spaten::N,rámhainn,лопатка
454,Schaufel::N,sluasaid,ютырон
455,Gabel::N,forc,тэчы
456,Gabel::N,forc,вилка
457,Gabel::N,gabhlóg,тэчы
458,Gabel::N,gabhlóg,вилка
459,Löffel::N,spúnóg,пуньы
460,Messer::N,scian,пурт
461,Nagel::N,tairne,кортӵог
462,Netz::N,líon,сеть
463,Netz::N,eangach,сеть
464,Haken::N,croch,курик
465,Griff::N,cos,ныд
466,Griff::N,hanla,ныд
467,Schloss::N,glas,тунгон
468,Bild::N,pictiúr,суред
469,Figur::N,fíor,фигура
470,Puppe::N,bábóg,мунё
471,Beutel::N,mála,пуйы
472,Beutel::N,mealbhóg,пуйы
473,Bündel::N,beart,керттэт
474,Tasche::N,mála,пуйы
475,Tasche::N,mála,сумка
476,Eimer::N,buicéad,ведра
477,Deckel::N,clár,ӵоксэт
478,Deckel::N,claibín,ӵоксэт
479,Geschirr::N,soithí,тусьты-пуньы
480,Geschirr::N,gréithe,тусьты-пуньы
481,Sack::N,sac,пуйы
482,Sack::N,mála,пуйы
483,Tasse::N,cupán,ӵаша
484,Topf::N,pota,миска
485,Kessel::N,citeal,пурты
486,Essen::N,béile,сиськон
487,Nahrung::N,bia,сион
488,Speise::N,mias,сиён
489,Fleisch::N,feoil,сӥль
490,Getreide::N,grán,ю тысь
491,Getreide::N,arbhar,ю тысь
492,Brei::N,brúitín,ӝук
493,Brot::N,arán,нянь
494,Scheibe::N,píosa,шорем
495,Scheibe::N,slisne,шорем
496,Fett::N,saill,кӧй
497,Fett::N,méathras,кӧй
498,Butter::N,im,вӧй
499,Öl::N,ola,вӧй
500,Salz::N,salann,сылал
501,Suppe::N,sú,шыд
502,Suppe::N,anraith,шыд
503,Honig::N,mil,чечы
504,Milch::N,bainne,йӧл
505,Tee::N,tae,чай
506,Leder::N,leathar,сурон
507,Wolle::N,olann,гон
508,Wolle::N,olann,ыжгон
509,Stoff::N,éadach,куэм
510,Nadel::N,snáthaid,вень
511,Faden::N,snáth,сӥньыс
512,Knopf::N,cnaipe,бирды
513,Knoten::N,snaidhm,герд
514,Farbe::N,péint,буёл
515,Kleidung::N,éadaí,дӥсь
516,Hemd::N,léine,дэрем
517,Kragen::N,bóna,сирес
518,Ärmel::N,muinchille,саес
519,Hose::N,bríste,брюки
520,Hose::N,bríste,штань
521,Hose::N,treabhsar,брюки
522,Hose::N,treabhsar,штань
523,Gürtel::N,crios,кускерттон
524,Mütze::N,caipín,ызьы
525,Schuh::N,bróg,ботинка
526,Stiefel::N,buatais,сапег
527,Ring::N,fáinne,зундэс
528,Band::N,ribín,лента
529,Kamm::N,cíor,сын
530,Spiegel::N,scáthán,синучкон
531,Riemen::N,iall,е
532,Riemen::N,strapa,е
533,Schnur::N,téad,гозы
534,Schnur::N,sreangán,гозы
535,Leine::N,iall,думет
536,Decke::N,pluid,шобрет
537,Decke::N,blaincéad,шобрет
538,Kissen::N,piliúr,миндэр
539,Kissen::N,adhartán,миндэр
540,Tuch::N,scaif,кышет
541,Handtuch::N,tuáille,ӵушкон
542,Kraft::N,fórsa,кать
543,Kraft::N,fórsa,ӟигар
544,Stärke::N,neart,юнлык
545,Gesundheit::N,sláinte,тазалык
546,Krankheit::N,tinneas,висён
547,Krankheit::N,breoiteacht,висён
548,Schmerz::N,pian,висён
549,Wunde::N,goin,яра
550,Fieber::N,fiabhras,кезег
551,Arznei::N,cógas,эмъюм
552,Brücke::N,droichead,выж
553,Brunnen::N,tobar,колдэч
554,Weide::N,féarach,возь
555,Pfad::N,cosán,сюрес
556,Pfad::N,conair,сюрес
557,Weg::N,slí,сюрес
558,Weg::N,bealach,сюрес
559,Straße::N,bóthar,сюрес
560,Dorf::N,sráidbhaile,гурт
561,Stadt::N,baile,кар
562,Stadt::N,baile,город
563,Stadt::N,cathair,кар
564,Stadt::N,cathair,город
565,Brief::N,litir,гожтэт
566,Buch::N,cín,книга
567,Buch::N,leabhar,книга
568,Buchstabe::N,litir,буква
569,Zeitung::N,nuachtán,газет
570,Leben::N,saol,улон
571,Leben::N,beatha,улон
572,Tod::N,bás,кулон
573,Grab::N,uaigh,шайгу
574,Kirche::N,eaglais,черк
575,Sünde::N,peaca,сьӧлык
576,Gott::N,dia,ӥнмар
577,Arbeiter::N,oibrí,рабочий
578,Chef::N,saoiste,начальник
579,Chef::N,ceannasaí,начальник
580,Meister::N,máistir,кибашлы
581,Arzt::N,lia,врач
582,Arzt::N,dochtúir,врач
583,Lehrer::N,oide,дышетӥсь
584,Lehrer::N,múinteoir,дышетӥсь
585,Geld::N,airgead,уксё
586,Geld::N,airgead,коньдон
587,Geschäft::N,gnó,уж
588,Laden::N,siopa,магазин
589,Preis::N,praghas,дун
590,Ware::N,earra,вуз
591,Nutzen::N,tairbhe,пайда
592,Reichtum::N,rachmas,узырлык
593,Reichtum::N,saibhreas,узырлык
594,Welt::N,domhan,дунне
595,Land::N,tír,шаер
596,Staat::N,stát,кун
597,König::N,rí,эксэй
598,Macht::N,cumhacht,власть
599,Grenze::N,críoch,кунгож
600,Grenze::N,teorainn,кунгож
601,Krieg::N,cogadh,ож
602,Feind::N,namhaid,тушмон
603,Gewalt::N,foréigean,эриктэман
604,Kampf::N,troid,нюръяськон
605,Bogen[Waffe]::N,bogha,пукыӵ
606,Pfeil::N,saighead,пукыӵ вень
607,Gewehr::N,gunna,пыӵал
608,Fehler::N,botún,янгыш
609,Fehler::N,meancóg,янгыш
610,Lüge::N,bréag,пӧян
611,Lüge::N,bréag,алдан
612,Lüge::N,bréag,ӧрекчан
613,Lüge::N,éitheach,пӧян
614,Lüge::N,éitheach,алдан
615,Lüge::N,éitheach,ӧрекчан
616,Schaden::N,dochar,изъян
617,Schaden::N,damáiste,изъян
618,Unglück::N,drochrath,куректон
619,Unglück::N,drochrath,шудтэме усён
620,Schuld::N,locht,янгыш
621,Schuld::N,milleán,янгыш
622,Alter::N,aois,арлыд
623,Schluss::N,deireadh,пум
624,Zeit::N,am,дыр
625,Zeit::N,aimsir,дыр
626,Tag::N,lá,нунал
627,Morgen::N,maidin,ӵукна
628,Mittag::N,nóin,лымшор
629,Abend::N,tráthnóna,ӝыт
630,Abend::N,tráthnóna,акшан
631,Nacht::N,oíche,уй
632,Woche::N,seachtain,арня
633,Monat::N,mí,толэзь
634,Jahr::N,bliain,ар
635,Frühling::N,earrach,тулыс
636,Sommer::N,samhradh,гужем
637,Herbst::N,fómhar,сӥзьыл
638,Winter::N,geimhreadh,тол
639,Januar::N,Eanáir,выльартолэзь
640,Februar::N,Feabhra,тулыспал
641,März::N,Márta,южтолэзь
642,April::N,Aibreán,оштолэзь
643,Mai::N,Bealtaine,куартолэзь
644,Juni::N,Meitheamh,вожотолэзь
645,Juli::N,Iúil,пӧсьтолэзь
646,August::N,Lúnasa,гудырикошкон
647,September::N,Meán Fómhair,куарусён
648,Oktober::N,Deireadh Fómhair,выльӝуктолэзь
649,November::N,Samhain,шуркынмон
650,November::N,Mí na Samhna,шуркынмон
651,Dezember::N,Mí na Nollag,толсур
652,Montag::N,Luan,вордӥськон
653,Montag::N,Dé Luain,вордӥськон
654,Dienstag::N,Máirt,вторник
655,Dienstag::N,Dé Máirt,вторник
656,Mittwoch::N,Céadaoin,вирнунал
657,Mittwoch::N,Dé Céadaoin,вирнунал
658,Donnerstag::N,Déardaoin,покчиарня
659,Freitag::N,Aoine,удмуртарня
660,Freitag::N,Dé hAoine,удмуртарня
661,Samstag::N,Satharn,кӧснунал
662,Samstag::N,Dé Sathairn,кӧснунал
663,Sonntag::N,Domhnach,арня
664,Sonntag::N,Dé Domhnaigh,арня
665,groß::A,mór,бадӟым
666,klein::A,beag,пичи
667,lang::A,fada,кузь
668,kurz::A,gearr,вакчи
669,kurz::A,gairid,вакчи
670,breit::A,leathan,паськыт
671,breit::A,fairsing,паськыт
672,schmal::A,cúng,сюлэг
673,dicht::A,dlúth,ӵем
674,dick[Gegenstand]::A,tiubh,зӧк
675,dünn::A,caol,векчи
676,dünn::A,tanaí,векчи
677,fein::A,scáinte,векчи
678,fein::A,fíneálta,векчи
679,fest::A,daingean,юн
680,fest::A,daingean,чурыт
681,flach::A,cothrom,ӵошкыт
682,glatt::A,mín,гылыт
683,glatt::A,mín,вольыт
684,glatt::A,sleamhain,гылыт
685,glatt::A,sleamhain,вольыт
686,hart::A,crua,чурыт
687,weich::A,bog,небыт
688,rund::A,cruinn,котырес
689,spitz::A,gobach,йылсо
690,spitz::A,biorach,йылсо
691,scharf::A,géar,лэчыт
692,scharf::A,faobhrach,лэчыт
693,stumpf::A,maol,ныж
694,schwer::A,trom,секыт
695,schön::A,álainn,чебер
696,heiß::A,te,пӧсь
697,warm::A,te,шуныт
698,kalt::A,fuar,кезьыт
699,kühl::A,fionnuar,юзмыт
700,kühl::A,fionnuar,салкым
701,frisch::A,úr,выль
702,frisch::A,friseáilte,выль
703,feucht::A,tais,мускыт
704,nass::A,fliuch,котмем
705,trocken::A,tirim,кӧс
706,voll::A,lán,тыр
707,leer::A,folamh,буш
708,leer::A,folamh,тырттэм
709,offen::A,oscailte,усьтэм
710,geschlossen::A,dúnta,ӵогам
711,geschlossen::A,dúnta,пунням
712,geschlossen::A,druidte,ӵогам
713,geschlossen::A,druidte,пунням
714,sauber::A,glan,ӝикыт
715,sauber::A,glan,чылкыт
716,schmutzig::A,salach,нӧд
717,roh::A,amh,ыль
718,reif::A,aibí,вуэм
719,lecker::A,blasta,ческыт
720,süß::A,milis,ческыт
721,bitter::A,searbh,курыт
722,sauer::A,géar,чырс
723,sauer::A,searbh,чырс
724,hell::A,geal,югыт
725,hell::A,soilseach,югыт
726,dunkel::A,dorcha,пеймыт
727,schwarz::A,dubh,сьӧд
728,weiß::A,bán,тӧдьы
729,rot::A,dearg,горд
730,gelb::A,buí,ӵуж
731,blau::A,gorm,лыз
732,grün::A,glas,вож
733,grün::A,uaine,вож
734,grau::A,liath,пурысь
735,bunt::A,ildathach,куӵо
736,bunt::A,dathannach,куӵо
737,billig::A,saor,дунтэм
738,teuer::A,daor,дуно
739,teuer::A,costasach,дуно
740,wertvoll::A,luachmhar,дуно
741,blind::A,dall,сукыр
742,blind::A,dall,синтэм
743,blind::A,caoch,сукыр
744,blind::A,caoch,синтэм
745,taub::A,bodhar,пельтэм
746,kräftig::A,cumhachtach,кужмо
747,stark::A,tréan,юн
748,stark::A,tréan,кужмо
749,stark::A,láidir,юн
750,stark::A,láidir,кужмо
751,schwach::A,lag,ляб
752,schwach::A,lag,начар
753,schwach::A,fann,ляб
754,schwach::A,fann,начар
755,fett::A,ramhar,кӧй
756,schlank::A,caol,веськыт
757,schlank::A,caol,веськрес
758,schlank::A,seang,веськыт
759,schlank::A,seang,веськрес
760,hübsch::A,álainn,чебер
761,hübsch::A,álainn,синмаськымон
762,hübsch::A,dathúil,чебер
763,hübsch::A,dathúil,синмаськымон
764,böse::A,olc,лек
765,dumm::A,dúr,шузи
766,dumm::A,dúr,визьтэм
767,dumm::A,amaideach,шузи
768,dumm::A,amaideach,визьтэм
769,faul::A,falsa,азьтэм
770,faul::A,leisciúil,азьтэм
771,fleißig::A,dícheallach,сюлмо
772,geizig::A,barainneach,сук
773,geizig::A,sprionlaithe,сук
774,klug::A,cliste,визьмо
775,geschickt::A,oilte,усто
776,geschickt::A,oilte,быгатӥсь
777,geschickt::A,ealaíonta,усто
778,geschickt::A,ealaíonta,быгатӥсь
779,lieb::A,dil,мусо
780,lieb::A,dílis,мусо
781,lustig::A,aerach,шулдыр
782,lustig::A,meidhreach,шулдыр
783,sanft::A,bog,мусо
784,sanft::A,bog,эрке
785,sanft::A,séimh,мусо
786,sanft::A,séimh,эрке
787,hungrig::A,ocrach,сютэм
788,krank::A,tinn,висись
789,krank::A,breoite,висись
790,nackt::A,nocht,гольык
791,traurig::A,brónach,мӧзмыт
792,lebendig::A,beo,улэп
793,gut::A,maith,ӟеч
794,gut::A,maith,умой
795,schlecht::A,dona,урод
796,schlecht::A,dona,алама
797,schlecht::A,droch-,урод
798,schlecht::A,droch-,алама
799,richtig::A,ceart,шонер
800,schlimm::A,gránna,алама
801,schlimm::A,tubaisteach,алама
