,Concept_ID,ka,ru
67,Himmel::N,ცა,небо
68,Sonne::N,მზე,солнце
69,Mond::N,მთვარე,луна
70,Stern::N,ვარსკვლავი,звезда
71,Luft::N,ჰაერი,воздух
72,Wind::N,ქარი,ветер
73,Welle::N,ტალღა,волна
74,Wasser::N,წყალი,вода
75,Stein::N,ქვა,камень
76,Boden::N,მიწა,почва
77,Erde::N,ნიადაგი,земля
78,Staub::N,მტვერი,пыль
79,Rauch::N,ბოლი,дым
80,Rauch::N,კვამლი,дым
81,Funke::N,ნაკვესი,искра
82,Feuer::N,ცეცხლი,огонь
83,Licht::N,შუქი,свет
84,Licht::N,სინათლე,свет
85,Schatten::N,ლანდი,тень
86,Schatten::N,ჩრდილი,тень
87,Wetter::N,ამინდი,погода
88,Nebel::N,ნისლი,туман
89,Wolke::N,ღრუბელი,облако
90,Regen::N,წვიმა,дождь
91,Schnee::N,თოვლი,снег
92,Eis::N,თოში,лед
93,Eis::N,ყინული,лед
94,Frost::N,ყინვა,мороз
95,Kälte::N,სიცივე,холод
96,Hitze::N,სიცხე,жара
97,Raureif::N,ჭირხლი,иней
98,Raureif::N,თრთვილი,иней
99,Regenbogen::N,ცისარტყელა,радуга
100,Donner::N,ქუხილი,гром
101,Strömung::N,დინება,течение
102,Tropfen::N,წვეთი,капля
103,Schaum::N,ქაფი,пена
104,Schaum::N,დორბლი,пена
105,Schmutz::N,ჭუჭყი,грязь
106,Schmutz::N,ტალახი,грязь
107,See::N,ტბა,озеро
108,Sumpf::N,ჭაობი,топь
109,Moor::N,ტორფნარი,болото
110,Wiese::N,ველი,луг
111,Wiese::N,მდელო,луг
112,Wald::N,ტყე,лес
113,Hügel::N,ბორცვი,холм
114,Anhöhe::N,მაღლობი,возвышенность
115,Berg::N,მთა,гора
116,Gipfel::N,მწვერვალი,вершина
117,Höhle::N,მღვიმე,пещера
118,Höhle::N,გამოქვებული,пещера
119,Abhang::N,ფერდობი,склон
120,Quelle::N,წყარო,источник
121,Quelle::N,სათავე,источник
122,Bach::N,რუ,ручей
123,Bach::N,ნაკადული,ручей
124,Fluss::N,მდინარე,река
125,Ufer::N,კიდე,берег
126,Ufer::N,ნაპირი,берег
127,Küste::N,ნაპირი,побережье
128,Festland::N,ხმელეთი,суша
129,Meer::N,ზღვა,море
130,Bucht::N,ყურე,бухта
131,Insel::N,კუნძული,остров
132,Blume::N,ყვავილი,цветок
133,Gras::N,ბალახი,трава
134,Wurzel::N,ძირი,корень
135,Wurzel::N,ფესვი,корень
136,Baum::N,ხე,дерево
137,Stamm::N,ტანი,ствол
138,Rinde::N,ქერქი,кора
139,Ast::N,ტოტი,сук
140,Zweig::N,შტო,ветвь
141,Blatt::N,ფოთოლი,лист
142,Birke::N,არყი,береза
143,Kiefer[Baum]::N,ფიჭვი,сосна
144,Weide[Baum]::N,ტირიფი,ива
145,Tanne::N,ნაძვი,ель
146,Horn::N,რქა,рог
147,Feder::N,ფრთა,перо
148,Fell::N,ტყავი,шкура
149,Flügel::N,ფრთა,крыло
150,Klaue::N,კლანჭი,коготь
151,Kralle::N,ტორი,лапа
152,Schwanz::N,კუდი,хвост
153,Ei::N,კვერცხი,яйцо
154,Nest::N,ბუდე,гнездо
155,Bau::N,სორო,нора
156,Tier::N,ნადირი,животное
157,Tier::N,ცხოველი,животное
158,Herde::N,ფარა,стадо
159,Kuh::N,ფური,корова
160,Kuh::N,ძროხა,корова
161,Bulle::N,ხარი,бык
162,Pferd::N,რაში,лошадь
163,Pferd::N,ცხენი,лошадь
164,Schaf::N,ცხვარი,овца
165,Schwein::N,ღორი,свинья
166,Hund::N,ძაღლი,собака
167,Katze::N,კატა,кошка
168,Bär::N,დათვი,медведь
169,Eichhörnchen::N,ციყვი,белка
170,Elch::N,ცხენ-ირემი,лось
171,Fuchs::N,მელა,лиса
172,Hase::N,კურდღელი,заяц
173,Maus::N,თაგვი,мышь
174,Wolf::N,მგელი,волк
175,Vogel::N,ჩიტი,птица
176,Vogel::N,ფრინველი,птица
177,Schwarm::N,გუნდი,стая
178,Huhn::N,დედალი,курица
179,Hahn::N,მამალი,петух
180,Gans::N,ბატი,гусь
181,Adler::N,არწივი,орел
182,Ente::N,იხვი,утка
183,Eule::N,ბუ,сова
184,Kranich::N,წერო,журавль
185,Krähe::N,ყვავი,ворона
186,Kuckuck::N,გუგული,кукушка
187,Schwan::N,გედი,лебедь
188,Fisch::N,თევზი,рыба
189,Barsch::N,ქორჭილა,окунь
190,Hecht::N,ქარიყლაპია,щука
191,Schlange[Tier]::N,გველი,змея
192,Wurm::N,ჭია,червяк
193,Spinne::N,ობობა,паук
194,Ameise::N,ჭიანჭველა,муравей
195,Laus::N,ტილი,вошь
196,Laus::N,მკბენარი,вошь
197,Mücke::N,კოღო,комар
198,Fliege::N,ბუზი,муха
199,Schmetterling::N,პეპელა,бабочка
200,Beere::N,კენკრა,ягода
201,Apfel::N,ვაშლი,яблоко
202,Pilz::N,სოკო,гриб
203,Zwiebel::N,ხახვი,луковица
204,Saat::N,თესლი,семя
205,Korn::N,მარცვალი,зерно
206,Heu::N,თივა,сено
207,Schale::N,ჩენჩო,шелуха
208,Grube::N,ორმო,яма
209,Falle::N,ხაფანგი,ловушка
210,Schlinge::N,მახე,силок
211,Spur::N,კვალი,след
212,Asche::N,ფერფლი,зола
213,Asche::N,ფერფლი,пепел
214,Dreck::N,ტალახი,грязь
215,Dreck::N,სიბინძურე,грязь
216,Eisen::N,რკინა,железо
217,Gold::N,ოქრო,золото
218,Silber::N,ვერცხლი,серебро
219,Kohle::N,ნახშირი,уголь
220,Glas::N,მინა,стекло
221,Lehm::N,თიხა,глина
222,Sand::N,ქვიშა,песок
223,Mensch::N,ადამიანი,человек
224,Mann::N,კაცი,мужчина
225,Frau::N,ქალი,женщина
226,Kind::N,ბავშვი,ребенок
227,Junge::N,ვაჟი,мальчик
228,Mädchen::N,გოგო,девочка
229,Familie::N,ოჯახი,семья
230,Großvater::N,პაპა,дедушка
231,Großvater::N,ბაბუა,дедушка
232,Großmutter::N,ბებია,бабушка
233,Großmutter::N,დიდედა,бабушка
234,Eltern::N,მშობლები,родители
235,Vater::N,მამა,отец
236,Mutter::N,დედა,мать
237,Sohn::N,ვაჟიშვილი,сын
238,Tochter::N,ქალიშვილი,дочь
239,Bruder::N,ძმა,брат
240,Schwester::N,და,сестра
241,Onkel::N,ბიძა,дядя
242,Tante::N,დეიდა,тетя
243,Tante::N,მამიდა,тетя
244,Ehemann::N,ქმარი,муж
245,Ehefrau::N,ცოლი,жена
246,Freude::N,სიხარული,радость
247,Gelächter::N,სიცილი,смех
248,Glück::N,ბედნიერება,счастье
249,Kummer::N,მწუხარება,горе
250,Wunsch::N,წადილი,желание
251,Wunsch::N,სურვილი,желание
252,Lust::N,წადილი,влечение
253,Geist::N,სული,дух
254,Gedanke::N,ფიქრი,мысль
255,Gedächtnis::N,მეხსიერება,память
256,Verstand::N,ჭკუა,ум
257,Verstand::N,გონება,ум
258,Sinn::N,მნიშვნელობა,смысл
259,Grund::N,მიზეზი,повод
260,Wahrheit::N,სიმართლე,правда
261,Wahrheit::N,ჭეშმარიტება,правда
262,Gespräch::N,ბაასი,беседа
263,Gespräch::N,საუბარი,беседа
264,Märchen::N,არაკი,сказка
265,Märchen::N,ზღაპარი,сказка
266,Erzählung::N,თქმულება,рассказ
267,Nachricht::N,ცნობა,сообщение
268,Nachricht::N,ამბავი,сообщение
269,Neuigkeit::N,სიახლე,новость
270,Name::N,სახელი,имя
271,Rätsel::N,გამოცანა,загадка
272,Rede::N,სიტყვა,речь
273,Sprache::N,ენა,язык
274,Stimme::N,ხმა,голос
275,Wort::N,სიტყვა,слово
276,Zeichen::N,ნიშანი,знак
277,Ruf::N,ძახილი,зов
278,Lärm::N,ხმაური,шум
279,Laut::N,ხმა,звук
280,Laut::N,ბგერა,звук
281,Ton::N,ტონი,звучание
282,Lied::N,სიმღერა,песня
283,Ruhe::N,სიწყნარე,покой
284,Leute::N,ადამიანები,люди
285,Volk::N,ერი,народ
286,Volk::N,ხალხი,народ
287,Arbeit::N,მუშაობა,работа
288,Gast::N,სტუმარი,гость
289,Geschenk::N,საჩუქარი,подарок
290,Spiel::N,თამაში,игра
291,Gesellschaft::N,საზოგადოება,общество
292,Hilfe::N,შველა,помощь
293,Hilfe::N,დახმარება,помощь
294,Freund::N,მეგობარი,друг
295,Kamerad::N,ამხანაგი,приятель
296,Angelegenheit::N,საქმე,дело
297,Anzahl::N,ოდენობა,количество
298,Art::N,სახეობა,вид
299,Stück::N,ნატეხი,кусок
300,Teil::N,წილი,часть
301,Hälfte::N,ნახევარი,половина
302,Kreis::N,წრე,круг
303,Kreuz::N,ჯვარი,крест
304,Linie::N,ხაზი,линия
305,Strich::N,შტრიხი,черта
306,Abstand::N,მანძილი,промежуток
307,Entfernung::N,სიშორე,расстояние
308,Gegend::N,არე,местность
309,Gegend::N,მხარე,местность
310,Platz::N,ფართობი,пространство
311,Ort::N,ადგილი,место
312,Seite::N,მხარე,сторона
313,Mitte::N,შუა,середина
314,Gegenstand::N,საგანი,предмет
315,Sache::N,ნივთი,вещь
316,Rand::N,კიდე,край
317,Kante::N,ნაწიბული,ребро
318,Ecke::N,კუთხე,угол
319,Spitze::N,წვეტი,кончик
320,Ende::N,ბოლო,конец
321,Loch::N,ხვრელი,дыра
322,Winkel::N,კუთხე,угол
323,Muster::N,მოხატულობა,узор
324,Größe::N,ზომა,размер
325,Größe::N,სიდიდე,размер
326,Länge::N,სიგრძე,длина
327,Höhe::N,სიმაღლე,высота
328,Gewicht::N,წონა,вес
329,Menge::N,რაოდენობა,количество
330,Haufen::N,გროვა,куча
331,Reihe::N,რიგი,ряд
332,Reihe::N,წყება,ряд
333,Boot::N,გემი,лодка
334,Ruder::N,ხოფი,весло
335,Ruder::N,ნიჩაბი,весло
336,Schlitten::N,მარხილი,сани
337,Ski::N,თხილამური,лыжа
338,Lagerfeuer::N,კოცონი,костер
339,Last::N,ტვირთი,тяжесть
340,Gang::N,სვლა,ход
341,Schritt::N,ბიჯი,шаг
342,Norden::N,ჩრდილოეთი,север
343,Süden::N,სამხრეთი,юг
344,Westen::N,დასავლეთი,запад
345,Osten::N,აღმოსავლეთი,восток
346,Holz::N,ხე,древесина
347,Brett::N,დაფა,доска
348,Brett::N,ფიცარი,доска
349,Platte::N,თლილი ქვა,плита
350,Stütze::N,საყრდენი,подпорка
351,Stange::N,ჭოკი,жердь
352,Stock::N,კეტი,палка
353,Stab::N,ლატანი,шест
354,Rohr::N,მილაკი,труба
355,Haus::N,სახლი,дом
356,Heim::N,ოჯახის კერა,дом
357,Ofen::N,ღუმელი,печь
358,Fußboden::N,იატაკი,пол
359,Tisch::N,სუფრა,стол
360,Tisch::N,მაგიდა,стол
361,Stuhl::N,სკამი,стул
362,Wiege::N,აკვანი,колыбель
363,Bett::N,საწოლი,постель
364,Bett::N,სარეცელი,постель
365,Regal::N,თაროები,полка
366,Kiste::N,ყუთი,ящик
367,Kiste::N,სკივრი,ящик
368,Fenster::N,ფანჯარა,окно
369,Fenster::N,სარკმელი,окно
370,Tür::N,ბჭე,дверь
371,Tür::N,კარი,дверь
372,Tor::N,ჭიშკარი,ворота
373,Zaun::N,ღობე,забор
374,Zaun::N,გალავანი,забор
375,Dach::N,სახურავი,крыша
376,Leiter::N,კიბე,лестница
377,Besen::N,ცოცხი,метла
378,Spaten::N,ნიჩაბი,лопата
379,Schaufel::N,ბარი,совок
380,Gabel::N,ჩანგალი,вилка
381,Löffel::N,კოვზი,ложка
382,Messer::N,დანა,нож
383,Nagel::N,ლურსმანი,гвоздь
384,Netz::N,ბადე,сеть
385,Haken::N,კავი,крюк
386,Haken::N,კაუჭი,крюк
387,Griff::N,ტარი,ручка
388,Schloss::N,კლიტე,замок
389,Schloss::N,საკეტი,замок
390,Bild::N,სურათი,картина
391,Figur::N,ფიგურა,фигура
392,Puppe::N,თოჯინა,кукла
393,Beutel::N,პარკი,мешок
394,Bündel::N,გალა,связка
395,Bündel::N,ასხმა,связка
396,Tasche::N,ჩანთა,сумка
397,Eimer::N,ჩამჩა,ведро
398,Deckel::N,ხუფი,крышка
399,Deckel::N,სარქველი,крышка
400,Geschirr::N,ჭურჭელი,посуда
401,Sack::N,ტომარა,мешок
402,Tasse::N,ფინჯანი,чашка
403,Topf::N,ქოთანი,кастрюля
404,Kessel::N,ქვაბი,котел
405,Essen::N,ჭამა,еда
406,Nahrung::N,საზრდო,пища
407,Nahrung::N,საკვები,пища
408,Speise::N,საჭმელი,блюдо
409,Speise::N,საჭმელი,кушанье
410,Fleisch::N,ხორცი,мясо
411,Getreide::N,მარცვლოვანი,хлеб
412,Brei::N,ფაფა,каша
413,Brot::N,პური,хлеб
414,Scheibe::N,ნაჭერი,ломоть
415,Fett::N,ქონი,жир
416,Fett::N,ცხიმი,жир
417,Butter::N,კარაქი,масло
418,Öl::N,ზეთი,масло
419,Salz::N,მარილი,соль
420,Suppe::N,სუფი,суп
421,Honig::N,თაფლი,мед
422,Milch::N,რძე,молоко
423,Tee::N,ჩაი,чай
424,Leder::N,ტყავი,кожа
425,Wolle::N,მატყლი,шерсть
426,Stoff::N,ქსოვილი,ткань
427,Nadel::N,ნემსი,игла
428,Faden::N,ძაფი,нитка
429,Faden::N,მკედი,нитка
430,Knopf::N,ღილი,пуговица
431,Knoten::N,ნასკვი,узел
432,Farbe::N,საღებავი,краска
433,Kleidung::N,ტანსაცმელი,одежда
434,Hemd::N,ხალათი,рубашка
435,Hemd::N,პერანგი,рубашка
436,Kragen::N,საყელო,воротник
437,Ärmel::N,სახელო,рукав
438,Hose::N,შარვალი,брюки
439,Gürtel::N,ქამარი,пояс
440,Mütze::N,ქუდი,шапка
441,Schuh::N,ფეხსაცმელი,ботинок
442,Stiefel::N,ჩექმა,сапог
443,Ring::N,ბეჭედი,кольцо
444,Band::N,ბაფთი,лента
445,Kamm::N,სავარცხელი,расческа
446,Spiegel::N,სარკე,зеркало
447,Riemen::N,ღვედი,ремень
448,Schnur::N,ლარი,веревка
449,Leine::N,ჯაჭვი,поводок
450,Decke::N,საბანი,одеяло
451,Kissen::N,ბალიში,подушка
452,Tuch::N,მაუდი,платок
453,Tuch::N,თავშალი,платок
454,Handtuch::N,ხელსახოცი,полотенце
455,Kraft::N,ძალა,сила
456,Stärke::N,ღონე,крепость
457,Gesundheit::N,ჯანმრთელობა,здоровье
458,Krankheit::N,სენი,болезнь
459,Krankheit::N,ავადმყოფობა,болезнь
460,Schmerz::N,ტკივილი,боль
461,Wunde::N,იარი,рана
462,Wunde::N,ჭრილობა,рана
463,Fieber::N,ციება,лихорадка
464,Fieber::N,ციება,температура
465,Arznei::N,წამალი,лекарство
466,Brücke::N,ხიდი,мост
467,Brunnen::N,ჭა,колодец
468,Weide::N,საძოვარი,пастбище
469,Pfad::N,ბილიკი,тропа
470,Weg::N,გზა,путь
471,Weg::N,გზა,дорога
472,Straße::N,შარაგზა,улица
473,Straße::N,შარაგზა,дорога
474,Dorf::N,დაბა,деревня
475,Dorf::N,სოფელი,деревня
476,Stadt::N,ქალაქი,город
477,Brief::N,წერილი,письмо
478,Buch::N,წიგნი,книга
479,Buchstabe::N,ასო,буква
480,Zeitung::N,გაზეთი,газета
481,Leben::N,სიცოცხლე,жизнь
482,Tod::N,სიკვდილი,смерть
483,Grab::N,სამარე,могила
484,Grab::N,საფლავი,могила
485,Kirche::N,ეკლესია,церковь
486,Sünde::N,ცოდვა,грех
487,Gott::N,ღმერთი,бог
488,Arbeiter::N,მუშა,рабочий
489,Chef::N,გამგე,начальник
490,Meister::N,ოსტატი,мастер
491,Arzt::N,ექიმი,врач
492,Arzt::N,მკურნალი,врач
493,Lehrer::N,მასწავლებელი,учитель
494,Geld::N,ფული,деньги
495,Geschäft::N,საქმე,занятие
496,Geschäft::N,ბიზნესი,занятие
497,Laden::N,დუქანი,магазин
498,Laden::N,მაღაზია,магазин
499,Preis::N,ფასი,цена
500,Ware::N,საქონელი,товар
501,Nutzen::N,ხეირი,выгода
502,Reichtum::N,სიმდიდრე,богатство
503,Welt::N,მსოფლიო,мир
504,Land::N,მხარე,страна
505,Land::N,ქვეყანა,страна
506,Staat::N,სახელმწიფო,государство
507,König::N,მეფე,король
508,Macht::N,ძლიერება,власть
509,Grenze::N,ზღვარი,граница
510,Krieg::N,ომი,война
511,Feind::N,მტერი,враг
512,Gewalt::N,სისასტიკე,насилие
513,Kampf::N,ბრძოლა,борьба
514,Bogen[Waffe]::N,მშვილდი,лук
515,Pfeil::N,ისარი,стрела
516,Pfeil::N,მახვილი,стрела
517,Gewehr::N,თოფი,ружье
518,Gewehr::N,შაშხანა,ружье
519,Fehler::N,შეცდომა,ошибка
520,Lüge::N,სიცრუე,ложь
521,Schaden::N,ვნება,вред
522,Unglück::N,ხიფათი,беда
523,Unglück::N,უბედურება,беда
524,Schuld::N,ბრალი,вина
525,Alter::N,ასაკი,возраст
526,Schluss::N,ბოლო,окончание
527,Schluss::N,დასასრული,окончание
528,Zeit::N,დრო,время
529,Tag::N,დღე,день
530,Morgen::N,დილა,утро
531,Mittag::N,შუადღე,полдень
532,Abend::N,საღამო,вечер
533,Nacht::N,ღამე,ночь
534,Woche::N,კვირა,неделя
535,Monat::N,თვე,месяц
536,Jahr::N,წელი,год
537,Frühling::N,გაზაფხული,весна
538,Sommer::N,ზაფხული,лето
539,Herbst::N,შემოდგომა,осень
540,Winter::N,ზამთარი,зима
541,Januar::N,იანვარი,январь
542,Februar::N,თებერვალი,февраль
543,März::N,მარტი,март
544,April::N,აპრილი,апрель
545,Mai::N,მაისი,май
546,Juni::N,ივნისი,июнь
547,Juli::N,ივლისი,июль
548,August::N,აგვისტო,август
549,September::N,სექტემბერი,сентябрь
550,Oktober::N,ოქტომბერი,октябрь
551,November::N,ნოემბერი,ноябрь
552,Dezember::N,დეკემბერი,декабрь
553,Montag::N,ორშაბათი,понедельник
554,Dienstag::N,სამშაბათი,вторник
555,Mittwoch::N,ოთხშაბათი,среда
556,Donnerstag::N,ხუთშაბათი,четверг
557,Freitag::N,პარასკევი,пятница
558,Samstag::N,შაბათი,суббота
559,Sonntag::N,კვირა,воскресенье
560,groß::A,დიდი,большой
561,klein::A,მცირე,маленький
562,klein::A,პატარა,маленький
563,lang::A,გრძელი,длинный
564,kurz::A,მოკლე,короткий
565,breit::A,ფართო,широкий
566,breit::A,განიერი,широкий
567,schmal::A,ვიწრო,узкий
568,schmal::A,წვრილი,узкий
569,dicht::A,მჭიდრო,густой
570,dick[Gegenstand]::A,სქელი,толстый
571,dünn::A,წვრილი,тонкий
572,fein::A,თხელი,тонкий
573,fest::A,მყარი,крепкий
574,flach::A,ბრტყელი,плоский
575,glatt::A,გლუ,гладкий
576,hart::A,მაგარი,твердый
577,weich::A,რბილი,мягкий
578,rund::A,მრგვალი,круглый
579,spitz::A,წვეტიანი,остроконечный
580,scharf::A,მჭრელი,острый
581,stumpf::A,ბლაგვი,тупой
582,schwer::A,მძიმე,тяжелый
583,schön::A,ლამაზი,красивый
584,heiß::A,ცხელი,жаркий
585,warm::A,თბილი,теплый
586,kalt::A,ცივი,холодный
587,kühl::A,გრილი,прохладный
588,frisch::A,სუფთა,свежий
589,feucht::A,ნოტიო,влажный
590,nass::A,სველი,мокрый
591,trocken::A,მშრალი,сухой
592,voll::A,სავსე,полный
593,voll::A,სავსე,наполненный
594,leer::A,ცარიელი,пустой
595,offen::A,ღია,открытый
596,offen::A,გაშლილი,открытый
597,geschlossen::A,დახურული,закрытый
598,sauber::A,სუფთა,чистый
599,sauber::A,წმინდა,чистый
600,schmutzig::A,ტალახიანი,грязный
601,roh::A,უმი,сырой
602,reif::A,მწიფე,зрелый
603,lecker::A,გემრიელი,вкусный
604,süß::A,ტკბილი,сладкий
605,bitter::A,მწარე,горький
606,sauer::A,მჟავე,кислый
607,hell::A,ნათელი,светлый
608,dunkel::A,ბნელი,темный
609,schwarz::A,შავი,черный
610,weiß::A,თეთრი,белый
611,rot::A,წითელი,красный
612,gelb::A,ყვითელი,желтый
613,blau::A,ლურჯი,синий
614,blau::A,ცისფერი,синий
615,grün::A,მწვანე,зеленый
616,grau::A,რუხი,серый
617,grau::A,ნაცრისფერი,серый
618,bunt::A,ჭრელი,пестрый
619,bunt::A,ფერადი,пестрый
620,billig::A,იაფი,дешевый
621,teuer::A,ძვირი,дорогой
622,wertvoll::A,ღირსიანი,ценный
623,blind::A,ბრმა,слепой
624,taub::A,ყრუ,глухой
625,kräftig::A,ძალავანი,могучий
626,stark::A,ძლიერი,сильный
627,stark::A,ღონიერი,сильный
628,schwach::A,სუსტი,слабый
629,fett::A,სქელი,жирный
630,schlank::A,გამხდარი,стройный
631,hübsch::A,ეშხიანი,прелестный
632,hübsch::A,მშვენიერი,прелестный
633,böse::A,ავი,злой
634,böse::A,ბოროტი,злой
635,dumm::A,ბოთე,глупый
636,dumm::A,სულელი,глупый
637,faul::A,ზანტი,ленивый
638,faul::A,ზარმაცი,ленивый
639,fleißig::A,ბეჯითი,прилежный
640,fleißig::A,მუყაითი,прилежный
641,geizig::A,ძუნწი,жадный
642,klug::A,ჭკვიანი,умный
643,geschickt::A,მარჯვე,искусный
644,geschickt::A,გაწაფული,искусный
645,lieb::A,სატრფიალო,милый
646,lustig::A,მხიარული,веселый
647,sanft::A,ალერსიანი,нежный
648,sanft::A,გრძნობიერი,нежный
649,hungrig::A,მშიერი,голодный
650,krank::A,სნეული,больной
651,krank::A,ავადმყოფი,больной
652,nackt::A,ტიტველი,голый
653,traurig::A,მწუხარე,грустный
654,traurig::A,სევდიანი,грустный
655,lebendig::A,ცოცხალი,живой
656,gut::A,კარგი,хороший
657,schlecht::A,უხეირო,плохой
658,richtig::A,ნამდვილი,правильный
659,schlimm::A,ცუდი,отвратительный
660,schlimm::A,ცუდი,мерзкий
661,wahr::A,სწორი,настоящий
662,wahr::A,ჭეშმარიტი,настоящий
663,alt::A,ძველი,старый
664,neu::A,ახალი,новый
665,ehemalig::A,ყოფილი,бывший
666,alt[Lebewesen]::A,ბებერი,пожилой
667,jung::A,ნორჩი,молодой
668,jung::A,ახალგაზრდა,молодой
669,arm::A,ღარიბი,бедный
670,reich::A,მდიდარი,богатый
671,bekannt::A,ცნობილი,знакомый
672,berühmt::A,გამოჩენილი,знаменитый
673,fremd::A,უცხო,чужой
674,fremd::A,გარეშე,чужой
675,verschieden::A,სხვაგვარი,разный
676,nah::A,ახლო,близкий
677,fern::A,შორი,далекий
678,fern::A,შორეული,далекий
679,linker::A,მარცხენა,левый
680,rechter::A,მარჯვენა,правый
681,anderer::A,სხვა,другой
682,erster::A,პირველი,первый
683,zweiter::A,მეორე,второй
684,dritter::A,მესამე,третий
685,letzter::A,ბოლო,последний
686,letzter::A,უკანასკნელი,последний
687,allein::ADV,მარტო,один
688,auf einmal::ADV,ერთდროულად,сразу
689,zusammen::ADV,ერთად,вместе
690,lange::ADV,დიდხანს,долго
691,plötzlich::ADV,მოულოდნელად,вдруг
692,sofort::ADV,ახლავე,тотчас
693,später::ADV,მოგვიანებით,позже
694,jetzt::ADV,ახლა,сейчас
695,heute::ADV,დღეს,сегодня
696,morgen::ADV,ხვალ,завтра
697,bald::ADV,მალე,скоро
698,dann::ADV,მერე,потом
699,gestern::ADV,გუშინ,вчера
700,einst::ADV,ოდესღაც,однажды
701,damals::ADV,მაშინ,тогда
702,danach::ADV,მერმე,затем
703,danach::ADV,შემდეგ,затем
704,vorher::ADV,ადრე,раньше
705,vorher::ADV,წინათ,раньше
706,zuerst::ADV,ჯერ,сперва
707,einmal::ADV,ერთხელ,раз
708,manchmal::ADV,ხან,иногда
709,manchmal::ADV,ზოგჯერ,иногда
710,oft::ADV,ხშირად,часто
711,immer::ADV,მუდამ,всегда
712,immer::ADV,ყოველთვის,всегда
713,niemals::ADV,არასდროს,никогда
714,hier::ADV,აქ,здесь
715,hierhin::ADV,აქეთ,сюда
716,von hier::ADV,აქედან,отсюда
717,dort::ADV,იქ,там
718,dorthin::ADV,იქით,туда
719,geradeaus::ADV,პირდაპირ,прямо
720,vorwärts::ADV,წინ,вперед
721,rückwärts::ADV,უკან,назад
722,zurück::ADV,უკანვე,обратно
723,unten::ADV,დაბლა,внизу
724,unten::ADV,ქვევით,внизу
725,hinab::ADV,ძირს,вниз
726,oben::ADV,ზემოთ,наверху
727,hinauf::ADV,ზევით,вверх
728,überall::ADV,ყველგან,везде
729,nicht::ADV,არ,не
730,ein wenig::ADV,ცოტა,немного
731,kaum::ADV,ძლივს,едва
732,sehr::ADV,მეტად,очень
733,sehr::ADV,ძალიან,очень
734,so::ADV,ისე,так
735,noch::ADV,ჯერ,еще
736,nur::ADV,მხოლოდ,только
737,schon::ADV,უკვე,уже
738,wieder::ADV,ისევ,опять
739,wieder::ADV,კიდევ,опять
740,vergebens::ADV,ამაოდ,напрасно
741,vergebens::ADV,ტყუილად,напрасно
742,vor::PRP,წინ,перед
743,hinter::PRP,უკან,за
744,hinter::PRP,უკან,позади
745,hinter::PRP,მიღმა,за
746,hinter::PRP,მიღმა,позади
747,unter::PRP,ქვეშ,под
748,unter::PRP,ქვევით,под
749,durch::PRP,გავლით,сквозь
750,neben::PRP,გვერდით,возле
