,Concept_ID,ml,tt
91,Raureif::N,കോടമഞ്ഞ്,бәс
92,Raureif::N,കോടമഞ്ഞ്,сыкы
93,Regenbogen::N,മഴവില്ല്,салават күпере
94,Donner::N,ഇടി,күкрәү
95,Strömung::N,പ്രവാഹം,агыш'агым
96,Tropfen::N,തുള്ളി,тамчы
97,Schaum::N,നുര,күбек
98,Schmutz::N,അഴുക്ക്,пычрак
99,See::N,തടാകം,күл
100,Sumpf::N,ചതുപ്പുനിലം,саз
101,Moor::N,പാഴ്നിലം,торфлык
102,Wiese::N,പുൽത്തകിടി,болын
103,Wald::N,വനം,урман
104,Wald::N,കാട്,урман
105,Hügel::N,കുന്ന്,калку
106,Anhöhe::N,ഉയർന്ന ഭൂമി,үр
107,Berg::N,പർവ്വതം,тау
108,Gipfel::N,ഉച്ചകോടി,оч
109,Höhle::N,ഗുഹ,мәгарә
110,Abhang::N,ചരിവ്,кабырга
111,Quelle::N,ഉറവിടം,чишмә
112,Bach::N,അരുവി,елга
113,Fluss::N,നദി,дәрья
114,Ufer::N,തീരം,су кырые
115,Küste::N,കടൽത്തീരം,яр буе
116,Festland::N,കര,коры җир
117,Meer::N,കടൽ,диңгез
118,Bucht::N,ഉൾക്കടല്,бухта
119,Bucht::N,ഉൾക്കടല്,култык
120,Insel::N,ദ്വീപ്,атау
121,Insel::N,ദ്വീപ്,утрау
122,Blume::N,പൂവ്,чәчкә
123,Gras::N,പുല്ല്,үлән
124,Wurzel::N,വേര്,тамыр
125,Baum::N,മരം,агач
126,Stamm::N,തായ്ത്തടി,кәүсә
127,Rinde::N,പട്ട,кабык
128,Ast::N,ശാഖ,ботак
129,Zweig::N,ശാഖ,ботак
130,Zweig::N,ശാഖ,тармак
131,Blatt::N,ഇല,яфрак
132,Birke::N,പൂവരശ്,каен
133,Kiefer[Baum]::N,പൈൻമരം,нарат
134,Weide[Baum]::N,വില്ലോ,тал
135,Tanne::N,ദേവദാരു,чыршы
136,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,мөгез
137,Feder::N,തൂവൽ,йон
138,Fell::N,മൃദുരോമം,тире
139,Flügel::N,ചിറക്,канат
140,Klaue::N,നഖം,тырнак
141,Kralle::N,നഖം,тырнак
142,Schwanz::N,വാൽ,койрык
143,Ei::N,മുട്ട,күкәй
144,Ei::N,മുട്ട,йомырка
145,Nest::N,കൂട്,оя
146,Bau::N,മാളം,өн
147,Tier::N,മൃഗം,хайван
148,Herde::N,കൂട്ടം,көтү
149,Kuh::N,പശു,сыер
150,Bulle::N,കാള,үгез
151,Pferd::N,കുതിര,ат
152,Schaf::N,ആട്,сарык
153,Schwein::N,പന്നി,дуңгыз
154,Hund::N,നായ്,эт
155,Katze::N,പൂച്ച,песи
156,Bär::N,കരടി,аю
157,Eichhörnchen::N,അണ്ണാൻ,тиен
158,Elch::N,കടമാന്,поши
159,Fuchs::N,കുറുക്കൻ,төлке
160,Hase::N,മുയൽ,куян
161,Maus::N,ചുണ്ടലി,тычкан
162,Wolf::N,ചെന്നായ,бүре
163,Vogel::N,പക്ഷി,кош
164,Schwarm::N,കൂട്ടം,көтү
165,Huhn::N,കോഴി,тавык
166,Hahn::N,പൂവൻകോഴി,әтәч
167,Gans::N,അരയന്നം,каз
168,Adler::N,കഴുകൻ,каракош
169,Ente::N,താറാവ്,үрдәк
170,Eule::N,മൂങ്ങ,ябалак
171,Kranich::N,കൊക്ക്,торна
172,Krähe::N,കാക്ക,карга
173,Kuckuck::N,കുയിൽ,күке
174,Kuckuck::N,കുയിൽ,кәккүк
175,Schwan::N,അരയന്നം,аккош
176,Fisch::N,മത്സ്യം,балык
177,Barsch::N,ഒരിനം മത്സ്യം,алабуга
178,Hecht::N,ഒരു മത്സ്യം,чуртан
179,Schlange[Tier]::N,പാമ്പ്,елан
180,Wurm::N,വിര,корт
181,Spinne::N,ചിലന്തി,үрмәкүч
182,Ameise::N,ഉറുമ്പ്,кырмыска
183,Laus::N,പേന്,бет
184,Mücke::N,മശകം,черки
185,Mücke::N,മശകം,озынборын
186,Fliege::N,ഈച്ച,чебен
187,Schmetterling::N,ചിത്രശലഭം,күбәләк
188,Beere::N,ബെറി,җиләк
189,Apfel::N,ആപ്പിൾ,алма
190,Pilz::N,കൂൺ,гөмбә
191,Zwiebel::N,സവാള,суган
192,Zwiebel::N,സവാള,суганбаш
193,Saat::N,വിത്ത്,орлык
194,Korn::N,ധാന്യം,иген
195,Korn::N,ധാന്യം,орлык
196,Heu::N,വയ്ക്കോൽ,печән
197,Schale::N,തൊലി,кабык
198,Grube::N,കുഴി,баз
199,Grube::N,കുഴി,чокыр
200,Falle::N,കെണി,тозак
201,Falle::N,കെണി,капкын
202,Schlinge::N,കുടുക്ക്,элмәк
203,Spur::N,ചുവട്,эз
204,Asche::N,ചാരം,көл
205,Dreck::N,അഴുക്ക്,пычрак
206,Eisen::N,ഇരുമ്പ്,тимер
207,Gold::N,സ്വർണ്ണം,алтын
208,Silber::N,വെള്ളി,көмеш
209,Kohle::N,കൽക്കരി,күмер
210,Glas::N,ഗ്ലാസ്,пыяла
211,Lehm::N,കളിമണ്ണ്,балчык
212,Sand::N,മണൽ,ком
213,Mensch::N,മനുഷ്യർ,адәм
214,Mensch::N,മനുഷ്യർ,инсан
215,Mann::N,പുരുഷൻ,ир
216,Frau::N,സ്ത്രീ,хатын
217,Kind::N,കുഞ്ഞ്,бала
218,Junge::N,ആൺകുട്ടി,малай
219,Mädchen::N,പെൺകുട്ടി,кыз
220,Familie::N,കുടുംബം,гаилә
221,Großvater::N,അപ്പൂപ്പൻ,бабай
222,Großmutter::N,അമ്മുമ്മ,әби
223,Eltern::N,മാതാപിതാക്കള്,ата-ана
224,Vater::N,അച്ഛൻ,ата
225,Mutter::N,അമ്മ,ана
226,Sohn::N,മകൻ,ул
227,Tochter::N,മകൾ,кыз
228,Bruder::N,ചേട്ടൻ,кардәш
229,Bruder::N,അനിയൻ,кардәш
230,Schwester::N,ചേച്ചി,апа
231,Schwester::N,ചേച്ചി,сеңел
232,Schwester::N,അനിയത്തി,апа
233,Schwester::N,അനിയത്തി,сеңел
234,Onkel::N,അമ്മാവൻ,дәдә
235,Onkel::N,അമ്മാവൻ,дәдәй
236,Tante::N,മാമി,түти
237,Tante::N,മാമി,тәтәй
238,Ehemann::N,ഭർത്താവ്,ир
239,Ehefrau::N,ഭാര്യ,хатын
240,Freude::N,ആഹ്ലാദം,сөенеч
241,Gelächter::N,ചിരിയുടെ ശബ്ദം,көлү
242,Gelächter::N,ചിരിയുടെ ശബ്ദം,көлеш
243,Glück::N,സന്തോഷം,бәхет
244,Glück::N,സന്തുഷ്ടി,бәхет
245,Kummer::N,ശോകം,хәсрәт
246,Wunsch::N,ആഗ്രഹം,теләк
247,Lust::N,ആഗ്രഹം,теләк
248,Lust::N,ആഗ്രഹം,теләү
249,Geist::N,ചുറുചുറുക്ക്,рух
250,Gedanke::N,ചിന്ത,уй
251,Gedanke::N,ചിന്ത,фикер
252,Gedächtnis::N,ഓർമ്മശക്തി,хәтер
253,Verstand::N,മനസ്സ്,акыл
254,Sinn::N,അർത്ഥം,мәгънә
255,Grund::N,കാരണം,сәбәп
256,Wahrheit::N,സത്യം,хак
257,Gespräch::N,സല്ലാപം,әңгәмә
258,Märchen::N,യക്ഷിക്കഥ,әкият
259,Erzählung::N,കഥ,хикәя
260,Nachricht::N,സന്ദേശം,хәбәр
261,Neuigkeit::N,വാർത്ത,яңалык
262,Name::N,പേര്,исем
263,Rätsel::N,പ്രഹേളിക,табышмак
264,Rede::N,സംസാരം,нотык
265,Sprache::N,ഭാഷ,тел
266,Stimme::N,സ്വരം,тавыш
267,Wort::N,വാക്ക്,сүз
268,Zeichen::N,സംജ്ഞ,ишарә
269,Ruf::N,വിളി,дәшү
270,Lärm::N,ആരവം,шау
271,Laut::N,ശബ്ദം,аваз
272,Ton::N,സ്വരഭേദം,шалтырату
273,Lied::N,പാട്ട്,җыр
274,Ruhe::N,നിശ്ചലത,тынлык
275,Leute::N,ജനങ്ങൾ,халык
276,Volk::N,രാഷ്ടം,халык
277,Arbeit::N,ജോലി,эш
278,Arbeit::N,ജോലി,хезмәт
279,Gast::N,അതിലി,кунак
280,Geschenk::N,സമ്മാനം,бүләк
281,Spiel::N,കളി,уен
282,Gesellschaft::N,കൂട്ടായ്മ,җәмгыять
283,Hilfe::N,സഹായം,ярдәм
284,Hilfe::N,സഹായം,булышлык
285,Freund::N,സുഹൃത്ത്,дус
286,Kamerad::N,കൂട്ടാളി,иптәш
287,Angelegenheit::N,കാര്യം,эш
288,Anzahl::N,എണ്ണം,микъдар
289,Art::N,തരം,төр
290,Stück::N,കഷണം,кисәк
291,Teil::N,ഭാഗം,өлеш
292,Hälfte::N,പകുതി,ярым
293,Kreis::N,വൃത്തം,түгәрәк
294,Kreuz::N,കുരിശടയാളം,хач
295,Kreuz::N,കുരിശടയാളം,тәре
296,Linie::N,വര,сызык
297,Linie::N,രേഖ,сызык
298,Strich::N,പക്ഷാഘാതം,сызык
299,Abstand::N,വിടവ്,ара
300,Entfernung::N,അകലം,ераклык
301,Gegend::N,പ്രദേശം,урын
302,Platz::N,ഇടം,бушлык
303,Ort::N,സ്ഥലം,урын
304,Seite::N,വശം,як
305,Mitte::N,മധ്യസ്ഥാനം,урта
306,Gegenstand::N,സാധനം,нәрсә
307,Sache::N,വസ്തു,нәрсә
308,Rand::N,തൊങ്ങൽ,чит
309,Kante::N,അറ്റം,кырый
310,Ecke::N,മൂല,почмак
311,Spitze::N,അഗ്രം,оч
312,Ende::N,അവസാനം,азак
313,Loch::N,ദ്വാരം,тишек
314,Winkel::N,കോൺ,почмак
315,Muster::N,ക്രമം,парча
316,Größe::N,വലുപ്പം,зурлык
317,Länge::N,നീളം,озынлык
318,Höhe::N,ഉയരം,биеклек
319,Gewicht::N,കട്ടി,авырлык
320,Menge::N,അളവ്,микъдар
321,Haufen::N,കൂമ്പാരം,өем
322,Reihe::N,വരി,рәт
323,Boot::N,ബോട്ട്,каек
324,Boot::N,ബോട്ട്,көймә
325,Ruder::N,പങ്കായം,ишкәк
326,Schlitten::N,ഉരുളില്ലാവണ്ടി,чана
327,Ski::N,ഹിമപാദുകം,чаңгы
328,Lagerfeuer::N,തീ,костёр
329,Last::N,ഭാരം,йөк
330,Gang::N,നടത്തം,йөреш
331,Schritt::N,ചുവട്,адым
332,Norden::N,വടക്ക്,төньяк
333,Süden::N,തെക്ക്,көньяк
334,Westen::N,പടിഞ്ഞാറ്,көнбатыш
335,Osten::N,കിഴക്ക്,шәрык
336,Osten::N,കിഴക്ക്,көнчыгыш
337,Holz::N,തടി,агач
338,Brett::N,ബോർഡ്,такта
339,Platte::N,തകിട്,плитә
340,Stütze::N,താങ്ങ്,таяу
341,Stange::N,കമ്പ്,колга
342,Stock::N,വടി,таяк
343,Stab::N,കുറുവടി,таяк
344,Rohr::N,കുഴൽ,торба
345,Haus::N,വീട്,өй
346,Haus::N,വീട്,йорт
347,Heim::N,വീട്,гаилә
348,Heim::N,വീട്,нәсел
349,Ofen::N,സ്റ്റൌ,мич
350,Fußboden::N,തറ,идән
351,Tisch::N,മേശ,өстәл
352,Stuhl::N,കസേര,утыргыч
353,Wiege::N,തൊട്ടിൽ,бишек
354,Bett::N,കിടക്ക,ятак
355,Bett::N,കിടക്ക,урын-җир
356,Regal::N,ഷെൽഫ്,киштә
357,Regal::N,ഷെൽഫ്,шүрлек
358,Kiste::N,പെട്ടി,әрҗә
359,Fenster::N,ജനൽ,тәрәзә
360,Tür::N,വാതിൽ,ишек
361,Tor::N,കവാടം,капка
362,Zaun::N,വേലി,койма
363,Dach::N,മേൽക്കുര,түбә
364,Leiter::N,ഏണി,баскыч
365,Besen::N,ചൂല്,себерке
366,Spaten::N,തൂമ്പ,көрәк
367,Schaufel::N,തൂമ്പ,көрәк
368,Gabel::N,മുൾക്കത്തി,чәннечке
369,Löffel::N,സ്പൂൺ,кашык
370,Messer::N,കത്തി,пычак
371,Nagel::N,ആണി,кадак
372,Netz::N,വല,челтәр
373,Haken::N,കൊളുത്ത്,ыргак
374,Griff::N,കൈപ്പിടി,тотка
375,Schloss::N,പൂട്ട്,йозак
376,Bild::N,ചിത്രം,рәсем
377,Bild::N,ചിത്രം,картина
378,Figur::N,കണക്ക്,сын
379,Figur::N,കണക്ക്,фигура
380,Puppe::N,പാവ,курчак
381,Beutel::N,ബാഗ്,луза
382,Bündel::N,കെട്ട്,бәйләм
383,Tasche::N,ബാഗ്,букча
384,Eimer::N,ബക്കറ്റ്,чиләк
385,Deckel::N,ഉറ,капкач
386,Geschirr::N,പിഞ്ഞാണം,савыт-саба
387,Geschirr::N,പിഞ്ഞാണം,кашык-аяк
388,Sack::N,ചാക്ക്,капчык
389,Tasse::N,കപ്പ്,чынаяк
390,Topf::N,പാത്രം,чүлмәк
391,Kessel::N,കെറ്റ്ല്,казан
392,Essen::N,ആഹാരസമയം,ашау
393,Nahrung::N,ഭക്ഷണം,азык
394,Nahrung::N,ഭക്ഷണം,тәгам
395,Nahrung::N,ഭക്ഷണം,ашамлык
396,Speise::N,ഡിഷ്,ризык
397,Fleisch::N,മാംസം,ит
398,Getreide::N,ചോളം,ашлык
399,Brei::N,കഞ്ഞി,ботка
400,Brot::N,റോട്ടി,ипи
401,Brot::N,റോട്ടി,икмәк
402,Scheibe::N,തുണ്ട്,телем
403,Fett::N,കൊഴുപ്പ്,май
404,Butter::N,വെണ്ണ,май
405,Öl::N,എണ്ണ,май
406,Salz::N,ഉപ്പ്,тоз
407,Suppe::N,സൂപ്പ്,шулпа
408,Honig::N,തേൻ,бал
409,Milch::N,പാൽ,сөт
410,Tee::N,ചായ,чәй
411,Leder::N,തുകൽ,күн
412,Wolle::N,കമ്പിളി,йон
413,Stoff::N,തുണി,тукыма
414,Nadel::N,സൂചി,энә
415,Faden::N,നൂല്,җеп
416,Knopf::N,ബട്ടൺ,төймә
417,Knoten::N,കുരുക്ക്,төен
418,Farbe::N,പെയിൻറ്,буяу
419,Kleidung::N,വസ്ത്രങ്ങൾ,кием
420,Hemd::N,ഷർട്ട്,күлмәк
421,Kragen::N,കുപ്പായക്കഴുത്ത്,яка
422,Ärmel::N,കുപ്പായക്കൈ,җиң
423,Hose::N,ട്രൌസർ,чалбар
424,Gürtel::N,ബെൽറ്റ്,билбау
425,Mütze::N,തൊപ്പി,бүрек
426,Schuh::N,ഷൂ,башмак
427,Stiefel::N,ബൂട്ട്,итек
428,Ring::N,മോതിരം,балдак
429,Band::N,റിബൺ,тасма
430,Kamm::N,ചീപ്പ്,тарак
431,Spiegel::N,കണ്ണാടി,көзге
432,Riemen::N,സ്ട്രാപ്പ്,каеш
433,Schnur::N,ചരട്,бау
434,Leine::N,കെട്ടാനുള്ള തോൽവാർ,тезген
435,Decke::N,പുതപ്പ്,юрган
436,Kissen::N,തലയിണ,мендәр
437,Tuch::N,സ്കാർഫ്,яулык
438,Handtuch::N,തോർത്ത്,сөлгә
439,Kraft::N,ശക്തി,егәр
440,Kraft::N,ശക്തി,дәрман
441,Stärke::N,ശക്തി,көч
442,Stärke::N,ശക്തി,дәрман
443,Gesundheit::N,ആരോഗ്യം,саулык
444,Krankheit::N,അസുഖം,чир
445,Krankheit::N,അസുഖം,хаста
446,Krankheit::N,അസുഖം,сырхау
447,Schmerz::N,വേദന,авырту
448,Wunde::N,മുറിവ്,яра
449,Wunde::N,മുറിവ്,җәрәхәт
450,Fieber::N,പനി,бизгәк
451,Arznei::N,മരുന്ന്,дару
452,Brücke::N,പാലം,күпер
453,Brunnen::N,കിണർ,кое
454,Weide::N,മേച്ചൽ,утлавык
455,Pfad::N,വഴി,сукмак
456,Weg::N,വഴി,юл
457,Straße::N,റോഡ്,урам
458,Dorf::N,ഗ്രാമം,авыл
459,Stadt::N,നഗരം,шәһәр
460,Brief::N,കത്ത്,хат
461,Buch::N,പുസ്തകം,китап
462,Buchstabe::N,അക്ഷരം,хәреф
463,Zeitung::N,വർത്തമാനപത്രം,газет
464,Zeitung::N,വർത്തമാനപത്രം,газета
465,Leben::N,ജീവൻ,гомер
466,Leben::N,ജീവൻ,тормыш
467,Leben::N,ജീവൻ,тереклек
468,Tod::N,മരണം,үлем
469,Grab::N,ശവക്കുഴി,гүр
470,Grab::N,ശവക്കുഴി,кабер
471,Kirche::N,പള്ളി,чиркәү
472,Sünde::N,പാപം,язык
473,Sünde::N,പാപം,гөнаһ
474,Gott::N,ദൈവം,алла
475,Gott::N,ദൈവം,ходай
476,Arbeiter::N,ജോലിക്കാരൻ,эшче
477,Chef::N,മേധാവി,башлык
478,Meister::N,യജമാനൻ,оста
479,Arzt::N,ഡോക്ടർ,врач
480,Arzt::N,ഡോക്ടർ,табиб
481,Lehrer::N,അധ്യാപകൻ,укытучы
482,Lehrer::N,അധ്യാപകൻ,мөгаллим
483,Geld::N,പണം,акча
484,Geschäft::N,ബിസിനസ്,эш
485,Laden::N,കട,кибет
486,Laden::N,കട,магазин
487,Preis::N,വില,бәя
488,Preis::N,വില,бәһа
489,Ware::N,ചരക്ക്,товар
490,Nutzen::N,ലാഭം,файда
491,Reichtum::N,ധനം,байлык
492,Welt::N,ലോകം,дөнья
493,Land::N,രാജ്യം,ил
494,Staat::N,രാജ്യം,дәүләт
495,König::N,രാജാവ്,патша
496,Macht::N,അധികാരം,хакимият
497,Grenze::N,അതിർത്തി,чик
498,Krieg::N,യുദ്ധം,сугыш
499,Feind::N,ശത്രു,дошман
500,Gewalt::N,അക്രമം,көчләү
501,Kampf::N,പോരാട്ടം,көрәш
502,Bogen[Waffe]::N,വില്ല്,җәя
503,Pfeil::N,അമ്പ്,ук
504,Gewehr::N,തോക്ക്,мылтык
505,Fehler::N,പിശക്,хата
506,Lüge::N,കള്ളം,ялган
507,Schaden::N,കേടുപാട്,зыян
508,Schaden::N,കേടുപാട്,зарар
509,Unglück::N,ദൌർഭാഗ്യം,бәла
510,Schuld::N,തെറ്റ്,гаеп
511,Alter::N,വയസ്സ്,яшь
512,Schluss::N,നിഗമനം,ахыр
513,Zeit::N,സമയം,заман
514,Tag::N,ദിവസം,көн
515,Morgen::N,പ്രഭാതം,иртә
516,Mittag::N,ഉച്ച,өйлә
517,Abend::N,സായാഹ്നം,кич
518,Nacht::N,രാത്രി,төн
519,Woche::N,ആഴ്ച,атна
520,Monat::N,മാസം,ай
521,Jahr::N,വർഷം,ел
522,Frühling::N,വസന്തം,яз
523,Sommer::N,വേനൽ,җәй
524,Herbst::N,ശരത്കാലം,көз
525,Winter::N,ശൈത്യം,кыш
526,Januar::N,ജനുവരി,гыйнвар
527,Februar::N,ഫെബ്രുവരി,февраль
528,März::N,മാർച്ച്,март
529,April::N,ഏപ്രിൾ മാസം,апрель
530,Mai::N,മെയ് മാസം,май
531,Juni::N,ജൂൺ,июнь
532,Juli::N,ജൂലൈ,июль
533,August::N,ആഗസ്റ്റ്,август
534,September::N,സെപ്തംബർ,сентябрь
535,Oktober::N,ഒക്ടോബർ,октябрь
536,November::N,നവംബർ,ноябрь
537,Dezember::N,ഡിസംബർ,декабрь
538,Montag::N,തിങ്കളാഴ്ച,дүшәмбе
539,Dienstag::N,ചൊവ്വ,сишәмбе
540,Mittwoch::N,ബുധനാഴ്ച,чәршәмбе
541,Donnerstag::N,വ്യാഴാഴ്ച,атнакич
542,Donnerstag::N,വ്യാഴാഴ്ച,пәнҗешәмбе
543,Freitag::N,വെള്ളിയാഴ്ച,җомга
544,Samstag::N,ശനിയാഴ്ച,шимбә
545,Sonntag::N,ഞായറാഴ്ച,якшәмбе
546,groß::A,വലിയ,зур
547,klein::A,ചെറിയ,кечкенә
548,lang::A,നീണ്ട,озын
549,kurz::A,ഹ്രസ്വമായ,кыска
550,breit::A,വിശാലമായ,киң
551,schmal::A,ഇടുങ്ങിയ,кысык
552,dicht::A,നിബിഡമായ,куе
553,dick[Gegenstand]::A,തടിച്ച,калын
554,dünn::A,മെലിഞ്ഞ,нечкә
555,fein::A,നേർത്ത,нәзакәтле
556,fest::A,ഉറപ്പുള്ള,нык
557,flach::A,പരന്ന,яссы
558,flach::A,പരന്ന,ялпак
559,glatt::A,മിനുസമുള്ള,шома
560,hart::A,കട്ടിയുള്ള,каты
561,weich::A,മൃദുവായ,йомшак
562,rund::A,വട്ടത്തിലുള്ള,түгәрәк
563,spitz::A,മുനയുള്ള,очлы
564,scharf::A,മൂർച്ചയുള്ള,үткен
565,stumpf::A,തുറന്നടിക്കുന്ന,үтмәс
566,schwer::A,ഭാരമുള്ള,салмак
567,schön::A,മനോഹരമായ,гүзәл
568,heiß::A,ചൂടുള്ള,эссе
569,warm::A,ചൂടുള്ള,җылы
570,kalt::A,തണുത്ത,суык
571,kalt::A,തണുത്ത,салкын
572,kühl::A,തണുപ്പുള്ള,салкынча
573,frisch::A,ശുദ്ധമായ,салкынча
574,feucht::A,ഈറനുള്ള,юеш
575,nass::A,നനഞ്ഞ,дымлы
576,trocken::A,വരണ്ട,коры
577,voll::A,നിറയെ,тулы
578,leer::A,ഒഴിഞ്ഞ,буш
579,offen::A,തുറന്ന,ачык
580,geschlossen::A,അടച്ച,йомык
581,sauber::A,വൃത്തിയുള്ള,пакь
582,sauber::A,വൃത്തിയുള്ള,чиста
583,schmutzig::A,അഴുക്കുനിറഞ്ഞ,керле
584,schmutzig::A,അഴുക്കുനിറഞ്ഞ,пычрак
585,roh::A,അസംസ്കൃതമായ,чи
586,reif::A,പഴുത്ത,өлгергән
587,lecker::A,രുചികരമായ,тәмле
588,süß::A,മധുരമുള്ള,татлы
589,bitter::A,കടുത്ത,ачы
590,sauer::A,പുളിപ്പുള്ള,әче
591,hell::A,ജ്വലിക്കുന്ന,якты
592,dunkel::A,ഇരുണ്ട,кара
593,schwarz::A,കറുത്ത,кара
594,weiß::A,വെളുത്ത,ак
595,rot::A,ചുവന്ന,кызыл
596,gelb::A,മഞ്ഞനിറമായ,сары
597,blau::A,നീലനിറമുള്ള,күк
598,grün::A,പച്ചനിറമുള്ള,яшел
599,grau::A,ചാരനിറത്തിലുള്ള,соры
600,bunt::A,വർണ്ണശബളമായ,чуар
601,billig::A,വിലകുറഞ്ഞ,арзан
602,teuer::A,ചെലവേറിയ,хаклы
603,wertvoll::A,വിലപിടിപ്പുള്ള,кыйммәтле
604,blind::A,അന്ധനായ,сукыр
605,blind::A,അന്ധനായ,күзсез
606,taub::A,കേൾവിക്കുറവുള്ള,чукрак
607,taub::A,കേൾവിക്കുറവുള്ള,саңгырау
608,kräftig::A,ശക്തിയുള്ള,егәрле
609,stark::A,ബലമുള്ള,нык
610,stark::A,ബലമുള്ള,базык
611,schwach::A,ക്ഷീണിച്ച,зәгыйфь
612,fett::A,കൊഴുപ്പുള്ള,симез
613,schlank::A,മെലിഞ്ഞ,нәзек
614,hübsch::A,മനോഹരമായ,чибәр
615,böse::A,പാപിയായ,усал
616,dumm::A,വിവരംകെട്ട,акылсыз
617,faul::A,അലസനായ,ялкау
618,faul::A,അലസനായ,иренчәк
619,fleißig::A,അദ്ധ്വാനശീലമുള്ള,тырыш
620,fleißig::A,അദ്ധ്വാനശീലമുള്ള,тырышучан
621,geizig::A,പിശുക്കനായ,саран
622,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,акыллы
623,geschickt::A,പ്രതിഭാശാലി,маһир
624,lieb::A,പ്രിയപ്പെട്ട,сөекле
625,lustig::A,ആനന്ദകരമായ,күңелле
626,sanft::A,സൌമ്യമായ,басынкы
627,hungrig::A,വിശപ്പുള്ള,ач
628,krank::A,അസുഖമുള്ള,чирле
629,krank::A,അസുഖമുള്ള,сырхау
630,nackt::A,നഡമായ,шәрә
631,traurig::A,വിഷമമുള്ള,ямансу
632,lebendig::A,ഉപജീവനം,тере
633,gut::A,നല്ല,яхшы
634,schlecht::A,മോശമായ,начар
635,richtig::A,ശരിയായ,дөрес
636,schlimm::A,വൃത്തികെട്ട,әшәкә
