,Concept_ID,cs,bn
130,Birke::N,bříza,ভুর্জ
131,Kiefer[Baum]::N,sosna,পাইন গাছ
132,Kiefer[Baum]::N,borovice,পাইন গাছ
133,Weide[Baum]::N,vrba,উইলো
134,Tanne::N,jedle,দেবদারূ গাছ
135,Horn::N,roh,শিং
136,Feder::N,pero,পালক
137,Fell::N,srst,রোম
138,Flügel::N,křídlo,ডানা
139,Klaue::N,dráp,নখর
140,Klaue::N,pazneht,নখর
141,Kralle::N,dráp,নখর
142,Schwanz::N,ocas,লেজ
143,Ei::N,vejce,ডিম
144,Nest::N,hnízdo,কুলায়
145,Bau::N,nora,ডেরা
146,Tier::N,zvíře,জন্তু
147,Herde::N,stádo,ঝাঁক
148,Kuh::N,kráva,গোরু
149,Bulle::N,býk,বৃষ
150,Pferd::N,kůň,ঘোড়া
151,Schaf::N,ovce,ভেড়া
152,Schwein::N,vepř,শূকর
153,Schwein::N,prase,শূকর
154,Hund::N,pes,কুকুর
155,Katze::N,kočka,বেড়াল
156,Bär::N,medvěd,ভল্লুক
157,Eichhörnchen::N,veverka,কাঠবিড়াল
158,Elch::N,los,হরিণবিশেষ
159,Fuchs::N,liška,পাঁতিশিয়াল
160,Hase::N,zajíc,শশক
161,Maus::N,myš,নেংটি ইঁদুর
162,Wolf::N,vlk,নেকড়ে
163,Vogel::N,pták,পক্ষী
164,Schwarm::N,roj,ঝাঁক
165,Schwarm::N,hejno,ঝাঁক
166,Huhn::N,kuře,মোরগ
167,Huhn::N,slepice,মোরগ
168,Hahn::N,kohout,কুক্কুট
169,Gans::N,husa,হংসী
170,Adler::N,orel,ইগল
171,Ente::N,kachna,হংসী
172,Eule::N,sova,পেচক
173,Kranich::N,jeřáb,সারস
174,Krähe::N,vrána,কাক
175,Kuckuck::N,kukačka,কোকিল
176,Schwan::N,labuť,মরাল
177,Fisch::N,ryba,মাছ
178,Barsch::N,okoun,মৎন্যবিশেষ
179,Hecht::N,štika,বানমাছ
180,Schlange[Tier]::N,had,সর্প
181,Wurm::N,červ,কীট
182,Spinne::N,pavouk,মাকড়সা
183,Ameise::N,mravenec,পিপীলিকা
184,Laus::N,veš,উকুন
185,Mücke::N,komár,মশা
186,Fliege::N,moucha,মাছি
187,Schmetterling::N,motýl,প্রজাপতি
188,Beere::N,bobule,বেরি
189,Apfel::N,jablko,আপেল
190,Pilz::N,houba,ছত্রক
191,Zwiebel::N,cibule,পিয়াজ
192,Saat::N,osivo,বীজ
193,Korn::N,zrno,শস্য
194,Heu::N,seno,খড়
195,Schale::N,slupka,খোসা
196,Schale::N,skořápka,খোসা
197,Grube::N,jáma,গর্ত
198,Falle::N,past,ফাঁদ
199,Falle::N,léčka,ফাঁদ
200,Schlinge::N,smyčka,পাশ
201,Spur::N,stopa,চিহ্ন
202,Asche::N,popel,ভস্ম
203,Dreck::N,špína,ময়লা
204,Eisen::N,železo,লোহা
205,Gold::N,zlato,স্বর্ণ
206,Silber::N,stříbro,রৌপ্য
207,Kohle::N,uhlí,অঙ্গার
208,Glas::N,sklo,কাচ
209,Lehm::N,jíl,মৃত্তিকা
210,Lehm::N,hlína,মৃত্তিকা
211,Sand::N,písek,বালি
212,Mensch::N,člověk,নর
213,Mensch::N,člověk,মানুষ
214,Mann::N,muž,মানুষ
215,Frau::N,žena,নারী
216,Kind::N,dítě,বাচ্চা
217,Junge::N,hoch,ছেলে
218,Junge::N,chlapec,ছেলে
219,Mädchen::N,děvče,মেয়ে
220,Familie::N,rodina,পরিবার
221,Großvater::N,děd,মাতামহ
222,Großvater::N,dědeček,মাতামহ
223,Großmutter::N,babička,মাতামহী
224,Eltern::N,rodiče,মাতাপিতা
225,Vater::N,otec,পিতা
226,Mutter::N,matka,মাতা
227,Sohn::N,syn,ছেলে
228,Tochter::N,dcera,মেয়ে
229,Bruder::N,bratr,দাদা
230,Schwester::N,sestra,বোন
231,Schwester::N,sestra,দিদি
232,Onkel::N,strýc,মামা
233,Tante::N,teta,মাসী
234,Ehemann::N,choť,স্বামী
235,Ehemann::N,manžel,স্বামী
236,Ehefrau::N,choť,পত্নী
237,Ehefrau::N,manželka,পত্নী
238,Freude::N,radost,উল্লাস
239,Gelächter::N,smích,হাসি
240,Glück::N,štěstí,সুখ
241,Kummer::N,žal,দুঃখ
242,Kummer::N,trápení,দুঃখ
243,Wunsch::N,přání,আকাঙ্ক্ষা
244,Lust::N,chuť,বাসনা
245,Geist::N,duch,আত্না
246,Gedanke::N,myšlenka,চিন্তা
247,Gedächtnis::N,paměť,স্মরণশক্তি
248,Verstand::N,rozum,মন
249,Sinn::N,smysl,পদার্থ
250,Grund::N,důvod,কারণ
251,Wahrheit::N,pravda,সত্য
252,Gespräch::N,rozhovor,কথাবার্তা
253,Märchen::N,pohádka,রূপকথা
254,Erzählung::N,povídka,গল্প
255,Nachricht::N,zpráva,তথ্য
256,Neuigkeit::N,novina,খবরাখবর
257,Neuigkeit::N,novinka,খবরাখবর
258,Name::N,jméno,নাম
259,Rätsel::N,hádanka,ধাঁধা
260,Rede::N,řeč,বক্তৃতা
261,Rede::N,proslov,বক্তৃতা
262,Sprache::N,řeč,ভাষা
263,Sprache::N,jazyk,ভাষা
264,Stimme::N,hlas,স্বর
265,Wort::N,slovo,শব্দ
266,Zeichen::N,znamení,প্রতীক
267,Ruf::N,zavolání,ডাক
268,Lärm::N,hluk,হৈচৈ
269,Laut::N,zvuk,ধ্বনি
270,Ton::N,tón,স্বর
271,Lied::N,píseň,গান
272,Ruhe::N,klid,শান্তি
273,Ruhe::N,pokoj,শান্তি
274,Leute::N,lidé,প্রজাপুঞ্জ
275,Volk::N,národ,জাতি
276,Arbeit::N,práce,চাকরি
277,Gast::N,host,অতিথি
278,Geschenk::N,dar,উপহার
279,Spiel::N,hra,খেলা
280,Gesellschaft::N,společnost,সঙ্গিগণ
281,Hilfe::N,pomoc,সাহায্য
282,Freund::N,přítel,বন্ধু
283,Kamerad::N,kamarád,সঙ্গী
284,Angelegenheit::N,záležitost,বিষয়
285,Anzahl::N,počet,পরিমাণ
286,Art::N,druh,রকম
287,Stück::N,kus,টুকরো
288,Stück::N,kousek,টুকরো
289,Teil::N,díl,অংশ
290,Teil::N,část,অংশ
291,Hälfte::N,půl,অর্ধেক
292,Kreis::N,kruh,বৃত্ত
293,Kreuz::N,kříž,ক্রুশ
294,Linie::N,linka,রেখা
295,Strich::N,čára,কষি
296,Strich::N,čárka,কষি
297,Abstand::N,vzdálenost,ফাঁক
298,Entfernung::N,vzdálenost,ব্যবধান
299,Gegend::N,krajina,ক্ষেত্র
300,Platz::N,prostor,জায়গা
301,Ort::N,místo,স্থান
302,Seite::N,strana,পার্শ্ব
303,Mitte::N,střed,মধ্য
304,Mitte::N,prostředek,মধ্য
305,Gegenstand::N,předmět,জিনিস
306,Sache::N,věc,বস্তু
307,Rand::N,kraj,কানা
308,Rand::N,okraj,কানা
309,Kante::N,hrana,ধার
310,Ecke::N,roh,কোণ
311,Spitze::N,hrot,ডগা
312,Spitze::N,špička,ডগা
313,Ende::N,konec,প্রান্ত
314,Loch::N,díra,গর্ত
315,Winkel::N,kout,কোণ
316,Muster::N,vzor,নমুন্
317,Größe::N,velikost,আয়তন
318,Länge::N,délka,দৈর্ঘ্য
319,Höhe::N,výška,উচ্চতা
320,Gewicht::N,váha,ওজন
321,Menge::N,množství,পরিমাণ
322,Haufen::N,kupa,পুঞ্জ
323,Haufen::N,hromada,পুঞ্জ
324,Reihe::N,řada,শ্রেণী
325,Reihe::N,řádek,শ্রেণী
326,Boot::N,člun,নৌকা
327,Ruder::N,veslo,দাঁড়
328,Schlitten::N,sáně,স্নেজ্-গাড়ি
329,Ski::N,lyže,শী
330,Lagerfeuer::N,táborák,অগ্নি
331,Last::N,náklad,বোঝা
332,Last::N,břemeno,বোঝা
333,Gang::N,chůze,হণ্টন
334,Gang::N,chodba,হণ্টন
335,Schritt::N,krok,পদ
336,Norden::N,sever,উত্তরদিক্
337,Süden::N,jih,দক্ষিণদিক
338,Westen::N,západ,পশ্চিমদিক্
339,Osten::N,východ,পূর্বদিক
340,Holz::N,dřevo,কাঠ
341,Brett::N,prkno,তক্তা
342,Platte::N,deska,ফলক
343,Stütze::N,opěra,নাগদণ্ড
344,Stange::N,tyč,দণ্ড
345,Stange::N,tyčka,দণ্ড
346,Stock::N,hůlka,ছড়ি
347,Stab::N,hůl,যষ্টি
348,Rohr::N,trubka,নল
349,Haus::N,dům,ঘর
350,Heim::N,domov,বাসা
351,Ofen::N,kamna,স্টোভ্
352,Fußboden::N,podlaha,গহতল
353,Tisch::N,stůl,মেজ
354,Tisch::N,stůl,টেবিল
355,Stuhl::N,židle,চেয়ার
356,Stuhl::N,židle,কেদারা
357,Wiege::N,kolébka,দোলনা
358,Bett::N,postel,শয্যা
359,Regal::N,regál,তাক
360,Regal::N,police,তাক
361,Kiste::N,bedna,বাক্স
362,Fenster::N,okno,জানালা
363,Tür::N,dveře,দ্বার
364,Tor::N,vrata,দ্বার
365,Zaun::N,plot,বেড়া
366,Dach::N,střecha,ছাদ
367,Leiter::N,žebřík,মই
368,Besen::N,koště,গুল্মবিশেষ
369,Besen::N,smeták,গুল্মবিশেষ
370,Spaten::N,rýč,কোদাল
371,Schaufel::N,lopata,বেলচা
372,Gabel::N,vidlička,কাঁটা
373,Löffel::N,lžíce,চামচ
374,Messer::N,nůž,ছুরি
375,Nagel::N,hřebík,পেরেক
376,Netz::N,síť,জাল
377,Haken::N,hák,কাচি
378,Griff::N,držadlo,হাতল
379,Schloss::N,zámek,তালা
380,Bild::N,obraz,ছবি
381,Bild::N,obraz,চিত্র
382,Figur::N,figura,আকার
383,Puppe::N,panenka,পুতুল
384,Beutel::N,pytlík,বটুয়া
385,Bündel::N,svazek,আঁটি
386,Tasche::N,taška,থলি
387,Tasche::N,brašna,থলি
388,Eimer::N,kýbl,বাল্তি
389,Eimer::N,vědro,বাল্তি
390,Deckel::N,víko,আবরণ
391,Deckel::N,příklop,আবরণ
392,Geschirr::N,nádobí,থালা-বাসন
393,Sack::N,pytel,বস্তা
394,Tasse::N,šálek,কাপ
395,Topf::N,hrnec,পাত্র
396,Kessel::N,kotel,কেটলি
397,Essen::N,jídlo,আহার
398,Nahrung::N,strava,খাদ্য
399,Nahrung::N,potrava,খাদ্য
400,Speise::N,jídlo,খাদ্য
401,Fleisch::N,maso,মাংস
402,Getreide::N,obilí,শস্য
403,Brei::N,kaše,মণ্ড
404,Brot::N,chléb,রুটি
405,Scheibe::N,krajíc,ফালি
406,Fett::N,tuk,মেদ
407,Fett::N,omastek,মেদ
408,Butter::N,máslo,মাখন
409,Öl::N,olej,তৈল
410,Salz::N,sůl,নুন
411,Suppe::N,polévka,শুরুয়া
412,Honig::N,med,মধু
413,Milch::N,mléko,দুধ
414,Tee::N,čaj,চা
415,Leder::N,kůže,পাকা চামড়া
416,Wolle::N,vlna,পশম
417,Stoff::N,látka,বস্ত্র
418,Nadel::N,jehla,সুচ
419,Faden::N,nit,সূত্র
420,Knopf::N,knoflík,বোতাম
421,Knoten::N,uzel,গিঁট
422,Farbe::N,barva,রং
423,Kleidung::N,šaty,কাপড়
424,Kleidung::N,šatstvo,কাপড়
425,Hemd::N,košile,শার্ট
426,Kragen::N,límec,গলবন্ধ
427,Ärmel::N,rukáv,আস্তিন্
428,Hose::N,kalhoty,ট্রাউজার
429,Gürtel::N,pás,কটিবন্ধ
430,Gürtel::N,opasek,কটিবন্ধ
431,Mütze::N,čepice,টুপি
432,Schuh::N,bota,জুতো
433,Stiefel::N,holínka,বুট
434,Ring::N,prsten,আংটি
435,Band::N,pásek,ফিতা
436,Kamm::N,hřeben,চিরুনি
437,Spiegel::N,zrcadlo,আয়না
438,Riemen::N,řemen,চাবুক
439,Schnur::N,šňůra,দড়ি
440,Leine::N,vodítko,শিকল
441,Decke::N,pokrývka,কম্বল
442,Decke::N,přikrývka,কম্বল
443,Kissen::N,polštář,উপাধান
444,Tuch::N,šátek,বস্ত্র
445,Handtuch::N,ručník,তোয়ালে
446,Kraft::N,síla,জোর
447,Stärke::N,síla,শক্তি
448,Gesundheit::N,zdraví,স্বাস্থ্য
449,Krankheit::N,nemoc,অসুখ
450,Krankheit::N,nemoc,ব্যামো
451,Krankheit::N,choroba,অসুখ
452,Krankheit::N,choroba,ব্যামো
453,Schmerz::N,bolest,যন্ত্রণা
454,Wunde::N,rána,ক্ষত
455,Fieber::N,horečka,জ্বর
456,Arznei::N,lék,ঔষধ
457,Brücke::N,most,সেতু
458,Brunnen::N,studna,কূপ
459,Weide::N,pastva,পশুচারণভূমি
460,Weide::N,pastvina,পশুচারণভূমি
461,Pfad::N,pěšina,পথ
462,Weg::N,cesta,পথ
463,Straße::N,silnice,রাস্তা
464,Dorf::N,vesnice,গ্রাম
465,Stadt::N,město,শহর
466,Brief::N,dopis,চিঠি
467,Buch::N,kniha,বই
468,Buchstabe::N,písmeno,অক্ষর
469,Zeitung::N,noviny,সংবাদপত্র
470,Leben::N,život,জীবন
471,Tod::N,smrt,মৃত্যু
472,Grab::N,hrob,কবর
473,Kirche::N,kostel,গির্জা
474,Sünde::N,hřích,পাপ
475,Gott::N,bůh,দেবতা
476,Arbeiter::N,dělník,শ্রমিক
477,Arbeiter::N,pracovník,শ্রমিক
478,Chef::N,šéf,নেতা
479,Chef::N,vedoucí,নেতা
480,Meister::N,mistr,ব্যক্তি
481,Arzt::N,lékař,চিকিৎসক
482,Lehrer::N,učitel,অধ্যাপক
483,Geld::N,peníze,মুদ্রা
484,Geld::N,peníze,টাকাপয়সা
485,Geschäft::N,obchod,ব্যস্ততা
486,Laden::N,krám,দোকান
487,Preis::N,cena,মূল্য
488,Ware::N,zboží,পণ্যদ্রব্য
489,Nutzen::N,užitek,সুবিধা
490,Reichtum::N,bohatství,ধনদৌলত
491,Welt::N,svět,জগৎ
492,Land::N,země,খেত
493,Staat::N,stát,রাষ্ট্র
494,König::N,král,রাজা
495,Macht::N,moc,প্রভাব
496,Macht::N,mocnost,প্রভাব
497,Grenze::N,hranice,সীমা
498,Krieg::N,válka,যুদ্ধ
499,Feind::N,nepřítel,শত্রু
500,Gewalt::N,násilí,জোর
501,Kampf::N,boj,লড়াই
502,Bogen[Waffe]::N,luk,ধনুক
503,Pfeil::N,šíp,বাণ
504,Gewehr::N,puška,বন্দুক
505,Gewehr::N,ručnice,বন্দুক
506,Fehler::N,chyba,ভুল
507,Lüge::N,lež,মিথ্যা
508,Schaden::N,škoda,ক্ষতি
509,Unglück::N,neštěstí,দুর্ভাগ্য
510,Schuld::N,vina,অপরাধ
511,Alter::N,věk,আয়ু
512,Schluss::N,konec,শেষ
513,Zeit::N,čas,সময়
514,Tag::N,den,দিন
515,Morgen::N,ráno,সকাল
516,Morgen::N,jitro,সকাল
517,Mittag::N,poledne,মধ্যাহু
518,Abend::N,večer,সন্ধ্যা
519,Nacht::N,noc,রাত্রি
520,Woche::N,týden,সপ্তাহ
521,Monat::N,měsíc,মাস
522,Jahr::N,rok,সৌরবর্ষ
523,Frühling::N,jaro,বসন্তকাল
524,Sommer::N,léto,গ্রীষ্মকাল
525,Herbst::N,podzim,শরংঋতু
526,Winter::N,zima,শীতকাল
527,Januar::N,leden,জানুয়ারী
528,Februar::N,únor,ফেব্রুয়ারী
529,März::N,březen,মার্চ
530,April::N,duben,এপ্রিল
531,Mai::N,květen,মে
532,Juni::N,červen,জুন
533,Juli::N,červenec,জুলাই
534,August::N,srpen,অগাস্ট
535,September::N,září,সেপ্টেম্বর
536,Oktober::N,říjen,অক্টোবর
537,November::N,listopad,নভেম্বর
538,Dezember::N,prosinec,ডিসেম্বর
539,Montag::N,pondělí,সোমবার
540,Montag::N,pondělek,সোমবার
541,Dienstag::N,úterý,মঙ্গলবার
542,Mittwoch::N,středa,বুধবার
543,Donnerstag::N,čtvrtek,বৃহম্পতিবার
544,Freitag::N,pátek,শুক্রবার
545,Samstag::N,sobota,শনিবার
546,Sonntag::N,neděle,রবিবার
547,groß::A,velký,বৃহৎ
548,klein::A,malý,ছোট
549,lang::A,dlouhý,দীর্ঘ
550,kurz::A,krátký,খর্ব
551,kurz::A,krátký,হ্রস্ব
552,breit::A,široký,চওড়া
553,schmal::A,úzký,সরু
554,dicht::A,hustý,ঘন
555,dick[Gegenstand]::A,tlustý,পুরু
556,dünn::A,tenký,কৃশ
557,fein::A,jemný,সূক্ষ্ম
558,fest::A,pevný,দৃঢ়
559,flach::A,plochý,সমতল
560,flach::A,placatý,সমতল
561,glatt::A,hladký,মসৃণ
562,hart::A,tvrdý,শক্ত
563,weich::A,měkký,নরম
564,rund::A,kulatý,গোলাকার
565,rund::A,okrouhlý,গোলাকার
566,spitz::A,špičatý,তীক্ষ্ন
567,scharf::A,ostrý,শাণিত
568,stumpf::A,tupý,ভোঁতা
569,schwer::A,těžký,ভারী
570,schön::A,pěkný,সুন্দর
571,schön::A,krásný,সুন্দর
572,heiß::A,horký,গরম
573,warm::A,teplý,ঈষদুষ্ণ
574,kalt::A,studený,ঠাণ্ডা
575,kühl::A,chladný,শীতল
576,frisch::A,svěží,তাজা
577,feucht::A,vlhký,ভিজা
578,nass::A,mokrý,ভিজা
579,trocken::A,suchý,শুষ্ক
580,voll::A,plný,পূর্ণ
581,leer::A,prázdný,খালি
582,offen::A,otevřený,খোলা
583,geschlossen::A,zavřený,বন্ধ
584,sauber::A,čistý,নির্মল
585,schmutzig::A,špinavý,নোংরা
586,roh::A,syrový,কাঁচা
587,reif::A,zralý,পাকা
588,lecker::A,chutný,সুস্বাদ
589,süß::A,sladký,মিষ্ট
590,bitter::A,hořký,তিক্ত
591,sauer::A,kyselý,টক
592,hell::A,světlý,উজ্জ্বল
593,dunkel::A,temný,অন্ধকারময়
594,schwarz::A,černý,কালো
595,weiß::A,bílý,সাদা
596,rot::A,rudý,লাল
597,rot::A,červený,লাল
598,gelb::A,žlutý,হলদে
599,blau::A,modrý,নীল
600,grün::A,zelený,সবুজ
601,grau::A,šedý,ছাই-রঙা
602,grau::A,šedivý,ছাই-রঙা
603,bunt::A,pestrý,রঙিন
604,billig::A,levný,সস্তা
605,billig::A,laciný,সস্তা
606,teuer::A,drahý,আক্রা
607,wertvoll::A,cenný,মহার্ঘ
608,blind::A,slepý,কানা
609,taub::A,hluchý,বধির
610,kräftig::A,silný,বিশাল
611,stark::A,silný,শক্তিশালী
612,schwach::A,slabý,দুর্বল
613,fett::A,tučný,মোটা
614,fett::A,tlustý,মোটা
615,schlank::A,štíhlý,কৃশ
616,hübsch::A,hezký,সুন্দর
617,böse::A,zlý,খারাপ
618,dumm::A,hloupý,মূর্খ
619,faul::A,líný,শ্রমবিমুখ
620,fleißig::A,pilný,পরিশ্রমী
621,geizig::A,lakomý,ব্যয়কুণ্ঠ
622,klug::A,chytrý,দক্ষ
623,geschickt::A,šikovný,পটু
624,lieb::A,milý,প্রেয়
625,lustig::A,veselý,প্রফুল্ল
626,sanft::A,mírný,নম্র
627,hungrig::A,hladový,ক্ষুধার্ত
628,krank::A,nemocný,অসুস্থ
629,nackt::A,nahý,উলঙ্গ
630,traurig::A,smutný,দুঃখিত
631,traurig::A,truchlivý,দুঃখিত
632,lebendig::A,živý,জীবিত
633,gut::A,dobrý,ভালো
634,schlecht::A,špatný,মন্দ
635,richtig::A,pravý,ঠিক
636,richtig::A,správný,ঠিক
637,schlimm::A,zlý,কদর্য
638,wahr::A,pravdivý,বাস্তব
639,alt::A,starý,পুরাতন
640,neu::A,nový,নব
641,neu::A,nový,নূতন
642,ehemalig::A,bývalý,পূর্বকালীন
643,alt[Lebewesen]::A,starý,বৃদ্ধ
644,jung::A,mladý,তরুণ
645,arm::A,chudý,ক্ষুদ্র
646,reich::A,bohatý,ধনবান্
647,bekannt::A,známý,সুপরিচিত
648,berühmt::A,slavný,বিখ্যাত
649,fremd::A,cizí,বিদেশি
650,verschieden::A,různý,বিসদৃশ
651,verschieden::A,rozličný,বিসদৃশ
652,nah::A,blízký,নিকটবতী
653,fern::A,daleký,দুরবতী
654,linker::A,levý,বাম
655,rechter::A,pravý,ডান
656,rechter::A,pravý,ডাইন
657,anderer::A,jiný,অন্যতর
658,erster::A,první,প্রথম
659,zweiter::A,druhý,দ্বিতীয়
660,dritter::A,třetí,তৃতীয়
661,letzter::A,poslední,সর্বশেষ
662,allein::ADV,sám,একক
663,auf einmal::ADV,najednou,জলদি
664,zusammen::ADV,spolu,একসঙ্গে
665,zusammen::ADV,dohromady,একসঙ্গে
666,lange::ADV,dlouho,লম্বা
667,plötzlich::ADV,vtom,হঠাৎ
668,plötzlich::ADV,náhle,হঠাৎ
669,sofort::ADV,hned,মুহ্ণর্তমধ্যে
670,sofort::ADV,ihned,মুহ্ণর্তমধ্যে
671,später::ADV,později,পশ্চাতে
672,jetzt::ADV,teď,এখন
673,jetzt::ADV,nyní,এখন
674,heute::ADV,dnes,আজ
675,heute::ADV,dneska,আজ
676,morgen::ADV,zítra,আগামিকাল
677,bald::ADV,brzo,অস্পকালমধ্যে
678,dann::ADV,pak,তখন
679,dann::ADV,potom,তখন
680,gestern::ADV,včera,গতকাল
681,einst::ADV,kdysi,একবার মাত্র
682,damals::ADV,tehdy,তখন
683,damals::ADV,tenkrát,তখন
684,danach::ADV,podle toho,পরে
685,vorher::ADV,dříve,আগে
686,vorher::ADV,napřed,আগে
687,zuerst::ADV,nejprve,আগে
688,zuerst::ADV,nejdříve,আগে
689,einmal::ADV,jednou,একবার
690,manchmal::ADV,někdy,কখনও কখনও
691,oft::ADV,často,ঘনঘন
692,immer::ADV,vždy,সর্বদা
693,immer::ADV,stále,সর্বদা
694,niemals::ADV,nikdy,কখলও নহে
695,hier::ADV,zde,এখানে
696,hier::ADV,tady,এখানে
697,hierhin::ADV,sem,এখানে
698,von hier::ADV,odtud,ত্রই স্তান হইতে
699,dort::ADV,tam,ওখানে
700,dorthin::ADV,tam,ওখানে
701,geradeaus::ADV,rovně,অগ্রগামী
702,vorwärts::ADV,kupředu,সন্মুখিকে
703,rückwärts::ADV,zpět,খিরিয়া
704,zurück::ADV,zpět,পিঠ
705,zurück::ADV,nazpět,পিঠ
706,unten::ADV,dole,নীচে
707,hinab::ADV,dolů,নিম্নগামী
708,oben::ADV,nahoře,উপরে
709,oben::ADV,navrchu,উপরে
710,hinauf::ADV,nahoru,উচ্চতর অংশে
711,überall::ADV,všude,সর্বত্র
712,nicht::ADV,ne,না
713,ein wenig::ADV,trochu,অল্প
714,kaum::ADV,sotva,কষ্টসহকাবে
715,sehr::ADV,velmi,খুব
716,sehr::ADV,velice,খুব
717,so::ADV,tak,তত
718,so::ADV,takto,তত
719,noch::ADV,ještě,এখন পর্যস্ত
720,nur::ADV,jen,শুধু
721,nur::ADV,jenom,শুধু
