,Concept_ID,mdf,ml
81,Licht::N,ва́лда,വിളക്ക്
82,Licht::N,ва́лда,സൂര്യപ്രകാശം
83,Schatten::N,цильф,തണൽ
84,Wetter::N,уша,കാലാവസ്ഥ
85,Nebel::N,тума́н,മൂടൽമഞ്ഞ്
86,Wolke::N,ковол,മേഘം
87,Regen::N,пизем,മഴ
88,Schnee::N,лов,മഞ്ഞ്
89,Eis::N,эй,ഐസ്
90,Frost::N,ке́льме,മൂടൽമഞ്ഞ്
91,Kälte::N,якшама,തണുപ്പ്
92,Hitze::N,пси,ചൂട്
93,Raureif::N,леш,കോടമഞ്ഞ്
94,Regenbogen::N,а́тямъёнга,മഴവില്ല്
95,Donner::N,атям,ഇടി
96,Strömung::N,шудема́,പ്രവാഹം
97,Tropfen::N,путькс,തുള്ളി
98,Tropfen::N,пътняфкс,തുള്ളി
99,Schaum::N,шов,നുര
100,Schmutz::N,ърда́з,അഴുക്ക്
101,See::N,эрьхке,തടാകം
102,Sumpf::N,шяй,ചതുപ്പുനിലം
103,Moor::N,шяй,പാഴ്നിലം
104,Wiese::N,луга,പുൽത്തകിടി
105,Wald::N,вирь,വനം
106,Wald::N,вирь,കാട്
107,Hügel::N,губо́р,കുന്ന്
108,Hügel::N,пандоня,കുന്ന്
109,Anhöhe::N,губо́р,ഉയർന്ന ഭൂമി
110,Berg::N,панда,പർവ്വതം
111,Gipfel::N,пря,ഉച്ചകോടി
112,Höhle::N,у́нда,ഗുഹ
113,Abhang::N,па́нда ша́ма,ചരിവ്
114,Quelle::N,эшиня,ഉറവിടം
115,Bach::N,шудерькс,അരുവി
116,Fluss::N,ляй,നദി
117,Ufer::N,търва́,തീരം
118,Küste::N,ляйтърва́,കടൽത്തീരം
119,Festland::N,мода,കര
120,Meer::N,моря,കടൽ
121,Bucht::N,ведьуське,ഉൾക്കടല്
122,Insel::N,цёнга,ദ്വീപ്
123,Blume::N,панчф,പൂവ്
124,Gras::N,тише,പുല്ല്
125,Wurzel::N,юр,വേര്
126,Wurzel::N,ункс,വേര്
127,Baum::N,шуфта,മരം
128,Stamm::N,ро́нга,തായ്ത്തടി
129,Rinde::N,кер,പട്ട
130,Ast::N,морга,ശാഖ
131,Zweig::N,тарад,ശാഖ
132,Blatt::N,лопа,ഇല
133,Birke::N,ке́лу,പൂവരശ്
134,Kiefer[Baum]::N,пиче,പൈൻമരം
135,Weide[Baum]::N,каль,വില്ലോ
136,Tanne::N,куз,ദേവദാരു
137,Horn::N,сюра,മൃഗത്തിൻറെ കൊമ്പ്
138,Feder::N,толга,തൂവൽ
139,Fell::N,кедь,മൃദുരോമം
140,Flügel::N,паця,ചിറക്
141,Klaue::N,кенже,നഖം
142,Kralle::N,кенже,നഖം
143,Schwanz::N,пула,വാൽ
144,Ei::N,ал,മുട്ട
145,Nest::N,пиза,കൂട്
146,Bau::N,пиза,മാളം
147,Tier::N,жува́та,മൃഗം
148,Herde::N,нал,കൂട്ടം
149,Herde::N,стада,കൂട്ടം
150,Kuh::N,скал,പശു
151,Kuh::N,тракс,പശു
152,Bulle::N,бука,കാള
153,Pferd::N,лишме,കുതിര
154,Schaf::N,уча́,ആട്
155,Schwein::N,тува,പന്നി
156,Hund::N,пине,നായ്
157,Katze::N,катоня,പൂച്ച
158,Katze::N,аваката,പൂച്ച
159,Bär::N,офта,കരടി
160,Eichhörnchen::N,ур,അണ്ണാൻ
161,Elch::N,ся́рда,കടമാന്
162,Fuchs::N,келазь,കുറുക്കൻ
163,Hase::N,ну́мол,മുയൽ
164,Maus::N,шеер,ചുണ്ടലി
165,Wolf::N,върьгаз,ചെന്നായ
166,Vogel::N,нармонь,പക്ഷി
167,Schwarm::N,ко́вол,കൂട്ടം
168,Schwarm::N,ме́швеле,കൂട്ടം
169,Huhn::N,сараз,കോഴി
170,Hahn::N,а́тякш,പൂവൻകോഴി
171,Gans::N,маци,അരയന്നം
172,Adler::N,куцькан,കഴുകൻ
173,Ente::N,яксярга,താറാവ്
174,Eule::N,ко́рож,മൂങ്ങ
175,Kranich::N,ка́рга,കൊക്ക്
176,Krähe::N,ва́рси,കാക്ക
177,Kuckuck::N,ку́ку,കുയിൽ
178,Schwan::N,ло́ксти,അരയന്നം
179,Fisch::N,кал,മത്സ്യം
180,Barsch::N,о́кунь,ഒരിനം മത്സ്യം
181,Hecht::N,щу́ка,ഒരു മത്സ്യം
182,Schlange[Tier]::N,куй,പാമ്പ്
183,Wurm::N,сукс,വിര
184,Spinne::N,унжа́,ചിലന്തി
185,Ameise::N,панжам,ഉറുമ്പ്
186,Laus::N,си,പേന്
187,Mücke::N,ся́ське,മശകം
188,Fliege::N,кару,ഈച്ച
189,Schmetterling::N,ме́лав,ചിത്രശലഭം
190,Beere::N,и́мож,ബെറി
191,Apfel::N,марь,ആപ്പിൾ
192,Pilz::N,панга,കൂൺ
193,Zwiebel::N,шурьхкя́,സവാള
194,Saat::N,видьмот,വിത്ത്
195,Korn::N,сёра,ധാന്യം
196,Heu::N,тише,വയ്ക്കോൽ
197,Schale::N,кедь,തൊലി
198,Grube::N,лотка,കുഴി
199,Falle::N,туфкс,കെണി
200,Falle::N,кунда́ма,കെണി
201,Schlinge::N,килькш,കുടുക്ക്
202,Spur::N,пильгоки́,ചുവട്
203,Asche::N,кулу,ചാരം
204,Dreck::N,ърда́з,അഴുക്ക്
205,Eisen::N,кшни,ഇരുമ്പ്
206,Gold::N,ока,സ്വർണ്ണം
207,Gold::N,золота,സ്വർണ്ണം
208,Silber::N,сия́,വെള്ളി
209,Kohle::N,седь,കൽക്കരി
210,Kohle::N,седьвальмя,കൽക്കരി
211,Glas::N,кля́нцек,ഗ്ലാസ്
212,Lehm::N,сёвонь,കളിമണ്ണ്
213,Sand::N,шува́р,മണൽ
214,Mensch::N,ломань,മനുഷ്യർ
215,Mann::N,аля,പുരുഷൻ
216,Mann::N,цёраломань,പുരുഷൻ
217,Frau::N,ава,സ്ത്രീ
218,Kind::N,идь,കുഞ്ഞ്
219,Kind::N,шаба,കുഞ്ഞ്
220,Junge::N,цёраня,ആൺകുട്ടി
221,Mädchen::N,стирня́,പെൺകുട്ടി
222,Familie::N,тнал,കുടുംബം
223,Familie::N,семья,കുടുംബം
224,Großvater::N,атя,അപ്പൂപ്പൻ
225,Großvater::N,щя́тя,അപ്പൂപ്പൻ
226,Großmutter::N,баба,അമ്മുമ്മ
227,Eltern::N,тя́дят-а́лят,മാതാപിതാക്കള്
228,Vater::N,аля,അച്ഛൻ
229,Mutter::N,ава,അമ്മ
230,Mutter::N,тядя,അമ്മ
231,Sohn::N,цёра,മകൻ
232,Tochter::N,стирь,മകൾ
233,Bruder::N,дуган,ചേട്ടൻ
234,Bruder::N,дуган,അനിയൻ
235,Bruder::N,пяльне,ചേട്ടൻ
236,Bruder::N,пяльне,അനിയൻ
237,Schwester::N,ака,ചേച്ചി
238,Schwester::N,ака,അനിയത്തി
239,Schwester::N,сазор,ചേച്ചി
240,Schwester::N,сазор,അനിയത്തി
241,Onkel::N,оця,അമ്മാവൻ
242,Onkel::N,патя,അമ്മാവൻ
243,Onkel::N,щеня́,അമ്മാവൻ
244,Tante::N,ака,മാമി
245,Tante::N,щака,മാമി
246,Ehemann::N,мирде,ഭർത്താവ്
247,Ehefrau::N,ърьвя́,ഭാര്യ
248,Freude::N,ке́нярдема,ആഹ്ലാദം
249,Gelächter::N,рахсема,ചിരിയുടെ ശബ്ദം
250,Glück::N,паваз,സന്തോഷം
251,Glück::N,паваз,സന്തുഷ്ടി
252,Kummer::N,ризф,ശോകം
253,Kummer::N,пичефкс,ശോകം
254,Wunsch::N,мяль,ആഗ്രഹം
255,Wunsch::N,таколдома,ആഗ്രഹം
256,Lust::N,таколдома,ആഗ്രഹം
257,Geist::N,вайме,ചുറുചുറുക്ക്
258,Gedanke::N,мяль,ചിന്ത
259,Gedächtnis::N,прявий,ഓർമ്മശക്തി
260,Verstand::N,прявий,മനസ്സ്
261,Sinn::N,ён,അർത്ഥം
262,Grund::N,туфта́л,കാരണം
263,Wahrheit::N,ви́де,സത്യം
264,Wahrheit::N,видеши́,സത്യം
265,Gespräch::N,корхтама,സല്ലാപം
266,Märchen::N,ёфкс,യക്ഷിക്കഥ
267,Erzählung::N,азкс,കഥ
268,Nachricht::N,куля́,സന്ദേശം
269,Neuigkeit::N,куля́,വാർത്ത
270,Name::N,лем,പേര്
271,Rätsel::N,со́дама ёфкс,പ്രഹേളിക
272,Rede::N,вал,സംസാരം
273,Rede::N,корхтама,സംസാരം
274,Sprache::N,кяль,ഭാഷ
275,Stimme::N,вайгяль,സ്വരം
276,Wort::N,вал,വാക്ക്
277,Zeichen::N,тя́ште,സംജ്ഞ
278,Zeichen::N,тя́штькс,സംജ്ഞ
279,Ruf::N,тердема,വിളി
280,Lärm::N,гайф,ആരവം
281,Lärm::N,жалакодома,ആരവം
282,Laut::N,вайгяль,ശബ്ദം
283,Ton::N,вайгяль,സ്വരഭേദം
284,Lied::N,мора,പാട്ട്
285,Ruhe::N,сетьме,നിശ്ചലത
286,Leute::N,ломатть,ജനങ്ങൾ
287,Volk::N,наро́д,രാഷ്ടം
288,Arbeit::N,тев,ജോലി
289,Gast::N,и́нжи,അതിലി
290,Gast::N,ко́нак,അതിലി
291,Geschenk::N,казне,സമ്മാനം
292,Spiel::N,налхкома,കളി
293,Spiel::N,налхксема,കളി
294,Gesellschaft::N,кружок,കൂട്ടായ്മ
295,Hilfe::N,лездома,സഹായം
296,Freund::N,я́лга,സുഹൃത്ത്
297,Kamerad::N,я́лга,കൂട്ടാളി
298,Angelegenheit::N,тев,കാര്യം
299,Anzahl::N,лувкс,എണ്ണം
300,Art::N,вид,തരം
301,Stück::N,пакш,കഷണം
302,Teil::N,часть,ഭാഗം
303,Teil::N,пялькс,ഭാഗം
304,Hälfte::N,пяле,പകുതി
305,Kreis::N,шаркс,വൃത്തം
306,Kreuz::N,крёз,കുരിശടയാളം
307,Linie::N,межа,വര
308,Linie::N,межа,രേഖ
309,Linie::N,китькс,വര
310,Linie::N,китькс,രേഖ
311,Strich::N,межа,പക്ഷാഘാതം
312,Abstand::N,ётка,വിടവ്
313,Entfernung::N,ётка,അകലം
314,Gegend::N,ва́ста,പ്രദേശം
315,Gegend::N,перьфпя́ль,പ്രദേശം
316,Platz::N,ва́ста,ഇടം
317,Ort::N,ва́ста,സ്ഥലം
318,Seite::N,пяле,വശം
319,Mitte::N,кучка́,മധ്യസ്ഥാനം
320,Gegenstand::N,веща,സാധനം
321,Sache::N,тев,വസ്തു
322,Sache::N,веща,വസ്തു
323,Rand::N,пе,തൊങ്ങൽ
324,Kante::N,и́рдез,അറ്റം
325,Ecke::N,ужа,മൂല
326,Spitze::N,пря,അഗ്രം
327,Ende::N,пе,അവസാനം
328,Loch::N,варя,ദ്വാരം
329,Winkel::N,ужа,കോൺ
330,Muster::N,сёрма,ക്രമം
331,Größe::N,серь,വലുപ്പം
332,Länge::N,кува́лма,നീളം
333,Höhe::N,серь,ഉയരം
334,Gewicht::N,сталма,കട്ടി
335,Menge::N,лувкс,അളവ്
336,Haufen::N,мар,കൂമ്പാരം
337,Reihe::N,ряд,വരി
338,Boot::N,венеж,ബോട്ട്
339,Ruder::N,миле,പങ്കായം
340,Schlitten::N,ну́рда,ഉരുളില്ലാവണ്ടി
341,Ski::N,сокс,ഹിമപാദുകം
342,Lagerfeuer::N,то́лмар,തീ
343,Last::N,канкс,ഭാരം
344,Last::N,сталма,ഭാരം
345,Gang::N,молема,നടത്തം
346,Schritt::N,аськолкс,ചുവട്
347,Norden::N,якшама шире,വടക്ക്
348,Süden::N,ля́мбе ши́ре,തെക്ക്
349,Westen::N,ши валгома шире,പടിഞ്ഞാറ്
350,Osten::N,шинь стяма шире,കിഴക്ക്
351,Holz::N,вирь,തടി
352,Holz::N,шуфта,തടി
353,Brett::N,лавця,ബോർഡ്
354,Platte::N,плита́,തകിട്
355,Stütze::N,неже,താങ്ങ്
356,Stange::N,олга,കമ്പ്
357,Stock::N,байдек,വടി
358,Stab::N,олгоня,കുറുവടി
359,Rohr::N,турама,കുഴൽ
360,Haus::N,куд,വീട്
361,Heim::N,куд,വീട്
362,Ofen::N,пянакуд,സ്റ്റൌ
363,Fußboden::N,кия́кс,തറ
364,Tisch::N,шра,മേശ
365,Tisch::N,моркш,മേശ
366,Stuhl::N,стул,കസേര
367,Wiege::N,нюря́м,തൊട്ടിൽ
368,Bett::N,ацам,കിടക്ക
369,Regal::N,лавцяланга,ഷെൽഫ്
370,Kiste::N,парга,പെട്ടി
371,Fenster::N,валмья,ജനൽ
372,Tür::N,кенкш,വാതിൽ
373,Tor::N,ортат,കവാടം
374,Zaun::N,перяфкс,വേലി
375,Dach::N,кудпря,മേൽക്കുര
376,Leiter::N,куцема,ഏണി
377,Besen::N,тяльме,ചൂല്
378,Spaten::N,ка́йме,തൂമ്പ
379,Schaufel::N,ко́поня,തൂമ്പ
380,Schaufel::N,ця́рдом,തൂമ്പ
381,Gabel::N,ця́нгоня,മുൾക്കത്തി
382,Löffel::N,куцю,സ്പൂൺ
383,Messer::N,пеель,കത്തി
384,Nagel::N,эска,ആണി
385,Haken::N,кя́чказ,കൊളുത്ത്
386,Griff::N,недь,കൈപ്പിടി
387,Griff::N,кунда́мка,കൈപ്പിടി
388,Schloss::N,замо́к,പൂട്ട്
389,Bild::N,карти́на,ചിത്രം
390,Figur::N,ронга-понда,കണക്ക്
391,Puppe::N,ня́ка,പാവ
392,Beutel::N,кяскав,ബാഗ്
393,Bündel::N,кярьме,കെട്ട്
394,Tasche::N,кошяльня,ബാഗ്
395,Eimer::N,ве́дарка,ബക്കറ്റ്
396,Deckel::N,тавадкс,ഉറ
397,Deckel::N,вельхкс,ഉറ
398,Geschirr::N,кядьге,പിഞ്ഞാണം
399,Sack::N,кяскав,ചാക്ക്
400,Tasse::N,ша́ваня,കപ്പ്
401,Topf::N,кавозь,പാത്രം
402,Kessel::N,сргавозь,കെറ്റ്ല്
403,Essen::N,ярхцама,ആഹാരസമയം
404,Nahrung::N,ярхцампяль,ഭക്ഷണം
405,Speise::N,ярхцама,ഡിഷ്
406,Fleisch::N,пал,മാംസം
407,Fleisch::N,сиволь,മാംസം
408,Getreide::N,сёра,ചോളം
409,Brei::N,ям,കഞ്ഞി
410,Brot::N,кши,റോട്ടി
411,Scheibe::N,кочам,തുണ്ട്
412,Fett::N,куя́,കൊഴുപ്പ്
413,Butter::N,вай,വെണ്ണ
414,Öl::N,вай,എണ്ണ
415,Salz::N,сал,ഉപ്പ്
416,Suppe::N,шонгарям,സൂപ്പ്
417,Suppe::N,коршампяль,സൂപ്പ്
418,Honig::N,медь,തേൻ
419,Milch::N,лофца,പാൽ
420,Tee::N,чай,ചായ
421,Leder::N,кедь,തുകൽ
422,Wolle::N,пона,കമ്പിളി
423,Stoff::N,котф,തുണി
424,Nadel::N,салмокс,സൂചി
425,Faden::N,сюре,നൂല്
426,Knopf::N,пуня,ബട്ടൺ
427,Knoten::N,сюлма,കുരുക്ക്
428,Farbe::N,архтомбяль,പെയിൻറ്
429,Kleidung::N,щам,വസ്ത്രങ്ങൾ
430,Hemd::N,па́нар,ഷർട്ട്
431,Kragen::N,сиве,കുപ്പായക്കഴുത്ത്
432,Ärmel::N,ожа,കുപ്പായക്കൈ
433,Hose::N,понкст,ട്രൌസർ
434,Gürtel::N,каркс,ബെൽറ്റ്
435,Mütze::N,вазь,തൊപ്പി
436,Schuh::N,башма́к,ഷൂ
437,Stiefel::N,кя́ме,ബൂട്ട്
438,Ring::N,суркс,മോതിരം
439,Band::N,керькс,റിബൺ
440,Band::N,лента,റിബൺ
441,Kamm::N,сюрьхцем,ചീപ്പ്
442,Spiegel::N,ванома,കണ്ണാടി
443,Riemen::N,шнань каркс,സ്ട്രാപ്പ്
444,Schnur::N,пикс,ചരട്
445,Schnur::N,карькскя,ചരട്
446,Leine::N,вядьме,കെട്ടാനുള്ള തോൽവാർ
447,Decke::N,вельхкс,പുതപ്പ്
448,Kissen::N,тоду,തലയിണ
449,Tuch::N,руця́,സ്കാർഫ്
450,Handtuch::N,на́рдама,തോർത്ത്
451,Kraft::N,вий,ശക്തി
452,Stärke::N,вииши,ശക്തി
453,Gesundheit::N,шумбраши́,ആരോഗ്യം
454,Krankheit::N,урма́,അസുഖം
455,Krankheit::N,сярядема,അസുഖം
456,Schmerz::N,маряма,വേദന
457,Wunde::N,керф,മുറിവ്
458,Fieber::N,маштыкс,പനി
459,Arznei::N,надо́бья,മരുന്ന്
460,Arznei::N,пъчка́фтома,മരുന്ന്
461,Brücke::N,седь,പാലം
462,Brunnen::N,эши,കിണർ
463,Weide::N,ванома васта,മേച്ചൽ
464,Pfad::N,ян,വഴി
465,Pfad::N,киня́,വഴി
466,Weg::N,ки,വഴി
467,Straße::N,ки,റോഡ്
468,Dorf::N,веле,ഗ്രാമം
469,Stadt::N,ош,നഗരം
470,Brief::N,сёрма,കത്ത്
471,Buch::N,книга,പുസ്തകം
472,Buchstabe::N,бу́ква,അക്ഷരം
473,Zeitung::N,газе́та,വർത്തമാനപത്രം
474,Leben::N,эряф,ജീവൻ
475,Leben::N,эряма,ജീവൻ
476,Tod::N,кулома́,മരണം
477,Grab::N,калма,ശവക്കുഴി
478,Kirche::N,це́рькав,പള്ളി
479,Sünde::N,пежеть,പാപം
480,Sünde::N,муворкс,പാപം
481,Gott::N,шкай,ദൈവം
482,Arbeiter::N,трудендай,ജോലിക്കാരൻ
483,Arbeiter::N,работник,ജോലിക്കാരൻ
484,Chef::N,азор,മേധാവി
485,Chef::N,оцюня,മേധാവി
486,Meister::N,мастяр,യജമാനൻ
487,Arzt::N,врач,ഡോക്ടർ
488,Arzt::N,доктор,ഡോക്ടർ
489,Lehrer::N,учи́тель,അധ്യാപകൻ
490,Geld::N,ярмакт,പണം
491,Geschäft::N,ладяфкс,ബിസിനസ്
492,Geschäft::N,ладяф тев,ബിസിനസ്
493,Laden::N,ла́вка,കട
494,Preis::N,питне,വില
495,Ware::N,миф,ചരക്ക്
496,Ware::N,ра́маф,ചരക്ക്
497,Nutzen::N,пара,ലാഭം
498,Nutzen::N,лезкс,ലാഭം
499,Reichtum::N,ко́зяши,ധനം
500,Welt::N,свет,ലോകം
501,Land::N,мастор,രാജ്യം
502,Staat::N,государства,രാജ്യം
503,König::N,король,രാജാവ്
504,Macht::N,азорондама,അധികാരം
505,Macht::N,азорксши,അധികാരം
506,Grenze::N,ёткаян,അതിർത്തി
507,Krieg::N,война́,യുദ്ധം
508,Feind::N,душман,ശത്രു
509,Feind::N,каршек тюри,ശത്രു
510,Gewalt::N,наругама,അക്രമം
511,Kampf::N,тюрема́,പോരാട്ടം
512,Bogen[Waffe]::N,нал,വില്ല്
513,Pfeil::N,нал,അമ്പ്
514,Gewehr::N,винто́вка,തോക്ക്
515,Fehler::N,эльбядькс,പിശക്
516,Lüge::N,васькафнема,കള്ളം
517,Schaden::N,зия́н,കേടുപാട്
518,Unglück::N,зия́н,ദൌർഭാഗ്യം
519,Schuld::N,муворши,തെറ്റ്
520,Alter::N,эряф кизот,വയസ്സ്
521,Alter::N,эряфонь пинге,വയസ്സ്
522,Schluss::N,пе,നിഗമനം
523,Zeit::N,пинге,സമയം
524,Tag::N,ши,ദിവസം
525,Morgen::N,шобдава,പ്രഭാതം
526,Mittag::N,шикучка,ഉച്ച
527,Abend::N,иля́дь,സായാഹ്നം
528,Nacht::N,ве,രാത്രി
529,Woche::N,недя́ля,ആഴ്ച
530,Monat::N,ков,മാസം
531,Jahr::N,киза,വർഷം
532,Frühling::N,тунда́,വസന്തം
533,Sommer::N,киза,വേനൽ
534,Herbst::N,сёксе,ശരത്കാലം
535,Winter::N,тяла,ശൈത്യം
536,Januar::N,кельмеков,ജനുവരി
537,Februar::N,уфайков,ഫെബ്രുവരി
538,März::N,марайков,മാർച്ച്
539,April::N,шудиков,ഏപ്രിൾ മാസം
540,Mai::N,панжиков,മെയ് മാസം
541,Juni::N,лямбеков,ജൂൺ
542,Juli::N,псиков,ജൂലൈ
543,August::N,сёроньков,ആഗസ്റ്റ്
544,September::N,тюжягов,സെപ്തംബർ
545,Oktober::N,кельмазаков,ഒക്ടോബർ
546,November::N,эйндамков,നവംബർ
547,Dezember::N,кучкаков,ഡിസംബർ
548,Montag::N,одговши,തിങ്കളാഴ്ച
549,Dienstag::N,ша́вши,ചൊവ്വ
550,Mittwoch::N,вержи,ബുധനാഴ്ച
551,Donnerstag::N,шува́ланя,വ്യാഴാഴ്ച
552,Freitag::N,пя́денця,വെള്ളിയാഴ്ച
553,Samstag::N,ёткши,ശനിയാഴ്ച
554,Sonntag::N,таргоши,ഞായറാഴ്ച
555,groß::A,оцю,വലിയ
556,klein::A,ёмла,ചെറിയ
557,lang::A,кува́ка,നീണ്ട
558,kurz::A,нюрьхкя́ня,ഹ്രസ്വമായ
559,breit::A,кели,വിശാലമായ
560,schmal::A,тяйня,ഇടുങ്ങിയ
561,dicht::A,сиде,നിബിഡമായ
562,dicht::A,туста,നിബിഡമായ
563,dick[Gegenstand]::A,эчке,തടിച്ച
564,dünn::A,шува́ня,മെലിഞ്ഞ
565,fein::A,шува́ня,നേർത്ത
566,fest::A,кеме,ഉറപ്പുള്ള
567,flach::A,лапш,പരന്ന
568,glatt::A,вадяв,മിനുസമുള്ള
569,glatt::A,такор,മിനുസമുള്ള
570,hart::A,калгода,കട്ടിയുള്ള
571,weich::A,ляпе,മൃദുവായ
572,rund::A,кру́глай,വട്ടത്തിലുള്ള
573,spitz::A,ботаз,മുനയുള്ള
574,spitz::A,оржа,മുനയുള്ള
575,scharf::A,оржа,മൂർച്ചയുള്ള
576,stumpf::A,ношка,തുറന്നടിക്കുന്ന
577,schwer::A,стака,ഭാരമുള്ള
578,schön::A,мазы,മനോഹരമായ
579,heiß::A,пси,ചൂടുള്ള
580,warm::A,лямбе,ചൂടുള്ള
581,kalt::A,кельме,തണുത്ത
582,kühl::A,эше,തണുപ്പുള്ള
583,frisch::A,свежай,ശുദ്ധമായ
584,feucht::A,летьке,ഈറനുള്ള
585,nass::A,начка,നനഞ്ഞ
586,trocken::A,коське,വരണ്ട
587,voll::A,пяшксе,നിറയെ
588,leer::A,шава,ഒഴിഞ്ഞ
589,offen::A,панжада,തുറന്ന
590,offen::A,виде,തുറന്ന
591,geschlossen::A,пякстаф,അടച്ച
592,geschlossen::A,сёлгф,അടച്ച
593,sauber::A,ару,വൃത്തിയുള്ള
594,schmutzig::A,рда́зу,അഴുക്കുനിറഞ്ഞ
595,schmutzig::A,пя́ндра,അഴുക്കുനിറഞ്ഞ
596,roh::A,верок,അസംസ്കൃതമായ
597,reif::A,ке́нерьф,പഴുത്ത
598,lecker::A,танцти,രുചികരമായ
599,süß::A,ламбама,മധുരമുള്ള
600,bitter::A,сяпи,കടുത്ത
601,sauer::A,шапама,പുളിപ്പുള്ള
602,hell::A,валда,ജ്വലിക്കുന്ന
603,dunkel::A,шобда,ഇരുണ്ട
604,schwarz::A,равжа,കറുത്ത
605,weiß::A,акша,വെളുത്ത
606,rot::A,якстерь,ചുവന്ന
607,gelb::A,тюжя́,മഞ്ഞനിറമായ
608,blau::A,сенем,നീലനിറമുള്ള
609,grün::A,пиже,പച്ചനിറമുള്ള
610,grün::A,сянгяря,പച്ചനിറമുള്ള
611,grau::A,уле,ചാരനിറത്തിലുള്ള
612,bunt::A,сёрмав,വർണ്ണശബളമായ
613,billig::A,у́цез,വിലകുറഞ്ഞ
614,billig::A,аф пи́тни,വിലകുറഞ്ഞ
615,teuer::A,пи́тни,ചെലവേറിയ
616,wertvoll::A,питни,വിലപിടിപ്പുള്ള
617,blind::A,сокор,അന്ധനായ
618,taub::A,пярав,കേൾവിക്കുറവുള്ള
619,kräftig::A,пяк вии,ശക്തിയുള്ള
620,stark::A,вии,ബലമുള്ള
621,schwach::A,лафча,ക്ഷീണിച്ച
622,fett::A,куя́,കൊഴുപ്പുള്ള
623,schlank::A,виде ронга,മെലിഞ്ഞ
624,hübsch::A,мазы,മനോഹരമായ
625,böse::A,кяжи,പാപിയായ
626,dumm::A,аф ёню,വിവരംകെട്ട
627,dumm::A,шава пря,വിവരംകെട്ട
628,faul::A,нола,അലസനായ
629,fleißig::A,ку́лхцонды,അദ്ധ്വാനശീലമുള്ള
