,Concept_ID,mdf,ml
1161,wissen::V,со́дамс,അറിയുക
1162,sich erinnern an::V,лятфтамс,ഓർമിക്കുക
1163,vergessen::V,юкстамс,മറക്കുക
1164,messen::V,ункснемс,അളക്കുക
1165,zählen::V,лу́вомс,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1166,zählen::V,а́рьсемс,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1167,rechnen::V,лувомс,ഗണിക്കുക
1168,lesen::V,лувомс,വായിക്കുക
1169,lesen::V,морафтомс,വായിക്കുക
1170,malen::V,рисова́ндамс,ചിത്രം വരയ്ക്കുക
1171,zeichnen::V,рисова́ндамс,വരയ്ക്കുക
1172,schreiben::V,сёрмадомс,എഴുതുക
1173,besitzen::V,улемс азоркс,സ്വന്തമാക്കുക
1174,kaufen::V,рамамс,വാങ്ങുക
1175,verkaufen::V,мимс,വിൽക്കുക
1176,bezahlen::V,пандомс,പരിഹാരം ചെയ്യുക
1177,zahlen::V,па́ндомс,പണം അടയ്ക്കുക
1178,beherrschen::V,азорондамс,ഭരിക്കുക
1179,ertragen::V,кирдемс,താങ്ങുക
1180,Netz::N,,വല
