,Concept_ID,se,no
185,Ellenbogen::N,käŋŋir,albue
186,Ellenbogen::N,kõõnjâr,albue
187,Ellenbogen::N,карьнэль,albue
188,Hand::N,gïete,hånd
189,Hand::N,giehta,hånd
190,Hand::N,giehta,hånd
191,Hand::N,kietâ,hånd
192,Hand::N,ǩiõtt,hånd
193,Hand::N,кӣдт,hånd
194,Handfläche::N,gïeten-låapoe,håndflate
195,Handfläche::N,giehtavuodo,håndflate
196,Handfläche::N,tjårmmåvuodo,håndflate
197,Handfläche::N,giehtaloahpu,håndflate
198,Handfläche::N,kiämád,håndflate
199,Handfläche::N,kuámmir,håndflate
200,Handfläche::N,kuä´m'mer,håndflate
201,Handfläche::N,ǩiõttǩeä´m'men,håndflate
202,Handfläche::N,ко̄а̄ллдэгк,håndflate
203,Handfläche::N,кӣдткоалдэгк,håndflate
204,Finger::N,soerme,finger
205,Finger::N,tjuvdde,finger
206,Finger::N,suorbma,finger
207,Finger::N,čuvde,finger
208,Finger::N,suor'mâ,finger
209,Finger::N,suõrmm,finger
210,Finger::N,це̄ххп,finger
211,Fingernagel::N,gadtse,fingernegl
212,Fingernagel::N,guehpere,fingernegl
213,Fingernagel::N,gadtsa,fingernegl
214,Fingernagel::N,gazza,fingernegl
215,Fingernagel::N,kozzâ,fingernegl
216,Fingernagel::N,kõʒʒ,fingernegl
217,Fingernagel::N,кэ̄ннц,fingernegl
218,Nagel[Anatomie]::N,gadtse,negl
219,Nagel[Anatomie]::N,guehpere,negl
220,Nagel[Anatomie]::N,gadtsa,negl
221,Nagel[Anatomie]::N,gazza,negl
222,Nagel[Anatomie]::N,kozzâ,negl
223,Nagel[Anatomie]::N,kõʒʒ,negl
224,Nagel[Anatomie]::N,кэ̄ннц,negl
225,Zeh::N,tjiehtjere,tå
226,Zeh::N,juolggetjuvdde,tå
227,Zeh::N,juolgesuorbma,tå
228,Zeh::N,jyel'gisuor'mâ,tå
229,Zeh::N,jue´lǧǧsuõrmm,tå
230,Zeh::N,ю̄лльк-це̄һп,tå
231,Fuß::N,juelkie,fot
232,Fuß::N,juolgge,fot
233,Fuß::N,juolgi,fot
234,Fuß::N,jyel'gi,fot
235,Fuß::N,jue´lǧǧ,fot
236,Fuß::N,ла̄бпь,fot
237,Ferse::N,båetskie,hæl
238,Ferse::N,boasske,hæl
239,Ferse::N,šušmi,hæl
240,Ferse::N,šušme,hæl
241,Ferse::N,jue´lǧǧkädd,hæl
242,Ferse::N,ка̄ннт,hæl
243,Knie::N,boelve,kne
244,Knie::N,buolvva,kne
245,Knie::N,čibbi,kne
246,Knie::N,veaŋki,kne
247,Knie::N,iidâ,kne
248,Knie::N,puõlvv,kne
249,Knie::N,пуллв,kne
250,Oberschenkel::N,ruaksja,lår
251,Oberschenkel::N,tjibbe,lår
252,Oberschenkel::N,gassaváhkká,lår
253,Oberschenkel::N,badjeváhkáa,lår
254,Oberschenkel::N,čuár'bpeeḷi,lår
255,Oberschenkel::N,če´bb,lår
256,Oberschenkel::N,чуаррбе̄лль,lår
257,Bein::N,juelkie,bein
258,Bein::N,juolgge,bein
259,Bein::N,juolgi,bein
260,Bein::N,jyel'gi,bein
261,Bein::N,jue´lǧǧ,bein
262,Bein::N,ю̄лльк,bein
263,Körper::N,kråahpe,kropp
264,Körper::N,kråahpe,legeme
265,Körper::N,rumáj,kropp
266,Körper::N,rumáj,legeme
267,Körper::N,rumaš,kropp
268,Körper::N,rumaš,legeme
269,Körper::N,ruumâš,kropp
270,Körper::N,ruumâš,legeme
271,Körper::N,rå´pp,kropp
272,Körper::N,rå´pp,legeme
273,Körper::N,лышшьк,kropp
274,Körper::N,лышшьк,legeme
275,Körper::N,роаӈӈьк,kropp
276,Körper::N,роаӈӈьк,legeme
277,Haut::N,njaltja,hud
278,Haut::N,njaltja,skinn
279,Haut::N,lijkke,hud
280,Haut::N,lijkke,skinn
281,Haut::N,tjuobma,hud
282,Haut::N,tjuobma,skinn
283,Haut::N,liiki,hud
284,Haut::N,liiki,skinn
285,Haut::N,liške,hud
286,Haut::N,liške,skinn
287,Haut::N,le´šǩǩ,hud
288,Haut::N,le´šǩǩ,skinn
289,Haut::N,лышшьк,hud
290,Haut::N,лышшьк,skinn
291,Blut::N,vïrre,blod
292,Blut::N,maelie,blod
293,Blut::N,varra,blod
294,Blut::N,varra,blod
295,Blut::N,vorrâ,blod
296,Blut::N,võrr,blod
297,Blut::N,вэ̄рр,blod
298,Ader::N,åerie,åre
299,Ader::N,aajroe,åre
300,Ader::N,suodna,åre
301,Ader::N,varrasuotna,åre
302,Ader::N,suoṇâ,åre
303,Ader::N,suõnn,åre
304,Ader::N,сӯнн,åre
305,Sehne::N,soene,sene
306,Sehne::N,gåårtenje,sene
307,Sehne::N,suodna,sene
308,Sehne::N,suotna,sene
309,Sehne::N,suoṇâ,sene
310,Sehne::N,suõnn,sene
311,Sehne::N,сӯнн,sene
312,Knochen::N,måara,bein
313,Knochen::N,måara,knokkel
314,Knochen::N,måaroe,bein
315,Knochen::N,måaroe,knokkel
316,Knochen::N,dákte,bein
317,Knochen::N,dákte,knokkel
318,Knochen::N,dákti,bein
319,Knochen::N,dákti,knokkel
320,Knochen::N,tähti,bein
321,Knochen::N,tähti,knokkel
322,Knochen::N,tä´htt,bein
323,Knochen::N,tä´htt,knokkel
324,Knochen::N,та̄ххт,bein
325,Knochen::N,та̄ххт,knokkel
326,Knochen::N,та̄ффьт,bein
327,Knochen::N,та̄ффьт,knokkel
328,Gehirn::N,aajla,hjerne
329,Gehirn::N,vuojŋam,hjerne
330,Gehirn::N,vuoigŋašat,hjerne
331,Gehirn::N,vuoi'ŋâšeh,hjerne
332,Gehirn::N,vuo'ivâšneh,hjerne
333,Gehirn::N,vuõivâšn,hjerne
334,Gehirn::N,вуэййвэшна,hjerne
335,Herz::N,vaajmoe,hjerte
336,Herz::N,tsåhke,hjerte
337,Herz::N,váibmu,hjerte
338,Herz::N,váimu,hjerte
339,Herz::N,čââ´đ,hjerte
340,Herz::N,кӯттҌк,hjerte
341,Magen::N,tjåejjie,mage
342,Magen::N,tjoajvve,mage
343,Magen::N,čoavji,mage
344,Magen::N,čuáv'ji,mage
345,Magen::N,čåu´jj,mage
346,Magen::N,чо̄ввьй,mage
347,Leber::N,mueksie,lever
348,Leber::N,librre,lever
349,Leber::N,vuoivvas,lever
350,Leber::N,vuoivâs,lever
351,Leber::N,vuõivâs,lever
352,Leber::N,вуйвас,lever
353,Atem::N,voejngehtasse,pust
354,Atem::N,båssånis,pust
355,Atem::N,vuojŋadahka,pust
356,Atem::N,vuoiŋŋahat,pust
357,Atem::N,vuo'iŋâstim,pust
358,Atem::N,jiõg'g,pust
359,Atem::N,вӯйнас,pust
360,Atem::N,вӯййнмушш,pust
361,Hunger::N,nielkie,sult
362,Hunger::N,nielgge,sult
363,Hunger::N,nealgi,sult
364,Hunger::N,nelgi,sult
365,Hunger::N,neä´lǧǧ,sult
366,Hunger::N,не̄лльк,sult
367,Träne::N,gïknjele,tåre
368,Träne::N,ganjál,tåre
369,Träne::N,ganjal,tåre
370,Träne::N,koonjâl,tåre
371,Träne::N,kõõnjâl,tåre
372,Träne::N,кэ̄нял,tåre
373,Geschmack::N,aelmie,smak
374,Geschmack::N,muosse,smak
375,Geschmack::N,smáhkka,smak
376,Geschmack::N,máhku,smak
377,Geschmack::N,smáhkka,smak
378,Geschmack::N,mááhu,smak
379,Geschmack::N,smakkâ,smak
380,Geschmack::N,njõõd,smak
381,Geschmack::N,smääkk,smak
382,Geschmack::N,ня̄лльк,smak
383,Geruch::N,haaje,lukt
384,Geruch::N,habjja,lukt
385,Geruch::N,hádja,lukt
386,Geruch::N,opsâ,lukt
387,Geruch::N,haajâ,lukt
388,Geruch::N,õpss,lukt
389,Geruch::N,haajj,lukt
390,Geruch::N,апс,lukt
391,Geruch::N,лэ̄гк,lukt
392,Schlaf::N,nahkerh,søvn
393,Schlaf::N,nager,søvn
394,Schlaf::N,oados,søvn
395,Schlaf::N,nagir,søvn
396,Schlaf::N,naṿer,søvn
397,Schlaf::N,nââ´er,søvn
398,Schlaf::N,нагерь,søvn
399,Traum::N,nahkere,drøm
400,Traum::N,niehko,drøm
401,Traum::N,niehku,drøm
402,Traum::N,naṿer,drøm
403,Traum::N,nââ´er,drøm
404,Traum::N,нагерь,drøm
405,Himmel::N,elmie,himmel
406,Himmel::N,almme,himmel
407,Himmel::N,albmi,himmel
408,Himmel::N,alme,himmel
409,Himmel::N,â´lmm,himmel
410,Himmel::N,алльм,himmel
411,Sonne::N,biejjie,sol
412,Sonne::N,bæjvásj,sol
413,Sonne::N,beaivváš,sol
414,Sonne::N,peivi,sol
415,Sonne::N,piäiváš,sol
416,Sonne::N,pei´vv,sol
417,Sonne::N,пе̄ййв,sol
418,Mond::N,aske,måne
419,Mond::N,mánno,måne
420,Mond::N,mánnu,måne
421,Mond::N,máánu,måne
422,Mond::N,mään,måne
423,Mond::N,ма̄нн,måne
424,Stern::N,daasta,stjerne
425,Stern::N,naestie,stjerne
426,Stern::N,násste,stjerne
427,Stern::N,násti,stjerne
428,Stern::N,täsni,stjerne
429,Stern::N,tä´snn,stjerne
430,Stern::N,та̄ссьт,stjerne
431,Luft::N,elmie,luft
432,Luft::N,ájmmo,luft
433,Luft::N,áibmu,luft
434,Luft::N,áimu,luft
435,Luft::N,šõŋŋ,luft
436,Luft::N,вӯйнас,luft
437,Wind::N,bïegke,vind
438,Wind::N,biegga,vind
439,Wind::N,biegga,vind
440,Wind::N,pieg'gâ,vind
441,Wind::N,piõg'g,vind
442,Wind::N,пӣӈӈк,vind
443,Welle::N,baaroe,bølge
444,Welle::N,bárro,bølge
445,Welle::N,bárru,bølge
446,Welle::N,pááṛu,bølge
447,Welle::N,päärr,bølge
448,Welle::N,нэ̄ммп,bølge
449,Wasser::N,tjaetsie,vann
450,Wasser::N,tjáhtje,vann
451,Wasser::N,čáhci,vann
452,Wasser::N,čääci,vann
453,Wasser::N,čää´cc,vann
454,Wasser::N,ча̄дзь,vann
455,Stein::N,gierkie,stein
456,Stein::N,giergge,stein
457,Stein::N,geađgi,stein
458,Stein::N,keđgi,stein
459,Stein::N,ǩeä´dǧǧ,stein
460,Stein::N,ке̄ддҌк,stein
461,Boden::N,betnie,bakke
462,Boden::N,ednam,bakke
463,Boden::N,bodni,bakke
464,Boden::N,vuođđu,bakke
465,Boden::N,ponne,bakke
466,Boden::N,vuáđ̣u,bakke
467,Boden::N,vuâđđ,bakke
468,Boden::N,лаввьн,bakke
469,Boden::N,е̄ммьне,bakke
470,Erde::N,jåarta,jord
471,Erde::N,mueltie,jord
472,Erde::N,ednam,jord
473,Erde::N,mållde,jord
474,Erde::N,eana,jord
475,Erde::N,eennâm,jord
476,Erde::N,mädd,jord
477,Erde::N,jânnam,jord
478,Erde::N,е̄ммьне,jord
479,Staub::N,heblie,støv
480,Staub::N,tsumhtsie,støv
481,Staub::N,dubme,støv
482,Staub::N,dopmu,støv
483,Staub::N,kovjâ,støv
484,Staub::N,põõ´l,støv
485,Staub::N,кэ̄ббьй,støv
486,Rauch::N,soeve,røyk
487,Rauch::N,suovva,røyk
488,Rauch::N,suovva,røyk
489,Rauch::N,suoṿâ,røyk
490,Rauch::N,suõvv,røyk
491,Rauch::N,сӯвв,røyk
492,Funke::N,naestie,gnist
493,Funke::N,tjuonam,gnist
494,Funke::N,čuotnan,gnist
495,Funke::N,čuođâlm,gnist
496,Funke::N,iiskâr,gnist
497,Funke::N,čuõzzâm,gnist
498,Funke::N,чӯссэм,gnist
499,Feuer::N,dålle,ild
500,Feuer::N,dållå,ild
501,Feuer::N,dolla,ild
502,Feuer::N,tullâ,ild
503,Feuer::N,toll,ild
504,Feuer::N,то̄лл,ild
505,Licht::N,tjoevke,lys
506,Licht::N,tjuovgga,lys
507,Licht::N,čuovga,lys
508,Licht::N,čuovggas,lys
509,Licht::N,čuoṿâ,lys
510,Licht::N,toll,lys
511,Licht::N,čuõvv,lys
512,Licht::N,то̄лл,lys
513,Schatten::N,skugkie,skygge
514,Schatten::N,soejvene,skygge
515,Schatten::N,irkes,skygge
516,Schatten::N,sieges,skygge
517,Schatten::N,itku,skygge
518,Schatten::N,suoivâ,skygge
519,Schatten::N,õõtt,skygge
520,Schatten::N,ǩeeu´niǩ,skygge
521,Schatten::N,кывьнэхь,skygge
522,Wetter::N,vïerhtse,vær
523,Wetter::N,dálkke,vær
524,Wetter::N,dálki,vær
525,Wetter::N,šoŋŋâ,vær
526,Wetter::N,šõŋŋ,vær
527,Wetter::N,шэ̄ӈӈ,vær
528,Nebel::N,såavla,tåke
529,Nebel::N,mearhka,tåke
530,Nebel::N,murkko,tåke
531,Nebel::N,mierkká,tåke
532,Nebel::N,mierká,tåke
533,Nebel::N,miär'kká,tåke
534,Nebel::N,oṃo,tåke
535,Nebel::N,sue´lnn,tåke
536,Nebel::N,цӣгк,tåke
537,Nebel::N,сулльн,tåke
538,Wolke::N,balve,sky
539,Wolke::N,balvva,sky
540,Wolke::N,balva,sky
541,Wolke::N,polvâ,sky
542,Wolke::N,põlvv,sky
543,Wolke::N,пэллв,sky
544,Regen::N,ebrie,regn
545,Regen::N,harvve,regn
546,Regen::N,arvi,regn
547,Regen::N,arve,regn
548,Regen::N,â´brr,regn
549,Regen::N,аббьр,regn
550,Schnee::N,lopme,snø
551,Schnee::N,moehtege,snø
552,Schnee::N,muohta,snø
553,Schnee::N,muohta,snø
554,Schnee::N,muotâ,snø
555,Schnee::N,muõtt,snø
556,Schnee::N,вэ̄дз,snø
557,Schnee::N,куэллт,snø
558,Eis::N,jïenge,is
559,Eis::N,jiegŋa,is
560,Eis::N,jiekŋa,is
561,Eis::N,jieŋ̣â,is
562,Eis::N,jiõŋŋ,is
563,Eis::N,ӣӈӈ,is
564,Frost::N,baajkoe,frost
565,Frost::N,tjoasskem,frost
566,Frost::N,buolaš,frost
567,Frost::N,puolâš,frost
568,Frost::N,puõlâš,frost
569,Frost::N,мӯнь,frost
570,Kälte::N,jueskie,kulde
571,Kälte::N,tjåetskeme,kulde
572,Kälte::N,tjoasskem,kulde
573,Kälte::N,čoaskin,kulde
574,Kälte::N,ko'lmâsvuotâ,kulde
575,Kälte::N,ijss,kulde
576,Kälte::N,čuä´cǩǩem,kulde
577,Kälte::N,tuârggnjõs,kulde
578,Kälte::N,кэ̄лмас,kulde
579,Hitze::N,baahke,hete
580,Hitze::N,báhkka,hete
581,Hitze::N,báhkka,hete
582,Hitze::N,pakkâ,hete
583,Hitze::N,kuṃe,hete
584,Hitze::N,paašt,hete
585,Hitze::N,жоарр,hete
586,Raureif::N,jyjse,rimfrost
587,Raureif::N,ridne,rimfrost
588,Raureif::N,goarre,rimfrost
589,Raureif::N,ritni,rimfrost
590,Raureif::N,suhči,rimfrost
591,Raureif::N,riṇe,rimfrost
592,Raureif::N,ай,rimfrost
593,Regenbogen::N,aatjan goengere,regnbue
594,Regenbogen::N,aatjan joekse,regnbue
595,Regenbogen::N,ádjájuoksa,regnbue
596,Regenbogen::N,arvedávgi,regnbue
597,Regenbogen::N,bajándávgi,regnbue
598,Regenbogen::N,äijihtävgi,regnbue
599,Regenbogen::N,teârmmazjohss,regnbue
600,Regenbogen::N,тӣрмесью̄ккс,regnbue
601,Donner::N,raejrie,torden
602,Donner::N,átjek,torden
603,Donner::N,átjárájdde,torden
604,Donner::N,áddjá,torden
605,Donner::N,baján,torden
606,Donner::N,juuṛâ,torden
607,Donner::N,tie´rmes,torden
608,Donner::N,тӣрмесь,torden
609,Donner::N,ча̄ркнэгк,torden
610,Strömung::N,njuvvie,strømning
611,Strömung::N,ájggedáhpe,strømning
612,Strömung::N,rávdnji,strømning
613,Strömung::N,virde,strømning
614,Strömung::N,ve´rdd,strømning
615,Strömung::N,выррьт,strømning
616,Tropfen::N,gåajhkohts,dråpe
617,Tropfen::N,gåjkudis,dråpe
618,Tropfen::N,goaikkanas,dråpe
619,Tropfen::N,čalme,dråpe
620,Tropfen::N,čâ´lmm,dråpe
621,Tropfen::N,ча̄лльм,dråpe
622,Schaum::N,sapte,skum
623,Schaum::N,såpptå,skum
624,Schaum::N,sokta,skum
625,Schaum::N,suptâ,skum
626,Schaum::N,soptt,skum
627,Schaum::N,со̄ппт,skum
628,Schmutz::N,haaskoe,søl
629,Schmutz::N,haaskoe,skitt
630,Schmutz::N,duolvva,søl
631,Schmutz::N,duolvva,skitt
632,Schmutz::N,duolva,søl
633,Schmutz::N,duolva,skitt
634,Schmutz::N,durdi,søl
635,Schmutz::N,durdi,skitt
636,Schmutz::N,stänži,søl
637,Schmutz::N,stänži,skitt
638,Schmutz::N,sähss,søl
639,Schmutz::N,sähss,skitt
640,Schmutz::N,са̄ккьс,søl
641,Schmutz::N,са̄ккьс,skitt
642,Schmutz::N,не̄шшь,søl
643,Schmutz::N,не̄шшь,skitt
644,See::N,jaevrie,sjø
645,See::N,jávrre,sjø
646,See::N,jávri,sjø
647,See::N,jävri,sjø
648,See::N,jâu´rr,sjø
649,See::N,я̄ввьр,sjø
650,Sumpf::N,pluevie,sump
651,Sumpf::N,pluevie,myrlende
652,Sumpf::N,áhpe,sump
653,Sumpf::N,áhpe,myrlende
654,Sumpf::N,sæmssa,sump
655,Sumpf::N,sæmssa,myrlende
656,Sumpf::N,jeaggi,sump
657,Sumpf::N,jeaggi,myrlende
658,Sumpf::N,jeggi,sump
659,Sumpf::N,jeggi,myrlende
660,Sumpf::N,jeä´ǧ'ǧ,sump
661,Sumpf::N,jeä´ǧ'ǧ,myrlende
662,Sumpf::N,ла̄ммьп,sump
663,Sumpf::N,ла̄ммьп,myrlende
664,Moor::N,pluevie,myr
665,Moor::N,pluevie,myrhei
666,Moor::N,jiegge,myr
667,Moor::N,jiegge,myrhei
668,Moor::N,suotnju,myr
669,Moor::N,suotnju,myrhei
670,Moor::N,karrii,myr
671,Moor::N,karrii,myrhei
672,Moor::N,kä´rev,myr
673,Moor::N,kä´rev,myrhei
674,Moor::N,veättaǩ,myr
675,Moor::N,veättaǩ,myrhei
676,Moor::N,ла̄ммьп,myr
677,Moor::N,ла̄ммьп,myrhei
678,Wiese::N,ïentje,eng
679,Wiese::N,giedde,eng
680,Wiese::N,gieddi,eng
681,Wiese::N,nijtto,eng
682,Wiese::N,пуэшенҍ,eng
683,Wald::N,skåake,skog
684,Wald::N,skåajje,skog
685,Wald::N,miehtsie,skog
686,Wald::N,vuovdde,skog
687,Wald::N,miehttse,skog
688,Wald::N,vuovdi,skog
689,Wald::N,meahcci,skog
690,Wald::N,mecci,skog
691,Wald::N,vyemi,skog
692,Wald::N,vue´mm,skog
693,Wald::N,meä´c'c,skog
694,Wald::N,ля̄ммт,skog
695,Hügel::N,deava,haug
696,Hügel::N,deava,bakke
697,Hügel::N,dievvá,haug
698,Hügel::N,dievvá,bakke
699,Hügel::N,dievvá,haug
700,Hügel::N,dievvá,bakke
701,Hügel::N,čummâ,haug
702,Hügel::N,čummâ,bakke
703,Hügel::N,pä´rcc,haug
704,Hügel::N,pä´rcc,bakke
705,Hügel::N,teä´rmm,haug
706,Hügel::N,teä´rmm,bakke
707,Hügel::N,ка̄ннҌт,haug
708,Hügel::N,ка̄ннҌт,bakke
709,Anhöhe::N,deava,haug
710,Anhöhe::N,deava,bakke
711,Anhöhe::N,jalladahke,haug
712,Anhöhe::N,jalladahke,bakke
713,Anhöhe::N,dievásj,haug
714,Anhöhe::N,dievásj,bakke
715,Anhöhe::N,aláš,haug
716,Anhöhe::N,aláš,bakke
717,Anhöhe::N,luohkká,haug
718,Anhöhe::N,luohkká,bakke
719,Anhöhe::N,tiävá,haug
720,Anhöhe::N,tiävá,bakke
721,Anhöhe::N,poorááš,haug
722,Anhöhe::N,poorááš,bakke
723,Anhöhe::N,ču´lpp,haug
724,Anhöhe::N,ču´lpp,bakke
725,Anhöhe::N,škâu´ŋŋ,haug
726,Anhöhe::N,škâu´ŋŋ,bakke
727,Anhöhe::N,ка̄ннҌт,haug
728,Anhöhe::N,ка̄ннҌт,bakke
729,Berg::N,bïerje,berg
730,Berg::N,bïerje,fjell
731,Berg::N,várre,berg
732,Berg::N,várre,fjell
733,Berg::N,várri,berg
734,Berg::N,várri,fjell
735,Berg::N,vääṛi,berg
736,Berg::N,vääṛi,fjell
737,Berg::N,vää´rr,berg
738,Berg::N,vää´rr,fjell
739,Berg::N,те̄ррьм,berg
740,Berg::N,те̄ррьм,fjell
741,Gipfel::N,dalvese,topp
742,Gipfel::N,tjåhkkå,topp
743,Gipfel::N,čohkka,topp
744,Gipfel::N,čokke,topp
745,Gipfel::N,čå´ǩǩ,topp
746,Gipfel::N,ла̄ддҍв,topp
747,Höhle::N,beajoe,hule
748,Höhle::N,rájgge,hule
749,Höhle::N,sluoggo,hule
750,Höhle::N,biedju,hule
751,Höhle::N,kuovđâšm,hule
752,Höhle::N,skuõrr,hule
