,Concept_ID,lt,nl
125,Küste::N,pajūris,kust
126,Festland::N,sausuma,vasteland
127,Meer::N,jūra,zee
128,Bucht::N,įlanka,baai
129,Bucht::N,įlanka,inham
130,Bucht::N,užutekis,baai
131,Bucht::N,užutekis,inham
132,Insel::N,sala,eiland
133,Blume::N,gėlė,bloem
134,Gras::N,žolė,gras
135,Wurzel::N,šaknis,wortel
136,Baum::N,medis,boom
137,Stamm::N,kamienas,stam
138,Rinde::N,žievė,schors
139,Ast::N,šaka,tak
140,Zweig::N,šakelė,twijg
141,Blatt::N,lapas,blad
142,Birke::N,beržas,berk
143,Kiefer[Baum]::N,pušis,den
144,Weide[Baum]::N,karklas,wilg
145,Tanne::N,eglė,spar
146,Tanne::N,kėnis,spar
147,Horn::N,ragas,hoorn
148,Feder::N,plunksna,veer
149,Feder::N,plunksna,pluim
150,Fell::N,kailis,vel
151,Flügel::N,sparnas,vleugel
152,Klaue::N,kanopa,klauw
153,Kralle::N,nagas,klauw
154,Schwanz::N,uodega,staart
155,Ei::N,kiaušinis,ei
156,Nest::N,gūžta,nest
157,Nest::N,lizdas,nest
158,Bau::N,ola,hol
159,Tier::N,gyvūnas,dier
160,Herde::N,banda,kudde
161,Herde::N,kaimenė,kudde
162,Kuh::N,karvė,koe
163,Bulle::N,bulius,stier
164,Pferd::N,arklys,paard
165,Schaf::N,avis,schaap
166,Schwein::N,kiaulė,varken
167,Hund::N,šuo,hond
168,Katze::N,katė,kat
169,Bär::N,lokys,beer
170,Eichhörnchen::N,voveraitė,eekhoorntje
171,Elch::N,briedis,eland
172,Fuchs::N,lapė,vos
173,Hase::N,kiškas,haas
174,Maus::N,pelė,muis
175,Wolf::N,vilkas,wolf
176,Vogel::N,paukštis,vogel
177,Schwarm::N,spiečius,zwerm
178,Huhn::N,višta,kip
179,Huhn::N,višta,hoen
180,Hahn::N,gaidys,haan
181,Gans::N,žąsis,gans
182,Adler::N,erelis,arend
183,Ente::N,antis,eend
184,Eule::N,pelėda,uil
185,Kranich::N,gervė,kraanvogel
186,Krähe::N,varna,kraai
187,Kuckuck::N,gegužė,koekoek
188,Schwan::N,gulbė,zwaan
189,Fisch::N,žuvis,vis
190,Barsch::N,ešerys,baars
191,Hecht::N,lydeka,snoek
192,Schlange[Tier]::N,gyvatė,slang
193,Wurm::N,kirmėlė,worm
194,Spinne::N,voras,spin
195,Ameise::N,skruzdė,mier
196,Laus::N,utėlė,luis
197,Mücke::N,uodas,mug
198,Fliege::N,musė,vlieg
199,Schmetterling::N,drugys,vlinder
200,Schmetterling::N,peteliškė,vlinder
201,Beere::N,uoga,bes
202,Apfel::N,obuolys,appel
203,Pilz::N,grybas,paddestoel
204,Zwiebel::N,svogūnas,ui
205,Saat::N,sėkla,zaad
206,Korn::N,grūdai,graan
207,Korn::N,grūdai,korrel
208,Heu::N,šienas,hooi
209,Schale::N,žievelė,schil
210,Grube::N,duobė,kuil
211,Falle::N,pinklės,val
212,Falle::N,žabangai,val
213,Schlinge::N,kilpa,strop
214,Spur::N,vėžė,spoor
215,Spur::N,pėdos,spoor
216,Spur::N,pėdsakas,spoor
217,Asche::N,pelenai,as
218,Dreck::N,purvas,drek
219,Eisen::N,geležis,ijzer
220,Gold::N,auksas,goud
221,Silber::N,sidabras,zilver
222,Kohle::N,anglis,kool
223,Glas::N,stiklas,glas
224,Lehm::N,molis,klei
225,Sand::N,smėlis,zand
226,Mensch::N,žmogus,mens
227,Mann::N,vyras,man
228,Mann::N,vyriškis,man
229,Frau::N,moteris,vrouw
230,Kind::N,vaikas,kind
231,Junge::N,vaikinas,jongen
232,Junge::N,berniukas,jongen
233,Mädchen::N,mergytė,meisje
234,Mädchen::N,mergaitė,meisje
235,Familie::N,šeima,gezin
236,Familie::N,šeima,familie
237,Großvater::N,senelis,grootvader
238,Großmutter::N,senelė,grootmoeder
239,Eltern::N,tėvai,ouders
240,Vater::N,tėvas,vader
241,Mutter::N,motina,moeder
242,Sohn::N,sūnus,zoon
243,Tochter::N,duktė,dochter
244,Bruder::N,brolis,broer
245,Bruder::N,brolis,broeder
246,Schwester::N,sesuo,zus
247,Schwester::N,sesuo,zuster
248,Onkel::N,dėdė,oom
249,Tante::N,teta,tante
250,Ehemann::N,vyras,echtgenoot
251,Ehefrau::N,žmona,echtgenote
252,Freude::N,džiaugsmas,vreugde
253,Gelächter::N,juokas,gelach
254,Glück::N,laimė,geluk
255,Kummer::N,vargas,verdriet
256,Kummer::N,rūpestis,verdriet
257,Wunsch::N,troškimas,wens
258,Wunsch::N,troškimas,verlangen
259,Wunsch::N,pageidavimas,wens
260,Wunsch::N,pageidavimas,verlangen
261,Lust::N,noras,zin
262,Lust::N,noras,lust
263,Lust::N,geidulys,zin
264,Lust::N,geidulys,lust
265,Geist::N,dvasia,geest
266,Gedanke::N,mintis,gedachte
267,Gedächtnis::N,atmintis,geheugen
268,Verstand::N,protas,verstand
269,Sinn::N,prasmė,betekenis
270,Grund::N,priežastis,reden
271,Wahrheit::N,tiesa,waarheid
272,Wahrheit::N,teisybė,waarheid
273,Gespräch::N,pokalbis,gesprek
274,Märchen::N,pasaka,sprookje
275,Erzählung::N,apsakymas,verhaal
276,Erzählung::N,pasakojimas,verhaal
277,Nachricht::N,žinia,tijding
278,Neuigkeit::N,naujiena,nieuws
279,Neuigkeit::N,naujiena,nieuwtje
280,Name::N,vardas,naam
281,Rätsel::N,mįslė,raadsel
282,Rede::N,kalba,rede
283,Sprache::N,kalba,taal
284,Stimme::N,balsas,stem
285,Wort::N,žodis,woord
286,Zeichen::N,žymė,teken
287,Zeichen::N,ženklas,teken
288,Ruf::N,šauksmas,roep
289,Lärm::N,triukšmas,lawaai
290,Laut::N,garsas,klank
291,Laut::N,garsas,geluid
292,Ton::N,tonas,toon
293,Ton::N,tonas,klank
294,Ton::N,garsas,toon
295,Ton::N,garsas,klank
296,Lied::N,daina,lied
297,Lied::N,giesmė,lied
298,Ruhe::N,ramybė,rust
299,Ruhe::N,ramybė,stilte
300,Ruhe::N,ramumas,rust
301,Ruhe::N,ramumas,stilte
302,Leute::N,žmonės,lui
303,Leute::N,žmonės,mensen
304,Volk::N,tauta,volk
305,Arbeit::N,darbas,werk
306,Arbeit::N,darbas,arbeid
307,Arbeit::N,triūsas,werk
308,Arbeit::N,triūsas,arbeid
309,Gast::N,svečias,gast
310,Geschenk::N,dovana,cadeau
311,Geschenk::N,dovana,geschenk
312,Spiel::N,žaismas,spel
313,Spiel::N,žaidimas,spel
314,Gesellschaft::N,draugija,gezelschap
315,Gesellschaft::N,kompanija,gezelschap
316,Hilfe::N,pagalba,hulp
317,Freund::N,draugas,vriend
318,Freund::N,bičiulis,vriend
319,Kamerad::N,draugas,maat
320,Kamerad::N,draugas,metgezel
321,Angelegenheit::N,dalykas,zaak
322,Angelegenheit::N,dalykas,aangelegenheid
323,Angelegenheit::N,reikalas,zaak
324,Angelegenheit::N,reikalas,aangelegenheid
325,Anzahl::N,kiekis,tal
326,Anzahl::N,kiekis,aantal
327,Anzahl::N,skaičius,tal
328,Anzahl::N,skaičius,aantal
329,Art::N,rūšis,slag
330,Art::N,rūšis,soort
331,Stück::N,gabalas,stuk
332,Teil::N,dalis,deel
333,Hälfte::N,pusė,helft
334,Kreis::N,ratas,kring
335,Kreis::N,ratas,cirkel
336,Kreis::N,apskritis,kring
337,Kreis::N,apskritis,cirkel
338,Kreis::N,apskritimas,kring
339,Kreis::N,apskritimas,cirkel
340,Kreuz::N,kryžius,kruis
341,Linie::N,linija,lijn
342,Strich::N,brėžis,haal
343,Strich::N,brėžis,streep
344,Strich::N,brūkšnys,haal
345,Strich::N,brūkšnys,streep
346,Abstand::N,atstumas,afstand
347,Entfernung::N,atstumas,afstand
348,Gegend::N,vietovė,streek
349,Platz::N,vieta,ruimte
350,Ort::N,vieta,oord
351,Ort::N,vieta,plaats
352,Ort::N,vietovė,oord
353,Ort::N,vietovė,plaats
354,Seite::N,pusė,zij
355,Seite::N,pusė,kant
356,Seite::N,pusė,zijde
357,Seite::N,šonas,zij
358,Seite::N,šonas,kant
359,Seite::N,šonas,zijde
360,Mitte::N,vidurys,midden
361,Gegenstand::N,dalykas,voorwerp
362,Sache::N,daiktas,zaak
363,Rand::N,kraštas,rand
364,Rand::N,kraštas,boord
365,Rand::N,pakraštys,rand
366,Rand::N,pakraštys,boord
367,Kante::N,kraštas,kant
368,Ecke::N,kertė,hoek
369,Ecke::N,kampas,hoek
370,Spitze::N,priekis,punt
371,Spitze::N,priekis,spits
372,Spitze::N,priešakys,punt
373,Spitze::N,priešakys,spits
374,Ende::N,galas,einde
375,Ende::N,galas,uiteinde
376,Loch::N,skylė,gat
377,Winkel::N,kampas,hoek
378,Winkel::N,kampelis,hoek
379,Muster::N,raštas,dessin
380,Muster::N,raštas,patroon
381,Größe::N,dydis,grootte
382,Größe::N,didumas,grootte
383,Länge::N,ilgis,lengte
384,Länge::N,ilgumas,lengte
385,Höhe::N,aukštis,hoogte
386,Höhe::N,aukštuma,hoogte
387,Gewicht::N,svoris,gewicht
388,Gewicht::N,svarstis,gewicht
389,Menge::N,kiekis,hoeveelheid
390,Menge::N,daugybė,hoeveelheid
391,Haufen::N,krūva,hoop
392,Haufen::N,šūsnis,hoop
393,Reihe::N,greta,rij
394,Reihe::N,greta,reeks
395,Boot::N,valtis,boot
396,Boot::N,laivelis,boot
397,Ruder::N,irklas,roeiriem
398,Schlitten::N,rogės,slee
399,Schlitten::N,rogės,slede
400,Schlitten::N,rogutės,slee
401,Schlitten::N,rogutės,slede
402,Ski::N,slidė,ski
403,Lagerfeuer::N,laužas,kampvuur
404,Last::N,našta,last
405,Last::N,našta,vracht
406,Last::N,nešulys,last
407,Last::N,nešulys,vracht
408,Gang::N,eisena,wandeling
409,Schritt::N,žingsnis,stap
410,Schritt::N,žingsnis,schrede
411,Norden::N,šiaurė,noorden
412,Norden::N,žiemiai,noorden
413,Süden::N,pietūs,zuiden
414,Westen::N,vakarai,westen
415,Osten::N,rytai,oosten
416,Holz::N,mediena,hout
417,Brett::N,lenta,plank
418,Platte::N,plokštė,plaat
419,Stütze::N,atrama,stut
420,Stütze::N,atrama,steun
421,Stütze::N,atspara,stut
422,Stütze::N,atspara,steun
423,Stange::N,lazda,stang
424,Stange::N,kartis,stang
425,Stock::N,lazda,stok
426,Stab::N,kartis,staf
427,Rohr::N,vamzdis,pijp
428,Haus::N,namas,huis
429,Heim::N,namai,tehuis
430,Ofen::N,krosnis,kachel
431,Fußboden::N,grindys,vloer
432,Tisch::N,stalas,tafel
433,Stuhl::N,kėdė,stoel
434,Wiege::N,lopšys,wieg
435,Bett::N,lova,bed
436,Bett::N,patalai,bed
437,Regal::N,lentyna,rek
438,Kiste::N,dėžė,kist
439,Fenster::N,langas,raam
440,Fenster::N,langas,venster
441,Tür::N,durys,deur
442,Tor::N,vartai,poort
443,Zaun::N,tvora,omheining
444,Dach::N,stogas,dak
445,Leiter::N,kopėčios,ladder
446,Besen::N,šluota,bezem
447,Spaten::N,lopeta,schop
448,Spaten::N,kastuvas,schop
449,Schaufel::N,semtuvas,schep
450,Gabel::N,šakutė,vork
451,Löffel::N,šaukštas,lepel
452,Messer::N,peilis,mes
453,Nagel::N,vinis,spijker
454,Netz::N,tinklas,net
455,Haken::N,vagis,haak
456,Haken::N,kablys,haak
457,Griff::N,kotas,handvat
458,Griff::N,rankena,handvat
459,Schloss::N,spyna,slot
460,Schloss::N,užraktas,slot
461,Bild::N,paveikslas,beeld
462,Figur::N,figūra,figuur
463,Puppe::N,lėlė,pop
464,Beutel::N,krepšys,zak
465,Beutel::N,krepšys,buidel
466,Beutel::N,maišelis,zak
467,Beutel::N,maišelis,buidel
468,Bündel::N,ryšulys,pak
469,Bündel::N,ryšulys,bundel
470,Tasche::N,krepšelis,tas
471,Eimer::N,kibiras,emmer
472,Deckel::N,dangtis,deksel
473,Geschirr::N,indai,vaatwerk
474,Sack::N,maišas,zak
475,Tasse::N,puodukas,kop
476,Topf::N,puodas,pan
477,Kessel::N,katilas,ketel
478,Essen::N,valgis,eten
479,Nahrung::N,penas,voedsel
480,Nahrung::N,maistas,voedsel
481,Speise::N,patiekalas,spijs
482,Fleisch::N,mėsa,vlees
483,Getreide::N,javai,graan
484,Brei::N,košė,pap
485,Brei::N,košė,brij
486,Brot::N,duona,brood
487,Scheibe::N,riekė,plak
488,Scheibe::N,riekė,snede
489,Fett::N,taukai,vet
490,Fett::N,riebalai,vet
491,Butter::N,sviestas,boter
492,Öl::N,aliejus,olie
493,Salz::N,druska,zout
494,Suppe::N,sriuba,soep
495,Honig::N,medus,honing
496,Milch::N,pienas,melk
497,Tee::N,arbata,thee
498,Leder::N,oda,leer
499,Leder::N,oda,leder
500,Wolle::N,vilna,wol
501,Stoff::N,audeklas,stof
502,Nadel::N,adata,naald
503,Faden::N,gija,draad
504,Faden::N,siūlas,draad
505,Knopf::N,saga,knoop
506,Knoten::N,mazgas,knoop
507,Farbe::N,dažai,verf
508,Kleidung::N,rūbai,kledij
509,Kleidung::N,rūbai,kleding
510,Kleidung::N,drabužiai,kledij
511,Kleidung::N,drabužiai,kleding
512,Hemd::N,marškiniai,hemd
513,Kragen::N,apykaklė,kraag
514,Ärmel::N,rankovė,mouw
515,Hose::N,kelnės,broek
516,Hose::N,kelnės,pantalon
517,Gürtel::N,juosta,riem
518,Gürtel::N,juosta,gordel
519,Gürtel::N,diržas,riem
520,Gürtel::N,diržas,gordel
521,Mütze::N,kepurė,muts
522,Schuh::N,batas,schoen
523,Stiefel::N,auliniai batai,laars
524,Ring::N,žiedas,ring
525,Band::N,kaspinas,lint
526,Kamm::N,šukos,kam
527,Spiegel::N,veidrodis,spiegel
528,Riemen::N,diržas,riem
529,Schnur::N,virvė,koord
530,Leine::N,pavadėlis,lijn
531,Decke::N,antklodė,deken
532,Kissen::N,pagalvė,kussen
533,Kissen::N,priegalvis,kussen
534,Tuch::N,skarelė,doek
535,Handtuch::N,rankšluostis,handdoek
536,Kraft::N,jėga,kracht
537,Stärke::N,stiprumas,sterkte
538,Gesundheit::N,sveikata,gezondheid
539,Krankheit::N,liga,ziekte
540,Schmerz::N,skausmas,pijn
541,Wunde::N,žaizda,wond
542,Fieber::N,karštis,koorts
543,Arznei::N,vaistas,medicament
544,Arznei::N,vaistas,geneesmiddel
545,Brücke::N,tiltas,brug
546,Brunnen::N,šulinys,put
547,Brunnen::N,šulinys,bron
548,Weide::N,ganykla,wei
549,Weide::N,ganykla,weide
550,Weide::N,gluosnis,wei
551,Weide::N,gluosnis,weide
552,Pfad::N,takas,pad
553,Weg::N,kelias,weg
554,Straße::N,gatvė,baan
555,Straße::N,gatvė,straat
556,Dorf::N,kaimas,dorp
557,Dorf::N,sodžius,dorp
558,Stadt::N,miestas,stad
559,Brief::N,laiškas,brief
560,Buch::N,knyga,boek
561,Buchstabe::N,raidė,letter
562,Zeitung::N,laikraštis,krant
563,Zeitung::N,laikraštis,dagblad
564,Leben::N,gyvybė,leven
565,Leben::N,gyvenimas,leven
566,Tod::N,mirtis,dood
567,Grab::N,kapas,graf
568,Kirche::N,bažnyčia,kerk
569,Sünde::N,nuodėmė,zonde
570,Sünde::N,nusidėjimas,zonde
571,Gott::N,dievas,god
572,Arbeiter::N,darbininkas,arbeider
573,Chef::N,šefas,chef
574,Chef::N,vadovas,chef
575,Chef::N,viršininkas,chef
576,Meister::N,meistras,meester
577,Arzt::N,gydytojas,arts
578,Arzt::N,gydytojas,dokter
579,Lehrer::N,mokytojas,leraar
580,Lehrer::N,mokytojas,onderwijzer
581,Geld::N,pinigai,geld
582,Geschäft::N,biznis,zaak
583,Laden::N,krautuvė,winkel
584,Laden::N,parduotuvė,winkel
585,Preis::N,kaina,prijs
586,Ware::N,prekė,waar
587,Nutzen::N,nauda,nut
588,Nutzen::N,nauda,voordeel
589,Nutzen::N,pelnas,nut
590,Nutzen::N,pelnas,voordeel
591,Reichtum::N,turtas,rijkdom
592,Welt::N,pasaulis,wereld
593,Land::N,žemė,land
594,Land::N,šalis,land
595,Staat::N,valstija,staat
596,König::N,karalius,koning
597,Macht::N,galia,macht
598,Macht::N,valdžia,macht
599,Grenze::N,riba,grens
600,Grenze::N,siena,grens
601,Krieg::N,karas,oorlog
602,Feind::N,priešas,vijand
603,Gewalt::N,jėga,geweld
604,Gewalt::N,smurtas,geweld
605,Gewalt::N,prievarta,geweld
606,Kampf::N,kova,strijd
607,Kampf::N,kova,gevecht
608,Bogen[Waffe]::N,lankas,boog
609,Pfeil::N,strėlė,pijl
610,Gewehr::N,šautuvas,geweer
611,Fehler::N,klaida,fout
612,Lüge::N,melas,leugen
613,Schaden::N,nuostolis,schade
614,Schaden::N,apgadinimas,schade
615,Unglück::N,nelaimė,tegenspoed
616,Schuld::N,kaltė,schuld
617,Alter::N,amžius,leeftijd
618,Schluss::N,pabaiga,slot
619,Zeit::N,laikas,tijd
620,Tag::N,diena,dag
621,Morgen::N,rytas,morgen
622,Morgen::N,rytas,ochtend
623,Mittag::N,vidurdienis,middag
624,Abend::N,vakaras,avond
625,Nacht::N,naktis,nacht
626,Woche::N,savaitė,week
627,Monat::N,mėnuo,maand
628,Jahr::N,metai,jaar
629,Frühling::N,pavasaris,lente
630,Frühling::N,pavasaris,voorjaar
631,Sommer::N,vasara,zomer
632,Herbst::N,ruduo,herfst
633,Winter::N,žiema,winter
634,Januar::N,sausis,januari
635,Februar::N,vasaris,februari
636,März::N,kovas,maart
637,April::N,balandis,april
638,Mai::N,gegužė,mei
639,Juni::N,birželis,juni
640,Juli::N,liepa,juli
641,August::N,rugpjūtis,augustus
642,September::N,rugsėjis,september
643,Oktober::N,spalis,oktober
644,November::N,lapkritis,november
645,Dezember::N,gruodis,december
646,Montag::N,pirmadienis,maandag
647,Dienstag::N,antradienis,dinsdag
648,Mittwoch::N,trečiadienis,woensdag
649,Donnerstag::N,ketvirtadienis,donderdag
650,Freitag::N,penktadienis,vrijdag
651,Samstag::N,šeštadienis,zaterdag
652,Sonntag::N,sekmadienis,zondag
653,groß::A,didis,groot
654,groß::A,didelis,groot
655,klein::A,mažas,klein
656,lang::A,ilgas,lang
657,kurz::A,trumpas,kort
658,breit::A,platus,breed
659,schmal::A,smulkus,smal
660,dicht::A,tankus,dicht
661,dick[Gegenstand]::A,storas,dik
662,dünn::A,plonas,dun
663,fein::A,smulkus,fijn
664,fest::A,kietas,vast
665,fest::A,tvirtas,vast
666,flach::A,lėkštas,plat
667,flach::A,plokščias,plat
668,glatt::A,slidus,glad
669,hart::A,kietas,hard
670,weich::A,minkštas,week
671,rund::A,apvalus,rond
672,rund::A,apskritas,rond
673,spitz::A,aštrus,spits
674,spitz::A,aštrus,puntig
675,spitz::A,smailus,spits
676,spitz::A,smailus,puntig
677,scharf::A,aštrus,scherp
678,stumpf::A,bukas,stomp
679,stumpf::A,atšipęs,stomp
680,schwer::A,sunkus,zwaar
681,schön::A,gražus,mooi
682,schön::A,gražus,fraai
683,heiß::A,karštas,heet
684,warm::A,šiltas,warm
685,kalt::A,šaltas,koud
686,kühl::A,vėsus,koel
687,kühl::A,bejausmis,koel
688,frisch::A,šviežias,fris
689,feucht::A,drėgnas,vochtig
690,nass::A,šlapias,nat
691,trocken::A,sausas,droog
692,voll::A,pilnas,vol
693,leer::A,tuščias,leeg
694,offen::A,atviras,open
695,geschlossen::A,uždaras,gesloten
696,geschlossen::A,uždarytas,gesloten
697,sauber::A,švarus,net
698,sauber::A,švarus,schoon
699,schmutzig::A,nešvarus,vuil
700,schmutzig::A,purvinas,vuil
701,roh::A,žalias,rauw
702,reif::A,prinokęs,rijp
703,reif::A,pribrendęs,rijp
704,lecker::A,gardus,lekker
705,süß::A,saldus,zoet
706,bitter::A,kartus,bitter
707,sauer::A,gižus,zuur
708,sauer::A,rūgštus,zuur
709,hell::A,šviesus,licht
710,hell::A,šviesus,helder
711,hell::A,skaistus,licht
712,hell::A,skaistus,helder
713,dunkel::A,tamsus,donker
714,schwarz::A,juodas,zwart
715,weiß::A,baltas,wit
716,rot::A,raudonas,rood
717,gelb::A,geltonas,geel
718,blau::A,mėlynas,blauw
719,grün::A,žalias,groen
720,grau::A,pilkas,grijs
721,bunt::A,margas,bont
722,bunt::A,spalvotas,bont
723,billig::A,pigus,goedkoop
724,teuer::A,brangus,duur
725,wertvoll::A,vertingas,kostbaar
726,wertvoll::A,vertingas,waardevol
727,blind::A,aklas,blind
728,taub::A,kurčias,doof
729,kräftig::A,stiprus,krachtig
730,stark::A,stiprus,sterk
731,schwach::A,silpnas,zwak
732,fett::A,riebus,vet
733,schlank::A,laibas,slank
734,schlank::A,lieknas,slank
735,hübsch::A,gražus,leuk
736,böse::A,blogas,kwaad
737,dumm::A,paikas,dom
738,dumm::A,kvailas,dom
739,faul::A,tingus,lui
740,fleißig::A,stropus,vlijtig
741,fleißig::A,kruopštus,vlijtig
742,geizig::A,šykštus,gierig
743,klug::A,sumanus,slim
744,klug::A,sumanus,schrander
745,klug::A,sumanus,verstandig
746,klug::A,protingas,slim
747,klug::A,protingas,schrander
748,klug::A,protingas,verstandig
749,geschickt::A,apsukrus,handig
750,geschickt::A,apsukrus,vaardig
751,lieb::A,mielas,lief
752,lustig::A,smagus,vrolijk
753,lustig::A,linksmas,vrolijk
754,sanft::A,švelnus,zacht
755,sanft::A,minkštas,zacht
756,hungrig::A,alkanas,hongerig
757,krank::A,ligotas,ziek
758,krank::A,sergantis,ziek
759,nackt::A,nuogas,naakt
760,traurig::A,liūdnas,treurig
761,traurig::A,liūdnas,bedroefd
762,lebendig::A,gyvas,levend
763,gut::A,geras,goed
764,schlecht::A,blogas,slecht
765,schlecht::A,prastas,slecht
766,richtig::A,tikras,juist
767,richtig::A,teisingas,juist
768,schlimm::A,blogas,erg
769,schlimm::A,blogas,kwaad
770,schlimm::A,prastas,erg
771,schlimm::A,prastas,kwaad
772,wahr::A,tikras,waar
773,alt::A,senas,oud
774,neu::A,naujas,nieuw
775,ehemalig::A,buvęs,voormalig
776,alt[Lebewesen]::A,pagyvenęs,oud
777,jung::A,jaunas,jong
778,arm::A,neturtingas,arm
779,reich::A,turtingas,rijk
780,bekannt::A,žinomas,bekend
781,bekannt::A,pažįstamas,bekend
782,berühmt::A,žymus,beroemd
783,berühmt::A,garsus,beroemd
784,fremd::A,svetimas,vreemd
785,verschieden::A,įvairus,verscheiden
786,verschieden::A,įvairus,verschillend
787,nah::A,artimas,nabij
788,nah::A,artimas,nabijgelegen
789,fern::A,tolimas,ver
790,linker::A,kairys,linker
791,rechter::A,dešinys,rechter
792,anderer::A,kitas,andere
793,erster::A,pirmas,eerste
794,zweiter::A,antras,tweede
795,dritter::A,trečias,derde
796,letzter::A,paskutinis,laatste
797,allein::ADV,vienas,alleen
798,auf einmal::ADV,iš karto,ineens
799,auf einmal::ADV,iš karto,tegelijk
800,zusammen::ADV,kartu,samen
801,zusammen::ADV,kartu,bijeen
802,zusammen::ADV,drauge,samen
803,zusammen::ADV,drauge,bijeen
804,lange::ADV,ilgai,lang
805,plötzlich::ADV,staiga,eensklaps
806,plötzlich::ADV,staiga,plotsklaps
807,sofort::ADV,tuojau,terstond
808,sofort::ADV,tuojau,aanstonds
809,sofort::ADV,tuojau,onmiddelijk
810,später::ADV,vėliau,later
811,später::ADV,paskiau,later
812,jetzt::ADV,dabãr,nu
813,jetzt::ADV,dabãr,nou
814,jetzt::ADV,dabãr,thans
815,heute::ADV,šiandien,heden
816,heute::ADV,šiandien,vandaag
