,Concept_ID,ca,uk
87,Eis::N,gel,лід
88,Eis::N,glaç,лід
89,Frost::N,glaçada,мороз
90,Kälte::N,fred,холод
91,Hitze::N,calor,жар
92,Raureif::N,gebre,іній
93,Regenbogen::N,arc iris,райдуга
94,Donner::N,tro,грім
95,Strömung::N,corrent,струмина
96,Tropfen::N,gota,крапля
97,Schaum::N,escuma,піна
98,Schmutz::N,brutícia,бруд
99,See::N,llac,озеро
100,Sumpf::N,pantà,драговина
101,Moor::N,pantà,болото
102,Wiese::N,prat,луг
103,Wiese::N,prat,лука
104,Wiese::N,prada,луг
105,Wiese::N,prada,лука
106,Wald::N,bosc,ліс
107,Hügel::N,puig,горб
108,Hügel::N,pujol,горб
109,Anhöhe::N,turó,височина
110,Berg::N,muntanya,гора
111,Gipfel::N,cim,вершина
112,Höhle::N,cova,печера
113,Abhang::N,coster,схил
114,Quelle::N,font,джерело
115,Bach::N,riera,струмок
116,Fluss::N,riu,річка
117,Ufer::N,riba,берег
118,Küste::N,costa,узбережжя
119,Festland::N,terra ferma,суша
120,Meer::N,mar,море
121,Bucht::N,cala,бухта
122,Bucht::N,cala,затока
123,Bucht::N,badia,бухта
124,Bucht::N,badia,затока
125,Insel::N,illa,острів
126,Blume::N,flor,квітка
127,Gras::N,herba,трава
128,Wurzel::N,rel,корінь
129,Wurzel::N,arrel,корінь
130,Baum::N,arbre,дерево
131,Stamm::N,tronc,стовбур
132,Rinde::N,escorça,кора
133,Ast::N,branca,гілка
134,Zweig::N,ram,галузь
135,Blatt::N,fulla,лист
136,Birke::N,bedoll,береза
137,Kiefer[Baum]::N,pi,сосна
138,Weide[Baum]::N,salze,верба
139,Tanne::N,avet,ялиця
140,Horn::N,corn,ріг
141,Horn::N,banya,ріг
142,Feder::N,ploma,перо
143,Fell::N,pell,хутро
144,Flügel::N,ala,крило
145,Klaue::N,urpa,кіготь
146,Kralle::N,grapa,лапа
147,Schwanz::N,cua,хвіст
148,Ei::N,ou,яйце
149,Nest::N,niu,гніздо
150,Bau::N,cau,лігво
151,Tier::N,animāl,тварина
152,Herde::N,ramat,стадо
153,Kuh::N,vaca,корова
154,Bulle::N,toro,бик
155,Bulle::N,toro,бугай
156,Pferd::N,cavāll,кінь
157,Schaf::N,be,вівця
158,Schaf::N,ovella,вівця
159,Schwein::N,bacó,свиня
160,Hund::N,ca,собака
161,Hund::N,gos,собака
162,Katze::N,gat,кішка
163,Bär::N,ós,ведмідь
164,Eichhörnchen::N,esquirol,білка
165,Elch::N,ant,лось
166,Fuchs::N,guilla,лисиця
167,Hase::N,llebre,заєць
168,Maus::N,ratolí,миша
169,Wolf::N,llop,вовк
170,Vogel::N,au,птах
171,Vogel::N,ocēll,птах
172,Schwarm::N,bandada,зграя
173,Huhn::N,gallina,курка
174,Hahn::N,gall,півень
175,Gans::N,oca,гуска
176,Adler::N,àguila,орел
177,Ente::N,ànec,качка
178,Eule::N,òliba,сова
179,Eule::N,mussol,сова
180,Kranich::N,grua,журавель
181,Krähe::N,cornella,ворона
182,Kuckuck::N,cucut,зозуля
183,Schwan::N,cigne,лебідь
184,Fisch::N,peix,риба
185,Barsch::N,perca,окунь
186,Hecht::N,lluç,щука
187,Schlange[Tier]::N,serp,змія
188,Wurm::N,cuc,черв’як
189,Spinne::N,aranya,павук
190,Ameise::N,formiga,мурашка
191,Laus::N,poll,воша
192,Mücke::N,mosquit,комар
193,Fliege::N,mosca,муха
194,Schmetterling::N,papallona,метелик
195,Beere::N,baia,ягода
196,Apfel::N,poma,яблуко
197,Pilz::N,bolet,гриб
198,Zwiebel::N,ceba,цибуля
199,Saat::N,sembra,сім’я
200,Korn::N,gra,зерно
201,Heu::N,fenc,сіно
202,Schale::N,closca,шкірка
203,Grube::N,sot,яма
204,Grube::N,clot,яма
205,Falle::N,trampa,пастка
206,Schlinge::N,baga,петля
207,Spur::N,traça,слід
208,Asche::N,cendra,зола
209,Asche::N,cendra,попіл
210,Dreck::N,llot,бруд
211,Eisen::N,ferro,залізо
212,Gold::N,or,золото
213,Silber::N,plata,срібло
214,Kohle::N,carbó,вугілля
215,Glas::N,vidre,скло
216,Lehm::N,fang,глина
217,Lehm::N,argila,глина
218,Sand::N,arena,пісок
219,Mensch::N,humà,людина
220,Mensch::N,persona,людина
221,Mann::N,home,чоловік
222,Frau::N,dona,жінка
223,Kind::N,nen,дитина
224,Junge::N,noi,хлопець
225,Mädchen::N,noia,дівчина
226,Familie::N,família,сім’я
227,Familie::N,família,родина
228,Großvater::N,avi,дідусь
229,Großmutter::N,àvia,бабуся
230,Eltern::N,pares,батьки
231,Vater::N,pare,батько
232,Mutter::N,mare,мати
233,Sohn::N,fill,син
234,Tochter::N,filla,дочка
235,Bruder::N,germà,брат
236,Schwester::N,germana,сестра
237,Onkel::N,oncle,дядько
238,Tante::N,tia,тітка
239,Ehemann::N,espòs,чоловік
240,Ehefrau::N,muller,жінка
241,Ehefrau::N,muller,дружина
242,Freude::N,goig,радощі
243,Freude::N,alegria,радощі
244,Gelächter::N,riallada,сміх
245,Glück::N,felicitat,щастя
246,Kummer::N,pena,горе
247,Wunsch::N,desig,бажання
248,Lust::N,ganes,бажання
249,Geist::N,ment,дух
250,Geist::N,esperit,дух
251,Gedanke::N,pensament,думка
252,Gedächtnis::N,memòria,пам’ять
253,Verstand::N,raó,розум
254,Verstand::N,seny,розум
255,Sinn::N,solta,зміст
256,Sinn::N,solta,значення
257,Sinn::N,sentit,зміст
258,Sinn::N,sentit,значення
259,Grund::N,raó,причина
260,Grund::N,causa,причина
261,Wahrheit::N,veritāt,правда
262,Gespräch::N,conversa,розмова
263,Märchen::N,conte,байка
264,Erzählung::N,narració,повість
265,Erzählung::N,narració,оповідання
266,Nachricht::N,missatge,повідомлення
267,Neuigkeit::N,novetat,новина
268,Name::N,nom,ім’я
269,Rätsel::N,endevinalla,загадка
270,Rede::N,discurs,промова
271,Sprache::N,llēngua,мова
272,Stimme::N,veu,голос
273,Wort::N,mot,слово
274,Wort::N,paraula,слово
275,Zeichen::N,signe,знак
276,Zeichen::N,senyal,знак
277,Ruf::N,crida,оклик
278,Lärm::N,sorōll,шум
279,Laut::N,so,звук
280,Ton::N,to,тон
281,Lied::N,cançó,пісня
282,Ruhe::N,calma,спокій
283,Ruhe::N,silenci,спокій
284,Leute::N,gent,люди
285,Volk::N,poble,народ
286,Arbeit::N,labor,робота
287,Arbeit::N,treball,робота
288,Gast::N,hoste,гість
289,Geschenk::N,regal,подарунок
290,Geschenk::N,obsequi,подарунок
291,Spiel::N,joc,гра
292,Gesellschaft::N,companyia,товариство
293,Hilfe::N,ajut,допомога
294,Freund::N,amīc,друг
295,Freund::N,amīc,приятель
296,Kamerad::N,company,товариш
297,Kamerad::N,camarada,товариш
298,Angelegenheit::N,afer,справа
299,Angelegenheit::N,assumpte,справа
300,Anzahl::N,nombre,число
301,Anzahl::N,quantitat,число
302,Art::N,tipus,рід
303,Art::N,classe,рід
304,Stück::N,peça,кусок
305,Teil::N,part,частина
306,Hälfte::N,meitat,половина
307,Kreis::N,cercle,круг
308,Kreis::N,cercle,коло
309,Kreuz::N,creu,хрест
310,Linie::N,línia,лінія
311,Strich::N,traç,штрих
312,Strich::N,ratlla,штрих
313,Abstand::N,distància,проміжок
314,Entfernung::N,distància,відстань
315,Gegend::N,regió,місцевість
316,Gegend::N,contrada,місцевість
317,Platz::N,cabuda,площа
318,Ort::N,lloc,місце
319,Seite::N,banda,сторона
320,Seite::N,costāt,сторона
321,Mitte::N,mig,середина
322,Mitte::N,centre,середина
323,Gegenstand::N,objecte,предмет
324,Sache::N,cosa,річ
325,Rand::N,vora,край
326,Rand::N,marge,край
327,Kante::N,caire,ребро
328,Kante::N,cantell,ребро
329,Ecke::N,cantonada,ріг
330,Spitze::N,punta,кінчик
331,Ende::N,cap,кінець
332,Loch::N,forāt,діра
333,Winkel::N,racó,куток
334,Muster::N,dibuix,узор
335,Muster::N,disseny,узор
336,Größe::N,grandària,розмір
337,Länge::N,longitud,довжина
338,Höhe::N,altura,висота
339,Höhe::N,altitud,висота
340,Gewicht::N,pes,вага
341,Menge::N,quantitat,кількість
342,Haufen::N,pila,купа
343,Reihe::N,fila,ряд
344,Boot::N,bot,човен
345,Boot::N,barca,човен
346,Ruder::N,rem,весло
347,Schlitten::N,trineu,сани
348,Ski::N,esquí,лижа
349,Lagerfeuer::N,foc de campament,вогнище
350,Last::N,càrrega,тягар
351,Last::N,càrrega,вантаж
352,Gang::N,marxa,хід
353,Schritt::N,pas,крок
354,Norden::N,nord,північ
355,Süden::N,sud,південь
356,Westen::N,oest,захід
357,Westen::N,occident,захід
358,Osten::N,est,схід
359,Osten::N,orient,схід
360,Holz::N,fusta,дрова
361,Brett::N,taula,дошка
362,Platte::N,placa,плита
363,Stütze::N,suport,підпірка
364,Stange::N,vara,жердина
365,Stock::N,pal,палиця
366,Stab::N,bastó,палиця
367,Rohr::N,tub,труба
368,Haus::N,casa,дім
369,Haus::N,casa,хата
370,Heim::N,llar,житло
371,Ofen::N,estufa,піч
372,Fußboden::N,terra,підлога
373,Tisch::N,taula,стіл
374,Stuhl::N,cadira,стілець
375,Wiege::N,bressol,колиска
376,Bett::N,llit,ліжко
377,Bett::N,llit,постіль
378,Regal::N,prestatgeria,полиця
379,Kiste::N,caixa,ящик
380,Fenster::N,finestra,вікно
381,Tür::N,porta,двері
382,Tor::N,portal,ворота
383,Zaun::N,tanca,паркан
384,Zaun::N,tanca,огорожа
385,Dach::N,teulada,дах
386,Leiter::N,escala,драбина
387,Leiter::N,escala de mà,драбина
388,Besen::N,escombra,мітла
389,Spaten::N,pala,заступ
390,Schaufel::N,pala,совок
391,Schaufel::N,pala,лопата
392,Gabel::N,forquilla,виделка
393,Löffel::N,cullera,ложка
394,Messer::N,coltell,ніж
395,Nagel::N,clau,цвях
396,Netz::N,filat,сіть
397,Haken::N,ganxo,крюк
398,Griff::N,puny,ручка
399,Griff::N,puny,держак
400,Griff::N,mànec,ручка
401,Griff::N,mànec,держак
402,Schloss::N,pany,замок
403,Bild::N,imatge,картина
404,Figur::N,figura,фігура
405,Puppe::N,nina,лялька
406,Beutel::N,bossa,мішечок
407,Beutel::N,bossa,торбинка
408,Bündel::N,feix,в’язка
409,Bündel::N,paquet,в’язка
410,Tasche::N,bossa,сумка
411,Eimer::N,galleda,відро
412,Deckel::N,tapa,кришка
413,Deckel::N,tapadora,кришка
414,Geschirr::N,vaixella,посуд
415,Sack::N,sac,мішок
416,Sack::N,saca,мішок
417,Tasse::N,tassa,чашка
418,Topf::N,pot,горщик
419,Topf::N,olla,горщик
420,Kessel::N,caldera,котел
421,Essen::N,àpat,їжа
422,Essen::N,menjada,їжа
423,Nahrung::N,aliment,харч
424,Speise::N,plat,страва
425,Fleisch::N,carn,м’ясо
426,Getreide::N,cereals,хліб
427,Getreide::N,cereals,збіжжя
428,Brei::N,puré,каша
429,Brot::N,pa,хліб
430,Scheibe::N,tall,скибочка
431,Scheibe::N,llesca,скибочка
432,Fett::N,greix,жир
433,Butter::N,mantega,масло
434,Öl::N,oli,олія
435,Salz::N,sal,сіль
436,Suppe::N,sopa,суп
437,Honig::N,mel,мед
438,Milch::N,llet,молоко
439,Tee::N,te,чай
440,Leder::N,cuir,шкіра
441,Wolle::N,llana,шерсть
442,Stoff::N,tela,тканина
443,Nadel::N,agulla,голка
444,Faden::N,fil,нитка
445,Knopf::N,botó,ґудзик
446,Knoten::N,nus,вузол
447,Farbe::N,pintura,фарба
448,Kleidung::N,roba,одяг
449,Kleidung::N,roba,убрання
450,Kleidung::N,vestits,одяг
451,Kleidung::N,vestits,убрання
452,Hemd::N,camisa,сорочка
453,Kragen::N,coll,комір
454,Ärmel::N,màniga,рукав
455,Hose::N,pantalōns,брюки
456,Gürtel::N,cinturó,пояс
457,Mütze::N,gorra,шапка
458,Schuh::N,sabata,ботинок
459,Stiefel::N,bota,чобіт
460,Ring::N,anell,кільце
461,Band::N,veta,стрічка
462,Band::N,cinta,стрічка
463,Kamm::N,pinta,гребінець
464,Spiegel::N,mirāll,дзеркало
465,Riemen::N,corretja,ремінь
466,Schnur::N,corda,вірьовка
467,Leine::N,corretja,шворка
468,Decke::N,manta,ковдра
469,Decke::N,flassada,ковдра
470,Kissen::N,coixí,подушка
471,Tuch::N,mocador,хустка
472,Handtuch::N,tovallola,рушник
473,Kraft::N,força,сила
474,Stärke::N,vigor,сила
475,Gesundheit::N,salut,здоров’я
476,Krankheit::N,malaltia,хвороба
477,Schmerz::N,dolor,біль
478,Wunde::N,ferida,рана
479,Fieber::N,febre,гарячка
480,Arznei::N,medicament,ліки
481,Brücke::N,pont,міст
482,Brunnen::N,pou,колодязь
483,Weide::N,pastura,пасовище
484,Pfad::N,senda,стежка
485,Pfad::N,sender,стежка
486,Weg::N,camí,шлях
487,Weg::N,camí,дорога
488,Straße::N,carretera,вулиця
489,Dorf::N,poble,село
490,Stadt::N,ciutāt,місто
491,Brief::N,carta,лист
492,Buch::N,llibre,книга
493,Buch::N,llibre,книжка
494,Buchstabe::N,lletra,буква
495,Buchstabe::N,lletra,літера
496,Zeitung::N,diāri,газета
497,Leben::N,vida,життя
498,Tod::N,mort,смерть
499,Grab::N,tomba,могила
500,Kirche::N,església,церква
501,Sünde::N,pecat,гріх
502,Gott::N,déu,бог
503,Arbeiter::N,obrer,робітник
504,Chef::N,cap,хазяїн
505,Meister::N,mestre,умілець
506,Arzt::N,metge,лікар
507,Lehrer::N,mestre,вчитель
508,Geld::N,dinērs,гроші
509,Geschäft::N,negoci,заняття
510,Laden::N,tenda,магазин
511,Laden::N,tenda,крамниця
512,Laden::N,botiga,магазин
513,Laden::N,botiga,крамниця
514,Preis::N,preu,ціна
515,Ware::N,mercaderia,товар
516,Nutzen::N,profit,вигода
517,Nutzen::N,profit,користь
518,Reichtum::N,riquesa,багатство
519,Welt::N,món,світ
520,Land::N,país,країна
521,Staat::N,estat,держава
522,König::N,rei,король
523,Macht::N,poder,влада
524,Macht::N,potència,влада
525,Grenze::N,frontera,кордон
526,Krieg::N,guerra,війна
527,Feind::N,enemic,ворог
528,Gewalt::N,violència,насильство
529,Kampf::N,lluita,бій
530,Kampf::N,lluita,боротьба
531,Bogen[Waffe]::N,arc,лук
532,Pfeil::N,fletxa,стріла
533,Gewehr::N,fusell,рушниця
534,Gewehr::N,fusell,гвинтівка
535,Gewehr::N,escopeta,рушниця
536,Gewehr::N,escopeta,гвинтівка
537,Fehler::N,falta,помилка
538,Lüge::N,mentida,брехня
539,Schaden::N,dany,шкода
540,Schaden::N,dany,збиток
541,Unglück::N,desgràcia,нещастя
542,Schuld::N,culpa,провина
543,Alter::N,edat,вік
544,Alter::N,edat,літа
545,Schluss::N,fi,кінець
546,Schluss::N,final,кінець
547,Zeit::N,temps,час
548,Tag::N,dia,день
549,Morgen::N,matí,ранок
550,Mittag::N,migdia,південь
551,Abend::N,vespre,вечір
552,Nacht::N,nit,ніч
553,Woche::N,setmana,тиждень
554,Monat::N,mes,місяць
555,Jahr::N,any,рік
556,Frühling::N,primavera,весна
557,Sommer::N,estīu,літо
558,Herbst::N,tardor,осінь
559,Winter::N,hivērn,зима
560,Januar::N,gener,січень
561,Februar::N,febrer,лютий
562,März::N,març,березень
563,April::N,abril,квітень
564,Mai::N,maig,травень
565,Juni::N,juny,червень
566,Juli::N,juliol,липень
567,August::N,agost,серпень
568,September::N,setembre,вересень
569,Oktober::N,octubre,жовтень
570,November::N,novembre,листопад
571,Dezember::N,desembre,грудень
572,Montag::N,dilluns,понеділок
573,Dienstag::N,dimarts,вівторок
574,Mittwoch::N,dimecres,середа
575,Donnerstag::N,dijous,четвер
576,Freitag::N,divendres,п’ятниця
577,Samstag::N,dissabte,субота
578,Sonntag::N,diumenge,неділя
579,groß::A,gros,великий
580,klein::A,petīt,малий
581,klein::A,petīt,маленький
582,lang::A,llarg,довгий
583,kurz::A,curt,короткий
584,breit::A,ample,широкий
585,schmal::A,estret,вузький
586,dicht::A,dens,густий
587,dick[Gegenstand]::A,gruixūt,товстий
588,dünn::A,prim,тонкий
589,fein::A,fi,дрібний
590,fest::A,ferm,міцний
591,fest::A,sòlid,міцний
592,flach::A,pla,плоский
593,glatt::A,llis,рівний
594,glatt::A,llis,гладенький
595,hart::A,dur,твердий
596,weich::A,tou,м’який
597,rund::A,rodó,круглий
598,spitz::A,punxegut,гострокінцевий
599,scharf::A,agut,гострий
600,stumpf::A,rom,тупий
601,stumpf::A,esmussat,тупий
602,schwer::A,pesāt,важкий
603,schön::A,bonīc,вродливий
604,heiß::A,calēnt,жаркий
605,heiß::A,calēnt,гарячий
606,warm::A,càlid,теплий
607,kalt::A,fred,холодний
608,kühl::A,fresc,прохолодний
609,frisch::A,fresc,свіжий
610,feucht::A,humit,вогкий
611,nass::A,mullat,мокрий
612,trocken::A,sec,сухий
613,voll::A,ple,повний
614,leer::A,buit,пустий
615,offen::A,obert,відкритий
616,geschlossen::A,tancat,закритий
617,geschlossen::A,tancat,зачинений
618,sauber::A,net,чистий
619,sauber::A,net,охайний
620,schmutzig::A,brut,брудний
621,roh::A,cru,сирий
622,reif::A,madur,зрілий
623,lecker::A,deliciós,смачний
624,süß::A,dolç,солодкий
625,bitter::A,amarg,гіркий
626,sauer::A,agre,кислий
627,hell::A,clar,світлий
628,dunkel::A,fosc,темний
629,schwarz::A,negre,чорний
630,weiß::A,blanc,сивий
631,rot::A,vermēll,червоний
632,gelb::A,groc,жовтий
633,blau::A,blau,синій
634,grün::A,verd,зелений
635,grau::A,gris,сірий
636,bunt::A,multicolor,барвистий
637,billig::A,barat,дешевий
638,teuer::A,car,дорогий
639,wertvoll::A,preciós,цінний
640,blind::A,cec,сліпий
641,taub::A,sord,глухий
642,kräftig::A,fort,могутній
643,kräftig::A,vigorós,могутній
644,stark::A,fort,сильний
645,schwach::A,feble,слабкий
646,fett::A,gras,жирний
647,fett::A,gras,товстий
648,schlank::A,esvelt,тонкий
649,schlank::A,esvelt,стрункий
650,hübsch::A,maco,чарівний
651,böse::A,dolent,злий
652,böse::A,dolent,лихий
653,dumm::A,ximple,дурний
654,dumm::A,estúpid,дурний
655,faul::A,gandūl,ледачий
656,faul::A,mandrós,ледачий
657,fleißig::A,diligēnt,старанний
658,geizig::A,avar,скупий
659,klug::A,intel·ligent,мудрий
660,klug::A,intel·ligent,розумний
661,geschickt::A,hàbil,умілий
662,lieb::A,amat,милий
663,lieb::A,estimat,милий
664,lustig::A,alegre,веселий
665,sanft::A,suau,лагідний
666,hungrig::A,afamat,голодний
667,krank::A,malālt,слабий
668,nackt::A,nu,голий
669,traurig::A,trist,сумний
670,lebendig::A,viu,живий
671,gut::A,bo,добрий
672,schlecht::A,dolēnt,поганий
673,schlecht::A,dolēnt,кепський
674,richtig::A,just,правильний
675,richtig::A,correcte,правильний
676,schlimm::A,greu,бридкий
677,wahr::A,vertader,справжній
678,wahr::A,veritable,справжній
679,alt::A,vell,старий
680,neu::A,nou,новий
681,ehemalig::A,antic,колишній
682,alt[Lebewesen]::A,vell,старий
683,jung::A,jove,молодий
684,arm::A,pobre,бідний
685,reich::A,ric,багатий
686,bekannt::A,conegut,знайомий
687,berühmt::A,famós,славетний
688,fremd::A,estrany,чужий
689,verschieden::A,diferent,різний
690,nah::A,pròxim,близький
691,fern::A,llunyà,далекий
692,fern::A,distant,далекий
693,linker::A,esquerre,лівий
694,rechter::A,dret,правий
695,anderer::A,altre,інакший
696,erster::A,primer,перший
697,zweiter::A,segon,другий
698,dritter::A,tercer,третій
699,letzter::A,últim,останній
700,allein::ADV,sol,сам
701,allein::ADV,sol,один
702,auf einmal::ADV,d'una vegada,відразу
703,zusammen::ADV,junt,разом
704,zusammen::ADV,junt,спільно
705,lange::ADV,molt de temps,довго
706,plötzlich::ADV,de cop,раптом
707,plötzlich::ADV,de sobte,раптом
708,sofort::ADV,de seguida,зараз
709,später::ADV,més tard,пізніше
710,jetzt::ADV,ara,тепер
711,heute::ADV,avūi,сьогодні
712,morgen::ADV,demà,завтра
713,bald::ADV,aviāt,незабаром
714,dann::ADV,després,потім
715,gestern::ADV,ahir,вчора
716,einst::ADV,anteriorment,колись
717,damals::ADV,llavōrs,тоді
718,damals::ADV,aleshores,тоді
719,danach::ADV,després,згодом
720,vorher::ADV,abāns,раніше
721,zuerst::ADV,primer,спершу
722,zuerst::ADV,primer,спочатку
723,einmal::ADV,una vegada,один раз
724,manchmal::ADV,de vegades,іноді
725,manchmal::ADV,de vegades,інколи
726,oft::ADV,sovint,часто
727,immer::ADV,sempre,завжди
728,niemals::ADV,no ... mai,ніколи
729,hier::ADV,aquí,тут
730,hierhin::ADV,per aquí,сюди
731,von hier::ADV,des d'aquí,звідси
732,dort::ADV,allí,там
733,dorthin::ADV,hi,туди
734,geradeaus::ADV,tot dret,прямо
735,vorwärts::ADV,endavānt,вперед
736,rückwärts::ADV,endarrera,назад
737,zurück::ADV,darrere,назад
738,unten::ADV,a baix,внизу
739,hinab::ADV,cap avall,вниз
740,oben::ADV,dalt,вгорі
741,hinauf::ADV,cap amunt,вгору
742,überall::ADV,pertot,скрізь
743,überall::ADV,per tot arreu,скрізь
744,nicht::ADV,no,не
745,ein wenig::ADV,una mica,трохи
746,ein wenig::ADV,una mica,небагато
747,kaum::ADV,a penes,ледве
748,sehr::ADV,molt,дуже
749,so::ADV,així,так
750,noch::ADV,encara,ще
751,nur::ADV,només,лише
752,nur::ADV,només,тільки
753,schon::ADV,ja,вже
754,wieder::ADV,de nou,знову
755,vergebens::ADV,en va,дарма
756,vor::PRP,davānt,перед
757,vor::PRP,enfront de,перед
758,hinter::PRP,darrera,ззаду
759,hinter::PRP,darrera,позаду
760,unter::PRP,sota,під
761,durch::PRP,per,крізь
762,neben::PRP,al costāt de,біля
763,zwischen::PRP,entre,між
764,wegen::PRP,a causa de,з-за
765,wegen::PRP,a causa de,через
766,dies::PRN,aquest,це
767,das::PRN,això,то
768,alles::PRN,tot,все
769,ich::PRN,jo,я
770,du::PRN,tu,ти
771,er::PRN,ell,він
772,wir::PRN,nosaltres,ми
773,ihr::PRN,vosaltres,ви
774,sie::PRN,ells,вони
775,sie::PRN,elles,вони
776,was::FPRN,què,що
777,wer::FPRN,qui,хто
778,wo::FADV,on,де
779,wohin::FADV,cap a on,куди
780,wie::FADV,com,як
781,warum::FADV,per què,чому
782,wieviel::FNUM,quant,скільки
783,eins::NUM,u,один
784,zwei::NUM,dos,два
785,drei::NUM,tres,три
786,vier::NUM,quatre,чотири
787,fünf::NUM,cinc,п’ять
788,sechs::NUM,sis,шість
789,sieben::NUM,set,сім
790,acht::NUM,vuit,вісім
791,neun::NUM,nou,дев’ять
792,zehn::NUM,deu,десять
793,elf::NUM,onze,одинадцять
794,zwölf::NUM,dotze,дванадцять
795,zwanzig::NUM,vint,двадцять
796,dreißig::NUM,trenta,тридцять
797,vierzig::NUM,quaranta,сорок
798,fünfzig::NUM,cinquanta,п’ятдесят
799,sechzig::NUM,seixanta,шістдесят
800,siebzig::NUM,setanta,сімдесят
801,achtzig::NUM,vuitanta,вісімдесят
802,neunzig::NUM,noranta,дев’яносто
803,hundert::NUM,cent,сто
804,tausend::NUM,mil,тисяча
805,und::CNJ,i,і
806,oder::CNJ,o,або
807,stehen::V,estar de peu,стояти
808,sitzen::V,seure,сидіти
809,liegen::V,jeure,лежати
810,hängen::V,penjar,висіти
811,werden::V,fer-se,стати
812,werden::V,fer-se,робитися
813,werden::V,posar-se,стати
814,werden::V,posar-se,робитися
815,passieren::V,succeir,трапитися
816,beginnen::V,iniciar-se,початися
817,enden::V,acabar-se,кінчитися
818,enden::V,terminar-se,кінчитися
819,wechseln::V,canviar,мінятися
820,aufgehen[Sonne]::V,sortir,зійти
821,untergehen[Sonne]::V,posar-se,зайти
822,scheinen[Sonne]::V,brillar,світити
823,donnern::V,tronar,гриміти
824,wehen::V,bufar,віяти
825,strömen::V,afluir,литися
826,fließen::V,fluir,текти
827,sich drehen::V,girar,обертатися
828,schwanken::V,vacil·lar,коливатися
829,schwingen::V,oscil·lar,хитатися
830,schwingen::V,oscil·lar,гойдатися
831,fallen::V,caure,падати
832,fallen::V,tombar,падати
833,brennen::V,cremar,горіти
834,rauchen::V,fumejar,диміти
835,regnen::V,ploure,дощити
836,gefrieren::V,gelar-se,змерзнути
837,tauen::V,fondre's,танути
838,schmelzen::V,fondre's,плавитися
839,trocknen::V,assecar-se,сохнути
840,sieden::V,bullir,кипіти
841,faulen::V,podrir-se,гнити
842,verfaulen::V,podrir-se,згнити
843,reißen::V,trencar-se,рватися
844,versinken::V,enfonsar-se,тонути
845,vergehen::V,passar,проходити
846,erscheinen::V,aparèixer,з’явитися
847,verschwinden::V,desaparèixer,щезнути
848,verschwinden::V,desaparèixer,зникнути
849,sinken::V,baixar,спадати
850,sinken::V,descendir,спадати
851,abnehmen::V,decréixer,поменшитися
