,Concept_ID,ga,nl
140,Meer::N,muir,zee
141,Meer::N,farraige,zee
142,Bucht::N,bá,baai
143,Bucht::N,bá,inham
144,Bucht::N,cuan,baai
145,Bucht::N,cuan,inham
146,Insel::N,inis,eiland
147,Insel::N,oileán,eiland
148,Blume::N,bláth,bloem
149,Gras::N,féar,gras
150,Wurzel::N,rúta,wortel
151,Wurzel::N,fréamh,wortel
152,Baum::N,crann,boom
153,Stamm::N,stoc,stam
154,Stamm::N,tamhan,stam
155,Rinde::N,coirt,schors
156,Rinde::N,craiceann,schors
157,Ast::N,géag,tak
158,Zweig::N,géag,twijg
159,Zweig::N,craobh,twijg
160,Blatt::N,duille,blad
161,Blatt::N,duilleog,blad
162,Birke::N,beith,berk
163,Birke::N,crann beithe,berk
164,Kiefer[Baum]::N,péine,den
165,Weide[Baum]::N,saileach,wilg
166,Tanne::N,giúis,spar
167,Horn::N,adharc,hoorn
168,Feder::N,cleite,veer
169,Feder::N,cleite,pluim
170,Fell::N,clúmh,vel
171,Flügel::N,eite,vleugel
172,Flügel::N,sciathán,vleugel
173,Klaue::N,crúb,klauw
174,Klaue::N,crobh,klauw
175,Kralle::N,crobh,klauw
176,Schwanz::N,eireaball,staart
177,Ei::N,ubh,ei
178,Nest::N,nead,nest
179,Bau::N,brocais,hol
180,Tier::N,ainmhí,dier
181,Tier::N,beithíoch,dier
182,Herde::N,tréad,kudde
183,Kuh::N,bó,koe
184,Bulle::N,tarbh,stier
185,Pferd::N,each,paard
186,Pferd::N,capall,paard
187,Schaf::N,caora,schaap
188,Schwein::N,muc,varken
189,Hund::N,madra,hond
190,Katze::N,cat,kat
191,Bär::N,béar,beer
192,Eichhörnchen::N,iora,eekhoorntje
193,Elch::N,eilc,eland
194,Fuchs::N,sionnach,vos
195,Fuchs::N,madra rua,vos
196,Hase::N,giorria,haas
197,Maus::N,luch,muis
198,Wolf::N,mac tíre,wolf
199,Vogel::N,éan,vogel
200,Schwarm::N,saithe,zwerm
201,Huhn::N,cearc,kip
202,Huhn::N,cearc,hoen
203,Hahn::N,coileach,haan
204,Gans::N,gé,gans
205,Adler::N,iolar,arend
206,Ente::N,lacha,eend
207,Eule::N,ulchabhán,uil
208,Kranich::N,grús,kraanvogel
209,Krähe::N,caróg,kraai
210,Krähe::N,préachán,kraai
211,Kuckuck::N,cuach,koekoek
212,Schwan::N,eala,zwaan
213,Fisch::N,iasc,vis
214,Barsch::N,péirse,baars
215,Hecht::N,liús,snoek
216,Schlange[Tier]::N,nathair,slang
217,Wurm::N,péist,worm
218,Spinne::N,damhán alla,spin
219,Ameise::N,seangán,mier
220,Laus::N,míol,luis
221,Mücke::N,muiscít,mug
222,Mücke::N,corrmhíol,mug
223,Fliege::N,cuil,vlieg
224,Fliege::N,cuileog,vlieg
225,Schmetterling::N,féileacán,vlinder
226,Beere::N,caor,bes
227,Apfel::N,úll,appel
228,Pilz::N,beacán,paddestoel
229,Pilz::N,muisiriún,paddestoel
230,Zwiebel::N,oinniún,ui
231,Saat::N,síol,zaad
232,Korn::N,gráinne,graan
233,Korn::N,gráinne,korrel
234,Heu::N,féar,hooi
235,Schale::N,scaimh,schil
236,Grube::N,poll,kuil
237,Falle::N,gaiste,val
238,Schlinge::N,sealán,strop
239,Spur::N,rian,spoor
240,Asche::N,luaith,as
241,Dreck::N,salachar,drek
242,Eisen::N,iarann,ijzer
243,Gold::N,ór,goud
244,Silber::N,airgead,zilver
245,Kohle::N,gual,kool
246,Glas::N,gloine,glas
247,Lehm::N,cré,klei
248,Sand::N,gaineamh,zand
249,Mensch::N,duine,mens
250,Mann::N,fear,man
251,Frau::N,bean,vrouw
252,Kind::N,gasúr,kind
253,Kind::N,páiste,kind
254,Junge::N,buachaill,jongen
255,Mädchen::N,cailín,meisje
256,Familie::N,teaghlach,gezin
257,Familie::N,teaghlach,familie
258,Familie::N,comhluadar,gezin
259,Familie::N,comhluadar,familie
260,Großvater::N,seanathair,grootvader
261,Großmutter::N,seanmháthair,grootmoeder
262,Eltern::N,tuismitheoirí,ouders
263,Vater::N,athair,vader
264,Mutter::N,máthair,moeder
265,Sohn::N,mac,zoon
266,Tochter::N,iníon,dochter
267,Bruder::N,deartháir,broer
268,Bruder::N,deartháir,broeder
269,Schwester::N,deirfiúr,zus
270,Schwester::N,deirfiúr,zuster
271,Onkel::N,uncail,oom
272,Tante::N,aintín,tante
273,Ehemann::N,fear céile,echtgenoot
274,Ehefrau::N,bean chéile,echtgenote
275,Freude::N,áthas,vreugde
276,Gelächter::N,gáire,gelach
277,Glück::N,séan,geluk
278,Glück::N,sonas,geluk
279,Kummer::N,brón,verdriet
280,Kummer::N,buairt,verdriet
281,Wunsch::N,guí,wens
282,Wunsch::N,guí,verlangen
283,Wunsch::N,achainí,wens
284,Wunsch::N,achainí,verlangen
285,Lust::N,fonn,zin
286,Lust::N,fonn,lust
287,Geist::N,meon,geest
288,Geist::N,spiorad,geest
289,Gedanke::N,smaoineamh,gedachte
290,Gedächtnis::N,cuimhne,geheugen
291,Verstand::N,ciall,verstand
292,Verstand::N,intinn,verstand
293,Sinn::N,brí,betekenis
294,Sinn::N,ciall,betekenis
295,Grund::N,fáth,reden
296,Wahrheit::N,fírinne,waarheid
297,Gespräch::N,comhrá,gesprek
298,Märchen::N,scéal,sprookje
299,Erzählung::N,scéal,verhaal
300,Nachricht::N,teachtaireacht,tijding
301,Neuigkeit::N,scéala,nieuws
302,Neuigkeit::N,scéala,nieuwtje
303,Name::N,ainm,naam
304,Rätsel::N,tomhas,raadsel
305,Rede::N,óráid,rede
306,Rede::N,aitheasc,rede
307,Sprache::N,teanga,taal
308,Stimme::N,guth,stem
309,Wort::N,focal,woord
310,Zeichen::N,comhartha,teken
311,Ruf::N,glaoch,roep
312,Lärm::N,torann,lawaai
313,Laut::N,fuaim,klank
314,Laut::N,fuaim,geluid
315,Ton::N,ton,toon
316,Ton::N,ton,klank
317,Lied::N,amhrán,lied
318,Ruhe::N,suaimhneas,rust
319,Ruhe::N,suaimhneas,stilte
320,Leute::N,muintir,lui
321,Leute::N,muintir,mensen
322,Volk::N,pobal,volk
323,Arbeit::N,obair,werk
324,Arbeit::N,obair,arbeid
325,Gast::N,aoi,gast
326,Geschenk::N,féirín,cadeau
327,Geschenk::N,féirín,geschenk
328,Geschenk::N,bronntanas,cadeau
329,Geschenk::N,bronntanas,geschenk
330,Spiel::N,cluiche,spel
331,Gesellschaft::N,comhluadar,gezelschap
332,Hilfe::N,cúnamh,hulp
333,Hilfe::N,cabhair,hulp
334,Freund::N,cara,vriend
335,Kamerad::N,comrádaí,maat
336,Kamerad::N,comrádaí,metgezel
337,Angelegenheit::N,ábhar,zaak
338,Angelegenheit::N,ábhar,aangelegenheid
339,Anzahl::N,líon,tal
340,Anzahl::N,líon,aantal
341,Art::N,sórt,slag
342,Art::N,sórt,soort
343,Art::N,saghas,slag
344,Art::N,saghas,soort
345,Stück::N,píosa,stuk
346,Teil::N,cuid,deel
347,Teil::N,páirt,deel
348,Hälfte::N,leath,helft
349,Kreis::N,ciorcal,kring
350,Kreis::N,ciorcal,cirkel
351,Kreuz::N,cros,kruis
352,Linie::N,líne,lijn
353,Strich::N,stríoc,haal
354,Strich::N,stríoc,streep
355,Abstand::N,achar,afstand
356,Entfernung::N,fad,afstand
357,Gegend::N,ceantar,streek
358,Platz::N,áit,ruimte
359,Platz::N,spás,ruimte
360,Ort::N,áit,oord
361,Ort::N,áit,plaats
362,Seite::N,taobh,zij
363,Seite::N,taobh,kant
364,Seite::N,taobh,zijde
365,Mitte::N,lár,midden
366,Gegenstand::N,ball,voorwerp
367,Gegenstand::N,ábhar,voorwerp
368,Sache::N,ní,zaak
369,Sache::N,rud,zaak
370,Rand::N,imeall,rand
371,Rand::N,imeall,boord
372,Rand::N,ciumhais,rand
373,Rand::N,ciumhais,boord
374,Kante::N,corr,kant
375,Kante::N,colbha,kant
376,Ecke::N,coirnéal,hoek
377,Spitze::N,gob,punt
378,Spitze::N,gob,spits
379,Spitze::N,barr,punt
380,Spitze::N,barr,spits
381,Ende::N,ceann,einde
382,Ende::N,ceann,uiteinde
383,Ende::N,foirceann,einde
384,Ende::N,foirceann,uiteinde
385,Loch::N,poll,gat
386,Winkel::N,cúinne,hoek
387,Winkel::N,uillinn,hoek
388,Muster::N,patrún,dessin
389,Muster::N,patrún,patroon
390,Größe::N,méid,grootte
391,Größe::N,toise,grootte
392,Länge::N,fad,lengte
393,Höhe::N,airde,hoogte
394,Gewicht::N,meáchan,gewicht
395,Menge::N,méid,hoeveelheid
396,Haufen::N,cnap,hoop
397,Reihe::N,líne,rij
398,Reihe::N,líne,reeks
399,Reihe::N,sraith,rij
400,Reihe::N,sraith,reeks
401,Boot::N,bád,boot
402,Ruder::N,rámh,roeiriem
403,Ruder::N,maide rámha,roeiriem
404,Schlitten::N,carr sleamhnáin,slee
405,Schlitten::N,carr sleamhnáin,slede
406,Ski::N,scí,ski
407,Lagerfeuer::N,tine champa,kampvuur
408,Last::N,ualach,last
409,Last::N,ualach,vracht
410,Gang::N,siúlóid,wandeling
411,Schritt::N,céim,stap
412,Schritt::N,céim,schrede
413,Schritt::N,coiscéim,stap
414,Schritt::N,coiscéim,schrede
415,Norden::N,tuaisceart,noorden
416,Süden::N,deisceart,zuiden
417,Westen::N,iarthar,westen
418,Osten::N,oirthear,oosten
419,Holz::N,adhmad,hout
420,Brett::N,clár,plank
421,Platte::N,leac,plaat
422,Stütze::N,taca,stut
423,Stütze::N,taca,steun
424,Stange::N,polla,stang
425,Stange::N,cuaille,stang
426,Stock::N,bata,stok
427,Stock::N,maide,stok
428,Stab::N,maide,staf
429,Stab::N,bachall,staf
430,Rohr::N,píopa,pijp
431,Haus::N,teach,huis
432,Heim::N,baile,tehuis
433,Ofen::N,sornóg,kachel
434,Fußboden::N,urlár,vloer
435,Tisch::N,bord,tafel
436,Tisch::N,tábla,tafel
437,Stuhl::N,cathaoir,stoel
438,Wiege::N,cliabhán,wieg
439,Bett::N,leaba,bed
440,Regal::N,seilf,rek
441,Kiste::N,bosca,kist
442,Fenster::N,fuinneoig,raam
443,Fenster::N,fuinneoig,venster
444,Tür::N,doras,deur
445,Tor::N,geata,poort
446,Zaun::N,fál,omheining
447,Zaun::N,claí,omheining
448,Dach::N,díon,dak
449,Leiter::N,dréimire,ladder
450,Besen::N,scuab,bezem
451,Spaten::N,spád,schop
452,Spaten::N,rámhainn,schop
453,Schaufel::N,sluasaid,schep
454,Gabel::N,forc,vork
455,Gabel::N,gabhlóg,vork
456,Löffel::N,spúnóg,lepel
457,Messer::N,scian,mes
458,Nagel::N,tairne,spijker
459,Netz::N,líon,net
460,Netz::N,eangach,net
461,Haken::N,croch,haak
462,Griff::N,cos,handvat
463,Griff::N,hanla,handvat
464,Schloss::N,glas,slot
465,Bild::N,pictiúr,beeld
466,Figur::N,fíor,figuur
467,Puppe::N,bábóg,pop
468,Beutel::N,mála,zak
469,Beutel::N,mála,buidel
470,Beutel::N,mealbhóg,zak
471,Beutel::N,mealbhóg,buidel
472,Bündel::N,beart,pak
473,Bündel::N,beart,bundel
474,Tasche::N,mála,tas
475,Eimer::N,buicéad,emmer
476,Deckel::N,clár,deksel
477,Deckel::N,claibín,deksel
478,Geschirr::N,soithí,vaatwerk
479,Geschirr::N,gréithe,vaatwerk
480,Sack::N,sac,zak
481,Sack::N,mála,zak
482,Tasse::N,cupán,kop
483,Topf::N,pota,pan
484,Kessel::N,citeal,ketel
485,Essen::N,béile,eten
486,Nahrung::N,bia,voedsel
487,Speise::N,mias,spijs
488,Fleisch::N,feoil,vlees
489,Getreide::N,grán,graan
490,Getreide::N,arbhar,graan
491,Brei::N,brúitín,pap
492,Brei::N,brúitín,brij
493,Brot::N,arán,brood
494,Scheibe::N,píosa,plak
495,Scheibe::N,píosa,snede
496,Scheibe::N,slisne,plak
497,Scheibe::N,slisne,snede
498,Fett::N,saill,vet
499,Fett::N,méathras,vet
500,Butter::N,im,boter
501,Öl::N,ola,olie
502,Salz::N,salann,zout
503,Suppe::N,sú,soep
504,Suppe::N,anraith,soep
505,Honig::N,mil,honing
506,Milch::N,bainne,melk
507,Tee::N,tae,thee
508,Leder::N,leathar,leer
509,Leder::N,leathar,leder
510,Wolle::N,olann,wol
511,Stoff::N,éadach,stof
512,Nadel::N,snáthaid,naald
513,Faden::N,snáth,draad
514,Knopf::N,cnaipe,knoop
515,Knoten::N,snaidhm,knoop
516,Farbe::N,péint,verf
517,Kleidung::N,éadaí,kledij
518,Kleidung::N,éadaí,kleding
519,Hemd::N,léine,hemd
520,Kragen::N,bóna,kraag
521,Ärmel::N,muinchille,mouw
522,Hose::N,bríste,broek
523,Hose::N,bríste,pantalon
524,Hose::N,treabhsar,broek
525,Hose::N,treabhsar,pantalon
526,Gürtel::N,crios,riem
527,Gürtel::N,crios,gordel
528,Mütze::N,caipín,muts
529,Schuh::N,bróg,schoen
530,Stiefel::N,buatais,laars
531,Ring::N,fáinne,ring
532,Band::N,ribín,lint
533,Kamm::N,cíor,kam
534,Spiegel::N,scáthán,spiegel
535,Riemen::N,iall,riem
536,Riemen::N,strapa,riem
537,Schnur::N,téad,koord
538,Schnur::N,sreangán,koord
539,Leine::N,iall,lijn
540,Decke::N,pluid,deken
541,Decke::N,blaincéad,deken
542,Kissen::N,piliúr,kussen
543,Kissen::N,adhartán,kussen
544,Tuch::N,scaif,doek
545,Handtuch::N,tuáille,handdoek
546,Kraft::N,fórsa,kracht
547,Stärke::N,neart,sterkte
548,Gesundheit::N,sláinte,gezondheid
549,Krankheit::N,tinneas,ziekte
550,Krankheit::N,breoiteacht,ziekte
551,Schmerz::N,pian,pijn
552,Wunde::N,goin,wond
553,Fieber::N,fiabhras,koorts
554,Arznei::N,cógas,medicament
555,Arznei::N,cógas,geneesmiddel
556,Brücke::N,droichead,brug
557,Brunnen::N,tobar,put
558,Brunnen::N,tobar,bron
559,Weide::N,féarach,wei
560,Weide::N,féarach,weide
561,Pfad::N,cosán,pad
562,Pfad::N,conair,pad
563,Weg::N,slí,weg
564,Weg::N,bealach,weg
565,Straße::N,bóthar,baan
566,Straße::N,bóthar,straat
567,Dorf::N,sráidbhaile,dorp
568,Stadt::N,baile,stad
569,Stadt::N,cathair,stad
570,Brief::N,litir,brief
571,Buch::N,cín,boek
572,Buch::N,leabhar,boek
573,Buchstabe::N,litir,letter
574,Zeitung::N,nuachtán,krant
575,Zeitung::N,nuachtán,dagblad
576,Leben::N,saol,leven
577,Leben::N,beatha,leven
578,Tod::N,bás,dood
579,Grab::N,uaigh,graf
580,Kirche::N,eaglais,kerk
581,Sünde::N,peaca,zonde
582,Gott::N,dia,god
583,Arbeiter::N,oibrí,arbeider
584,Chef::N,saoiste,chef
585,Chef::N,ceannasaí,chef
586,Meister::N,máistir,meester
587,Arzt::N,lia,arts
588,Arzt::N,lia,dokter
589,Arzt::N,dochtúir,arts
590,Arzt::N,dochtúir,dokter
591,Lehrer::N,oide,leraar
592,Lehrer::N,oide,onderwijzer
593,Lehrer::N,múinteoir,leraar
594,Lehrer::N,múinteoir,onderwijzer
595,Geld::N,airgead,geld
596,Geschäft::N,gnó,zaak
597,Laden::N,siopa,winkel
598,Preis::N,praghas,prijs
599,Ware::N,earra,waar
600,Nutzen::N,tairbhe,nut
601,Nutzen::N,tairbhe,voordeel
602,Reichtum::N,rachmas,rijkdom
603,Reichtum::N,saibhreas,rijkdom
604,Welt::N,domhan,wereld
605,Land::N,tír,land
606,Staat::N,stát,staat
607,König::N,rí,koning
608,Macht::N,cumhacht,macht
609,Grenze::N,críoch,grens
610,Grenze::N,teorainn,grens
611,Krieg::N,cogadh,oorlog
612,Feind::N,namhaid,vijand
613,Gewalt::N,foréigean,geweld
614,Kampf::N,troid,strijd
615,Kampf::N,troid,gevecht
616,Bogen[Waffe]::N,bogha,boog
617,Pfeil::N,saighead,pijl
618,Gewehr::N,gunna,geweer
619,Fehler::N,botún,fout
620,Fehler::N,meancóg,fout
621,Lüge::N,bréag,leugen
622,Lüge::N,éitheach,leugen
623,Schaden::N,dochar,schade
624,Schaden::N,damáiste,schade
625,Unglück::N,drochrath,tegenspoed
626,Schuld::N,locht,schuld
627,Schuld::N,milleán,schuld
628,Alter::N,aois,leeftijd
629,Schluss::N,deireadh,slot
630,Zeit::N,am,tijd
631,Zeit::N,aimsir,tijd
632,Tag::N,lá,dag
633,Morgen::N,maidin,morgen
634,Morgen::N,maidin,ochtend
635,Mittag::N,nóin,middag
636,Abend::N,tráthnóna,avond
637,Nacht::N,oíche,nacht
638,Woche::N,seachtain,week
639,Monat::N,mí,maand
640,Jahr::N,bliain,jaar
641,Frühling::N,earrach,lente
642,Frühling::N,earrach,voorjaar
643,Sommer::N,samhradh,zomer
644,Herbst::N,fómhar,herfst
645,Winter::N,geimhreadh,winter
646,Januar::N,Eanáir,januari
647,Februar::N,Feabhra,februari
648,März::N,Márta,maart
649,April::N,Aibreán,april
650,Mai::N,Bealtaine,mei
651,Juni::N,Meitheamh,juni
652,Juli::N,Iúil,juli
653,August::N,Lúnasa,augustus
654,September::N,Meán Fómhair,september
655,Oktober::N,Deireadh Fómhair,oktober
656,November::N,Samhain,november
657,November::N,Mí na Samhna,november
658,Dezember::N,Mí na Nollag,december
659,Montag::N,Luan,maandag
660,Montag::N,Dé Luain,maandag
661,Dienstag::N,Máirt,dinsdag
662,Dienstag::N,Dé Máirt,dinsdag
663,Mittwoch::N,Céadaoin,woensdag
664,Mittwoch::N,Dé Céadaoin,woensdag
665,Donnerstag::N,Déardaoin,donderdag
666,Freitag::N,Aoine,vrijdag
667,Freitag::N,Dé hAoine,vrijdag
668,Samstag::N,Satharn,zaterdag
669,Samstag::N,Dé Sathairn,zaterdag
670,Sonntag::N,Domhnach,zondag
671,Sonntag::N,Dé Domhnaigh,zondag
672,groß::A,mór,groot
673,klein::A,beag,klein
674,lang::A,fada,lang
675,kurz::A,gearr,kort
676,kurz::A,gairid,kort
677,breit::A,leathan,breed
678,breit::A,fairsing,breed
679,schmal::A,cúng,smal
680,dicht::A,dlúth,dicht
681,dick[Gegenstand]::A,tiubh,dik
682,dünn::A,caol,dun
683,dünn::A,tanaí,dun
684,fein::A,scáinte,fijn
685,fein::A,fíneálta,fijn
686,fest::A,daingean,vast
687,flach::A,cothrom,plat
688,glatt::A,mín,glad
689,glatt::A,sleamhain,glad
690,hart::A,crua,hard
691,weich::A,bog,week
692,rund::A,cruinn,rond
693,spitz::A,gobach,spits
694,spitz::A,gobach,puntig
695,spitz::A,biorach,spits
696,spitz::A,biorach,puntig
697,scharf::A,géar,scherp
698,scharf::A,faobhrach,scherp
699,stumpf::A,maol,stomp
700,schwer::A,trom,zwaar
701,schön::A,álainn,mooi
702,schön::A,álainn,fraai
703,heiß::A,te,heet
704,warm::A,te,warm
705,kalt::A,fuar,koud
706,kühl::A,fionnuar,koel
707,frisch::A,úr,fris
708,frisch::A,friseáilte,fris
709,feucht::A,tais,vochtig
710,nass::A,fliuch,nat
711,trocken::A,tirim,droog
712,voll::A,lán,vol
713,leer::A,folamh,leeg
714,offen::A,oscailte,open
715,geschlossen::A,dúnta,gesloten
716,geschlossen::A,druidte,gesloten
717,sauber::A,glan,net
718,sauber::A,glan,schoon
719,schmutzig::A,salach,vuil
720,roh::A,amh,rauw
721,reif::A,aibí,rijp
722,lecker::A,blasta,lekker
723,süß::A,milis,zoet
724,bitter::A,searbh,bitter
725,sauer::A,géar,zuur
726,sauer::A,searbh,zuur
727,hell::A,geal,licht
728,hell::A,geal,helder
729,hell::A,soilseach,licht
730,hell::A,soilseach,helder
731,dunkel::A,dorcha,donker
732,schwarz::A,dubh,zwart
733,weiß::A,bán,wit
734,rot::A,dearg,rood
735,gelb::A,buí,geel
736,blau::A,gorm,blauw
737,grün::A,glas,groen
738,grün::A,uaine,groen
739,grau::A,liath,grijs
740,bunt::A,ildathach,bont
741,bunt::A,dathannach,bont
742,billig::A,saor,goedkoop
743,teuer::A,daor,duur
744,teuer::A,costasach,duur
745,wertvoll::A,luachmhar,kostbaar
746,wertvoll::A,luachmhar,waardevol
747,blind::A,dall,blind
748,blind::A,caoch,blind
749,taub::A,bodhar,doof
750,kräftig::A,cumhachtach,krachtig
751,stark::A,tréan,sterk
752,stark::A,láidir,sterk
753,schwach::A,lag,zwak
754,schwach::A,fann,zwak
755,fett::A,ramhar,vet
756,schlank::A,caol,slank
757,schlank::A,seang,slank
758,hübsch::A,álainn,leuk
759,hübsch::A,dathúil,leuk
760,böse::A,olc,kwaad
761,dumm::A,dúr,dom
762,dumm::A,amaideach,dom
763,faul::A,falsa,lui
764,faul::A,leisciúil,lui
765,fleißig::A,dícheallach,vlijtig
766,geizig::A,barainneach,gierig
767,geizig::A,sprionlaithe,gierig
768,klug::A,cliste,slim
769,klug::A,cliste,schrander
770,klug::A,cliste,verstandig
771,geschickt::A,oilte,handig
772,geschickt::A,oilte,vaardig
773,geschickt::A,ealaíonta,handig
774,geschickt::A,ealaíonta,vaardig
775,lieb::A,dil,lief
776,lieb::A,dílis,lief
777,lustig::A,aerach,vrolijk
778,lustig::A,meidhreach,vrolijk
779,sanft::A,bog,zacht
780,sanft::A,séimh,zacht
781,hungrig::A,ocrach,hongerig
782,krank::A,tinn,ziek
783,krank::A,breoite,ziek
784,nackt::A,nocht,naakt
785,traurig::A,brónach,treurig
786,traurig::A,brónach,bedroefd
787,lebendig::A,beo,levend
788,gut::A,maith,goed
789,schlecht::A,dona,slecht
790,schlecht::A,droch-,slecht
791,richtig::A,ceart,juist
792,schlimm::A,gránna,erg
793,schlimm::A,gránna,kwaad
794,schlimm::A,tubaisteach,erg
795,schlimm::A,tubaisteach,kwaad
796,wahr::A,fíor,waar
797,alt::A,sean,oud
798,neu::A,úr,nieuw
799,neu::A,nua,nieuw
800,ehemalig::A,iar-,voormalig
801,ehemalig::A,sean-,voormalig
802,alt[Lebewesen]::A,sean,oud
803,alt[Lebewesen]::A,aosta,oud
804,jung::A,óg,jong
805,arm::A,bocht,arm
806,reich::A,saibhir,rijk
807,reich::A,rachmasach,rijk
808,bekannt::A,atá eolas air,bekend
809,berühmt::A,cailiúil,beroemd
810,berühmt::A,clúiteach,beroemd
811,fremd::A,coimhthíoch,vreemd
812,verschieden::A,éagsúil,verscheiden
813,verschieden::A,éagsúil,verschillend
814,verschieden::A,difriúil,verscheiden
815,verschieden::A,difriúil,verschillend
816,nah::A,gar,nabij
817,nah::A,gar,nabijgelegen
818,nah::A,deas,nabij
819,nah::A,deas,nabijgelegen
820,fern::A,i bhfad uainn,ver
821,fern::A,i bhfad i gcéin,ver
822,linker::A,clé,linker
823,rechter::A,deas,rechter
824,anderer::A,eile,andere
825,erster::A,céad,eerste
826,zweiter::A,dóú,tweede
827,zweiter::A,dara,tweede
828,dritter::A,tríú,derde
829,dritter::A,treas,derde
830,letzter::A,déanach,laatste
831,letzter::A,deireanach,laatste
832,allein::ADV,i d'aonar,alleen
833,auf einmal::ADV,ag an am céanna,ineens
834,auf einmal::ADV,ag an am céanna,tegelijk
835,zusammen::ADV,le chéile,samen
836,zusammen::ADV,le chéile,bijeen
