,Concept_ID,mn,la
60,Träne::N,нулимс,lacrima
61,Geschmack::N,амт,sapor
62,Geschmack::N,амт,gustus
63,Geruch::N,үнэр,odor
64,Schlaf::N,нойр,somnus
65,Traum::N,зүүд,somnium
66,Himmel::N,тэнгэр,caelum
67,Himmel::N,огторгуй,caelum
68,Sonne::N,нар,sol
69,Mond::N,сар,luna
70,Stern::N,од,sidus
71,Stern::N,од,stella
72,Luft::N,агаар,aer
73,Wind::N,салхи,ventus
74,Welle::N,долгио,unda
75,Welle::N,давалгаа,unda
76,Wasser::N,ус,aqua
77,Stein::N,чулуу,lapis
78,Boden::N,хөрс,solum
79,Erde::N,газар,terra
80,Erde::N,шороо,terra
81,Staub::N,тоос,pulvis
82,Rauch::N,утаа,fumus
83,Funke::N,оч,scintilla
84,Feuer::N,гал,ignis
85,Licht::N,гэрэл,lux
86,Licht::N,гэрэл,lumen
87,Licht::N,гэгээ,lux
88,Licht::N,гэгээ,lumen
89,Schatten::N,сүүдэр,umbra
90,Wetter::N,тэнгэр,caelum
91,Wetter::N,тэнгэр,tempestas
92,Wetter::N,цаг уур,caelum
93,Wetter::N,цаг уур,tempestas
94,Nebel::N,будан,nebula
95,Wolke::N,үүл,nubes
96,Regen::N,бороо,imber
97,Regen::N,бороо,pluvia
98,Schnee::N,цас,nix
99,Eis::N,мөс,glacies
100,Frost::N,хүйт,gelu
101,Kälte::N,хүйт,frigus
102,Hitze::N,халуун,calor
103,Hitze::N,халуун,aestus
104,Raureif::N,цан,pruina
105,Raureif::N,хяруу,pruina
106,Regenbogen::N,солонго,arcus
107,Donner::N,тэнгэрийн дуу,tonitrus
108,Strömung::N,урсгал,fluctus
109,Tropfen::N,дусал,gutta
110,Schaum::N,хөөс,spuma
111,Schmutz::N,хир,sordes
112,Schmutz::N,хир,squalor
113,Schmutz::N,шавхай,sordes
114,Schmutz::N,шавхай,squalor
115,See::N,нуур,lacus
116,Sumpf::N,намаг,palus
117,Sumpf::N,балчиг,palus
118,Moor::N,хүлрийн намаг,palus
119,Wiese::N,нуга,pratum
120,Wald::N,ой,silva
121,Hügel::N,болдог,collis
122,Anhöhe::N,гүвээ,specula
123,Berg::N,уул,mons
124,Gipfel::N,орой,vertex
125,Gipfel::N,оргил,vertex
126,Höhle::N,агуй,caverna
127,Höhle::N,агуй,spelunca
128,Abhang::N,хүр,declivum
129,Quelle::N,булаг,fons
130,Bach::N,горхи,rivus
131,Fluss::N,гол,flumen
132,Fluss::N,мөрөн,flumen
133,Ufer::N,эрэг,ripa
134,Küste::N,эрэг,litus
135,Festland::N,хуурай газар,continens
136,Meer::N,далай,mare
137,Meer::N,тэнгис,mare
138,Bucht::N,булан,sinus
139,Bucht::N,далайн тохой,sinus
140,Insel::N,арал,insula
141,Blume::N,цэцэг,flos
142,Gras::N,өвс,herba
143,Gras::N,өвс,gramen
144,Gras::N,ногоо,herba
145,Gras::N,ногоо,gramen
146,Wurzel::N,үндэс,radix
147,Baum::N,мод,arbor
148,Stamm::N,иш,truncus
149,Stamm::N,гуалин,truncus
150,Rinde::N,холтос,cortex
151,Ast::N,гишүү,ramus
152,Zweig::N,салаа,ramus
153,Blatt::N,навч,folium
154,Birke::N,хус,betulla
155,Kiefer[Baum]::N,нарс,pinus
156,Weide[Baum]::N,уд,salix
157,Weide[Baum]::N,бургас,salix
158,Tanne::N,гачуур,abies
159,Horn::N,эвэр,cornu
160,Feder::N,өд,penna
161,Fell::N,арьс,pellis
162,Flügel::N,жигүүр,ala
163,Flügel::N,далавч,ala
164,Klaue::N,савар,unguis
165,Klaue::N,хумс,unguis
166,Kralle::N,савар,unguis
167,Schwanz::N,сүүл,cauda
168,Ei::N,өндөг,ovum
169,Nest::N,үүр,nidus
170,Bau::N,нүх,cavum
171,Bau::N,нүх,latibulum
172,Bau::N,элүү,cavum
173,Bau::N,элүү,latibulum
174,Tier::N,амьтан,bestia
175,Tier::N,адгуус,bestia
176,Herde::N,сүрэг,grex
177,Kuh::N,үнээ,vacca
178,Bulle::N,бух,taurus
179,Pferd::N,морь,equus
180,Pferd::N,адуу,equus
181,Schaf::N,хонь,ovis
182,Schwein::N,гахай,sus
183,Schwein::N,гахай,porcus
184,Hund::N,нохой,canis
185,Katze::N,муур,felis
186,Katze::N,мигуй,felis
187,Bär::N,баавгай,ursus
188,Eichhörnchen::N,хэрэм,sciurus
189,Elch::N,хандгай,alces
190,Fuchs::N,үнэг,vulpes
191,Hase::N,туулай,lepus
192,Maus::N,хулгана,mus
193,Wolf::N,чоно,lupus
194,Vogel::N,шувуу,avis
195,Schwarm::N,сүрэг,examen
196,Huhn::N,тахиа,gallina
197,Hahn::N,эр тахиа,gallus
198,Gans::N,галуу,anser
199,Adler::N,бүргэд,aquila
200,Ente::N,нугас,anas
201,Eule::N,ууль,ulula
202,Eule::N,ууль,noctua
203,Kranich::N,тогоруу,grus
204,Krähe::N,хэрээ,cornix
205,Kuckuck::N,хөхөө,cuculus
206,Schwan::N,хун,olor
207,Schwan::N,хун,cycnus
208,Fisch::N,загас,piscis
209,Barsch::N,алгана,perca
210,Hecht::N,цурхай,esox
211,Schlange[Tier]::N,могой,serpens
212,Wurm::N,өт,vermis
213,Wurm::N,хорхой,vermis
214,Spinne::N,аалз,aranea
215,Ameise::N,шоргоолж,formica
216,Laus::N,бөөс,pediculus
217,Mücke::N,шумуул,culex
218,Fliege::N,ялаа,musca
219,Schmetterling::N,эрвээхэй,papilio
220,Beere::N,жимсгэнэ,baca
221,Apfel::N,алим,malum
222,Pilz::N,мөөг,fungus
223,Zwiebel::N,сонгино,cepa
224,Saat::N,тариа,seges
225,Korn::N,үр,granum
226,Korn::N,мөхлөг,granum
227,Heu::N,өвс,faenum
228,Schale::N,хальс,putamen
229,Grube::N,алам,fovea
230,Grube::N,нүх,fovea
231,Falle::N,хавх,pedica
232,Falle::N,занга,pedica
233,Schlinge::N,урхи,laqueus
234,Spur::N,мөр,vestigium
235,Asche::N,үнс,cinis
236,Dreck::N,хир,lutum
237,Eisen::N,төмөр,ferrum
238,Gold::N,алт,aurum
239,Silber::N,мөнгө,argentum
240,Kohle::N,нүүрс,carbo
241,Glas::N,шил,vitrum
242,Lehm::N,шавар,lutum
243,Sand::N,элс,arena
244,Mensch::N,хүн,homo
245,Mann::N,эр,vir
246,Mann::N,эрэгтэй,vir
247,Frau::N,эмэгтэй,mulier
248,Frau::N,хатагтай,mulier
249,Kind::N,хүүхэд,puer
250,Kind::N,хүүхэд,infans
251,Junge::N,хүү,puer
252,Mädchen::N,охин,puella
253,Mädchen::N,бүсгүй,puella
254,Familie::N,айл,familia
255,Großvater::N,өвгөн аав,avus
256,Großmutter::N,эмэг эх,avia
257,Großmutter::N,эмгээ,avia
258,Eltern::N,эцэг эх,parentes
259,Vater::N,аав,pater
260,Vater::N,эцэг,pater
261,Mutter::N,эх,mater
262,Mutter::N,ээж,mater
263,Sohn::N,хүү,filius
264,Tochter::N,охин,filia
265,Bruder::N,ах,frater
266,Bruder::N,дүү,frater
267,Schwester::N,эгч,soror
268,Schwester::N,охин дүү,soror
269,Onkel::N,авга ах,patruus
270,Onkel::N,авга ах,avunculus
271,Onkel::N,нагац ах,patruus
272,Onkel::N,нагац ах,avunculus
273,Tante::N,авга эгч,amita
274,Tante::N,нагац эгч,amita
275,Ehemann::N,нөхөр,maritus
276,Ehefrau::N,эхнэр,uxor
277,Ehefrau::N,гэргий,uxor
278,Freude::N,баяр,gaudium
279,Freude::N,баяр,laetitia
280,Freude::N,баясгалан,gaudium
281,Freude::N,баясгалан,laetitia
282,Gelächter::N,инээдэм,risus
283,Glück::N,жаргалан,felicitas
284,Kummer::N,гаслан,aegritudo
285,Wunsch::N,ерөөл,voluntas
286,Wunsch::N,ерөөл,desiderium
287,Lust::N,дур,libido
288,Lust::N,дур,voluptas
289,Lust::N,хүсэл,libido
290,Lust::N,хүсэл,voluptas
291,Geist::N,оюун,mens
292,Geist::N,оюун,animus
293,Gedanke::N,сэтгэл,sententia
294,Gedächtnis::N,ой,memoria
295,Gedächtnis::N,цээж,memoria
296,Verstand::N,ухаан,ratio
297,Verstand::N,ухаан,ingenium
298,Sinn::N,утга,sensus
299,Grund::N,учир,causa
300,Wahrheit::N,үнэн,veritas
301,Gespräch::N,яриа,sermo
302,Märchen::N,явган үлгэр,fabula
303,Erzählung::N,тууж,fabula
304,Erzählung::N,тууж,narratio
305,Nachricht::N,мэдээ,nuntius
306,Neuigkeit::N,сонин,novitas
307,Name::N,нэр,nomen
308,Rätsel::N,оньсого,aenigma
309,Rede::N,хэлсэн үг,oratio
310,Sprache::N,хэл,lingua
311,Stimme::N,дуу,vox
312,Wort::N,үг,verbum
313,Wort::N,үг,vocabulum
314,Zeichen::N,тамга,signum
315,Zeichen::N,тэмдэг,signum
316,Ruf::N,дуудлага,clamor
317,Lärm::N,шуугиан,strepitus
318,Lärm::N,чимээ,strepitus
319,Laut::N,анир,sonus
320,Laut::N,дуу,sonus
321,Ton::N,авиа,sonus
322,Ton::N,аялгуу,sonus
323,Lied::N,дуу,carmen
324,Ruhe::N,энх,quies
325,Ruhe::N,тайван,quies
326,Leute::N,хүмүүс,homines
327,Volk::N,улс,populus
328,Arbeit::N,ажил,labor
329,Arbeit::N,хөдөлмөр,labor
330,Gast::N,зочин,hospes
331,Gast::N,зочин,conviva
332,Gast::N,айлчин,hospes
333,Gast::N,айлчин,conviva
334,Geschenk::N,бэлэг,munus
335,Spiel::N,наадам,ludus
336,Spiel::N,тоглоом,ludus
337,Gesellschaft::N,хамт байх,societas
338,Hilfe::N,тусламж,auxilium
339,Hilfe::N,тусламж,subsidium
340,Freund::N,найз,amicus
341,Freund::N,нөхөр,amicus
342,Kamerad::N,хань,socius
343,Kamerad::N,нөхөр,socius
344,Angelegenheit::N,хэрэг,res
345,Anzahl::N,тоо,numerus
346,Art::N,төрөл,genus
347,Art::N,янз,genus
348,Stück::N,хэсэг,frustum
349,Stück::N,хэсэг,fragmentum
350,Teil::N,хувь,pars
351,Teil::N,хэсэг,pars
352,Hälfte::N,хагас,dimidium
353,Kreis::N,тойрог,orbis
354,Kreis::N,тойрог,circus
355,Kreis::N,хүрээ,orbis
356,Kreis::N,хүрээ,circus
357,Kreuz::N,загалмай,crux
358,Linie::N,шугам,linea
359,Strich::N,зураас,lineamentum
360,Abstand::N,зай,intervallum
361,Entfernung::N,зай,spatium
362,Entfernung::N,хол ойр,spatium
363,Gegend::N,хавь,loca
364,Gegend::N,хавь,regio
365,Gegend::N,газар,loca
366,Gegend::N,газар,regio
367,Platz::N,зай,locus
368,Platz::N,завсар,locus
369,Ort::N,газар,locus
370,Ort::N,байр,locus
371,Seite::N,тал,latus
372,Seite::N,этгээд,latus
373,Mitte::N,төв,medium
374,Mitte::N,дунд,medium
375,Gegenstand::N,юм,res
376,Sache::N,үйл,res
377,Sache::N,хэрэг,res
378,Rand::N,зах,margo
379,Rand::N,хөвөө,margo
380,Kante::N,ирмэг,angulus
381,Ecke::N,өнцөг,angulus
382,Spitze::N,үзүүр,cacumen
383,Ende::N,зах,caput
384,Ende::N,үзүүр,caput
385,Loch::N,цоорхой,foramen
386,Loch::N,онгорхой,foramen
387,Winkel::N,өнцөг,angulus
388,Muster::N,хээ,exemplum
389,Muster::N,угалз,exemplum
390,Größe::N,хэмжээ,magnitudo
391,Länge::N,урт,longitudo
392,Höhe::N,өндөр,altitudo
393,Gewicht::N,жин,pondus
394,Menge::N,тоо,copia
395,Haufen::N,бөөн,acervus
396,Reihe::N,эгнээ,ordo
397,Boot::N,завь,navicula
398,Ruder::N,сэлүүр,remus
399,Schlitten::N,чарга,sclodia
400,Ski::N,цана,narta
401,Lagerfeuer::N,түүдэг,ignis
402,Last::N,ачаа,onus
403,Gang::N,явдал,cursus
404,Schritt::N,алхам,gradus
405,Norden::N,умар,septentriones
406,Süden::N,урд,meridies
407,Süden::N,өмнө,meridies
408,Westen::N,өрнө,occidens
409,Westen::N,баруун,occidens
410,Osten::N,зүүн,oriens
411,Osten::N,дорно,oriens
412,Holz::N,мод,lignum
413,Brett::N,банз,tabula
414,Platte::N,хавтан,lamina
415,Stütze::N,тулгуур,adminiculum
416,Stütze::N,тулга,adminiculum
417,Stange::N,сургааг,pertica
418,Stock::N,саваа,baculum
419,Stab::N,таяг,scipio
420,Rohr::N,хоолой,tubus
421,Haus::N,гэр,aedes
422,Haus::N,байшин,aedes
423,Heim::N,гэр,domicilium
424,Ofen::N,зуух,fornax
425,Ofen::N,пийшин,fornax
426,Fußboden::N,шал,solum
427,Tisch::N,ширээ,mensa
428,Stuhl::N,сандал,sella
429,Wiege::N,өлгий,cunae
430,Bett::N,ор,lectus
431,Regal::N,тавиур,foruli
432,Kiste::N,авдар,cista
433,Kiste::N,хайрцаг,cista
434,Fenster::N,гэгээвч,fenestra
435,Tür::N,үүд,ianua
436,Tür::N,хаалга,ianua
437,Tor::N,хаалга,porta
438,Zaun::N,хашаа,saepes
439,Dach::N,дээвэр,tectum
440,Leiter::N,шат,scalae
441,Besen::N,хамуур,scopae
442,Besen::N,туужуу,scopae
443,Spaten::N,хүрз,pala
444,Schaufel::N,хүрз,pala
445,Gabel::N,сэрээ,fuscinula
446,Löffel::N,халбага,coclear
447,Messer::N,хутга,culter
448,Nagel::N,хадаас,clavus
449,Netz::N,өөш,rete
450,Netz::N,тор,rete
451,Haken::N,гох,hamus
452,Griff::N,иш,manubrium
453,Griff::N,сэнж,manubrium
454,Schloss::N,цуурга,claustra
455,Schloss::N,цоож,claustra
456,Bild::N,зураг,tabula
457,Bild::N,зураг,pictura
458,Figur::N,баримал,statunculum
459,Puppe::N,хүүхэлдэй,pupa
460,Beutel::N,агсаа,sacculus
461,Beutel::N,уут,sacculus
462,Bündel::N,боодол,fascis
463,Tasche::N,цүнх,sacculus
464,Eimer::N,хөнөг,situla
465,Eimer::N,хувин,situla
466,Deckel::N,таг,operculum
467,Deckel::N,хавхаг,operculum
468,Geschirr::N,сав суулга,vasa
469,Sack::N,шуудай,saccus
470,Tasse::N,аяга,pocillum
471,Topf::N,тогоо,olla
472,Kessel::N,тогоо,aenum
473,Essen::N,идээ,cena
474,Nahrung::N,хүнс,cibus
475,Nahrung::N,хүнс,alimenta
476,Speise::N,идээ,cibus
477,Fleisch::N,мах,caro
478,Getreide::N,будаа,frumentum
479,Brei::N,богшмол,puls
480,Brei::N,будаа,puls
481,Brot::N,талх,panis
482,Scheibe::N,зүсэм,frustum
483,Scheibe::N,хэрчим,frustum
484,Fett::N,өөх,pingue
485,Butter::N,тос,butȳrum
486,Öl::N,тос,oleum
487,Salz::N,давс,sal
488,Suppe::N,шөл,ius
489,Honig::N,бал,mel
490,Milch::N,сүү,lac
491,Tee::N,цай,thea
492,Leder::N,арьс,corium
493,Leder::N,савхи,corium
494,Wolle::N,ноос,lana
495,Wolle::N,унгас,lana
496,Stoff::N,бөс,textum
497,Nadel::N,зүү,acus
498,Faden::N,боолт,filum
499,Faden::N,утас,filum
500,Knopf::N,товч,bulla
501,Knoten::N,зангилаа,nodus
502,Farbe::N,будаг,pigmentum
503,Kleidung::N,хувцас,vestimenta
504,Hemd::N,цамц,tunica
505,Kragen::N,зах заам,collare
506,Ärmel::N,ханцуй,manica
507,Hose::N,өмд,bracae
508,Gürtel::N,бүс,cingulum
509,Mütze::N,малгай,pilleus
510,Mütze::N,бүрх,pilleus
511,Schuh::N,туфли,calceus
512,Stiefel::N,гутал,pero
513,Stiefel::N,гутал,caliga
514,Ring::N,бөгж,anulus
515,Band::N,тууз,redimiculum
516,Kamm::N,сам,pecten
517,Spiegel::N,толь,speculum
518,Riemen::N,тасам,lorum
519,Riemen::N,сур,lorum
520,Schnur::N,татлага,linum
521,Leine::N,оосор,retinaculum
522,Decke::N,хөнжил,lodix
523,Decke::N,хучлага,lodix
524,Kissen::N,дэр,pulvinus
525,Tuch::N,алчуур,velum
526,Tuch::N,даавуу,velum
527,Handtuch::N,алчуур,mantele
528,Kraft::N,чадал,vis
529,Kraft::N,хүч,vis
530,Stärke::N,эрч,robur
531,Stärke::N,тэнхээ,robur
532,Gesundheit::N,бие,valetudo
533,Gesundheit::N,эрүүл мэнд,valetudo
534,Krankheit::N,эмгэг,morbus
535,Schmerz::N,өвчин,dolor
536,Wunde::N,шарх,vulnus
537,Fieber::N,халуун,febris
538,Arznei::N,эм,remedium
539,Brücke::N,гүүр,pons
540,Brunnen::N,худаг,puteus
541,Weide::N,бэлчээр,pascua
542,Pfad::N,жим,semita
543,Pfad::N,зөрөг,semita
544,Weg::N,зам,iter
545,Weg::N,харгуй,iter
546,Straße::N,зам,via
547,Straße::N,харгуй,via
548,Dorf::N,тосгон,vicus
549,Dorf::N,гацаа,vicus
550,Stadt::N,хот,urbs
551,Stadt::N,хот,oppidum
552,Brief::N,захидал,epistula
553,Brief::N,захиа,epistula
554,Buch::N,ном,liber
555,Buch::N,бичиг,liber
556,Buchstabe::N,үсэг,littera
557,Zeitung::N,сонин,diurnum
558,Leben::N,амь,vita
559,Leben::N,амьдрал,vita
560,Tod::N,үхэл,mors
561,Grab::N,булш,sepulcrum
562,Kirche::N,сүм,ecclesia
563,Sünde::N,нүгэл,peccatum
564,Sünde::N,хилэнц,peccatum
565,Gott::N,бурхан,deus
566,Arbeiter::N,ажилчин,operarius
567,Arbeiter::N,хөдөлмөрчин,operarius
568,Chef::N,дарга,praefectus
569,Meister::N,дархан,magister
570,Arzt::N,эмч,medicus
571,Lehrer::N,багш,magister
572,Geld::N,цаас,aes
573,Geld::N,цаас,pecunia
574,Geld::N,мөнгө,aes
575,Geld::N,мөнгө,pecunia
576,Geschäft::N,наймаа,negotium
577,Laden::N,дэлгүүр,taberna
578,Preis::N,үнэ,pretium
579,Ware::N,таваар,merx
580,Ware::N,бараа,merx
581,Nutzen::N,ашиг,utilitas
582,Reichtum::N,баялаг,opes
583,Reichtum::N,баялаг,divitiae
584,Welt::N,дэлхий,mundus
585,Welt::N,орчлон,mundus
586,Land::N,улс,terra
587,Land::N,орон,terra
588,Staat::N,төр,res publica
589,Staat::N,гүрэн,res publica
590,König::N,ван,rex
591,Macht::N,засаг,potestas
592,Grenze::N,хил,limes
593,Krieg::N,дайн,bellum
594,Feind::N,дайсан,inimicus
595,Gewalt::N,хүчирхэх,vis
596,Kampf::N,тэмцэл,pugna
597,Kampf::N,байлдаан,pugna
598,Bogen[Waffe]::N,нум,arcus
599,Pfeil::N,годил,sagitta
600,Pfeil::N,сум,sagitta
601,Gewehr::N,буу,sclopetum
602,Fehler::N,эндэл,error
603,Fehler::N,алдаа,error
604,Lüge::N,худал,mendacium
605,Schaden::N,хор,damnum
606,Schaden::N,хор,detrimentum
607,Schaden::N,хөнөөл,damnum
608,Schaden::N,хөнөөл,detrimentum
609,Unglück::N,гай,miseria
610,Unglück::N,гай,calamitas
611,Unglück::N,гамшиг,miseria
612,Unglück::N,гамшиг,calamitas
613,Schuld::N,гэм,culpa
614,Schuld::N,буруу,culpa
615,Alter::N,нас,aetas
616,Schluss::N,эцэс,finis
617,Schluss::N,төгсгөл,finis
618,Zeit::N,цаг,tempus
619,Tag::N,өдөр,dies
620,Morgen::N,өглөө,mane
621,Mittag::N,үд,meridies
622,Abend::N,үдэш,vesper
623,Nacht::N,шөнө,nox
624,Woche::N,долоо хоног,septimana
625,Monat::N,сар,mensis
626,Jahr::N,жил,annus
627,Frühling::N,хавар,ver
628,Sommer::N,зун,aestas
629,Herbst::N,намар,autumnus
630,Winter::N,өвөл,hiems
631,Januar::N,нэгдүгээр сар,Ianuarius
632,Februar::N,хоёрдугаар сар,Februarius
633,März::N,гуравдугаар сар,Martius
634,April::N,дөрөвдүгээр сар,Aprilis
635,Mai::N,тавдугаар сар,Maius
636,Juni::N,зургаадугаар сар,Iunius
637,Juli::N,долдугаар сар,Iulius
638,August::N,наймдугаар сар,Augustus
639,September::N,есдүгээр сар,September
640,Oktober::N,аравдугаар сар,Octobris
641,November::N,арван нэгдүгээр сар,Novembris
642,Dezember::N,арван хоёрдугаар сар,December
643,Montag::N,даваа,dies lunae
644,Dienstag::N,мягмар,dies Martis 
645,Mittwoch::N,лхагва,dies Mercurii
646,Donnerstag::N,пүрэв,dies Iovis
647,Freitag::N,баасан,dies Veneris
648,Samstag::N,бямба,dies Saturni
649,Sonntag::N,ням,dominicus
650,Sonntag::N,ням,dies solis
651,groß::A,их,magnus
652,groß::A,том,magnus
653,klein::A,бага,parvus
654,klein::A,жаахан,parvus
655,lang::A,урт,longus
656,kurz::A,охор,brevis
657,kurz::A,богино,brevis
658,breit::A,өргөн,latus
659,schmal::A,уйтан,angustus
660,schmal::A,нарийн,angustus
661,dicht::A,нягт,densus
662,dicht::A,чигжүү,densus
663,dick[Gegenstand]::A,зузаан,crassus
664,dünn::A,нимгэн,tenuis
665,fein::A,нарийн,subtilis
666,fest::A,бөх,solidus
667,fest::A,бөх,stabilis
668,fest::A,хатуу,solidus
669,fest::A,хатуу,stabilis
670,flach::A,хавтгай,planus
671,glatt::A,цагаан,levis
672,hart::A,хатуу,durus
673,weich::A,зөөлөн,mollis
674,rund::A,дугуй,rotundus
675,rund::A,дугариг,rotundus
676,spitz::A,шовх,acutus
677,spitz::A,шовгор,acutus
678,scharf::A,хурц,acer
679,scharf::A,иртэй,acer
680,stumpf::A,мохоо,hebes
681,schwer::A,хүнд,gravis
682,schön::A,гуа,pulcher
683,schön::A,гуа,formosus
684,schön::A,сайхан,pulcher
685,schön::A,сайхан,formosus
686,heiß::A,халуун,fervidus
687,warm::A,дулаан,calidus
688,kalt::A,хүйтэн,frigidus
689,kühl::A,сэрүүн,frigidus
690,frisch::A,эрүүл,recens
691,frisch::A,жихүүн,recens
692,feucht::A,чийгтэй,umidus
693,nass::A,нойтон,madidus
694,trocken::A,хатсан,aridus
695,voll::A,дүүрэн,plenus
696,leer::A,хоосон,vacuus
697,offen::A,онгорхой,apertus
698,geschlossen::A,битүү,clausus
699,geschlossen::A,хаалтай,clausus
700,sauber::A,цэвэр,lautus
701,sauber::A,хиргүй,lautus
702,schmutzig::A,бохир,sordidus
703,schmutzig::A,хиртэй,sordidus
704,roh::A,түүхий,crudus
705,reif::A,болсон,maturus
706,lecker::A,амттай,delicatus
707,süß::A,амттай,dulcis
708,süß::A,чихэрлэг,dulcis
709,bitter::A,гашуун,amarus
710,bitter::A,гашуун,acerbus
711,sauer::A,эсгэлэн,acidus
712,hell::A,гэгээн,clarus
713,hell::A,гэрэлтэй,clarus
714,dunkel::A,бараан,obscurus
715,dunkel::A,харанхуй,obscurus
716,schwarz::A,хар,niger
717,weiß::A,цагаан,albus
718,rot::A,улаан,ruber
719,gelb::A,шар,flavus
720,blau::A,хөх,caeruleus
721,blau::A,цэнхэр,caeruleus
722,grün::A,ногоон,viridis
723,grau::A,орог,canus
724,grau::A,саарал,canus
725,bunt::A,эрээн,varius
726,billig::A,хямд,vilis
727,teuer::A,үнэтэй,carus
728,wertvoll::A,үнэт,pretiosus
729,blind::A,сохор,caecus
730,taub::A,чих хатуу,surdus
731,kräftig::A,чийрэг,robustus
732,stark::A,хүчтэй,firmus
733,stark::A,хүчтэй,validus
734,stark::A,чадалтай,firmus
735,stark::A,чадалтай,validus
736,schwach::A,сул,debilis
737,schwach::A,сул,infirmus
738,fett::A,тарган,crassus
739,fett::A,голигор,crassus
740,schlank::A,голшиг,procerus
741,hübsch::A,сайхан,pulcher
742,hübsch::A,хөөрхөн,pulcher
743,böse::A,муу,improbus
744,böse::A,хортой,improbus
745,dumm::A,тэнэг,stultus
746,dumm::A,тэнэг,stupidus
747,faul::A,залхуу,piger
748,fleißig::A,чармайлтгай,sedulus
749,geizig::A,харамч,avarus
750,klug::A,цэцэн,prudens
751,geschickt::A,дүйтэй,sollers
752,lieb::A,хайрт,carus
753,lustig::A,цэнгэлтэй,iocosus
754,sanft::A,наалинхай,clemens
755,hungrig::A,өлөн,impastus
756,hungrig::A,өлссөн,impastus
757,krank::A,өвчтэй,aeger
758,nackt::A,нүцгэн,nudus
759,traurig::A,гунигт,maestus
760,lebendig::A,амьд,vivus
761,lebendig::A,амьтай,vivus
762,gut::A,сайн,bonus
763,schlecht::A,муу,malus
764,schlecht::A,өөдгүй,malus
765,richtig::A,зөв,rectus
766,richtig::A,зүйтэй,rectus
767,schlimm::A,муухай,malus
768,wahr::A,үнэн,verus
769,wahr::A,жинхэнэ,verus
770,alt::A,хуучин,antiquus
771,neu::A,шинэ,novus
772,ehemalig::A,агсан,pristinus
773,ehemalig::A,байсан,pristinus
774,alt[Lebewesen]::A,өвгөн,vetus
775,alt[Lebewesen]::A,хижээл,vetus
776,jung::A,залуу,iuvenis
777,arm::A,ядуу,pauper
778,reich::A,баян,dives
779,reich::A,баялаг,dives
780,bekannt::A,танил,notus
781,berühmt::A,цуутай,celeber
782,berühmt::A,цуутай,illustris
783,berühmt::A,алдартай,celeber
784,berühmt::A,алдартай,illustris
785,fremd::A,харь,peregrinus
786,fremd::A,гадаад,peregrinus
787,verschieden::A,ондоо,varius
788,verschieden::A,янз янзын,varius
789,nah::A,ойрын,propinquus
790,nah::A,дөтийн,propinquus
791,fern::A,холын,longinquus
792,linker::A,буруу,sinister
793,rechter::A,баруун,dexter
794,anderer::A,өөр,alius
795,anderer::A,нөгөө,alius
796,erster::A,нэгдэх,primus
797,erster::A,нэгдүгээр,primus
798,zweiter::A,хоёрдугаар,secundus
799,dritter::A,гуравдугаар,tertius
800,letzter::A,сүүлийн,ultimus
801,allein::ADV,ганцаараа,solum
802,auf einmal::ADV,нэгмөсөн,simul
803,zusammen::ADV,цуг,una
804,zusammen::ADV,хамт,una
805,lange::ADV,удаан,diu
