,Concept_ID,ka,mn
149,Blume::N,ყვავილი,цэцэг
150,Gras::N,ბალახი,өвс
151,Gras::N,ბალახი,ногоо
152,Wurzel::N,ძირი,үндэс
153,Wurzel::N,ფესვი,үндэс
154,Baum::N,ხე,мод
155,Stamm::N,ტანი,иш
156,Stamm::N,ტანი,гуалин
157,Rinde::N,ქერქი,холтос
158,Ast::N,ტოტი,гишүү
159,Zweig::N,შტო,салаа
160,Blatt::N,ფოთოლი,навч
161,Birke::N,არყი,хус
162,Kiefer[Baum]::N,ფიჭვი,нарс
163,Weide[Baum]::N,ტირიფი,уд
164,Weide[Baum]::N,ტირიფი,бургас
165,Tanne::N,ნაძვი,гачуур
166,Horn::N,რქა,эвэр
167,Feder::N,ფრთა,өд
168,Fell::N,ტყავი,арьс
169,Flügel::N,ფრთა,жигүүр
170,Flügel::N,ფრთა,далавч
171,Klaue::N,კლანჭი,савар
172,Klaue::N,კლანჭი,хумс
173,Kralle::N,ტორი,савар
174,Schwanz::N,კუდი,сүүл
175,Ei::N,კვერცხი,өндөг
176,Nest::N,ბუდე,үүр
177,Bau::N,სორო,нүх
178,Bau::N,სორო,элүү
179,Tier::N,ნადირი,амьтан
180,Tier::N,ნადირი,адгуус
181,Tier::N,ცხოველი,амьтан
182,Tier::N,ცხოველი,адгуус
183,Herde::N,ფარა,сүрэг
184,Kuh::N,ფური,үнээ
185,Kuh::N,ძროხა,үнээ
186,Bulle::N,ხარი,бух
187,Pferd::N,რაში,морь
188,Pferd::N,რაში,адуу
189,Pferd::N,ცხენი,морь
190,Pferd::N,ცხენი,адуу
191,Schaf::N,ცხვარი,хонь
192,Schwein::N,ღორი,гахай
193,Hund::N,ძაღლი,нохой
194,Katze::N,კატა,муур
195,Katze::N,კატა,мигуй
196,Bär::N,დათვი,баавгай
197,Eichhörnchen::N,ციყვი,хэрэм
198,Elch::N,ცხენ-ირემი,хандгай
199,Fuchs::N,მელა,үнэг
200,Hase::N,კურდღელი,туулай
201,Maus::N,თაგვი,хулгана
202,Wolf::N,მგელი,чоно
203,Vogel::N,ჩიტი,шувуу
204,Vogel::N,ფრინველი,шувуу
205,Schwarm::N,გუნდი,сүрэг
206,Huhn::N,დედალი,тахиа
207,Hahn::N,მამალი,эр тахиа
208,Gans::N,ბატი,галуу
209,Adler::N,არწივი,бүргэд
210,Ente::N,იხვი,нугас
211,Eule::N,ბუ,ууль
212,Kranich::N,წერო,тогоруу
213,Krähe::N,ყვავი,хэрээ
214,Kuckuck::N,გუგული,хөхөө
215,Schwan::N,გედი,хун
216,Fisch::N,თევზი,загас
217,Barsch::N,ქორჭილა,алгана
218,Hecht::N,ქარიყლაპია,цурхай
219,Schlange[Tier]::N,გველი,могой
220,Wurm::N,ჭია,өт
221,Wurm::N,ჭია,хорхой
222,Spinne::N,ობობა,аалз
223,Ameise::N,ჭიანჭველა,шоргоолж
224,Laus::N,ტილი,бөөс
225,Laus::N,მკბენარი,бөөс
226,Mücke::N,კოღო,шумуул
227,Fliege::N,ბუზი,ялаа
228,Schmetterling::N,პეპელა,эрвээхэй
229,Beere::N,კენკრა,жимсгэнэ
230,Apfel::N,ვაშლი,алим
231,Pilz::N,სოკო,мөөг
232,Zwiebel::N,ხახვი,сонгино
233,Saat::N,თესლი,тариа
234,Korn::N,მარცვალი,үр
235,Korn::N,მარცვალი,мөхлөг
236,Heu::N,თივა,өвс
237,Schale::N,ჩენჩო,хальс
238,Grube::N,ორმო,алам
239,Grube::N,ორმო,нүх
240,Falle::N,ხაფანგი,хавх
241,Falle::N,ხაფანგი,занга
242,Schlinge::N,მახე,урхи
243,Spur::N,კვალი,мөр
244,Asche::N,ფერფლი,үнс
245,Dreck::N,ტალახი,хир
246,Dreck::N,სიბინძურე,хир
247,Eisen::N,რკინა,төмөр
248,Gold::N,ოქრო,алт
249,Silber::N,ვერცხლი,мөнгө
250,Kohle::N,ნახშირი,нүүрс
251,Glas::N,მინა,шил
252,Lehm::N,თიხა,шавар
253,Sand::N,ქვიშა,элс
254,Mensch::N,ადამიანი,хүн
255,Mann::N,კაცი,эр
256,Mann::N,კაცი,эрэгтэй
257,Frau::N,ქალი,эмэгтэй
258,Frau::N,ქალი,хатагтай
259,Kind::N,ბავშვი,хүүхэд
260,Junge::N,ვაჟი,хүү
261,Mädchen::N,გოგო,охин
262,Mädchen::N,გოგო,бүсгүй
263,Familie::N,ოჯახი,айл
264,Großvater::N,პაპა,өвгөн аав
265,Großvater::N,ბაბუა,өвгөн аав
266,Großmutter::N,ბებია,эмэг эх
267,Großmutter::N,ბებია,эмгээ
268,Großmutter::N,დიდედა,эмэг эх
269,Großmutter::N,დიდედა,эмгээ
270,Eltern::N,მშობლები,эцэг эх
271,Vater::N,მამა,аав
272,Vater::N,მამა,эцэг
273,Mutter::N,დედა,эх
274,Mutter::N,დედა,ээж
275,Sohn::N,ვაჟიშვილი,хүү
276,Tochter::N,ქალიშვილი,охин
277,Bruder::N,ძმა,ах
278,Bruder::N,ძმა,дүү
279,Schwester::N,და,эгч
280,Schwester::N,და,охин дүү
281,Onkel::N,ბიძა,авга ах
282,Onkel::N,ბიძა,нагац ах
283,Tante::N,დეიდა,авга эгч
284,Tante::N,დეიდა,нагац эгч
285,Tante::N,მამიდა,авга эгч
286,Tante::N,მამიდა,нагац эгч
287,Ehemann::N,ქმარი,нөхөр
288,Ehefrau::N,ცოლი,эхнэр
289,Ehefrau::N,ცოლი,гэргий
290,Freude::N,სიხარული,баяр
291,Freude::N,სიხარული,баясгалан
292,Gelächter::N,სიცილი,инээдэм
293,Glück::N,ბედნიერება,жаргалан
294,Kummer::N,მწუხარება,гаслан
295,Wunsch::N,წადილი,ерөөл
296,Wunsch::N,სურვილი,ерөөл
297,Lust::N,წადილი,дур
298,Lust::N,წადილი,хүсэл
299,Geist::N,სული,оюун
300,Gedanke::N,ფიქრი,сэтгэл
301,Gedächtnis::N,მეხსიერება,ой
302,Gedächtnis::N,მეხსიერება,цээж
303,Verstand::N,ჭკუა,ухаан
304,Verstand::N,გონება,ухаан
305,Sinn::N,მნიშვნელობა,утга
306,Grund::N,მიზეზი,учир
307,Wahrheit::N,სიმართლე,үнэн
308,Wahrheit::N,ჭეშმარიტება,үнэн
309,Gespräch::N,ბაასი,яриа
310,Gespräch::N,საუბარი,яриа
311,Märchen::N,არაკი,явган үлгэр
312,Märchen::N,ზღაპარი,явган үлгэр
313,Erzählung::N,თქმულება,тууж
314,Nachricht::N,ცნობა,мэдээ
315,Nachricht::N,ამბავი,мэдээ
316,Neuigkeit::N,სიახლე,сонин
317,Name::N,სახელი,нэр
318,Rätsel::N,გამოცანა,оньсого
319,Rede::N,სიტყვა,хэлсэн үг
320,Sprache::N,ენა,хэл
321,Stimme::N,ხმა,дуу
322,Wort::N,სიტყვა,үг
323,Zeichen::N,ნიშანი,тамга
324,Zeichen::N,ნიშანი,тэмдэг
325,Ruf::N,ძახილი,дуудлага
326,Lärm::N,ხმაური,шуугиан
327,Lärm::N,ხმაური,чимээ
328,Laut::N,ხმა,анир
329,Laut::N,ხმა,дуу
330,Laut::N,ბგერა,анир
331,Laut::N,ბგერა,дуу
332,Ton::N,ტონი,авиа
333,Ton::N,ტონი,аялгуу
334,Lied::N,სიმღერა,дуу
335,Ruhe::N,სიწყნარე,энх
336,Ruhe::N,სიწყნარე,тайван
337,Leute::N,ადამიანები,хүмүүс
338,Volk::N,ერი,улс
339,Volk::N,ხალხი,улс
340,Arbeit::N,მუშაობა,ажил
341,Arbeit::N,მუშაობა,хөдөлмөр
342,Gast::N,სტუმარი,зочин
343,Gast::N,სტუმარი,айлчин
344,Geschenk::N,საჩუქარი,бэлэг
345,Spiel::N,თამაში,наадам
346,Spiel::N,თამაში,тоглоом
347,Gesellschaft::N,საზოგადოება,хамт байх
348,Hilfe::N,შველა,тусламж
349,Hilfe::N,დახმარება,тусламж
350,Freund::N,მეგობარი,найз
351,Freund::N,მეგობარი,нөхөр
352,Kamerad::N,ამხანაგი,хань
353,Kamerad::N,ამხანაგი,нөхөр
354,Angelegenheit::N,საქმე,хэрэг
355,Anzahl::N,ოდენობა,тоо
356,Art::N,სახეობა,төрөл
357,Art::N,სახეობა,янз
358,Stück::N,ნატეხი,хэсэг
359,Teil::N,წილი,хувь
360,Teil::N,წილი,хэсэг
361,Hälfte::N,ნახევარი,хагас
362,Kreis::N,წრე,тойрог
363,Kreis::N,წრე,хүрээ
364,Kreuz::N,ჯვარი,загалмай
365,Linie::N,ხაზი,шугам
366,Strich::N,შტრიხი,зураас
367,Abstand::N,მანძილი,зай
368,Entfernung::N,სიშორე,зай
369,Entfernung::N,სიშორე,хол ойр
370,Gegend::N,არე,хавь
371,Gegend::N,არე,газар
372,Gegend::N,მხარე,хавь
373,Gegend::N,მხარე,газар
374,Platz::N,ფართობი,зай
375,Platz::N,ფართობი,завсар
376,Ort::N,ადგილი,газар
377,Ort::N,ადგილი,байр
378,Seite::N,მხარე,тал
379,Seite::N,მხარე,этгээд
380,Mitte::N,შუა,төв
381,Mitte::N,შუა,дунд
382,Gegenstand::N,საგანი,юм
383,Sache::N,ნივთი,үйл
384,Sache::N,ნივთი,хэрэг
385,Rand::N,კიდე,зах
386,Rand::N,კიდე,хөвөө
387,Kante::N,ნაწიბული,ирмэг
388,Ecke::N,კუთხე,өнцөг
389,Spitze::N,წვეტი,үзүүр
390,Ende::N,ბოლო,зах
391,Ende::N,ბოლო,үзүүр
392,Loch::N,ხვრელი,цоорхой
393,Loch::N,ხვრელი,онгорхой
394,Winkel::N,კუთხე,өнцөг
395,Muster::N,მოხატულობა,хээ
396,Muster::N,მოხატულობა,угалз
397,Größe::N,ზომა,хэмжээ
398,Größe::N,სიდიდე,хэмжээ
399,Länge::N,სიგრძე,урт
400,Höhe::N,სიმაღლე,өндөр
401,Gewicht::N,წონა,жин
402,Menge::N,რაოდენობა,тоо
403,Haufen::N,გროვა,бөөн
404,Reihe::N,რიგი,эгнээ
405,Reihe::N,წყება,эгнээ
406,Boot::N,გემი,завь
407,Ruder::N,ხოფი,сэлүүр
408,Ruder::N,ნიჩაბი,сэлүүр
409,Schlitten::N,მარხილი,чарга
410,Ski::N,თხილამური,цана
411,Lagerfeuer::N,კოცონი,түүдэг
412,Last::N,ტვირთი,ачаа
413,Gang::N,სვლა,явдал
414,Schritt::N,ბიჯი,алхам
415,Norden::N,ჩრდილოეთი,умар
416,Süden::N,სამხრეთი,урд
417,Süden::N,სამხრეთი,өмнө
418,Westen::N,დასავლეთი,өрнө
419,Westen::N,დასავლეთი,баруун
420,Osten::N,აღმოსავლეთი,зүүн
421,Osten::N,აღმოსავლეთი,дорно
422,Holz::N,ხე,мод
423,Brett::N,დაფა,банз
424,Brett::N,ფიცარი,банз
425,Platte::N,თლილი ქვა,хавтан
426,Stütze::N,საყრდენი,тулгуур
427,Stütze::N,საყრდენი,тулга
428,Stange::N,ჭოკი,сургааг
429,Stock::N,კეტი,саваа
430,Stab::N,ლატანი,таяг
431,Rohr::N,მილაკი,хоолой
432,Haus::N,სახლი,гэр
433,Haus::N,სახლი,байшин
434,Heim::N,ოჯახის კერა,гэр
435,Ofen::N,ღუმელი,зуух
436,Ofen::N,ღუმელი,пийшин
437,Fußboden::N,იატაკი,шал
438,Tisch::N,სუფრა,ширээ
439,Tisch::N,მაგიდა,ширээ
440,Stuhl::N,სკამი,сандал
441,Wiege::N,აკვანი,өлгий
442,Bett::N,საწოლი,ор
443,Bett::N,სარეცელი,ор
444,Regal::N,თაროები,тавиур
445,Kiste::N,ყუთი,авдар
446,Kiste::N,ყუთი,хайрцаг
447,Kiste::N,სკივრი,авдар
448,Kiste::N,სკივრი,хайрцаг
449,Fenster::N,ფანჯარა,гэгээвч
450,Fenster::N,სარკმელი,гэгээвч
451,Tür::N,ბჭე,үүд
452,Tür::N,ბჭე,хаалга
453,Tür::N,კარი,үүд
454,Tür::N,კარი,хаалга
455,Tor::N,ჭიშკარი,хаалга
456,Zaun::N,ღობე,хашаа
457,Zaun::N,გალავანი,хашаа
458,Dach::N,სახურავი,дээвэр
459,Leiter::N,კიბე,шат
460,Besen::N,ცოცხი,хамуур
461,Besen::N,ცოცხი,туужуу
462,Spaten::N,ნიჩაბი,хүрз
463,Schaufel::N,ბარი,хүрз
464,Gabel::N,ჩანგალი,сэрээ
465,Löffel::N,კოვზი,халбага
466,Messer::N,დანა,хутга
467,Nagel::N,ლურსმანი,хадаас
468,Netz::N,ბადე,өөш
469,Netz::N,ბადე,тор
470,Haken::N,კავი,гох
471,Haken::N,კაუჭი,гох
472,Griff::N,ტარი,иш
473,Griff::N,ტარი,сэнж
474,Schloss::N,კლიტე,цуурга
475,Schloss::N,კლიტე,цоож
476,Schloss::N,საკეტი,цуурга
477,Schloss::N,საკეტი,цоож
478,Bild::N,სურათი,зураг
479,Figur::N,ფიგურა,баримал
480,Puppe::N,თოჯინა,хүүхэлдэй
481,Beutel::N,პარკი,агсаа
482,Beutel::N,პარკი,уут
483,Bündel::N,გალა,боодол
484,Bündel::N,ასხმა,боодол
485,Tasche::N,ჩანთა,цүнх
486,Eimer::N,ჩამჩა,хөнөг
487,Eimer::N,ჩამჩა,хувин
488,Deckel::N,ხუფი,таг
489,Deckel::N,ხუფი,хавхаг
490,Deckel::N,სარქველი,таг
491,Deckel::N,სარქველი,хавхаг
492,Geschirr::N,ჭურჭელი,сав суулга
493,Sack::N,ტომარა,шуудай
494,Tasse::N,ფინჯანი,аяга
495,Topf::N,ქოთანი,тогоо
496,Kessel::N,ქვაბი,тогоо
497,Essen::N,ჭამა,идээ
498,Nahrung::N,საზრდო,хүнс
499,Nahrung::N,საკვები,хүнс
500,Speise::N,საჭმელი,идээ
501,Fleisch::N,ხორცი,мах
502,Getreide::N,მარცვლოვანი,будаа
503,Brei::N,ფაფა,богшмол
504,Brei::N,ფაფა,будаа
505,Brot::N,პური,талх
506,Scheibe::N,ნაჭერი,зүсэм
507,Scheibe::N,ნაჭერი,хэрчим
508,Fett::N,ქონი,өөх
509,Fett::N,ცხიმი,өөх
510,Butter::N,კარაქი,тос
511,Öl::N,ზეთი,тос
512,Salz::N,მარილი,давс
513,Suppe::N,სუფი,шөл
514,Honig::N,თაფლი,бал
515,Milch::N,რძე,сүү
516,Tee::N,ჩაი,цай
517,Leder::N,ტყავი,арьс
518,Leder::N,ტყავი,савхи
519,Wolle::N,მატყლი,ноос
520,Wolle::N,მატყლი,унгас
521,Stoff::N,ქსოვილი,бөс
522,Nadel::N,ნემსი,зүү
523,Faden::N,ძაფი,боолт
524,Faden::N,ძაფი,утас
525,Faden::N,მკედი,боолт
526,Faden::N,მკედი,утас
527,Knopf::N,ღილი,товч
528,Knoten::N,ნასკვი,зангилаа
529,Farbe::N,საღებავი,будаг
530,Kleidung::N,ტანსაცმელი,хувцас
531,Hemd::N,ხალათი,цамц
532,Hemd::N,პერანგი,цамц
533,Kragen::N,საყელო,зах заам
534,Ärmel::N,სახელო,ханцуй
535,Hose::N,შარვალი,өмд
536,Gürtel::N,ქამარი,бүс
537,Mütze::N,ქუდი,малгай
538,Mütze::N,ქუდი,бүрх
539,Schuh::N,ფეხსაცმელი,туфли
540,Stiefel::N,ჩექმა,гутал
541,Ring::N,ბეჭედი,бөгж
542,Band::N,ბაფთი,тууз
543,Kamm::N,სავარცხელი,сам
544,Spiegel::N,სარკე,толь
545,Riemen::N,ღვედი,тасам
546,Riemen::N,ღვედი,сур
547,Schnur::N,ლარი,татлага
548,Leine::N,ჯაჭვი,оосор
549,Decke::N,საბანი,хөнжил
550,Decke::N,საბანი,хучлага
551,Kissen::N,ბალიში,дэр
552,Tuch::N,მაუდი,алчуур
553,Tuch::N,მაუდი,даавуу
554,Tuch::N,თავშალი,алчуур
555,Tuch::N,თავშალი,даавуу
556,Handtuch::N,ხელსახოცი,алчуур
557,Kraft::N,ძალა,чадал
558,Kraft::N,ძალა,хүч
559,Stärke::N,ღონე,эрч
560,Stärke::N,ღონე,тэнхээ
561,Gesundheit::N,ჯანმრთელობა,бие
562,Gesundheit::N,ჯანმრთელობა,эрүүл мэнд
563,Krankheit::N,სენი,эмгэг
564,Krankheit::N,ავადმყოფობა,эмгэг
565,Schmerz::N,ტკივილი,өвчин
566,Wunde::N,იარი,шарх
567,Wunde::N,ჭრილობა,шарх
568,Fieber::N,ციება,халуун
569,Arznei::N,წამალი,эм
570,Brücke::N,ხიდი,гүүр
571,Brunnen::N,ჭა,худаг
572,Weide::N,საძოვარი,бэлчээр
573,Pfad::N,ბილიკი,жим
574,Pfad::N,ბილიკი,зөрөг
575,Weg::N,გზა,зам
576,Weg::N,გზა,харгуй
577,Straße::N,შარაგზა,зам
578,Straße::N,შარაგზა,харгуй
579,Dorf::N,დაბა,тосгон
580,Dorf::N,დაბა,гацаа
581,Dorf::N,სოფელი,тосгон
582,Dorf::N,სოფელი,гацаа
583,Stadt::N,ქალაქი,хот
584,Brief::N,წერილი,захидал
585,Brief::N,წერილი,захиа
586,Buch::N,წიგნი,ном
587,Buch::N,წიგნი,бичиг
588,Buchstabe::N,ასო,үсэг
589,Zeitung::N,გაზეთი,сонин
590,Leben::N,სიცოცხლე,амь
591,Leben::N,სიცოცხლე,амьдрал
592,Tod::N,სიკვდილი,үхэл
593,Grab::N,სამარე,булш
594,Grab::N,საფლავი,булш
595,Kirche::N,ეკლესია,сүм
596,Sünde::N,ცოდვა,нүгэл
597,Sünde::N,ცოდვა,хилэнц
598,Gott::N,ღმერთი,бурхан
599,Arbeiter::N,მუშა,ажилчин
600,Arbeiter::N,მუშა,хөдөлмөрчин
601,Chef::N,გამგე,дарга
602,Meister::N,ოსტატი,дархан
603,Arzt::N,ექიმი,эмч
604,Arzt::N,მკურნალი,эмч
605,Lehrer::N,მასწავლებელი,багш
606,Geld::N,ფული,цаас
607,Geld::N,ფული,мөнгө
608,Geschäft::N,საქმე,наймаа
609,Geschäft::N,ბიზნესი,наймаа
610,Laden::N,დუქანი,дэлгүүр
611,Laden::N,მაღაზია,дэлгүүр
612,Preis::N,ფასი,үнэ
613,Ware::N,საქონელი,таваар
614,Ware::N,საქონელი,бараа
615,Nutzen::N,ხეირი,ашиг
616,Reichtum::N,სიმდიდრე,баялаг
617,Welt::N,მსოფლიო,дэлхий
618,Welt::N,მსოფლიო,орчлон
619,Land::N,მხარე,улс
620,Land::N,მხარე,орон
621,Land::N,ქვეყანა,улс
622,Land::N,ქვეყანა,орон
623,Staat::N,სახელმწიფო,төр
624,Staat::N,სახელმწიფო,гүрэн
625,König::N,მეფე,ван
626,Macht::N,ძლიერება,засаг
627,Grenze::N,ზღვარი,хил
628,Krieg::N,ომი,дайн
629,Feind::N,მტერი,дайсан
630,Gewalt::N,სისასტიკე,хүчирхэх
631,Kampf::N,ბრძოლა,тэмцэл
632,Kampf::N,ბრძოლა,байлдаан
633,Bogen[Waffe]::N,მშვილდი,нум
634,Pfeil::N,ისარი,годил
635,Pfeil::N,ისარი,сум
636,Pfeil::N,მახვილი,годил
637,Pfeil::N,მახვილი,сум
638,Gewehr::N,თოფი,буу
639,Gewehr::N,შაშხანა,буу
640,Fehler::N,შეცდომა,эндэл
641,Fehler::N,შეცდომა,алдаа
642,Lüge::N,სიცრუე,худал
643,Schaden::N,ვნება,хор
644,Schaden::N,ვნება,хөнөөл
645,Unglück::N,ხიფათი,гай
646,Unglück::N,ხიფათი,гамшиг
647,Unglück::N,უბედურება,гай
648,Unglück::N,უბედურება,гамшиг
649,Schuld::N,ბრალი,гэм
650,Schuld::N,ბრალი,буруу
651,Alter::N,ასაკი,нас
652,Schluss::N,ბოლო,эцэс
653,Schluss::N,ბოლო,төгсгөл
654,Schluss::N,დასასრული,эцэс
655,Schluss::N,დასასრული,төгсгөл
656,Zeit::N,დრო,цаг
657,Tag::N,დღე,өдөр
658,Morgen::N,დილა,өглөө
659,Mittag::N,შუადღე,үд
660,Abend::N,საღამო,үдэш
661,Nacht::N,ღამე,шөнө
662,Woche::N,კვირა,долоо хоног
663,Monat::N,თვე,сар
664,Jahr::N,წელი,жил
665,Frühling::N,გაზაფხული,хавар
666,Sommer::N,ზაფხული,зун
667,Herbst::N,შემოდგომა,намар
668,Winter::N,ზამთარი,өвөл
669,Januar::N,იანვარი,нэгдүгээр сар
670,Februar::N,თებერვალი,хоёрдугаар сар
671,März::N,მარტი,гуравдугаар сар
672,April::N,აპრილი,дөрөвдүгээр сар
673,Mai::N,მაისი,тавдугаар сар
674,Juni::N,ივნისი,зургаадугаар сар
675,Juli::N,ივლისი,долдугаар сар
676,August::N,აგვისტო,наймдугаар сар
677,September::N,სექტემბერი,есдүгээр сар
678,Oktober::N,ოქტომბერი,аравдугаар сар
679,November::N,ნოემბერი,арван нэгдүгээр сар
680,Dezember::N,დეკემბერი,арван хоёрдугаар сар
681,Montag::N,ორშაბათი,даваа
682,Dienstag::N,სამშაბათი,мягмар
683,Mittwoch::N,ოთხშაბათი,лхагва
684,Donnerstag::N,ხუთშაბათი,пүрэв
685,Freitag::N,პარასკევი,баасан
686,Samstag::N,შაბათი,бямба
687,Sonntag::N,კვირა,ням
688,groß::A,დიდი,их
689,groß::A,დიდი,том
690,klein::A,მცირე,бага
691,klein::A,მცირე,жаахан
692,klein::A,პატარა,бага
693,klein::A,პატარა,жаахан
694,lang::A,გრძელი,урт
695,kurz::A,მოკლე,охор
696,kurz::A,მოკლე,богино
697,breit::A,ფართო,өргөн
698,breit::A,განიერი,өргөн
699,schmal::A,ვიწრო,уйтан
700,schmal::A,ვიწრო,нарийн
701,schmal::A,წვრილი,уйтан
702,schmal::A,წვრილი,нарийн
703,dicht::A,მჭიდრო,нягт
704,dicht::A,მჭიდრო,чигжүү
705,dick[Gegenstand]::A,სქელი,зузаан
706,dünn::A,წვრილი,нимгэн
707,fein::A,თხელი,нарийн
708,fest::A,მყარი,бөх
709,fest::A,მყარი,хатуу
710,flach::A,ბრტყელი,хавтгай
711,glatt::A,გლუ,цагаан
712,hart::A,მაგარი,хатуу
