,Concept_ID,he,cs
125,Baum::N,עץ,strom
126,Stamm::N,גזע,kmen
127,Rinde::N,קלפת עץ,kůra
128,Ast::N,ענף,větev
129,Zweig::N,ענף,větev
130,Blatt::N,עלה,lupen
131,Birke::N,שדר,bříza
132,Kiefer[Baum]::N,ארן,sosna
133,Kiefer[Baum]::N,ארן,borovice
134,Weide[Baum]::N,ערבה,vrba
135,Tanne::N,אשוח,jedle
136,Horn::N,קרן,roh
137,Feder::N,נוצה,pero
138,Fell::N,פרוה,srst
139,Flügel::N,כנף,křídlo
140,Klaue::N,טלף,dráp
141,Klaue::N,טלף,pazneht
142,Kralle::N,טפר,dráp
143,Schwanz::N,זנב,ocas
144,Ei::N,ביצה,vejce
145,Nest::N,קן,hnízdo
146,Bau::N,מחלה,nora
147,Tier::N,חיה,zvíře
148,Herde::N,עדר,stádo
149,Kuh::N,פרה,kráva
150,Bulle::N,פר,býk
151,Pferd::N,סוס,kůň
152,Schaf::N,כבשה,ovce
153,Schwein::N,חזיר,vepř
154,Schwein::N,חזיר,prase
155,Hund::N,כלב,pes
156,Katze::N,חתול,kočka
157,Bär::N,דב,medvěd
158,Eichhörnchen::N,סנאי,veverka
159,Elch::N,דישון,los
160,Fuchs::N,שועל,liška
161,Hase::N,ארנב,zajíc
162,Maus::N,עכבר,myš
163,Wolf::N,זאב,vlk
164,Vogel::N,צפור,pták
165,Schwarm::N,נחיל,roj
166,Schwarm::N,נחיל,hejno
167,Schwarm::N,להקה,roj
168,Schwarm::N,להקה,hejno
169,Huhn::N,תרנגלת,kuře
170,Huhn::N,תרנגלת,slepice
171,Hahn::N,תרנגול,kohout
172,Gans::N,אוז,husa
173,Adler::N,עיט,orel
174,Ente::N,ברוז,kachna
175,Eule::N,ינשוף,sova
176,Kranich::N,עגור,jeřáb
177,Kranich::N,כרוכיה,jeřáb
178,Krähe::N,עורב,vrána
179,Kuckuck::N,קוקיה,kukačka
180,Schwan::N,ברבור,labuť
181,Fisch::N,דג,ryba
182,Barsch::N,אוקונוס,okoun
183,Hecht::N,זאב הים,štika
184,Schlange[Tier]::N,נחש,had
185,Wurm::N,תולעת,červ
186,Spinne::N,עכביש,pavouk
187,Ameise::N,נמלה,mravenec
188,Laus::N,כנה,veš
189,Mücke::N,יתוש,komár
190,Fliege::N,זבוב,moucha
191,Schmetterling::N,פרפר,motýl
192,Beere::N,ענבה,bobule
193,Apfel::N,תפוח,jablko
194,Pilz::N,פטריה,houba
195,Zwiebel::N,בצל,cibule
196,Saat::N,זרעים,osivo
197,Korn::N,גרעין,zrno
198,Heu::N,חציר,seno
199,Schale::N,קלפה,slupka
200,Schale::N,קלפה,skořápka
201,Grube::N,בור,jáma
202,Grube::N,שוחה,jáma
203,Falle::N,מלכדת,past
204,Falle::N,מלכדת,léčka
205,Schlinge::N,לולאה,smyčka
206,Spur::N,עקבה,stopa
207,Asche::N,אפר,popel
208,Dreck::N,זהמה,špína
209,Eisen::N,ברזל,železo
210,Gold::N,זהב,zlato
211,Silber::N,כסף,stříbro
212,Kohle::N,פחם,uhlí
213,Glas::N,זכוכית,sklo
214,Lehm::N,חרסית,jíl
215,Lehm::N,חרסית,hlína
216,Sand::N,חול,písek
217,Mensch::N,אדם,člověk
218,Mann::N,איש,muž
219,Mann::N,גבר,muž
220,Frau::N,אשה,žena
221,Frau::N,גברת,žena
222,Kind::N,ילד,dítě
223,Junge::N,ילד,hoch
224,Junge::N,ילד,chlapec
225,Mädchen::N,נערה,děvče
226,Familie::N,משפחה,rodina
227,Großvater::N,סבא,děd
228,Großvater::N,סבא,dědeček
229,Großmutter::N,סבתא,babička
230,Eltern::N,הורים,rodiče
231,Vater::N,אב,otec
232,Mutter::N,אם,matka
233,Sohn::N,בן,syn
234,Tochter::N,בת,dcera
235,Bruder::N,אח,bratr
236,Schwester::N,אחות,sestra
237,Onkel::N,דוד,strýc
238,Tante::N,דודה,teta
239,Ehemann::N,איש,choť
240,Ehemann::N,איש,manžel
241,Ehemann::N,בעל,choť
242,Ehemann::N,בעל,manžel
243,Ehefrau::N,אשה,choť
244,Ehefrau::N,אשה,manželka
245,Freude::N,שמחה,radost
246,Gelächter::N,צחוק,smích
247,Glück::N,אשר,štěstí
248,Kummer::N,יגון,žal
249,Kummer::N,יגון,trápení
250,Kummer::N,עגמה,žal
251,Kummer::N,עגמה,trápení
252,Wunsch::N,אחול,přání
253,Wunsch::N,משאלה,přání
254,Lust::N,חשק,chuť
255,Lust::N,תשוקה,chuť
256,Geist::N,רוח,duch
257,Gedanke::N,מחשבה,myšlenka
258,Gedächtnis::N,זכרון,paměť
259,Verstand::N,שכל,rozum
260,Sinn::N,מובן,smysl
261,Sinn::N,משמעות,smysl
262,Grund::N,סבה,důvod
263,Wahrheit::N,אמת,pravda
264,Gespräch::N,דיון,rozhovor
265,Märchen::N,אגדה,pohádka
266,Erzählung::N,ספור,povídka
267,Nachricht::N,ידיעה,zpráva
268,Neuigkeit::N,חדשה,novina
269,Neuigkeit::N,חדשה,novinka
270,Name::N,שם,jméno
271,Rätsel::N,תעלומה,hádanka
272,Rede::N,נאום,řeč
273,Rede::N,נאום,proslov
274,Sprache::N,לשון,řeč
275,Sprache::N,לשון,jazyk
276,Stimme::N,קול,hlas
277,Wort::N,מלה,slovo
278,Zeichen::N,סימן,znamení
279,Ruf::N,קריאה,zavolání
280,Lärm::N,רעש,hluk
281,Laut::N,הגה,zvuk
282,Ton::N,צליל,tón
283,Lied::N,שיר,píseň
284,Ruhe::N,שלוה,klid
285,Ruhe::N,שלוה,pokoj
286,Leute::N,אנשים,lidé
287,Volk::N,עם,národ
288,Arbeit::N,עבודה,práce
289,Gast::N,אורח,host
290,Geschenk::N,מתנה,dar
291,Spiel::N,משחק,hra
292,Gesellschaft::N,חברה,společnost
293,Hilfe::N,עזרה,pomoc
294,Freund::N,חבר,přítel
295,Freund::N,ידיד,přítel
296,Kamerad::N,רע,kamarád
297,Angelegenheit::N,ענין,záležitost
298,Anzahl::N,מספר,počet
299,Art::N,סוג,druh
300,Stück::N,חתיכה,kus
301,Stück::N,חתיכה,kousek
302,Teil::N,פרק,díl
303,Teil::N,פרק,část
304,Hälfte::N,חצי,půl
305,Kreis::N,מעגל,kruh
306,Kreuz::N,צלב,kříž
307,Linie::N,קו,linka
308,Strich::N,קו קצר,čára
309,Strich::N,קו קצר,čárka
310,Abstand::N,מרחק,vzdálenost
311,Entfernung::N,מרחק,vzdálenost
312,Gegend::N,נוף,krajina
313,Platz::N,שטח,prostor
314,Ort::N,אתר,místo
315,Ort::N,מקום,místo
316,Seite::N,צד,strana
317,Mitte::N,אמצע,střed
318,Mitte::N,אמצע,prostředek
319,Gegenstand::N,אוביקט,předmět
320,Sache::N,דבר,věc
321,Rand::N,פרור,kraj
322,Rand::N,פרור,okraj
323,Kante::N,קצה,hrana
324,Ecke::N,פנה,roh
325,Spitze::N,קצה,hrot
326,Spitze::N,קצה,špička
327,Ende::N,סוף,konec
328,Loch::N,חר,díra
329,Winkel::N,פנה,kout
330,Muster::N,תבנית,vzor
331,Größe::N,גדל,velikost
332,Länge::N,ארך,délka
333,Höhe::N,קומה,výška
334,Höhe::N,גבה,výška
335,Gewicht::N,משקל,váha
336,Menge::N,כמות,množství
337,Haufen::N,ערמה,kupa
338,Haufen::N,ערמה,hromada
339,Reihe::N,רצף,řada
340,Reihe::N,רצף,řádek
341,Boot::N,סירה,člun
342,Ruder::N,משוט,veslo
343,Schlitten::N,מזחלת,sáně
344,Ski::N,מגלשים,lyže
345,Lagerfeuer::N,מדורה,táborák
346,Last::N,משא,náklad
347,Last::N,משא,břemeno
348,Gang::N,הליכה,chůze
349,Gang::N,הליכה,chodba
350,Schritt::N,צעד,krok
351,Norden::N,צפון,sever
352,Süden::N,דרום,jih
353,Westen::N,מערב,západ
354,Osten::N,מזרח,východ
355,Holz::N,עץ,dřevo
356,Brett::N,קרש,prkno
357,Platte::N,לוח,deska
358,Stütze::N,משען,opěra
359,Stange::N,מוט,tyč
360,Stange::N,מוט,tyčka
361,Stock::N,מקל,hůlka
362,Stab::N,מוט,hůl
363,Rohr::N,צנור,trubka
364,Haus::N,בית,dům
365,Heim::N,בית,domov
366,Ofen::N,תנור,kamna
367,Fußboden::N,רצפה,podlaha
368,Tisch::N,שלחן,stůl
369,Stuhl::N,כסא,židle
370,Wiege::N,ערש,kolébka
371,Bett::N,מטה,postel
372,Regal::N,מדף,regál
373,Regal::N,מדף,police
374,Kiste::N,תבה,bedna
375,Kiste::N,ארגז,bedna
376,Fenster::N,חלון,okno
377,Tür::N,דלת,dveře
378,Tor::N,שער,vrata
379,Zaun::N,גדר,plot
380,Dach::N,גג,střecha
381,Leiter::N,סלם,žebřík
382,Besen::N,מטאטא,koště
383,Besen::N,מטאטא,smeták
384,Spaten::N,את,rýč
385,Schaufel::N,את,lopata
386,Gabel::N,מזלג,vidlička
387,Löffel::N,כף,lžíce
388,Messer::N,סכין,nůž
389,Nagel::N,מסמר,hřebík
390,Netz::N,רשת,síť
391,Haken::N,וו,hák
392,Haken::N,קרס,hák
393,Griff::N,ידית,držadlo
394,Schloss::N,מנעול,zámek
395,Bild::N,תמונה,obraz
396,Figur::N,פסל,figura
397,Puppe::N,בבה,panenka
398,Beutel::N,שק,pytlík
399,Bündel::N,צרור,svazek
400,Tasche::N,שקית,taška
401,Tasche::N,שקית,brašna
402,Eimer::N,דלי,kýbl
403,Eimer::N,דלי,vědro
404,Deckel::N,מכסה,víko
405,Deckel::N,מכסה,příklop
406,Geschirr::N,כלים,nádobí
407,Sack::N,שק,pytel
408,Tasse::N,ספל,šálek
409,Topf::N,סיר,hrnec
410,Kessel::N,קנקן,kotel
411,Essen::N,אכל,jídlo
412,Essen::N,ארוחה,jídlo
413,Nahrung::N,הזנה,strava
414,Nahrung::N,הזנה,potrava
415,Nahrung::N,תזונה,strava
416,Nahrung::N,תזונה,potrava
417,Speise::N,מאכל,jídlo
418,Speise::N,ארוחה,jídlo
419,Fleisch::N,בשר,maso
420,Getreide::N,דגן,obilí
421,Brei::N,מחית,kaše
422,Brot::N,לחם,chléb
423,Scheibe::N,עגול,krajíc
424,Scheibe::N,פרוסה,krajíc
425,Fett::N,שמן,tuk
426,Fett::N,שמן,omastek
427,Butter::N,חמאה,máslo
428,Öl::N,שמן,olej
429,Salz::N,מלח,sůl
430,Suppe::N,מרק,polévka
431,Honig::N,דבש,med
432,Milch::N,חלב,mléko
433,Tee::N,תה,čaj
434,Leder::N,עור,kůže
435,Wolle::N,צמר,vlna
436,Stoff::N,בד,látka
437,Stoff::N,אריג,látka
438,Nadel::N,מחט,jehla
439,Faden::N,חוט,nit
440,Knopf::N,כפתור,knoflík
441,Knoten::N,קשר,uzel
442,Farbe::N,צבע,barva
443,Kleidung::N,בגדים,šaty
444,Kleidung::N,בגדים,šatstvo
445,Hemd::N,חלצה,košile
446,Kragen::N,צוארון,límec
447,Ärmel::N,שרוול,rukáv
448,Hose::N,מכנסים,kalhoty
449,Gürtel::N,חגורה,pás
450,Gürtel::N,חגורה,opasek
451,Mütze::N,כובע,čepice
452,Schuh::N,נעל,bota
453,Stiefel::N,מגף,holínka
454,Ring::N,טבעת,prsten
455,Band::N,סרט,pásek
456,Kamm::N,מסרק,hřeben
457,Spiegel::N,מראה,zrcadlo
458,Riemen::N,רצועה,řemen
459,Schnur::N,חבל,šňůra
460,Leine::N,מושכות,vodítko
461,Decke::N,שמיכה,pokrývka
462,Decke::N,שמיכה,přikrývka
463,Kissen::N,כרית,polštář
464,Tuch::N,צעיף,šátek
465,Handtuch::N,מגבת,ručník
466,Kraft::N,כוח,síla
467,Stärke::N,און,síla
468,Gesundheit::N,בריאות,zdraví
469,Krankheit::N,מחלה,nemoc
470,Krankheit::N,מחלה,choroba
471,Schmerz::N,כאב,bolest
472,Wunde::N,פציעה,rána
473,Fieber::N,חם,horečka
474,Arznei::N,תרופה,lék
475,Brücke::N,גשר,most
476,Brunnen::N,באר,studna
477,Weide::N,אחו,pastva
478,Weide::N,אחו,pastvina
479,Weide::N,מרעה,pastva
480,Weide::N,מרעה,pastvina
481,Pfad::N,שביל,pěšina
482,Pfad::N,מדרכה,pěšina
483,Weg::N,דרך,cesta
484,Straße::N,כביש,silnice
485,Dorf::N,כפר,vesnice
486,Stadt::N,עיר,město
487,Brief::N,מכתב,dopis
488,Buch::N,ספר,kniha
489,Buchstabe::N,אות,písmeno
490,Zeitung::N,עתון,noviny
491,Leben::N,חיים,život
492,Tod::N,מות,smrt
493,Grab::N,קבר,hrob
494,Kirche::N,כנסיה,kostel
495,Sünde::N,חטא,hřích
496,Gott::N,אל,bůh
497,Arbeiter::N,פועל,dělník
498,Arbeiter::N,פועל,pracovník
499,Chef::N,ראש,šéf
500,Chef::N,ראש,vedoucí
501,Chef::N,מנהל,šéf
502,Chef::N,מנהל,vedoucí
503,Meister::N,ממחה,mistr
504,Arzt::N,רופא,lékař
505,Lehrer::N,מורה,učitel
506,Geld::N,כסף,peníze
507,Geschäft::N,עסקה,obchod
508,Laden::N,חנות,krám
509,Preis::N,מחיר,cena
510,Ware::N,סחורה,zboží
511,Nutzen::N,תועלת,užitek
512,Reichtum::N,עשר,bohatství
513,Welt::N,עולם,svět
514,Land::N,ארץ,země
515,Staat::N,מדינה,stát
516,König::N,מלך,král
517,Macht::N,כוח,moc
518,Macht::N,כוח,mocnost
519,Grenze::N,גבול,hranice
520,Krieg::N,מלחמה,válka
521,Feind::N,אויב,nepřítel
522,Gewalt::N,אלימות,násilí
523,Kampf::N,קרב,boj
524,Kampf::N,לחימה,boj
525,Bogen[Waffe]::N,קשת,luk
526,Pfeil::N,חץ,šíp
527,Gewehr::N,רובה,puška
528,Gewehr::N,רובה,ručnice
529,Fehler::N,טעות,chyba
530,Lüge::N,שקר,lež
531,Schaden::N,נזק,škoda
532,Unglück::N,מזל רע,neštěstí
533,Schuld::N,אשמה,vina
534,Alter::N,גיל,věk
535,Schluss::N,סיום,konec
536,Zeit::N,זמן,čas
537,Tag::N,יום,den
538,Morgen::N,בקר,ráno
539,Morgen::N,בקר,jitro
540,Mittag::N,צהרים,poledne
541,Abend::N,ערב,večer
542,Nacht::N,לילה,noc
543,Woche::N,שבוע,týden
544,Monat::N,חדש,měsíc
545,Jahr::N,שנה,rok
546,Frühling::N,אביב,jaro
547,Sommer::N,קיץ,léto
548,Herbst::N,סתו,podzim
549,Winter::N,חרף,zima
550,Januar::N,ינואר,leden
551,Februar::N,פברואר,únor
552,März::N,מרץ,březen
553,April::N,אפריל,duben
554,Mai::N,מאי,květen
555,Juni::N,יוני,červen
556,Juli::N,יולי,červenec
557,August::N,אוגוסט,srpen
558,September::N,ספטמבר,září
559,Oktober::N,אוקטובר,říjen
560,November::N,נובמבר,listopad
561,Dezember::N,דצמבר,prosinec
562,Montag::N,יום שני,pondělí
563,Montag::N,יום שני,pondělek
564,Dienstag::N,יום שלישי,úterý
565,Mittwoch::N,יום רביעי,středa
566,Donnerstag::N,יום חמישי,čtvrtek
567,Freitag::N,יום ששי,pátek
568,Samstag::N,יום שבת,sobota
569,Sonntag::N,יום ראשון,neděle
570,groß::A,גדול,velký
571,klein::A,קטן,malý
572,lang::A,ארך,dlouhý
573,kurz::A,קצר,krátký
574,breit::A,רחב,široký
575,schmal::A,צר,úzký
576,dicht::A,צפוף,hustý
577,dick[Gegenstand]::A,עבה,tlustý
578,dünn::A,דק,tenký
579,fein::A,מעדן,jemný
580,fest::A,מוצק,pevný
581,flach::A,שטוח,plochý
582,flach::A,שטוח,placatý
583,glatt::A,חלק,hladký
584,hart::A,קשיח,tvrdý
585,weich::A,רך,měkký
586,rund::A,עגל,kulatý
587,rund::A,עגל,okrouhlý
588,spitz::A,חד,špičatý
589,scharf::A,חד,ostrý
590,stumpf::A,קהה,tupý
591,schwer::A,כבד,těžký
592,schön::A,יפה,pěkný
593,schön::A,יפה,krásný
594,heiß::A,חם,horký
595,warm::A,חם,teplý
596,kalt::A,קר,studený
597,kühl::A,צונן,chladný
598,frisch::A,טרי,svěží
599,feucht::A,לח,vlhký
600,nass::A,רטוב,mokrý
601,trocken::A,יבש,suchý
602,voll::A,מלא,plný
603,leer::A,ריק,prázdný
604,offen::A,פתוח,otevřený
605,geschlossen::A,סגור,zavřený
606,sauber::A,נקי,čistý
607,schmutzig::A,מלכלך,špinavý
608,roh::A,חי,syrový
609,reif::A,בשל,zralý
610,lecker::A,טעים,chutný
611,süß::A,מתוק,sladký
612,bitter::A,מר,hořký
613,sauer::A,חמוץ,kyselý
614,hell::A,בהיר,světlý
615,dunkel::A,עמום,temný
616,schwarz::A,שחר,černý
617,weiß::A,לבן,bílý
618,rot::A,אדם,rudý
619,rot::A,אדם,červený
620,gelb::A,צהב,žlutý
621,blau::A,כחל,modrý
622,grün::A,ירק,zelený
623,grau::A,אפר,šedý
624,grau::A,אפר,šedivý
625,bunt::A,צבעוני,pestrý
626,billig::A,זול,levný
627,billig::A,זול,laciný
628,teuer::A,יקר,drahý
629,wertvoll::A,יקר ערך,cenný
630,blind::A,עור,slepý
631,taub::A,חרש,hluchý
632,kräftig::A,חסן,silný
633,stark::A,חזק,silný
634,schwach::A,חלש,slabý
635,fett::A,שמן,tučný
636,fett::A,שמן,tlustý
637,schlank::A,רזה,štíhlý
638,hübsch::A,יפה תאר,hezký
639,böse::A,רשע,zlý
640,dumm::A,טפש,hloupý
641,faul::A,עצלן,líný
642,fleißig::A,חרוץ,pilný
643,geizig::A,קמצן,lakomý
644,klug::A,נבון,chytrý
645,klug::A,פקח,chytrý
646,geschickt::A,מימן,šikovný
647,lieb::A,יקר,milý
648,lieb::A,אהוב,milý
649,lustig::A,עליז,veselý
650,sanft::A,עדין,mírný
651,hungrig::A,רעב,hladový
652,krank::A,חולה,nemocný
653,nackt::A,ערום,nahý
654,traurig::A,עצוב,smutný
655,traurig::A,עצוב,truchlivý
656,lebendig::A,חי,živý
657,gut::A,טוב,dobrý
658,schlecht::A,גרוע,špatný
659,richtig::A,נכון,pravý
660,richtig::A,נכון,správný
661,schlimm::A,רע,zlý
662,wahr::A,אמתי,pravdivý
663,alt::A,ישן,starý
664,neu::A,חדש,nový
665,ehemalig::A,לשעבר,bývalý
666,alt[Lebewesen]::A,זקן,starý
667,jung::A,צעיר,mladý
668,arm::A,עני,chudý
669,reich::A,עשיר,bohatý
670,bekannt::A,ידוע,známý
671,berühmt::A,מפרסם,slavný
672,fremd::A,זר,cizí
673,verschieden::A,שונה,různý
674,verschieden::A,שונה,rozličný
675,nah::A,קרוב,blízký
676,fern::A,רחוק,daleký
677,linker::A,שמאלי,levý
678,rechter::A,ימין,pravý
679,anderer::A,אחר,jiný
680,erster::A,ראשון,první
681,zweiter::A,שני,druhý
682,dritter::A,שלישי,třetí
683,letzter::A,אחרון,poslední
684,allein::ADV,לבד,sám
685,auf einmal::ADV,בו-זמנית,najednou
686,zusammen::ADV,ביחד,spolu
687,zusammen::ADV,ביחד,dohromady
688,lange::ADV,הרבה זמן,dlouho
689,plötzlich::ADV,לפתע,vtom
690,plötzlich::ADV,לפתע,náhle
691,plötzlich::ADV,פתאום,vtom
692,plötzlich::ADV,פתאום,náhle
693,sofort::ADV,מיד,hned
694,sofort::ADV,מיד,ihned
695,später::ADV,לאחר זמן,později
696,später::ADV,יותר מאחר,později
697,jetzt::ADV,עכשיו,teď
698,jetzt::ADV,עכשיו,nyní
699,heute::ADV,היום,dnes
700,heute::ADV,היום,dneska
701,morgen::ADV,מחר,zítra
702,bald::ADV,בקרוב,brzo
703,dann::ADV,אחר-כך,pak
704,dann::ADV,אחר-כך,potom
705,gestern::ADV,אתמול,včera
706,einst::ADV,לפנים,kdysi
707,damals::ADV,אז,tehdy
708,damals::ADV,אז,tenkrát
709,danach::ADV,אחר-כך,podle toho
710,vorher::ADV,לפני זה,dříve
711,vorher::ADV,לפני זה,napřed
712,zuerst::ADV,קדם,nejprve
713,zuerst::ADV,קדם,nejdříve
714,einmal::ADV,פעם,jednou
715,manchmal::ADV,לפעמים,někdy
716,oft::ADV,לעתים קרובות,často
717,immer::ADV,תמיד,vždy
718,immer::ADV,תמיד,stále
719,niemals::ADV,אף פעם,nikdy
720,hier::ADV,כאן,zde
721,hier::ADV,כאן,tady
722,hierhin::ADV,פה,sem
723,von hier::ADV,מפה,odtud
724,dort::ADV,שם,tam
725,dorthin::ADV,שם,tam
726,geradeaus::ADV,ישר,rovně
727,vorwärts::ADV,קדימה,kupředu
728,rückwärts::ADV,לאחור,zpět
729,zurück::ADV,בחזרה,zpět
730,zurück::ADV,בחזרה,nazpět
731,zurück::ADV,אחורנית,zpět
732,zurück::ADV,אחורנית,nazpět
733,unten::ADV,למטה,dole
734,hinab::ADV,למטה,dolů
735,oben::ADV,מעל,nahoře
736,oben::ADV,מעל,navrchu
737,oben::ADV,למעלה,nahoře
738,oben::ADV,למעלה,navrchu
739,hinauf::ADV,למעלה,nahoru
740,überall::ADV,בכל מקום,všude
741,nicht::ADV,לא,ne
742,ein wenig::ADV,קצת,trochu
743,kaum::ADV,בקשי,sotva
744,sehr::ADV,מאוד,velmi
745,sehr::ADV,מאוד,velice
746,so::ADV,כך,tak
747,so::ADV,כך,takto
748,so::ADV,ככה,tak
749,so::ADV,ככה,takto
750,noch::ADV,עוד,ještě
751,noch::ADV,עדין,ještě
752,nur::ADV,רק,jen
753,nur::ADV,רק,jenom
754,schon::ADV,כבר,už
755,schon::ADV,כבר,již
756,wieder::ADV,שוב,zase
757,vergebens::ADV,לריק,marně
758,vergebens::ADV,לשוא,marně
759,vor::PRP,מול,před
760,hinter::PRP,מאחורי,za
761,unter::PRP,מתחת,pod
762,durch::PRP,דרך,skrz
763,neben::PRP,ליד,vedle
764,neben::PRP,על-יד,vedle
765,zwischen::PRP,בין,mezi
766,wegen::PRP,בשל,pro
767,wegen::PRP,בגלל,pro
768,dies::PRN,זה,toto
769,dies::PRN,זה,tohle
770,das::PRN,זה,to
771,alles::PRN,הכל,všechno
772,ich::PRN,אני,já
773,du::PRN,את,ty
774,du::PRN,אתה,ty
775,er::PRN,הוא,on
776,wir::PRN,אנחנו,my
777,ihr::PRN,לה,vy
778,sie::PRN,הם,oni
779,was::FPRN,מה,co
780,wer::FPRN,מי,kdo
781,wo::FADV,איפה,kde
782,wohin::FADV,לאן,kam
783,wie::FADV,איך,jak
784,warum::FADV,למה,proč
785,wieviel::FNUM,כמה,kolik
786,eins::NUM,אחד,jeden
787,zwei::NUM,שתים,dva
788,drei::NUM,שלושה,tři
789,vier::NUM,ארבעה,čtyři
790,fünf::NUM,חמשה,pět
791,sechs::NUM,ששה,šest
792,sieben::NUM,שבעה,sedm
793,acht::NUM,שמונה,osm
794,neun::NUM,תשעה,devět
795,zehn::NUM,עשרה,deset
796,elf::NUM,אחת עשרה,jedenáct
797,zwölf::NUM,שתים עשרה,dvanáct
798,zwanzig::NUM,עשרים,dvacet
799,dreißig::NUM,שלושים,třicet
800,vierzig::NUM,ארבעים,čtyřicet
801,fünfzig::NUM,חמשים,padesát
802,sechzig::NUM,ששים,šedesát
803,siebzig::NUM,שבעים,sedmdesát
804,achtzig::NUM,שמונים,osmdesát
805,neunzig::NUM,תשעים,devadesát
806,hundert::NUM,מאה,sto
807,tausend::NUM,אלף,tisíc
808,und::CNJ,ו,a
809,oder::CNJ,או,nebo
810,stehen::V,עמד,stát
811,sitzen::V,ישב,sedět
812,liegen::V,שכב,ležet
813,hängen::V,היה תלוי,viset
814,werden::V,הפך ל,stát se
815,passieren::V,קרה,stát se
816,beginnen::V,התחיל,počít
