,Concept_ID,lez,ko
802,wachsen::V,экъечӏун,생기하다
803,glänzen::V,цӏарцӏар гун,뛰오나다
804,funkeln::V,нур гун,불티가잍어나다
805,lärmen::V,ван авун,떠들다
806,läuten::V,зенг ягъун,울시다
807,klingeln::V,зенг ягъун,초닌총을울리다
808,klirren::V,зигринг авун,탁탁울리다
809,brausen::V,къати хьун,쏴쏴소리내다
810,rauschen::V,вишриш авун,솨솨
811,klingen::V,ван авун,반향하다
812,bellen::V,элуькьун,짖다
813,heulen::V,къув ягъун,포효하다
814,blasen::V,уф гун,불다
815,pfeifen::V,уьфт ягъун,피리를불다
816,schreien::V,гьараюн,절규하다
817,stöhnen::V,суза авун,신음하다
818,zittern::V,зурзун,저뉼하다
819,leben::V,яшамиш хьун,살다
820,geboren werden::V,хьун,태어난
821,atmen::V,нефес чӏугун,숨쉬다
822,trinken::V,хъун,마시다
823,essen::V,тӏуьн,먹다
824,schlucken::V,туькьуьнун,들이켜다
825,müde werden::V,галатун,
826,müde werden::V,юргъун хьун,
827,einschlafen::V,ксун,잠들다
828,schlafen::V,ксун,자다
829,aufwachen::V,ахварай аватун,눈트다
830,aufstehen::V,къарагъун,서다
831,sich erholen::V,ял ягъун,회복하다
832,krank werden::V,кефсуз хьун,
833,krank sein::V,тӏа хьун,
834,schmerzen::V,тӏа хьун,아프다
835,husten::V,уьгьуь ягъун,잔기침하다
836,genesen::V,сагъ хъхьун,낫다
837,sterben::V,кьин,죽다
838,umkommen::V,терг хьун,못쓰게되다
839,sich bewegen::V,юзун,움직이다
840,sich rühren::V,юзун,움직이다
841,sich erheben::V,къарагъун,이러서다
842,sich setzen::V,ацукьун,앉히다
843,hinfallen::V,алукьун,넘어지다
844,laufen::V,къекъуьн,걷다
845,schreiten::V,ккамар къачун,보행하다
846,spazierengehen::V,сейр авун,산보하다
847,eilen::V,тади авун,서둘다
848,sich beeilen::V,гьерекатун,서둘게하다
849,sausen::V,чкурун,서들러 떠나다
850,rennen::V,катун,달리다
851,rennen::V,зверун,달리다
852,springen::V,хкадарун,도약하다
853,klettern::V,акьахун,갑겨오르다
854,kriechen::V,капаралди фин,기다
855,schwimmen::V,сирнав авун,헤엄치다
856,tauchen::V,кьилихъди циз вегьин,잠기다
857,rudern::V,кьусуйралди лодка гьалун,물을헤치다
858,rudern::V,цуьруьгъуьлдалди кӏватӏун,물을헤치다
859,fahren::V,фин,가다
860,fahren::V,фин,나르다
861,fliegen::V,лув гун,날다
862,fliegen::V,цавай фин,날다
863,gehen::V,фин,가다
864,weggehen::V,хъфин,팔리다
865,abfahren::V,фин,출발하다
866,abfahren::V,рекье гьатун,출발하다
867,anhalten::V,акъвазун,멈추다
868,hineingehen::V,гьахьун,(그리로)가다
869,eintreten::V,гьахьун,들러가다
870,kommen::V,атун,오다
871,ankommen::V,атун,고챀하다
872,zurückkommen::V,хтун,보기
873,bleiben::V,амукьун,체류
874,warten::V,гуьзлемишун,기다리다
875,erwarten::V,вил алаз акъвазун,기대하다
876,suchen::V,къекъуьн,찾다
877,suchen::V,къекъуьн,구하다
878,finden::V,жугъун,찾아내다
879,versuchen::V,алахъун,시험하다
880,vorbereiten::V,гьазурун,재비하다
881,lieben::V,кӏан хьун,사랑하다
882,mögen::V,рикӏ ацукьун,줗아하다
883,lachen::V,хъуьруьн,웃다
884,weinen::V,шехьун,울다
885,schimpfen::V,сеперар гун,꾸짖다
886,schimpfen::V,экъуьгъунар авун,꾸짖다
887,sich ärgern::V,хъел акатун,화를내게 하다
888,sich fürchten::V,кичӏе хьун,두려원하다
889,fürchten::V,къурхутмиш хьун,두려원하다
890,fliehen::V,катун,도망치다
891,flüchten::V,катун,도주하다
892,sehen::V,акун,보다
893,anschauen::V,вил вегьин,바라보다
894,ansehen::V,килигун,바라보다
895,hören::V,ван хьун,듣다
896,zuhören::V,яб гун,듣다
897,probieren::V,дад акун,시식하다
898,riechen::V,ни чӏугун,내새를맡다
899,fühlen::V,гьисс авун,느끼다
900,frieren::V,кьун,춥다
901,frieren::V,мекьи хьун,춥다
902,tun::V,авун,하다
903,können::V,хьун,할주릴다
904,können::V,акъакьун,할주릴다
905,wollen::V,кӏан хьун,바라다
906,anfangen::V,башламишун,시작하다
907,beenden::V,куьтягьун,다하다
908,aufhören::V,акъвазун,그만두다
909,gelingen::V,арадал атун,성국하다
910,geraten::V,акъатун,잘되어가다
911,öffnen::V,ахъаюн,열다
912,schließen::V,акьалун,추측하다
913,stellen::V,эцигун,세우다
914,setzen::V,ацукьарун,놓다
915,legen::V,эцигун,눕히다
916,berühren::V,хкӏурун,대다
917,verbinden::V,гилигун,옝열하다
918,bedecken::V,кӏевун,덮다
919,aufhängen::V,куьрсарун,매달다
920,anzünden::V,куькӏуьрун,점화하다
921,aufheben::V,хкажун,위로올리다
922,zurücklassen::V,тун,튀에남기다
923,verlieren::V,квадарун,잃다
924,fallen lassen::V,авадрун,떨어뜨리다
925,machen::V,авун,하다
926,machen::V,кар авун,하다
927,herstellen::V,расун,제조하다
928,bauen::V,туькӏуьрун,짓다
929,reparieren::V,расун,수셩자다
930,verbessern::V,хъсанрун,정정하다
931,ändern::V,табдил авун,바꾸다
932,graben::V,эгъуьнун,파다
933,beugen::V,акӏажарун,구부리다
934,beugen::V,кангур авун,구부리다
935,biegen::V,патахъарун,굽히다
936,drehen::V,алчударун,회전
937,umdrehen::V,элкъуьрун,회전시키다
938,heben::V,хкажун,일으아키다
939,hochheben::V,хкажун,틀어올리다
940,ergreifen::V,агалчна кьун,잡다
941,halten::V,кьун,잡다
942,drücken::V,чуькьуьн,누르다
943,schieben::V,хуртӏ гун,밀다
944,kratzen::V,къадгъунун,긁다
945,lecken::V,мез гун,핥다
946,beißen::V,кӏасун,물다
947,abreißen::V,галудун,
948,abschneiden::V,атӏун,귾어내다
949,stecken::V,сухун,찌르다
950,brechen::V,хун,금
951,brechen::V,кукӏварун,금
952,klopfen::V,тахъ-тахъ авун,치다
953,hauen::V,ягъун,때리다
954,kleben::V,алкӏурун,들러붙다
955,kleben::V,кукӏурун,들러붙다
956,reiben::V,тӏушунун,문지르다
957,streichen::V,алтадун,쓰다듬다
958,schleifen::V,кӏвенкӏв авун,갈다
959,schneiden::V,атӏун,베다
960,rütteln::V,къарсурун,흔들다
961,schütteln::V,къарсурун,흔들다
962,schwenken::V,элягъун,흔들다
963,schwenken::V,галтадун,흔들다
964,schütten::V,цун,따르다
965,füllen::V,ацӏурун,담다
966,einwickeln::V,кутун,싸다
967,einwickeln::V,элкъуьрун,싸다
968,tragen::V,тухун,지우다
969,schleppen::V,галчӏурун,끌다
970,ziehen::V,ялун,당기다
971,ziehen::V,чӏугун,당기다
972,aufbewahren::V,хуьн,간직하다
973,werfen::V,гадрун,던지다
974,fangen::V,кьун,밥다
975,packen::V,кьун,쥐다
976,verstecken::V,кӏевун,숨기다
977,teilen::V,паюн,나누다
978,schicken::V,ракъурун,보내다
979,bringen::V,гъун,가겨
980,hinzufügen::V,алава авун,부가하다
981,bekommen::V,къачун,얻다
982,bekommen::V,жугъурун,얻다
983,erhalten::V,къачун,지니다
984,nehmen::V,къачун,잡다
985,wählen::V,хкягъун,선거하다
986,auswählen::V,хкягъун,선출하다
987,bewahren::V,хуьн,저장보종
988,behindern::V,манийвал авун,훼방하다
989,verderben::V,чӏурун,못쓰게 되다
990,beschädigen::V,нукьсанвал гун,상하게하다
991,zerbrechen::V,хун,깨뜨리다
992,zerreißen::V,къазунун,잡아쫓다
993,zerstören::V,чӏурун,파괴하다
994,zerstören::V,барбатӏун,파괴하다
995,verbrennen::V,ккун,소실하다
996,geben::V,гун,주다
997,reichen::V,вугун,내일다
998,reichen::V,гун,내일다
999,schenken::V,пишкеш авун,주다
1000,versprechen::V,гаф гун,약속하다
1001,wünschen::V,дуьа авун,바라다
1002,loben::V,тариф авун,칭찬하다
1003,küssen::V,темен гун,키스하다
1004,wiegen::V,эчӏягъун,어르다
1005,zudecken::V,гьалдун,뚜꺼을하다
1006,wecken::V,ахварай авудун,깨우다
1007,zeigen::V,къалурун,보이다
1008,führen::V,тухун,가게하다
1009,lehren::V,кӏелиз тун,가르치다
1010,unterrichten::V,тарс гун,가르지다
1011,aufziehen::V,тербия гун,사육하다
1012,aufziehen::V,тербияламишун,사육하다
1013,leiten::V,идара авун,이끌다
1014,antreiben::V,тади кутун,몰다
1015,einladen::V,теклиф авун,초청하다
1016,vereinigen::V,сад авун,하나로하다
1017,besuchen::V,кьилив атун,방문하다
1018,treffen::V,гьалтун,만나다
1019,sich versammeln::V,алтӏушун,조립하다
1020,spielen::V,къугъун,눌다
1021,singen::V,лугьун,노래하다
1022,singen::V,мани лугьун,노래하다
1023,tanzen::V,кьуьл авун,춤추하다
1024,sich trennen::V,къакъатун,가르다
1025,verlassen::V,гъил къачун,버림받은
1026,retten::V,къутармишун,구조하다
1027,bewachen::V,хуьн,치키다
1028,schützen::V,хуьн,보호하다
1029,verteidigen::V,хуьн,막다
1030,sich schlagen::V,кукӏун,치다
1031,schießen::V,акъатун,쏘다
1032,siegen::V,гъалиб хьун,이기다
1033,ärgern::V,хъел гъун,성을내게하다
1034,ärgern::V,хъел кутун,성을내게하다
1035,schlagen::V,ягъун,치다
1036,schlagen::V,галукьарун,치다
1037,treten::V,кьуьл къекъягъун,디디다
1038,treten::V,кьуьл эцягъун,디디다
1039,stechen::V,акьадарун,찌르다
1040,stoßen::V,эцягъун,찌르다
1041,stehlen::V,чуьнуьхун,훔치다
1042,stören::V,хкуьрун,움직이다
1043,belästigen::V,хкуьрун,괴롭히다
1044,belästigen::V,азият гун,괴롭히다
1045,verbergen::V,далдаламишун,숨기다
1046,täuschen::V,алцурарун,속이다
1047,täuschen::V,алцуррун,속이다
1048,betrügen::V,алцурарун,속이다
1049,betrügen::V,гьарамзадавал авун,속이다
1050,töten::V,яна кьин,죽이다
1051,wohnen::V,дуланмиш хьун,실다
1052,arbeiten::V,кӏвалахун,일하다
1053,arbeiten::V,кӏвалах авун,일하다
1054,sammeln::V,кӏватӏун,모으다
1055,pflücken::V,атӏун,꿔다
1056,jagen::V,гъуьрч авун,사냥하다
1057,fischen::V,гъетер кьун,고기를잡다
1058,fassen::V,кьун,움켜쥐다
1059,hüten::V,чӏура хуьн,망보다
1060,treiben::V,гьалун,몰아세우다
1061,anbinden::V,акалун,묶다
1062,füttern::V,ем гун,사료를주다
1063,melken::V,ацун,젖을짜다
1064,hacken::V,куьткуьнун,자르다
1065,gießen::V,яд гун,물을대다
1066,reifen::V,чурун,성숙하다
1067,reifen::V,агакьун,성숙하다
1068,zubereiten::V,гьазурун,조제하다
1069,kochen::V,ругун,요리하다
1070,backen::V,чурун,쿱다
1071,braten::V,чурун,굽다
1072,umrühren::V,какадарун,교반하다
1073,stricken::V,хурун,뜨개질하다
1074,nähen::V,цун,꿰매다
1075,färben::V,шир ягъун,채색하다
1076,reinigen::V,михьун,청소하다
1077,waschen::V,чуьхуьн,씻다
1078,abwischen::V,гуьцӏун,닦다
1079,spülen::V,экъуьрун,씻다
1080,fegen::V,шуткун,소체하다
1081,kehren::V,кул алтадун,청소하다
1082,baden::V,эхъуьн,감다
1083,sich waschen::V,жендек чуьхуьн,모믈 씻다
1084,ausziehen::V,хутӏунун,벗다
1085,ausziehen::V,галудун,벗다
1086,anziehen::V,алукӏун,끌어움직이다
1087,sich anziehen::V,алукӏун,
1088,sich anziehen::V,парталар алукӏун,
1089,kämmen::V,эвягъун,빗다
1090,schmücken::V,безетмишун,치레하다
1091,schmücken::V,гуьрчегарун,치레하다
1092,sagen::V,лугьун,말하다
1093,sprechen::V,рахун,말하다
1094,reden::V,рахун,이야기하다
1095,sich unterhalten::V,ихтилат авун,
1096,fragen::V,жузун,질문하다
1097,bitten::V,тӏалабун,원하다
1098,erzählen::V,ахъаюн,이야기하다
1099,mitteilen::V,хабар гун,이야기하다
1100,nennen::V,тӏвар гун,부르다
1101,rufen::V,эверун,불러내다
1102,prahlen::V,яцӏу гафар авун,자랑하다
1103,übersetzen::V,таржума авун,번역하다
1104,übersetzen::V,гафладун,번역하다
1105,denken::V,фикир авун,생각하다
1106,glauben::V,агъун,믿다
1107,bemerken::V,фикир гун,인자하다
1108,begreifen::V,гъавурда акьун,파악하다
1109,lernen::V,кӏелун,배우다
1110,wissen::V,чир хьун,알다
1111,wissen::V,чирхьун,알다
1112,sich erinnern an::V,рикӏел хуьн,상기하다
1113,vergessen::V,рикӏелай фин,잊다
1114,vergessen::V,рикӏелай алатун,잊다
1115,messen::V,алцумун,측정하다
1116,zählen::V,гьисабун,세다
1117,rechnen::V,гьисабун,게산하다
1118,lesen::V,кӏелун,읽다
1119,malen::V,кхьин,그리다
1120,malen::V,шикилар чӏугун,그리다
1121,zeichnen::V,чӏугун,소묘하다
1122,schreiben::V,кхьин,쓰다
1123,besitzen::V,иеси хьун,소유하다
1124,kaufen::V,къачун,사다
1125,kaufen::V,маса къачун,사다
1126,verkaufen::V,гун,팔다
1127,verkaufen::V,маса гун,팔다
1128,bezahlen::V,къимет гун,지불하다
1129,bezahlen::V,эвезда авун,지불하다
1130,bezahlen::V,гьакъи агакьрун,지불하다
1131,zahlen::V,къимет гун,치르다
1132,zahlen::V,эвезда авун,치르다
1133,zahlen::V,гьакъи агакьрун,치르다
1134,beherrschen::V,иеси хьун,지배하다
1135,ertragen::V,таб гун,참다
1136,Oberschenkel::N,,허벅다리
1137,Strömung::N,,유동
1138,Moor::N,,저습지
1139,Gedächtnis::N,,기억
1140,Ski::N,,스키
1141,Platte::N,,탤
1142,Platte::N,,금속판
1143,Leine::N,,고삐줄
1144,Geschäft::N,,일
1145,dick[Gegenstand]::A,,두꺼운
1146,auf einmal::ADV,,갑자기
1147,zurück::ADV,,제자리로
1148,wieder::ADV,,다시
1149,wehen::V,,풀다
1150,rauchen::V,,김이나다
1151,schaukeln::V,,흔들리게하다
1152,rühren::V,,건드리다
1153,scheinen::V,,...것같다
1154,zu sehen sein::V,,보이는
1155,vernehmen::V,,듣다
1156,vernehmen::V,,들어서일다
1157,wenden::V,,회전시키다
1158,binden::V,,매다
1159,lassen::V,,내버려두다
1160,erkennen::V,,인식하다
1161,verstehen::V,,이해하다
