,Concept_ID,kk,cv
92,Kälte::N,ызғар,сивӗ
93,Kälte::N,суықтық,сивӗ
94,Hitze::N,аптап,вӗри
95,Hitze::N,аптап,шӑрӑх
96,Raureif::N,қырау,пас
97,Regenbogen::N,кемпірқосақ,асамат кӗперӗ
98,Donner::N,күн күркіреу,аслати
99,Strömung::N,ағын,юхӑ
100,Tropfen::N,тамшы,тумлам
101,Schaum::N,көбік,кӑпӑк
102,Schmutz::N,кір,пылчӑк
103,See::N,көл,кӳлӗ
104,Sumpf::N,саз,шур
105,Sumpf::N,саз,шурлӑх
106,Moor::N,саз,торфлӑ шурлӑх
107,Wiese::N,шалғын,улӑх
108,Wiese::N,шалғын,ҫаран
109,Wald::N,орман,вӑрман
110,Hügel::N,төбе,сӑрт
111,Hügel::N,төбе,тӗмеске
112,Hügel::N,белес,сӑрт
113,Hügel::N,белес,тӗмеске
114,Hügel::N,белес-белес,сӑрт
115,Hügel::N,белес-белес,тӗмеске
116,Anhöhe::N,дөң,сӑрт
117,Anhöhe::N,адыр,сӑрт
118,Anhöhe::N,қырат,сӑрт
119,Berg::N,тау,ту
120,Gipfel::N,төбе,тӳпе
121,Höhle::N,үңгір,ҫӗр хӑвӑлӗ
122,Abhang::N,бауыр,тӑвайкки
123,Quelle::N,қайнар,ҫӑл куҫ
124,Bach::N,жылға,пӗчӗк шыв
125,Fluss::N,өзен,юхан шыв
126,Ufer::N,жиек,ҫыран
127,Küste::N,жиегі,тинӗс ҫыранӗ
128,Küste::N,жағалау,тинӗс ҫыранӗ
129,Festland::N,құрылық,тип ҫӗр
130,Meer::N,теңіз,тинӗс
131,Bucht::N,шығанақ,тинӗс кукӑрӗ
132,Insel::N,арал,утрав
133,Blume::N,гүл,чечек
134,Gras::N,от,курӑк
135,Wurzel::N,түбір,тымар
136,Baum::N,ағаш,йывӑҫ
137,Baum::N,дарақ,йывӑҫ
138,Stamm::N,сояу,вулӑ
139,Stamm::N,оқпан,вулӑ
140,Rinde::N,қабық,хуйӑр
141,Ast::N,бұтақ,турат
142,Zweig::N,шыбық,турат
143,Blatt::N,жапырақ,ҫулҫӑ
144,Birke::N,қайың,хурӑн
145,Kiefer[Baum]::N,қарағай,хыр
146,Weide[Baum]::N,тал,хӑва
147,Tanne::N,шырша,чӑрӑш
148,Horn::N,мүйіз,мӑйрака
149,Feder::N,қаламұш,тӗк
150,Fell::N,тері,ҫӑм
151,Flügel::N,қанат,ҫунат
152,Klaue::N,тырнақ,чӗрне
153,Kralle::N,аяқ,ура
154,Schwanz::N,құйрық,хӳре
155,Ei::N,жұмыртқа,ҫӑмарта
156,Nest::N,ұя,йӑва
157,Bau::N,жатақ,йӗнӗ
158,Tier::N,айуан,выльӑх
159,Tier::N,жануар,выльӑх
160,Herde::N,пада,кӗтӳ
161,Kuh::N,сиыр,ӗне
162,Bulle::N,өгіз,вӑкӑр
163,Pferd::N,жылқы,лаша
164,Schaf::N,қой,сурӑх
165,Schwein::N,шошқа,сысна
166,Hund::N,ит,йытӑ
167,Katze::N,мысық,кушак
168,Bär::N,аю,упа
169,Eichhörnchen::N,тиін,пакша
170,Elch::N,бұғы,пӑши
171,Fuchs::N,түлкі,тилӗ
172,Hase::N,қоян,куян
173,Hase::N,қоян,мулкач
174,Maus::N,қаптесер,шӑши
175,Wolf::N,бөрі,кашкӑр
176,Wolf::N,қасқыр,кашкӑр
177,Vogel::N,құс,кайӑк
178,Vogel::N,құс,вӗҫен кайӑк
179,Schwarm::N,топ,ушкӑн
180,Schwarm::N,үйір,ушкӑн
181,Huhn::N,тауық,чӑх
182,Huhn::N,тауық,чӑхӑ
183,Huhn::N,мекиен,чӑх
184,Huhn::N,мекиен,чӑхӑ
185,Hahn::N,әтеш,автан
186,Hahn::N,қораз,автан
187,Gans::N,қаз,хур
188,Adler::N,бүркіт,ӑмӑрт кайӑк
189,Ente::N,үйрек,кӑвакал
190,Eule::N,жапалақ,тӑмана
191,Kranich::N,тырна,тӑрна
192,Krähe::N,қарға,ула курак
193,Kuckuck::N,көкек,куккук
194,Schwan::N,аққу,акӑш
195,Fisch::N,балық,пулӑ
196,Barsch::N,алабұға,уланкӑ
197,Hecht::N,шортан,ҫӑрттан
198,Schlange[Tier]::N,жылан,ҫӗлен
199,Wurm::N,шұбалшаң,ӑман
200,Spinne::N,өрмекші,эрешмен
201,Ameise::N,қүмырска,кӑткӑ
202,Laus::N,бит,пыйтӑ
203,Mücke::N,маса,вӑрӑм туна
204,Fliege::N,шыбын,шӑна
205,Schmetterling::N,көбелек,лӗпӗш
206,Beere::N,жидек,ҫырла
207,Apfel::N,алма,улма
208,Apfel::N,алма,пан улми
209,Pilz::N,қозықұйрық,кӑмпа
210,Pilz::N,саңыраукулақ,кӑмпа
211,Zwiebel::N,жуа,сухан
212,Saat::N,тұқым,вӑрӑ
213,Korn::N,дән,тӗшӗ
214,Korn::N,дән,пӗрчӗ
215,Heu::N,шөп,утӑ
216,Schale::N,қабық,хупӑ
217,Schale::N,қабығы,хупӑ
218,Grube::N,ор,шӑтӑк
219,Falle::N,дұзақ,тапӑ
220,Falle::N,дұзақ,капкӑн
221,Falle::N,қақпан,тапӑ
222,Falle::N,қақпан,капкӑн
223,Schlinge::N,ілмек,йӑлӑ
224,Spur::N,із,йӗр
225,Asche::N,күл,кӗл
226,Dreck::N,былғаныш,пылчӑк
227,Eisen::N,темір,тимӗр
228,Gold::N,алтын,ылтӑн
229,Silber::N,күміс,кӗмӗл
230,Kohle::N,көмір,кӑмрӑк
231,Glas::N,шыны,кӗленче
232,Lehm::N,балшық,тӑм
233,Sand::N,құм,хӑйӑр
234,Mensch::N,адам,ҫын
235,Mensch::N,адам,этем
236,Mann::N,еркек,ар
237,Mann::N,ер адам,ар
238,Frau::N,бике,хӗрарӑм
239,Frau::N,қатын,хӗрарӑм
240,Kind::N,бала,ача
241,Kind::N,перзент,ача
242,Junge::N,бала,ача
243,Junge::N,бала,ар ҫын ача
244,Junge::N,ер бала,ача
245,Junge::N,ер бала,ар ҫын ача
246,Mädchen::N,қыз,хӗр ача
247,Familie::N,жанұя,ҫемье
248,Familie::N,жанұя,кил-йыш
249,Großvater::N,ата,кукаҫи
250,Großmutter::N,әже,кукамай
251,Großmutter::N,әжей,кукамай
252,Eltern::N,ата-аналар,аҫа-ама
253,Vater::N,әке,атте
254,Mutter::N,ана,анне
255,Sohn::N,ұл,ывӑл
256,Tochter::N,қызым,хӗр
257,Bruder::N,бауырым,ар тӑван
258,Schwester::N,әпке,аппа
259,Schwester::N,әпке,йӑмӑк
260,Onkel::N,көке,мучи
261,Onkel::N,көке,пичче
262,Tante::N,тәте,аппа
263,Ehemann::N,ер,упӑшка
264,Ehefrau::N,зайып,арӑм
265,Freude::N,қуаныш,савӑнӑҫ
266,Freude::N,қуаныш,хаваслӑх
267,Freude::N,сүйініш,савӑнӑҫ
268,Freude::N,сүйініш,хаваслӑх
269,Freude::N,шат-думан,савӑнӑҫ
270,Freude::N,шат-думан,хаваслӑх
271,Freude::N,қуаныштылық,савӑнӑҫ
272,Freude::N,қуаныштылық,хаваслӑх
273,Gelächter::N,күлу,кулӑ
274,Glück::N,бақыт,телей
275,Glück::N,бақыт,ӑраскал
276,Glück::N,бақыттылық,телей
277,Glück::N,бақыттылық,ӑраскал
278,Kummer::N,аза,хурлӑх
279,Kummer::N,қайғы,хурлӑх
280,Kummer::N,қасырет,хурлӑх
281,Wunsch::N,мүдде,ӗмӗт
282,Wunsch::N,мүдде,кӑмӑл
283,Lust::N,тәбет,кӑмӑл
284,Lust::N,ынтызар,кӑмӑл
285,Lust::N,құштарлық,кӑмӑл
286,Geist::N,рух,чун-чӗм
287,Geist::N,рух,ыр-усал
288,Geist::N,рух,чун хавалӗ
289,Gedanke::N,ой,шухӑш
290,Gedächtnis::N,ес,ас
291,Gedächtnis::N,жады,ас
292,Gedächtnis::N,ақыл-ес,ас
293,Verstand::N,ақыл,ӑс
294,Verstand::N,ақыл,ӑс-тӑн
295,Verstand::N,ақыл,ӑс-хакӑл
296,Verstand::N,парасат,ӑс
297,Verstand::N,парасат,ӑс-тӑн
298,Verstand::N,парасат,ӑс-хакӑл
299,Sinn::N,мән,тупсӑм
300,Sinn::N,мән,пӗлтерӗш
301,Sinn::N,маныз,тупсӑм
302,Sinn::N,маныз,пӗлтерӗш
303,Sinn::N,мағына,тупсӑм
304,Sinn::N,мағына,пӗлтерӗш
305,Sinn::N,мән-мағына,тупсӑм
306,Sinn::N,мән-мағына,пӗлтерӗш
307,Grund::N,себеп,сӑлтав
308,Wahrheit::N,рас,чӑнлӑх
309,Gespräch::N,әңгіме,калаҫу
310,Märchen::N,ертеп,юмах
311,Märchen::N,ертек,юмах
312,Erzählung::N,әңгіме,акалав
313,Erzählung::N,әңгіме,каласа пани
314,Nachricht::N,хабар,хыпар
315,Neuigkeit::N,жаңалық,ҫӗнӗ хыпар
316,Name::N,ат,ят
317,Name::N,атау,ят
318,Rätsel::N,жұмбақ,сутмалли юмах
319,Rede::N,сөз,сӑмах
320,Sprache::N,тіл,чӗлхе
321,Stimme::N,үн,сасӑ
322,Stimme::N,әуен,сасӑ
323,Stimme::N,дауыс,сасӑ
324,Wort::N,сөз,сӑмах
325,Zeichen::N,ишара,паллӑ
326,Ruf::N,айғай,йыхрав
327,Ruf::N,айғай,чӗнӳ
328,Lärm::N,айғай-шу,шав
329,Lärm::N,айғай-ұйғай,шав
330,Laut::N,дыбыс,сасӑ
331,Laut::N,дауыс,сасӑ
332,Ton::N,әуен,сасӑ
333,Lied::N,ән,юрӑ
334,Lied::N,жыр,юрӑ
335,Lied::N,ән-жыр,юрӑ
336,Ruhe::N,тыныштық,канӑҫлӑх
337,Ruhe::N,тыныштық,лӑпкӑлӑх
338,Leute::N,кісілер,ҫамрӑксем
339,Leute::N,кісілер,ҫамрӑк ҫынсем
340,Volk::N,халық,халӑх
341,Arbeit::N,еңбек,ӗҫхӗл
342,Arbeit::N,еңбек,ӗҫлев
343,Gast::N,қонақ,хӑна
344,Gast::N,мейман,хӑна
345,Geschenk::N,қадия,парне
346,Geschenk::N,қадия,кучченеҫ
347,Spiel::N,ойын,вӑйӑ
348,Gesellschaft::N,қауым,общество
349,Gesellschaft::N,жұртшылық,общество
350,Hilfe::N,жэрдем,пулӑшу
351,Freund::N,дос,тус
352,Kamerad::N,дос-жар,юлташ
353,Kamerad::N,дос-жар,тус
354,Angelegenheit::N,жұмыс,ӗҫ
355,Anzahl::N,сан,йыш
356,Anzahl::N,сан,хисеп
357,Anzahl::N,саны,йыш
358,Anzahl::N,саны,хисеп
359,Art::N,түр,тӗс
360,Stück::N,тілім,татӑк
361,Teil::N,үлес,пай
362,Teil::N,бөлшек,пай
363,Hälfte::N,жарты,ҫурӑ
364,Kreis::N,шеңбер,ункӑ
365,Kreis::N,шеңбер,ҫавракӑш
366,Kreuz::N,крест,хӗрес
367,Linie::N,сызық,йӗр
368,Strich::N,сызық,йӗр
369,Abstand::N,ара,хушӑ
370,Abstand::N,аралық,хушӑ
371,Entfernung::N,аралық,хушӑ
372,Gegend::N,өңір,вырӑн
373,Platz::N,орны,хутлӑх
374,Ort::N,орын,вырӑн
375,Seite::N,жақ,ен
376,Seite::N,жақ,аяк
377,Seite::N,жақ,айӑк
378,Seite::N,бүйір,ен
379,Seite::N,бүйір,аяк
380,Seite::N,бүйір,айӑк
381,Mitte::N,ортасы,варӑ
382,Gegenstand::N,зат,япала
383,Gegenstand::N,нәрсе,япала
384,Sache::N,бұйым,япала
385,Rand::N,шет,вӗҫ
386,Rand::N,шет,хӗрӗ
387,Rand::N,шет,хӗрри
388,Rand::N,шеті,вӗҫ
389,Rand::N,шеті,хӗрӗ
390,Rand::N,шеті,хӗрри
391,Kante::N,қыр,хайкача
392,Kante::N,қыр,хысак
393,Kante::N,қыры,хайкача
394,Kante::N,қыры,хысак
395,Ecke::N,қыры,кӗтес
396,Ecke::N,бұрыш,кӗтес
397,Spitze::N,ұшы,вӗҫ
398,Ende::N,аяқ,вӗҫ
399,Ende::N,соңы,вӗҫ
400,Loch::N,тесік,шӑтӑк
401,Winkel::N,мүйіс,кӗтес
402,Muster::N,мәнер,эреш
403,Größe::N,ауқым,пысӑкӑш
404,Größe::N,көлемдік,пысӑкӑш
405,Länge::N,бой,вӑрӑмӑш
406,Länge::N,ұзындық,вӑрӑмӑш
407,Höhe::N,жоғарылық,ҫӳллӗш
408,Höhe::N,биіктік,ҫӳллӗш
409,Gewicht::N,салмақ,виҫе
410,Gewicht::N,салмақ,йывӑрӑш
411,Menge::N,мөлшер,йыш
412,Haufen::N,үйме,купа
413,Haufen::N,үйінді,купа
414,Reihe::N,сап,рет
415,Boot::N,қайық,кимӗ
416,Ruder::N,ескек,кӗсмен
417,Schlitten::N,шана,ҫуна
418,Ski::N,шаңғы,йӗлтӗр
419,Lagerfeuer::N,алау,вут
420,Lagerfeuer::N,алау,кӑвайт
421,Last::N,ауырлық,сулмаклӑх
422,Last::N,ауырлық,йывӑр япала
423,Last::N,ауыр зат,сулмаклӑх
424,Last::N,ауыр зат,йывӑр япала
425,Gang::N,жүріс,куҫӑм
426,Schritt::N,адым,утӑм
427,Schritt::N,адым,пусӑм
428,Norden::N,солтүстік,ҫурҫӗр
429,Norden::N,терістік,ҫурҫӗр
430,Süden::N,оңтүстік,кӑнтӑр
431,Westen::N,батыс,анӑҫ
432,Westen::N,батыс,хӗвел анӑҫ
433,Osten::N,күншығыс,хӗвел тухӑҫ
434,Holz::N,ағаш,йывӑҫ
435,Holz::N,сүрек,йывӑҫ
436,Brett::N,тақта,хӑма
437,Platte::N,тақта,плита
438,Stütze::N,тіреу,ура
439,Stange::N,қада,шерте
440,Stock::N,сойыл,патак
441,Stab::N,сырық,шӑчӑ
442,Rohr::N,құбыр,пӑрӑх
443,Haus::N,үй,ҫурт
444,Heim::N,үйлі,кил
445,Heim::N,шаңырақ,кил
446,Ofen::N,ошақ,кӑмака
447,Ofen::N,пеш,кӑмака
448,Fußboden::N,еден,урай
449,Tisch::N,үстел,сӗтел
450,Stuhl::N,орындық,пукан
451,Wiege::N,бесік,сӑпка
452,Bett::N,кереует,кравать
453,Regal::N,сөре,ҫӳлӗк
454,Regal::N,сөре,сентре
455,Kiste::N,жәшік,ещӗк
456,Kiste::N,жәшік,сунтӑх
457,Fenster::N,терезе,чӳрече
458,Tür::N,есік,алӑк
459,Tor::N,дарбаза,хапха
460,Zaun::N,дуал,хӳме
461,Dach::N,шатыр,тӑрӑ
462,Leiter::N,саты,пусма
463,Leiter::N,басқыш,пусма
464,Besen::N,сыпырғыш,шӑпӑр
465,Spaten::N,күрек,кӗреҫе
466,Schaufel::N,қалақ,кӗреҫе
467,Gabel::N,аша,вилка
468,Gabel::N,шанышқы,вилка
469,Löffel::N,қасық,кашӑк
470,Messer::N,пышақ,ҫӗҫӗ
471,Nagel::N,мық,пӑта
472,Nagel::N,шеге,пӑта
473,Netz::N,керегекөз,тетел
474,Haken::N,ілмек,йӑрхах
475,Haken::N,ілмек,ҫекӗл
476,Griff::N,сап,хӑлӑп
477,Griff::N,тұтқа,хӑлӑп
478,Schloss::N,құлып,ҫӑра
479,Schloss::N,бекіткіш,ҫӑра
480,Bild::N,сурет,сӑн
481,Bild::N,сурет,сӑнлӑх
482,Bild::N,сурет,картина
483,Figur::N,тұлға,кӗлетке
484,Puppe::N,қуыршақ,пукане
485,Beutel::N,қапшық,михӗ
486,Bündel::N,байлам,ҫыхӑ
487,Bündel::N,байлам,тӗрке
488,Tasche::N,дорба,сумка
489,Eimer::N,шелек,витре
490,Deckel::N,жапқыш,хупӑ
491,Geschirr::N,ыдыс,савӑт-сапа
492,Sack::N,қап,михӗ
493,Tasse::N,шыныаяқ,курка
494,Topf::N,кәстрөл,кастрюль
495,Kessel::N,қазан,хуран
496,Essen::N,ас,апат
497,Nahrung::N,ас,апат-ҫимӗс
498,Nahrung::N,тамақ,апат-ҫимӗс
499,Speise::N,тағам,апат
500,Speise::N,тағам,ҫимӗҫ
501,Fleisch::N,ет,аш
502,Fleisch::N,ет,какай
503,Getreide::N,дәнді,тырӑ
504,Brei::N,ботқа,пӑтӑ
505,Brot::N,күлше,ҫӑкӑр
506,Scheibe::N,тілім,чӗлӗ
507,Scheibe::N,тілім,касӑк
508,Fett::N,май,ҫу
509,Butter::N,май,ҫу
510,Öl::N,май,ҫу
511,Salz::N,тұз,тӑвар
512,Suppe::N,көже,яшка
513,Honig::N,бал,пыл
514,Milch::N,сүт,сӗт
515,Tee::N,шай,чей
516,Leder::N,көн,сӑран
517,Wolle::N,жүн,ҫӑм
518,Stoff::N,мата,тӗртӗм
519,Stoff::N,кездеме,тӗртӗм
520,Nadel::N,ине,йӗп
521,Faden::N,жіп,ҫип
522,Knopf::N,түйме,тӳме
523,Knoten::N,түйін,йӑлӑ
524,Farbe::N,рең,сӑрӑ
525,Kleidung::N,киім,тум
526,Kleidung::N,киім,ҫипуҫ
527,Kleidung::N,киім,тум-тир
528,Hemd::N,жейде,кӗпе
529,Kragen::N,жаға,ҫуха
530,Ärmel::N,жең,ҫанӑ
531,Hose::N,шалбар,шӑлавар
532,Gürtel::N,белбеу,пиҫиххи
533,Mütze::N,қалпақ,ҫӗлӗк
534,Schuh::N,кебіс,пушмак
535,Schuh::N,кебіс,ботинок
536,Stiefel::N,етік,атӑ
537,Ring::N,жүзік,ҫӗрӗ
538,Band::N,таспа,хаю
539,Band::N,таспа,йӗсме
540,Kamm::N,тарақ,тура
541,Spiegel::N,айна,тӗкӗр
542,Spiegel::N,айна,куҫ кӗски
543,Riemen::N,қайыс,чӗн
544,Schnur::N,жіп,кантра
545,Leine::N,тізгін,касмӑк
546,Decke::N,көрпе,утиял
547,Kissen::N,жастық,ҫытар
548,Kissen::N,жастық,минтер
549,Tuch::N,орамал,тутӑр
550,Handtuch::N,сүлгі,ал шӑлли
551,Kraft::N,қуат,вӑй
552,Kraft::N,қуат,хӑват
553,Kraft::N,қарқын,вӑй
554,Kraft::N,қарқын,хӑват
555,Kraft::N,әл-шама,вӑй
556,Kraft::N,әл-шама,хӑват
557,Kraft::N,әл-дәрмен,вӑй
558,Kraft::N,әл-дәрмен,хӑват
559,Stärke::N,әл,хал
560,Stärke::N,әл,хӑват
561,Stärke::N,күш,хал
562,Stärke::N,күш,хӑват
563,Gesundheit::N,денсаулык,хал
564,Gesundheit::N,денсаулык,сывлӑх
565,Krankheit::N,ауру,чир
566,Schmerz::N,ауру,ырату
567,Wunde::N,зақым,суран
568,Wunde::N,жарақат,суран
569,Fieber::N,безгек,сив чир
570,Fieber::N,қалтырау,сив чир
571,Fieber::N,қызу көтерілуі,сив чир
572,Arznei::N,дәрі,эмел
573,Arznei::N,дәрі-дәрмек,эмел
574,Brücke::N,көпір,кӗпер
575,Brunnen::N,құдық,ҫӑл
576,Brunnen::N,құдық,пусӑ
577,Weide::N,өріс,ҫаран
578,Weide::N,жайылым,ҫаран
579,Pfad::N,жол,йӗр
580,Pfad::N,жол,сукмак
581,Weg::N,жол,ҫул
582,Weg::N,жол,ҫул-йӗр
583,Straße::N,жол,ҫӳрев
584,Straße::N,жол,ҫул ҫӳрени
585,Dorf::N,ауыл,ял
586,Stadt::N,қала,хула
587,Stadt::N,шаһар,хула
588,Brief::N,хат,ҫыру
589,Brief::N,жазу,ҫыру
590,Buch::N,кітап,кӗнеке
591,Buchstabe::N,әріп,сас палли
592,Buchstabe::N,қаріп,сас палли
593,Zeitung::N,газет,хаҫат
594,Leben::N,өмір,пурнӑҫ
595,Leben::N,тіршілік,пурнӑҫ
596,Tod::N,опат,вилӗм
597,Grab::N,мола,масар шӑтӑкӗ
598,Grab::N,мазар,масар шӑтӑкӗ
599,Kirche::N,шіркеу,чиркӳ
600,Sünde::N,күнә,ҫылӑх
601,Gott::N,алла,турӑ
602,Gott::N,құдай,турӑ
603,Gott::N,тәңірі,турӑ
604,Gott::N,пәруардігер,турӑ
605,Gott::N,жаратқан тәңірі,турӑ
606,Arbeiter::N,жүмысшы,рабочи
607,Chef::N,басшы,пуҫлӑх
608,Chef::N,жұмыс басқарушысы,пуҫлӑх
609,Meister::N,шебер,ӑста
610,Meister::N,шебер,мастер
611,Meister::N,өнерпаз,ӑста
612,Meister::N,өнерпаз,мастер
613,Arzt::N,дәрігер,врач
614,Arzt::N,дәрігер,тухтӑр
615,Lehrer::N,мұғалім,учитель
616,Lehrer::N,мұғалім,вӗрентекен
617,Geld::N,пұл,укҫа
618,Geschäft::N,бизнес,бизнес
619,Laden::N,дүкен,магазин
620,Preis::N,ақы,хак
621,Preis::N,құны,хак
622,Preis::N,нарық,хак
623,Ware::N,тауар,тавар
624,Nutzen::N,пайда,пайта
625,Reichtum::N,бақ-дәулет,мул
626,Welt::N,әлем,тӗнче
627,Welt::N,жиһан,тӗнче
628,Land::N,аймақ,ҫӗр-шыв
629,Staat::N,мемлекет,патшàлӑх
630,König::N,патша,король
631,Macht::N,өкімет,власть
632,Macht::N,қожалық,власть
633,Grenze::N,шек,чикӗ
634,Krieg::N,соғыс,вӑрҫӑ
635,Feind::N,жау,тӑшман
636,Feind::N,дұшпан,тӑшман
637,Gewalt::N,зорлык,ирӗксӗрлӳ
638,Gewalt::N,зорлық-зомбылык,ирӗксӗрлӳ
639,Kampf::N,күрес,кӗрешӳ
640,Kampf::N,алыспақ,кӗрешӳ
641,Bogen[Waffe]::N,саржа,ухӑ
642,Pfeil::N,жебе,ҫӗмрен
643,Pfeil::N,жебе,ухӑ йӗппи
644,Gewehr::N,қару,пӑшал
645,Fehler::N,әбес,йӑнӑш
646,Fehler::N,қаталық,йӑнӑш
647,Lüge::N,өтірік,суя
648,Lüge::N,өтірік,ултав
649,Schaden::N,зиян,сиен
650,Schaden::N,зарар,сиен
651,Unglück::N,пәле,шар
652,Unglück::N,пәле,инкек
653,Unglück::N,қасырет,шар
654,Unglück::N,қасырет,инкек
655,Unglück::N,ауыртпалық,шар
656,Unglück::N,ауыртпалық,инкек
657,Schuld::N,айыптылық,айӑп
658,Alter::N,жас,ҫул шучӗ
659,Alter::N,жас шамасы,ҫул шучӗ
660,Schluss::N,ада,пӗтни
661,Schluss::N,ада,пӗтмӗш
662,Schluss::N,бітуі,пӗтни
663,Schluss::N,бітуі,пӗтмӗш
664,Zeit::N,уақыт,вӑхӑт
665,Tag::N,күн,кун
666,Morgen::N,таң,ир
667,Morgen::N,таңертең,ир
668,Mittag::N,талтүс,кӑнтӑрла
669,Abend::N,кеш,каҫ
670,Nacht::N,түн,каҫ
671,Woche::N,апта,эрне
672,Monat::N,ай,уйӑх
673,Jahr::N,жыл,ҫулталӑк
674,Frühling::N,көктем,ҫур
675,Frühling::N,көктем,ҫуркунне
676,Sommer::N,жаз,ҫу
677,Sommer::N,жаз,ҫулла
678,Herbst::N,күз,кӗр
679,Herbst::N,күз,кӗркунне
680,Winter::N,қыс,хӗл
681,Winter::N,қыс,хӗлле
682,Januar::N,каңтар,январь
683,Februar::N,ақпан,февраль
684,Februar::N,ақпан,кӗҫӗн кӑрлач
685,März::N,наурыз,март
686,März::N,наурыз,пуш уйӑхӗ
687,April::N,сәуір,апрель
688,Mai::N,мамыр,май
689,Juni::N,маусым,июнь
690,Juli::N,шілде,июль
691,August::N,сүмбіле,август
692,August::N,тамыз,август
693,September::N,қыркүйек,сентябрь
694,September::N,қыркүйек,авӑн уйӑхӗ
695,Oktober::N,ақырап,октябрь
696,November::N,қараша,ноябрь
697,Dezember::N,желтоқсан,раштав
698,Dezember::N,желтоқсан,декабрь
699,Montag::N,дүйсенбі,тунти кун
700,Dienstag::N,сейсенбі,ытлари кун
701,Mittwoch::N,сәрсенбі,юн кун
702,Donnerstag::N,бейсенбі,кӗҫнерни кун
703,Freitag::N,жұма,эрне кун
704,Samstag::N,сенбі,шӑмат кун
705,Sonntag::N,жексембі,вырсарни кун
706,groß::A,алпамсадай,пысӑк
707,klein::A,кішкене,пӗчӗк
708,klein::A,қарғадай,пӗчӗк
709,lang::A,сопақ,вӑрӑм
710,lang::A,сорайған,вӑрӑм
711,kurz::A,кеспелтек,кӗске
712,breit::A,айдынды,сарлака
713,schmal::A,қысық,ансӑр
