,Concept_ID,el,mhr
52,Sehne::N,τένοντας,шӧн
53,Sehne::N,τένοντας,кӱсе́н
54,Knochen::N,οστό,лу
55,Knochen::N,κόκκαλο,лу
56,Gehirn::N,μυαλό,вем
57,Gehirn::N,μυαλό,вуйве́м
58,Gehirn::N,εγκέφαλος,вем
59,Gehirn::N,εγκέφαλος,вуйве́м
60,Herz::N,καρδιά,шӱм
61,Magen::N,στομάχι,пага́р
62,Leber::N,ήπαρ,мокш
63,Leber::N,συκωτί,мокш
64,Atem::N,αναπνοή,шӱ́лыш
65,Hunger::N,πείνα,шужыма́ш
66,Träne::N,δάκρυ,шинчавӱ́д
67,Geschmack::N,γεύση,там
68,Geruch::N,οσμή,пуш
69,Geruch::N,μυρωδία,пуш
70,Schlaf::N,ύπνος,о́мо
71,Traum::N,όνειρο,йӱдо́мо
72,Himmel::N,ουρανός,кава́
73,Sonne::N,ήλιος,ке́че
74,Mond::N,σελήνη,ты́лзе
75,Mond::N,φεγγάρι,ты́лзе
76,Stern::N,άστρο,шӱ́дыр
77,Stern::N,αστέρι,шӱ́дыр
78,Luft::N,αέρας,юж
79,Wind::N,αέρας,марде́ж
80,Wind::N,άνεμος,марде́ж
81,Welle::N,κύμα,то́лкын
82,Wasser::N,νερό,вӱд
83,Stein::N,πέτρα,кӱ
84,Boden::N,χώμα,рок
85,Erde::N,γη,мла́нде
86,Staub::N,σκόνη,пура́к
87,Rauch::N,καπνός,шикш
88,Funke::N,σπίθα,сеске́м
89,Funke::N,σπίθα,тулйы́п
90,Funke::N,σπινθήρας,сеске́м
91,Funke::N,σπινθήρας,тулйы́п
92,Feuer::N,φωτιά,тул
93,Licht::N,φως,со́то
94,Schatten::N,σκιά,ӱ́мыл
95,Schatten::N,ίσκιος,ӱ́мыл
96,Wetter::N,καιρός,иге́че
97,Nebel::N,ομίχλη,тӱтыра́
98,Wolke::N,σύννεφο,пыл
99,Regen::N,βροχή,йӱр
100,Schnee::N,χιόνι,лум
101,Eis::N,πάγος,ий
102,Frost::N,παγωνία,чатлама́
103,Kälte::N,κρύο,йӱ́штӧ
104,Kälte::N,ψύχος,йӱ́штӧ
105,Hitze::N,ζέστη,шо́кшо
106,Raureif::N,πάχνη,пӧрш
107,Raureif::N,πάχνη,по́кшым
108,Regenbogen::N,ουράνιο τόξο,шонанпы́л
109,Donner::N,βροντή,кӱ́дырчӧ
110,Strömung::N,ρεύμα,йо́гын
111,Tropfen::N,στάλα,чӱча́лтыш
112,Schaum::N,αφρός,шоҥ
113,Schmutz::N,βρωμιά,лавыра́
114,See::N,λίμνη,ер
115,Sumpf::N,βάλτος,лӱ́кӧ
116,Moor::N,έλος,куп
117,Wiese::N,λιβάδι,о́лык
118,Wald::N,δάσος,чодыра́
119,Hügel::N,λόφος,арка́
120,Anhöhe::N,ύψωμα,тӧва́
121,Anhöhe::N,ύψωμα,кӱкшака́
122,Berg::N,όρος,ку́рык
123,Berg::N,βουνό,ку́рык
124,Gipfel::N,κορυφή,чаҥга́
125,Gipfel::N,κορυφή,курыкву́й
126,Höhle::N,σπηλιά,пеще́р
127,Höhle::N,σπηλιά,курыкпо́мыш
128,Abhang::N,πλαγιά,та́йыл
129,Quelle::N,πηγή,важ
130,Quelle::N,πηγή,вӱдшинча́
131,Quelle::N,βρύση,важ
132,Quelle::N,βρύση,вӱдшинча́
133,Bach::N,ρυάκι,изэҥе́р
134,Fluss::N,ποτάμι,эҥе́р
135,Fluss::N,ποταμός,эҥе́р
136,Ufer::N,όχθη,сер
137,Küste::N,ακτή,вӱдтӱ́р
138,Küste::N,ακρογιαλιά,вӱдтӱ́р
139,Festland::N,στεριά,мла́нде
140,Meer::N,θάλασσα,те́ҥыз
141,Bucht::N,κόλπος,икса́
142,Insel::N,νησί,отро́
143,Insel::N,νήσος,отро́
144,Blume::N,άνθος,пеле́дыш
145,Blume::N,λουλούδι,пеле́дыш
146,Gras::N,χόρτο,шу́до
147,Gras::N,χορτάρι,шу́до
148,Wurzel::N,ρίζα,вож
149,Baum::N,δέντρο,пуше́ҥге
150,Stamm::N,κορμός,йы́тыр
151,Rinde::N,φλούδα,шӱм
152,Ast::N,κλαδί,укш
153,Zweig::N,κλαδί,торма́к
154,Zweig::N,κλάδος,торма́к
155,Blatt::N,φύλλο,лышта́ш
156,Birke::N,σημύδα,куэ́
157,Kiefer[Baum]::N,πεύκο,пӱ́нчӧ
158,Weide[Baum]::N,ιτιά,уа́
159,Tanne::N,έλατο,кож
160,Horn::N,κέρας,шур
161,Horn::N,κέρατο,шур
162,Feder::N,φτερό,пы́стыл
163,Fell::N,δέρμα,кова́ште
164,Fell::N,τομάρι,кова́ште
165,Flügel::N,πτερύγιο,шу́лдыр
166,Klaue::N,κουλό,кӱч
167,Kralle::N,νύχι,ла́па
168,Kralle::N,νύχι,копа́
169,Schwanz::N,ουρά,поч
170,Ei::N,αβγό,му́но
171,Nest::N,φωλιά,пыжа́ш
172,Bau::N,φωλιά,пыжа́ш
173,Tier::N,ζώο,я́нлык
174,Tier::N,ζώο,живо́тный
175,Herde::N,κοπάδι,кӱ́тӱ
176,Herde::N,κοπάδι,тӱшка́
177,Kuh::N,αγελάδα,ушка́л
178,Bulle::N,ταύρος,ӱ́шкыж
179,Pferd::N,άλογο,и́мне
180,Schaf::N,πρόβατο,шо́рык
181,Schwein::N,γουρούνι,сӧсна́
182,Hund::N,σκυλί,пий
183,Hund::N,σκύλος,пий
184,Katze::N,γάτα,пы́рыс
185,Bär::N,άρκτος,маска́
186,Bär::N,αρκούδα,маска́
187,Eichhörnchen::N,βερβερίτσα,ур
188,Elch::N,άλκη,шо́рдо
189,Fuchs::N,αλεπού,ры́выж
190,Hase::N,λαγός,мера́ҥ
191,Maus::N,ποντικός,коля́
192,Wolf::N,λύκος,пи́ре
193,Vogel::N,πουλί,ка́йык
194,Schwarm::N,σμήνος,каша́к
195,Huhn::N,κότα,чы́ве
196,Huhn::N,όρνιθα,чы́ве
197,Hahn::N,πετεινός,агыта́н
198,Gans::N,χήνα,ко́мбо
199,Adler::N,αετός,карагу́ш
200,Ente::N,πάπια,лу́до
201,Eule::N,κουκουβάγια,тумна́
202,Kranich::N,γερανός,турня́
203,Krähe::N,καρακάξα,кора́к
204,Kuckuck::N,κούκος,куку́
205,Schwan::N,κύκνος,йӱ́ксӧ
206,Fisch::N,ψάρι,кол
207,Barsch::N,πέρκα,ола́ҥге
208,Hecht::N,λούτσος,нуж
209,Hecht::N,λούτσος,чорта́н
210,Schlange[Tier]::N,φίδι,ки́шке
211,Wurm::N,σκουλήκι,шукш
212,Spinne::N,αράχνη,эҥыре́мыш
213,Ameise::N,μυρμήγκι,ку́тко
214,Laus::N,ψείρα,тий
215,Mücke::N,κουνούπι,шыҥа́
216,Fliege::N,μύγα,ка́рме
217,Schmetterling::N,πεταλούδα,лы́ве
218,Beere::N,ρόγα,мӧр
219,Apfel::N,μήλο,олма́
220,Pilz::N,μανιτάρι,по́ҥго
221,Zwiebel::N,κρεμμύδι,шога́н
222,Saat::N,σπόρος,нӧ́шмӧ
223,Saat::N,σπόρος,туш
224,Korn::N,σπυρί,шу́рно
225,Heu::N,σανός,шу́до
226,Schale::N,τσόφλι,шӱм
227,Grube::N,λάκκος,выне́м
228,Falle::N,παγίδα,лӧ́дӧ
229,Schlinge::N,θηλειά,о́птыш
230,Schlinge::N,θηλειά,шӧрга́лтыш
231,Spur::N,ίχνος,кыша́
232,Asche::N,στάχτη,ло́мыж
233,Dreck::N,βρωμιά,лавыра́
234,Eisen::N,σίδερο,кӱ́ртньӧ
235,Gold::N,μάλαμα,шӧ́ртньӧ
236,Gold::N,χρυσάφι,шӧ́ртньӧ
237,Silber::N,ασήμι,ший
238,Silber::N,άργυρος,ший
239,Kohle::N,κάρβουνο,мландышӱ́й
240,Glas::N,γυαλί,янда́
241,Lehm::N,πηλός,шун
242,Sand::N,άμμος,ошма́
243,Mensch::N,άνθρωπος,еҥ
244,Mensch::N,άνθρωπος,айде́ме
245,Mann::N,άνδρας,пӧръе́ҥ
246,Frau::N,γυναίκα,ӱдырама́ш
247,Kind::N,παιδί,аза́
248,Junge::N,αγόρι,рве́зе
249,Mädchen::N,κοπέλα,ӱдыра́ш
250,Mädchen::N,κορίτσι,ӱдыра́ш
251,Familie::N,οικογένεια,еш
252,Großvater::N,παππούς,коча́
253,Großmutter::N,γιαγιά,кова́
254,Eltern::N,γονείς,ача́-ава́
255,Vater::N,πατέρας,ача́
256,Mutter::N,μητέρα,ава́
257,Sohn::N,γιος,э́рге
258,Tochter::N,κόρη,ӱ́дыр
259,Bruder::N,αδελφός,иза́
260,Bruder::N,αδελφός,шо́льо
261,Schwester::N,αδελφή,ака́
262,Onkel::N,θείος,иза́
263,Tante::N,θεία,кока́
264,Ehemann::N,σύζυγος,мари́й
265,Ehefrau::N,σύζυγος,ва́те
266,Freude::N,χαρά,куа́н
267,Freude::N,χαρά,куаныма́ш
268,Gelächter::N,γέλια,во́штылтыш
269,Glück::N,ευτυχία,пиа́л
270,Kummer::N,έγνοια,о́йго
271,Wunsch::N,επιθυμία,ку́мыл
272,Lust::N,όρεξη,ку́мыл
273,Geist::N,πνέυμα,ӧрт
274,Geist::N,πνέυμα,чон
275,Gedanke::N,σκέψη,ой
276,Gedanke::N,σκέψη,шоныма́ш
277,Gedächtnis::N,μνήμη,шарныма́ш
278,Verstand::N,νους,уш
279,Sinn::N,νόημα,смысл
280,Grund::N,λόγος,ама́л
281,Wahrheit::N,αλήθεια,чын
282,Gespräch::N,συνομιλία,мутланыма́ш
283,Märchen::N,παραμύθι,йома́к
284,Erzählung::N,διήγημα,ойлыма́ш
285,Nachricht::N,είδηση,увертарыма́ш
286,Neuigkeit::N,νέο,уве́р
287,Name::N,όνομα,лӱм
288,Rätsel::N,αίνιγμα,ту́што
289,Rede::N,λόγος,ойлыма́ш
290,Rede::N,ομιλία,ойлыма́ш
291,Sprache::N,γλώσσα,йы́лме
292,Stimme::N,φωνή,йӱк
293,Wort::N,λέξη,ой
294,Wort::N,λέξη,мут
295,Zeichen::N,σημείο,ти́ште
296,Zeichen::N,σημείο,знак
297,Ruf::N,κραυγή,ӱжма́ш
298,Lärm::N,θόρυβος,лӱшкыма́ш
299,Lärm::N,θόρυβος,йӱк-йӱа́н
300,Laut::N,ήχος,йӱк
301,Ton::N,ήχος,йӱксе́м
302,Ton::N,τόνος,йӱксе́м
303,Lied::N,τραγούδι,му́ро
304,Ruhe::N,ησυχία,ты́мык
305,Leute::N,κόσμος,еҥ-влак
306,Leute::N,άνθρωποι,еҥ-влак
307,Volk::N,λαός,ка́лык
308,Arbeit::N,εργασία,паша́
309,Gast::N,επισκέπτης,уна́
310,Geschenk::N,δώρο,пӧле́к
311,Spiel::N,παιχνίδι,мо́дыш
312,Spiel::N,παιχνίδι,модма́ш
313,Gesellschaft::N,κοινωνία,тӱшка́
314,Hilfe::N,βοήθεια,по́лыш
315,Freund::N,φίλος,таҥ
316,Freund::N,φίλος,йолта́ш
317,Kamerad::N,σύντροφος,таҥ
318,Angelegenheit::N,υπόθεση,паша́
319,Anzahl::N,αριθμός,чот
320,Art::N,είδος,вид
321,Stück::N,κομμάτι,ка́тыш
322,Stück::N,κομμάτι,ла́стык
323,Teil::N,μέρος,ужа́ш
324,Hälfte::N,μισό,пел
325,Hälfte::N,μισό,пе́ле
326,Kreis::N,κύκλος,ты́ртыш
327,Kreuz::N,σταυρός,ыре́с
328,Linie::N,γραμμή,ли́ний
329,Strich::N,γραμμή,коре́ш
330,Abstand::N,απόσταση,кокла́
331,Entfernung::N,απόσταση,тора́
332,Entfernung::N,απόσταση,ку́жыт
333,Gegend::N,περιοχή,кунде́м
334,Gegend::N,τοποθεσία,кунде́м
335,Platz::N,χώρος,ку́мдык
336,Ort::N,τόπος,вер
337,Ort::N,τόπος,о́лмо
338,Seite::N,πλευρά,ӧ́рдыж
339,Mitte::N,μέση,покше́л
340,Gegenstand::N,αντικείμενο,наста́
341,Sache::N,πράγμα,наста́
342,Rand::N,άκρη,тӱр
343,Rand::N,χείλος,тӱр
344,Kante::N,άκρη,тӱр
345,Ecke::N,γωνιά,лук
346,Spitze::N,μύτη,вуй
347,Ende::N,άκρη,муча́ш
348,Loch::N,τρύπα,рож
349,Winkel::N,γωνία,лук
350,Muster::N,σχέδιο,пеза́к
351,Muster::N,σχέδιο,узо́р
352,Muster::N,σχέδιο,ӱ́лгӧ
353,Größe::N,μέγεθος,кӱ́кшыт
354,Länge::N,μήκος,ку́тыш
355,Höhe::N,ύψος,кӱ́кшыт
356,Gewicht::N,βάρος,не́лыт
357,Menge::N,ποσότητα,чот
358,Haufen::N,σωρός,кы́шыл
359,Reihe::N,αράδα,рада́м
360,Boot::N,βάρκα,пуш
361,Ruder::N,κουπί,эшка́к
362,Schlitten::N,έλκηθρο,тер
363,Schlitten::N,έλκηθρο,изде́р
364,Ski::N,σκι,е́че
365,Lagerfeuer::N,φωτιά,туло́то
366,Last::N,φορτίο,нӧ́лтыш
367,Gang::N,δρόμος,ошкылма́ш
368,Schritt::N,βήμα,о́шкыл
369,Norden::N,βορράς,йӱдйыма́л
370,Süden::N,νότος,кечывалве́л
371,Westen::N,δύση,касве́л
372,Osten::N,ανατολή,эрве́л
373,Holz::N,ξύλο,пу
374,Brett::N,σανίδι,оҥа́
375,Platte::N,πλάκα,аста́р
376,Stütze::N,στήριγμα,чара́к
377,Stange::N,ραβδί,лома́ш
378,Stange::N,κοντός,лома́ш
379,Stock::N,ξύλο,тоя́
380,Stock::N,μπαστούνι,тоя́
381,Stab::N,ραβδί,вара́
382,Stab::N,ραβδί,кашта́
383,Rohr::N,σωλήνας,пуч
384,Haus::N,σπίτι,пӧрт
385,Heim::N,σπίτι,мӧ́ҥгӧ
386,Ofen::N,σόμπα,комака́
387,Ofen::N,θερμάστρα,комака́
388,Fußboden::N,πάτωμα,кӱва́р
389,Tisch::N,τραπέζι,ӱсте́л
390,Stuhl::N,καρέκλα,пӱке́н
391,Wiege::N,κούνια,шепка́
392,Bett::N,κρεβάτι,ва́кшыш
393,Regal::N,ράφι,шӧ́рлык
394,Kiste::N,κιβώτιο,шо́ндык
395,Kiste::N,κιβώτιο,я́шлык
396,Fenster::N,παράθυρο,окна́
397,Tür::N,πόρτα,омса́
398,Tor::N,πύλη,капка́
399,Zaun::N,φράχτης,сава́р
400,Dach::N,στέγη,леве́дыш
401,Leiter::N,σκάλα,тошка́лтыш
402,Leiter::N,κλίμακα,тошка́лтыш
403,Besen::N,σκούπα,ӱштерво́штыр
404,Spaten::N,φτυάρι,ко́льмо
405,Schaufel::N,φτυάρι,сово́к
406,Schaufel::N,φτυάρι,су́ско
407,Gabel::N,πιρούνι,ви́лке
408,Löffel::N,κουτάλι,па́не
409,Löffel::N,κουτάλι,совла́
410,Messer::N,μαχαίρι,кӱ́зӧ
411,Nagel::N,καρφί,пуда́
412,Netz::N,δίχτυ,вапш
413,Haken::N,γάντζος,са́гыле
414,Haken::N,αγκίστρι,са́гыле
415,Griff::N,λαβή,кыл
416,Schloss::N,κλειδαριά,кӧгӧ́н
417,Bild::N,εικόνα,сӱре́т
418,Figur::N,ανάστημα,фигу́р
419,Puppe::N,κούκλα,курча́к
420,Beutel::N,πουγγί,меша́к
421,Bündel::N,δεμάτι,арша́ш
422,Tasche::N,τσάντα,сумка́
423,Eimer::N,κουβάς,ведра́
424,Deckel::N,καπάκι,ко́мдыш
425,Geschirr::N,σκεύη,а́те
426,Sack::N,σάκος,куль
427,Sack::N,σάκος,меша́к
428,Tasse::N,φλιτζάνι,чу́кыр
429,Tasse::N,φλιτζάνι,чашка́
430,Topf::N,χύτρα,ми́ске
431,Kessel::N,καζάνι,под
432,Essen::N,φαγητό,ко́чкыш
433,Nahrung::N,τροφή,ку́рго
434,Speise::N,φαγητό,ко́чкыш
435,Fleisch::N,κρέας,шыл
436,Getreide::N,σιτάρι,шу́рно
437,Brei::N,χυλός,пу́чымыш
438,Brot::N,ψωμί,ки́нде
439,Brot::N,άρτος,ки́нде
440,Scheibe::N,φέτα,ка́тыш
441,Fett::N,πάχος,коя́
442,Butter::N,βούτυρο,ӱй
443,Öl::N,λάδι,ӱй
444,Salz::N,αλάτι,шинча́л
445,Suppe::N,σούπα,шӱр
446,Honig::N,μέλι,мӱй
447,Milch::N,γάλα,шӧр
448,Tee::N,τσάι,чай
449,Leder::N,πετσί,сура́н
450,Leder::N,πετσί,шӱ́штӧ
451,Wolle::N,μαλλί,пун
452,Stoff::N,ύφασμα,куэ́м
453,Stoff::N,ύφασμα,посто́
454,Nadel::N,βελόνα,и́ме
455,Faden::N,κλωστή,шӱ́ртӧ
456,Knopf::N,κουμπί,по́лдыш
457,Knoten::N,κόμπος,пышке́м
458,Farbe::N,μπογιά,чия́
459,Kleidung::N,ρούχα,чие́м
460,Kleidung::N,ρούχα,вурге́м
461,Kleidung::N,ενδυμασία,чие́м
462,Kleidung::N,ενδυμασία,вурге́м
463,Hemd::N,πουκάμισο,ту́выр
464,Kragen::N,κολάρο,сога́
465,Ärmel::N,μανίκι,шокш
466,Hose::N,πανταλόνι,йола́ш
467,Gürtel::N,ζώνη,ӱ́штӧ
468,Mütze::N,σκούφος,упш
469,Schuh::N,παπούτσι,боти́нке
470,Stiefel::N,μπότα,кем
471,Ring::N,δαχτυλίδι,шерга́ш
472,Band::N,κορδέλα,тасма́
473,Band::N,κορδέλα,ле́нте
474,Kamm::N,χτένα,шерге́
475,Spiegel::N,καθρέφτης,вошто́нчыш
476,Riemen::N,λουρί,кӱзанӱ́штӧ
477,Schnur::N,κορδόνι,кере́м
478,Schnur::N,κορδόνι,кандыра́
479,Leine::N,σχοινί,вӱра́ҥ
480,Decke::N,κουβέρτα,леве́дыш
481,Decke::N,κουβέρτα,одея́л
482,Kissen::N,μαξιλάρι,кӱ́пчык
483,Tuch::N,πανί,шо́выч
484,Tuch::N,μαντήλι,шо́выч
485,Handtuch::N,πετσέτα,со́лык
486,Kraft::N,δύναμη,вий
487,Kraft::N,δύναμη,куа́т
488,Stärke::N,ισχύς,куа́т
489,Stärke::N,ισχύς,карма́н
490,Stärke::N,δύναμη,куа́т
491,Stärke::N,δύναμη,карма́н
492,Gesundheit::N,υγεία,таза́лык
493,Krankheit::N,αρρώστια,чер
494,Schmerz::N,πόνος,ко́рштыш
495,Wunde::N,πληγή,су́сыр
496,Fieber::N,πυρετός,йӱштыму́ж
497,Fieber::N,πυρετός,лихора́дке
498,Arznei::N,φάρμακο,эм
499,Brücke::N,γέφυρα,кӱва́р
500,Brunnen::N,πηγάδι,вӱдвыне́м
501,Weide::N,βοσκή,нурше́р
502,Pfad::N,μονοπάτι,йолго́рно
503,Pfad::N,μονοπάτι,сокма́к
504,Weg::N,δρόμος,ко́рно
505,Straße::N,οδός,ко́рно
506,Straße::N,δρόμος,ко́рно
507,Dorf::N,χωριό,ял
508,Stadt::N,πόλη,ола́
509,Brief::N,γράμμα,се́рыш
510,Brief::N,επιστολή,се́рыш
511,Buch::N,βιβλίο,книга́
512,Buchstabe::N,γράμμα,буква́
513,Zeitung::N,εφημερίδα,газе́т
514,Leben::N,ζωή,и́лыш
515,Leben::N,βίος,и́лыш
516,Tod::N,θάνατος,колыма́ш
517,Grab::N,τάφος,шӱга́р
518,Kirche::N,εκκλησία,че́рке
519,Sünde::N,αμαρτία,су́лык
520,Gott::N,θεός,ю́мо
521,Arbeiter::N,εργάτης,паша́зе
522,Chef::N,προϊστάμενος,тӧра́
523,Meister::N,μάστορας,маста́р
524,Meister::N,αρχιτεχνίτης,маста́р
525,Arzt::N,γιατρός,врач
526,Lehrer::N,δάσκαλος,ту́ныктышо
527,Geld::N,λεφτά,окса́
528,Geld::N,χρήματα,окса́
529,Geschäft::N,συναλλαγή,сатулыма́ш
530,Laden::N,μαγαζί,ке́выт
531,Laden::N,κατάστημα,ке́выт
532,Preis::N,τιμή,ак
533,Ware::N,εμπόρευμα,сату́
534,Nutzen::N,όφελος,пайда́
535,Reichtum::N,πλούτος,поя́нлык
536,Welt::N,κόσμος,тӱня́
537,Land::N,χώρα,эл
538,Staat::N,κράτος,кугыжа́ныш
539,Staat::N,πολιτεία,кугыжа́ныш
540,König::N,βασιλιάς,кугыжа́
541,Macht::N,εξουσία,власть
542,Grenze::N,σύνορα,грани́ца
543,Krieg::N,πόλεμος,сар
544,Feind::N,εχθρός,тушма́н
545,Gewalt::N,βία,виешлыма́ш
546,Kampf::N,αγώνας,кредалма́ш
547,Bogen[Waffe]::N,τόξο,юҥе́ж
548,Pfeil::N,σαΐτα,пикш
549,Gewehr::N,τουφέκι,пыча́л
550,Fehler::N,λάθος,йо́ҥылыш
551,Fehler::N,σφάλμα,йо́ҥылыш
552,Lüge::N,ψέμα,шоя́к
553,Lüge::N,ψεύδος,шоя́к
554,Schaden::N,ζημία,зия́н
555,Unglück::N,δυστυχία,эҥге́к
556,Schuld::N,ενοχή,тита́к
557,Schuld::N,ενοχή,йола́
558,Schuld::N,φταίξιμο,тита́к
559,Schuld::N,φταίξιμο,йола́
560,Alter::N,ηλικία,ийго́т
561,Schluss::N,τέλος,муча́ш
562,Zeit::N,χρόνος,жап
563,Zeit::N,χρόνος,па́гыт
564,Tag::N,μέρα,ке́че
565,Tag::N,ημέρα,ке́че
566,Morgen::N,πρωί,эр
567,Mittag::N,μεσημέρι,кечыва́л
568,Abend::N,βράδυ,кас
569,Nacht::N,νύχτα,йӱд
570,Woche::N,εβδομάδα,арня́
571,Monat::N,μήνας,ты́лзе
572,Jahr::N,έτος,ий
573,Jahr::N,χρόνος,ий
574,Frühling::N,άνοιξη,шо́шо
575,Sommer::N,καλοκαίρι,кеҥе́ж
576,Herbst::N,φθινόπωρο,шы́же
577,Winter::N,χειμώνας,те́ле
578,Januar::N,Ιανουάριος,шоркыйол
579,Januar::N,Ιανουάριος,идалыкву́й
580,Januar::N,Ιανουάριος,янва́рь
581,Februar::N,Φεβρουάριος,пургыж
582,Februar::N,Φεβρουάριος,февра́ль
583,März::N,Μάρτιος,ӱярня
584,März::N,Μάρτιος,март
585,April::N,Απρίλιος,апре́ль
586,Mai::N,Μάιος,ага
587,Mai::N,Μάιος,май
588,Juni::N,Ιούνιος,пеледыш
589,Juni::N,Ιούνιος,ию́нь
590,Juli::N,Ιούλιος,сӱрем
591,Juli::N,Ιούλιος,ию́ль
592,August::N,Αύγουστος,сорла
593,August::N,Αύγουστος,агарма́н
594,August::N,Αύγουστος,а́вгуст
595,September::N,Σεπτέμβριος,идым
596,September::N,Σεπτέμβριος,сентя́брь
597,Oktober::N,Οκτώβριος,шыжа
598,Oktober::N,Οκτώβριος,октя́брь
599,November::N,Νοέμβριος,кылме тылзе
600,November::N,Νοέμβριος,ноя́брь
601,Dezember::N,Δεκέμβριος,дека́брь
602,Montag::N,Δευτέρα,шо́чмо
603,Dienstag::N,Τρίτη,ку́шкыжмо
604,Mittwoch::N,Τετάρτη,вӱрге́че
605,Donnerstag::N,Πέμπτη,изарня́
606,Freitag::N,Παρασκευή,кугарня́
607,Samstag::N,Σάββατο,шуматке́че
608,Sonntag::N,Κυριακή,рушарня́
609,groß::A,μεγάλος,кугу́
610,klein::A,μικρός,изи́
611,lang::A,μακρύς,кужу́
612,kurz::A,κοντός,кӱ́чык
613,breit::A,φαρδύς,кумда́
614,schmal::A,στενός,а́ҥысыр
615,dicht::A,πυκνός,ну́гыдо
616,dick[Gegenstand]::A,παχύς,кӱ́жгӧ
617,dick[Gegenstand]::A,χοντρός,кӱ́жгӧ
618,dünn::A,ψιλός,ви́чкыж
619,dünn::A,λεπτός,ви́чкыж
620,fein::A,ψιλός,ты́гыде
621,fest::A,στερεός,чо́ткыдо
622,flach::A,επίπεδος,лапка́
623,glatt::A,λείος,яклака́
624,glatt::A,ομαλός,яклака́
625,hart::A,σκληρός,пе́ҥгыде
626,weich::A,μαλακός,пу́шкыдо
627,rund::A,στρογγυλός,йырге́шке
628,spitz::A,μυτερός,коша́р
629,scharf::A,κοφτερός,пӱ́сӧ
630,stumpf::A,αμβλύς,токма́к
631,schwer::A,βαρύς,не́ле
632,schön::A,ωραίος,сы́лне
633,schön::A,όμορφος,сы́лне
634,heiß::A,ζεστός,шо́кшо
635,warm::A,θερμός,ле́ве
636,kalt::A,κρύος,йӱ́штӧ
637,kalt::A,ψυχρός,йӱ́штӧ
638,kühl::A,δροσερός,юа́лге
639,kühl::A,δροσερός,южгата́
640,frisch::A,νωπός,свежа́
641,frisch::A,φρέσκος,свежа́
642,feucht::A,υγρός,вӱ́дыжгӧ
643,nass::A,βρεγμένος,нӧ́рӧ
644,trocken::A,ξηρός,ку́кшо
645,trocken::A,στεγνός,ку́кшо
646,voll::A,γεμάτος,тич
647,leer::A,άδειος,яра́
648,offen::A,ανοιχτός,виш
649,geschlossen::A,κλειστός,пе́тырыме
650,geschlossen::A,κλειστός,тӱ́чмӧ
651,sauber::A,καθαρός,ару́
652,sauber::A,καθαρός,янда́р
653,schmutzig::A,βρώμικος,лавыра́н
654,schmutzig::A,βρώμικος,ла́выргыше
655,schmutzig::A,λερωμένος,лавыра́н
656,schmutzig::A,λερωμένος,ла́выргыше
657,roh::A,ωμός,кӱ́чымӧ
658,reif::A,ώριμος,лӧза́
659,lecker::A,νόστιμος,ту́тло
660,süß::A,γλυκός,ше́ре
661,bitter::A,πικρός,ко́чо
662,sauer::A,ξινός,шо́по
663,hell::A,φωτεινός,во́лгыдо
664,dunkel::A,σκοτεινός,пычке́мыш
665,schwarz::A,μαύρος,шола́
