,Concept_ID,myv,ku
811,hundert::NUM,сядо,sêd
812,tausend::NUM,тыща,hezar
813,und::CNJ,ды,û
814,oder::CNJ,или,an
815,oder::CNJ,или,yan
816,stehen::V,аштемс стядо,sekinîn
817,sitzen::V,аштемс озадо,rûniştin
818,liegen::V,мадезь аштемс,paldan
819,hängen::V,нурьгемс,darve kirin
820,werden::V,арамс,bûn
821,passieren::V,лисэмс,hatin holê
822,passieren::V,лисэмс,hatin serê kesî
823,beginnen::V,ушодомс,li dest pêkirin
824,enden::V,лоткамс,xalas bû
825,wechseln::V,полавтнемс,guherandin
826,wechseln::V,полавтнемс,dêgiş kirin
827,aufgehen[Sonne]::V,лисемс,hilatin
828,aufgehen[Sonne]::V,стямс,hilatin
829,untergehen[Sonne]::V,валгомс,çun ava
830,scheinen[Sonne]::V,валдомтомс,şewk de
831,donnern::V,цярномс,gire-gir
832,donnern::V,галдордомс,gire-gir
833,wehen::V,пувамс,ba le de
834,strömen::V,чудемс,xwe girtin
835,fließen::V,чудемс,herikîn
836,sich drehen::V,велямс,xwe zivirandin
837,schwanken::V,лыкамс,hejandin
838,schwanken::V,якамс,hejandin
839,schwingen::V,нурсемс,libakirin
840,schwingen::V,лыкамс,libakirin
841,fallen::V,прамс,ketin
842,fallen::V,сяворемс,ketin
843,brennen::V,паломс,şewitîn
844,rauchen::V,качадомс,kişandin
845,regnen::V,пиземс,bahran tê
846,gefrieren::V,кельмемс,qefilandin
847,tauen::V,соламс,helandin
848,schmelzen::V,соламс,helandin
849,trocknen::V,коськемс,zuwabûn
850,sieden::V,лакамс,kelîn
851,sieden::V,пиксемс,kelîn
852,faulen::V,наксадомс,xerabûn
853,verfaulen::V,наксадомс,xerabûn
854,reißen::V,сезневемс,jêkirin
855,versinken::V,ваямс,xerq bûn
856,vergehen::V,ютамс,derbas bûn
857,erscheinen::V,лисемс,peyda bûn
858,verschwinden::V,ёмамс,wendabûn
859,sinken::V,явамс,noq bûn
860,abnehmen::V,киремемс,kêm bûn
861,zunehmen::V,ламолгадомс,qelew bûn
862,zunehmen::V,раштамс,qelew bûn
863,steigen::V,куземс,hildan
864,steigen::V,кепсевемс,hildan
865,wachsen::V,касомс,mezin bûn
866,glänzen::V,цитнемс,biriqîn
867,funkeln::V,пиндолдомс,çikisîn
868,funkeln::V,цивтёрдомс,çikisîn
869,lärmen::V,шалномс,guşîn
870,läuten::V,гайгезевемс,lê de
871,klingeln::V,чавомс баягас,sîl dan
872,klingeln::V,чавомс баягас,ringerin
873,klirren::V,калдордомс,zingzing hat
874,klirren::V,кальцяемс,zingzing hat
875,brausen::V,лакамс,guşîn
876,rauschen::V,лажномс,guşîn
877,klingen::V,гайгемс,deng pe ketin
878,bellen::V,онгомс,kewtîn
879,heulen::V,урномс,ûrîn
880,blasen::V,пувамс,puf kirin
881,pfeifen::V,вешкемс,fîkandin
882,schreien::V,пижнемс,qîrîn
883,stöhnen::V,кувсемс,nalîn
884,zittern::V,тарномс,hejîn
885,leben::V,эрямс,jihîn
886,geboren werden::V,чачомс,hatin dinyê
887,geboren werden::V,чачомс,bûn
888,atmen::V,лексемс,hilmijîn
889,trinken::V,симемс,vexwarin
890,essen::V,ярсамс,xwarin
891,schlucken::V,нилемс,daqulbandin
892,schlucken::V,порнемс,daqulbandin
893,müde werden::V,сиземс,betilîln
894,müde werden::V,сиземс,qerimîn
895,einschlafen::V,матедевемс,razan
896,schlafen::V,удомс,razan
897,schlafen::V,удомс,razandin
898,aufwachen::V,сыргоземс,şiyarbûn
899,aufstehen::V,стямс,rabûn
900,sich erholen::V,оймсемс,baş bûn
901,krank werden::V,сэредезевемс,nexweş kêt
902,krank sein::V,сэредемс,nexweş bû
903,schmerzen::V,сэредемс,êşandin
904,husten::V,козомс,kuxin
905,genesen::V,пичкамс,baş bûn
906,sterben::V,куломс,mirin
907,umkommen::V,чавовомс,mirin
908,umkommen::V,ёмамс,mirin
909,sich bewegen::V,шаштомс,leqîn
910,sich rühren::V,сыргамс,leqîn
911,sich erheben::V,куземс,rabûn
912,sich setzen::V,озамс,runiştin
913,hinfallen::V,прамс,kêtin
914,hinfallen::V,сяворемс,kêtin
915,laufen::V,якамс,meşîn
916,schreiten::V,эскелямс,meşkirin
917,schreiten::V,молемс,meşkirin
918,spazierengehen::V,якамс,gerandin
919,eilen::V,эрзкалемс,lezandin
920,eilen::V,капшамс,lezandin
921,sich beeilen::V,капшамс,zûkirin
922,sausen::V,ливтямс,fîzîn
923,rennen::V,чийнемс,baz dan
924,rennen::V,ардтнемс,baz dan
925,springen::V,кирнявтнемс,hilpekîn
926,klettern::V,куземс,hilperikîn
927,schaukeln::V,нурямс,lorandin
928,kriechen::V,ёзмолдомс,xuşandin
929,schwimmen::V,уемс,avjenîn
930,tauchen::V,чопавтомс,qutxuyardin
931,tauchen::V,чопавтомс,noqîn
932,tauchen::V,чопавтнемс,qutxuyardin
933,tauchen::V,чопавтнемс,noqîn
934,rudern::V,миледемс,qaîq ajotin
935,fahren::V,ардомс,ajotin
936,fliegen::V,ливтямс,firîn
937,gehen::V,туемс,çûn
938,gehen::V,молемс,çûn
939,weggehen::V,туемс,çûn
940,abfahren::V,туемс,çûyin
941,anhalten::V,лоткамс,rawestîn
942,hineingehen::V,совамс,ketin hundir
943,eintreten::V,совамс,têketin
944,eintreten::V,эскельдямс,têketin
945,kommen::V,самс,hatin
946,ankommen::V,самс,gihan
947,ankommen::V,самс,gihîştin
948,ankommen::V,пачкодемс,gihan
949,ankommen::V,пачкодемс,gihîştin
950,zurückkommen::V,велявтомс,vegerandin
951,bleiben::V,кадовомс,sekinîn
952,warten::V,учомс,payîn
953,erwarten::V,учомс,payîn
954,suchen::V,вешнемс,lêgerîn
955,finden::V,муемс,peyda kirin
956,versuchen::V,варштамс,çeribandin
957,vorbereiten::V,анокстамс,amade kirin
958,lieben::V,вечкемс,hez kirin
959,mögen::V,вечкемс,dil kirin
960,lachen::V,пейдемс,kenîn
961,rühren::V,токамс седейс,hêjan
962,weinen::V,авардемс,girîn
963,schimpfen::V,сёвномс,pevçûn
964,sich ärgern::V,кежиявтнемс,enirîn
965,sich fürchten::V,пелемс,tirsîn
966,fürchten::V,пелемс,tirsin
967,fliehen::V,оргодемс,bazdan
968,flüchten::V,ворьгодемс,revîn
969,flüchten::V,чадомс,revîn
970,sehen::V,неемс,dîtin
971,anschauen::V,ваномс,sêr kirin
972,ansehen::V,ваномс,hesibandin
973,hören::V,марямс,guhdar jirin
974,zuhören::V,кунсоломс,guhdarî kirin
975,probieren::V,варшамс,tehm kirin
976,riechen::V,никсемс,bihn kirin
977,fühlen::V,марямс,hîs kirin
978,scheinen::V,марявомс,xoyer kir
979,zu sehen sein::V,неявомс,diyar bûn
980,vernehmen::V,марямс,bihîstin
981,frieren::V,кельмемс,qerişîn
982,tun::V,теемс,kirin
983,können::V,маштомс,karin
984,wollen::V,бажамс,xwestîn
985,anfangen::V,кармамс,dest pêkirin
986,beenden::V,прядомс,xelas kirin
987,aufhören::V,лоткамс,xelas kirin
988,gelingen::V,удаламс,çe bûn
989,geraten::V,лисемс,qewîmîn
990,öffnen::V,панжомс,vekirin
991,schließen::V,пекстамс,girtin
992,schließen::V,сёлгомс,girtin
993,schließen::V,конямс,girtin
994,stellen::V,аравтомс,danîn
995,setzen::V,ойсевтемс,rûniştin
996,setzen::V,озавтнемс,rûniştin
997,legen::V,путомс,danîn
998,legen::V,путомс,razandin
999,berühren::V,токамс,lêketin
1000,verbinden::V,содомс,anîn pê
1001,bedecken::V,вельтямс,sergirtin
1002,aufhängen::V,понгавтомс,aliqandin
1003,anzünden::V,кирвастемс,pêxistin
1004,aufheben::V,кепедемс,hildan
1005,zurücklassen::V,кадомс,hiştin
1006,zurücklassen::V,кадомс,vehiştin
1007,verlieren::V,ёмавтомс,wendakirin
1008,fallen lassen::V,правтомс,xistin bixe
1009,fallen lassen::V,правтомс,xistin
1010,machen::V,теемс,kirin
1011,machen::V,теемс,çêkirin
1012,herstellen::V,анокстамс,çê kirin
1013,herstellen::V,анокстамс,peyda kirin
1014,bauen::V,путомс,lêkirin
1015,reparieren::V,витемс,veherînerîn
1016,verbessern::V,паролгавтомс,sererastkirin
1017,verbessern::V,вадрялгавтомс,sererastkirin
1018,ändern::V,полавтомс,degiş kirin
1019,graben::V,чувомс,kolandin
1020,graben::V,таргамс,kolandin
1021,beugen::V,мендемс,tewîn
1022,beugen::V,мендемс,xwar kirin
1023,biegen::V,комавтомс,tewandin
1024,biegen::V,комавтомс,xwarkirin
1025,drehen::V,чаравтомс,fitilandin
1026,drehen::V,велявтнемс,fitilandin
1027,wenden::V,велявтомс,zivîrin
1028,umdrehen::V,велявтомс,vegerandin
1029,heben::V,кепедемс,hildan
1030,hochheben::V,кепедемс,hildan
1031,ergreifen::V,кундамс,dest avêtin
1032,halten::V,кирдемс,hîştin
1033,halten::V,кирдемс,sekinîn
1034,drücken::V,нуемс,pêl kirin
1035,schieben::V,шаштомс,damdan
1036,kratzen::V,ангордамс,xurandin
1037,lecken::V,нолсемс,alastin
1038,beißen::V,сускомс,gez kirin
1039,abreißen::V,сеземс,hilşandin
1040,abschneiden::V,печкемс,jêkirin
1041,binden::V,кодамс,girêdan
1042,binden::V,сюлмамс,girêdan
1043,stecken::V,сялгомс,têxistin
1044,brechen::V,синдемс,şikandin
1045,brechen::V,калавтомс,şikandin
1046,klopfen::V,калтаямс,kutandin
1047,hauen::V,чавомс,li dan
1048,kleben::V,педявтнемс,zeliqîn
1049,kleben::V,педявтнемс,şirêz kirin
1050,reiben::V,ёзамс,firikandin
1051,streichen::V,вадемс,bax dan
1052,schleifen::V,човамс,çarkirin
1053,schneiden::V,керямс,jêkirin
1054,rütteln::V,чукамс,hejandin
1055,rütteln::V,лыкавтомс,hejandin
1056,schütteln::V,чукамс,daweşîn
1057,schwenken::V,яхолемс,têwdan
1058,schütten::V,каямс,rijandin
1059,füllen::V,пештямс,dagirtin
1060,einwickeln::V,тапарямс,pêçandin
1061,tragen::V,кандомс,kişandin
1062,tragen::V,кандомс,rajtin
1063,schleppen::V,ускомс,kişandin
1064,ziehen::V,ускомс,kişandin
1065,aufbewahren::V,ванстомс,hilandin
1066,werfen::V,ёртомс,avêtin
1067,fangen::V,кундамс,sem kirin
1068,fangen::V,кундамс,girtin
1069,packen::V,кундамс,pê girtin
1070,verstecken::V,кекшемс,hîlanin
1071,teilen::V,явомс,parvekirin
1072,schicken::V,кучомс,şandin
1073,bringen::V,кандомс,anîn
1074,bringen::V,кандомс,birin
1075,hinzufügen::V,путомс,dan ser
1076,hinzufügen::V,путомс,li tiştekî zêde kirin
1077,hinzufügen::V,максомс,dan ser
1078,hinzufügen::V,максомс,li tiştekî zêde kirin
1079,bekommen::V,саемс,standin
1080,erhalten::V,саемс,standin
1081,nehmen::V,саемс,girtin
1082,wählen::V,кочкамс,ray dan
1083,auswählen::V,кочкамс,bijartin
1084,bewahren::V,ванстомс,rê li ber girtin
1085,bewahren::V,ванстомс,lê xwedî derketin
1086,behindern::V,кирдемс,bara wi
1087,verderben::V,коламс,heram bûn
1088,beschädigen::V,теемс зыян,xerab kirin
1089,zerbrechen::V,коламс,şikênandin
1090,zerbrechen::V,коламс,perçe kirin
1091,zerreißen::V,сеземс,qelişandin
1092,zerstören::V,калавтомс,hilşandin
1093,verbrennen::V,пултамс,şewitandin
1094,geben::V,максомс,dan
1095,geben::V,максомс,dayin
1096,reichen::V,максомс,besbûn
1097,reichen::V,максомс,têrkirin
1098,schenken::V,каземс,diyarî kirin
1099,versprechen::V,алтамс,soz dan
1100,wünschen::V,арсемс,dil kirin
1101,loben::V,шнамс,pesinandin
1102,küssen::V,палсемс,maçkirin
1103,wiegen::V,нурсемс,lorandin
1104,wiegen::V,нурсемс,wezinandin
1105,zudecken::V,тавадомс,nixumandin
1106,zudecken::V,вельтямс,nixumandin
1107,wecken::V,стявтомс,bixwe hesandin
1108,zeigen::V,невтемс,şanîdan
1109,führen::V,ветямс,raber kirin
1110,lehren::V,тонавтомс,hîn kirin
1111,unterrichten::V,тонавтомс,ders dan
1112,aufziehen::V,трямс,mesinkirin
1113,aufziehen::V,кастомс,mesinkirin
1114,leiten::V,ветямс,rêberî kirin
1115,leiten::V,азоркстамс,rêberî kirin
1116,antreiben::V,ветямс,bezandin
1117,lassen::V,кармавтомс,berdan
1118,lassen::V,кармавтомс,hiştin
1119,einladen::V,тердемс,dawet kirin
1120,vereinigen::V,вейсэндямс,bi yek kirin
1121,vereinigen::V,вейс путомс,bi yek kirin
1122,vereinigen::V,вейс пурнамс,bi yek kirin
1123,besuchen::V,варштамс,mêvan bûn
1124,treffen::V,вастомс,rast hatin
1125,sich versammeln::V,промокшномс,li hev çivîn
1126,spielen::V,налксемс,listin
1127,singen::V,морамс,stran
1128,tanzen::V,киштемс,reqisîn
1129,sich trennen::V,явомс,hew berdan
1130,verlassen::V,кадомс,tanê hişt
1131,verlassen::V,кадомс,bêkes
1132,retten::V,идемс,rihakirin
1133,bewachen::V,ванстомс,raçavkirin
1134,schützen::V,аштемс,hemet kirin
1135,verteidigen::V,ваномс,paraztin
1136,sich schlagen::V,тюремс,li hev bezîn
1137,schießen::V,ледемс,agir kirin
1138,siegen::V,изнямс,biser ketin
1139,ärgern::V,кежейгавтомс,xeyirandin
1140,schlagen::V,токамс,lêdan
1141,schlagen::V,токамс,lêxistin
1142,treten::V,тапамс,têlekirin
1143,stechen::V,пупамс,têrekirin
1144,stoßen::V,тулкадемс,lêketin
1145,stehlen::V,саламс,dizîn
1146,stehlen::V,саламс,dizî birin
1147,stören::V,пирямс ки,aciz kirin
1148,belästigen::V,а максомс,li tela yeki ketin
1149,belästigen::V,а кадомс оймамо,li tela yeki ketin
1150,verbergen::V,сёпомс,veşartin
1151,verbergen::V,сёпомс,kemîndanîn
1152,verbergen::V,кекшемс,veşartin
1153,verbergen::V,кекшемс,kemîndanîn
1154,täuschen::V,манямс,xapandin
1155,täuschen::V,манямс,lê zexeli kirin
1156,betrügen::V,манчемс,xapandin
1157,töten::V,чавномс,kûştin
1158,töten::V,маштнемс,kûştin
1159,wohnen::V,эрямс,rûniştin
1160,arbeiten::V,важодемс,kar kirin
1161,arbeiten::V,важодемс,şêxulin
1162,sammeln::V,пурнамс,komkirin
1163,pflücken::V,ноцковтнемс,çinîn
1164,jagen::V,кундамс,nêçîr kirin
1165,fischen::V,калонь кундамс,masî girtin
1166,fassen::V,кундамс,pê girtin
1167,fassen::V,кундамс,sêm kirin
1168,hüten::V,ваномс,hei jê man
1169,treiben::V,панемс,bêherandin
1170,anbinden::V,сюлмамс,tewilandin
1171,füttern::V,андомс,xwarine dan lê
1172,melken::V,потявтомс,dotin
1173,hacken::V,лазномс,kolandin
1174,gießen::V,валомс,av dan
1175,reifen::V,кенеремс,kemilîn
1176,zubereiten::V,анокстамс,çe kirin
1177,kochen::V,пидемс,xwarin çe kirin
1178,kochen::V,пидемс,kelandin
1179,backen::V,пидемс,pijandin
1180,braten::V,пуштамс,qelandin
1181,braten::V,пуштамс,sor kirin
1182,umrühren::V,човорямс,têvdan
1183,stricken::V,кодамс,hûnan
1184,nähen::V,стамс,kêl kirin
1185,färben::V,артомс,boyax kirin
1186,reinigen::V,урядамс,paqijkirin
1187,waschen::V,муськемс,şuştin
1188,abwischen::V,нардамс,pakîj kirin
1189,spülen::V,ёрвалдомс,şuştin
1190,fegen::V,тенсемс,maliştin
1191,kehren::V,тенсемс,maliştin
1192,baden::V,экшелямс,serîşûştin
1193,sich waschen::V,шлямс,serîşûştin
1194,ausziehen::V,кайсевтемс,jê kirin
1195,anziehen::V,оршамс,pê kirin
1196,sich anziehen::V,оршамс,xwe kirin
1197,kämmen::V,судрямс,şeh kirin
1198,schmücken::V,мазылгавтомс,xemilandin
1199,schmücken::V,наряжамс,xemilandin
1200,sagen::V,меремс,gotin
1201,sagen::V,меремс,peyivîn
1202,sprechen::V,кортамс,peyivîn
1203,reden::V,кортамс,axaftin
1204,sich unterhalten::V,кортнемс,hev biştaxilin
1205,fragen::V,кевкстемс,pirsîn
1206,fragen::V,кевкстемс,pirs kirin
1207,bitten::V,вешемс,tika kirin
1208,erzählen::V,ёвтнемс,behs kirin
1209,mitteilen::V,ёвтамс,vegotin
1210,nennen::V,лемдемс,bi nav kirin
1211,nennen::V,путомс лем,bi nav kirin
1212,rufen::V,тердемс,bakirin
1213,rufen::V,серьгедемс,bakirin
1214,prahlen::V,шнамс пря,pesnê xwe dan
1215,übersetzen::V,ютавтомс,qulibandin
1216,übersetzen::V,ютавтомс,derbas kirin
1217,denken::V,арсемс,fikirîn
1218,glauben::V,кемемс,bawer bûn
1219,bemerken::V,неемс,bala xwe dan
1220,bemerken::V,неемс,çac lê ketin
1221,erkennen::V,содамс,pêhesîn
1222,begreifen::V,пачкодемс,fêmkirin
1223,verstehen::V,чарькодемс,fêmkirin
1224,lernen::V,тонавтнемс,halmandin
1225,lernen::V,тонавтнемс,fêrbun
1226,wissen::V,содамс,zanîn
1227,sich erinnern an::V,ледстямс,bir bûn
1228,vergessen::V,стувтомс,ji bir kirin
1229,messen::V,онкстнемс,pê kanîn
1230,zählen::V,ловомс,hejmardin
1231,rechnen::V,ловомс,hesibandin
1232,lesen::V,ловномс,xwendin
1233,malen::V,рисовамс,rengandin
1234,malen::V,рисовамс,boyax kirin
1235,zeichnen::V,рисовамс,işaret kirin
1236,schreiben::V,сёрмадомс,nivîsandin
1237,besitzen::V,улемс,hebûn
1238,besitzen::V,улемс азорокс,hebûn
1239,kaufen::V,рамамс,kirîn
1240,verkaufen::V,миемс,firotin
1241,bezahlen::V,пандомс,pere dan
1242,zahlen::V,пандомс,pere dan
1243,zahlen::V,пандомс,dayin
1244,beherrschen::V,азоркстамс,zebt kirin
1245,beherrschen::V,азоркстамс,hukim kirin
1246,ertragen::V,кирдемс,bihêzkirin
