,Concept_ID,myv,da
399,Bild::N,картина,billede
400,Figur::N,рунго,figur
401,Puppe::N,няка,dukke
402,Beutel::N,кескав,pose
403,Bündel::N,керькс,bylt
404,Bündel::N,керькс,bundt
405,Tasche::N,юдма,taske
406,Eimer::N,ведра,spand
407,Deckel::N,велькс,låg
408,Geschirr::N,кедьге,husgeråd
409,Sack::N,кескав,sæk
410,Tasse::N,чакш,kop
411,Topf::N,кастрюля,gryde
412,Kessel::N,котёл,kedel
413,Essen::N,ярсамо,måltid
414,Nahrung::N,ярсамопель,mad
415,Nahrung::N,ярсамопель,næring
416,Speise::N,ярсамопель,ret
417,Fleisch::N,сывель,kød
418,Getreide::N,сюро,korn
419,Brei::N,каша,grød
420,Brot::N,кши,brød
421,Scheibe::N,кочом,skive
422,Scheibe::N,сускомо,skive
423,Fett::N,куя,fedt
424,Butter::N,ой,smør
425,Öl::N,ой,olie
426,Salz::N,сал,salt
427,Suppe::N,ям,suppe
428,Honig::N,медь,honning
429,Milch::N,ловсо,mælk
430,Tee::N,чай,te
431,Leder::N,киське,skind
432,Wolle::N,пона,uld
433,Stoff::N,коцт,stof
434,Nadel::N,салмукс,nål
435,Faden::N,суре,tråd
436,Knopf::N,пов,knap
437,Knoten::N,сюлмо,knude
438,Farbe::N,артомапель,farve
439,Kleidung::N,оршамот,påklædning
440,Hemd::N,панар,skjorte
441,Kragen::N,сиве,krave
442,Ärmel::N,ожа,ærme
443,Hose::N,понкст,bukser
444,Gürtel::N,каркс,bælte
445,Mütze::N,чапка,hue
446,Schuh::N,туфля,sko
447,Stiefel::N,кем,støvle
448,Ring::N,суркс,ring
449,Band::N,лента,bånd
450,Kamm::N,сурсеме,kam
451,Spiegel::N,чавачамо,spejl
452,Riemen::N,кшнань каркс,rem
453,Schnur::N,пикс,snor
454,Leine::N,ведьме,snor
455,Decke::N,вельтямо,tæppe
456,Kissen::N,тодов,pude
457,Tuch::N,паця,sjaltørklæde
458,Handtuch::N,нардамо,håndklæde
459,Kraft::N,вий,kraft
460,Stärke::N,виевчи,styrke
461,Gesundheit::N,шумбрачи,sundhed
462,Krankheit::N,орма,sygdom
463,Krankheit::N,сэредема,sygdom
464,Schmerz::N,сэредькс,smerte
465,Wunde::N,керявкс,sår
466,Fieber::N,маштыкс,feber
467,Arznei::N,ормаменькс,medicin
468,Arznei::N,ормаменькс,lægemiddel
469,Brücke::N,сэдь,bro
470,Brücke::N,мадамо,bro
471,Brunnen::N,лисьма,brønd
472,Weide::N,ракшань ванома тарка,græsgang
473,Pfad::N,ян,sti
474,Weg::N,ки,vej
475,Straße::N,ки,gade
476,Dorf::N,веле,landsby
477,Stadt::N,ош,by
478,Brief::N,сёрма,brev
479,Buch::N,книга,bog
480,Buchstabe::N,буква,bogstav
481,Zeitung::N,газета,avis
482,Leben::N,эрямо,liv
483,Tod::N,кулома,død
484,Grab::N,калмо,grav
485,Kirche::N,церькова,kirke
486,Sünde::N,чумочи,synd
487,Gott::N,паз,gud
488,Arbeiter::N,робочей,arbejder
489,Chef::N,прявт,chef
490,Meister::N,кол тевень тенця,mester
491,Arzt::N,врач,læge
492,Lehrer::N,учитель,lærer
493,Lehrer::N,тонавтыця,lærer
494,Geld::N,ярмак,penge
495,Geschäft::N,ладязь тев,forretning
496,Laden::N,лавка,butik
497,Laden::N,лавка,forretning
498,Preis::N,питне,pris
499,Ware::N,миевкс,vare
500,Ware::N,рамавкс,vare
501,Nutzen::N,паро,nytte
502,Nutzen::N,лезэ,nytte
503,Reichtum::N,сюпавчи,rigdom
504,Welt::N,мир,verden
505,Welt::N,мастор ланго,verden
506,Land::N,мастор,land
507,Staat::N,государства,stat
508,König::N,король,konge
509,Macht::N,азорксчи,magt
510,Grenze::N,буен тешкс,grænse
511,Krieg::N,война,krig
512,Feind::N,душман,fjende
513,Gewalt::N,нарьгамо,vold
514,Kampf::N,тюрема,kamp
515,Bogen[Waffe]::N,нал,bue
516,Pfeil::N,нал,pil
517,Gewehr::N,ружия,gevær
518,Gewehr::N,винтовка,gevær
519,Fehler::N,ильведькс,fejl
520,Fehler::N,ильведевкс,fejl
521,Lüge::N,манчема,løgn
522,Lüge::N,кенгелема,løgn
523,Schaden::N,зыян,skade
524,Unglück::N,зыян,uheld
525,Unglück::N,зыян,ulykke
526,Schuld::N,чумочи,skyld
527,Alter::N,шка,alder
528,Schluss::N,пе,slut
529,Schluss::N,пе,slutning
530,Zeit::N,шка,tid
531,Zeit::N,пинге,tid
532,Tag::N,чи,dag
533,Morgen::N,валске,morgen
534,Mittag::N,чикуншка,middag
535,Abend::N,чокшнэ,aften
536,Nacht::N,ве,nat
537,Woche::N,недля,uge
538,Monat::N,ков,måned
539,Jahr::N,ие,år
540,Frühling::N,тундо,forår
541,Sommer::N,кизэ,sommer
542,Herbst::N,сёксь,efterår
543,Winter::N,теле,vinter
544,Januar::N,якшамков,januar
545,Februar::N,февраль,februar
546,März::N,март,marts
547,April::N,апрель,april
548,Mai::N,май,maj
549,Juni::N,июнь,juni
550,Juli::N,июль,juli
551,August::N,август,august
552,September::N,сентября,september
553,Oktober::N,октября,oktober
554,November::N,ноября,november
555,Dezember::N,декабря,december
556,Montag::N,пондельник,mandag
557,Dienstag::N,овторник,tirsdag
558,Mittwoch::N,серёда,onsdag
559,Donnerstag::N,цетьверьг,torsdag
560,Freitag::N,пеця,fredag
561,Samstag::N,субута,lørdag
562,Samstag::N,шлямочи,lørdag
563,Sonntag::N,недлячи,søndag
564,groß::A,ине,stor
565,groß::A,покш,stor
566,klein::A,вишка,lille
567,lang::A,кувака,lang
568,kurz::A,нурькине,kort
569,breit::A,келей,bred
570,schmal::A,теине,smal
571,dicht::A,тусто,tæt
572,dick[Gegenstand]::A,эчке,tyk
573,dünn::A,човине,tynd
574,fein::A,човине,fin
575,fest::A,кеме,fast
576,flach::A,лапужа,flad
577,glatt::A,валаня,glat
578,hart::A,калгодо,hård
579,weich::A,чевте,blød
580,rund::A,кеверь,rund
581,spitz::A,пшти,spids
582,scharf::A,пшти,skarp
583,stumpf::A,ношка,sløv
584,stumpf::A,ношка,stump
585,schwer::A,стака,tung
586,schön::A,мазый,skøn
587,heiß::A,пси,hed
588,warm::A,лембе,varm
589,kalt::A,якшамо,kold
590,kühl::A,экше,kølig
591,frisch::A,свежа,frisk
592,feucht::A,летьке,fugtig
593,nass::A,начко,våd
594,trocken::A,коське,tør
595,voll::A,пешксе,fuld
596,leer::A,чаво,tom
597,offen::A,панжадо,åben
598,offen::A,виде,åben
599,geschlossen::A,пекстазь,lukket
600,geschlossen::A,сёлгозь,lukket
601,sauber::A,ванькс,ren
602,schmutzig::A,ливезев,snavset
603,roh::A,верек,rå
604,reif::A,кенерезь,moden
605,lecker::A,тантей,lækker
606,süß::A,ламбамо,sød
607,bitter::A,сэпей,bitter
608,sauer::A,чапамо,sur
609,hell::A,валдо,lys
610,dunkel::A,чопода,mørk
611,schwarz::A,раужо,sort
612,weiß::A,ашо,hvid
613,rot::A,якстере,rød
614,gelb::A,ожо,gul
615,blau::A,сэнь,blå
616,grün::A,пиже,grøn
617,grau::A,шержев,grå
618,bunt::A,сёрмав,broget
619,billig::A,аволь питней,billig
620,teuer::A,питней,dyr
621,wertvoll::A,питней,værdifuld
622,blind::A,сокор,blind
623,taub::A,амариця,døv
624,kräftig::A,пек виев,kraftig
625,stark::A,виев,stærk
626,schwach::A,лавшо,svag
627,fett::A,куя,fed
628,schlank::A,виде ронга,slank
629,hübsch::A,мазый,køn
630,böse::A,кежей,ond
631,böse::A,кежей,slem
632,dumm::A,чавола,dum
633,dumm::A,превтеме,dum
634,faul::A,нузякс,doven
635,fleißig::A,мелень путыця,flittig
636,geizig::A,скупой,gerrig
637,klug::A,превей,klog
638,geschickt::A,маштозь теезь,dygtig
639,geschickt::A,маштозь теезь,behændig
640,lieb::A,вадря,rar
641,lustig::A,весёла,lystig
642,sanft::A,сэтьме,blid
643,hungrig::A,вачо,sulten
644,krank::A,сэредиця,syg
645,nackt::A,штапо,nøgen
646,traurig::A,нусманя,bedrøvet
647,lebendig::A,эриця,levende
648,gut::A,паро,god
649,schlecht::A,берянь,dårlig
650,richtig::A,виде,rigtig
651,schlimm::A,берянь,slem
652,wahr::A,алкуксонь,sand
653,alt::A,ташто,gammel
654,neu::A,од,ny
655,ehemalig::A,икелень,forhenværende
656,alt[Lebewesen]::A,сыре,gammel
657,jung::A,од,ung
658,arm::A,кажов,fattig
659,reich::A,сюпав,rig
660,bekannt::A,содавикс,kendt
661,berühmt::A,содавикс,berømt
662,fremd::A,лия,fremmed
663,fremd::A,асодавикс,fremmed
664,verschieden::A,эрьва,forskellig
665,nah::A,а васолонь,nær
666,fern::A,умонь,fjern
667,fern::A,кезэрень,fjern
668,linker::A,керш,venstre
669,rechter::A,вить,højre
670,anderer::A,лия,anden
671,erster::A,васень,første
672,erster::A,васенце,første
673,zweiter::A,омбоце,anden
674,dritter::A,колмоце,tredje
675,letzter::A,меельце,sidste
676,allein::ADV,башка,alene
677,allein::ADV,ськамонзо,alene
678,auf einmal::ADV,вейсэ,på én gang
679,zusammen::ADV,вейс,sammen
680,zusammen::ADV,вейсэ,sammen
681,lange::ADV,кувать,længe
682,plötzlich::ADV,апак учо,pludselig
683,sofort::ADV,курок,straks
684,sofort::ADV,нейке,straks
685,später::ADV,мейле,senere
686,jetzt::ADV,ней,nu
687,heute::ADV,течи,i dag
688,morgen::ADV,ванды,i morgen
689,bald::ADV,курок,snart
690,dann::ADV,мейле,så
691,dann::ADV,седе мейле,så
692,gestern::ADV,исяк,i går
693,einst::ADV,весть,engang
694,einst::ADV,зярдо-бути,engang
695,damals::ADV,сестэ,dengang
696,danach::ADV,мейле,derefter
697,danach::ADV,седе мейле,derefter
698,vorher::ADV,васняяк,før
699,vorher::ADV,васняяк,forud
700,zuerst::ADV,васня,først
701,einmal::ADV,весть,en gang
702,manchmal::ADV,лиясто,sommetider
703,oft::ADV,сеетьстэ,ofte
704,immer::ADV,свал,altid
705,niemals::ADV,а зярдояк,aldrig
706,hier::ADV,тесэ,her
707,hierhin::ADV,тей,hid
708,hierhin::ADV,тей,herhen
709,von hier::ADV,тестэ,herfra
710,dort::ADV,тосо,der
711,dorthin::ADV,тов,derhen
712,geradeaus::ADV,витьстэ,lige ud
713,vorwärts::ADV,икелев,fremad
714,rückwärts::ADV,мекев,baglæns
715,zurück::ADV,мекев,tilbage
716,unten::ADV,ало,nede
717,unten::ADV,ало,forneden
718,hinab::ADV,алов,ned
719,hinab::ADV,алов,nedad
720,oben::ADV,вере,oppe
721,oben::ADV,вере,ovenpå
722,hinauf::ADV,верев,op
723,hinauf::ADV,верев,opad
724,überall::ADV,эрьва косо,overalt
725,nicht::ADV,а,ikke
726,ein wenig::ADV,аламошка,lidt
727,kaum::ADV,ансяк,knap
728,kaum::ADV,ансяк,næppe
729,sehr::ADV,пек,meget
730,sehr::ADV,вельть,meget
731,so::ADV,истя,så
732,noch::ADV,таго,endnu
733,nur::ADV,ансяк,kun
734,nur::ADV,ансяк,bare
735,schon::ADV,уш,alt
736,schon::ADV,уш,allerede
737,wieder::ADV,таго,igen
738,vergebens::ADV,стяко,forgæves
739,vor::PRP,икеле,foran
740,vor::PRP,икеле,uden for
741,hinter::PRP,вельде,bag
742,hinter::PRP,вельде,bagved
743,unter::PRP,ало,under
744,durch::PRP,пачк,gennem
745,durch::PRP,пачк,igennem
746,neben::PRP,вакссо,ved siden af
747,zwischen::PRP,ютксо,mellem
748,wegen::PRP,кис,på grund af
749,wegen::PRP,коряс,på grund af
750,wegen::PRP,кувалт,på grund af
751,dies::PRN,те,dette
752,das::PRN,те,det
753,das::PRN,тона,det
754,alles::PRN,весе,alt
755,alles::PRN,весемесь,alt
756,ich::PRN,мон,jeg
757,du::PRN,тон,du
758,er::PRN,сон,han
759,wir::PRN,минь,vi
760,ihr::PRN,тынь,I
761,sie::PRN,сынь,de
762,was::FPRN,мезе,hvad
763,wer::FPRN,ки,hvem
764,wo::FADV,косо,hvor
765,wohin::FADV,ков,hvorhen
766,wohin::FADV,козо,hvorhen
767,wie::FADV,кода,hvordan
768,warum::FADV,мекс,hvorfor
769,wieviel::FNUM,зяро,hvor meget
770,eins::NUM,вейке,én
771,zwei::NUM,кавто,to
772,drei::NUM,колмо,tre
773,vier::NUM,ниле,fire
774,fünf::NUM,вете,fem
775,sechs::NUM,кото,seks
776,sieben::NUM,сисем,syv
777,acht::NUM,кавксо,otte
778,neun::NUM,вейксэ,ni
779,zehn::NUM,кемень,ti
780,elf::NUM,кевейкее,elleve
781,zwölf::NUM,кемгавтово,tolv
782,zwanzig::NUM,комсь,tyve
783,dreißig::NUM,колоньгемень,tredive
784,vierzig::NUM,ниленьгемень,fyrre
785,vierzig::NUM,ниленьгемень,fyrretyve
786,fünfzig::NUM,ведьгемень,halvtreds
787,sechzig::NUM,кодгемень,tres
788,siebzig::NUM,сизьгемень,halvfjerds
789,achtzig::NUM,кавксоньгемень,firs
790,neunzig::NUM,вейксэньгемень,halvfems
791,hundert::NUM,сядо,hundrede
792,tausend::NUM,тыща,tusind
793,und::CNJ,ды,og
794,oder::CNJ,или,eller
795,stehen::V,аштемс стядо,stå
796,sitzen::V,аштемс озадо,sidde
797,liegen::V,мадезь аштемс,ligge
798,hängen::V,нурьгемс,hænge
799,werden::V,арамс,blive
800,passieren::V,лисэмс,ske
801,passieren::V,лисэмс,hænde
802,beginnen::V,ушодомс,begynde
803,enden::V,лоткамс,ende
804,wechseln::V,полавтнемс,veksle
805,aufgehen[Sonne]::V,лисемс,gå op
806,aufgehen[Sonne]::V,лисемс,stå op
807,aufgehen[Sonne]::V,стямс,gå op
808,aufgehen[Sonne]::V,стямс,stå op
809,untergehen[Sonne]::V,валгомс,gå ned
810,scheinen[Sonne]::V,валдомтомс,skinne
811,donnern::V,цярномс,tordne
812,donnern::V,галдордомс,tordne
813,wehen::V,пувамс,blæse
814,strömen::V,чудемс,strømme
815,fließen::V,чудемс,flyde
816,sich drehen::V,велямс,dreje sig
817,schwanken::V,лыкамс,vakle
818,schwanken::V,якамс,vakle
819,schwingen::V,нурсемс,svinge
820,schwingen::V,лыкамс,svinge
821,fallen::V,прамс,falde
822,fallen::V,сяворемс,falde
823,brennen::V,паломс,brænde
824,rauchen::V,качадомс,ryge
825,regnen::V,пиземс,regne
826,gefrieren::V,кельмемс,fryse
827,tauen::V,соламс,tø
828,schmelzen::V,соламс,smelte
829,trocknen::V,коськемс,tørre
830,sieden::V,лакамс,koge
831,sieden::V,пиксемс,koge
832,faulen::V,наксадомс,rådne
