,Concept_ID,kk,sv
62,Geruch::N,иіс,lukt
63,Schlaf::N,ұйқы,sömn
64,Schlaf::N,ұйықтау,sömn
65,Traum::N,түс,dröm
66,Himmel::N,аспан,himmel
67,Himmel::N,көқ,himmel
68,Himmel::N,таңдай,himmel
69,Sonne::N,күн,sol
70,Mond::N,ай,måne
71,Stern::N,жұлдыз,stjärna
72,Luft::N,әуе,luft
73,Wind::N,жел,vind
74,Welle::N,толқын,våg
75,Welle::N,толқын,bölja
76,Wasser::N,су,vatten
77,Stein::N,тас,sten
78,Boden::N,қыртыс,mark
79,Erde::N,топырақ,jord
80,Staub::N,шаң,damm
81,Rauch::N,түтін,rök
82,Funke::N,ұшқын,gnista
83,Feuer::N,алау,eld
84,Licht::N,шұғыла,ljus
85,Schatten::N,көлеңке,skugga
86,Wetter::N,ауа райы,väder
87,Nebel::N,тұман,dimma
88,Nebel::N,тұман,töcken
89,Wolke::N,бұлт,sky
90,Wolke::N,бұлт,moln
91,Regen::N,жаңбыр,regn
92,Schnee::N,қар,snö
93,Eis::N,мұз,is
94,Frost::N,суық,frost
95,Kälte::N,ызғар,köld
96,Kälte::N,суықтық,köld
97,Hitze::N,аптап,hetta
98,Raureif::N,қырау,rimfrost
99,Regenbogen::N,кемпірқосақ,regnbåge
100,Donner::N,күн күркіреу,åska
101,Donner::N,күн күркіреу,dunder
102,Strömung::N,ағын,strömning
103,Tropfen::N,тамшы,dropper
104,Schaum::N,көбік,skum
105,Schmutz::N,кір,lort
106,Schmutz::N,кір,smuts
107,See::N,көл,sjö
108,Sumpf::N,саз,träsk
109,Moor::N,саз,myr
110,Moor::N,саз,mosse
111,Wiese::N,шалғын,äng
112,Wald::N,орман,skog
113,Hügel::N,төбе,höjd
114,Hügel::N,төбе,kulle
115,Hügel::N,белес,höjd
116,Hügel::N,белес,kulle
117,Hügel::N,белес-белес,höjd
118,Hügel::N,белес-белес,kulle
119,Anhöhe::N,дөң,höjd
120,Anhöhe::N,дөң,backe
121,Anhöhe::N,адыр,höjd
122,Anhöhe::N,адыр,backe
123,Anhöhe::N,қырат,höjd
124,Anhöhe::N,қырат,backe
125,Berg::N,тау,berg
126,Berg::N,тау,fjäll
127,Gipfel::N,төбе,topp
128,Höhle::N,үңгір,håla
129,Höhle::N,үңгір,grotta
130,Abhang::N,бауыр,slänt
131,Abhang::N,бауыр,sluttning
132,Quelle::N,қайнар,källa
133,Bach::N,жылға,bäck
134,Fluss::N,өзен,älv
135,Fluss::N,өзен,flod
136,Ufer::N,жиек,strand
137,Küste::N,жиегі,kust
138,Küste::N,жағалау,kust
139,Festland::N,құрылық,fastland
140,Meer::N,теңіз,hav
141,Bucht::N,шығанақ,vik
142,Bucht::N,шығанақ,bukt
143,Insel::N,арал,ö
144,Blume::N,гүл,blomma
145,Blume::N,гүл,blomster
146,Gras::N,от,gräs
147,Wurzel::N,түбір,rot
148,Baum::N,ағаш,träd
149,Baum::N,дарақ,träd
150,Stamm::N,сояу,stam
151,Stamm::N,оқпан,stam
152,Rinde::N,қабық,bark
153,Ast::N,бұтақ,gren
154,Zweig::N,шыбық,kvist
155,Blatt::N,жапырақ,löv
156,Blatt::N,жапырақ,blad
157,Birke::N,қайың,björk
158,Kiefer[Baum]::N,қарағай,tall
159,Weide[Baum]::N,тал,pil
160,Weide[Baum]::N,тал,vide
161,Tanne::N,шырша,gran
162,Horn::N,мүйіз,horn
163,Feder::N,қаламұш,fjäder
164,Fell::N,тері,fäll
165,Fell::N,тері,skinn
166,Flügel::N,қанат,vinge
167,Klaue::N,тырнақ,klöv
168,Kralle::N,аяқ,klo
169,Schwanz::N,құйрық,svans
170,Schwanz::N,құйрық,stjärt
171,Ei::N,жұмыртқа,ägg
172,Nest::N,ұя,rede
173,Nest::N,ұя,näste
174,Bau::N,жатақ,bo
175,Tier::N,айуан,djur
176,Tier::N,жануар,djur
177,Herde::N,пада,flock
178,Kuh::N,сиыр,ko
179,Bulle::N,өгіз,tjur
180,Pferd::N,жылқы,häst
181,Schaf::N,қой,får
182,Schwein::N,шошқа,svin
183,Hund::N,ит,hund
184,Katze::N,мысық,katt
185,Bär::N,аю,björn
186,Eichhörnchen::N,тиін,ekorre
187,Elch::N,бұғы,älg
188,Fuchs::N,түлкі,räv
189,Hase::N,қоян,hare
190,Maus::N,қаптесер,mus
191,Wolf::N,бөрі,varg
192,Wolf::N,қасқыр,varg
193,Vogel::N,құс,fågel
194,Schwarm::N,топ,svärm
195,Schwarm::N,үйір,svärm
196,Huhn::N,тауық,höns
197,Huhn::N,мекиен,höns
198,Hahn::N,әтеш,tupp
199,Hahn::N,қораз,tupp
200,Gans::N,қаз,gås
201,Adler::N,бүркіт,örn
202,Ente::N,үйрек,anka
203,Eule::N,жапалақ,uggla
204,Kranich::N,тырна,trana
205,Krähe::N,қарға,kråka
206,Kuckuck::N,көкек,gök
207,Schwan::N,аққу,svan
208,Fisch::N,балық,fisk
209,Barsch::N,алабұға,abborre
210,Hecht::N,шортан,gädda
211,Schlange[Tier]::N,жылан,orm
212,Wurm::N,шұбалшаң,mask
213,Spinne::N,өрмекші,spindel
214,Ameise::N,қүмырска,myra
215,Laus::N,бит,lus
216,Mücke::N,маса,mygga
217,Fliege::N,шыбын,fluga
218,Schmetterling::N,көбелек,fjäril
219,Beere::N,жидек,bär
220,Apfel::N,алма,äpple
221,Pilz::N,қозықұйрық,svamp
222,Pilz::N,саңыраукулақ,svamp
223,Zwiebel::N,жуа,lök
224,Saat::N,тұқым,sådd
225,Korn::N,дән,korn
226,Heu::N,шөп,hö
227,Schale::N,қабық,skal
228,Schale::N,қабығы,skal
229,Grube::N,ор,grop
230,Falle::N,дұзақ,fälla
231,Falle::N,қақпан,fälla
232,Schlinge::N,ілмек,snara
233,Spur::N,із,spår
234,Asche::N,күл,aska
235,Dreck::N,былғаныш,lort
236,Eisen::N,темір,järn
237,Gold::N,алтын,guld
238,Silber::N,күміс,silver
239,Kohle::N,көмір,kol
240,Glas::N,шыны,glas
241,Lehm::N,балшық,lera
242,Sand::N,құм,sand
243,Mensch::N,адам,människa
244,Mann::N,еркек,man
245,Mann::N,ер адам,man
246,Frau::N,бике,kvinna
247,Frau::N,қатын,kvinna
248,Kind::N,бала,barn
249,Kind::N,перзент,barn
250,Junge::N,бала,pojke
251,Junge::N,ер бала,pojke
252,Mädchen::N,қыз,flicka
253,Familie::N,жанұя,familj
254,Großvater::N,ата,morfar
255,Großmutter::N,әже,farmor
256,Großmutter::N,әжей,farmor
257,Eltern::N,ата-аналар,föräldrar
258,Vater::N,әке,far
259,Mutter::N,ана,mor
260,Sohn::N,ұл,son
261,Tochter::N,қызым,dotter
262,Bruder::N,бауырым,bror
263,Schwester::N,әпке,syster
264,Onkel::N,көке,morbror
265,Tante::N,тәте,tant
266,Ehemann::N,ер,äkta man
267,Ehefrau::N,зайып,hustru
268,Freude::N,қуаныш,fröjd
269,Freude::N,қуаныш,glädje
270,Freude::N,сүйініш,fröjd
271,Freude::N,сүйініш,glädje
272,Freude::N,шат-думан,fröjd
273,Freude::N,шат-думан,glädje
274,Freude::N,қуаныштылық,fröjd
275,Freude::N,қуаныштылық,glädje
276,Gelächter::N,күлу,åtlöje
277,Glück::N,бақыт,lycka
278,Glück::N,бақыттылық,lycka
279,Kummer::N,аза,sorg
280,Kummer::N,қайғы,sorg
281,Kummer::N,қасырет,sorg
282,Wunsch::N,мүдде,önskan
283,Lust::N,тәбет,lust
284,Lust::N,ынтызар,lust
285,Lust::N,құштарлық,lust
286,Geist::N,рух,ande
287,Gedanke::N,ой,tanke
288,Gedächtnis::N,ес,minne
289,Gedächtnis::N,жады,minne
290,Gedächtnis::N,ақыл-ес,minne
291,Verstand::N,ақыл,förstånd
292,Verstand::N,парасат,förstånd
293,Sinn::N,мән,mening
294,Sinn::N,мән,betydelse
295,Sinn::N,маныз,mening
296,Sinn::N,маныз,betydelse
297,Sinn::N,мағына,mening
298,Sinn::N,мағына,betydelse
299,Sinn::N,мән-мағына,mening
300,Sinn::N,мән-мағына,betydelse
301,Grund::N,себеп,skäl
302,Grund::N,себеп,grund
303,Wahrheit::N,рас,sanning
304,Gespräch::N,әңгіме,samtal
305,Märchen::N,ертеп,saga
306,Märchen::N,ертек,saga
307,Erzählung::N,әңгіме,berättelse
308,Nachricht::N,хабар,meddelande
309,Neuigkeit::N,жаңалық,nyhet
310,Name::N,ат,namn
311,Name::N,атау,namn
312,Rätsel::N,жұмбақ,gåta
313,Rede::N,сөз,tal
314,Sprache::N,тіл,språk
315,Stimme::N,үн,stämma
316,Stimme::N,әуен,stämma
317,Stimme::N,дауыс,stämma
318,Wort::N,сөз,ord
319,Zeichen::N,ишара,tecken
320,Ruf::N,айғай,rop
321,Lärm::N,айғай-шу,bråk
322,Lärm::N,айғай-шу,oväsen
323,Lärm::N,айғай-ұйғай,bråk
324,Lärm::N,айғай-ұйғай,oväsen
325,Laut::N,дыбыс,ljud
326,Laut::N,дауыс,ljud
327,Ton::N,әуен,ton
328,Lied::N,ән,sång
329,Lied::N,жыр,sång
330,Lied::N,ән-жыр,sång
331,Ruhe::N,тыныштық,ro
332,Ruhe::N,тыныштық,lugn
333,Leute::N,кісілер,folk
334,Volk::N,халық,folk
335,Arbeit::N,еңбек,arbete
336,Gast::N,қонақ,gäst
337,Gast::N,мейман,gäst
338,Geschenk::N,қадия,gåva
339,Geschenk::N,қадия,present
340,Spiel::N,ойын,lek
341,Spiel::N,ойын,spel
342,Gesellschaft::N,қауым,sällskap
343,Gesellschaft::N,жұртшылық,sällskap
344,Hilfe::N,жэрдем,hjälp
345,Freund::N,дос,vän
346,Kamerad::N,дос-жар,kamrat
347,Angelegenheit::N,жұмыс,ärende
348,Angelegenheit::N,жұмыс,angelägenhet
349,Anzahl::N,сан,antal
350,Anzahl::N,саны,antal
351,Art::N,түр,art
352,Art::N,түр,slag
353,Stück::N,тілім,stycke
354,Teil::N,үлес,del
355,Teil::N,бөлшек,del
356,Hälfte::N,жарты,halva
357,Kreis::N,шеңбер,krets
358,Kreis::N,шеңбер,cirkel
359,Kreuz::N,крест,kors
360,Kreuz::N,крест,kryss
361,Linie::N,сызық,linje
362,Strich::N,сызық,streck
363,Abstand::N,ара,avstånd
364,Abstand::N,аралық,avstånd
365,Entfernung::N,аралық,avstånd
366,Gegend::N,өңір,trakt
367,Platz::N,орны,plats
368,Ort::N,орын,plats
369,Ort::N,орын,ställe
370,Seite::N,жақ,sida
371,Seite::N,бүйір,sida
372,Mitte::N,ортасы,mitt
373,Gegenstand::N,зат,föremål
374,Gegenstand::N,нәрсе,föremål
375,Sache::N,бұйым,sak
376,Rand::N,шет,rand
377,Rand::N,шеті,rand
378,Kante::N,қыр,kant
379,Kante::N,қыры,kant
380,Ecke::N,қыры,vrå
381,Ecke::N,қыры,hörn
382,Ecke::N,бұрыш,vrå
383,Ecke::N,бұрыш,hörn
384,Spitze::N,ұшы,spets
385,Ende::N,аяқ,ända
386,Ende::N,соңы,ända
387,Loch::N,тесік,hål
388,Winkel::N,мүйіс,vinkel
389,Muster::N,мәнер,mönster
390,Größe::N,ауқым,storlek
391,Größe::N,көлемдік,storlek
392,Länge::N,бой,längd
393,Länge::N,ұзындық,längd
394,Höhe::N,жоғарылық,höjd
395,Höhe::N,биіктік,höjd
396,Gewicht::N,салмақ,tyngd
397,Menge::N,мөлшер,mängd
398,Haufen::N,үйме,hög
399,Haufen::N,үйінді,hög
400,Reihe::N,сап,rad
401,Boot::N,қайық,båt
402,Ruder::N,ескек,åra
403,Schlitten::N,шана,släde
404,Ski::N,шаңғы,skida
405,Lagerfeuer::N,алау,lägereld
406,Last::N,ауырлық,last
407,Last::N,ауырлық,börda
408,Last::N,ауыр зат,last
409,Last::N,ауыр зат,börda
410,Gang::N,жүріс,gång
411,Schritt::N,адым,steg
412,Norden::N,солтүстік,norr
413,Norden::N,терістік,norr
414,Süden::N,оңтүстік,söder
415,Westen::N,батыс,väster
416,Osten::N,күншығыс,öster
417,Holz::N,ағаш,trä
418,Holz::N,сүрек,trä
419,Brett::N,тақта,bräda
420,Platte::N,тақта,platta
421,Stütze::N,тіреу,stöd
422,Stütze::N,тіреу,stötta
423,Stange::N,қада,stång
424,Stock::N,сойыл,käpp
425,Stock::N,сойыл,pinne
426,Stab::N,сырық,stav
427,Rohr::N,құбыр,rör
428,Haus::N,үй,hus
429,Heim::N,үйлі,hem
430,Heim::N,шаңырақ,hem
431,Ofen::N,ошақ,ugn
432,Ofen::N,пеш,ugn
433,Fußboden::N,еден,golv
434,Tisch::N,үстел,bord
435,Stuhl::N,орындық,stol
436,Wiege::N,бесік,vagga
437,Bett::N,кереует,säng
438,Regal::N,сөре,hylla
439,Kiste::N,жәшік,låda
440,Fenster::N,терезе,fönster
441,Tür::N,есік,dörr
442,Tor::N,дарбаза,port
443,Zaun::N,дуал,staket
444,Zaun::N,дуал,stängsel
445,Dach::N,шатыр,tak
446,Leiter::N,саты,stege
447,Leiter::N,басқыш,stege
448,Besen::N,сыпырғыш,kvast
449,Spaten::N,күрек,spade
450,Schaufel::N,қалақ,skovel
451,Schaufel::N,қалақ,skyffel
452,Gabel::N,аша,gaffel
453,Gabel::N,шанышқы,gaffel
454,Löffel::N,қасық,sked
455,Messer::N,пышақ,kniv
456,Nagel::N,мық,spik
457,Nagel::N,шеге,spik
458,Netz::N,керегекөз,nät
459,Haken::N,ілмек,krok
460,Griff::N,сап,tag
461,Griff::N,сап,handtag
462,Griff::N,тұтқа,tag
463,Griff::N,тұтқа,handtag
464,Schloss::N,құлып,las
465,Schloss::N,бекіткіш,las
466,Bild::N,сурет,bild
467,Figur::N,тұлға,figur
468,Puppe::N,қуыршақ,docka
469,Beutel::N,қапшық,påse
470,Bündel::N,байлам,bunt
471,Bündel::N,байлам,knippa
472,Tasche::N,дорба,väska
473,Eimer::N,шелек,hink
474,Eimer::N,шелек,ämbar
475,Deckel::N,жапқыш,lock
476,Geschirr::N,ыдыс,servis
477,Geschirr::N,ыдыс,porslin
478,Sack::N,қап,säck
479,Tasse::N,шыныаяқ,kopp
480,Topf::N,кәстрөл,gryta
481,Topf::N,кәстрөл,kastrull
482,Kessel::N,қазан,kittel
483,Essen::N,ас,mål
484,Nahrung::N,ас,näring
485,Nahrung::N,тамақ,näring
486,Speise::N,тағам,maträtt
487,Fleisch::N,ет,kött
488,Getreide::N,дәнді,säd
489,Getreide::N,дәнді,spannmål
490,Brei::N,ботқа,gröt
491,Brot::N,күлше,bröd
492,Scheibe::N,тілім,skiva
493,Fett::N,май,fett
494,Butter::N,май,smör
495,Öl::N,май,olja
496,Salz::N,тұз,salt
497,Suppe::N,көже,soppa
498,Honig::N,бал,honung
499,Milch::N,сүт,mjölk
500,Tee::N,шай,te
501,Leder::N,көн,läder
502,Wolle::N,жүн,ull
503,Wolle::N,жүн,ylle
504,Stoff::N,мата,tyg
505,Stoff::N,мата,stoff
506,Stoff::N,кездеме,tyg
507,Stoff::N,кездеме,stoff
508,Nadel::N,ине,nål
509,Faden::N,жіп,tråd
510,Knopf::N,түйме,knapp
511,Knoten::N,түйін,knut
512,Farbe::N,рең,färg
513,Kleidung::N,киім,klädsel
514,Hemd::N,жейде,skjorta
515,Kragen::N,жаға,krage
516,Ärmel::N,жең,ärm
517,Hose::N,шалбар,byxor
518,Gürtel::N,белбеу,bälte
519,Mütze::N,қалпақ,mössa
520,Schuh::N,кебіс,sko
521,Stiefel::N,етік,stövel
522,Ring::N,жүзік,ring
523,Band::N,таспа,band
524,Kamm::N,тарақ,kam
525,Spiegel::N,айна,spegel
526,Riemen::N,қайыс,rem
527,Schnur::N,жіп,snöre
528,Leine::N,тізгін,lina
529,Decke::N,көрпе,täcke
530,Kissen::N,жастық,dyna
531,Kissen::N,жастық,kudde
532,Tuch::N,орамал,sjal
533,Handtuch::N,сүлгі,handduk
534,Kraft::N,қуат,kraft
535,Kraft::N,қарқын,kraft
536,Kraft::N,әл-шама,kraft
537,Kraft::N,әл-дәрмен,kraft
538,Stärke::N,әл,styrka
539,Stärke::N,күш,styrka
540,Gesundheit::N,денсаулык,hälsa
541,Krankheit::N,ауру,sjukdom
542,Schmerz::N,ауру,smärta
543,Wunde::N,зақым,sår
544,Wunde::N,жарақат,sår
545,Fieber::N,безгек,feber
546,Fieber::N,қалтырау,feber
547,Fieber::N,қызу көтерілуі,feber
548,Arznei::N,дәрі,medicin
549,Arznei::N,дәрі,läkemedel
550,Arznei::N,дәрі-дәрмек,medicin
551,Arznei::N,дәрі-дәрмек,läkemedel
552,Brücke::N,көпір,bro
553,Brunnen::N,құдық,brunn
554,Weide::N,өріс,bete
555,Weide::N,жайылым,bete
556,Pfad::N,жол,stig
557,Weg::N,жол,väg
558,Straße::N,жол,gata
559,Dorf::N,ауыл,by
560,Stadt::N,қала,stad
561,Stadt::N,шаһар,stad
562,Brief::N,хат,brev
563,Brief::N,жазу,brev
564,Buch::N,кітап,bok
565,Buchstabe::N,әріп,bokstav
566,Buchstabe::N,қаріп,bokstav
567,Zeitung::N,газет,tidning
568,Leben::N,өмір,liv
569,Leben::N,тіршілік,liv
570,Tod::N,опат,död
571,Grab::N,мола,grav
572,Grab::N,мазар,grav
573,Kirche::N,шіркеу,kyrka
574,Sünde::N,күнә,synd
575,Gott::N,алла,gud
576,Gott::N,құдай,gud
577,Gott::N,тәңірі,gud
578,Gott::N,пәруардігер,gud
579,Gott::N,жаратқан тәңірі,gud
580,Arbeiter::N,жүмысшы,arbetare
581,Chef::N,басшы,chef
582,Chef::N,жұмыс басқарушысы,chef
583,Meister::N,шебер,mästare
584,Meister::N,өнерпаз,mästare
585,Arzt::N,дәрігер,läkare
586,Lehrer::N,мұғалім,lärare
587,Geld::N,пұл,pengar
588,Geschäft::N,бизнес,rörelse
589,Laden::N,дүкен,affär
590,Preis::N,ақы,pris
591,Preis::N,құны,pris
592,Preis::N,нарық,pris
593,Ware::N,тауар,vara
594,Nutzen::N,пайда,gagn
595,Nutzen::N,пайда,nytta
596,Reichtum::N,бақ-дәулет,rikedom
597,Welt::N,әлем,värld
598,Welt::N,жиһан,värld
599,Land::N,аймақ,land
600,Staat::N,мемлекет,stat
601,König::N,патша,kung
602,König::N,патша,konung
603,Macht::N,өкімет,makt
604,Macht::N,қожалық,makt
605,Grenze::N,шек,gräns
606,Krieg::N,соғыс,krig
607,Feind::N,жау,fiende
608,Feind::N,дұшпан,fiende
609,Gewalt::N,зорлык,våld
610,Gewalt::N,зорлық-зомбылык,våld
611,Kampf::N,күрес,kamp
612,Kampf::N,күрес,strid
613,Kampf::N,алыспақ,kamp
614,Kampf::N,алыспақ,strid
615,Bogen[Waffe]::N,саржа,båge
616,Pfeil::N,жебе,pil
617,Gewehr::N,қару,gevär
618,Fehler::N,әбес,fel
619,Fehler::N,қаталық,fel
620,Lüge::N,өтірік,lögn
621,Schaden::N,зиян,skada
622,Schaden::N,зарар,skada
623,Unglück::N,пәле,otur
624,Unglück::N,пәле,olycka
625,Unglück::N,қасырет,otur
626,Unglück::N,қасырет,olycka
627,Unglück::N,ауыртпалық,otur
628,Unglück::N,ауыртпалық,olycka
629,Schuld::N,айыптылық,skuld
630,Alter::N,жас,ålder
631,Alter::N,жас шамасы,ålder
632,Schluss::N,ада,slut
633,Schluss::N,бітуі,slut
634,Zeit::N,уақыт,tid
635,Tag::N,күн,dag
636,Morgen::N,таң,morgon
637,Morgen::N,таңертең,morgon
638,Mittag::N,талтүс,middag
639,Abend::N,кеш,kväll
640,Nacht::N,түн,natt
641,Woche::N,апта,vecka
642,Monat::N,ай,månad
643,Jahr::N,жыл,år
644,Frühling::N,көктем,vår
645,Sommer::N,жаз,sommar
646,Herbst::N,күз,höst
647,Winter::N,қыс,vinter
648,Januar::N,каңтар,januari
649,Februar::N,ақпан,februari
650,März::N,наурыз,mars
651,April::N,сәуір,april
652,Mai::N,мамыр,maj
653,Juni::N,маусым,juni
654,Juli::N,шілде,juli
655,August::N,сүмбіле,augusti
656,August::N,тамыз,augusti
657,September::N,қыркүйек,september
658,Oktober::N,ақырап,oktober
659,November::N,қараша,november
660,Dezember::N,желтоқсан,december
661,Montag::N,дүйсенбі,måndag
662,Dienstag::N,сейсенбі,tisdag
663,Mittwoch::N,сәрсенбі,onsdag
664,Donnerstag::N,бейсенбі,torsdag
665,Freitag::N,жұма,fredag
666,Samstag::N,сенбі,lördag
667,Sonntag::N,жексембі,söndag
668,groß::A,алпамсадай,stor
669,klein::A,кішкене,liten
670,klein::A,қарғадай,liten
671,lang::A,сопақ,lång
672,lang::A,сорайған,lång
673,kurz::A,кеспелтек,kort
674,breit::A,айдынды,bred
675,schmal::A,қысық,smal
676,dicht::A,жиі,tät
677,dick[Gegenstand]::A,шомбал,tjock
678,dünn::A,жұқа,tunn
679,dünn::A,жіңішке,tunn
680,fein::A,қаңылтақ,fin
681,fest::A,берік,fast
682,fest::A,мызғымас,fast
683,flach::A,жалпак,platt
684,glatt::A,типыл,glatt
685,hart::A,қатты,hård
686,weich::A,жұмсақ,mjuk
687,rund::A,домалақ,rund
688,spitz::A,үшкір,toppig
689,spitz::A,үшкір,spetsig
690,scharf::A,сүйрік,vass
691,scharf::A,сүйрік,skarp
692,stumpf::A,доғал,slö
693,stumpf::A,өтпейтін,slö
694,schwer::A,салмақты,tung
695,schön::A,сұлу,skön
696,schön::A,сұлу,vacker
697,heiß::A,ыссы,het
698,warm::A,жылы,varm
699,kalt::A,аязды,kall
700,kühl::A,салқын,sval
701,kühl::A,салқын,kylig
702,frisch::A,таза,färsk
703,frisch::A,жаңа,färsk
704,feucht::A,нам,fuktig
705,feucht::A,дымқылды,fuktig
706,nass::A,сулы,våt
707,trocken::A,құрғақ,torr
708,voll::A,толы,full
709,leer::A,бос,tom
710,offen::A,ашып қойылған,öppen
711,geschlossen::A,жабулы,stängd
712,sauber::A,дақсыз,ren
713,sauber::A,мұнтаздай,ren
714,schmutzig::A,айғыз,snuskig
715,schmutzig::A,сатпақ,snuskig
716,schmutzig::A,сатал-сатал,snuskig
717,roh::A,шикі,rå
718,reif::A,піскен,mogen
719,lecker::A,дәмді,läcker
720,süß::A,тәтті,söt
721,bitter::A,ащы,besk
722,bitter::A,ащы,bitter
723,sauer::A,қышқыл,sur
724,hell::A,жарық,ljus
725,hell::A,жарқын,ljus
726,dunkel::A,қараңғы,mörk
727,schwarz::A,қара,svart
728,weiß::A,ақ,vit
729,rot::A,қызыл,röd
730,gelb::A,сары,gul
731,blau::A,көк,blå
732,grün::A,жасыл,grön
733,grau::A,бозамық,grå
734,bunt::A,алабажак,brokig
735,billig::A,арзан,billig
736,teuer::A,бағалы,dyr
737,wertvoll::A,құнды,värdefull
738,wertvoll::A,қымбат,värdefull
739,blind::A,көзсіз,blind
740,blind::A,көр,blind
741,blind::A,көр_соқыр,blind
742,taub::A,керең,döv
743,taub::A,саңырау,döv
744,kräftig::A,қуатты,kraftig
745,kräftig::A,қарымды,kraftig
746,stark::A,білекті,stark
747,schwach::A,әлсіз,svag
748,schwach::A,күшсіз,svag
749,schwach::A,қайратсыз,svag
750,fett::A,семіз,fet
751,schlank::A,ашаң,slank
752,hübsch::A,ажарлы,snygg
753,hübsch::A,ажарлы,vacker
754,hübsch::A,шырайлы,snygg
755,hübsch::A,шырайлы,vacker
756,böse::A,өш,ond
757,böse::A,өш,elak
758,böse::A,сұм,ond
759,böse::A,сұм,elak
760,böse::A,жауыз,ond
761,böse::A,жауыз,elak
762,dumm::A,көкми,dum
763,dumm::A,ақымақ,dum
764,dumm::A,миы жоқ,dum
765,faul::A,жалқау,lat
766,faul::A,еріншек,lat
767,fleißig::A,ұқыпты,flitig
768,geizig::A,сараң,snål
769,geizig::A,сараң,girig
770,klug::A,жетік,klok
771,klug::A,ақылды,klok
772,geschickt::A,шебер,händig
773,geschickt::A,шебер,skicklig
774,lieb::A,абзал,kär
775,lieb::A,абзал,snäll
776,lieb::A,айналайын,kär
777,lieb::A,айналайын,snäll
778,lustig::A,көңілді,rolig
779,lustig::A,көңілді,lustig
780,sanft::A,жуас,mild
781,hungrig::A,аш,hungrig
782,krank::A,кеселді,sjuk
783,nackt::A,жалаңаш,naken
784,traurig::A,қапа,ledsen
785,traurig::A,қапа,sorgsen
786,lebendig::A,тірі,levande
787,lebendig::A,жанды,levande
788,gut::A,жақсы,bra
789,schlecht::A,жаман,dålig
790,richtig::A,дұрыс,riktig
791,schlimm::A,жаман,illa
792,wahr::A,нағыз,sann
793,alt::A,ескі,gammal
794,neu::A,жаңа,ny
795,ehemalig::A,өткен,forn
796,ehemalig::A,өткен,tidigare
797,ehemalig::A,бұрынғы,forn
798,ehemalig::A,бұрынғы,tidigare
799,alt[Lebewesen]::A,кексе,gammal
800,jung::A,науша,ung
801,arm::A,кедей,fattig
802,arm::A,дәулетсіз,fattig
803,reich::A,малды,rik
804,bekannt::A,таныс,känd
805,bekannt::A,көзтаныс,känd
806,berühmt::A,атақты,berömd
807,fremd::A,бөтен,främmande
808,verschieden::A,түрлі,åtskillig
809,nah::A,жуық,nära
810,nah::A,етене,nära
811,fern::A,алыс,fjärran
812,fern::A,алыстағы,fjärran
813,linker::A,сол,vänster
814,linker::A,солшыл,vänster
815,rechter::A,оң,höger
816,anderer::A,өзге,annan
817,anderer::A,былайғы,annan
818,erster::A,алғашқы,första
819,zweiter::A,екінші,andra
820,dritter::A,үшінші,tredje
821,letzter::A,артқы,sist
822,letzter::A,кейінгі,sist
823,allein::ADV,серіксіз,allena
824,auf einmal::ADV,бірден,på en gång
825,zusammen::ADV,бірлесіп,tillsammans
826,lange::ADV,ұзақ,länge
