,Concept_ID,mrj,udm
70,Wasser::N,вӹд,ву
71,Stein::N,кӱ,из
72,Boden::N,рок,музъем
73,Erde::N,свет,му
74,Staub::N,пырак,пыль
75,Rauch::N,шӹкш,ӵын
76,Funke::N,ип,гизьы
77,Funke::N,тылип,гизьы
78,Feuer::N,тыл,тыл
79,Licht::N,соты,тыл
80,Licht::N,валгыды,тыл
81,Schatten::N,ӹмӹл,вужер
82,Wetter::N,игечӹ,куазь
83,Nebel::N,тӹтӹрӓ,бус
84,Wolke::N,пӹл,пилем
85,Regen::N,юр,зор
86,Schnee::N,лым,лымы
87,Eis::N,и,йӧ
88,Frost::N,ӱштӹ,кезьыт
89,Kälte::N,ӱштӹ,кезьыт
90,Hitze::N,шокшы,пӧсь
91,Raureif::N,пöрш,гӧр
92,Regenbogen::N,шанавӹл,вуюись
93,Donner::N,хӹдӹртӹш,гудыри
94,Strömung::N,йогы,бызён
95,Tropfen::N,капльы,шапык
96,Tropfen::N,капльык,шапык
97,Schaum::N,шонг,шукы
98,Schmutz::N,лявӹрӓ,нӧд
99,Schmutz::N,лявӹрӓ,дэри
100,See::N,йӓр,ты
101,Sumpf::N,лӱкӹ,нюр
102,Moor::N,куп,нюр
103,Wiese::N,алык,возь
104,Wiese::N,алык,возьвыл
105,Wald::N,шӹргӹ,сик
106,Wald::N,шӹргӹ,нюлэс
107,Hügel::N,пӱгӹрикӓ,выр
108,Hügel::N,пӱгӹрикӓ,вырйыл
109,Anhöhe::N,кӱкшикӓ,выр
110,Anhöhe::N,кӱкшикӓ,вырйыл
111,Berg::N,кырык,гурезь
112,Gipfel::N,неркӓ,йыл
113,Höhle::N,ы́раж,гу
114,Abhang::N,полом,бам
115,Quelle::N,вӹдсӹнзӓ,ошмес
116,Bach::N,ӓнгӹр,пичи шур
117,Fluss::N,вӹд,шур
118,Ufer::N,сир,ярдур
119,Küste::N,сир,вудур
120,Festland::N,мӱлӓндӹ,мувыр
121,Meer::N,тангыж,зарезь
122,Bucht::N,вӹдъял,вукож
123,Insel::N,острок,вумуӵ
124,Insel::N,острок,шормуӵ
125,Blume::N,пеледӹш,сяська
126,Gras::N,шуды,турын
127,Wurzel::N,важ,выжы
128,Baum::N,пушӓнгӹ,пу
129,Stamm::N,пушӓнгӹ тӹнг,модос
130,Rinde::N,каргыж,сул
131,Ast::N,укш,ул
132,Zweig::N,укш,вай
133,Blatt::N,листӹ,куар
134,Birke::N,куги,кызьпу
135,Kiefer[Baum]::N,йӓктӹ,пужым
136,Weide[Baum]::N,уа,бадьпу
137,Tanne::N,кож,кыз
138,Horn::N,шур,сюр
139,Feder::N,пын,тылы
140,Fell::N,кавашты,ку
141,Flügel::N,шылдыр,бурд
142,Klaue::N,кӹч,гижы
143,Kralle::N,лапа,пыд
144,Schwanz::N,пач,быж
145,Ei::N,мыны,пуз
146,Ei::N,мыны,кукей
147,Nest::N,пӹжӓш,кар
148,Nest::N,пӹжӓш,пузкар
149,Bau::N,ыраж,кар
150,Bau::N,ыраж,гу
151,Tier::N,во́льык,пӧйшур
152,Herde::N,кӹтö,уллё
153,Kuh::N,ышкал,скал
154,Bulle::N,ӱшкӱж,ош
155,Bulle::N,ӱшкӱж,пороз
156,Pferd::N,имни,вал
157,Schaf::N,шарык,ыж
158,Schwein::N,сасна,парсь
159,Hund::N,пи,пуны
160,Katze::N,коти,коӵыш
161,Bär::N,мöскӓ,гондыр
162,Eichhörnchen::N,ур,коньы
163,Elch::N,шарды,койык
164,Fuchs::N,рӹвӹж,ӟичы
165,Hase::N,морен,кеч
166,Maus::N,каля,шыр
167,Wolf::N,пирӹ,кион
168,Vogel::N,кек,тылобурдо
169,Schwarm::N,цуца,уллё
170,Huhn::N,цӹвӹ,курег
171,Hahn::N,ӓптӓн,атас
172,Gans::N,комбы,ӟазег
173,Adler::N,кучкыж,ӧрзи
174,Ente::N,лыды,ӵӧж
175,Eule::N,тымана,кучыран
176,Kranich::N,тырня,тури
177,Kranich::N,тыртня,тури
178,Krähe::N,лудыгарак,куака
179,Kuckuck::N,куку,кикы
180,Schwan::N,йӱксӹ,юсь
181,Fisch::N,кол,чорыг
182,Barsch::N,алангы,юш
183,Hecht::N,нуж,чипей
184,Hecht::N,нужгол,чипей
185,Schlange[Tier]::N,кӹшкы,кый
186,Wurm::N,шукш,нумыр
187,Spinne::N,ӓнгӹремшӹ,чонари
188,Ameise::N,кыткы,кузьыли
189,Laus::N,ти,тэй
190,Mücke::N,кужнер,нымы
191,Mücke::N,кужнер,чибинь
192,Mücke::N,кужынер,нымы
193,Mücke::N,кужынер,чибинь
194,Fliege::N,шӹнгӓ,кут
195,Schmetterling::N,лӹпӹ,бубыли
196,Beere::N,мöр,узы-боры
197,Apfel::N,олма,яблок
198,Pilz::N,понгы,губи
199,Zwiebel::N,охыра,сугон
200,Saat::N,нӱшмӹ,кидыс
201,Saat::N,нӱшмӱ,кидыс
202,Korn::N,пӹрцӹ,тысь
203,Heu::N,шуды,турын
204,Schale::N,аваха,кыд
205,Schale::N,карлангы,кыд
206,Grube::N,йӓм,гу
207,Grube::N,йӓм,гоп
208,Falle::N,лӱдӹ,налик
209,Falle::N,лӱдӹш,налик
210,Schlinge::N,онгы,гиӟ
211,Schlinge::N,онгы,герд
212,Spur::N,кишӓ,пытьы
213,Spur::N,кишӓ,бервыл
214,Asche::N,ломых,пень
215,Asche::N,ломпыж,пень
216,Dreck::N,лявӹрӓ,дэри
217,Eisen::N,кӹртни,корт
218,Gold::N,шöртни,зарни
219,Gold::N,шöртньӹ,зарни
220,Silber::N,ши,азвесь
221,Kohle::N,шӱ,эгыр
222,Glas::N,охоница,стекло
223,Glas::N,охоница,пияла
224,Lehm::N,шун,сюй
225,Sand::N,ошма,луо
226,Mensch::N,эдем,мурт
227,Mensch::N,эдем,адями
228,Mann::N,пӱэргӹ,воргорон
229,Frau::N,ӹдӹрӓмӓш,кышномурт
230,Kind::N,ӓзӓ,нуны
231,Kind::N,ӓзӓ,пинал
232,Kind::N,шачшы,нуны
233,Kind::N,шачшы,пинал
234,Junge::N,рвезӹ,пи
235,Junge::N,ӹрвезӹ,пи
236,Mädchen::N,ӹдӹрӓш,ныл
237,Familie::N,йиш,семья
238,Familie::N,семня,семья
239,Großvater::N,тьоти,песятай
240,Großvater::N,тьоти,пересь атай
241,Großmutter::N,папа,песянай
242,Großmutter::N,папа,пересь анай
243,Eltern::N,ӓтя-ӓвӓ,атай-анай
244,Eltern::N,ӓтя-ӓвӓ,бубы-мумы
245,Vater::N,ӓтя,айы
246,Vater::N,ӓтя,атай
247,Mutter::N,ӓвӓ,мумы
248,Sohn::N,эргӹ,пи
249,Tochter::N,ӹдӹр,ныл
250,Bruder::N,ӹза,агай
251,Schwester::N,ӓкӓ,апа
252,Schwester::N,ӓкӓ,сузэр
253,Onkel::N,кугуза,агай
254,Tante::N,куака,апа
255,Tante::N,куака,кенак
256,Ehemann::N,мары,карт
257,Ehefrau::N,вӓтӹ,кышно
258,Freude::N,ӹвӹртӹмӓш,шумпотон
259,Gelächter::N,ваштылмаш,горем
260,Glück::N,пиӓл,шуд
261,Kummer::N,ясы,кайгу
262,Kummer::N,ясы,куректон
263,Wunsch::N,охата,мылпотон
264,Wunsch::N,шанымаш,мылпотон
265,Lust::N,шӓр,потон
266,Lust::N,охата,потон
267,Lust::N,шанымаш,потон
268,Geist::N,тух,лул
269,Gedanke::N,шанымаш,малпан
270,Gedächtnis::N,ӓш,йырсазь
271,Gedächtnis::N,ӓш,тодэваён
272,Verstand::N,ыш,йырвизь
273,Sinn::N,кын,смысл
274,Grund::N,вир,муг
275,Grund::N,вир,ньӧм
276,Wahrheit::N,тöр,зэм
277,Wahrheit::N,тöр,шонер
278,Gespräch::N,хытырымаш,вераськон
279,Märchen::N,ямак,выжыкыл
280,Erzählung::N,шайыштмаш,верос
281,Nachricht::N,увертӓрӹмӓш,ивор
282,Neuigkeit::N,увер,выльивор
283,Name::N,лӹм,ним
284,Rätsel::N,тышты,мадькыл
285,Rede::N,шая,верам
286,Rede::N,шамак,верам
287,Sprache::N,йӹлмӹ,кыл
288,Stimme::N,юк,куара
289,Wort::N,шамак,кыл
290,Zeichen::N,палӹ,пус
291,Zeichen::N,палӹ,тодмет
292,Ruf::N,сӹгӹрӹмӓш,ӧтён
293,Ruf::N,сӹгӹрӹмӓш,чортон
294,Lärm::N,юкланымащ,ӵашетон
295,Laut::N,юк,куара
296,Ton::N,юк,куара
297,Lied::N,мыры,кырӟан
298,Ruhe::N,тыр,чалмыт улон
299,Leute::N,эдемвлӓ,адямиос
300,Volk::N,халык,калык
301,Arbeit::N,пӓшӓ,уж
302,Gast::N,хына,куно
303,Geschenk::N,подарка,салам
304,Geschenk::N,подарка,кузьым
305,Spiel::N,мадыш,шудон
306,Gesellschaft::N,йӓл,калык
307,Gesellschaft::N,йӓлвлӓ,калык
308,Hilfe::N,палшык,юрттон
309,Freund::N,тӓнг,эш
310,Freund::N,тӓнг,юлтош
311,Kamerad::N,тос,тодмо
312,Angelegenheit::N,дела,уж
313,Angelegenheit::N,йела,уж
314,Angelegenheit::N,йыла,уж
315,Angelegenheit::N,пӓшӓ,уж
316,Anzahl::N,шот,лыд
317,Art::N,цӹре,тус
318,Stück::N,лаштык,юдэс
319,Teil::N,пай,люкет
320,Teil::N,часть,люкет
321,Hälfte::N,пел,ӝыны
322,Kreis::N,тӹртӹш,котырес
323,Kreuz::N,крестӹ,крест
324,Abstand::N,ло,вис
325,Abstand::N,ло,кусып
326,Entfernung::N,ло,кусып
327,Gegend::N,вӓр,инты
328,Platz::N,вӓр,инты
329,Ort::N,вӓр,инты
330,Ort::N,вӓр,места
331,Seite::N,öрдӹж,пал
332,Mitte::N,ло,шор
333,Gegenstand::N,хӓдӹр,арбери
334,Sache::N,хӓдӹр,котыр
335,Rand::N,шöр,дур
336,Rand::N,шöр,шаер
337,Kante::N,шöр,дур
338,Ecke::N,лык,сэрег
339,Spitze::N,вуй,йыл
340,Ende::N,вуй,пум
341,Ende::N,мычаш,пум
342,Loch::N,ыраж,пась
343,Winkel::N,лык,сэрег
344,Muster::N,тӹрлец,пужы
345,Größe::N,кӱкшӹц,быдӟала
346,Länge::N,кыт,кузьдала
347,Höhe::N,кӱкшӹц,ӝуждала
348,Gewicht::N,нелӹц,сектала
349,Gewicht::N,нелӹц,секытлык
350,Menge::N,шот,лыд
351,Menge::N,шот,лыдпус
352,Haufen::N,ара,люк
353,Reihe::N,ряд,чур
354,Boot::N,пыш,пыж
355,Boot::N,пыш,лодка
356,Ruder::N,вешлӓ,полыс
357,Schlitten::N,тир,додьы
358,Ski::N,ечӹ,куас
359,Lagerfeuer::N,тыл,тылскем
360,Last::N,нелӹц,секыт
361,Gang::N,ход,ветлон
362,Schritt::N,ашкыл,вамыш
363,Norden::N,йыдпелвел,уйпал
364,Süden::N,кечӹвӓлвел,лымшор
365,Westen::N,кечӹ шӹцмӹ,шунды пуксён
366,Osten::N,ирвел,шунды ӝужан
367,Osten::N,кечӹ лӱлтмӹ,шунды ӝужан
368,Holz::N,пушӓнгӹ,пу
369,Brett::N,ханга,пул
370,Platte::N,плитӓ,плита
371,Stütze::N,цӓрӓк,пыкет
372,Stange::N,равы,пуӵ
373,Stange::N,намаш,пуӵ
374,Stock::N,панды,боды
375,Stab::N,равы,пуӵ
376,Stab::N,равы,боды
377,Rohr::N,пыч,труба
378,Haus::N,пöрт,юрт
379,Heim::N,пöрт,корка
380,Ofen::N,камака,гур
381,Fußboden::N,седӹрӓ,выж
382,Tisch::N,стöл,ӝӧк
383,Stuhl::N,пöкен,пукон
384,Wiege::N,шипкӓ,кӧкы
385,Wiege::N,шипкӓ,зыбка
386,Bett::N,койка,валес
387,Bett::N,кравать,валес
388,Regal::N,полицӓ,ӝажы
389,Kiste::N,шӱ́ндӹк,ящик
390,Fenster::N,окня,укно
391,Fenster::N,окня,косяк
392,Tür::N,амаса,ӧс
393,Tor::N,хапка,ӟезьы
394,Zaun::N,забор,забор
395,Dach::N,левӓш,липет
396,Leiter::N,ташкалтыш,падӟа
397,Besen::N,сало,ӵужон
398,Besen::N,сало,исьнер
399,Besen::N,салко,ӵужон
400,Besen::N,салко,исьнер
401,Spaten::N,кольмы,лопатка
402,Schaufel::N,лоток,ютырон
403,Gabel::N,ви́лка,тэчы
404,Gabel::N,ви́лка,вилка
405,Löffel::N,савала,пуньы
406,Messer::N,кӹзӹ,пурт
407,Nagel::N,пыда,кортӵог
408,Netz::N,вӓпш,сеть
409,Haken::N,крӱк,курик
410,Haken::N,кагак,курик
411,Griff::N,кычем,ныд
412,Schloss::N,замок,тунгон
413,Schloss::N,сыравач,тунгон
414,Bild::N,картин,суред
415,Figur::N,кӓн,фигура
416,Puppe::N,поханя,мунё
417,Beutel::N,мешӓк,пуйы
418,Bündel::N,топ,керттэт
419,Bündel::N,пидӹш,керттэт
420,Bündel::N,кӹлдӹш,керттэт
421,Tasche::N,сумкы,пуйы
422,Tasche::N,сумкы,сумка
423,Eimer::N,ведӹрӓ,ведра
424,Deckel::N,комдыш,ӵоксэт
425,Geschirr::N,ӓтӹ,тусьты-пуньы
426,Sack::N,мешӓк,пуйы
427,Tasse::N,цӓшкӓ,ӵаша
428,Topf::N,ми́ска,миска
429,Kessel::N,пад,пурты
430,Essen::N,качкыш,сиськон
431,Essen::N,качкыш-йӱш,сиськон
432,Nahrung::N,качкыш,сион
433,Nahrung::N,качкыш-йӱш,сион
434,Speise::N,няня,сиён
435,Fleisch::N,пай,сӥль
436,Getreide::N,киндӹ,ю тысь
437,Brei::N,шӹрӓш,ӝук
438,Brot::N,сыкыр,нянь
439,Scheibe::N,ламыт,шорем
440,Scheibe::N,лаштык,шорем
441,Fett::N,кая,кӧй
442,Butter::N,ӱ,вӧй
443,Öl::N,ӱ,вӧй
444,Salz::N,санзал,сылал
445,Suppe::N,лем,шыд
446,Honig::N,мӱ,чечы
447,Milch::N,шӹшер,йӧл
448,Tee::N,чӓй,чай
449,Leder::N,шарга,сурон
450,Leder::N,кавашты,сурон
451,Wolle::N,миж,гон
452,Wolle::N,миж,ыжгон
453,Stoff::N,матер,куэм
454,Stoff::N,матери,куэм
455,Nadel::N,им,вень
456,Faden::N,шӹртӹ,сӥньыс
457,Knopf::N,полдыш,бирды
458,Knoten::N,пӱкшем,герд
459,Farbe::N,чиӓ,буёл
460,Farbe::N,крӓскӓ,буёл
461,Kleidung::N,выргем,дӥсь
462,Hemd::N,тыгыр,дэрем
463,Kragen::N,шӱ,сирес
464,Ärmel::N,шокш,саес
465,Hose::N,ялаш,брюки
466,Hose::N,ялаш,штань
467,Gürtel::N,ӹштӹ,кускерттон
468,Mütze::N,упш,ызьы
469,Schuh::N,ту́фльы,ботинка
470,Stiefel::N,кем,сапег
471,Ring::N,шӓргӓш,зундэс
472,Band::N,лемтӓ,лента
473,Kamm::N,шерге,сын
474,Spiegel::N,тӹгӹр,синучкон
475,Riemen::N,прӓжӓ,е
476,Schnur::N,кӓндӹра,гозы
477,Leine::N,керем,думет
478,Decke::N,одеял,шобрет
479,Kissen::N,кӹпцӹк,миндэр
480,Tuch::N,савыц,кышет
481,Handtuch::N,шӹргӹсавыц,ӵушкон
482,Handtuch::N,шӹргӹмсавыц,ӵушкон
483,Kraft::N,ви,кать
484,Kraft::N,ви,ӟигар
485,Stärke::N,ви,юнлык
486,Gesundheit::N,шу,тазалык
487,Gesundheit::N,шулык,тазалык
488,Krankheit::N,мыж,висён
489,Schmerz::N,карштыш,висён
490,Wunde::N,шушыр,яра
491,Fieber::N,ӱштӹмыж,кезег
492,Arznei::N,лекӓрцӹ,эмъюм
493,Brücke::N,кӹвер,выж
494,Brunnen::N,вӹдсӹнзӓ,колдэч
495,Weide::N,ныр,возь
496,Pfad::N,ялгорны,сюрес
497,Weg::N,корны,сюрес
498,Straße::N,корны,сюрес
499,Dorf::N,сола,гурт
500,Stadt::N,города,кар
501,Stadt::N,города,город
502,Brief::N,сирмӓш,гожтэт
503,Buch::N,книгӓ,книга
504,Buchstabe::N,буква́,буква
505,Zeitung::N,газет,газет
506,Zeitung::N,кайзет,газет
507,Leben::N,житя,улон
508,Tod::N,смöрт,кулон
509,Grab::N,шӹгер,шайгу
510,Grab::N,мыгилӓ,шайгу
511,Grab::N,шӹгерлӓ,шайгу
512,Kirche::N,церкӹ,черк
513,Sünde::N,сулык,сьӧлык
514,Gott::N,йымы,ӥнмар
515,Arbeiter::N,пӓшӓзӹ,рабочий
516,Chef::N,вуй,начальник
517,Meister::N,мастар,кибашлы
518,Arzt::N,доктор,врач
519,Lehrer::N,тымдышы,дышетӥсь
520,Geld::N,окса,уксё
521,Geld::N,окса,коньдон
522,Geschäft::N,торге́йӹмӓш,уж
523,Laden::N,лапка,магазин
524,Laden::N,магазин,магазин
525,Preis::N,ӓк,дун
526,Ware::N,товар,вуз
527,Nutzen::N,пайда,пайда
528,Reichtum::N,перке,узырлык
529,Welt::N,сӓндӓлӹк,дунне
530,Welt::N,свет,дунне
531,Land::N,сӓндӓлӹк,шаер
532,Staat::N,кугижӓншӹ,кун
533,König::N,король,эксэй
534,Macht::N,власть,власть
535,Grenze::N,пӹсмӓн,кунгож
536,Krieg::N,вырсы,ож
537,Feind::N,тышман,тушмон
538,Gewalt::N,ви,эриктэман
539,Kampf::N,кредӓлмӓш,нюръяськон
540,Bogen[Waffe]::N,янгеж,пукыӵ
541,Pfeil::N,пикш,пукыӵ вень
542,Gewehr::N,пичӓл,пыӵал
543,Fehler::N,самынь,янгыш
544,Lüge::N,шая,пӧян
545,Lüge::N,шая,алдан
546,Lüge::N,шая,ӧрекчан
547,Schaden::N,вре́дӓ,изъян
548,Unglück::N,пёда,куректон
549,Unglück::N,пёда,шудтэме усён
550,Unglück::N,тымаша,куректон
551,Unglück::N,тымаша,шудтэме усён
552,Schuld::N,вуйнамат,янгыш
553,Alter::N,иӓш,арлыд
554,Alter::N,игечӹ,арлыд
555,Schluss::N,пӹтӓртӹш,пум
556,Zeit::N,веремӓ,дыр
557,Tag::N,кечӹ,нунал
558,Morgen::N,ир,ӵукна
559,Morgen::N,ирок,ӵукна
560,Mittag::N,кечӹвӓл,лымшор
561,Abend::N,вады,ӝыт
562,Abend::N,вады,акшан
563,Nacht::N,йыд,уй
564,Woche::N,ӓрня,арня
565,Monat::N,тӹ́лзӹ,толэзь
566,Jahr::N,год,ар
567,Frühling::N,шошым,тулыс
568,Sommer::N,кӓнгӹж,гужем
569,Herbst::N,шӹжӹ,сӥзьыл
570,Winter::N,тел,тол
571,Winter::N,телӹ,тол
572,Januar::N,январ,выльартолэзь
573,Januar::N,январь,выльартолэзь
574,Februar::N,февраль,тулыспал
575,März::N,март,южтолэзь
576,April::N,апрель,оштолэзь
577,Mai::N,май,куартолэзь
578,Juni::N,июнь,вожотолэзь
579,Juli::N,июль,пӧсьтолэзь
580,August::N,август,гудырикошкон
581,September::N,сентябрь,куарусён
582,Oktober::N,октябрь,выльӝуктолэзь
583,November::N,ноябрь,шуркынмон
584,Dezember::N,декавыр,толсур
585,Montag::N,шачмы,вордӥськон
586,Dienstag::N,кышкыжмы,вторник
587,Mittwoch::N,вӹрчегӹ,вирнунал
588,Donnerstag::N,изӓрня,покчиарня
589,Freitag::N,когарня,удмуртарня
590,Samstag::N,кукшыгечӹ,кӧснунал
591,Sonntag::N,рушӓрня,арня
592,groß::A,кого,бадӟым
593,klein::A,изи,пичи
594,lang::A,кужы,кузь
595,kurz::A,кӹтӹк,вакчи
596,breit::A,кымда,паськыт
597,schmal::A,ӓнгӹсӹр,сюлэг
598,dicht::A,шӹре,ӵем
599,dick[Gegenstand]::A,кӹжгӹ,зӧк
600,dünn::A,вӹцкӹж,векчи
601,fein::A,пыльга,векчи
602,fest::A,цаткыды,юн
603,fest::A,цаткыды,чурыт
604,flach::A,тӓлякӓ,ӵошкыт
605,glatt::A,ягылгы,гылыт
606,glatt::A,ягылгы,вольыт
607,hart::A,пингӹдӹ,чурыт
608,weich::A,пышкыды,небыт
609,rund::A,тӹртӹш,котырес
610,spitz::A,кашар,йылсо
611,scharf::A,кашар,лэчыт
612,stumpf::A,нӹшкӹ,ныж
613,schwer::A,нелӹ,секыт
614,schön::A,цевер,чебер
615,schön::A,олмыдшы,чебер
616,heiß::A,шокшы,пӧсь
617,warm::A,шокшы,шуныт
618,kalt::A,ӱштӹ,кезьыт
619,kühl::A,юалгы,юзмыт
620,kühl::A,юалгы,салкым
621,kühl::A,йонгата,юзмыт
622,kühl::A,йонгата,салкым
623,frisch::A,йонгата,выль
624,feucht::A,ӹлӹкшӹ,мускыт
625,feucht::A,вӹдӹжгӹ,мускыт
626,nass::A,начкы,котмем
627,trocken::A,кукшы,кӧс
628,voll::A,темшӹ,тыр
629,voll::A,темыман,тыр
630,leer::A,йӓрӓ,буш
631,leer::A,йӓрӓ,тырттэм
632,offen::A,виш,усьтэм
633,geschlossen::A,чӱчмӹ,ӵогам
634,geschlossen::A,чӱчмӹ,пунням
635,geschlossen::A,тӹкӹлӓлтшӹ,ӵогам
636,geschlossen::A,тӹкӹлӓлтшӹ,пунням
637,sauber::A,ире,ӝикыт
638,sauber::A,ире,чылкыт
639,schmutzig::A,шоран,нӧд
640,schmutzig::A,лявӹрӓн,нӧд
641,schmutzig::A,шорангшы,нӧд
642,roh::A,пеле кӱшӹ,ыль
643,reif::A,кӱшӹ,вуэм
644,lecker::A,тотан,ческыт
645,süß::A,мӱӓн,ческыт
646,bitter::A,качы,курыт
647,sauer::A,шапы,чырс
648,hell::A,соты,югыт
649,hell::A,валгыды,югыт
650,dunkel::A,пӹц,пеймыт
651,dunkel::A,пӹцкемӹш,пеймыт
652,schwarz::A,шим,сьӧд
653,weiß::A,ош,тӧдьы
654,weiß::A,ошы,тӧдьы
655,rot::A,якшаргы,горд
656,gelb::A,сар,ӵуж
657,gelb::A,сары,ӵуж
658,blau::A,симсӹ,лыз
659,grün::A,ыжар,вож
660,grau::A,луды,пурысь
661,bunt::A,ала,куӵо
662,billig::A,шулдаш,дунтэм
663,teuer::A,шергӹ,дуно
664,teuer::A,шергӓкӓн,дуно
665,wertvoll::A,ӓкӓн,дуно
666,blind::A,слöпöй,сукыр
667,blind::A,слöпöй,синтэм
668,blind::A,сльöпöй,сукыр
669,blind::A,сльöпöй,синтэм
670,taub::A,тӱтӱк,пельтэм
671,kräftig::A,виӓн,кужмо
672,stark::A,виӓн,юн
673,stark::A,виӓн,кужмо
674,schwach::A,шава,ляб
675,schwach::A,шава,начар
676,schwach::A,лӹпкӓ,ляб
677,schwach::A,лӹпкӓ,начар
678,schwach::A,слабка,ляб
679,schwach::A,слабка,начар
680,fett::A,таза,кӧй
681,schlank::A,яштака,веськыт
682,schlank::A,яштака,веськрес
683,hübsch::A,сӹлнӹ,чебер
684,hübsch::A,сӹлнӹ,синмаськымон
685,hübsch::A,олмыдшы,чебер
686,hübsch::A,олмыдшы,синмаськымон
687,böse::A,шӹдӓн,лек
688,dumm::A,окмак,шузи
689,dumm::A,окмак,визьтэм
690,faul::A,ялахай,азьтэм
691,fleißig::A,пӓшам яратышы,сюлмо
692,geizig::A,шык,сук
693,klug::A,ышан,визьмо
694,geschickt::A,мастар,усто
695,geschickt::A,мастар,быгатӥсь
696,lieb::A,тыри,мусо
697,lustig::A,мындыр,шулдыр
698,lustig::A,сусу,шулдыр
699,sanft::A,йӹвӹжӓ,мусо
700,sanft::A,йӹвӹжӓ,эрке
701,hungrig::A,шужышы,сютэм
702,krank::A,церлӹ,висись
703,krank::A,хворой,висись
704,nackt::A,цӓрӓ,гольык
705,traurig::A,сы́лыкан,мӧзмыт
706,traurig::A,кымы́лдымы,мӧзмыт
707,lebendig::A,живой,улэп
708,gut::A,яжо,ӟеч
709,gut::A,яжо,умой
710,schlecht::A,уда,урод
711,schlecht::A,уда,алама
712,schlecht::A,худа,урод
713,schlecht::A,худа,алама
714,richtig::A,вургамла,шонер
715,schlimm::A,йӹрнык,алама
716,wahr::A,настоящий,зэмос
717,wahr::A,настояшый,зэмос
718,alt::A,шонгы,вуж
719,neu::A,у,выль
720,ehemalig::A,тошты,азьвылэз
721,alt[Lebewesen]::A,ӹлалшӹ,пересь
722,jung::A,нöргӹ,егит
723,jung::A,нöргӹ,пинал
724,jung::A,молода,егит
725,jung::A,молода,пинал
726,arm::A,укеӓн,начар
727,arm::A,укеӓн,куанер
728,reich::A,паян,узыр
729,reich::A,пурлыкан,узыр
730,bekannt::A,палӹмӹ,тодмо
731,berühmt::A,лӹмлы,дано
732,fremd::A,эдемӹн,ят
733,verschieden::A,тӹрлӹ,пӧртэм
734,nah::A,лишӹл,матысь
735,fern::A,мӹндӹр,кыдёкысь
736,linker::A,шалахай,паллян
737,rechter::A,вургамла,бур
738,rechter::A,вургамла,бурпал
739,anderer::A,вес,мукет
740,anderer::A,весӹ,мукет
741,erster::A,икшӹ,нырысетӥез
742,erster::A,икӹмшӹ,нырысетӥез
743,zweiter::A,кокшы,кыктэтӥез
744,dritter::A,кымшы,кунньметӥез
