,Concept_ID,ro,fi
71,Träne::N,lacrimă,kyynel
72,Geschmack::N,gust,maku
73,Geruch::N,miros,haju
74,Schlaf::N,somn,uni
75,Traum::N,vis,uni
76,Himmel::N,cer,taivas
77,Sonne::N,soare,aurinko
78,Mond::N,lună,kuu
79,Stern::N,stea,tähti
80,Luft::N,aer,ilma
81,Wind::N,vânt,tuuli
82,Welle::N,val,aalto
83,Welle::N,undă,aalto
84,Wasser::N,apă,vesi
85,Stein::N,piatră,kivi
86,Boden::N,sol,maa
87,Boden::N,sol,maaperä
88,Boden::N,pământ,maa
89,Boden::N,pământ,maaperä
90,Erde::N,pământ,maa
91,Staub::N,praf,pöly
92,Rauch::N,fum,savu
93,Funke::N,scânteie,kipinä
94,Feuer::N,foc,tuli
95,Licht::N,lumină,valo
96,Schatten::N,umbră,varjo
97,Wetter::N,timp,sää
98,Wetter::N,vreme,sää
99,Nebel::N,ceață,sumu
100,Nebel::N,negură,sumu
101,Wolke::N,nor,pilvi
102,Regen::N,ploaie,sade
103,Schnee::N,zăpadă,lumi
104,Eis::N,gheață,jää
105,Frost::N,ger,halla
106,Frost::N,ger,pakkanen
107,Kälte::N,frig,vilu
108,Kälte::N,frig,kylmyys
109,Hitze::N,arșiță,helle
110,Hitze::N,arșiță,kuumuus
111,Hitze::N,căldură,helle
112,Hitze::N,căldură,kuumuus
113,Raureif::N,chiciură,huurre
114,Regenbogen::N,curcubeu,sateenkaari
115,Donner::N,tunet,jyrinä
116,Strömung::N,curent,virtaus
117,Tropfen::N,picătură,tippa
118,Tropfen::N,picătură,pisara
119,Schaum::N,spumă,vaahto
120,Schmutz::N,murdărie,loka
121,See::N,lac,järvi
122,Sumpf::N,mlaștină,suo
123,Moor::N,bărăgan,räme
124,Wiese::N,fânaț,niitty
125,Wiese::N,livadă,niitty
126,Wald::N,codru,metsä
127,Wald::N,pădure,metsä
128,Hügel::N,deal,mäki
129,Hügel::N,deal,kumpu
130,Hügel::N,deal,kukkula
131,Hügel::N,movilă,mäki
132,Hügel::N,movilă,kumpu
133,Hügel::N,movilă,kukkula
134,Anhöhe::N,deal,mäki
135,Anhöhe::N,deal,kumpare
136,Anhöhe::N,ridicătură,mäki
137,Anhöhe::N,ridicătură,kumpare
138,Berg::N,munte,mäki
139,Berg::N,munte,vuori
140,Gipfel::N,pisc,laki
141,Gipfel::N,pisc,huippu
142,Höhle::N,peșteră,luola
143,Abhang::N,pantă,rinne
144,Abhang::N,versant,rinne
145,Quelle::N,izvor,lähde
146,Bach::N,gârlă,puro
147,Fluss::N,râu,joki
148,Fluss::N,fluviu,joki
149,Ufer::N,mal,ranta
150,Ufer::N,țărm,ranta
151,Küste::N,coastă,rannikko
152,Festland::N,uscat,manner
153,Meer::N,mare,meri
154,Bucht::N,golf,lahti
155,Insel::N,insulă,saari
156,Blume::N,floare,kukka
157,Gras::N,iarbă,ruoho
158,Wurzel::N,rădăcină,juuri
159,Baum::N,copac,puu
160,Baum::N,arbore,puu
161,Stamm::N,tulpină,runko
162,Rinde::N,scoarță,kuori
163,Rinde::N,scoarță,parkki
164,Ast::N,cracă,oksa
165,Ast::N,creangă,oksa
166,Zweig::N,ramură,haara
167,Zweig::N,creangă,haara
168,Blatt::N,frunză,lehti
169,Birke::N,mesteacăn,koivu
170,Kiefer[Baum]::N,pin,mänty
171,Kiefer[Baum]::N,pin,petäjä
172,Weide[Baum]::N,salcie,paju
173,Weide[Baum]::N,răchită,paju
174,Tanne::N,brad,kuusi
175,Horn::N,corn,sarvi
176,Feder::N,pană,sulka
177,Feder::N,pană,höyhen
178,Fell::N,piele,talja
179,Flügel::N,aripă,siipi
180,Klaue::N,gheară,kynsi
181,Kralle::N,labă,kynsi
182,Kralle::N,gheară,kynsi
183,Schwanz::N,coadă,häntä
184,Schwanz::N,coadă,pyrstö
185,Ei::N,ou,muna
186,Nest::N,cuib,pesä
187,Bau::N,bârlog,pesä
188,Bau::N,vizuină,pesä
189,Tier::N,animal,eläin
190,Herde::N,turmă,lauma
191,Herde::N,cireadă,lauma
192,Kuh::N,vacă,lehmä
193,Bulle::N,taur,sonni
194,Pferd::N,cal,hevonen
195,Schaf::N,oaie,lammas
196,Schwein::N,porc,sika
197,Hund::N,câine,koira
198,Katze::N,pisică,kissa
199,Bär::N,urs,karhu
200,Eichhörnchen::N,veveriță,orava
201,Elch::N,elan,hirvi
202,Fuchs::N,vulpe,kettu
203,Hase::N,iepure,jänis
204,Maus::N,șoarece,hiiri
205,Wolf::N,lup,susi
206,Vogel::N,pasăre,lintu
207,Schwarm::N,cârd,parvi
208,Huhn::N,găină,kana
209,Hahn::N,cocoș,kukko
210,Gans::N,gâscă,hanhi
211,Adler::N,vultur,kotka
212,Ente::N,rață,ankka
213,Eule::N,bufniță,pöllö
214,Kranich::N,cocor,kurki
215,Krähe::N,cioară,varis
216,Kuckuck::N,cuc,käki
217,Schwan::N,lebădă,joutsen
218,Fisch::N,pește,kala
219,Barsch::N,biban,ahven
220,Hecht::N,știucă,hauki
221,Schlange[Tier]::N,șarpe,käärme
222,Wurm::N,vierme,mato
223,Spinne::N,păianjen,hämähäkki
224,Ameise::N,furnică,muurahainen
225,Laus::N,păduche,täi
226,Mücke::N,țânțar,sääski
227,Mücke::N,țânțar,hyttynen
228,Fliege::N,muscă,kärpänen
229,Schmetterling::N,fluture,perhonen
230,Beere::N,boabă,marja
231,Apfel::N,măr,omena
232,Pilz::N,burete,sieni
233,Pilz::N,ciupercă,sieni
234,Zwiebel::N,ceapă,sipuli
235,Saat::N,semănătură,siemenet
236,Korn::N,grâu,jyvä
237,Korn::N,grâu,vilja
238,Heu::N,fân,heinä
239,Schale::N,coajă,kuori
240,Grube::N,groapă,kuoppa
241,Falle::N,cursă,loukku
242,Falle::N,capcană,loukku
243,Schlinge::N,laț,ansa
244,Spur::N,dâră,jälki
245,Asche::N,cenușă,tuhka
246,Dreck::N,noroi,lika
247,Dreck::N,murdărie,lika
248,Eisen::N,fier,rauta
249,Gold::N,aur,kulta
250,Silber::N,argint,hopea
251,Kohle::N,cărbune,hiili
252,Glas::N,sticlă,lasi
253,Lehm::N,lut,savi
254,Lehm::N,humă,savi
255,Sand::N,nisip,hiekka
256,Mensch::N,om,ihminen
257,Mensch::N,persoană,ihminen
258,Mann::N,om,mies
259,Mann::N,bărbat,mies
260,Frau::N,femeie,nainen
261,Kind::N,copil,lapsi
262,Junge::N,băiat,poika
263,Junge::N,flăcău,poika
264,Mädchen::N,fată,tyttö
265,Familie::N,familie,perhe
266,Großvater::N,bunic,isoisä
267,Großvater::N,tată mare,isoisä
268,Großmutter::N,bunică,isoäiti
269,Großmutter::N,mamă mare,isoäiti
270,Eltern::N,părinți,vanhemmat
271,Vater::N,tată,isä
272,Vater::N,părinte,isä
273,Mutter::N,mamă,äiti
274,Sohn::N,fiu,poika
275,Sohn::N,fecior,poika
276,Tochter::N,fiică,tytär
277,Bruder::N,frate,veli
278,Schwester::N,soră,sisko
279,Onkel::N,unchi,eno
280,Onkel::N,unchi,setä
281,Tante::N,mătușă,täti
282,Ehemann::N,soț,mies
283,Ehemann::N,soț,aviomies
284,Ehemann::N,bărbat,mies
285,Ehemann::N,bărbat,aviomies
286,Ehefrau::N,soție,vaimo
287,Ehefrau::N,soție,aviovaimo
288,Freude::N,bucurie,ilo
289,Freude::N,bucurie,riemu
290,Gelächter::N,râset,nauru
291,Glück::N,fericire,onni
292,Kummer::N,mâhnire,suru
293,Kummer::N,mâhnire,murhe
294,Wunsch::N,dorință,toive
295,Wunsch::N,dorință,toivomus
296,Wunsch::N,deziderat,toive
297,Wunsch::N,deziderat,toivomus
298,Lust::N,poftă,himo
299,Lust::N,înclinare,himo
300,Geist::N,duh,henki
301,Geist::N,minte,henki
302,Geist::N,suflet,henki
303,Gedanke::N,gând,aate
304,Gedanke::N,gând,ajatus
305,Gedanke::N,cuget,aate
306,Gedanke::N,cuget,ajatus
307,Gedächtnis::N,memorie,muisti
308,Verstand::N,minte,äly
309,Verstand::N,minte,järki
310,Verstand::N,minte,ymmärrys
311,Verstand::N,intelect,äly
312,Verstand::N,intelect,järki
313,Verstand::N,intelect,ymmärrys
314,Sinn::N,sens,merkitys
315,Sinn::N,înțeles,merkitys
316,Grund::N,cauză,syy
317,Grund::N,cauză,peruste
318,Grund::N,pricină,syy
319,Grund::N,pricină,peruste
320,Wahrheit::N,adevăr,tosi
321,Wahrheit::N,adevăr,totuus
322,Gespräch::N,convorbire,puhelu
323,Gespräch::N,convorbire,keskustelu
324,Gespräch::N,conversație,puhelu
325,Gespräch::N,conversație,keskustelu
326,Märchen::N,basm,satu
327,Märchen::N,poveste,satu
328,Erzählung::N,poveste,tarina
329,Erzählung::N,poveste,kertomus
330,Nachricht::N,veste,tieto
331,Nachricht::N,veste,ilmoitus
332,Neuigkeit::N,noutate,uutinen
333,Neuigkeit::N,actualitate,uutinen
334,Name::N,nume,nimi
335,Rätsel::N,ghicitoare,arvoitus
336,Rede::N,discurs,puhe
337,Sprache::N,limbă,kieli
338,Sprache::N,limbaj,kieli
339,Stimme::N,glas,ääni
340,Wort::N,cuvânt,sana
341,Zeichen::N,semn,merkki
342,Zeichen::N,semnal,merkki
343,Ruf::N,chemare,kutsu
344,Lärm::N,zgomot,melu
345,Lärm::N,zgomot,hälinä
346,Lärm::N,tărăboi,melu
347,Lärm::N,tărăboi,hälinä
348,Laut::N,sunet,ääni
349,Ton::N,ton,sävel
350,Lied::N,cântec,laulu
351,Ruhe::N,odihnă,lepo
352,Ruhe::N,odihnă,rauha
353,Ruhe::N,liniște,lepo
354,Ruhe::N,liniște,rauha
355,Leute::N,lume,väki
356,Leute::N,lume,ihmiset
357,Leute::N,oameni,väki
358,Leute::N,oameni,ihmiset
359,Volk::N,popor,kansa
360,Volk::N,națiune,kansa
361,Arbeit::N,lucru,työ
362,Gast::N,musafir,vieras
363,Geschenk::N,dar,lahja
364,Geschenk::N,cadou,lahja
365,Spiel::N,joc,peli
366,Spiel::N,joc,leikki
367,Gesellschaft::N,societate,seura
368,Hilfe::N,ajutor,apu
369,Freund::N,amic,ystävä
370,Freund::N,prieten,ystävä
371,Kamerad::N,tovarăș,toveri
372,Angelegenheit::N,afacere,asia
373,Anzahl::N,număr,lukumäärä
374,Anzahl::N,cantitate,lukumäärä
375,Art::N,fel,laji
376,Art::N,specie,laji
377,Stück::N,bucată,pala
378,Stück::N,bucată,kappale
379,Teil::N,parte,osa
380,Teil::N,porție,osa
381,Hälfte::N,jumătate,puoli
382,Kreis::N,cerc,ympyrä
383,Kreuz::N,cruce,risti
384,Linie::N,linie,viiva
385,Strich::N,linie,piirto
386,Strich::N,trăsătură,piirto
387,Abstand::N,distanță,väli
388,Abstand::N,distanță,väljyys
389,Abstand::N,depărtare,väli
390,Abstand::N,depărtare,väljyys
391,Entfernung::N,distanță,etäisyys
392,Entfernung::N,depărtare,etäisyys
393,Gegend::N,regiune,seutu
394,Platz::N,loc,tila
395,Ort::N,loc,kohta
396,Ort::N,loc,paikka
397,Seite::N,latură,sivu
398,Seite::N,latură,kylki
399,Mitte::N,centru,keskus
400,Mitte::N,centru,puoliväli
401,Gegenstand::N,obiect,kalu
402,Gegenstand::N,obiect,esine
403,Sache::N,lucru,asia
404,Sache::N,chestie,asia
405,Rand::N,bordură,ääri
406,Rand::N,bordură,syrjä
407,Kante::N,muchie,särmä
408,Kante::N,bordură,särmä
409,Ecke::N,colț,nurkka
410,Spitze::N,vârf,terä
411,Spitze::N,vârf,kärki
412,Spitze::N,creștet,terä
413,Spitze::N,creștet,kärki
414,Ende::N,capăt,pää
415,Ende::N,capăt,perä
416,Loch::N,gaură,kolo
417,Loch::N,gaură,reikä
418,Winkel::N,colț,kulma
419,Muster::N,desen,kuvio
420,Größe::N,mărime,koko
421,Größe::N,mărime,suuruus
422,Länge::N,lungime,pituus
423,Höhe::N,înălțime,korkeus
424,Gewicht::N,greutate,paino
425,Menge::N,cantitate,määrä
426,Haufen::N,grămadă,kasa
427,Reihe::N,șir,rivi
428,Reihe::N,rând,rivi
429,Boot::N,barcă,vene
430,Boot::N,luntre,vene
431,Ruder::N,vâslă,airo
432,Ruder::N,lopată,airo
433,Schlitten::N,sanie,reki
434,Schlitten::N,sanie,kelkka
435,Ski::N,schi,suksi
436,Lagerfeuer::N,foc de tabără,nuotio
437,Last::N,povară,kuorma
438,Last::N,sarcină,kuorma
439,Gang::N,mers,kulku
440,Gang::N,mers,käynti
441,Gang::N,umblet,kulku
442,Gang::N,umblet,käynti
443,Schritt::N,pas,askel
444,Norden::N,nord,pohjoinen
445,Norden::N,miazănoapte,pohjoinen
446,Süden::N,sud,etelä
447,Süden::N,miazăzi,etelä
448,Westen::N,apus,länsi
449,Osten::N,est,itä
450,Osten::N,răsărit,itä
451,Holz::N,lemn,puu
452,Brett::N,scândură,lauta
453,Platte::N,placă,levy
454,Stütze::N,proptea,noja
455,Stange::N,bară,tanko
456,Stange::N,prăjină,tanko
457,Stock::N,băț,keppi
458,Stock::N,baston,keppi
459,Stab::N,baston,sauva
460,Stab::N,baston,seiväs
461,Stab::N,prăjină,sauva
462,Stab::N,prăjină,seiväs
463,Rohr::N,tub,putki
464,Rohr::N,țeavă,putki
465,Haus::N,casă,talo
466,Heim::N,casă,koti
467,Heim::N,cămin,koti
468,Ofen::N,sobă,uuni
469,Fußboden::N,podea,lattia
470,Fußboden::N,dușumea,lattia
471,Tisch::N,masă,pöytä
472,Stuhl::N,scaun,tuoli
473,Wiege::N,leagăn,kehto
474,Bett::N,pat,sänky
475,Regal::N,rafturi,hylly
476,Kiste::N,ladă,arkku
477,Kiste::N,ladă,kirstu
478,Kiste::N,ladă,laatikko
479,Kiste::N,cutie,arkku
480,Kiste::N,cutie,kirstu
481,Kiste::N,cutie,laatikko
482,Fenster::N,fereastră,ikkuna
483,Tür::N,ușă,ovi
484,Tor::N,poartă,portti
485,Zaun::N,gard,aita
486,Dach::N,acoperiș,katto
487,Leiter::N,scară,tikkaat
488,Leiter::N,scară,tikapuut
489,Besen::N,mătură,luuta
490,Spaten::N,cazma,lapio
491,Spaten::N,hârleț,lapio
492,Schaufel::N,lopată,lapio
493,Gabel::N,furculiță,haarukka
494,Löffel::N,lingură,lusikka
495,Messer::N,cuțit,veitsi
496,Nagel::N,cui,naula
497,Netz::N,plasă,verkko
498,Haken::N,cârlig,haka
499,Haken::N,cârlig,koukku
500,Griff::N,mâner,ripa
501,Griff::N,mâner,kahva
502,Schloss::N,lacăt,lukko
503,Bild::N,tablou,kuva
504,Bild::N,imagine,kuva
505,Figur::N,chip,kuvio
506,Figur::N,figură,kuvio
507,Puppe::N,păpușă,nukke
508,Beutel::N,pungă,pussi
509,Beutel::N,săculeț,pussi
510,Bündel::N,mănunchi,nippu
511,Bündel::N,mănunchi,kimppu
512,Tasche::N,geantă,laukku
513,Eimer::N,găleată,sanko
514,Eimer::N,găleată,ämpäri
515,Deckel::N,capac,kansi
516,Geschirr::N,vase,astia
517,Geschirr::N,tacâmuri,astia
518,Sack::N,sac,säkki
519,Tasse::N,ceașcă,kuppi
520,Topf::N,oală,pata
521,Kessel::N,cazan,kattila
522,Kessel::N,căldare,kattila
523,Essen::N,mâncare,syönti
524,Nahrung::N,hrană,ruoka
525,Nahrung::N,hrană,ravinto
526,Nahrung::N,aliment,ruoka
527,Nahrung::N,aliment,ravinto
528,Speise::N,bucate,ruoka
529,Speise::N,fel de bucate,ruoka
530,Fleisch::N,carne,liha
531,Getreide::N,cereale,vilja
532,Brei::N,pireu,puuro
533,Brot::N,pâine,leipä
534,Scheibe::N,felie,viipale
535,Scheibe::N,bucată,viipale
536,Fett::N,untură,rasva
537,Fett::N,grăsime,rasva
538,Butter::N,unt,voi
539,Öl::N,ulei,öljy
540,Salz::N,sare,suola
541,Suppe::N,supă,keitto
542,Suppe::N,ciorbă,keitto
543,Honig::N,miere,hunaja
544,Milch::N,lapte,maito
545,Tee::N,ceai,tee
546,Leder::N,piele,nahka
547,Wolle::N,lână,villa
548,Stoff::N,stofă,kangas
549,Nadel::N,ac,neula
550,Faden::N,ață,lanka
551,Knopf::N,buton,nappi
552,Knoten::N,nod,solmu
553,Farbe::N,vopsea,maali
554,Kleidung::N,haine,vaatteet
555,Kleidung::N,îmbrăcăminte,vaatteet
556,Hemd::N,cămașă,paita
557,Kragen::N,guler,kaulus
558,Ärmel::N,mânecă,hiha
559,Hose::N,pantaloni,housut
560,Gürtel::N,cordon,vyö
561,Mütze::N,șapcă,lakki
562,Schuh::N,gheată,kenkä
563,Stiefel::N,cizmă,saapas
564,Ring::N,inel,sormus
565,Ring::N,verigă,sormus
566,Band::N,panglică,nauha
567,Band::N,șiret,nauha
568,Kamm::N,pieptene,kampa
569,Spiegel::N,oglindă,peili
570,Riemen::N,curea,hihna
571,Schnur::N,funie,naru
572,Schnur::N,funie,nuora
573,Schnur::N,sfoară,naru
574,Schnur::N,sfoară,nuora
575,Leine::N,lesă,talutushihna
576,Leine::N,curea,talutushihna
577,Decke::N,pătură,peite
578,Kissen::N,pernă,tyyny
579,Kissen::N,pernă,pielus
580,Tuch::N,batic,huivi
581,Handtuch::N,prosop,pyyheliina
582,Handtuch::N,ștergar,pyyheliina
583,Kraft::N,forță,väki
584,Kraft::N,forță,voima
585,Kraft::N,putere,väki
586,Kraft::N,putere,voima
587,Stärke::N,tărie,vahvuus
588,Stärke::N,vigoare,vahvuus
589,Gesundheit::N,sănătate,terveys
590,Krankheit::N,boală,tauti
591,Krankheit::N,boală,sairaus
592,Krankheit::N,maladie,tauti
593,Krankheit::N,maladie,sairaus
594,Schmerz::N,durere,kipu
595,Schmerz::N,durere,särky
596,Wunde::N,rană,haava
597,Fieber::N,febră,kuume
598,Arznei::N,leac,lääke
599,Arznei::N,medicament,lääke
600,Brücke::N,pod,silta
601,Brücke::N,punte,silta
602,Brunnen::N,puț,kaivo
603,Weide::N,izlaz,laidun
604,Weide::N,pășune,laidun
605,Pfad::N,cărare,polku
606,Weg::N,drum,tie
607,Straße::N,cale,katu
608,Straße::N,stradă,katu
609,Dorf::N,sat,kylä
610,Stadt::N,oraș,kaupunki
611,Brief::N,scrisoare,kirje
612,Buch::N,carte,kirja
613,Buchstabe::N,literă,kirjain
614,Buchstabe::N,caracter,kirjain
615,Zeitung::N,ziar,lehti
616,Zeitung::N,ziar,sanomalehti
617,Zeitung::N,gazetă,lehti
618,Zeitung::N,gazetă,sanomalehti
619,Leben::N,viață,elo
620,Leben::N,viață,elämä
621,Tod::N,moarte,kuolema
622,Grab::N,groapă,hauta
623,Grab::N,mormânt,hauta
624,Kirche::N,biserică,kirkko
625,Sünde::N,păcat,synti
626,Gott::N,zeu,jumala
627,Arbeiter::N,muncitor,työläinen
628,Chef::N,șef,päällikkö
629,Meister::N,meșter,mestari
630,Meister::N,maestru,mestari
631,Arzt::N,medic,lääkäri
632,Arzt::N,doctor,lääkäri
633,Lehrer::N,profesor,opettaja
634,Lehrer::N,învățător,opettaja
635,Geld::N,bani,raha
636,Geld::N,parale,raha
637,Geschäft::N,treabă,liike
638,Geschäft::N,afacere,liike
639,Laden::N,magazin,puoti
640,Laden::N,magazin,kauppa
641,Laden::N,prăvălie,puoti
642,Laden::N,prăvălie,kauppa
643,Preis::N,preț,hinta
644,Ware::N,marfă,tavara
645,Nutzen::N,folos,hyöty
646,Nutzen::N,profit,hyöty
647,Reichtum::N,avuție,rikkaus
648,Reichtum::N,bogăție,rikkaus
649,Welt::N,lume,maailma
650,Land::N,țară,maa
651,Staat::N,stat,valtio
652,König::N,rege,kuningas
653,Macht::N,putere,mahti
654,Macht::N,putință,mahti
655,Grenze::N,hotar,raja
656,Grenze::N,graniță,raja
657,Grenze::N,frontieră,raja
658,Krieg::N,război,sota
659,Feind::N,dușman,vihollinen
660,Gewalt::N,violență,väkivalta
661,Kampf::N,luptă,taistelu
662,Bogen[Waffe]::N,arc,jousi
663,Pfeil::N,săgeată,nuoli
664,Gewehr::N,armă,kivääri
665,Gewehr::N,pușcă,kivääri
666,Fehler::N,eroare,vika
667,Fehler::N,eroare,virhe
668,Fehler::N,greșeală,vika
669,Fehler::N,greșeală,virhe
670,Lüge::N,minciună,valhe
671,Schaden::N,daună,vaurio
672,Schaden::N,daună,vahinko
673,Schaden::N,pagubă,vaurio
674,Schaden::N,pagubă,vahinko
675,Unglück::N,nenorocire,vahinko
676,Unglück::N,nenorocire,onnettomuus
677,Schuld::N,vină,syy
678,Alter::N,etate,ikä
679,Alter::N,vârstă,ikä
680,Schluss::N,sfârșit,loppu
681,Zeit::N,timp,aika
682,Zeit::N,vreme,aika
683,Tag::N,zi,päivä
684,Morgen::N,dimineață,aamu
685,Morgen::N,dimineață,huomen
686,Mittag::N,prânz,keskipäivä
687,Mittag::N,amiază,keskipäivä
688,Abend::N,seară,ilta
689,Nacht::N,noapte,yö
690,Woche::N,săptămână,viikko
691,Monat::N,lună,kuukausi
692,Jahr::N,an,vuosi
693,Frühling::N,primăvară,kevät
694,Sommer::N,vară,kesä
695,Herbst::N,toamnă,syksy
696,Winter::N,iarnă,talvi
697,Januar::N,ianuarie,tammikuu
698,Februar::N,februarie,helmikuu
699,März::N,martie,maaliskuu
700,April::N,aprilie,huhtikuu
701,Mai::N,mai,toukokuu
702,Juni::N,iunie,kesäkuu
703,Juli::N,iulie,heinäkuu
704,August::N,august,elokuu
705,September::N,septembrie,syyskuu
706,Oktober::N,octombrie,lokakuu
707,November::N,noiembrie,marraskuu
708,Dezember::N,decembrie,joulukuu
709,Montag::N,luni,maanantai
710,Dienstag::N,marți,tiistai
711,Mittwoch::N,miercuri,keskiviikko
712,Donnerstag::N,joi,torstai
713,Freitag::N,vineri,perjantai
714,Samstag::N,sâmbătă,lauantai
715,Sonntag::N,duminică,sunnuntai
716,groß::A,mare,iso
717,groß::A,mare,suuri
718,klein::A,mic,pieni
719,lang::A,lung,pitkä
720,kurz::A,scurt,lyhyt
721,breit::A,lat,leveä
722,breit::A,larg,leveä
723,schmal::A,strâmt,kapea
724,dicht::A,des,taaja
725,dick[Gegenstand]::A,gros,paksu
726,dünn::A,subțire,ohut
727,fein::A,fin,hieno
728,fein::A,subțire,hieno
729,fest::A,tare,luja
730,fest::A,solid,luja
731,flach::A,șes,litteä
732,flach::A,șes,tasainen
733,flach::A,plan,litteä
734,flach::A,plan,tasainen
735,glatt::A,lins,sileä
736,glatt::A,lins,siloinen
737,hart::A,dur,kova
738,weich::A,moale,pehmeä
739,rund::A,rotund,pyöreä
740,rund::A,circular,pyöreä
741,spitz::A,ascuțit,terävä
742,scharf::A,tăios,terävä
743,scharf::A,ascuțit,terävä
744,stumpf::A,tocit,tylsä
745,schwer::A,greu,raskas
746,schwer::A,greu,painava
747,schön::A,frumos,kaunis
748,heiß::A,cald,kuuma
749,heiß::A,fierbinte,kuuma
750,warm::A,cald,lämmin
751,warm::A,fierbinte,lämmin
752,kalt::A,rece,kylmä
753,kalt::A,rece,viluinen
754,kühl::A,rece,viileä
755,kühl::A,răcoros,viileä
756,frisch::A,răcoros,tuore
757,frisch::A,proaspăt,tuore
758,feucht::A,umed,kostea
759,feucht::A,jilav,kostea
760,nass::A,ud,märkä
761,trocken::A,sec,kuiva
762,trocken::A,uscat,kuiva
763,voll::A,plin,täysi
764,leer::A,gol,tyhjä
765,offen::A,deschis,avonainen
766,geschlossen::A,închis,suljettu
767,sauber::A,curat,puhdas
768,schmutzig::A,murdar,likainen
769,roh::A,crud,raaka
770,reif::A,copt,kypsä
771,lecker::A,gustos,herkullinen
772,süß::A,dulce,makea
773,bitter::A,amar,karvas
774,bitter::A,amar,kitkerä
775,sauer::A,acru,hapan
776,hell::A,clar,kirkas
777,hell::A,clar,valoisa
778,hell::A,luminos,kirkas
779,hell::A,luminos,valoisa
780,dunkel::A,obscur,pimeä
781,dunkel::A,întunecos,pimeä
782,schwarz::A,negru,musta
783,weiß::A,alb,valkea
784,rot::A,roșu,punainen
785,gelb::A,galben,keltainen
786,blau::A,albastru,sininen
787,grün::A,verde,vihreä
788,grau::A,gri,harmaa
789,grau::A,cenușiu,harmaa
790,bunt::A,colorat,kirjava
791,billig::A,ieftin,halpa
792,billig::A,ieftin,huokea
793,teuer::A,scump,kallis
794,wertvoll::A,prețios,arvokas
795,blind::A,orb,sokea
796,taub::A,surd,kuuro
797,kräftig::A,tare,väkevä
798,kräftig::A,tare,voimakas
799,kräftig::A,forte,väkevä
800,kräftig::A,forte,voimakas
801,kräftig::A,robust,väkevä
802,kräftig::A,robust,voimakas
803,stark::A,viguros,vahva
804,stark::A,puternic,vahva
805,schwach::A,slab,heikko
806,schwach::A,debil,heikko
807,fett::A,gras,lihava
808,schlank::A,zvelt,hoikka
809,schlank::A,zvelt,solakka
810,hübsch::A,drăguț,soma
811,hübsch::A,drăguț,sievä
812,böse::A,rău,paha
813,böse::A,rău,häijy
814,böse::A,răutăcios,paha
815,böse::A,răutăcios,häijy
816,dumm::A,nerod,tyhmä
817,dumm::A,nerod,typerä
818,dumm::A,tâmpit,tyhmä
819,dumm::A,tâmpit,typerä
820,faul::A,leneș,laiska
821,fleißig::A,harnic,ahkera
822,fleißig::A,sârguincios,ahkera
823,geizig::A,calic,saita
824,geizig::A,zgârcit,saita
825,klug::A,isteț,älykäs
826,klug::A,deștept,älykäs
827,geschickt::A,dibaci,taitava
828,lieb::A,drag,rakas
