,Concept_ID,ka,ps
1349,übersetzen::V,გადათარგმნის,ژباړل
1350,übersetzen::V,გადათარგმნის,ترجمه کول
1351,denken::V,ფიქრობს,فکر کول
1352,denken::V,აზროვნებს,فکر کول
1353,glauben::V,სჯერა,باور کول
1354,bemerken::V,შენიშვნავს,لیدل
1355,erkennen::V,გამოიცნობს,پېژندل
1356,begreifen::V,გაიგებს,رسېدل
1357,begreifen::V,გაიგებს,پوهېدل
1358,verstehen::V,გაიგონებს,پوهېدل
1359,lernen::V,ისწავლის,زده کول
1360,lernen::V,ისწავლის,درس لوستل
1361,wissen::V,ეცოდინება,پوهېدل
1362,sich erinnern an::V,მოიგონებს,یادول
1363,sich erinnern an::V,მოიგონებს,په یاد راوړل
1364,sich erinnern an::V,გაიხსენებს,یادول
1365,sich erinnern an::V,გაიხსენებს,په یاد راوړل
1366,vergessen::V,ივიწყებს,هېرول
1367,messen::V,ზომავს,اندازه کول
1368,zählen::V,ითვლის,شمارل
1369,rechnen::V,გაიანგარიშებს,حسابول
1370,lesen::V,კითხულობს,لوستل
1371,malen::V,ხატავს,رسمول
1372,zeichnen::V,ხაზავს,رسمول
1373,schreiben::V,დაწერს,لیکل
1374,besitzen::V,ექნება,لرل
1375,kaufen::V,ყიდულობს,رانیول
1376,verkaufen::V,გაყიდის,خرڅول
1377,bezahlen::V,გადაიხდის,تأدیه کول
1378,zahlen::V,გადაიხდის,کسات اخيستل
1379,beherrschen::V,ფლობს,تسلط لرل
1380,ertragen::V,მოითმენს,زغمل
