,Concept_ID,ka,ps
228,Falle::N,ხაფანგი,دام
229,Falle::N,ხაფანგი,لومه
230,Schlinge::N,მახე,کړۍ
231,Spur::N,კვალი,نښه
232,Asche::N,ფერფლი,آس
233,Asche::N,ფერფლი,ایره
234,Dreck::N,ტალახი,ناپاکي
235,Dreck::N,სიბინძურე,ناپاکي
236,Eisen::N,რკინა,اوسپنه
237,Gold::N,ოქრო,سره زر
238,Silber::N,ვერცხლი,نقره
239,Silber::N,ვერცხლი,سپین زر
240,Kohle::N,ნახშირი,سکور
241,Kohle::N,ნახშირი,سکاره
242,Glas::N,მინა,ښيښه
243,Lehm::N,თიხა,خټه
244,Sand::N,ქვიშა,شګه
245,Mensch::N,ადამიანი,انسان
246,Mann::N,კაცი,سړی
247,Mann::N,კაცი,نارینه
248,Frau::N,ქალი,ښځه
249,Kind::N,ბავშვი,بچی
250,Kind::N,ბავშვი,ماشوم
251,Junge::N,ვაჟი,هلک
252,Mädchen::N,გოგო,نجلۍ
253,Familie::N,ოჯახი,کورنۍ
254,Großvater::N,პაპა,بابا
255,Großvater::N,ბაბუა,بابا
256,Großmutter::N,ბებია,انا
257,Großmutter::N,დიდედა,انا
258,Eltern::N,მშობლები,مور او پلار
259,Vater::N,მამა,پلار
260,Mutter::N,დედა,مور
261,Sohn::N,ვაჟიშვილი,زوی
262,Tochter::N,ქალიშვილი,لور
263,Bruder::N,ძმა,ورور
264,Schwester::N,და,خور
265,Onkel::N,ბიძა,تره
266,Onkel::N,ბიძა,ماما
267,Tante::N,დეიდა,خاله
268,Tante::N,მამიდა,خاله
269,Ehemann::N,ქმარი,مېړه
270,Ehefrau::N,ცოლი,مېرمن
271,Freude::N,სიხარული,خوشحالي
272,Gelächter::N,სიცილი,خندا
273,Glück::N,ბედნიერება,بخت
274,Kummer::N,მწუხარება,غم
275,Wunsch::N,წადილი,هيله
276,Wunsch::N,წადილი,غوښتنه
277,Wunsch::N,სურვილი,هيله
278,Wunsch::N,სურვილი,غوښتنه
279,Lust::N,წადილი,شوق
280,Lust::N,წადილი,مینه
281,Geist::N,სული,روح
282,Gedanke::N,ფიქრი,فکر
283,Gedächtnis::N,მეხსიერება,یاد
284,Gedächtnis::N,მეხსიერება,حافظه
285,Verstand::N,ჭკუა,عقل
286,Verstand::N,ჭკუა,شعور
287,Verstand::N,გონება,عقل
288,Verstand::N,გონება,شعور
289,Sinn::N,მნიშვნელობა,معنی
290,Grund::N,მიზეზი,علت
291,Grund::N,მიზეზი,اساس
292,Wahrheit::N,სიმართლე,حقیقت
293,Wahrheit::N,ჭეშმარიტება,حقیقت
294,Gespräch::N,ბაასი,مرکه
295,Gespräch::N,ბაასი,خبرې اترې
296,Gespräch::N,საუბარი,مرکه
297,Gespräch::N,საუბარი,خبرې اترې
298,Märchen::N,არაკი,افسانه
299,Märchen::N,ზღაპარი,افسانه
300,Erzählung::N,თქმულება,قصه
301,Erzählung::N,თქმულება,کیسه
302,Nachricht::N,ცნობა,خبر
303,Nachricht::N,ამბავი,خبر
304,Neuigkeit::N,სიახლე,نوی خبر
305,Name::N,სახელი,نوم
306,Rätsel::N,გამოცანა,کیسۍ
307,Rätsel::N,გამოცანა,چیستان
308,Rede::N,სიტყვა,وینا
309,Sprache::N,ენა,ژبه
310,Stimme::N,ხმა,غږ
311,Stimme::N,ხმა,اواز
312,Wort::N,სიტყვა,لغت
313,Wort::N,სიტყვა,کلمه
314,Zeichen::N,ნიშანი,نښه
315,Zeichen::N,ნიშანი,اشاره
316,Ruf::N,ძახილი,ږغ
317,Ruf::N,ძახილი,بلنه
318,Lärm::N,ხმაური,غالمغال
319,Laut::N,ხმა,ږغ
320,Laut::N,ბგერა,ږغ
321,Ton::N,ტონი,اواز
322,Lied::N,სიმღერა,غزله
323,Lied::N,სიმღერა,سندره
324,Ruhe::N,სიწყნარე,ارامي
325,Leute::N,ადამიანები,خلک
326,Volk::N,ერი,ولس
327,Volk::N,ხალხი,ولس
328,Arbeit::N,მუშაობა,کار
329,Gast::N,სტუმარი,مېلمه
330,Geschenk::N,საჩუქარი,تحفه
331,Geschenk::N,საჩუქარი,سوغات
332,Spiel::N,თამაში,لوبه
333,Gesellschaft::N,საზოგადოება,ډله
334,Hilfe::N,შველა,کومک
335,Hilfe::N,შველა,مرسته
336,Hilfe::N,დახმარება,کومک
337,Hilfe::N,დახმარება,مرسته
338,Freund::N,მეგობარი,ملګری
339,Kamerad::N,ამხანაგი,انډيوال
340,Angelegenheit::N,საქმე,موضوع
341,Anzahl::N,ოდენობა,شمېر
342,Anzahl::N,ოდენობა,تعداد
343,Art::N,სახეობა,ډول
344,Stück::N,ნატეხი,ټوټه
345,Teil::N,წილი,برخه
346,Hälfte::N,ნახევარი,نیم
347,Kreis::N,წრე,دایره
348,Kreuz::N,ჯვარი,صلیب
349,Linie::N,ხაზი,خط
350,Linie::N,ხაზი,لیکه
351,Strich::N,შტრიხი,کرښه
352,Abstand::N,მანძილი,فاصله
353,Entfernung::N,სიშორე,واټن
354,Gegend::N,არე,سیمه
355,Gegend::N,არე,منطقه
356,Gegend::N,მხარე,سیمه
357,Gegend::N,მხარე,منطقه
358,Platz::N,ფართობი,ځای
359,Ort::N,ადგილი,ځای
360,Seite::N,მხარე,مخ
361,Seite::N,მხარე,اړخ
362,Mitte::N,შუა,وسط
363,Mitte::N,შუა,مینځ
364,Gegenstand::N,საგანი,شی
365,Sache::N,ნივთი,شی
366,Sache::N,ნივთი,څيز
367,Rand::N,კიდე,څنډه
368,Rand::N,კიდე,کناره
369,Kante::N,ნაწიბული,اړخ
370,Ecke::N,კუთხე,ګوټ
371,Spitze::N,წვეტი,څوکه
372,Ende::N,ბოლო,څوکه
373,Loch::N,ხვრელი,سوری
374,Winkel::N,კუთხე,کنج
375,Winkel::N,კუთხე,کوتی
376,Muster::N,მოხატულობა,نمونه
377,Größe::N,ზომა,قد
378,Größe::N,ზომა,لويوالی
379,Größe::N,სიდიდე,قد
380,Größe::N,სიდიდე,لويوالی
381,Länge::N,სიგრძე,طول
382,Länge::N,სიგრძე,اوږد والی
383,Höhe::N,სიმაღლე,جګوالی
384,Gewicht::N,წონა,وزن
385,Menge::N,რაოდენობა,اندازه
386,Haufen::N,გროვა,کوټه
387,Reihe::N,რიგი,صف
388,Reihe::N,რიგი,کتار
389,Reihe::N,წყება,صف
390,Reihe::N,წყება,کتار
391,Boot::N,გემი,قايق
392,Ruder::N,ხოფი,چپه
393,Ruder::N,ნიჩაბი,چپه
394,Schlitten::N,მარხილი,ښویېدونی
395,Ski::N,თხილამური,سکي
396,Lagerfeuer::N,კოცონი,اور
397,Last::N,ტვირთი,بار
398,Last::N,ტვირთი,پېټی
399,Gang::N,სვლა,تګ
400,Schritt::N,ბიჯი,ګام
401,Norden::N,ჩრდილოეთი,شمال
402,Süden::N,სამხრეთი,سوېل
403,Westen::N,დასავლეთი,لوېدېځ
404,Osten::N,აღმოსავლეთი,شرق
405,Osten::N,აღმოსავლეთი,ختیځ
406,Holz::N,ხე,لرګی
407,Brett::N,დაფა,تخته
408,Brett::N,ფიცარი,تخته
409,Platte::N,თლილი ქვა,تخته
410,Stütze::N,საყრდენი,تکیوان
411,Stange::N,ჭოკი,ډاګه
412,Stock::N,კეტი,لرګی
413,Stab::N,ლატანი,چيخله
414,Rohr::N,მილაკი,نل
415,Haus::N,სახლი,کور
416,Heim::N,ოჯახის კერა,کور
417,Ofen::N,ღუმელი,تودنۍ
418,Fußboden::N,იატაკი,غولی
419,Tisch::N,სუფრა,مېز
420,Tisch::N,მაგიდა,مېز
421,Stuhl::N,სკამი,چوکۍ
422,Wiege::N,აკვანი,زانګو
423,Bett::N,საწოლი,کټ
424,Bett::N,საწოლი,چپرکټ
425,Bett::N,სარეცელი,کټ
426,Bett::N,სარეცელი,چپرکټ
427,Regal::N,თაროები,تاخچۍ
428,Kiste::N,ყუთი,صندوق
429,Kiste::N,სკივრი,صندوق
430,Fenster::N,ფანჯარა,کړکۍ
431,Fenster::N,სარკმელი,کړکۍ
432,Tür::N,ბჭე,دروازه
433,Tür::N,კარი,دروازه
434,Tor::N,ჭიშკარი,دروازه
435,Zaun::N,ღობე,کټاره
436,Zaun::N,გალავანი,کټاره
437,Dach::N,სახურავი,بام
438,Leiter::N,კიბე,زينه
439,Besen::N,ცოცხი,جارو
440,Spaten::N,ნიჩაბი,یوم
441,Schaufel::N,ბარი,بېلچه
442,Gabel::N,ჩანგალი,پنجه
443,Löffel::N,კოვზი,کاشوغه
444,Messer::N,დანა,چاقو
445,Nagel::N,ლურსმანი,ميخ
446,Netz::N,ბადე,جال
447,Haken::N,კავი,څنګک
448,Haken::N,კაუჭი,څنګک
449,Griff::N,ტარი,لاستی
450,Schloss::N,კლიტე,کلپ
451,Schloss::N,საკეტი,کلپ
452,Bild::N,სურათი,رسم
453,Figur::N,ფიგურა,قدوقامت
454,Puppe::N,თოჯინა,ګوډۍ
455,Beutel::N,პარკი,کڅوړه
456,Bündel::N,გალა,دسته
457,Bündel::N,ასხმა,دسته
458,Tasche::N,ჩანთა,بکس
459,Tasche::N,ჩანთა,توبره
460,Eimer::N,ჩამჩა,سطل
461,Deckel::N,ხუფი,سرپوښ
462,Deckel::N,სარქველი,سرپوښ
463,Geschirr::N,ჭურჭელი,لوښی
464,Sack::N,ტომარა,جوال
465,Tasse::N,ფინჯანი,پیاله
466,Topf::N,ქოთანი,دېګی
467,Kessel::N,ქვაბი,دېګ
468,Essen::N,ჭამა,خوراک
469,Nahrung::N,საზრდო,خوراک
470,Nahrung::N,საკვები,خوراک
471,Speise::N,საჭმელი,خواړه
472,Fleisch::N,ხორცი,غوښه
473,Getreide::N,მარცვლოვანი,غله
474,Brei::N,ფაფა,اوګره
475,Brot::N,პური,ډوډۍ
476,Scheibe::N,ნაჭერი,مړۍ
477,Fett::N,ქონი,غوړي
478,Fett::N,ცხიმი,غوړي
479,Butter::N,კარაქი,کوچ
480,Öl::N,ზეთი,تېل
481,Salz::N,მარილი,مالګه
482,Suppe::N,სუფი,شوربا
483,Honig::N,თაფლი,شات
484,Milch::N,რძე,شوده
485,Tee::N,ჩაი,چای
486,Leder::N,ტყავი,څرمن
487,Wolle::N,მატყლი,پشم
488,Stoff::N,ქსოვილი,ټوټه
489,Nadel::N,ნემსი,ستن
490,Faden::N,ძაფი,تار
491,Faden::N,მკედი,تار
492,Knopf::N,ღილი,تڼۍ
493,Knopf::N,ღილი,تکمه
494,Knoten::N,ნასკვი,غوټه
495,Farbe::N,საღებავი,رنګ
496,Kleidung::N,ტანსაცმელი,کالي
497,Hemd::N,ხალათი,کميس
498,Hemd::N,პერანგი,کميس
499,Kragen::N,საყელო,غاړه
500,Ärmel::N,სახელო,لستوڼی
501,Hose::N,შარვალი,پطلون
502,Gürtel::N,ქამარი,کمربند
503,Mütze::N,ქუდი,خولۍ
504,Schuh::N,ფეხსაცმელი,بوټ
505,Stiefel::N,ჩექმა,موزه
506,Ring::N,ბეჭედი,ګوته
507,Band::N,ბაფთი,فيته
508,Kamm::N,სავარცხელი,ګمنځ
509,Spiegel::N,სარკე,ایینه
510,Spiegel::N,სარკე,هنداره
511,Riemen::N,ღვედი,تسمه
512,Schnur::N,ლარი,مزی
513,Leine::N,ჯაჭვი,رسۍ
514,Decke::N,საბანი,بړستن
515,Kissen::N,ბალიში,بالښت
516,Tuch::N,მაუდი,ټیکری
517,Tuch::N,თავშალი,ټیکری
518,Handtuch::N,ხელსახოცი,دسمال
519,Kraft::N,ძალა,زور
520,Kraft::N,ძალა,توان
521,Stärke::N,ღონე,قوت
522,Gesundheit::N,ჯანმრთელობა,صحت
523,Gesundheit::N,ჯანმრთელობა,روغتیا
524,Krankheit::N,სენი,مرض
525,Krankheit::N,სენი,ناروغي
526,Krankheit::N,ავადმყოფობა,مرض
527,Krankheit::N,ავადმყოფობა,ناروغي
528,Schmerz::N,ტკივილი,درد
529,Wunde::N,იარი,ټپ
530,Wunde::N,იარი,زخم
531,Wunde::N,ჭრილობა,ټپ
532,Wunde::N,ჭრილობა,زخم
533,Fieber::N,ციება,تبه
534,Arznei::N,წამალი,دوا
535,Arznei::N,წამალი,دارو
536,Brücke::N,ხიდი,پول
537,Brunnen::N,ჭა,څاه
538,Brunnen::N,ჭა,کوهی
539,Weide::N,საძოვარი,وله
540,Pfad::N,ბილიკი,تړه
541,Weg::N,გზა,لیار
542,Straße::N,შარაგზა,سړک
543,Dorf::N,დაბა,کلی
544,Dorf::N,სოფელი,کلی
545,Stadt::N,ქალაქი,ښار
546,Brief::N,წერილი,لیک
547,Brief::N,წერილი,مکتوب
548,Buch::N,წიგნი,کتاب
549,Buchstabe::N,ასო,حرف
550,Buchstabe::N,ასო,توری
551,Zeitung::N,გაზეთი,اخبار
552,Leben::N,სიცოცხლე,ژوند
553,Tod::N,სიკვდილი,مرګ
554,Tod::N,სიკვდილი,مړینه
555,Grab::N,სამარე,قبر
556,Grab::N,სამარე,ډورۍ
557,Grab::N,საფლავი,قبر
558,Grab::N,საფლავი,ډورۍ
559,Kirche::N,ეკლესია,کلیسا
560,Sünde::N,ცოდვა,ګناه
561,Gott::N,ღმერთი,خدای
562,Arbeiter::N,მუშა,کاریګر
563,Chef::N,გამგე,آمر
564,Meister::N,ოსტატი,استاد
565,Arzt::N,ექიმი,طبیب
566,Arzt::N,ექიმი,ډاکټر
567,Arzt::N,მკურნალი,طبیب
568,Arzt::N,მკურნალი,ډاکټر
569,Lehrer::N,მასწავლებელი,معلم
570,Lehrer::N,მასწავლებელი,ښوونکی
571,Geld::N,ფული,پیسې
572,Geschäft::N,საქმე,سوداګري
573,Geschäft::N,ბიზნესი,سوداګري
574,Laden::N,დუქანი,دکان
575,Laden::N,დუქანი,مغازه
576,Laden::N,მაღაზია,دکان
577,Laden::N,მაღაზია,مغازه
578,Preis::N,ფასი,بیه
579,Ware::N,საქონელი,مال
580,Nutzen::N,ხეირი,ګټه
581,Reichtum::N,სიმდიდრე,شتمني
582,Welt::N,მსოფლიო,نړۍ
583,Welt::N,მსოფლიო,دنیا
584,Land::N,მხარე,هېواد
585,Land::N,ქვეყანა,هېواد
586,Staat::N,სახელმწიფო,دولت
587,König::N,მეფე,باچا
588,König::N,მეფე,پادشاه
589,Macht::N,ძლიერება,قدرت
590,Grenze::N,ზღვარი,حد
591,Grenze::N,ზღვარი,سرحد
592,Krieg::N,ომი,جګړه
593,Feind::N,მტერი,دښمن
594,Gewalt::N,სისასტიკე,زور
595,Gewalt::N,სისასტიკე,تشدد
596,Kampf::N,ბრძოლა,جنګ
597,Kampf::N,ბრძოლა,مبارزه
598,Bogen[Waffe]::N,მშვილდი,لیندۍ
599,Pfeil::N,ისარი,غشی
600,Pfeil::N,მახვილი,غشی
601,Gewehr::N,თოფი,ټوپک
602,Gewehr::N,შაშხანა,ټوپک
603,Fehler::N,შეცდომა,خطا
604,Fehler::N,შეცდომა,غلطي
605,Lüge::N,სიცრუე,دروغ
606,Schaden::N,ვნება,زیان
607,Schaden::N,ვნება,تاوان
608,Unglück::N,ხიფათი,بدبختي
609,Unglück::N,უბედურება,بدبختي
610,Schuld::N,ბრალი,ګناه
611,Alter::N,ასაკი,منګ
612,Schluss::N,ბოლო,اخر
613,Schluss::N,დასასრული,اخر
614,Zeit::N,დრო,وخت
615,Tag::N,დღე,ورځ
616,Morgen::N,დილა,سبا
617,Morgen::N,დილა,سهار
618,Mittag::N,შუადღე,غرمه
619,Abend::N,საღამო,ماښام
620,Nacht::N,ღამე,شپه
621,Woche::N,კვირა,اونۍ
622,Monat::N,თვე,مياشت
623,Jahr::N,წელი,کال
624,Frühling::N,გაზაფხული,پسرلی
625,Sommer::N,ზაფხული,دوبی
626,Herbst::N,შემოდგომა,منی
627,Herbst::N,შემოდგომა,خزان
628,Winter::N,ზამთარი,ژمی
629,Januar::N,იანვარი,جنوري
630,Februar::N,თებერვალი,فبروري
631,März::N,მარტი,مارچ
632,April::N,აპრილი,اپریل
633,Mai::N,მაისი,مې
634,Juni::N,ივნისი,جون
635,Juli::N,ივლისი,جولای
636,August::N,აგვისტო,اګست
637,September::N,სექტემბერი,سپټامبر
638,Oktober::N,ოქტომბერი,اکتوبر
639,November::N,ნოემბერი,نومبر
640,Dezember::N,დეკემბერი,دسمبر
641,Montag::N,ორშაბათი,دوشنبه
642,Dienstag::N,სამშაბათი,سه شنبه
643,Mittwoch::N,ოთხშაბათი,چارشنبه
644,Donnerstag::N,ხუთშაბათი,پنجشنبه
645,Freitag::N,პარასკევი,جمعه
646,Samstag::N,შაბათი,خالي
647,Sonntag::N,კვირა,یکشنبه
648,groß::A,დიდი,لوی
649,klein::A,მცირე,وړوکی
650,klein::A,პატარა,وړوکی
651,lang::A,გრძელი,اوړد
652,kurz::A,მოკლე,لنډ
653,breit::A,ფართო,پراخه
654,breit::A,განიერი,پراخه
655,schmal::A,ვიწრო,تنګ
656,schmal::A,წვრილი,تنګ
657,dicht::A,მჭიდრო,ګڼ
658,dick[Gegenstand]::A,სქელი,پنډ
659,dünn::A,წვრილი,نری
660,fein::A,თხელი,نازک
661,fest::A,მყარი,کلک
662,fest::A,მყარი,ټینګ
663,flach::A,ბრტყელი,هوار
664,glatt::A,გლუ,ښوی
665,hart::A,მაგარი,کلک
666,weich::A,რბილი,نرم
667,weich::A,რბილი,پوست
668,rund::A,მრგვალი,ګرد
669,spitz::A,წვეტიანი,تېره
670,scharf::A,მჭრელი,تېز
671,scharf::A,მჭრელი,تېره
672,stumpf::A,ბლაგვი,پڅ
673,schwer::A,მძიმე,دروند
674,schön::A,ლამაზი,ښکلی
675,heiß::A,ცხელი,تود
676,warm::A,თბილი,تود
677,kalt::A,ცივი,ېخ
678,kalt::A,ცივი,سوړ
679,kühl::A,გრილი,ېخ
680,kühl::A,გრილი,سوړ
681,frisch::A,სუფთა,تازه
682,feucht::A,ნოტიო,مرطوب
683,nass::A,სველი,لوند
684,trocken::A,მშრალი,وچ
685,voll::A,სავსე,ډک
686,leer::A,ცარიელი,خالی
687,offen::A,ღია,خلاص
688,offen::A,ღია,پرانیستی
689,offen::A,გაშლილი,خلاص
690,offen::A,გაშლილი,پرانیستی
691,geschlossen::A,დახურული,تړلی
692,sauber::A,სუფთა,پاک
693,sauber::A,წმინდა,پاک
694,schmutzig::A,ტალახიანი,چټل
695,roh::A,უმი,خام
696,reif::A,მწიფე,پوخ
697,reif::A,მწიფე,رسېدلی
698,lecker::A,გემრიელი,خوندور
699,lecker::A,გემრიელი,مزه دار
700,süß::A,ტკბილი,خوږ
701,süß::A,ტკბილი,شیرین
702,bitter::A,მწარე,تریخ
703,sauer::A,მჟავე,ټاک
704,sauer::A,მჟავე,تريو
705,hell::A,ნათელი,روڼ
706,hell::A,ნათელი,روښان
707,dunkel::A,ბნელი,تیاره
708,schwarz::A,შავი,تور
709,weiß::A,თეთრი,سپين
