,Concept_ID,et,ko
154,Tier::N,loom,짐승
155,Herde::N,kari,가축의떼
156,Kuh::N,lehm,암소
157,Bulle::N,pull,황소
158,Pferd::N,hobune,말
159,Schaf::N,lammas,양
160,Schwein::N,siga,돼지
161,Hund::N,koer,개
162,Katze::N,kass,고양이
163,Bär::N,karu,콤
164,Eichhörnchen::N,orav,다람쥐
165,Elch::N,põder,고라니
166,Fuchs::N,rebane,여우
167,Hase::N,jänes,토끼
168,Maus::N,hiir,쥐
169,Wolf::N,hunt,늑대
170,Vogel::N,lind,새
171,Schwarm::N,parv,뗴
172,Huhn::N,kana,암탉
173,Hahn::N,kukk,수탉
174,Gans::N,hani,거위
175,Adler::N,kotkas,수리
176,Ente::N,part,오리
177,Eule::N,kakk,부엉이
178,Eule::N,öökull,부엉이
179,Kranich::N,kurg,두루미
180,Krähe::N,vares,까마귀
181,Kuckuck::N,kägu,뻐꾸기
182,Schwan::N,luik,배조
183,Fisch::N,kala,물고기
184,Barsch::N,ahven,농어
185,Hecht::N,haug,에속스
186,Schlange[Tier]::N,uss,뱀
187,Wurm::N,uss,벌레
188,Wurm::N,vagel,벌레
189,Spinne::N,ämblik,거미
190,Ameise::N,sipelgas,개미
191,Laus::N,täi,이
192,Mücke::N,sääsk,모기
193,Fliege::N,kärbes,날기
194,Schmetterling::N,liblikas,나비
195,Beere::N,mari,장과
196,Apfel::N,õun,사과
197,Pilz::N,seen,고방이
198,Zwiebel::N,sibul,양파
199,Saat::N,seeme,씨
200,Korn::N,iva,알맹이
201,Korn::N,tera,알맹이
202,Heu::N,hein,건초
203,Schale::N,koor,피상
204,Grube::N,kaevand,
205,Falle::N,lõks,함정
206,Falle::N,püünis,함정
207,Schlinge::N,aas,올가미
208,Schlinge::N,aas,멜빵붕대
209,Spur::N,jälg,발지국
210,Asche::N,tuhk,재
211,Dreck::N,saast,똥
212,Dreck::N,saast,오물
213,Dreck::N,mustus,똥
214,Dreck::N,mustus,오물
215,Eisen::N,raud,쇠
216,Eisen::N,raud,철
217,Gold::N,kuld,항금
218,Silber::N,hõbe,은
219,Kohle::N,süsi,슻
220,Glas::N,klaas,유리
221,Lehm::N,savi,찰흙
222,Sand::N,liiv,모래
223,Mensch::N,inimene,사람
224,Mann::N,mees,남자
225,Frau::N,naine,여자
226,Kind::N,laps,아이
227,Junge::N,poiss,소녁
228,Mädchen::N,tüdruk,소녀
229,Familie::N,perekond,가족
230,Großvater::N,vanaisa,할아버지
231,Großmutter::N,vanaema,할머니
232,Eltern::N,vanemad,어버오
233,Vater::N,isa,아버지
234,Mutter::N,ema,어머니
235,Sohn::N,poeg,아들
236,Tochter::N,tütar,딸기
237,Bruder::N,vend,형제
238,Schwester::N,õde,누이
239,Onkel::N,onu,백부
240,Tante::N,tädi,아주머니
241,Ehemann::N,mees,남편
242,Ehemann::N,abikaasa,남편
243,Ehefrau::N,naine,아내
244,Ehefrau::N,abikaasa,아내
245,Freude::N,rõõm,기쁨
246,Gelächter::N,naer,웃음
247,Glück::N,õnn,즐거움
248,Kummer::N,mure,슬픔
249,Kummer::N,kurbus,슬픔
250,Wunsch::N,soov,소망
251,Lust::N,himu,
252,Geist::N,vaim,할기
253,Gedanke::N,mõte,상념
254,Gedächtnis::N,mälu,기억
255,Verstand::N,aru,분별
256,Verstand::N,aru,지능
257,Verstand::N,mõistus,분별
258,Verstand::N,mõistus,지능
259,Sinn::N,tähendus,센스
260,Grund::N,põhjus,까닭
261,Wahrheit::N,tõde,참
262,Wahrheit::N,tõde,진실
263,Gespräch::N,kõne,대화
264,Gespräch::N,vestlus,대화
265,Märchen::N,muinasjutt,동화
266,Erzählung::N,jutustus,이야기
267,Nachricht::N,teade,
268,Neuigkeit::N,uudis,뉴스
269,Name::N,nimi,이름
270,Rätsel::N,mõistatus,수수께끼
271,Rede::N,kõne,연설
272,Sprache::N,keel,말
273,Stimme::N,hääl,목소리
274,Wort::N,sõna,낱말
275,Zeichen::N,märk,신호
276,Ruf::N,hüüe,부름
277,Lärm::N,müra,소동
278,Laut::N,hääl,음성
279,Ton::N,toon,목소리
280,Lied::N,laul,노래
281,Ruhe::N,rahu,쉼
282,Ruhe::N,vaikus,쉼
283,Leute::N,inimesed,사람들
284,Volk::N,rahvas,국중
285,Arbeit::N,töö,근로
286,Arbeit::N,töö,너무
287,Gast::N,külaline,손님
288,Geschenk::N,kingitus,행하
289,Spiel::N,mäng,무리
290,Gesellschaft::N,selts,교제
291,Hilfe::N,abi,거들음
292,Hilfe::N,abi,보좌
293,Freund::N,sõber,친구
294,Kamerad::N,sõber,동실자
295,Angelegenheit::N,asi,용무
296,Anzahl::N,arv,어떤
297,Anzahl::N,arv,수
298,Anzahl::N,hulk,어떤
299,Anzahl::N,hulk,수
300,Art::N,liik,정류
301,Stück::N,tükk,일부분
302,Teil::N,osa,몱
303,Teil::N,osa,구훠
304,Hälfte::N,pool,2분의
305,Kreis::N,ring,고리
306,Kreuz::N,rist,열십자
307,Linie::N,joon,선
308,Strich::N,joon,스침
309,Abstand::N,vahe,거리
310,Entfernung::N,kaugus,거리
311,Entfernung::N,vahemaa,거리
312,Gegend::N,ümbrus,곳
313,Gegend::N,ümbrus,부금
314,Platz::N,ruum,장소
315,Ort::N,paik,장소
316,Seite::N,pool,옆면
317,Mitte::N,keskpaik,궁간
318,Gegenstand::N,ese,항목
319,Sache::N,ese,뭉에
320,Rand::N,äär,가
321,Rand::N,serv,가
322,Kante::N,kant,귀퉁
323,Ecke::N,nurk,구석
324,Spitze::N,teravik,끝
325,Spitze::N,teravik,참단
326,Ende::N,ots,말당
327,Ende::N,jupp,말당
328,Loch::N,auk,빙옷
329,Winkel::N,nurk,각도
330,Muster::N,muster,본
331,Muster::N,muster,견복
332,Größe::N,suurus,신장
333,Länge::N,pikkus,길이긺
334,Höhe::N,kõrgus,높이
335,Gewicht::N,kaal,추
336,Gewicht::N,raskus,추
337,Menge::N,arv,수양
338,Menge::N,hulk,수양
339,Haufen::N,hunnik,퇴적
340,Reihe::N,rivi,열
341,Boot::N,paat,보트
342,Ruder::N,aer,노
343,Schlitten::N,saan,썰매
344,Ski::N,suusk,스키
345,Lagerfeuer::N,lõke,캠프의 모닥불
346,Last::N,koorem,무거운짐
347,Gang::N,käik,걸음
348,Schritt::N,samm,보조
349,Norden::N,põhi,북쪽 
350,Süden::N,lõuna,남쪽
351,Westen::N,lääs,서쪽
352,Osten::N,ida,동쪽
353,Holz::N,puu,목재
354,Brett::N,saelaud,마루널
355,Platte::N,plaat,탤
356,Platte::N,plaat,금속판
357,Stütze::N,tugi,버팀목
358,Stange::N,latt,장대
359,Stange::N,teivas,장대
360,Stock::N,kepp,막대기
361,Stab::N,varras,작대기
362,Rohr::N,toru,갈대
363,Haus::N,maja,집
364,Heim::N,kodu,집
365,Ofen::N,ahi,아궁이
366,Fußboden::N,põrand,마루
367,Tisch::N,laud,탁자
368,Stuhl::N,tool,의자
369,Wiege::N,häll,발상지
370,Wiege::N,kätki,발상지
371,Bett::N,voodi,침대
372,Regal::N,riiul,서가
373,Kiste::N,kast,짐궤
374,Fenster::N,aken,눔
375,Tür::N,uks,문
376,Tor::N,värav,대문
377,Zaun::N,aed,담장
378,Zaun::N,tara,담장
379,Dach::N,katus,지붕
380,Leiter::N,redel,사닥다리
381,Besen::N,luud,비
382,Spaten::N,labidas,가래
383,Schaufel::N,kühvel,삽
384,Gabel::N,kahvel,갈래
385,Löffel::N,lusikas,숟가락
386,Messer::N,nuga,나이프
387,Nagel::N,nael,발툽
388,Netz::N,võrk,그물
389,Haken::N,haak,갈고리
390,Haken::N,konks,갈고리
391,Griff::N,sang,움켜쥠
392,Griff::N,käepide,움켜쥠
393,Schloss::N,lukk,자물쇠
394,Bild::N,pilt,그림
395,Figur::N,kuju,몸메
396,Figur::N,kujund,몸메
397,Puppe::N,nukk,인형
398,Beutel::N,paun,클
399,Bündel::N,kimp,자근다발
400,Tasche::N,kott,가방
401,Eimer::N,pang,동이
402,Eimer::N,ämber,동이
403,Deckel::N,kaas,뚜껑
404,Geschirr::N,nõud,식시
405,Sack::N,kott,조갑
406,Tasse::N,tass,차잔
407,Topf::N,pada,단지
408,Kessel::N,pada,주전자
409,Essen::N,söök,먹기
410,Nahrung::N,toit,식료
411,Speise::N,roog,음식물
412,Fleisch::N,liha,고기
413,Getreide::N,teravili,곡물
414,Brei::N,puder,젤리
415,Brot::N,sai,빵
416,Brot::N,leib,빵
417,Scheibe::N,viil,원반
418,Scheibe::N,viilukas,원반
419,Fett::N,rasv,기름
420,Butter::N,või,버터
421,Öl::N,õli,올리브유
422,Salz::N,sool,소금
423,Suppe::N,supp,국
424,Suppe::N,supp,수프
425,Honig::N,mesi,감미
426,Milch::N,piim,유즙
427,Tee::N,tee,차
428,Leder::N,nahk,가죽
429,Wolle::N,vill,양털
430,Stoff::N,kangas,패료
431,Nadel::N,nõel,바늘
432,Faden::N,niit,콘실
433,Knopf::N,nööp,단추
434,Knoten::N,sõlm,곁절
435,Farbe::N,värv,색
436,Kleidung::N,riided,옷입기
437,Kleidung::N,riietus,옷입기
438,Hemd::N,särk,속옷
439,Kragen::N,krae,깃
440,Ärmel::N,varrukas,소매
441,Hose::N,püksid,바지
442,Gürtel::N,vöö,밴드
443,Mütze::N,müts,모자
444,Schuh::N,king,구두
445,Stiefel::N,saabas,장화
446,Ring::N,sõrmus,고리
447,Band::N,lint,리본
448,Kamm::N,kamm,빗
449,Spiegel::N,peegel,거울
450,Riemen::N,rihm,가죽끈
451,Schnur::N,nöör,밧줄
452,Leine::N,jalutusrihm,고삐줄
453,Decke::N,tekk,이부자리
454,Kissen::N,padi,깔개
455,Tuch::N,kalev,천
456,Handtuch::N,käterätik,수건
457,Kraft::N,jõud,세력
458,Stärke::N,tugevus,힘
459,Gesundheit::N,tervis,위생
460,Krankheit::N,haigus,병
461,Schmerz::N,valu,아픔고통
462,Wunde::N,haav,상처
463,Fieber::N,palavik,열별
464,Arznei::N,ravim,약
465,Brücke::N,sild,교량
466,Brunnen::N,kaev,원천
467,Weide::N,karjamaa,목장
468,Pfad::N,rada,좁은길
469,Weg::N,tee,길
470,Straße::N,tee,길
471,Dorf::N,küla,촌
472,Dorf::N,küla,촌락
473,Stadt::N,linn,도시
474,Brief::N,kiri,서한
475,Buch::N,raamat,책
476,Buchstabe::N,täht,문자
477,Zeitung::N,ajaleht,신문
478,Leben::N,elu,삶
479,Tod::N,surm,죽음
480,Grab::N,haud,무덤
481,Kirche::N,kirik,교회
482,Sünde::N,patt,부정
483,Gott::N,jumal,하느님
484,Arbeiter::N,tööline,일하는사람
485,Chef::N,ülemus,사장
486,Chef::N,juhataja,사장
487,Meister::N,meister,명인
488,Meister::N,meister,대가
489,Arzt::N,arst,의사
490,Lehrer::N,õpetaja,교사
491,Geld::N,raha,돈
492,Geschäft::N,äri,일
493,Laden::N,pood,가게
494,Laden::N,kauplus,가게
495,Preis::N,hind,가격
496,Ware::N,kaup,상품
497,Nutzen::N,tulu,이익
498,Nutzen::N,kasulikkus,이익
499,Reichtum::N,rikkus,많음
500,Welt::N,maailm,세상
501,Land::N,maa,지방
502,Staat::N,riik,국가
503,König::N,kuningas,국왕
504,Macht::N,võim,힘
505,Grenze::N,piir,국경
506,Krieg::N,sõda,전쟁
507,Feind::N,vaenlane,적
508,Gewalt::N,väevõim,권력
509,Kampf::N,võitlus,전투
510,Bogen[Waffe]::N,vibu,활
511,Pfeil::N,nool,화살
512,Gewehr::N,püss,무기
513,Fehler::N,viga,오류
514,Lüge::N,vale,거짓말
515,Schaden::N,kahju,손상
516,Unglück::N,häda,불행
517,Unglück::N,õnnetus,불행
518,Schuld::N,süü,부채
519,Alter::N,iga,연령
520,Schluss::N,lõpp,마감
521,Zeit::N,aeg,때
522,Zeit::N,aeg,시간
523,Tag::N,päev,하루
524,Morgen::N,hommik,이침
525,Mittag::N,lõuna,대낮
526,Mittag::N,keskpäev,대낮
527,Abend::N,õhtu,저녁
528,Nacht::N,öö,밤
529,Woche::N,nädal,근무일
530,Monat::N,kuu,달
531,Jahr::N,aasta,해
532,Frühling::N,kevad,봄
533,Sommer::N,suvi,여름
534,Herbst::N,sügis,가을
535,Winter::N,talv,겨울
536,Januar::N,jaanuar,일월
537,Februar::N,veebruar,이월
538,März::N,märts,삼월
539,April::N,aprill,사월
540,Mai::N,mai,오월
541,Juni::N,juuni,유월
542,Juli::N,juuli,칠월
543,August::N,august,팔월
544,September::N,september,구월
545,Oktober::N,oktoober,시월
546,November::N,november,십일월
547,Dezember::N,detsember,십이월
548,Montag::N,esmaspäev,월요일
549,Dienstag::N,teisipäev,화요일
550,Mittwoch::N,kesknädal,수요일
551,Donnerstag::N,neljapäev,모교일
552,Freitag::N,reede,그묘일
553,Samstag::N,laupäev,토요일
554,Sonntag::N,pühapäev,일요일
555,groß::A,suur,큰
556,klein::A,väike,자근
557,klein::A,pisike,자근
558,lang::A,pikk,긴
559,kurz::A,lühike,짧은
560,breit::A,lai,넓은
561,schmal::A,kitsas,좁은
562,dicht::A,tihe,농밀한
563,dick[Gegenstand]::A,jäme,두꺼운
564,dünn::A,õhuke,얇은
565,dünn::A,peenike,얇은
566,fein::A,peen,미세한
567,fein::A,õhuke,미세한
568,fest::A,püsiv,굳은
569,fest::A,kindel,굳은
570,flach::A,lame,얕은
571,flach::A,tasane,얕은
572,glatt::A,sile,반들반들한
573,hart::A,kõva,굳은
574,weich::A,pehme,연한
575,rund::A,ümar,둥근
576,spitz::A,torkav,뾰족한
577,scharf::A,terav,날카로운
578,stumpf::A,nüri,무딘
579,schwer::A,raske,무거운
580,schön::A,kena,멋진
581,heiß::A,kuum,뜨거운
582,heiß::A,palav,뜨거운
583,warm::A,soe,따뜻한
584,kalt::A,külm,찬
585,kühl::A,jahe,서늘한
586,frisch::A,värske,신선한
587,feucht::A,niiske,축축한
588,nass::A,märg,젖은
589,trocken::A,kuiv,마른
590,voll::A,täis,완전한
591,leer::A,tühi,빈
592,offen::A,avatud,열린
593,offen::A,lahtine,열린
594,geschlossen::A,suletud,닫힌
595,sauber::A,puhas,깨끗한
596,schmutzig::A,räpane,더러운
597,schmutzig::A,määrdunud,더러운
598,roh::A,toores,날게잇의
599,reif::A,küps,이근
600,lecker::A,hõrk,맛있는
601,lecker::A,maitsev,맛있는
602,süß::A,magus,단
603,bitter::A,mõru,찌르는듯한
604,sauer::A,hapu,산성의
605,hell::A,hele,밝은
606,dunkel::A,pime,어두운
607,schwarz::A,must,검은
608,weiß::A,valge,하얀
609,rot::A,punane,붉은
610,gelb::A,kollane,황색
611,blau::A,sinine,푸른
612,grün::A,roheline,녹색의
613,grau::A,hall,회색의
614,bunt::A,kirju,알록달록한
615,bunt::A,värviline,알록달록한
616,billig::A,odav,싼
617,teuer::A,kallis,값비산
618,wertvoll::A,väärtuslik,가치가많은
619,blind::A,pime,눈먼
620,taub::A,kurt,무감간한
621,kräftig::A,jõuline,강장한
622,stark::A,tugev,강한
623,schwach::A,nõrk,약한
624,schwach::A,jõuetu,약한
625,fett::A,rasvane,실찐
626,schlank::A,sale,호리호리한
627,hübsch::A,kena,예쁜
628,böse::A,tige,나쁜
629,dumm::A,juhm,어리석은
630,dumm::A,rumal,어리석은
631,faul::A,laisk,너덜너덜한
632,fleißig::A,virk,근면한
633,fleißig::A,hoolas,근면한
634,geizig::A,ihne,인색한
635,klug::A,tark,
636,klug::A,arukas,
637,klug::A,mõistlik,
638,geschickt::A,osav,교묘한
639,lieb::A,armas,친애하는
640,lustig::A,lõbus,유쾌한
641,sanft::A,õrn,온화한
642,hungrig::A,näljane,배고픈
643,krank::A,haige,병든
644,nackt::A,alasti,벌거벗은
645,traurig::A,kurb,슬픈
646,lebendig::A,elus,살아있는
647,gut::A,hea,좋은
648,schlecht::A,halb,나쁜
649,richtig::A,õige,바른
650,schlimm::A,paha,못된
651,wahr::A,tõene,참된
652,alt::A,vana,늙은
653,neu::A,uus,새
654,ehemalig::A,endine,전의
655,alt[Lebewesen]::A,vana,낡은
656,jung::A,noor,젊은
657,arm::A,vaene,가난한
658,reich::A,rikas,풍부한
659,bekannt::A,teada,저명한
660,bekannt::A,tuttav,저명한
661,berühmt::A,tuntud,유명한
662,fremd::A,võõras,타처이
663,verschieden::A,erinev,따른
664,nah::A,lähedane,가까운
665,fern::A,kauge,먼
666,linker::A,vasak,왼쭉의
667,rechter::A,parem,오른쪽의
668,anderer::A,muu,다른
669,anderer::A,teine,다른
670,erster::A,esimene,첫째
671,zweiter::A,teine,둘째
672,dritter::A,kolmas,셋째
673,letzter::A,viimane,의후자의
674,allein::ADV,üksi,훌로
675,auf einmal::ADV,korraga,갑자기
676,auf einmal::ADV,ühekorraga,갑자기
677,zusammen::ADV,koos,모아서
678,zusammen::ADV,üheskoos,모아서
679,lange::ADV,kaua,오래
680,plötzlich::ADV,äkki,둘연한
681,plötzlich::ADV,järsku,둘연한
682,sofort::ADV,kohe,즉시
683,später::ADV,hiljem,보다늦은
684,jetzt::ADV,nüüd,목하
685,heute::ADV,täna,오늘
686,morgen::ADV,homme,내일
687,bald::ADV,pea,곱
688,bald::ADV,varsti,곱
689,dann::ADV,siis,그경우에
690,gestern::ADV,eile,어제
691,einst::ADV,vanasti,옛날에
692,damals::ADV,tookord,그때에
693,danach::ADV,seejärel,그 뒤에
694,vorher::ADV,enne,미리
695,zuerst::ADV,enne,최초로
696,zuerst::ADV,esmalt,최초로
697,einmal::ADV,kord,한번
698,einmal::ADV,üks kord,한번
699,manchmal::ADV,mõnikord,땓대로
700,oft::ADV,tihti,땓대로
701,oft::ADV,sageli,땓대로
702,immer::ADV,ikka,늘
703,immer::ADV,alati,늘
704,niemals::ADV,mitte kunagi,결코...(하지)않다
705,hier::ADV,siin,여기
706,hierhin::ADV,siia,여기로
707,von hier::ADV,siit,
708,dort::ADV,seal,거기
709,dorthin::ADV,sinna,저기예
710,geradeaus::ADV,otse edasi,곧장
711,vorwärts::ADV,edasi,앞으로
712,rückwärts::ADV,tagurpidi,뒤로
713,zurück::ADV,tagasi,제자리로
714,unten::ADV,all,아래에
715,unten::ADV,allpool,아래에
716,hinab::ADV,alla,아래쪽으로
717,oben::ADV,ülal,위에
718,hinauf::ADV,üles,위쪽으로
719,überall::ADV,kõikjal,도처에
720,nicht::ADV,ei,안
721,nicht::ADV,mitte,안
722,ein wenig::ADV,veidi,적음
723,ein wenig::ADV,natuke,적음
724,kaum::ADV,vaevalt,가의
725,sehr::ADV,väga,자주
726,so::ADV,nii,그와같이
727,noch::ADV,veel,아직
728,nur::ADV,ainult,다만
729,schon::ADV,juba,이미
730,wieder::ADV,jälle,다시
731,vergebens::ADV,asjata,헛되이
732,vor::PRP,ees,앞에
733,hinter::PRP,taha,뒤에
734,unter::PRP,all,잍에
735,durch::PRP,läbi,통고하여
736,durch::PRP,kaudu,통고하여
737,neben::PRP,kõrval,와나란히
738,zwischen::PRP,vahel,의사이로
739,wegen::PRP,tõttu,때문에
740,wegen::PRP,pärast,때문에
741,dies::PRN,see,이
742,das::PRN,see,저
743,alles::PRN,kõik,모든것
744,ich::PRN,mina,나
745,du::PRN,sina,너
746,er::PRN,tema,그
747,wir::PRN,me,우리
748,ihr::PRN,te,너희들
749,sie::PRN,nad,그들
750,was::FPRN,mis,뭣
751,wer::FPRN,kes,누구
752,wo::FADV,kus,어디
753,wohin::FADV,kuhu,어디로
754,wie::FADV,kuidas,어떻게
755,warum::FADV,miks,왜
756,wieviel::FNUM,mitu,얼마만큰
757,wieviel::FNUM,kui palju,얼마만큰
758,eins::NUM,üks,하나
759,zwei::NUM,kaks,둘
760,drei::NUM,kolm,셋
761,vier::NUM,neli,넷
762,fünf::NUM,viis,다섯
763,sechs::NUM,kuus,여섯
764,sieben::NUM,seitse,일곱
765,acht::NUM,kaheksa,여덟
766,neun::NUM,üheksa,아홉
767,zehn::NUM,kümme,열
768,elf::NUM,üksteist,열하나
769,zwölf::NUM,kaksteist,열둘
770,zwanzig::NUM,kakskümmend,스물
771,dreißig::NUM,kolmkümmend,서름
772,vierzig::NUM,nelikümmend,마흔
773,fünfzig::NUM,viiskümmend,숸
774,sechzig::NUM,kuuskümmend,에순
775,siebzig::NUM,seitsekümmend,일흔
776,achtzig::NUM,kaheksakümmend,여든
777,neunzig::NUM,üheksakümmend,아흔
778,hundert::NUM,sada,백
779,tausend::NUM,tuhat,천
780,und::CNJ,ja,와
781,oder::CNJ,või,아니면
782,stehen::V,seisma,서다
783,sitzen::V,istuma,앉다
784,liegen::V,lamama,눕다
785,hängen::V,rippuma,달다
786,werden::V,saama,되다
787,werden::V,hakkama,되다
788,passieren::V,juhtuma,지장옶다
789,beginnen::V,algama,시작되다
790,beginnen::V,hakkama,시작되다
791,enden::V,lõppema,큳내다
792,wechseln::V,vahelduma,병경하다
793,aufgehen[Sonne]::V,tõusma,뜨다
794,untergehen[Sonne]::V,loojuma,지다
795,scheinen[Sonne]::V,paistma,빛나다
796,donnern::V,kõmisema,천둥치다
797,wehen::V,puhuma,풀다
798,strömen::V,voolama,흐르다
799,fließen::V,voolama,흐르다
800,sich drehen::V,pöörduma,돌다
801,schwanken::V,kõikuma,동요하다
802,schwingen::V,võnkuma,흔들다
803,fallen::V,langema,떨어지다
804,brennen::V,põlema,타다
805,rauchen::V,suitsema,김이나다
806,regnen::V,sadama,비가오다
807,gefrieren::V,kinni külmuma,얼다
808,tauen::V,sulama,녹다
809,schmelzen::V,sulama,녹다
810,trocknen::V,kuivama,홈치다
811,sieden::V,keema,끓다
812,faulen::V,mädanema,부패하다
813,verfaulen::V,mädanema,썩다
814,reißen::V,rebenema,지바찢다
815,versinken::V,uppuma,가라앉다
816,vergehen::V,mööduma,지나가다
817,erscheinen::V,ilmuma,나타나다
818,verschwinden::V,kaduma,사라지다
819,sinken::V,vajuma,가라앉다
820,sinken::V,langema,가라앉다
821,abnehmen::V,vähenema,떼어내다
822,abnehmen::V,kahenema,떼어내다
823,zunehmen::V,kasvama,증가하다
824,steigen::V,tõusma,상승하다
825,steigen::V,üles minema,상승하다
826,wachsen::V,kasvama,생기하다
827,glänzen::V,läikimä,뛰오나다
828,funkeln::V,sädelema,불티가잍어나다
829,lärmen::V,lärmama,떠들다
830,läuten::V,helisema,울시다
831,klingeln::V,helisema,초닌총을울리다
832,klirren::V,kõlisema,탁탁울리다
833,brausen::V,kohisema,쏴쏴소리내다
834,rauschen::V,kohisema,솨솨
835,klingen::V,kõlama,반향하다
836,bellen::V,haukuma,짖다
837,heulen::V,uluma,포효하다
838,blasen::V,puhuma,불다
839,pfeifen::V,vilistama,피리를불다
840,schreien::V,karjuma,절규하다
841,stöhnen::V,oigama,신음하다
842,zittern::V,värisema,저뉼하다
