,Concept_ID,eu,ba
61,Schlaf::N,lo,йоҡлау
62,Traum::N,amets,төш
63,Himmel::N,zeru,күк
64,Sonne::N,eguzki,ҡояш
65,Mond::N,ilargi,ай
66,Stern::N,izar,йондоҙ
67,Luft::N,aire,һауа
68,Wind::N,haize,ел
69,Welle::N,uhin,тулҡын
70,Welle::N,olatu,тулҡын
71,Wasser::N,ur,һыу
72,Stein::N,harri,таш
73,Boden::N,lur,тупраҡ
74,Boden::N,zoru,тупраҡ
75,Erde::N,lur,балсҡ
76,Staub::N,hauts,туҙан
77,Rauch::N,ke,төтөн
78,Funke::N,zirta,осҡон
79,Funke::N,txinparta,осҡон
80,Feuer::N,su,ут
81,Licht::N,argi,яҡтылыҡ
82,Schatten::N,itzal,күләгә
83,Schatten::N,geriza,күләгә
84,Wetter::N,eguraldi,һауа торошо
85,Nebel::N,laino,төман
86,Wolke::N,hodei,болот
87,Regen::N,euri,ямғыр
88,Schnee::N,elur,ҡар
89,Eis::N,horma,боҙ
90,Frost::N,izotzaldi,һалҡын
91,Kälte::N,hotz,һыуыҡ
92,Hitze::N,bero,томра
93,Hitze::N,bero,эҫелек
94,Raureif::N,antzigar,ҡырау
95,Regenbogen::N,ostadar,йәйғор
96,Regenbogen::N,ortzadar,йәйғор
97,Donner::N,ostots,күк күкрәү
98,Donner::N,ihurtzuri,күк күкрәү
99,Strömung::N,laster,ағым
100,Tropfen::N,xorta,тамсы
101,Schaum::N,bits,күбек
102,Schmutz::N,lohi,батҡаҡ
103,Schmutz::N,zikin,батҡаҡ
104,See::N,laku,күл
105,See::N,aintzira,күл
106,Sumpf::N,zingira,һаҙлык
107,Moor::N,zohikaztegi,һаҙ
108,Wiese::N,larre,болон
109,Wiese::N,belardi,болон
110,Wald::N,baso,урман
111,Wald::N,oihan,урман
112,Hügel::N,muino,түбә
113,Hügel::N,pentoka,түбә
114,Anhöhe::N,garai,түбә
115,Anhöhe::N,garai,ҡалҡыулыҡ
116,Anhöhe::N,goragune,түбә
117,Anhöhe::N,goragune,ҡалҡыулыҡ
118,Berg::N,mendi,тау
119,Gipfel::N,gain,түбә
120,Gipfel::N,tontor,түбә
121,Höhle::N,kobazulo,мәмерйә
122,Abhang::N,aldapa,ипкен
123,Quelle::N,iturri,шишмә
124,Quelle::N,iturbegi,шишмә
125,Bach::N,lats,шишмә
126,Bach::N,erreka,шишмә
127,Fluss::N,ibai,йылға
128,Fluss::N,uhaitz,йылға
129,Ufer::N,bazter,яр
130,Küste::N,itsasalde,яр буйы
131,Festland::N,lehor,ҡоро ер
132,Meer::N,itsaso,диңгез
133,Bucht::N,golko,бухта
134,Insel::N,irla,үтрау
135,Insel::N,uharte,үтрау
136,Blume::N,lili,сәскә
137,Gras::N,belar,үлән
138,Wurzel::N,zuztar,тамыр
139,Wurzel::N,sustrai,тамыр
140,Baum::N,zuhaitz,ағас
141,Stamm::N,enbor,олон
142,Stamm::N,enbor,көбәк
143,Rinde::N,azal,ҡабыҡ
144,Ast::N,adar,ботаҡ
145,Zweig::N,abar,ботаҡ
146,Zweig::N,abar,тармаҡ
147,Blatt::N,hosto,япраҡ
148,Birke::N,urki,ҡайын
149,Kiefer[Baum]::N,ler,ҡарғай
150,Weide[Baum]::N,zume,тал
151,Weide[Baum]::N,sahats,тал
152,Tanne::N,izei,шыршы
153,Horn::N,adar,мөғөҙ
154,Feder::N,luma,ҡауырһын
155,Feder::N,hegaki,ҡауырһын
156,Fell::N,ile,тире
157,Fell::N,larru,тире
158,Flügel::N,hego,ҡанат
159,Klaue::N,atzapar,тырнаҡ
160,Kralle::N,erpe,аяҡ
161,Kralle::N,atzapar,аяҡ
162,Schwanz::N,isats,ҡойроҡ
163,Schwanz::N,buztan,ҡойроҡ
164,Ei::N,arrautza,йомортҡа
165,Nest::N,habia,оя
166,Bau::N,ohantze,оң
167,Tier::N,abere,жайуан
168,Tier::N,abere,йыртҡыс
169,Tier::N,piztia,жайуан
170,Tier::N,piztia,йыртҡыс
171,Herde::N,saldo,көтөү
172,Herde::N,abere talde,көтөү
173,Kuh::N,behi,һыйыр
174,Bulle::N,zezen,үгеҙ
175,Pferd::N,zaldi,ат
176,Schaf::N,ardi,һарыҡ
177,Schwein::N,urde,сусҡа
178,Schwein::N,txerri,сусҡа
179,Hund::N,txakur,эт
180,Katze::N,katu,бесәй
181,Bär::N,hartz,айыу
182,Eichhörnchen::N,urtxintxa,тейен
183,Elch::N,altze,мышы
184,Fuchs::N,azeri,төлкө
185,Hase::N,erbi,ҡуян
186,Maus::N,sagu,сысҡан
187,Wolf::N,otso,бүре
188,Vogel::N,txori,ҡош
189,Vogel::N,hegazti,ҡош
190,Schwarm::N,aldra,көтөү
191,Huhn::N,oilo,тауыҡ
192,Hahn::N,oilar,әтәс
193,Gans::N,antzara,ҡаҙ
194,Adler::N,arrano,бөркөт
195,Ente::N,ahate,өйрәк
196,Eule::N,hontza,өкө
197,Eule::N,hontza,ябалаҡ
198,Kranich::N,kurrilo,торна
199,Krähe::N,bele,ҡарға
200,Kuckuck::N,kuku,кәкүк
201,Schwan::N,beltxarga,аҡҡош
202,Fisch::N,arrain,балыҡ
203,Barsch::N,perka,алабуға
204,Hecht::N,lutxo,суртан
205,Schlange[Tier]::N,suge,йылан
206,Wurm::N,har,селяүсен
207,Spinne::N,armiarma,үрмәксе
208,Ameise::N,inurri,ҡырмыҫҡа
209,Laus::N,zorri,бет
210,Mücke::N,eltxo,серәкәй
211,Fliege::N,euli,себен
212,Schmetterling::N,pinpirin,күбәләк
213,Schmetterling::N,tximeleta,күбәләк
214,Beere::N,baia,еләк
215,Apfel::N,sagar,алма
216,Pilz::N,onddo,бәшмәк
217,Pilz::N,perretxiko,бәшмәк
218,Zwiebel::N,tipula,һуган
219,Saat::N,haziak,орлоҡ
220,Korn::N,ale,иген
221,Korn::N,pikor,иген
222,Heu::N,belar ondu,бесән
223,Schale::N,azal,ҡабыҡ
224,Grube::N,hobi,соҡор
225,Falle::N,harrapagailu,тоҙак
226,Falle::N,harrapagailu,ҡапҡан
227,Schlinge::N,bilur,тоҙак
228,Schlinge::N,xedera,тоҙак
229,Spur::N,lorratz,әҫер
230,Asche::N,errauts,көл
231,Dreck::N,satsukeria,батҡаҡ
232,Eisen::N,burdina,тимер
233,Gold::N,urre,алтын
234,Gold::N,urregorri,алтын
235,Silber::N,zilar,көмөш
236,Silber::N,urrezuri,көмөш
237,Kohle::N,ikatz,күмер
238,Glas::N,beira,быяла
239,Lehm::N,buztin,балсыҡ
240,Sand::N,harea,ҡом
241,Sand::N,hondar,ҡом
242,Mensch::N,gizaki,кеше
243,Mann::N,gizon,ир
244,Frau::N,andere,ҡатын
245,Frau::N,emakume,ҡатын
246,Kind::N,haur,бала
247,Junge::N,mutil,малай
248,Mädchen::N,neska,ҡыҙ
249,Mädchen::N,neska,ҡыҙыҡай
250,Familie::N,sendi,ғаилә
251,Familie::N,familia,ғаилә
252,Großvater::N,aitona,олатай
253,Großvater::N,aitatxi,олатай
254,Großmutter::N,amona,әбәй
255,Großmutter::N,amatxi,әбәй
256,Eltern::N,gurasoak,ата-әсә
257,Vater::N,aita,атай
258,Mutter::N,ama,әсә
259,Sohn::N,seme,ул
260,Tochter::N,alaba,ҡыҙ
261,Bruder::N,neba,агай
262,Bruder::N,anaia,агай
263,Schwester::N,ahizpa,алай
264,Schwester::N,ahizpa,һеңле
265,Onkel::N,osaba,ағай
266,Tante::N,izeba,апай
267,Ehemann::N,senar,ир
268,Ehefrau::N,emazte,ҡатын
269,Freude::N,poz,шатлыҡ
270,Freude::N,poz,ҡыуаныс
271,Freude::N,pozkari,шатлыҡ
272,Freude::N,pozkari,ҡыуаныс
273,Gelächter::N,barre,көлөү
274,Gelächter::N,karkara,көлөү
275,Glück::N,zori,бәхет
276,Kummer::N,xangrin,ҡайғы
277,Kummer::N,atsekabe,ҡайғы
278,Wunsch::N,nahi,теләк
279,Wunsch::N,nahikunde,теләк
280,Lust::N,gogo,әүәҫлек
281,Geist::N,gogo,аң
282,Geist::N,gogo,рух
283,Gedanke::N,gogoeta,уй
284,Gedanke::N,gogoeta,фекер
285,Gedächtnis::N,oroimen,хәтер
286,Gedächtnis::N,gogoramen,хәтер
287,Verstand::N,adimen,аҡыл
288,Verstand::N,ulermen,аҡыл
289,Sinn::N,zentzu,мәғәня
290,Grund::N,zergati,сәбәп
291,Wahrheit::N,egia,дөрөҫлөк
292,Gespräch::N,hizketa,әңгәмә
293,Gespräch::N,elkarrizketa,әңгәмә
294,Märchen::N,ipuin,әкиәт
295,Erzählung::N,edesti,хикәйә
296,Erzählung::N,kontakizun,хикәйә
297,Nachricht::N,albiste,хәбәр
298,Neuigkeit::N,berri,яңылыҡ
299,Name::N,izen,исем
300,Rätsel::N,asmakizun,йомаҡ
301,Rede::N,hitzaldi,телмәр
302,Rede::N,mintzaldi,телмәр
303,Sprache::N,hizkuntza,тел
304,Sprache::N,hizkuntza,телмәр
305,Stimme::N,ahots,тауыш
306,Wort::N,hitz,һүҙ
307,Zeichen::N,agerbide,билдә
308,Zeichen::N,agergarri,билдә
309,Ruf::N,dei,саҡырыу
310,Lärm::N,zarata,шаулау
311,Lärm::N,harrabots,шаулау
312,Laut::N,hots,тауыш
313,Ton::N,tonu,яңғырау
314,Ton::N,soinu,яңғырау
315,Lied::N,abesti,йыр
316,Ruhe::N,nasaitasun,ял
317,Ruhe::N,nasaitasun,тыныслыҡ
318,Leute::N,jende,кешеләр
319,Volk::N,herri,халҡ
320,Volk::N,populu,халҡ
321,Arbeit::N,lan,эш
322,Gast::N,arrotz,ҡунаҡ
323,Gast::N,apopilo,ҡунаҡ
324,Geschenk::N,opari,бүләк
325,Spiel::N,jolas,уйын
326,Gesellschaft::N,gizarte,йәмғиәт
327,Hilfe::N,helpide,ярҙам
328,Hilfe::N,laguntza,ярҙам
329,Freund::N,lagun,дуҫ
330,Kamerad::N,adiskide,иптәш
331,Kamerad::N,lagunkide,иптәш
332,Angelegenheit::N,afera,әш
333,Anzahl::N,kopuru,һан
334,Art::N,mota,төр
335,Stück::N,puska,киҫәк
336,Teil::N,atal,өлөш
337,Hälfte::N,erdi,ярты
338,Kreis::N,biribilki,түңәрәк
339,Kreuz::N,gurutze,тәре
340,Linie::N,linea,һыҙыҡ
341,Strich::N,marra,һыҙат
342,Abstand::N,tarte,ара
343,Entfernung::N,urrunera,алыҫлыҡ
344,Gegend::N,alderdi,урын
345,Gegend::N,eskualde,урын
346,Platz::N,leku,арауыҡ
347,Ort::N,toki,ерҙәр
348,Ort::N,toki,урындар
349,Ort::N,toki,эш урыны
350,Seite::N,albo,яҡ
351,Mitte::N,erdi,урталыҡ
352,Gegenstand::N,gauzaki,нәмә
353,Sache::N,gauza,нәмә
354,Sache::N,gauza,әйбер
355,Rand::N,ertz,сит
356,Kante::N,ertz,ҡабырға
357,Kante::N,ertz,ян
358,Ecke::N,kantoi,мөйөш
359,Spitze::N,punta,ос
360,Ende::N,buru,аҙаҡ
361,Ende::N,mutur,аҙаҡ
362,Loch::N,zulo,тишек
363,Winkel::N,zoko,мөйөш
364,Winkel::N,bazter,мөйөш
365,Muster::N,eredu,биҙәк
366,Muster::N,marrazki,биҙәк
367,Größe::N,kaizu,ҙурлыҡ
368,Größe::N,tamaina,ҙурлыҡ
369,Länge::N,luzera,оҙонлоҡ
370,Höhe::N,goiera,бейеклек
371,Höhe::N,garaiera,бейеклек
372,Gewicht::N,hazta,үлсәү
373,Menge::N,kopuru,һан
374,Haufen::N,pila,өйөм
375,Haufen::N,mendoi,өйөм
376,Reihe::N,ilara,рәт
377,Reihe::N,errenkada,рәт
378,Boot::N,potin,кәмә
379,Boot::N,txalupa,кәмә
380,Ruder::N,arraun,ишкәк
381,Schlitten::N,lera,сана
382,Schlitten::N,narra,сана
383,Ski::N,eski,саңгы
384,Lagerfeuer::N,su,костер
385,Last::N,zama,ауырлыҡ
386,Last::N,karga,ауырлыҡ
387,Gang::N,ibilera,барыу
388,Schritt::N,pauso,аҙым
389,Schritt::N,urrats,аҙым
390,Norden::N,ipar,төньяҡ
391,Norden::N,iparralde,төньяҡ
392,Süden::N,hego,көньяҡ
393,Süden::N,hegoalde,көньяҡ
394,Westen::N,sartalde,көнбайыш
395,Westen::N,mendebalde,көнбайыш
396,Osten::N,ekialde,көнсығыш
397,Osten::N,sortalde,көнсығыш
398,Holz::N,zur,үағас
399,Brett::N,ohol,таҡта
400,Platte::N,lauza,плита
401,Stütze::N,irozgarri,терәк
402,Stütze::N,bermagailu,терәк
403,Stange::N,haga,кәртә
404,Stock::N,makila,таяҡ
405,Stab::N,makila,ҡолға
406,Rohr::N,hodi,торба
407,Haus::N,etxe,өй
408,Haus::N,etxe,йорт
409,Heim::N,etxe,өй
410,Heim::N,etxaleku,өй
411,Ofen::N,berogailu,мейес
412,Fußboden::N,zoru,енес
413,Tisch::N,mahai,өҫтәл
414,Stuhl::N,aulki,ултырғыс
415,Wiege::N,kuma,бишек
416,Wiege::N,sehaska,бишек
417,Bett::N,ohe,карауат
418,Bett::N,ohatze,карауат
419,Regal::N,apalategi,кәштә
420,Kiste::N,kutxa,йәшинк
421,Fenster::N,leiho,тәҙрә
422,Tür::N,ate,ишек
423,Tor::N,atari,ҡапҡа
424,Zaun::N,hesi,ҡойма
425,Dach::N,teilatu,түбә
426,Dach::N,teilatu,ҡыйыҡ
427,Leiter::N,zurubi,баҫҡыс
428,Besen::N,erratz,һепертке
429,Spaten::N,burdinpala,көрәк
430,Schaufel::N,pala,көрәк
431,Gabel::N,sardexka,сәнске
432,Löffel::N,koilara,ҡалаҡ
433,Messer::N,aizto,бысаҡ
434,Nagel::N,iltze,сөй
435,Netz::N,sare,ау
436,Haken::N,mako,ыргаҡ
437,Griff::N,eskutoki,тотҡа
438,Schloss::N,sarraila,йоҙаҡ
439,Bild::N,irudi,картина
440,Figur::N,figura,һын
441,Puppe::N,panpina,ҡурсаҡ
442,Puppe::N,andrakila,ҡурсаҡ
443,Beutel::N,zorro,тоҡ
444,Bündel::N,azao,төргәк
445,Bündel::N,espal,төргәк
446,Tasche::N,poltsa,сумка
447,Eimer::N,treska,биҙрә
448,Deckel::N,tapa,ҡапҡас
449,Deckel::N,estalki,ҡапҡас
450,Geschirr::N,baxera,һауыт-һаба
451,Geschirr::N,ontziteria,һауыт-һаба
452,Sack::N,zaku,тоҡ
453,Tasse::N,kikara,сынаяҡ
454,Topf::N,ontzi,кәстрүл
455,Topf::N,lapiko,кәстрүл
456,Kessel::N,pazia,ҡаҙан
457,Essen::N,janaldi,ашау
458,Nahrung::N,jan,аҙыҡ
459,Speise::N,jaki,аш
460,Fleisch::N,okela,ит
461,Fleisch::N,haragi,ит
462,Getreide::N,labore,иген
463,Getreide::N,labore,ашлыҡ
464,Brei::N,ahi,бутҡа
465,Brei::N,pure,бутҡа
466,Brot::N,ogi,икмәк
467,Scheibe::N,xerra,телем
468,Scheibe::N,pirripita,телем
469,Fett::N,urin,май
470,Fett::N,koipe,май
471,Butter::N,gurin,май
472,Öl::N,olio,май буяуы
473,Salz::N,gatz,тоҙ
474,Suppe::N,zopa,һурпа
475,Suppe::N,salda,һурпа
476,Honig::N,ezti,бал
477,Milch::N,esne,һөт
478,Tee::N,te,сәй
479,Leder::N,larru,күн
480,Wolle::N,artile,йөн
481,Stoff::N,ehun,туҡыма
482,Nadel::N,orratz,энә
483,Nadel::N,jostorratz,энә
484,Faden::N,hari,еп
485,Knopf::N,botoi,төймә
486,Knoten::N,korapilo,төйөн
487,Farbe::N,pintura,буяу
488,Kleidung::N,arropa,кейем
489,Kleidung::N,jantziak,кейем
490,Hemd::N,atorra,күлдәк
491,Hemd::N,alkandora,күлдәк
492,Kragen::N,idun,яға
493,Ärmel::N,mahuka,ең
494,Hose::N,prakak,салбар
495,Hose::N,galtzak,салбар
496,Gürtel::N,gerriko,ҡайыш
497,Mütze::N,txano,бүрк
498,Mütze::N,txapel,бүрк
499,Schuh::N,oski,туфли
500,Schuh::N,oinetako,туфли
501,Stiefel::N,bota,итек
502,Ring::N,uztai,йөҙөк
503,Ring::N,uztai,балдаҡ
504,Band::N,zinta,таҫма
505,Band::N,xingola,таҫма
506,Kamm::N,orrazi,тараҡ
507,Spiegel::N,mirail,көзгө
508,Riemen::N,uhal,ҡайыш
509,Schnur::N,lokailu,бау
510,Leine::N,lotura,бау
511,Decke::N,burusi,одеяд
512,Kissen::N,kuxin,мендәр
513,Tuch::N,zapi,яулыҡ
514,Tuch::N,oihal,яулыҡ
515,Handtuch::N,eskuzapi,таҫтамал
516,Handtuch::N,eskuoihal,таҫтамал
517,Kraft::N,indar,көс
518,Stärke::N,indar,көс
519,Gesundheit::N,osasun,һаулыҡ
520,Krankheit::N,eritasun,сир
521,Krankheit::N,eritasun,ауырыу
522,Krankheit::N,gaixotasun,сир
523,Krankheit::N,gaixotasun,ауырыу
524,Schmerz::N,min,һыҙлау
525,Schmerz::N,min,әрнеү
526,Wunde::N,zauri,йәрәхәт
527,Fieber::N,sukar,тапма
528,Fieber::N,sukar,биҙгәк
529,Arznei::N,osagai,дарыу
530,Arznei::N,sendagai,дарыу
531,Brücke::N,zubi,күпер
532,Brunnen::N,putzu,ҡоҙоҡ
533,Weide::N,alha,көтөүлек
534,Weide::N,bazkaleku,көтөүлек
535,Pfad::N,zidor,һуҡмаҡ
536,Pfad::N,bidexka,һуҡмаҡ
537,Weg::N,bide,юл
538,Straße::N,errepide,урам
539,Dorf::N,herri,ауыл
540,Stadt::N,hiri,ҡала
541,Brief::N,gutun,хат
542,Brief::N,eskutitz,хат
543,Buch::N,liburu,китап
544,Buch::N,liburu,кенәгә
545,Buchstabe::N,hizki,хәреф
546,Zeitung::N,egunkari,гәзит
547,Leben::N,bizi,йәшәү
548,Leben::N,bizitza,йәшәү
549,Tod::N,herio,үлем
550,Tod::N,heriotza,үлем
551,Grab::N,hobi,ҡәбер
552,Grab::N,hilobi,ҡәбер
553,Kirche::N,eliza,сиркәү
554,Sünde::N,hoben,гөнаһ
555,Sünde::N,bekatu,гөнаһ
556,Gott::N,jainko,алла
557,Gott::N,jainko,хоҙай
558,Arbeiter::N,langile,эшсе
559,Arbeiter::N,behargin,эшсе
560,Chef::N,nagusi,башлыҡ
561,Meister::N,maisu,оҫта
562,Arzt::N,osagile,врач
563,Arzt::N,sendagile,врач
564,Lehrer::N,irakasle,уҡытыусы
565,Geld::N,diru,аҡса
566,Geschäft::N,negozio,эш
567,Laden::N,denda,магазин
568,Laden::N,saltegi,магазин
569,Preis::N,prezio,хаҡ
570,Preis::N,salneurri,хаҡ
571,Ware::N,salgai,тауар
572,Nutzen::N,onura,файҙа
573,Nutzen::N,probetxu,файҙа
574,Reichtum::N,aberastasun,байлыҡ
575,Welt::N,ludi,донъя
576,Welt::N,mundu,донъя
577,Land::N,herrialde,ил
578,Staat::N,estatu,дәүләт
579,König::N,errege,король
580,Macht::N,botere,власть
581,Grenze::N,muga,сик
582,Krieg::N,guda,һуғыш
583,Feind::N,etsai,йылан
584,Feind::N,arerio,йылан
585,Gewalt::N,bortxa,көслөк
586,Gewalt::N,bortizkeria,көслөк
587,Kampf::N,gudu,көрәш
588,Kampf::N,auska,көрәш
589,Bogen[Waffe]::N,arku,йәйә
590,Pfeil::N,gezi,уҡ
591,Gewehr::N,fusil,мылтыҡ
592,Fehler::N,huts,хата
593,Fehler::N,hutsegin,хата
594,Lüge::N,gezur,ялған
595,Schaden::N,kalte,зыян
596,Schaden::N,kalte,зарар
597,Unglück::N,zoritxar,ҡаза
598,Unglück::N,zorigaitz,ҡаза
599,Schuld::N,erru,ғәйеп
600,Alter::N,adin,йәш
601,Schluss::N,bukaera,һуң
602,Schluss::N,bukaera,аҙаҡ
603,Zeit::N,aldi,мәл
604,Zeit::N,aldi,заман
605,Zeit::N,denbora,мәл
606,Zeit::N,denbora,заман
607,Tag::N,egun,көн
608,Morgen::N,goiz,иртә
609,Morgen::N,goiz,иртәнсәк
610,Mittag::N,eguerdi,төш
611,Abend::N,arrats,кис
612,Nacht::N,gau,төн
613,Woche::N,aste,аҙна
614,Monat::N,hil,ай
615,Jahr::N,urte,йыл
616,Frühling::N,udalehen,яҙ
617,Sommer::N,uda,йәй
618,Herbst::N,udazken,көз
619,Herbst::N,neguantz,көз
620,Winter::N,negu,ҡыш
621,Januar::N,urtarril,ғинуар
622,Februar::N,otsail,февраль
623,März::N,martxo,март
624,April::N,apiril,апрель
625,Mai::N,maiatz,май
626,Juni::N,ekain,июнь
627,Juli::N,uztail,июль
628,August::N,abuztu,август
629,September::N,irail,сентябрь
630,Oktober::N,urri,октябрь
631,November::N,azaro,ноябрь
632,Dezember::N,abendu,декабрь
633,Montag::N,astelehen,дүшәмбе
634,Dienstag::N,astearte,шишәмбе
635,Mittwoch::N,asteazken,шаршамбы
636,Donnerstag::N,ostegun,кесаҙна
637,Freitag::N,ostiral,йома
638,Samstag::N,larunbat,шәмбе
639,Sonntag::N,igande,йәкшәмбе
640,groß::A,handi,ҙур
641,klein::A,txiki,бәләкәс
642,lang::A,luze,оҙон
643,kurz::A,labur,ҡыҫҡа
644,breit::A,zabal,киң
645,schmal::A,mehar,тар
646,dicht::A,sarri,йыш
647,dicht::A,sarri,ҡуйы
648,dicht::A,trinko,йыш
649,dicht::A,trinko,ҡуйы
650,dick[Gegenstand]::A,lodi,ҡалын
651,dünn::A,mehe,йоҡа
652,dünn::A,mehe,нәҙек
653,fein::A,fin,нескә
654,fest::A,tinko,ныҡ
655,flach::A,lau,яҫы
656,flach::A,lau,ялпаҡ
657,flach::A,ordoki,яҫы
658,flach::A,ordoki,ялпаҡ
659,glatt::A,leun,шыма
660,hart::A,gogor,ҡаты
661,weich::A,bigun,йомшаҡ
662,weich::A,beratz,йомшаҡ
663,rund::A,biribil,түңәрәк
664,spitz::A,puntadun,осло түбәле
665,scharf::A,zorrotz,үткер
666,stumpf::A,kamuts,утмәҫ
667,schwer::A,astun,ауыр
668,schwer::A,pisutsu,ауыр
669,schön::A,eder,матур
670,heiß::A,bero,эҫе
671,heiß::A,oso bero,эҫе
672,warm::A,bero,йылы
673,kalt::A,hotz,һыуыҡ
674,kühl::A,hotzil,һалҡынса
675,frisch::A,fresko,һалҡынса
676,frisch::A,hozkirri,һалҡынса
677,feucht::A,heze,еүеш
678,feucht::A,heze,дымлы
679,nass::A,busti,еүеш
680,trocken::A,siku,кипкән
681,trocken::A,lehor,кипкән
682,voll::A,bete,тулы
683,leer::A,huts,буш
684,offen::A,ireki,асыҡ
685,geschlossen::A,itxita,ябыҡ
686,sauber::A,xahu,таҙа
687,sauber::A,garbi,таҙа
688,schmutzig::A,lohi,бысраҡ
689,schmutzig::A,zikin,бысраҡ
690,roh::A,gordin,сей
691,reif::A,umo,өлгөрғән
692,reif::A,heldu,өлгөрғән
693,lecker::A,goxo,тәмле
694,süß::A,goxo,тямле
695,süß::A,goxo,тәм-том
696,bitter::A,karmin,әсе
697,bitter::A,garratz,әсе
698,sauer::A,mingots,әсе
699,hell::A,argi,яҡты
700,dunkel::A,ilun,ҡараңғы
701,schwarz::A,beltz,ҡара
702,weiß::A,zuri,аҡ
703,rot::A,gorri,матур
704,rot::A,gorri,һылыу
705,rot::A,gorri,сибәр
706,gelb::A,hori,һары
707,blau::A,urdin,күк
708,grün::A,berde,йәшел
709,grün::A,musker,йәшел
710,grau::A,urdin,буҙ
711,grau::A,urdinabar,буҙ
712,bunt::A,koloretsu,сыбар
713,bunt::A,koloretsu,ала-ҡола
714,billig::A,merke,арзан
715,teuer::A,garesti,ҡыйбатлы
716,wertvoll::A,baliotsu,ҡиммәтле
717,blind::A,itsu,һуҡыр
718,taub::A,gor,һаңғырау
719,kräftig::A,kementsu,көслө
720,kräftig::A,kementsu,ҡеүәтле
721,stark::A,bizkor,көслө
722,stark::A,bizkor,ҡеүәтле
723,stark::A,indartsu,көслө
724,stark::A,indartsu,ҡеүәтле
725,schwach::A,ahul,көсһөҙ
726,schwach::A,indargabe,көсһөҙ
727,fett::A,gizen,һимеҙ
728,schlank::A,lerden,зифа
729,hübsch::A,polit,матур
730,böse::A,tzar,асыулы
731,böse::A,gaizto,асыулы
732,dumm::A,lelo,иҫәр
733,dumm::A,pello,иҫәр
734,faul::A,nagi,иренсәк
735,faul::A,alfer,иренсәк
736,fleißig::A,maratz,тырыш
737,fleißig::A,lanzale,тырыш
738,geizig::A,zeken,һаран
739,geizig::A,zikoitz,һаран
740,klug::A,zuhur,аҡыллы
741,geschickt::A,trebe,оҫта
742,geschickt::A,antzetsu,оҫта
743,lieb::A,maite,яғымлы
744,lieb::A,laztan,яғымлы
745,lustig::A,alaitsu,күңелле
746,sanft::A,eme,йыуаш
747,sanft::A,ezti,йыуаш
748,hungrig::A,gose,ас
749,krank::A,eri,сирле
750,krank::A,eri,ауырыу
751,krank::A,gaixo,сирле
752,krank::A,gaixo,ауырыу
753,nackt::A,biluzi,яланғас
754,traurig::A,itun,яманһыу
755,traurig::A,betilun,яманһыу
756,lebendig::A,bizirik,тере
757,lebendig::A,bizirik,йәнле
758,gut::A,on,яҡшы
759,schlecht::A,txar,хөрт
760,schlecht::A,txar,алама
761,richtig::A,zuzen,дөрөҫ
762,schlimm::A,larri,хөрт
763,schlimm::A,larri,алама
764,wahr::A,egiazko,дөрөҫ
765,alt::A,zahar,иҫке
766,alt::A,zahar,боронғо
767,neu::A,berri,яңы
768,ehemalig::A,lehengo,элекке
