,Concept_ID,ta,se
117,Kopf::N,தலை,uái'vi
118,Kopf::N,தலை,vuei´vv
119,Kopf::N,தலை,вуэййв
120,Rücken::N,முதுகு,rudtje
121,Rücken::N,முதுகு,hárddo
122,Rücken::N,முதுகு,tjavelk
123,Rücken::N,முதுகு,sealgi
124,Rücken::N,முதுகு,selgi
125,Rücken::N,முதுகு,čielgi
126,Rücken::N,முதுகு,seä´lǧǧ
127,Rücken::N,முதுகு,се̄лльк
128,Bauch::N,வயிறு,tjåejjie
129,Bauch::N,வயிறு,tjoajvve
130,Bauch::N,வயிறு,čoavji
131,Bauch::N,வயிறு,čuáv'ji
132,Bauch::N,வயிறு,čåu´jj
133,Bauch::N,வயிறு,чо̄ввьй
134,Nabel::N,தொப்புள்,naepie
135,Nabel::N,தொப்புள்,náhpe
136,Nabel::N,தொப்புள்,náhpi
137,Nabel::N,தொப்புள்,nääpi
138,Nabel::N,தொப்புள்,nää´pp
139,Nabel::N,தொப்புள்,на̄бпь
140,Busen::N,மார்பகம்,boenge
141,Busen::N,மார்பகம்,bållå
142,Busen::N,மார்பகம்,čižži
143,Busen::N,மார்பகம்,njamma
144,Busen::N,மார்பகம்,njižže
145,Busen::N,மார்பகம்,nje´ǯǯ
146,Busen::N,மார்பகம்,раннҍт
147,Brust::N, மார்பு,mïelke
148,Brust::N, மார்பு,radde
149,Brust::N, மார்பு,mielgga
150,Brust::N, மார்பு,raddi
151,Brust::N, மார்பு,radde
152,Brust::N, மார்பு,râ´dd
153,Brust::N, மார்பு,раннҍт
154,Schulter::N,தோள்பட்டை,åelkie
155,Schulter::N,தோள்பட்டை,oalgge
156,Schulter::N,தோள்பட்டை,hárdu
157,Schulter::N,தோள்பட்டை,ärdee
158,Schulter::N,தோள்பட்டை,uál'gi
159,Schulter::N,தோள்பட்டை,a´rddi
160,Schulter::N,தோள்பட்டை,vuä´lǧǧ
161,Schulter::N,தோள்பட்டை,вуэллык
162,Arm::N,கரம்,gïete
163,Arm::N,கரம்,giehta
164,Arm::N,கரம்,giehta
165,Arm::N,கரம்,kietâ
166,Arm::N,கரம்,kie'tâkaaṿâ
167,Arm::N,கரம்,ǩiõtt
168,Arm::N,கரம்,кӣдт
169,Ellenbogen::N,முழங்கை,gernjere
170,Ellenbogen::N,முழங்கை,garŋŋel
171,Ellenbogen::N,முழங்கை,gargŋil
172,Ellenbogen::N,முழங்கை,käŋŋir
173,Ellenbogen::N,முழங்கை,kõõnjâr
174,Ellenbogen::N,முழங்கை,карьнэль
175,Hand::N,கை,gïete
176,Hand::N,கை,giehta
177,Hand::N,கை,giehta
178,Hand::N,கை,kietâ
179,Hand::N,கை,ǩiõtt
180,Hand::N,கை,кӣдт
181,Handfläche::N,உள்ளங்கை,gïeten-låapoe
182,Handfläche::N,உள்ளங்கை,giehtavuodo
183,Handfläche::N,உள்ளங்கை,tjårmmåvuodo
184,Handfläche::N,உள்ளங்கை,giehtaloahpu
185,Handfläche::N,உள்ளங்கை,kiämád
186,Handfläche::N,உள்ளங்கை,kuámmir
187,Handfläche::N,உள்ளங்கை,kuä´m'mer
188,Handfläche::N,உள்ளங்கை,ǩiõttǩeä´m'men
189,Handfläche::N,உள்ளங்கை,ко̄а̄ллдэгк
190,Handfläche::N,உள்ளங்கை,кӣдткоалдэгк
191,Finger::N,விரல்,soerme
192,Finger::N,விரல்,tjuvdde
193,Finger::N,விரல்,suorbma
194,Finger::N,விரல்,čuvde
195,Finger::N,விரல்,suor'mâ
196,Finger::N,விரல்,suõrmm
197,Finger::N,விரல்,це̄ххп
198,Fingernagel::N,விரல் நகம்,gadtse
199,Fingernagel::N,விரல் நகம்,guehpere
200,Fingernagel::N,விரல் நகம்,gadtsa
201,Fingernagel::N,விரல் நகம்,gazza
202,Fingernagel::N,விரல் நகம்,kozzâ
203,Fingernagel::N,விரல் நகம்,kõʒʒ
204,Fingernagel::N,விரல் நகம்,кэ̄ннц
205,Nagel[Anatomie]::N,நகம்,gadtse
206,Nagel[Anatomie]::N,நகம்,guehpere
207,Nagel[Anatomie]::N,நகம்,gadtsa
208,Nagel[Anatomie]::N,நகம்,gazza
209,Nagel[Anatomie]::N,நகம்,kozzâ
210,Nagel[Anatomie]::N,நகம்,kõʒʒ
211,Nagel[Anatomie]::N,நகம்,кэ̄ннц
212,Zeh::N,கால்விரல்,tjiehtjere
213,Zeh::N,கால்விரல்,juolggetjuvdde
214,Zeh::N,கால்விரல்,juolgesuorbma
215,Zeh::N,கால்விரல்,jyel'gisuor'mâ
216,Zeh::N,கால்விரல்,jue´lǧǧsuõrmm
217,Zeh::N,கால்விரல்,ю̄лльк-це̄һп
218,Fuß::N,கால்,juelkie
219,Fuß::N,கால்,juolgge
220,Fuß::N,கால்,juolgi
221,Fuß::N,கால்,jyel'gi
222,Fuß::N,கால்,jue´lǧǧ
223,Fuß::N,கால்,ла̄бпь
224,Ferse::N,குதிகால்,båetskie
225,Ferse::N,குதிகால்,boasske
226,Ferse::N,குதிகால்,šušmi
227,Ferse::N,குதிகால்,šušme
228,Ferse::N,குதிகால்,jue´lǧǧkädd
229,Ferse::N,குதிகால்,ка̄ннт
230,Knie::N,முழங்கால்,boelve
231,Knie::N,முழங்கால்,buolvva
232,Knie::N,முழங்கால்,čibbi
233,Knie::N,முழங்கால்,veaŋki
234,Knie::N,முழங்கால்,iidâ
235,Knie::N,முழங்கால்,puõlvv
236,Knie::N,முழங்கால்,пуллв
237,Oberschenkel::N,தொடை,ruaksja
238,Oberschenkel::N,தொடை,tjibbe
239,Oberschenkel::N,தொடை,gassaváhkká
240,Oberschenkel::N,தொடை,badjeváhkáa
241,Oberschenkel::N,தொடை,čuár'bpeeḷi
242,Oberschenkel::N,தொடை,če´bb
243,Oberschenkel::N,தொடை,чуаррбе̄лль
244,Bein::N,கால்,juelkie
245,Bein::N,கால்,juolgge
246,Bein::N,கால்,juolgi
247,Bein::N,கால்,jyel'gi
248,Bein::N,கால்,jue´lǧǧ
249,Bein::N,கால்,ю̄лльк
250,Körper::N,உடல்,kråahpe
251,Körper::N,உடல்,rumáj
252,Körper::N,உடல்,rumaš
253,Körper::N,உடல்,ruumâš
254,Körper::N,உடல்,rå´pp
255,Körper::N,உடல்,лышшьк
256,Körper::N,உடல்,роаӈӈьк
257,Haut::N,சருமம்,njaltja
258,Haut::N,சருமம்,lijkke
259,Haut::N,சருமம்,tjuobma
260,Haut::N,சருமம்,liiki
261,Haut::N,சருமம்,liške
262,Haut::N,சருமம்,le´šǩǩ
263,Haut::N,சருமம்,лышшьк
264,Blut::N,இரத்தம்,vïrre
265,Blut::N,இரத்தம்,maelie
266,Blut::N,இரத்தம்,varra
267,Blut::N,இரத்தம்,varra
268,Blut::N,இரத்தம்,vorrâ
269,Blut::N,இரத்தம்,võrr
270,Blut::N,இரத்தம்,вэ̄рр
271,Ader::N,நாளம்,åerie
272,Ader::N,நாளம்,aajroe
273,Ader::N,நாளம்,suodna
274,Ader::N,நாளம்,varrasuotna
275,Ader::N,நாளம்,suoṇâ
276,Ader::N,நாளம்,suõnn
277,Ader::N,நாளம்,сӯнн
278,Sehne::N,தசைநார்,soene
279,Sehne::N,தசைநார்,gåårtenje
280,Sehne::N,தசைநார்,suodna
281,Sehne::N,தசைநார்,suotna
282,Sehne::N,தசைநார்,suoṇâ
283,Sehne::N,தசைநார்,suõnn
284,Sehne::N,தசைநார்,сӯнн
285,Knochen::N,எலுமபு,måara
286,Knochen::N,எலுமபு,måaroe
287,Knochen::N,எலுமபு,dákte
288,Knochen::N,எலுமபு,dákti
289,Knochen::N,எலுமபு,tähti
290,Knochen::N,எலுமபு,tä´htt
291,Knochen::N,எலுமபு,та̄ххт
292,Knochen::N,எலுமபு,та̄ффьт
293,Gehirn::N,மூனை,aajla
294,Gehirn::N,மூனை,vuojŋam
295,Gehirn::N,மூனை,vuoigŋašat
296,Gehirn::N,மூனை,vuoi'ŋâšeh
297,Gehirn::N,மூனை,vuo'ivâšneh
298,Gehirn::N,மூனை,vuõivâšn
299,Gehirn::N,மூனை,вуэййвэшна
300,Herz::N,இதயம,vaajmoe
301,Herz::N,இதயம,tsåhke
302,Herz::N,இதயம,váibmu
303,Herz::N,இதயம,váimu
304,Herz::N,இதயம,čââ´đ
305,Herz::N,இதயம,кӯттҌк
306,Magen::N,வயிறு,tjåejjie
307,Magen::N,வயிறு,tjoajvve
308,Magen::N,வயிறு,čoavji
309,Magen::N,வயிறு,čuáv'ji
310,Magen::N,வயிறு,čåu´jj
311,Magen::N,வயிறு,чо̄ввьй
312,Leber::N,கல்லீரல்,mueksie
313,Leber::N,கல்லீரல்,librre
314,Leber::N,கல்லீரல்,vuoivvas
315,Leber::N,கல்லீரல்,vuoivâs
316,Leber::N,கல்லீரல்,vuõivâs
317,Leber::N,கல்லீரல்,вуйвас
318,Atem::N,மூச்சு,voejngehtasse
319,Atem::N,மூச்சு,båssånis
320,Atem::N,மூச்சு,vuojŋadahka
321,Atem::N,மூச்சு,vuoiŋŋahat
322,Atem::N,மூச்சு,vuo'iŋâstim
323,Atem::N,மூச்சு,jiõg'g
324,Atem::N,மூச்சு,вӯйнас
325,Atem::N,மூச்சு,вӯййнмушш
326,Hunger::N,பசி,nielkie
327,Hunger::N,பசி,nielgge
328,Hunger::N,பசி,nealgi
329,Hunger::N,பசி,nelgi
330,Hunger::N,பசி,neä´lǧǧ
331,Hunger::N,பசி,не̄лльк
332,Träne::N,கண்ணீர்,gïknjele
333,Träne::N,கண்ணீர்,ganjál
334,Träne::N,கண்ணீர்,ganjal
335,Träne::N,கண்ணீர்,koonjâl
336,Träne::N,கண்ணீர்,kõõnjâl
337,Träne::N,கண்ணீர்,кэ̄нял
338,Geschmack::N,நறுமணம்,aelmie
339,Geschmack::N,நறுமணம்,muosse
340,Geschmack::N,நறுமணம்,smáhkka
341,Geschmack::N,நறுமணம்,máhku
342,Geschmack::N,நறுமணம்,smáhkka
343,Geschmack::N,நறுமணம்,mááhu
344,Geschmack::N,நறுமணம்,smakkâ
345,Geschmack::N,நறுமணம்,njõõd
346,Geschmack::N,நறுமணம்,smääkk
347,Geschmack::N,நறுமணம்,ня̄лльк
348,Geruch::N,துர்நாற்றம்,haaje
349,Geruch::N,துர்நாற்றம்,habjja
350,Geruch::N,துர்நாற்றம்,hádja
351,Geruch::N,துர்நாற்றம்,opsâ
352,Geruch::N,துர்நாற்றம்,haajâ
353,Geruch::N,துர்நாற்றம்,õpss
354,Geruch::N,துர்நாற்றம்,haajj
355,Geruch::N,துர்நாற்றம்,апс
356,Geruch::N,துர்நாற்றம்,лэ̄гк
357,Schlaf::N,தூக்கம்,nahkerh
358,Schlaf::N,தூக்கம்,nager
359,Schlaf::N,தூக்கம்,oados
360,Schlaf::N,தூக்கம்,nagir
361,Schlaf::N,தூக்கம்,naṿer
362,Schlaf::N,தூக்கம்,nââ´er
363,Schlaf::N,தூக்கம்,нагерь
364,Traum::N,கனவு,nahkere
365,Traum::N,கனவு,niehko
366,Traum::N,கனவு,niehku
367,Traum::N,கனவு,naṿer
368,Traum::N,கனவு,nââ´er
369,Traum::N,கனவு,нагерь
370,Himmel::N,வானம்,elmie
371,Himmel::N,வானம்,almme
372,Himmel::N,வானம்,albmi
373,Himmel::N,வானம்,alme
374,Himmel::N,வானம்,â´lmm
375,Himmel::N,வானம்,алльм
376,Sonne::N,சூரியன்,biejjie
377,Sonne::N,சூரியன்,bæjvásj
378,Sonne::N,சூரியன்,beaivváš
379,Sonne::N,சூரியன்,peivi
380,Sonne::N,சூரியன்,piäiváš
381,Sonne::N,சூரியன்,pei´vv
382,Sonne::N,சூரியன்,пе̄ййв
383,Mond::N,சந்திரன்,aske
384,Mond::N,சந்திரன்,mánno
385,Mond::N,சந்திரன்,mánnu
386,Mond::N,சந்திரன்,máánu
387,Mond::N,சந்திரன்,mään
388,Mond::N,சந்திரன்,ма̄нн
389,Stern::N,நட்சத்திரம்,daasta
390,Stern::N,நட்சத்திரம்,naestie
391,Stern::N,நட்சத்திரம்,násste
392,Stern::N,நட்சத்திரம்,násti
393,Stern::N,நட்சத்திரம்,täsni
394,Stern::N,நட்சத்திரம்,tä´snn
395,Stern::N,நட்சத்திரம்,та̄ссьт
396,Luft::N,காறறு,elmie
397,Luft::N,காறறு,ájmmo
398,Luft::N,காறறு,áibmu
399,Luft::N,காறறு,áimu
400,Luft::N,காறறு,šõŋŋ
401,Luft::N,காறறு,вӯйнас
402,Wind::N,காற்று,bïegke
403,Wind::N,காற்று,biegga
404,Wind::N,காற்று,biegga
405,Wind::N,காற்று,pieg'gâ
406,Wind::N,காற்று,piõg'g
407,Wind::N,காற்று,пӣӈӈк
408,Welle::N,அலை,baaroe
409,Welle::N,அலை,bárro
410,Welle::N,அலை,bárru
411,Welle::N,அலை,pááṛu
412,Welle::N,அலை,päärr
413,Welle::N,அலை,нэ̄ммп
414,Wasser::N,நீர்,tjaetsie
415,Wasser::N,நீர்,tjáhtje
416,Wasser::N,நீர்,čáhci
417,Wasser::N,நீர்,čääci
418,Wasser::N,நீர்,čää´cc
419,Wasser::N,நீர்,ча̄дзь
420,Stein::N,கல்,gierkie
421,Stein::N,கல்,giergge
422,Stein::N,கல்,geađgi
423,Stein::N,கல்,keđgi
424,Stein::N,கல்,ǩeä´dǧǧ
425,Stein::N,கல்,ке̄ддҌк
426,Boden::N,தரை,betnie
427,Boden::N,தரை,ednam
428,Boden::N,தரை,bodni
429,Boden::N,தரை,vuođđu
430,Boden::N,தரை,ponne
431,Boden::N,தரை,vuáđ̣u
432,Boden::N,தரை,vuâđđ
433,Boden::N,தரை,лаввьн
434,Boden::N,தரை,е̄ммьне
435,Erde::N,மண்,jåarta
436,Erde::N,மண்,mueltie
437,Erde::N,மண்,ednam
438,Erde::N,மண்,mållde
439,Erde::N,மண்,eana
440,Erde::N,மண்,eennâm
441,Erde::N,மண்,mädd
442,Erde::N,மண்,jânnam
443,Erde::N,மண்,е̄ммьне
444,Staub::N,தூசி,heblie
445,Staub::N,தூசி,tsumhtsie
446,Staub::N,தூசி,dubme
447,Staub::N,தூசி,dopmu
448,Staub::N,தூசி,kovjâ
449,Staub::N,தூசி,põõ´l
450,Staub::N,தூசி,кэ̄ббьй
451,Rauch::N,புகை,soeve
452,Rauch::N,புகை,suovva
453,Rauch::N,புகை,suovva
454,Rauch::N,புகை,suoṿâ
455,Rauch::N,புகை,suõvv
456,Rauch::N,புகை,сӯвв
457,Funke::N,தீப்பொறி,naestie
458,Funke::N,தீப்பொறி,tjuonam
459,Funke::N,தீப்பொறி,čuotnan
460,Funke::N,தீப்பொறி,čuođâlm
461,Funke::N,தீப்பொறி,iiskâr
462,Funke::N,தீப்பொறி,čuõzzâm
463,Funke::N,தீப்பொறி,чӯссэм
464,Feuer::N,தீ,dålle
465,Feuer::N,தீ,dållå
466,Feuer::N,தீ,dolla
467,Feuer::N,தீ,tullâ
468,Feuer::N,தீ,toll
469,Feuer::N,தீ,то̄лл
470,Licht::N,வெளிச்சம்,tjoevke
471,Licht::N,வெளிச்சம்,tjuovgga
472,Licht::N,வெளிச்சம்,čuovga
473,Licht::N,வெளிச்சம்,čuovggas
474,Licht::N,வெளிச்சம்,čuoṿâ
475,Licht::N,வெளிச்சம்,toll
476,Licht::N,வெளிச்சம்,čuõvv
477,Licht::N,வெளிச்சம்,то̄лл
478,Schatten::N,நிழல்,skugkie
479,Schatten::N,நிழல்,soejvene
480,Schatten::N,நிழல்,irkes
481,Schatten::N,நிழல்,sieges
482,Schatten::N,நிழல்,itku
483,Schatten::N,நிழல்,suoivâ
484,Schatten::N,நிழல்,õõtt
485,Schatten::N,நிழல்,ǩeeu´niǩ
486,Schatten::N,நிழல்,кывьнэхь
487,Wetter::N,வானிலை,vïerhtse
488,Wetter::N,வானிலை,dálkke
489,Wetter::N,வானிலை,dálki
490,Wetter::N,வானிலை,šoŋŋâ
491,Wetter::N,வானிலை,šõŋŋ
492,Wetter::N,வானிலை,шэ̄ӈӈ
493,Nebel::N,பனிமூட்டம்,såavla
494,Nebel::N,பனிமூட்டம்,mearhka
495,Nebel::N,பனிமூட்டம்,murkko
496,Nebel::N,பனிமூட்டம்,mierkká
497,Nebel::N,பனிமூட்டம்,mierká
498,Nebel::N,பனிமூட்டம்,miär'kká
499,Nebel::N,பனிமூட்டம்,oṃo
500,Nebel::N,பனிமூட்டம்,sue´lnn
501,Nebel::N,பனிமூட்டம்,цӣгк
502,Nebel::N,பனிமூட்டம்,сулльн
503,Wolke::N,மேகம்,balve
504,Wolke::N,மேகம்,balvva
505,Wolke::N,மேகம்,balva
506,Wolke::N,மேகம்,polvâ
507,Wolke::N,மேகம்,põlvv
508,Wolke::N,மேகம்,пэллв
509,Regen::N,மழை,ebrie
510,Regen::N,மழை,harvve
511,Regen::N,மழை,arvi
512,Regen::N,மழை,arve
513,Regen::N,மழை,â´brr
514,Regen::N,மழை,аббьр
515,Schnee::N,உறைபனி,lopme
516,Schnee::N,உறைபனி,moehtege
517,Schnee::N,உறைபனி,muohta
518,Schnee::N,உறைபனி,muohta
519,Schnee::N,உறைபனி,muotâ
520,Schnee::N,உறைபனி,muõtt
521,Schnee::N,உறைபனி,вэ̄дз
522,Schnee::N,உறைபனி,куэллт
523,Eis::N,பனிக்கட்டி,jïenge
524,Eis::N,பனிக்கட்டி,jiegŋa
525,Eis::N,பனிக்கட்டி,jiekŋa
526,Eis::N,பனிக்கட்டி,jieŋ̣â
527,Eis::N,பனிக்கட்டி,jiõŋŋ
528,Eis::N,பனிக்கட்டி,ӣӈӈ
529,Frost::N,உறைபனி,baajkoe
530,Frost::N,உறைபனி,tjoasskem
531,Frost::N,உறைபனி,buolaš
532,Frost::N,உறைபனி,puolâš
533,Frost::N,உறைபனி,puõlâš
534,Frost::N,உறைபனி,мӯнь
535,Kälte::N,குளிர்ந்த,jueskie
536,Kälte::N,குளிர்ந்த,tjåetskeme
537,Kälte::N,குளிர்ந்த,tjoasskem
538,Kälte::N,குளிர்ந்த,čoaskin
539,Kälte::N,குளிர்ந்த,ko'lmâsvuotâ
540,Kälte::N,குளிர்ந்த,ijss
541,Kälte::N,குளிர்ந்த,čuä´cǩǩem
542,Kälte::N,குளிர்ந்த,tuârggnjõs
543,Kälte::N,குளிர்ந்த,кэ̄лмас
544,Hitze::N,சூடு,baahke
545,Hitze::N,சூடு,báhkka
546,Hitze::N,சூடு,báhkka
547,Hitze::N,சூடு,pakkâ
548,Hitze::N,சூடு,kuṃe
549,Hitze::N,சூடு,paašt
550,Hitze::N,சூடு,жоарр
551,Raureif::N,உறைபனி வெண்திரை,jyjse
552,Raureif::N,உறைபனி வெண்திரை,ridne
553,Raureif::N,உறைபனி வெண்திரை,goarre
554,Raureif::N,உறைபனி வெண்திரை,ritni
555,Raureif::N,உறைபனி வெண்திரை,suhči
556,Raureif::N,உறைபனி வெண்திரை,riṇe
557,Raureif::N,உறைபனி வெண்திரை,ай
558,Regenbogen::N,வானவில்,aatjan goengere
559,Regenbogen::N,வானவில்,aatjan joekse
560,Regenbogen::N,வானவில்,ádjájuoksa
561,Regenbogen::N,வானவில்,arvedávgi
562,Regenbogen::N,வானவில்,bajándávgi
563,Regenbogen::N,வானவில்,äijihtävgi
564,Regenbogen::N,வானவில்,teârmmazjohss
565,Regenbogen::N,வானவில்,тӣрмесью̄ккс
566,Donner::N,இடி,raejrie
567,Donner::N,இடி,átjek
568,Donner::N,இடி,átjárájdde
569,Donner::N,இடி,áddjá
570,Donner::N,இடி,baján
571,Donner::N,இடி,juuṛâ
572,Donner::N,இடி,tie´rmes
573,Donner::N,இடி,тӣрмесь
574,Donner::N,இடி,ча̄ркнэгк
575,Strömung::N,நீரோட்டம்,njuvvie
576,Strömung::N,நீரோட்டம்,ájggedáhpe
577,Strömung::N,நீரோட்டம்,rávdnji
578,Strömung::N,நீரோட்டம்,virde
579,Strömung::N,நீரோட்டம்,ve´rdd
580,Strömung::N,நீரோட்டம்,выррьт
581,Tropfen::N,துளி,gåajhkohts
582,Tropfen::N,துளி,gåjkudis
583,Tropfen::N,துளி,goaikkanas
584,Tropfen::N,துளி,čalme
585,Tropfen::N,துளி,čâ´lmm
586,Tropfen::N,துளி,ча̄лльм
587,Schaum::N,நுரை,sapte
588,Schaum::N,நுரை,såpptå
589,Schaum::N,நுரை,sokta
590,Schaum::N,நுரை,suptâ
591,Schaum::N,நுரை,soptt
592,Schaum::N,நுரை,со̄ппт
593,Schmutz::N,அழுக்கு,haaskoe
594,Schmutz::N,அழுக்கு,duolvva
595,Schmutz::N,அழுக்கு,duolva
596,Schmutz::N,அழுக்கு,durdi
597,Schmutz::N,அழுக்கு,stänži
598,Schmutz::N,அழுக்கு,sähss
599,Schmutz::N,அழுக்கு,са̄ккьс
600,Schmutz::N,அழுக்கு,не̄шшь
601,See::N,ஏரி,jaevrie
602,See::N,ஏரி,jávrre
603,See::N,ஏரி,jávri
604,See::N,ஏரி,jävri
605,See::N,ஏரி,jâu´rr
606,See::N,ஏரி,я̄ввьр
607,Sumpf::N,சதுப்பு நிலம்,pluevie
608,Sumpf::N,சதுப்பு நிலம்,áhpe
609,Sumpf::N,சதுப்பு நிலம்,sæmssa
610,Sumpf::N,சதுப்பு நிலம்,jeaggi
611,Sumpf::N,சதுப்பு நிலம்,jeggi
612,Sumpf::N,சதுப்பு நிலம்,jeä´ǧ'ǧ
613,Sumpf::N,சதுப்பு நிலம்,ла̄ммьп
614,Moor::N,முட்புதற்காடு,pluevie
615,Moor::N,முட்புதற்காடு,jiegge
616,Moor::N,முட்புதற்காடு,suotnju
617,Moor::N,முட்புதற்காடு,karrii
618,Moor::N,முட்புதற்காடு,kä´rev
619,Moor::N,முட்புதற்காடு,veättaǩ
620,Moor::N,முட்புதற்காடு,ла̄ммьп
621,Wiese::N,பசும் புல்தரை,ïentje
622,Wiese::N,பசும் புல்தரை,giedde
623,Wiese::N,பசும் புல்தரை,gieddi
624,Wiese::N,பசும் புல்தரை,nijtto
625,Wiese::N,பசும் புல்தரை,пуэшенҍ
626,Wald::N,காடு,skåake
627,Wald::N,காடு,skåajje
628,Wald::N,காடு,miehtsie
629,Wald::N,காடு,vuovdde
630,Wald::N,காடு,miehttse
631,Wald::N,காடு,vuovdi
632,Wald::N,காடு,meahcci
633,Wald::N,காடு,mecci
634,Wald::N,காடு,vyemi
635,Wald::N,காடு,vue´mm
636,Wald::N,காடு,meä´c'c
637,Wald::N,காடு,ля̄ммт
638,Hügel::N,குன்று,deava
639,Hügel::N,குன்று,dievvá
640,Hügel::N,குன்று,dievvá
641,Hügel::N,குன்று,čummâ
642,Hügel::N,குன்று,pä´rcc
643,Hügel::N,குன்று,teä´rmm
644,Hügel::N,குன்று,ка̄ннҌт
645,Anhöhe::N,பதுக்கை,deava
646,Anhöhe::N,பதுக்கை,jalladahke
647,Anhöhe::N,பதுக்கை,dievásj
