,Concept_ID,be,ko
830,umkommen::V,загінуць,못쓰게되다
831,sich bewegen::V,рухацца,움직이다
832,sich rühren::V,варушыцца,움직이다
833,sich erheben::V,устаць,이러서다
834,sich setzen::V,сесці,앉히다
835,hinfallen::V,упасці,넘어지다
836,laufen::V,хадзіць,걷다
837,schreiten::V,шагаць,보행하다
838,schreiten::V,крочыць,보행하다
839,spazierengehen::V,гуляць,산보하다
840,eilen::V,спяшацца,서둘다
841,sich beeilen::V,спяшацца,서둘게하다
842,sausen::V,імчацца,서들러 떠나다
843,rennen::V,бегаць,달리다
844,springen::V,скакаць,도약하다
845,klettern::V,лазіць,갑겨오르다
846,schaukeln::V,гайдацца,흔들리게하다
847,kriechen::V,поўзаць,기다
848,schwimmen::V,плаваць,헤엄치다
849,tauchen::V,ныраць,잠기다
850,rudern::V,веславаць,물을헤치다
851,fahren::V,ехаць,가다
852,fahren::V,ехаць,나르다
853,fliegen::V,лятаць,날다
854,gehen::V,ісці,가다
855,weggehen::V,пайсці,팔리다
856,abfahren::V,адʼяжджаць,출발하다
857,anhalten::V,спыніцца,멈추다
858,anhalten::V,затрымацца,멈추다
859,hineingehen::V,уваходзіць,(그리로)가다
860,eintreten::V,увайсці,들러가다
861,kommen::V,прыйсці,오다
862,ankommen::V,прыбыць,고챀하다
863,zurückkommen::V,вярнуцца,보기
864,bleiben::V,застацца,체류
865,warten::V,чакаць,기다리다
866,erwarten::V,чакаць,기대하다
867,suchen::V,шукаць,찾다
868,suchen::V,шукаць,구하다
869,finden::V,знайсці,찾아내다
870,versuchen::V,прабаваць,시험하다
871,vorbereiten::V,падрыхтаваць,재비하다
872,lieben::V,кахаць,사랑하다
873,mögen::V,любіць,줗아하다
874,lachen::V,смяяцца,웃다
875,rühren::V,расчуліць,건드리다
876,weinen::V,плакаць,울다
877,schimpfen::V,лаяцца,꾸짖다
878,sich ärgern::V,сердаваць,화를내게 하다
879,sich fürchten::V,баяцца,두려원하다
880,fürchten::V,баяцца,두려원하다
881,fliehen::V,уцякаць,도망치다
882,flüchten::V,уцячы,도주하다
883,sehen::V,бачыць,보다
884,anschauen::V,паглядзець,바라보다
885,ansehen::V,глядзець,바라보다
886,hören::V,чуць,듣다
887,zuhören::V,слухаць,듣다
888,probieren::V,каштаваць,시식하다
889,riechen::V,нюхаць,내새를맡다
890,fühlen::V,адчуваць,느끼다
891,scheinen::V,здавацца,...것같다
892,zu sehen sein::V,віднецца,보이는
893,vernehmen::V,пачуць,듣다
894,vernehmen::V,пачуць,들어서일다
895,frieren::V,мёрзнуць,춥다
896,tun::V,рабіць,하다
897,können::V,умець,할주릴다
898,wollen::V,хацець,바라다
899,anfangen::V,пачаць,시작하다
900,beenden::V,закончыць,다하다
901,aufhören::V,перастаць,그만두다
902,gelingen::V,удацца,성국하다
903,geraten::V,аказацца,잘되어가다
904,öffnen::V,адчыніць,열다
905,schließen::V,зачыніць,추측하다
906,stellen::V,паставіць,세우다
907,setzen::V,пасадзіць,놓다
908,legen::V,класці,눕히다
909,berühren::V,чапаць,대다
910,verbinden::V,звязаць,옝열하다
911,bedecken::V,накрыць,덮다
912,aufhängen::V,павесіць,매달다
913,anzünden::V,запаліць,점화하다
914,aufheben::V,падняць,위로올리다
915,zurücklassen::V,пакінуць,튀에남기다
916,verlieren::V,згубіць,잃다
917,fallen lassen::V,упусціць,떨어뜨리다
918,machen::V,зрабіць,하다
919,herstellen::V,вырабіць,제조하다
920,bauen::V,будаваць,짓다
921,reparieren::V,правіць,수셩자다
922,verbessern::V,палепшыць,정정하다
923,ändern::V,змяніць,바꾸다
924,graben::V,капаць,파다
925,beugen::V,сагнуць,구부리다
926,biegen::V,пагнуць,굽히다
927,drehen::V,вярцець,회전
928,wenden::V,павярнуць,회전시키다
929,umdrehen::V,перавярнуць,회전시키다
930,heben::V,падымаць,일으아키다
931,hochheben::V,падняць,틀어올리다
932,ergreifen::V,схапіць,잡다
933,ergreifen::V,схваціць,잡다
934,halten::V,трымаць,잡다
935,drücken::V,націскаць,누르다
936,schieben::V,пхаць,밀다
937,schieben::V,штурхаць,밀다
938,kratzen::V,скрэбці,긁다
939,lecken::V,лізаць,핥다
940,beißen::V,кусаць,물다
941,abreißen::V,адарваць,
942,abschneiden::V,адрэзаць,귾어내다
943,binden::V,вязаць,매다
944,stecken::V,уваткнуць,찌르다
945,brechen::V,зламаць,금
946,klopfen::V,стукаць,치다
947,hauen::V,біць,때리다
948,kleben::V,клеіць,들러붙다
949,reiben::V,церці,문지르다
950,streichen::V,намазаць,쓰다듬다
951,schleifen::V,тачыць,갈다
952,schneiden::V,рэзаць,베다
953,rütteln::V,хістаць,흔들다
954,schütteln::V,трэсці,흔들다
955,schwenken::V,махаць,흔들다
956,schütten::V,наліць,따르다
957,füllen::V,напоўніць,담다
958,einwickeln::V,загарнуць,싸다
959,tragen::V,несці,지우다
960,schleppen::V,цягнуць,끌다
961,ziehen::V,цягнуць,당기다
962,aufbewahren::V,захоўваць,간직하다
963,werfen::V,кідаць,던지다
964,fangen::V,лавіць,밥다
965,packen::V,схапіць,쥐다
966,packen::V,схваціць,쥐다
967,verstecken::V,схаваць,숨기다
968,teilen::V,раздзяліць,나누다
969,schicken::V,пасылаць,보내다
970,bringen::V,прынесці,가겨
971,hinzufügen::V,дабавіць,부가하다
972,bekommen::V,дастаць,얻다
973,erhalten::V,атрымаць,지니다
974,nehmen::V,ўзяць,잡다
975,wählen::V,выбраць,선거하다
976,auswählen::V,адабраць,선출하다
977,bewahren::V,захаваць,저장보종
978,behindern::V,перашкаджаць,훼방하다
979,verderben::V,сапсаваць,못쓰게 되다
980,beschädigen::V,пашкодзіць,상하게하다
981,zerbrechen::V,разбіць,깨뜨리다
982,zerreißen::V,разадраць,잡아쫓다
983,zerstören::V,разбурыць,파괴하다
984,verbrennen::V,спаліць,소실하다
985,geben::V,даць,주다
986,reichen::V,перадаць,내일다
987,schenken::V,дарыць,주다
988,versprechen::V,абяцаць,약속하다
989,wünschen::V,жадаць,바라다
990,loben::V,хваліць,칭찬하다
991,küssen::V,цалаваць,키스하다
992,wiegen::V,гушкаць,어르다
993,wiegen::V,калыхаць,어르다
994,zudecken::V,накрыць,뚜꺼을하다
995,wecken::V,пабудзіць,깨우다
996,zeigen::V,паказаць,보이다
997,führen::V,весці,가게하다
998,lehren::V,вучыць,가르치다
999,unterrichten::V,выкладаць,가르지다
1000,aufziehen::V,выхаваць,사육하다
1001,leiten::V,кіраваць,이끌다
1002,antreiben::V,падганяць,몰다
1003,lassen::V,прымусіць,내버려두다
1004,einladen::V,запрасіць,초청하다
1005,vereinigen::V,абʼяднаць,하나로하다
1006,besuchen::V,наведаць,방문하다
1007,treffen::V,сустрэць,만나다
1008,sich versammeln::V,сабрацца,조립하다
1009,spielen::V,гуляць,눌다
1010,singen::V,пець,노래하다
1011,singen::V,спяваць,노래하다
1012,tanzen::V,танцаваць,춤추하다
1013,sich trennen::V,расстацца,가르다
1014,verlassen::V,пакінуць,버림받은
1015,retten::V,выратаваць,구조하다
1016,bewachen::V,ахоўваць,치키다
1017,schützen::V,уберагаць,보호하다
1018,verteidigen::V,абараніць,막다
1019,sich schlagen::V,біцца,치다
1020,sich schlagen::V,драцца,치다
1021,schießen::V,страляць,쏘다
1022,siegen::V,перамагчы,이기다
1023,ärgern::V,злаваць,성을내게하다
1024,schlagen::V,ударыць,치다
1025,treten::V,штурхаць,디디다
1026,stechen::V,укалоць,찌르다
1027,stoßen::V,папхнуць,찌르다
1028,stehlen::V,украсці,훔치다
1029,stören::V,перашкодзіць,움직이다
1030,belästigen::V,дакучаць,괴롭히다
1031,verbergen::V,скрыць,숨기다
1032,verbergen::V,схаваць,숨기다
1033,täuschen::V,падмануць,속이다
1034,betrügen::V,змахляваць,속이다
1035,töten::V,забіць,죽이다
1036,wohnen::V,жыць,실다
1037,arbeiten::V,працаваць,일하다
1038,sammeln::V,сабраць,모으다
1039,pflücken::V,зрываць,꿔다
1040,jagen::V,паляваць,사냥하다
1041,fischen::V,рыбачыць,고기를잡다
1042,fassen::V,злавіць,움켜쥐다
1043,hüten::V,пасвіць,망보다
1044,treiben::V,гнаць,몰아세우다
1045,anbinden::V,прывязаць,묶다
1046,füttern::V,карміць,사료를주다
1047,melken::V,даіць,젖을짜다
1048,hacken::V,сячы,자르다
1049,gießen::V,паліць,물을대다
1050,reifen::V,паспець,성숙하다
1051,zubereiten::V,зварыць,조제하다
1052,zubereiten::V,згатаваць,조제하다
1053,kochen::V,варыць,요리하다
1054,backen::V,пячы,쿱다
1055,braten::V,смажыць,굽다
1056,umrühren::V,перамяшаць,교반하다
1057,stricken::V,вязаць,뜨개질하다
1058,nähen::V,шыць,꿰매다
1059,färben::V,пафарбаваць,채색하다
1060,reinigen::V,ачысціць,청소하다
1061,waschen::V,мыць,씻다
1062,abwischen::V,выцерці,닦다
1063,spülen::V,паласкаць,씻다
1064,fegen::V,падмятаць,소체하다
1065,kehren::V,месці,청소하다
1066,baden::V,купацца,감다
1067,sich waschen::V,мыцца,모믈 씻다
1068,ausziehen::V,зняць,벗다
1069,anziehen::V,надзець,끌어움직이다
1070,sich anziehen::V,адзецца,
1071,kämmen::V,прычасаць,빗다
1072,schmücken::V,аздобіць,치레하다
1073,sagen::V,сказаць,말하다
1074,sprechen::V,гаварыць,말하다
1075,reden::V,размаўляць,이야기하다
1076,sich unterhalten::V,гутарыць,
1077,fragen::V,спытаць,질문하다
1078,bitten::V,прасіць,원하다
1079,erzählen::V,расказаць,이야기하다
1080,mitteilen::V,паведаміць,이야기하다
1081,nennen::V,назваць,부르다
1082,rufen::V,зваць,불러내다
1083,prahlen::V,хваліцца,자랑하다
1084,übersetzen::V,перакласці,번역하다
1085,denken::V,думаць,생각하다
1086,glauben::V,верыць,믿다
1087,bemerken::V,заўважыць,인자하다
1088,erkennen::V,пазнаць,인식하다
1089,begreifen::V,спасцігнуць,파악하다
1090,verstehen::V,пачуць,이해하다
1091,lernen::V,вучыцца,배우다
1092,wissen::V,знаць,알다
1093,sich erinnern an::V,памятаць,상기하다
1094,vergessen::V,забыць,잊다
1095,messen::V,мераць,측정하다
1096,zählen::V,лічыць,세다
1097,rechnen::V,лічыць,게산하다
1098,lesen::V,чытаць,읽다
1099,malen::V,маляваць,그리다
1100,zeichnen::V,рысаваць,소묘하다
1101,schreiben::V,пісаць,쓰다
1102,besitzen::V,мець,소유하다
1103,kaufen::V,купіць,사다
1104,verkaufen::V,прадаць,팔다
1105,bezahlen::V,заплаціць,지불하다
1106,zahlen::V,плаціць,치르다
1107,beherrschen::V,уладаць,지배하다
1108,beherrschen::V,валодаць,지배하다
1109,ertragen::V,выцерпець,참다
