,Concept_ID,kn,lt
90,Regenbogen::N,ಇಂದ್ರಚಾಪ,vaivorykštė
91,Donner::N,ಗುಡುಗು,perkūnas
92,Donner::N,ಗುಡುಗು,griaustinis
93,Strömung::N,ಪ್ರವಾಹ,tėkmė
94,Tropfen::N,ತೊಟ್ಟು,lašas
95,Schaum::N,ನೊರೆ,putos
96,Schmutz::N,ಕಸ,purvas
97,See::N,ಸರೋವರ,ežeras
98,Sumpf::N,ಜೌಗುಸ್ಥಳ,klampynė
99,Sumpf::N,ಜೌಗುಸ್ಥಳ,liūnas
100,Moor::N,ಬಂಜರು ಭೂಮಿ,pelkė
101,Wiese::N,ಹುಲ್ಲುಗಾವಲು,pieva
102,Wald::N,ಕಾಡು,miškas
103,Hügel::N,ಗುಡ್ಡೆ,kalva
104,Anhöhe::N,ದಿಬ್ಬ,kauburys
105,Berg::N,ಮಲೆ,kalnas
106,Berg::N,ಪರ್ವತ,kalnas
107,Gipfel::N,ಶೃಂಗ,viršūnė
108,Höhle::N,ಗುಹೆ,ola
109,Abhang::N,ಇಳಿಜಾರು,šlaitas
110,Abhang::N,ಇಳಿಜಾರು,nuokalnė
111,Quelle::N,ಮೂಲ,versmė
112,Quelle::N,ಮೂಲ,šaltinis
113,Bach::N,ತೊರೆ,upelis
114,Fluss::N,ನದಿ,upė
115,Ufer::N,ತೀರ,krantas
116,Küste::N,ದಂಡೆ,pajūris
117,Festland::N,ಭೂಮಿ,sausuma
118,Meer::N,ಕಡಲು,jūra
119,Bucht::N,ಖಾರಿ,įlanka
120,Bucht::N,ಖಾರಿ,užutekis
121,Insel::N,ದ್ವೀಪ,sala
122,Blume::N,ಸುಮ,gėlė
123,Gras::N,ಹುಲ್ಲು,žolė
124,Wurzel::N,ಬೇರು,šaknis
125,Baum::N,ಮರ,medis
126,Stamm::N,ಕಾಂಡ,kamienas
127,Rinde::N,ತೂಗಟಿ,žievė
128,Ast::N,ಶಾಖೆ,šaka
129,Zweig::N,ರೆಂಬೆ,šakelė
130,Blatt::N,ಎಲೆ,lapas
131,Birke::N,ಬರ್ಚ್ ಮರ,beržas
132,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pušis
133,Weide[Baum]::N,ವಿಲೋಮರ,karklas
134,Tanne::N,ಭದ್ರದಾರು,eglė
135,Tanne::N,ಭದ್ರದಾರು,kėnis
136,Horn::N,ಕೊಂಬು,ragas
137,Feder::N,ಪುಕ್ಕ,plunksna
138,Fell::N,ರೋಮ,kailis
139,Flügel::N,ರೆಕ್ಕೆ,sparnas
140,Klaue::N,ಪಂಜ,kanopa
141,Kralle::N,ಉಗುರು,nagas
142,Schwanz::N,ಬಾಲ,uodega
143,Ei::N,ಮೊಟ್ಟೆ,kiaušinis
144,Nest::N,ಗೂಡು,gūžta
145,Nest::N,ಗೂಡು,lizdas
146,Bau::N,ಅಡಗುದಾಣ,ola
147,Tier::N,ಪ್ರಾಣಿ,gyvūnas
148,Herde::N,ಗುಂಪು,banda
149,Herde::N,ಗುಂಪು,kaimenė
150,Kuh::N,ಹಸು,karvė
151,Bulle::N,ಗೂಳಿ,bulius
152,Pferd::N,ಕುದುರೆ,arklys
153,Schaf::N,ಕುರಿ,avis
154,Schwein::N,ಹಂದಿ,kiaulė
155,Hund::N,ನಾಯಿ,šuo
156,Katze::N,ಬೆಕ್ಕು,katė
157,Bär::N,ಕರಡಿ,lokys
158,Eichhörnchen::N,ಉಡುತೆ,voveraitė
159,Elch::N,ಕಡವೆ,briedis
160,Fuchs::N,ನರಿ,lapė
161,Hase::N,ಮೊಲ,kiškas
162,Maus::N,ಇಲಿ,pelė
163,Wolf::N,ತೋಳ,vilkas
164,Vogel::N,ಪಕ್ಷಿ,paukštis
165,Schwarm::N,ಗುಂಪು,spiečius
166,Huhn::N,ಚಿಕ್,višta
167,Hahn::N,ಹುಂಜ,gaidys
168,Gans::N,ವರಟೆ,žąsis
169,Adler::N,ಗರುಡ,erelis
170,Ente::N,ಬಾತು,antis
171,Eule::N,ಗೂಬೆ,pelėda
172,Kranich::N,ಕೊಕ್ಕರ,gervė
173,Krähe::N,ಕಾಗೆ,varna
174,Kuckuck::N,ಕೋಗಿಲೆ,gegužė
175,Schwan::N,ಹಂಸಪಕ್ಷಿ,gulbė
176,Fisch::N,ಮೀನು,žuvis
177,Barsch::N,ಪರ್ಚ್ ಮೀನು,ešerys
178,Hecht::N,ಪೈಕ್ ಮೀನು,lydeka
179,Schlange[Tier]::N,ಹಾವು,gyvatė
180,Wurm::N,ಹುಳು,kirmėlė
181,Spinne::N,ಊರ್ಣನಾಭ,voras
182,Ameise::N,ಇರುವೆ,skruzdė
183,Laus::N,ಹೇನು,utėlė
184,Mücke::N,ಸೊಳ್ಳೆ,uodas
185,Fliege::N,ನೊಣ,musė
186,Schmetterling::N,ಪತಂಗ,drugys
187,Schmetterling::N,ಪತಂಗ,peteliškė
188,Beere::N,ನಯವಣ್ಣು,uoga
189,Apfel::N,ಸೇಬು,obuolys
190,Pilz::N,ಅಣಬೆ,grybas
191,Zwiebel::N,ನೀರುಳ್ಳಿ,svogūnas
192,Saat::N,ಬಿತ್ತ,sėkla
193,Korn::N,ಬೀಜ,grūdai
194,Heu::N,ಕರಡ,šienas
195,Schale::N,ಹೊಟ್ಟು,žievelė
196,Grube::N,ಗುಂಡಿ,duobė
197,Falle::N,ಬೋನು,pinklės
198,Falle::N,ಬೋನು,žabangai
199,Schlinge::N,ಉರುಲು,kilpa
200,Spur::N,ಜಾಡು,vėžė
201,Spur::N,ಜಾಡು,pėdos
202,Spur::N,ಜಾಡು,pėdsakas
203,Asche::N,ಬೂದಿ,pelenai
204,Dreck::N,ಹೊಲಸು,purvas
205,Eisen::N,ಕಬ್ಬಿಣ,geležis
206,Gold::N,ಚಿನ್ನ,auksas
207,Silber::N,ಬೆಳ್ಳಿ,sidabras
208,Kohle::N,ಕಲ್ಲಿದ್ದಲು,anglis
209,Glas::N,ಗಾಜು,stiklas
210,Lehm::N,ಜೇಡಿಮಣ್ಣು,molis
211,Sand::N,ಮರಳು,smėlis
212,Mensch::N,ಪುರುಷ,žmogus
213,Mann::N,ಆಳು,vyras
214,Mann::N,ಆಳು,vyriškis
215,Frau::N,ಹೆಣ್ಣು,moteris
216,Kind::N,ಮಗು,vaikas
217,Junge::N,ಹುಡುಗ,vaikinas
218,Junge::N,ಹುಡುಗ,berniukas
219,Mädchen::N,ಹುಡುಗಿ,mergytė
220,Mädchen::N,ಹುಡುಗಿ,mergaitė
221,Familie::N,ಕುಟುಂಬ,šeima
222,Großvater::N,ಅಜ್ಜ,senelis
223,Großmutter::N,ಅಮ್ಮ,senelė
224,Eltern::N,ಹೆತ್ತವರು,tėvai
225,Vater::N,ತಂದೆ,tėvas
226,Mutter::N,ಅಮ್ಮ,motina
227,Sohn::N,ಮಗ ,sūnus
228,Tochter::N,ಮಗಳು,duktė
229,Bruder::N,ತಮ್ಮ,brolis
230,Schwester::N,ತಂಗಿ,sesuo
231,Onkel::N,ಸೋದರಮಾವ,dėdė
232,Onkel::N,ದೊಡ್ಡಪ್ಪ,dėdė
233,Tante::N,ಚಿಕ್ಕಮ್ಮ,teta
234,Ehemann::N,ಗಂಡ,vyras
235,Ehefrau::N,ಹೆಂಡತಿ,žmona
236,Freude::N,ನಲಿವು,džiaugsmas
237,Gelächter::N,ನಗೆ,juokas
238,Glück::N,ಆನಂದ,laimė
239,Kummer::N,ದುಃಖ,vargas
240,Kummer::N,ದುಃಖ,rūpestis
241,Wunsch::N,ಬಯಕೆ,troškimas
242,Wunsch::N,ಬಯಕೆ,pageidavimas
243,Lust::N,ಇಷ್ಟ,noras
244,Lust::N,ಇಷ್ಟ,geidulys
245,Geist::N,ಆತ್ಮ,dvasia
246,Gedanke::N,ಯೋಚನೆ,mintis
247,Gedächtnis::N,ಸ್ಮರಣೆ,atmintis
248,Verstand::N,ಮನಸ್ಸು,protas
249,Sinn::N,ಅರ್ಥ,prasmė
250,Grund::N,ಕಾರಣ,priežastis
251,Wahrheit::N,ಸತ್ಯ,tiesa
252,Wahrheit::N,ಸತ್ಯ,teisybė
253,Gespräch::N,ಸಂಭಾಷಣೆ,pokalbis
254,Märchen::N,ಸುಳ್ಳು ಕಥೆ,pasaka
255,Erzählung::N,ಕಥೆ,apsakymas
256,Erzählung::N,ಕಥೆ,pasakojimas
257,Nachricht::N,ಸಂದೇಶ,žinia
258,Neuigkeit::N,ಸುದ್ದಿ,naujiena
259,Name::N,ಹೆಸರು,vardas
260,Rätsel::N,ಒಗಟು,mįslė
261,Rede::N,ಮಾತು,kalba
262,Sprache::N,ಭಾಷೆ,kalba
263,Stimme::N,ಧ್ವನಿ,balsas
264,Wort::N,ಮಾತು,žodis
265,Zeichen::N,ಗುರುತು,žymė
266,Zeichen::N,ಗುರುತು,ženklas
267,Ruf::N,ಕೂಗು,šauksmas
268,Lärm::N,ಸದ್ದು,triukšmas
269,Laut::N,ಶಬ್ದ,garsas
270,Ton::N,ನಾದ,tonas
271,Ton::N,ನಾದ,garsas
272,Lied::N,ಗಾನ,daina
273,Lied::N,ಗಾನ,giesmė
274,Ruhe::N,ಶಾಂತಿ,ramybė
275,Ruhe::N,ಶಾಂತಿ,ramumas
276,Leute::N,ಮಂದಿ,žmonės
277,Volk::N,ಜನಾಂಗ,tauta
278,Arbeit::N,ಕೆಲಸ,darbas
279,Arbeit::N,ಕೆಲಸ,triūsas
280,Gast::N,ಅತಿಥಿ,svečias
281,Geschenk::N,ಕಾಣಿಕೆ,dovana
282,Spiel::N,ಆಟ,žaismas
283,Spiel::N,ಆಟ,žaidimas
284,Gesellschaft::N,ಸಂಗ,draugija
285,Gesellschaft::N,ಸಂಗ,kompanija
286,Hilfe::N,ಸಹಾಯ,pagalba
287,Freund::N,ಸ್ನೇಹಿತ,draugas
288,Freund::N,ಸ್ನೇಹಿತ,bičiulis
289,Kamerad::N,ಜೊತೆಗಾರ,draugas
290,Angelegenheit::N,ವಿಚಾರ,dalykas
291,Angelegenheit::N,ವಿಚಾರ,reikalas
292,Anzahl::N,ಎಣಿಕೆ,kiekis
293,Anzahl::N,ಎಣಿಕೆ,skaičius
294,Art::N,ತರ,rūšis
295,Stück::N,ತುಂಡು,gabalas
296,Teil::N,ಭಾಗ,dalis
297,Hälfte::N,ಅರ್ಧ,pusė
298,Kreis::N,ವೃತ್ತ,ratas
299,Kreis::N,ವೃತ್ತ,apskritis
300,Kreis::N,ವೃತ್ತ,apskritimas
301,Kreuz::N,ಶಿಲುಬೆ,kryžius
302,Linie::N,ರೀಖೆ,linija
303,Strich::N,ಗೀಟು,brėžis
304,Strich::N,ಗೀಟು,brūkšnys
305,Abstand::N,ಅಂತರ,atstumas
306,Entfernung::N,ದೂರ,atstumas
307,Gegend::N,ವಿಸ್ತೀರ್ಣ,vietovė
308,Platz::N,ಅಂತರ,vieta
309,Ort::N,ಸ್ಥಳ,vieta
310,Ort::N,ಸ್ಥಳ,vietovė
311,Seite::N,ಪಕ್ಷ,pusė
312,Seite::N,ಪಕ್ಷ,šonas
313,Mitte::N,ನಡು,vidurys
314,Gegenstand::N,ವಸ್ತು,dalykas
315,Sache::N,ವಸ್ತು,daiktas
316,Rand::N,ಅಂಚು,kraštas
317,Rand::N,ಅಂಚು,pakraštys
318,Kante::N,ಅಂಚು,kraštas
319,Ecke::N,ಮೂಲೆ,kertė
320,Ecke::N,ಮೂಲೆ,kampas
321,Spitze::N,ತುದಿ,priekis
322,Spitze::N,ತುದಿ,priešakys
323,Ende::N,ಕೊನೆ,galas
324,Loch::N,ತೂತು,skylė
325,Winkel::N,ಕೋನ,kampas
326,Winkel::N,ಕೋನ,kampelis
327,Muster::N,ನಮೂನೆ,raštas
328,Größe::N,ಪ್ರಮಾಣ,dydis
329,Größe::N,ಪ್ರಮಾಣ,didumas
330,Länge::N,ಉದ್ದ,ilgis
331,Länge::N,ಉದ್ದ,ilgumas
332,Höhe::N,ಎತ್ತರ,aukštis
333,Höhe::N,ಎತ್ತರ,aukštuma
334,Gewicht::N,ತೂಕ,svoris
335,Gewicht::N,ತೂಕ,svarstis
336,Menge::N,ಮೊತ್ತ,kiekis
337,Menge::N,ಮೊತ್ತ,daugybė
338,Haufen::N,ರಾಶಿ,krūva
339,Haufen::N,ರಾಶಿ,šūsnis
340,Reihe::N,ಸಾಲು,greta
341,Boot::N,ದೋಣಿ,valtis
342,Boot::N,ದೋಣಿ,laivelis
343,Ruder::N,ಹುಟ್ಟು,irklas
344,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,rogės
345,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,rogutės
346,Ski::N,ಜಾರುಪಟ್ಟಿ,slidė
347,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,laužas
348,Last::N,ಹೊರೆ,našta
349,Last::N,ಹೊರೆ,nešulys
350,Gang::N,ತಿರುಗಾಟ,eisena
351,Schritt::N,ಹೆಜ್ಜೆ,žingsnis
352,Norden::N,ಉತ್ತರ,šiaurė
353,Norden::N,ಉತ್ತರ,žiemiai
354,Süden::N,ದಕ್ಷಿಣ,pietūs
355,Westen::N,ಪಶ್ಚಿಮ,vakarai
356,Osten::N,ಮೂಡಲು,rytai
357,Holz::N,ಚೌಬೀನೆ,mediena
358,Brett::N,ಹಲಗೆ,lenta
359,Platte::N,ಹಲಗೆ,plokštė
360,Stütze::N,ಆಸರೆ,atrama
361,Stütze::N,ಆಸರೆ,atspara
362,Stange::N,ಕಂಬ,lazda
363,Stange::N,ಕಂಬ,kartis
364,Stock::N,ಕೋಲು,lazda
365,Stab::N,ದೊಣ್ಣೆ,kartis
366,Rohr::N,ನಳಿಕೆ,vamzdis
367,Haus::N,ಮನೆ,namas
368,Heim::N,ಗೃಹ,namai
369,Ofen::N,ಒಲೆ,krosnis
370,Fußboden::N,ನೆಲ,grindys
371,Tisch::N,ಮೇಜು,stalas
372,Stuhl::N,ಕುರ್ಚಿ,kėdė
373,Wiege::N,ತೊಟ್ಟಿಲು,lopšys
374,Bett::N,ಹಾಸಿಗೆ,lova
375,Bett::N,ಹಾಸಿಗೆ,patalai
376,Regal::N,ಬೀರು,lentyna
377,Kiste::N,ಪಟ್ಟಿಗೆ,dėžė
378,Fenster::N,ಕಿಟಕಿ,langas
379,Tür::N,ಬಾಗಿಲು,durys
380,Tor::N,ಹೆಬ್ಬಾಗಿಲು,vartai
381,Zaun::N,ಬೇಲಿ,tvora
382,Dach::N,ಮಾಳಿಗೆ,stogas
383,Leiter::N,ಏಣಿ,kopėčios
384,Besen::N,ಪೊರಕೆ,šluota
385,Spaten::N,ಗುದ್ದಲಿ,lopeta
386,Spaten::N,ಗುದ್ದಲಿ,kastuvas
387,Schaufel::N,ಸನಿಕೆ,semtuvas
388,Gabel::N,ಕವಲು,šakutė
389,Löffel::N,ಚಮಚ,šaukštas
390,Messer::N,ಚಾಕು,peilis
391,Nagel::N,ಆಣಿ,vinis
392,Netz::N,ಬಲೆ,tinklas
393,Haken::N,ಕೊಂಡಿ,vagis
394,Haken::N,ಕೊಂಡಿ,kablys
395,Griff::N,ಹಿಡಿ,kotas
396,Griff::N,ಹಿಡಿ,rankena
397,Schloss::N,ವೀಗ,spyna
398,Schloss::N,ವೀಗ,užraktas
399,Bild::N,ಚಿತ್ರ,paveikslas
400,Figur::N,ಆಕಾರ,figūra
401,Puppe::N,ಗೊಂಬೆ,lėlė
402,Beutel::N,ಸಂಚಿ,krepšys
403,Beutel::N,ಸಂಚಿ,maišelis
404,Bündel::N,ಕಟ್ಟು,ryšulys
405,Tasche::N,ಚೀಲ,krepšelis
406,Eimer::N,ಬಾನೆ,kibiras
407,Deckel::N,ಮುಚ್ಚಳ,dangtis
408,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,indai
409,Sack::N,ಮೂಟೆ,maišas
410,Tasse::N,ಬಟ್ಟಲು,puodukas
411,Topf::N,ಮಡಕೆ,puodas
412,Kessel::N,ಕೆಟಲ್,katilas
413,Essen::N,ಊಟ,valgis
414,Nahrung::N,ಆಹಾರ,penas
415,Nahrung::N,ಆಹಾರ,maistas
416,Speise::N,ಊಟ,patiekalas
417,Fleisch::N,ಮಾಂಸ,mėsa
418,Getreide::N,ಧಾನ್ಯ,javai
419,Brei::N,ಗಂಜಿ,košė
420,Brot::N,ರೊಟ್ಟಿ,duona
421,Scheibe::N,ಹೋಳು,riekė
422,Fett::N,ಕೊಬ್ಬು,taukai
423,Fett::N,ಕೊಬ್ಬು,riebalai
424,Butter::N,ಬೆಣ್ಣೆ,sviestas
425,Öl::N,ಎಣ್ಣೆ,aliejus
426,Salz::N,ಉಪ್ಪು,druska
427,Suppe::N,ಎಸರು,sriuba
428,Honig::N,ಮಧು,medus
429,Milch::N,ಹಾಲು,pienas
430,Tee::N,ಚಹ,arbata
431,Leder::N,ಚಕ್ಕಳ,oda
432,Wolle::N,ಉಣ್ಣೆ,vilna
433,Stoff::N,ಬಟ್ಟೆ,audeklas
434,Nadel::N,ಸೂಜಿ,adata
435,Faden::N,ದಾರ,gija
436,Faden::N,ದಾರ,siūlas
437,Knopf::N,ಗುಂಡು,saga
438,Knoten::N,ಗಂಟು,mazgas
439,Farbe::N,ಬಣ್ಣ,dažai
440,Kleidung::N,ಅರಿವೆ,rūbai
441,Kleidung::N,ಅರಿವೆ,drabužiai
442,Hemd::N,ಅಂಗಿ,marškiniai
443,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,apykaklė
444,Ärmel::N,ತೋಳು,rankovė
445,Hose::N,ಇಜಾರ,kelnės
446,Gürtel::N,ಬೆಲ್ಟು,juosta
447,Gürtel::N,ಬೆಲ್ಟು,diržas
448,Mütze::N,ಟೋಪಿ,kepurė
449,Schuh::N,ಪಾದರಕ್ಷೆ,batas
450,Stiefel::N,ಬೂಟು,auliniai batai
451,Ring::N,ಉಂಗುರ,žiedas
452,Band::N,ರಿಬ್ಬನ್,kaspinas
453,Kamm::N,ಹಣಿಗೆ,šukos
454,Spiegel::N,ಕನ್ನಡಿ,veidrodis
455,Riemen::N,ಬಾರು,diržas
456,Schnur::N,ಹುರಿ,virvė
457,Leine::N,ಹಗ್ಗ,pavadėlis
458,Decke::N,ಕಂಬಳಿ,antklodė
459,Kissen::N,ದಿಂಬು,pagalvė
460,Kissen::N,ದಿಂಬು,priegalvis
461,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,skarelė
462,Handtuch::N,ಚೌಕ,rankšluostis
463,Kraft::N,ಬಲ,jėga
464,Stärke::N,ಶಕ್ತಿ,stiprumas
465,Gesundheit::N,ಆರೋಗ್ಯ,sveikata
466,Krankheit::N,ರೋಗ,liga
467,Schmerz::N,ನೋವು,skausmas
468,Wunde::N,ಗಾಯ,žaizda
469,Fieber::N,ಜ್ವರ,karštis
470,Arznei::N,ಔಷಧ,vaistas
471,Brücke::N,ಸೇತುವೆ,tiltas
472,Brunnen::N,ಬಾವಿ,šulinys
473,Weide::N,ಗೋಮಾಳ,ganykla
474,Weide::N,ಗೋಮಾಳ,gluosnis
475,Pfad::N,ದಾರಿ,takas
476,Weg::N,ಹಾದಿ,kelias
477,Straße::N,ರಸ್ತೆ,gatvė
478,Dorf::N,ಹಳ್ಳಿ,kaimas
479,Dorf::N,ಹಳ್ಳಿ,sodžius
480,Stadt::N,ಪಟ್ಟಣ,miestas
481,Brief::N,ಕಾಗದ,laiškas
482,Buch::N,ಪುಸ್ತಕ,knyga
483,Buchstabe::N,ಅಕ್ಷರ,raidė
484,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,laikraštis
485,Leben::N,ಜೀವನ,gyvybė
486,Leben::N,ಜೀವನ,gyvenimas
487,Tod::N,ಮರಣ,mirtis
488,Grab::N,ಗೋರಿ,kapas
489,Kirche::N,ಚರ್ಚು,bažnyčia
490,Sünde::N,ಪಾಪ,nuodėmė
491,Sünde::N,ಪಾಪ,nusidėjimas
492,Gott::N,ದೇವರು,dievas
493,Arbeiter::N,ಕೆಲಸಗಾರ,darbininkas
494,Chef::N,ದಣಿ,šefas
495,Chef::N,ದಣಿ,vadovas
496,Chef::N,ದಣಿ,viršininkas
497,Meister::N,ಶಿಕ್ಷಕ,meistras
498,Arzt::N,ವೈದ್ಯ,gydytojas
499,Lehrer::N,ಉಪಾಧ್ಯಾಯ,mokytojas
500,Geld::N,ಹಣ,pinigai
501,Geschäft::N,ವಾಣಿಜ್ಯ,biznis
502,Laden::N,ಅಂಗಡಿ,krautuvė
503,Laden::N,ಅಂಗಡಿ,parduotuvė
504,Preis::N,ಬೆಲೆ,kaina
505,Ware::N,ಸರಕು,prekė
506,Nutzen::N,ಲಾಭ,nauda
507,Nutzen::N,ಲಾಭ,pelnas
508,Reichtum::N,ಸಂಪತ್ತು,turtas
509,Welt::N,ಭೂಲೋಕ,pasaulis
510,Land::N,ದೇಶ,žemė
511,Land::N,ದೇಶ,šalis
512,Staat::N,ರಾಜ್ಯ,valstija
513,König::N,ರಾಜ,karalius
514,Macht::N,ಅಧಿಕಾರ,galia
515,Macht::N,ಅಧಿಕಾರ,valdžia
516,Grenze::N,ಗಡಿ,riba
517,Grenze::N,ಗಡಿ,siena
518,Krieg::N,ಯುದ್ಧ,karas
519,Feind::N,ಶತ್ರು,priešas
520,Gewalt::N,ಹಿಂಸೆ,jėga
521,Gewalt::N,ಹಿಂಸೆ,smurtas
522,Gewalt::N,ಹಿಂಸೆ,prievarta
523,Kampf::N,ಹೋರಾಟ,kova
524,Bogen[Waffe]::N,ಬಿಲ್ಲು,lankas
525,Pfeil::N,ಅಂಬು,strėlė
526,Gewehr::N,ಬಂದೂಕು,šautuvas
527,Fehler::N,ತಪ್ಪು,klaida
528,Lüge::N,ಸುಳ್ಳು,melas
529,Schaden::N,ಹಾನಿ,nuostolis
530,Schaden::N,ಹಾನಿ,apgadinimas
531,Unglück::N,ಅಪಾಯ,nelaimė
532,Schuld::N,ದೋಷ,kaltė
533,Alter::N,ಮುಪ್ಪು,amžius
534,Schluss::N,ಮುಕ್ತಾಯ,pabaiga
535,Zeit::N,ಕಾಲ,laikas
536,Tag::N,ದಿನ,diena
537,Morgen::N,ಮುಂಜಾನೆ,rytas
538,Mittag::N,ನಡುಹಗಲು,vidurdienis
539,Abend::N,ಸಂಜೆ,vakaras
540,Nacht::N,ರಾತ್ರಿ,naktis
541,Woche::N,ವಾರ,savaitė
542,Monat::N,ತಿಂಗಳು,mėnuo
543,Jahr::N,ಸಂವತ್ಸರ,metai
544,Frühling::N,ವಸಂತ,pavasaris
545,Sommer::N,ಬಿಸಿಲುಕಾಲ,vasara
546,Herbst::N,ಶರತ್ಕಾಲ,ruduo
547,Winter::N,ಚಳಿಗಾಲ,žiema
548,Januar::N,ನಾಲ್ಚಳಿ,sausis
549,Februar::N,ಅಯ್ಚಳಿ,vasaris
550,März::N,ಮೊಬ್ಬೇಸಿಗೆ,kovas
551,April::N,ಇಬ್ಬೇಸಿಗೆ,balandis
552,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,gegužė
553,Juni::N,ಮೊಮ್ಮಳೆ,birželis
554,Juli::N,ಇಮ್ಮಳೆ,liepa
555,August::N,ಮುಮ್ಮಳೆ,rugpjūtis
556,September::N,ನಾಲ್ಮಳೆ,rugsėjis
557,Oktober::N,ಮೊಚ್ಚಳಿ,spalis
