,Concept_ID,uk,hu
206,Grube::N,яма,verem
207,Falle::N,пастка,csapda
208,Schlinge::N,петля,tőr
209,Spur::N,слід,nyom
210,Asche::N,зола,hamu
211,Asche::N,попіл,hamu
212,Dreck::N,бруд,sár
213,Dreck::N,бруд,piszok
214,Eisen::N,залізо,vas
215,Gold::N,золото,arany
216,Silber::N,срібло,ezüst
217,Kohle::N,вугілля,szén
218,Glas::N,скло,üveg
219,Lehm::N,глина,agyag
220,Lehm::N,глина,vályog
221,Sand::N,пісок,homok
222,Mensch::N,людина,ember
223,Mann::N,чоловік,úr
224,Mann::N,чоловік,férfi
225,Frau::N,жінка,nő
226,Frau::N,жінка,asszony
227,Kind::N,дитина,gyerek
228,Kind::N,дитина,gyermek
229,Junge::N,хлопець,fiú
230,Mädchen::N,дівчина,lány
231,Familie::N,сім’я,család
232,Familie::N,родина,család
233,Großvater::N,дідусь,nagyapa
234,Großmutter::N,бабуся,nagyanya
235,Eltern::N,батьки,szülők
236,Vater::N,батько,apa
237,Vater::N,батько,atya
238,Mutter::N,мати,anya
239,Sohn::N,син,fiú
240,Tochter::N,дочка,lány
241,Bruder::N,брат,fivér
242,Bruder::N,брат,testvér
243,Schwester::N,сестра,nővér
244,Schwester::N,сестра,lánytestvér
245,Onkel::N,дядько,nagybácsi
246,Tante::N,тітка,nagynéni
247,Ehemann::N,чоловік,férj
248,Ehefrau::N,жінка,feleség
249,Ehefrau::N,дружина,feleség
250,Freude::N,радощі,öröm
251,Gelächter::N,сміх,nevetés
252,Gelächter::N,сміх,hahotázás
253,Glück::N,щастя,boldogság
254,Kummer::N,горе,bánat
255,Wunsch::N,бажання,óhaj
256,Lust::N,бажання,kedv
257,Geist::N,дух,elme
258,Geist::N,дух,szellem
259,Gedanke::N,думка,gondolat
260,Gedächtnis::N,пам’ять,emlékezet
261,Verstand::N,розум,ész
262,Verstand::N,розум,értelem
263,Sinn::N,зміст,értelem
264,Sinn::N,значення,értelem
265,Grund::N,причина,ok
266,Grund::N,причина,alap
267,Wahrheit::N,правда,igaz
268,Wahrheit::N,правда,igazság
269,Gespräch::N,розмова,beszélgetés
270,Märchen::N,байка,mese
271,Erzählung::N,повість,elbeszélés
272,Erzählung::N,оповідання,elbeszélés
273,Nachricht::N,повідомлення,hír
274,Nachricht::N,повідомлення,híradás
275,Neuigkeit::N,новина,újság
276,Name::N,ім’я,név
277,Rätsel::N,загадка,rejtvény
278,Rede::N,промова,beszéd
279,Rede::N,промова,szónoklat
280,Sprache::N,мова,nyelv
281,Stimme::N,голос,hang
282,Wort::N,слово,szó
283,Zeichen::N,знак,jel
284,Ruf::N,оклик,kiáltás
285,Lärm::N,шум,zaj
286,Laut::N,звук,hang
287,Ton::N,тон,hang
288,Lied::N,пісня,dal
289,Lied::N,пісня,ének
290,Ruhe::N,спокій,csend
291,Ruhe::N,спокій,nyugalom
292,Leute::N,люди,emberek
293,Volk::N,народ,nép
294,Arbeit::N,робота,dolog
295,Gast::N,гість,vendég
296,Geschenk::N,подарунок,ajándék
297,Spiel::N,гра,játék
298,Gesellschaft::N,товариство,társaság
299,Hilfe::N,допомога,segítség
300,Freund::N,друг,barát
301,Freund::N,приятель,barát
302,Kamerad::N,товариш,társ
303,Angelegenheit::N,справа,ügy
304,Anzahl::N,число,szám
305,Art::N,рід,faj
306,Art::N,рід,fajta
307,Stück::N,кусок,darab
308,Teil::N,частина,rész
309,Hälfte::N,половина,fél
310,Kreis::N,круг,kör
311,Kreis::N,коло,kör
312,Kreuz::N,хрест,kereszt
313,Linie::N,лінія,vonal
314,Strich::N,штрих,vonás
315,Abstand::N,проміжок,köz
316,Entfernung::N,відстань,távolság
317,Gegend::N,місцевість,táj
318,Gegend::N,місцевість,vidék
319,Platz::N,площа,hely
320,Ort::N,місце,hely
321,Seite::N,сторона,fél
322,Seite::N,сторона,oldal
323,Mitte::N,середина,közép
324,Gegenstand::N,предмет,tárgy
325,Sache::N,річ,dolog
326,Rand::N,край,szél
327,Rand::N,край,perem
328,Rand::N,край,szegély
329,Kante::N,ребро,él
330,Ecke::N,ріг,sarok
331,Ecke::N,ріг,szöglet
332,Spitze::N,кінчик,csúcs
333,Ende::N,кінець,vég
334,Loch::N,діра,lyuk
335,Winkel::N,куток,szög
336,Muster::N,узор,minta
337,Größe::N,розмір,nagyság
338,Länge::N,довжина,hossz
339,Länge::N,довжина,hosszúság
340,Höhe::N,висота,magasság
341,Gewicht::N,вага,súly
342,Menge::N,кількість,sokaság
343,Menge::N,кількість,mennyiség
344,Haufen::N,купа,halom
345,Reihe::N,ряд,sor
346,Boot::N,човен,csónak
347,Ruder::N,весло,evező
348,Schlitten::N,сани,szánkó
349,Ski::N,лижа,sí
350,Lagerfeuer::N,вогнище,tábortűz
351,Last::N,тягар,teher
352,Last::N,вантаж,teher
353,Gang::N,хід,járás
354,Schritt::N,крок,lépés
355,Norden::N,північ,észak
356,Süden::N,південь,dél
357,Westen::N,захід,nyugat
358,Osten::N,схід,kelet
359,Holz::N,дрова,fa
360,Brett::N,дошка,deszka
361,Platte::N,плита,lap
362,Platte::N,плита,lemez
363,Stütze::N,підпірка,támasz
364,Stütze::N,підпірка,támaszték
365,Stange::N,жердина,rúd
366,Stange::N,жердина,pózna
367,Stock::N,палиця,pálca
368,Stab::N,палиця,bot
369,Rohr::N,труба,cső
370,Haus::N,дім,ház
371,Haus::N,хата,ház
372,Heim::N,житло,otthon
373,Ofen::N,піч,kályha
374,Fußboden::N,підлога,padló
375,Tisch::N,стіл,asztal
376,Stuhl::N,стілець,szék
377,Wiege::N,колиска,bölcső
378,Bett::N,ліжко,ágy
379,Bett::N,постіль,ágy
380,Regal::N,полиця,polc
381,Regal::N,полиця,állvány
382,Kiste::N,ящик,láda
383,Fenster::N,вікно,ablak
384,Tür::N,двері,ajtó
385,Tor::N,ворота,kapu
386,Zaun::N,паркан,kerítés
387,Zaun::N,огорожа,kerítés
388,Dach::N,дах,tető
389,Leiter::N,драбина,létra
390,Besen::N,мітла,seprű
391,Spaten::N,заступ,ásó
392,Schaufel::N,совок,lapát
393,Schaufel::N,лопата,lapát
394,Gabel::N,виделка,villa
395,Löffel::N,ложка,kanál
396,Messer::N,ніж,kés
397,Nagel::N,цвях,szeg
398,Netz::N,сіть,háló
399,Haken::N,крюк,kampó
400,Griff::N,ручка,nyél
401,Griff::N,ручка,fogantyú
402,Griff::N,держак,nyél
403,Griff::N,держак,fogantyú
404,Schloss::N,замок,zár
405,Bild::N,картина,kép
406,Figur::N,фігура,alak
407,Puppe::N,лялька,bábu
408,Beutel::N,мішечок,zacskó
409,Beutel::N,торбинка,zacskó
410,Bündel::N,в’язка,köteg
411,Tasche::N,сумка,táska
412,Eimer::N,відро,vödör
413,Deckel::N,кришка,fedő
414,Deckel::N,кришка,fedél
415,Geschirr::N,посуд,edény
416,Sack::N,мішок,zsák
417,Tasse::N,чашка,csésze
418,Topf::N,горщик,fazék
419,Kessel::N,котел,üst
420,Kessel::N,котел,bogrács
421,Essen::N,їжа,evés
422,Essen::N,їжа,étkezés
423,Nahrung::N,харч,ennivaló
424,Speise::N,страва,étel
425,Fleisch::N,м’ясо,hús
426,Getreide::N,хліб,gabona
427,Getreide::N,збіжжя,gabona
428,Brei::N,каша,pép
429,Brei::N,каша,kása
430,Brot::N,хліб,kenyér
431,Scheibe::N,скибочка,szelet
432,Fett::N,жир,háj
433,Fett::N,жир,zsír
434,Butter::N,масло,vaj
435,Öl::N,олія,olaj
436,Salz::N,сіль,só
437,Suppe::N,суп,leves
438,Honig::N,мед,méz
439,Milch::N,молоко,tej
440,Tee::N,чай,tea
441,Leder::N,шкіра,bőr
442,Wolle::N,шерсть,gyapjú
443,Stoff::N,тканина,szövet
444,Nadel::N,голка,tű
445,Faden::N,нитка,fonál
446,Knopf::N,ґудзик,gomb
447,Knoten::N,вузол,csomó
448,Farbe::N,фарба,szín
449,Farbe::N,фарба,festék
450,Kleidung::N,одяг,ruha
451,Kleidung::N,одяг,ruházat
452,Kleidung::N,убрання,ruha
453,Kleidung::N,убрання,ruházat
454,Hemd::N,сорочка,ing
455,Kragen::N,комір,gallér
456,Ärmel::N,рукав,ujj
457,Hose::N,брюки,gatya
458,Hose::N,брюки,nadrág
459,Gürtel::N,пояс,öv
460,Mütze::N,шапка,sapka
461,Schuh::N,ботинок,cipő
462,Stiefel::N,чобіт,csizma
463,Ring::N,кільце,gyűrű
464,Band::N,стрічка,szalag
465,Kamm::N,гребінець,fésű
466,Spiegel::N,дзеркало,tükör
467,Riemen::N,ремінь,szíj
468,Schnur::N,вірьовка,zsinór
469,Leine::N,шворка,póráz
470,Decke::N,ковдра,takaró
471,Kissen::N,подушка,párna
472,Tuch::N,хустка,kendő
473,Handtuch::N,рушник,törülköző
474,Kraft::N,сила,erő
475,Stärke::N,сила,erő
476,Stärke::N,сила,erősség
477,Gesundheit::N,здоров’я,egészség
478,Krankheit::N,хвороба,kór
479,Krankheit::N,хвороба,betegség
480,Schmerz::N,біль,fájdalom
481,Wunde::N,рана,seb
482,Fieber::N,гарячка,láz
483,Arznei::N,ліки,orvosság
484,Arznei::N,ліки,gyógyszer
485,Brücke::N,міст,híd
486,Brunnen::N,колодязь,kút
487,Weide::N,пасовище,legelő
488,Pfad::N,стежка,ösvény
489,Weg::N,шлях,út
490,Weg::N,дорога,út
491,Straße::N,вулиця,út
492,Dorf::N,село,falu
493,Stadt::N,місто,város
494,Brief::N,лист,levél
495,Buch::N,книга,könyv
496,Buch::N,книжка,könyv
497,Buchstabe::N,буква,betű
498,Buchstabe::N,літера,betű
499,Zeitung::N,газета,újság
500,Zeitung::N,газета,hírlap
501,Leben::N,життя,élet
502,Tod::N,смерть,halál
503,Grab::N,могила,sír
504,Kirche::N,церква,templom
505,Sünde::N,гріх,bűn
506,Sünde::N,гріх,vétek
507,Gott::N,бог,isten
508,Arbeiter::N,робітник,munkás
509,Chef::N,хазяїн,főnök
510,Meister::N,умілець,mester
511,Arzt::N,лікар,orvos
512,Lehrer::N,вчитель,tanár
513,Lehrer::N,вчитель,tanító
514,Geld::N,гроші,pénz
515,Geschäft::N,заняття,üzlet
516,Laden::N,магазин,bolt
517,Laden::N,крамниця,bolt
518,Preis::N,ціна,ár
519,Ware::N,товар,áru
520,Nutzen::N,вигода,haszon
521,Nutzen::N,користь,haszon
522,Reichtum::N,багатство,gazdagság
523,Welt::N,світ,világ
524,Land::N,країна,ország
525,Staat::N,держава,állam
526,König::N,король,király
527,Macht::N,влада,hatalom
528,Grenze::N,кордон,határ
529,Krieg::N,війна,háború
530,Feind::N,ворог,ellenség
531,Gewalt::N,насильство,erőszak
532,Kampf::N,бій,harc
533,Kampf::N,боротьба,harc
534,Bogen[Waffe]::N,лук,íj
535,Pfeil::N,стріла,nyíl
536,Gewehr::N,рушниця,puska
537,Gewehr::N,рушниця,fegyver
538,Gewehr::N,гвинтівка,puska
539,Gewehr::N,гвинтівка,fegyver
540,Fehler::N,помилка,hiba
541,Lüge::N,брехня,hazugság
542,Schaden::N,шкода,kár
543,Schaden::N,збиток,kár
544,Unglück::N,нещастя,csapás
545,Unglück::N,нещастя,balszerencse
546,Schuld::N,провина,bűn
547,Alter::N,вік,kor
548,Alter::N,літа,kor
549,Schluss::N,кінець,vég
550,Schluss::N,кінець,befejezés
551,Zeit::N,час,idő
552,Tag::N,день,nap
553,Morgen::N,ранок,reggel
554,Mittag::N,південь,dél
555,Abend::N,вечір,este
556,Nacht::N,ніч,éj
557,Nacht::N,ніч,éjszaka
558,Woche::N,тиждень,hét
559,Monat::N,місяць,hó
560,Monat::N,місяць,hónap
561,Jahr::N,рік,év
562,Frühling::N,весна,tavasz
563,Sommer::N,літо,nyár
564,Herbst::N,осінь,ősz
565,Winter::N,зима,tél
566,Januar::N,січень,január
567,Februar::N,лютий,február
568,März::N,березень,március
569,April::N,квітень,április
570,Mai::N,травень,május
571,Juni::N,червень,június
572,Juli::N,липень,július
573,August::N,серпень,augusztus
574,September::N,вересень,szeptember
575,Oktober::N,жовтень,október
576,November::N,листопад,november
577,Dezember::N,грудень,december
578,Montag::N,понеділок,hétfő
579,Dienstag::N,вівторок,kedd
580,Mittwoch::N,середа,szerda
581,Donnerstag::N,четвер,csütörtök
582,Freitag::N,п’ятниця,péntek
583,Samstag::N,субота,szombat
584,Sonntag::N,неділя,vasárnap
585,groß::A,великий,nagy
586,klein::A,малий,pici
587,klein::A,малий,kicsi
588,klein::A,маленький,pici
589,klein::A,маленький,kicsi
590,lang::A,довгий,hosszú
591,kurz::A,короткий,rövid
592,breit::A,широкий,széles
593,schmal::A,вузький,keskeny
594,dicht::A,густий,sűrű
595,dick[Gegenstand]::A,товстий,vastag
596,dünn::A,тонкий,vékony
597,fein::A,дрібний,vékony
598,fest::A,міцний,szilárd
599,flach::A,плоский,sík
600,flach::A,плоский,lapos
601,glatt::A,рівний,sima
602,glatt::A,гладенький,sima
603,hart::A,твердий,kemény
604,weich::A,м’який,puha
605,rund::A,круглий,kerek
606,spitz::A,гострокінцевий,hegyes
607,scharf::A,гострий,éles
608,stumpf::A,тупий,tompa
609,stumpf::A,тупий,életlen
610,schwer::A,важкий,nehéz
611,schwer::A,важкий,súlyos
612,schön::A,вродливий,szép
613,heiß::A,жаркий,forró
614,heiß::A,гарячий,forró
615,warm::A,теплий,meleg
616,kalt::A,холодний,hideg
617,kühl::A,прохолодний,hűs
618,kühl::A,прохолодний,hűvös
619,frisch::A,свіжий,üde
620,frisch::A,свіжий,friss
621,feucht::A,вогкий,nedves
622,nass::A,мокрий,vizes
623,trocken::A,сухий,száraz
624,voll::A,повний,telt
625,leer::A,пустий,üres
626,offen::A,відкритий,nyílt
627,offen::A,відкритий,nyitott
628,geschlossen::A,закритий,zárt
629,geschlossen::A,закритий,csukott
630,geschlossen::A,зачинений,zárt
631,geschlossen::A,зачинений,csukott
632,sauber::A,чистий,tiszta
633,sauber::A,охайний,tiszta
634,schmutzig::A,брудний,piszkos
635,schmutzig::A,брудний,szennyes
636,roh::A,сирий,nyers
637,reif::A,зрілий,érett
638,lecker::A,смачний,finom
639,süß::A,солодкий,édes
640,bitter::A,гіркий,keserű
641,sauer::A,кислий,savanyú
642,hell::A,світлий,világos
643,dunkel::A,темний,sötét
644,schwarz::A,чорний,fekete
645,weiß::A,сивий,fehér
646,rot::A,червоний,vörös
647,gelb::A,жовтий,sárga
648,blau::A,синій,kék
649,grün::A,зелений,zöld
650,grau::A,сірий,ősz
651,grau::A,сірий,szürke
652,bunt::A,барвистий,tarka
653,bunt::A,барвистий,színes
654,billig::A,дешевий,olcsó
655,teuer::A,дорогий,drága
656,wertvoll::A,цінний,értékes
657,blind::A,сліпий,vak
658,taub::A,глухий,süket
659,kräftig::A,могутній,erős
660,stark::A,сильний,erős
661,schwach::A,слабкий,gyenge
662,schwach::A,слабкий,erőtlen
663,fett::A,жирний,hájas
664,fett::A,товстий,hájas
665,schlank::A,тонкий,karcsú
666,schlank::A,стрункий,karcsú
667,hübsch::A,чарівний,csinos
668,böse::A,злий,rossz
669,böse::A,злий,gonosz
670,böse::A,лихий,rossz
671,böse::A,лихий,gonosz
672,dumm::A,дурний,buta
673,dumm::A,дурний,ostoba
674,faul::A,ледачий,lusta
675,fleißig::A,старанний,szorgalmas
676,geizig::A,скупий,fukar
677,geizig::A,скупий,fösvény
678,klug::A,мудрий,okos
679,klug::A,мудрий,eszes
680,klug::A,розумний,okos
681,klug::A,розумний,eszes
682,geschickt::A,умілий,ügyes
683,lieb::A,милий,drága
684,lieb::A,милий,kedves
685,lustig::A,веселий,víg
686,lustig::A,веселий,vidám
687,sanft::A,лагідний,enyhe
688,hungrig::A,голодний,éhes
689,krank::A,слабий,beteg
690,nackt::A,голий,csupasz
691,nackt::A,голий,meztelen
692,traurig::A,сумний,bús
693,traurig::A,сумний,szomorú
694,lebendig::A,живий,élő
695,gut::A,добрий,jó
696,schlecht::A,поганий,rossz
697,schlecht::A,кепський,rossz
698,richtig::A,правильний,helyes
699,schlimm::A,бридкий,rossz
700,wahr::A,справжній,igaz
701,alt::A,старий,ó
702,alt::A,старий,régi
703,neu::A,новий,új
704,ehemalig::A,колишній,volt
705,ehemalig::A,колишній,egykori
706,alt[Lebewesen]::A,старий,öreg
707,jung::A,молодий,fiatal
708,arm::A,бідний,szegény
709,reich::A,багатий,gazdag
710,bekannt::A,знайомий,ismert
711,bekannt::A,знайомий,ismeretes
712,berühmt::A,славетний,híres
713,fremd::A,чужий,idegen
714,verschieden::A,різний,különböző
715,nah::A,близький,közeli
716,fern::A,далекий,távoli
717,linker::A,лівий,bal
718,rechter::A,правий,jobb
719,anderer::A,інакший,más
720,anderer::A,інакший,másik
721,erster::A,перший,első
722,zweiter::A,другий,második
723,dritter::A,третій,harmadik
724,letzter::A,останній,utolsó
725,allein::ADV,сам,egyedül
726,allein::ADV,один,egyedül
727,auf einmal::ADV,відразу,egyszerre
728,zusammen::ADV,разом,együtt
729,zusammen::ADV,разом,összesen
730,zusammen::ADV,спільно,együtt
731,zusammen::ADV,спільно,összesen
732,lange::ADV,довго,sokáig
733,lange::ADV,довго,hosszan
734,plötzlich::ADV,раптом,hirtelen
735,plötzlich::ADV,раптом,egyszerre
736,sofort::ADV,зараз,rögtön
737,sofort::ADV,зараз,tüstént
738,später::ADV,пізніше,későn
739,jetzt::ADV,тепер,most
740,heute::ADV,сьогодні,ma
741,morgen::ADV,завтра,holnap
742,bald::ADV,незабаром,majd
743,bald::ADV,незабаром,nemsokára
744,dann::ADV,потім,akkor
745,gestern::ADV,вчора,tegnap
746,einst::ADV,колись,hajdan
747,damals::ADV,тоді,akkor
748,damals::ADV,тоді,akkoriban
749,danach::ADV,згодом,azután
750,vorher::ADV,раніше,előbb
751,zuerst::ADV,спершу,először
752,zuerst::ADV,спочатку,először
753,einmal::ADV,один раз,egyszer
754,manchmal::ADV,іноді,néha
755,manchmal::ADV,іноді,olykor
756,manchmal::ADV,інколи,néha
757,manchmal::ADV,інколи,olykor
758,oft::ADV,часто,sokszor
759,immer::ADV,завжди,mindig
760,niemals::ADV,ніколи,sohasem
761,hier::ADV,тут,itt
762,hierhin::ADV,сюди,erre
763,von hier::ADV,звідси,innen
764,dort::ADV,там,ott
765,dorthin::ADV,туди,oda
766,geradeaus::ADV,прямо,egyenesen
767,vorwärts::ADV,вперед,előre
768,rückwärts::ADV,назад,hátrafelé
769,zurück::ADV,назад,hátra
770,zurück::ADV,назад,vissza
771,unten::ADV,внизу,alul
772,hinab::ADV,вниз,le
773,hinab::ADV,вниз,lefelé
774,oben::ADV,вгорі,fenn
775,oben::ADV,вгорі,felül
776,hinauf::ADV,вгору,fel
777,hinauf::ADV,вгору,felfelé
778,überall::ADV,скрізь,mindenütt
779,nicht::ADV,не,nem
780,ein wenig::ADV,трохи,egy kicsit
781,ein wenig::ADV,небагато,egy kicsit
782,kaum::ADV,ледве,alig
783,sehr::ADV,дуже,nagyon
784,so::ADV,так,úgy
785,noch::ADV,ще,még
786,nur::ADV,лише,csak
787,nur::ADV,лише,csupán
788,nur::ADV,тільки,csak
789,nur::ADV,тільки,csupán
790,schon::ADV,вже,már
791,wieder::ADV,знову,ismét
792,wieder::ADV,знову,megint
793,vergebens::ADV,дарма,hiába
794,vor::PRP,перед,előtt
795,hinter::PRP,ззаду,mögött
796,hinter::PRP,позаду,mögött
797,unter::PRP,під,alatt
798,durch::PRP,крізь,át
799,durch::PRP,крізь,keresztül
800,neben::PRP,біля,mellett
801,zwischen::PRP,між,között
802,wegen::PRP,з-за,miatt
803,wegen::PRP,з-за,végett
804,wegen::PRP,через,miatt
805,wegen::PRP,через,végett
806,dies::PRN,це,ez
807,das::PRN,то,az
808,alles::PRN,все,minden
809,ich::PRN,я,én
810,du::PRN,ти,te
811,er::PRN,він,ő
812,wir::PRN,ми,mi
813,ihr::PRN,ви,ti
814,sie::PRN,вони,ők
815,was::FPRN,що,mi
816,wer::FPRN,хто,ki
817,wo::FADV,де,hol
818,wohin::FADV,куди,hova
819,wie::FADV,як,hogy
820,wie::FADV,як,hogyan
821,warum::FADV,чому,miért
822,wieviel::FNUM,скільки,hány
823,wieviel::FNUM,скільки,mennyi
824,eins::NUM,один,egy
825,zwei::NUM,два,kettő
826,drei::NUM,три,három
827,vier::NUM,чотири,négy
828,fünf::NUM,п’ять,öt
829,sechs::NUM,шість,hat
830,sieben::NUM,сім,hét
831,acht::NUM,вісім,nyolc
832,neun::NUM,дев’ять,kilenc
833,zehn::NUM,десять,tíz
834,elf::NUM,одинадцять,tizenegy
835,zwölf::NUM,дванадцять,tizenkettő
836,zwanzig::NUM,двадцять,húsz
837,dreißig::NUM,тридцять,harminc
838,vierzig::NUM,сорок,negyven
839,fünfzig::NUM,п’ятдесят,ötven
840,sechzig::NUM,шістдесят,hatvan
841,siebzig::NUM,сімдесят,hetven
842,achtzig::NUM,вісімдесят,nyolcvan
843,neunzig::NUM,дев’яносто,kilencven
844,hundert::NUM,сто,száz
845,tausend::NUM,тисяча,ezer
