,Concept_ID,mn,ba
392,Ski::N,цана,саңгы
393,Lagerfeuer::N,түүдэг,костер
394,Last::N,ачаа,ауырлыҡ
395,Gang::N,явдал,барыу
396,Schritt::N,алхам,аҙым
397,Norden::N,умар,төньяҡ
398,Süden::N,урд,көньяҡ
399,Süden::N,өмнө,көньяҡ
400,Westen::N,өрнө,көнбайыш
401,Westen::N,баруун,көнбайыш
402,Osten::N,зүүн,көнсығыш
403,Osten::N,дорно,көнсығыш
404,Holz::N,мод,үағас
405,Brett::N,банз,таҡта
406,Platte::N,хавтан,плита
407,Stütze::N,тулгуур,терәк
408,Stütze::N,тулга,терәк
409,Stange::N,сургааг,кәртә
410,Stock::N,саваа,таяҡ
411,Stab::N,таяг,ҡолға
412,Rohr::N,хоолой,торба
413,Haus::N,гэр,өй
414,Haus::N,гэр,йорт
415,Haus::N,байшин,өй
416,Haus::N,байшин,йорт
417,Heim::N,гэр,өй
418,Ofen::N,зуух,мейес
419,Ofen::N,пийшин,мейес
420,Fußboden::N,шал,енес
421,Tisch::N,ширээ,өҫтәл
422,Stuhl::N,сандал,ултырғыс
423,Wiege::N,өлгий,бишек
424,Bett::N,ор,карауат
425,Regal::N,тавиур,кәштә
426,Kiste::N,авдар,йәшинк
427,Kiste::N,хайрцаг,йәшинк
428,Fenster::N,гэгээвч,тәҙрә
429,Tür::N,үүд,ишек
430,Tür::N,хаалга,ишек
431,Tor::N,хаалга,ҡапҡа
432,Zaun::N,хашаа,ҡойма
433,Dach::N,дээвэр,түбә
434,Dach::N,дээвэр,ҡыйыҡ
435,Leiter::N,шат,баҫҡыс
436,Besen::N,хамуур,һепертке
437,Besen::N,туужуу,һепертке
438,Spaten::N,хүрз,көрәк
439,Schaufel::N,хүрз,көрәк
440,Gabel::N,сэрээ,сәнске
441,Löffel::N,халбага,ҡалаҡ
442,Messer::N,хутга,бысаҡ
443,Nagel::N,хадаас,сөй
444,Netz::N,өөш,ау
445,Netz::N,тор,ау
446,Haken::N,гох,ыргаҡ
447,Griff::N,иш,тотҡа
448,Griff::N,сэнж,тотҡа
449,Schloss::N,цуурга,йоҙаҡ
450,Schloss::N,цоож,йоҙаҡ
451,Bild::N,зураг,картина
452,Figur::N,баримал,һын
453,Puppe::N,хүүхэлдэй,ҡурсаҡ
454,Beutel::N,агсаа,тоҡ
455,Beutel::N,уут,тоҡ
456,Bündel::N,боодол,төргәк
457,Tasche::N,цүнх,сумка
458,Eimer::N,хөнөг,биҙрә
459,Eimer::N,хувин,биҙрә
460,Deckel::N,таг,ҡапҡас
461,Deckel::N,хавхаг,ҡапҡас
462,Geschirr::N,сав суулга,һауыт-һаба
463,Sack::N,шуудай,тоҡ
464,Tasse::N,аяга,сынаяҡ
465,Topf::N,тогоо,кәстрүл
466,Kessel::N,тогоо,ҡаҙан
467,Essen::N,идээ,ашау
468,Nahrung::N,хүнс,аҙыҡ
469,Speise::N,идээ,аш
470,Fleisch::N,мах,ит
471,Getreide::N,будаа,иген
472,Getreide::N,будаа,ашлыҡ
473,Brei::N,богшмол,бутҡа
474,Brei::N,будаа,бутҡа
475,Brot::N,талх,икмәк
476,Scheibe::N,зүсэм,телем
477,Scheibe::N,хэрчим,телем
478,Fett::N,өөх,май
479,Butter::N,тос,май
480,Öl::N,тос,май буяуы
481,Salz::N,давс,тоҙ
482,Suppe::N,шөл,һурпа
483,Honig::N,бал,бал
484,Milch::N,сүү,һөт
485,Tee::N,цай,сәй
486,Leder::N,арьс,күн
487,Leder::N,савхи,күн
488,Wolle::N,ноос,йөн
489,Wolle::N,унгас,йөн
490,Stoff::N,бөс,туҡыма
491,Nadel::N,зүү,энә
492,Faden::N,боолт,еп
493,Faden::N,утас,еп
494,Knopf::N,товч,төймә
495,Knoten::N,зангилаа,төйөн
496,Farbe::N,будаг,буяу
497,Kleidung::N,хувцас,кейем
498,Hemd::N,цамц,күлдәк
499,Kragen::N,зах заам,яға
500,Ärmel::N,ханцуй,ең
501,Hose::N,өмд,салбар
502,Gürtel::N,бүс,ҡайыш
503,Mütze::N,малгай,бүрк
504,Mütze::N,бүрх,бүрк
505,Schuh::N,туфли,туфли
506,Stiefel::N,гутал,итек
507,Ring::N,бөгж,йөҙөк
508,Ring::N,бөгж,балдаҡ
509,Band::N,тууз,таҫма
510,Kamm::N,сам,тараҡ
511,Spiegel::N,толь,көзгө
512,Riemen::N,тасам,ҡайыш
513,Riemen::N,сур,ҡайыш
514,Schnur::N,татлага,бау
515,Leine::N,оосор,бау
516,Decke::N,хөнжил,одеяд
517,Decke::N,хучлага,одеяд
518,Kissen::N,дэр,мендәр
519,Tuch::N,алчуур,яулыҡ
520,Tuch::N,даавуу,яулыҡ
521,Handtuch::N,алчуур,таҫтамал
522,Kraft::N,чадал,көс
523,Kraft::N,хүч,көс
524,Stärke::N,эрч,көс
525,Stärke::N,тэнхээ,көс
526,Gesundheit::N,бие,һаулыҡ
527,Gesundheit::N,эрүүл мэнд,һаулыҡ
528,Krankheit::N,эмгэг,сир
529,Krankheit::N,эмгэг,ауырыу
530,Schmerz::N,өвчин,һыҙлау
531,Schmerz::N,өвчин,әрнеү
532,Wunde::N,шарх,йәрәхәт
533,Fieber::N,халуун,тапма
534,Fieber::N,халуун,биҙгәк
535,Arznei::N,эм,дарыу
536,Brücke::N,гүүр,күпер
537,Brunnen::N,худаг,ҡоҙоҡ
538,Weide::N,бэлчээр,көтөүлек
539,Pfad::N,жим,һуҡмаҡ
540,Pfad::N,зөрөг,һуҡмаҡ
541,Weg::N,зам,юл
542,Weg::N,харгуй,юл
543,Straße::N,зам,урам
544,Straße::N,харгуй,урам
545,Dorf::N,тосгон,ауыл
546,Dorf::N,гацаа,ауыл
547,Stadt::N,хот,ҡала
548,Brief::N,захидал,хат
549,Brief::N,захиа,хат
550,Buch::N,ном,китап
551,Buch::N,ном,кенәгә
552,Buch::N,бичиг,китап
553,Buch::N,бичиг,кенәгә
554,Buchstabe::N,үсэг,хәреф
555,Zeitung::N,сонин,гәзит
556,Leben::N,амь,йәшәү
557,Leben::N,амьдрал,йәшәү
558,Tod::N,үхэл,үлем
559,Grab::N,булш,ҡәбер
560,Kirche::N,сүм,сиркәү
561,Sünde::N,нүгэл,гөнаһ
562,Sünde::N,хилэнц,гөнаһ
563,Gott::N,бурхан,алла
564,Gott::N,бурхан,хоҙай
565,Arbeiter::N,ажилчин,эшсе
566,Arbeiter::N,хөдөлмөрчин,эшсе
567,Chef::N,дарга,башлыҡ
568,Meister::N,дархан,оҫта
569,Arzt::N,эмч,врач
570,Lehrer::N,багш,уҡытыусы
571,Geld::N,цаас,аҡса
572,Geld::N,мөнгө,аҡса
573,Geschäft::N,наймаа,эш
574,Laden::N,дэлгүүр,магазин
575,Preis::N,үнэ,хаҡ
576,Ware::N,таваар,тауар
577,Ware::N,бараа,тауар
578,Nutzen::N,ашиг,файҙа
579,Reichtum::N,баялаг,байлыҡ
580,Welt::N,дэлхий,донъя
581,Welt::N,орчлон,донъя
582,Land::N,улс,ил
583,Land::N,орон,ил
584,Staat::N,төр,дәүләт
585,Staat::N,гүрэн,дәүләт
586,König::N,ван,король
587,Macht::N,засаг,власть
588,Grenze::N,хил,сик
589,Krieg::N,дайн,һуғыш
590,Feind::N,дайсан,йылан
591,Gewalt::N,хүчирхэх,көслөк
592,Kampf::N,тэмцэл,көрәш
593,Kampf::N,байлдаан,көрәш
594,Bogen[Waffe]::N,нум,йәйә
595,Pfeil::N,годил,уҡ
596,Pfeil::N,сум,уҡ
597,Gewehr::N,буу,мылтыҡ
598,Fehler::N,эндэл,хата
599,Fehler::N,алдаа,хата
600,Lüge::N,худал,ялған
601,Schaden::N,хор,зыян
602,Schaden::N,хор,зарар
603,Schaden::N,хөнөөл,зыян
604,Schaden::N,хөнөөл,зарар
605,Unglück::N,гай,ҡаза
606,Unglück::N,гамшиг,ҡаза
607,Schuld::N,гэм,ғәйеп
608,Schuld::N,буруу,ғәйеп
609,Alter::N,нас,йәш
610,Schluss::N,эцэс,һуң
611,Schluss::N,эцэс,аҙаҡ
612,Schluss::N,төгсгөл,һуң
613,Schluss::N,төгсгөл,аҙаҡ
614,Zeit::N,цаг,мәл
615,Zeit::N,цаг,заман
616,Tag::N,өдөр,көн
617,Morgen::N,өглөө,иртә
618,Morgen::N,өглөө,иртәнсәк
619,Mittag::N,үд,төш
620,Abend::N,үдэш,кис
621,Nacht::N,шөнө,төн
622,Woche::N,долоо хоног,аҙна
623,Monat::N,сар,ай
624,Jahr::N,жил,йыл
625,Frühling::N,хавар,яҙ
626,Sommer::N,зун,йәй
627,Herbst::N,намар,көз
628,Winter::N,өвөл,ҡыш
629,Januar::N,нэгдүгээр сар,ғинуар
630,Februar::N,хоёрдугаар сар,февраль
631,März::N,гуравдугаар сар,март
632,April::N,дөрөвдүгээр сар,апрель
633,Mai::N,тавдугаар сар,май
634,Juni::N,зургаадугаар сар,июнь
635,Juli::N,долдугаар сар,июль
636,August::N,наймдугаар сар,август
637,September::N,есдүгээр сар,сентябрь
638,Oktober::N,аравдугаар сар,октябрь
639,November::N,арван нэгдүгээр сар,ноябрь
640,Dezember::N,арван хоёрдугаар сар,декабрь
641,Montag::N,даваа,дүшәмбе
642,Dienstag::N,мягмар,шишәмбе
643,Mittwoch::N,лхагва,шаршамбы
644,Donnerstag::N,пүрэв,кесаҙна
645,Freitag::N,баасан,йома
646,Samstag::N,бямба,шәмбе
647,Sonntag::N,ням,йәкшәмбе
648,groß::A,их,ҙур
649,groß::A,том,ҙур
650,klein::A,бага,бәләкәс
651,klein::A,жаахан,бәләкәс
652,lang::A,урт,оҙон
653,kurz::A,охор,ҡыҫҡа
654,kurz::A,богино,ҡыҫҡа
655,breit::A,өргөн,киң
656,schmal::A,уйтан,тар
657,schmal::A,нарийн,тар
658,dicht::A,нягт,йыш
659,dicht::A,нягт,ҡуйы
660,dicht::A,чигжүү,йыш
661,dicht::A,чигжүү,ҡуйы
662,dick[Gegenstand]::A,зузаан,ҡалын
663,dünn::A,нимгэн,йоҡа
664,dünn::A,нимгэн,нәҙек
665,fein::A,нарийн,нескә
666,fest::A,бөх,ныҡ
667,fest::A,хатуу,ныҡ
668,flach::A,хавтгай,яҫы
669,flach::A,хавтгай,ялпаҡ
670,glatt::A,цагаан,шыма
671,hart::A,хатуу,ҡаты
672,weich::A,зөөлөн,йомшаҡ
673,rund::A,дугуй,түңәрәк
674,rund::A,дугариг,түңәрәк
675,spitz::A,шовх,осло түбәле
676,spitz::A,шовгор,осло түбәле
677,scharf::A,хурц,үткер
678,scharf::A,иртэй,үткер
679,stumpf::A,мохоо,утмәҫ
680,schwer::A,хүнд,ауыр
681,schön::A,гуа,матур
682,schön::A,сайхан,матур
683,heiß::A,халуун,эҫе
684,warm::A,дулаан,йылы
685,kalt::A,хүйтэн,һыуыҡ
686,kühl::A,сэрүүн,һалҡынса
687,frisch::A,эрүүл,һалҡынса
688,frisch::A,жихүүн,һалҡынса
689,feucht::A,чийгтэй,еүеш
690,feucht::A,чийгтэй,дымлы
691,nass::A,нойтон,еүеш
692,trocken::A,хатсан,кипкән
693,voll::A,дүүрэн,тулы
694,leer::A,хоосон,буш
695,offen::A,онгорхой,асыҡ
696,geschlossen::A,битүү,ябыҡ
697,geschlossen::A,хаалтай,ябыҡ
698,sauber::A,цэвэр,таҙа
699,sauber::A,хиргүй,таҙа
700,schmutzig::A,бохир,бысраҡ
701,schmutzig::A,хиртэй,бысраҡ
702,roh::A,түүхий,сей
703,reif::A,болсон,өлгөрғән
704,lecker::A,амттай,тәмле
705,süß::A,амттай,тямле
706,süß::A,амттай,тәм-том
707,süß::A,чихэрлэг,тямле
708,süß::A,чихэрлэг,тәм-том
709,bitter::A,гашуун,әсе
710,sauer::A,эсгэлэн,әсе
711,hell::A,гэгээн,яҡты
712,hell::A,гэрэлтэй,яҡты
713,dunkel::A,бараан,ҡараңғы
714,dunkel::A,харанхуй,ҡараңғы
715,schwarz::A,хар,ҡара
716,weiß::A,цагаан,аҡ
717,rot::A,улаан,матур
718,rot::A,улаан,һылыу
719,rot::A,улаан,сибәр
720,gelb::A,шар,һары
721,blau::A,хөх,күк
722,blau::A,цэнхэр,күк
723,grün::A,ногоон,йәшел
724,grau::A,орог,буҙ
725,grau::A,саарал,буҙ
726,bunt::A,эрээн,сыбар
727,bunt::A,эрээн,ала-ҡола
728,billig::A,хямд,арзан
729,teuer::A,үнэтэй,ҡыйбатлы
730,wertvoll::A,үнэт,ҡиммәтле
731,blind::A,сохор,һуҡыр
732,taub::A,чих хатуу,һаңғырау
733,kräftig::A,чийрэг,көслө
734,kräftig::A,чийрэг,ҡеүәтле
735,stark::A,хүчтэй,көслө
736,stark::A,хүчтэй,ҡеүәтле
737,stark::A,чадалтай,көслө
738,stark::A,чадалтай,ҡеүәтле
739,schwach::A,сул,көсһөҙ
740,fett::A,тарган,һимеҙ
741,fett::A,голигор,һимеҙ
742,schlank::A,голшиг,зифа
743,hübsch::A,сайхан,матур
744,hübsch::A,хөөрхөн,матур
