,Concept_ID,mdf,pl
82,Staub::N,пуль,kurz
83,Rauch::N,качам,dym
84,Funke::N,ця́тка,iskra
85,Feuer::N,тол,ogień
86,Licht::N,ва́лда,światło
87,Schatten::N,цильф,cień
88,Wetter::N,уша,pogoda
89,Nebel::N,тума́н,mgła
90,Wolke::N,ковол,obłok
91,Wolke::N,ковол,chmura
92,Regen::N,пизем,deszcz
93,Schnee::N,лов,śnieg
94,Eis::N,эй,lód
95,Frost::N,ке́льме,mróz
96,Kälte::N,якшама,chłód
97,Hitze::N,пси,gorąco
98,Raureif::N,леш,szron
99,Regenbogen::N,а́тямъёнга,tęcza
100,Donner::N,атям,grzmot
101,Strömung::N,шудема́,nurt
102,Tropfen::N,путькс,kropla
103,Tropfen::N,пътняфкс,kropla
104,Schaum::N,шов,piana
105,Schmutz::N,ърда́з,brud
106,See::N,эрьхке,jezioro
107,Sumpf::N,шяй,bagno
108,Moor::N,шяй,bagno
109,Wiese::N,луга,łąka
110,Wald::N,вирь,las
111,Hügel::N,губо́р,pagórek
112,Hügel::N,пандоня,pagórek
113,Anhöhe::N,губо́р,wzgórze
114,Berg::N,панда,góra
115,Gipfel::N,пря,szczyt
116,Gipfel::N,пря,wierzchołek
117,Höhle::N,у́нда,pieczara
118,Abhang::N,па́нда ша́ма,stok
119,Abhang::N,па́нда ша́ма,zbocze
120,Quelle::N,эшиня,zdrój
121,Quelle::N,эшиня,źródło
122,Bach::N,шудерькс,potok
123,Bach::N,шудерькс,strumień
124,Fluss::N,ляй,rzeka
125,Ufer::N,търва́,brzeg
126,Küste::N,ляйтърва́,wybrzeże
127,Festland::N,мода,ląd
128,Meer::N,моря,morze
129,Bucht::N,ведьуське,zatoka
130,Insel::N,цёнга,wyspa
131,Blume::N,панчф,kwiat
132,Gras::N,тише,trawa
133,Wurzel::N,юр,korzeń
134,Wurzel::N,ункс,korzeń
135,Baum::N,шуфта,drzewo
136,Stamm::N,ро́нга,pień
137,Rinde::N,кер,kora
138,Ast::N,морга,gałąź
139,Zweig::N,тарад,gałąź
140,Blatt::N,лопа,liść
141,Birke::N,ке́лу,brzoza
142,Kiefer[Baum]::N,пиче,sosna
143,Weide[Baum]::N,каль,wierzba
144,Tanne::N,куз,jodła
145,Horn::N,сюра,róg
146,Feder::N,толга,pióro
147,Fell::N,кедь,futro
148,Flügel::N,паця,skrzydło
149,Klaue::N,кенже,szpon
150,Kralle::N,кенже,pazur
151,Schwanz::N,пула,ogon
152,Ei::N,ал,jajko
153,Nest::N,пиза,gniazdo
154,Bau::N,пиза,nora
155,Tier::N,жува́та,zwierzę
156,Herde::N,нал,stado
157,Herde::N,нал,trzoda
158,Herde::N,стада,stado
159,Herde::N,стада,trzoda
160,Kuh::N,скал,krowa
161,Kuh::N,тракс,krowa
162,Bulle::N,бука,byk
163,Pferd::N,лишме,koń
164,Schaf::N,уча́,owca
165,Schwein::N,тува,świnia
166,Hund::N,пине,pies
167,Katze::N,катоня,kot
168,Katze::N,катоня,kotka
169,Katze::N,аваката,kot
170,Katze::N,аваката,kotka
171,Bär::N,офта,niedźwiedż
172,Eichhörnchen::N,ур,wiewiórka
173,Elch::N,ся́рда,łóś
174,Fuchs::N,келазь,lis
175,Hase::N,ну́мол,zając
176,Maus::N,шеер,mysz
177,Wolf::N,върьгаз,wilk
178,Vogel::N,нармонь,ptak
179,Schwarm::N,ко́вол,stado
180,Schwarm::N,ме́швеле,stado
181,Huhn::N,сараз,kura
182,Hahn::N,а́тякш,kogut
183,Gans::N,маци,gęś
184,Adler::N,куцькан,orzeł
185,Ente::N,яксярга,kaczka
186,Eule::N,ко́рож,sowa
187,Kranich::N,ка́рга,żuraw
188,Krähe::N,ва́рси,wrona
189,Kuckuck::N,ку́ку,kukułka
190,Schwan::N,ло́ксти,łabędż
191,Fisch::N,кал,ryba
192,Barsch::N,о́кунь,okoń
193,Hecht::N,щу́ка,szczupak
194,Schlange[Tier]::N,куй,wąż
195,Schlange[Tier]::N,куй,żmija
196,Wurm::N,сукс,robak
197,Spinne::N,унжа́,pająk
198,Ameise::N,панжам,mrówka
199,Laus::N,си,wesz
200,Mücke::N,ся́ське,komar
201,Fliege::N,кару,mucha
202,Schmetterling::N,ме́лав,motyl
203,Beere::N,и́мож,jagoda
204,Apfel::N,марь,jabłko
205,Pilz::N,панга,grzyb
206,Zwiebel::N,шурьхкя́,cebula
207,Saat::N,видьмот,siew
208,Korn::N,сёра,ziarno
209,Heu::N,тише,siano
210,Schale::N,кедь,łupina
211,Grube::N,лотка,dół
212,Grube::N,лотка,jama
213,Falle::N,туфкс,pułapka
214,Falle::N,кунда́ма,pułapka
215,Schlinge::N,килькш,sidła
216,Spur::N,пильгоки́,ślad
217,Asche::N,кулу,popiół
218,Dreck::N,ърда́з,brud
219,Eisen::N,кшни,żelazo
220,Gold::N,ока,złoto
221,Gold::N,золота,złoto
222,Silber::N,сия́,srebro
223,Kohle::N,седь,węgiel
224,Kohle::N,седьвальмя,węgiel
225,Glas::N,кля́нцек,szkło
226,Lehm::N,сёвонь,glina
227,Sand::N,шува́р,piasek
228,Mensch::N,ломань,człowiek
229,Mann::N,аля,mężczyzna
230,Mann::N,цёраломань,mężczyzna
231,Frau::N,ава,kobieta
232,Kind::N,идь,dziecko
233,Kind::N,шаба,dziecko
234,Junge::N,цёраня,chłopak
235,Junge::N,цёраня,chłopiec
236,Mädchen::N,стирня́,dziewczynka
237,Familie::N,тнал,rodzina
238,Familie::N,семья,rodzina
239,Großvater::N,атя,dziadek
240,Großvater::N,щя́тя,dziadek
241,Großmutter::N,баба,babka
242,Eltern::N,тя́дят-а́лят,rodzice
243,Vater::N,аля,ojciec
244,Mutter::N,ава,matka
245,Mutter::N,тядя,matka
246,Sohn::N,цёра,syn
247,Tochter::N,стирь,córka
248,Bruder::N,дуган,brat
249,Bruder::N,пяльне,brat
250,Schwester::N,ака,siostra
251,Schwester::N,сазор,siostra
252,Onkel::N,оця,wuj
253,Onkel::N,оця,stryj
254,Onkel::N,патя,wuj
255,Onkel::N,патя,stryj
256,Onkel::N,щеня́,wuj
257,Onkel::N,щеня́,stryj
258,Tante::N,ака,ciotka
259,Tante::N,щака,ciotka
260,Ehemann::N,мирде,mąż
261,Ehefrau::N,ърьвя́,żona
262,Freude::N,ке́нярдема,radość
263,Gelächter::N,рахсема,śmiech
264,Glück::N,паваз,szczęście
265,Kummer::N,ризф,zmartwienie
266,Kummer::N,пичефкс,zmartwienie
267,Wunsch::N,мяль,życzenie
268,Wunsch::N,таколдома,życzenie
269,Lust::N,таколдома,chęć
270,Lust::N,таколдома,ochota
271,Geist::N,вайме,duch
272,Gedanke::N,мяль,myśl
273,Gedächtnis::N,прявий,pamięć
274,Verstand::N,прявий,rozum
275,Sinn::N,ён,zmysł
276,Grund::N,туфта́л,powód
277,Wahrheit::N,ви́де,prawda
278,Wahrheit::N,видеши́,prawda
279,Gespräch::N,корхтама,rozmowa
280,Märchen::N,ёфкс,bajka
281,Erzählung::N,азкс,opowiadanie
282,Nachricht::N,куля́,wiadomość
283,Neuigkeit::N,куля́,nowina
284,Name::N,лем,imię
285,Rätsel::N,со́дама ёфкс,zagadka
286,Rede::N,вал,mowa
287,Rede::N,корхтама,mowa
288,Sprache::N,кяль,język
289,Stimme::N,вайгяль,głos
290,Wort::N,вал,słowo
291,Zeichen::N,тя́ште,znak
292,Zeichen::N,тя́штькс,znak
293,Ruf::N,тердема,wołanie
294,Lärm::N,гайф,hałas
295,Lärm::N,гайф,zgiełk
296,Lärm::N,жалакодома,hałas
297,Lärm::N,жалакодома,zgiełk
298,Laut::N,вайгяль,dźwięk
299,Ton::N,вайгяль,ton
300,Ton::N,вайгяль,dźwięk
301,Lied::N,мора,pieśń
302,Lied::N,мора,piosenka
303,Ruhe::N,сетьме,spokój
304,Leute::N,ломатть,ludzie
305,Volk::N,наро́д,naród
306,Arbeit::N,тев,praca
307,Arbeit::N,тев,robota
308,Gast::N,и́нжи,gość
309,Gast::N,ко́нак,gość
310,Geschenk::N,казне,prezent
311,Geschenk::N,казне,podarunek
312,Spiel::N,налхкома,gra
313,Spiel::N,налхкома,zabawa
314,Spiel::N,налхксема,gra
315,Spiel::N,налхксема,zabawa
316,Gesellschaft::N,кружок,towarzystwo
317,Hilfe::N,лездома,pomoc
318,Freund::N,я́лга,przyjaciel
319,Kamerad::N,я́лга,kolega
320,Angelegenheit::N,тев,sprawa
321,Anzahl::N,лувкс,ilość
322,Art::N,вид,rodzaj
323,Stück::N,пакш,kawałek
324,Teil::N,часть,część
325,Teil::N,пялькс,część
326,Hälfte::N,пяле,połowa
327,Kreis::N,шаркс,krąg
328,Kreuz::N,крёз,krzyż
329,Linie::N,межа,linia
330,Linie::N,китькс,linia
331,Strich::N,межа,kreska
332,Abstand::N,ётка,odstęp
333,Entfernung::N,ётка,odległość
334,Gegend::N,ва́ста,okolica
335,Gegend::N,перьфпя́ль,okolica
336,Platz::N,ва́ста,miejsce
337,Ort::N,ва́ста,miejsce
338,Seite::N,пяле,bok
339,Seite::N,пяле,strona
340,Mitte::N,кучка́,środek
341,Gegenstand::N,веща,przedmiot
342,Sache::N,тев,rzecz
343,Sache::N,веща,rzecz
344,Rand::N,пе,skraj
345,Rand::N,пе,krawędź
346,Kante::N,и́рдез,kant
347,Kante::N,и́рдез,krawędź
348,Ecke::N,ужа,róg
349,Spitze::N,пря,ostrze
350,Ende::N,пе,koniec
351,Loch::N,варя,dziura
352,Winkel::N,ужа,kąt
353,Winkel::N,ужа,kącik
354,Muster::N,сёрма,wzór
355,Größe::N,серь,rozmiar
356,Größe::N,серь,wielkość
357,Länge::N,кува́лма,długość
358,Höhe::N,серь,wysokość
359,Gewicht::N,сталма,ciężar
360,Menge::N,лувкс,ilość
361,Haufen::N,мар,kupa
362,Reihe::N,ряд,rząd
363,Reihe::N,ряд,szereg
364,Boot::N,венеж,łódź
365,Boot::N,венеж,łódka
366,Ruder::N,миле,wiosło
367,Schlitten::N,ну́рда,sanki
368,Ski::N,сокс,narta
369,Lagerfeuer::N,то́лмар,ognisko
370,Last::N,канкс,ciężar
371,Last::N,канкс,brzemię
372,Last::N,сталма,ciężar
373,Last::N,сталма,brzemię
374,Gang::N,молема,chód
375,Schritt::N,аськолкс,krok
376,Norden::N,якшама шире,północ
377,Süden::N,ля́мбе ши́ре,południe
378,Westen::N,ши валгома шире,zachód
379,Osten::N,шинь стяма шире,wschód
380,Holz::N,вирь,drzewo
381,Holz::N,шуфта,drzewo
382,Brett::N,лавця,deska
383,Platte::N,плита́,płyta
384,Stütze::N,неже,podpora
385,Stange::N,олга,drąg
386,Stange::N,олга,żerdź
387,Stock::N,байдек,kij
388,Stock::N,байдек,laska
389,Stab::N,олгоня,pręt
390,Rohr::N,турама,rura
391,Haus::N,куд,dom
392,Heim::N,куд,dom
393,Ofen::N,пянакуд,piec
394,Fußboden::N,кия́кс,podłoga
395,Tisch::N,шра,stół
396,Tisch::N,моркш,stół
397,Stuhl::N,стул,krzesło
398,Wiege::N,нюря́м,kołyska
399,Bett::N,ацам,łóżko
400,Bett::N,ацам,pościel
401,Regal::N,лавцяланга,regał
402,Kiste::N,парга,skrzynia
403,Fenster::N,валмья,okno
404,Tür::N,кенкш,drzwi
405,Tor::N,ортат,brama
406,Zaun::N,перяфкс,płot
407,Zaun::N,перяфкс,parkan
408,Dach::N,кудпря,dach
409,Leiter::N,куцема,drabina
410,Besen::N,тяльме,miotła
411,Spaten::N,ка́йме,rydel
412,Schaufel::N,ко́поня,łopata
413,Schaufel::N,ця́рдом,łopata
414,Gabel::N,ця́нгоня,widelec
415,Löffel::N,куцю,łyżka
416,Messer::N,пеель,nóż
417,Nagel::N,эска,gwóźdź
418,Haken::N,кя́чказ,hak
419,Griff::N,недь,chwyt
420,Griff::N,кунда́мка,chwyt
421,Schloss::N,замо́к,zamek
422,Bild::N,карти́на,obraz
423,Figur::N,ронга-понда,figura
424,Puppe::N,ня́ка,lalka
425,Beutel::N,кяскав,torba
426,Bündel::N,кярьме,wiązka
427,Tasche::N,кошяльня,torba
428,Eimer::N,ве́дарка,kubeł
429,Eimer::N,ве́дарка,wiadro
430,Deckel::N,тавадкс,przykrywka
431,Deckel::N,вельхкс,przykrywka
432,Geschirr::N,кядьге,statki
433,Geschirr::N,кядьге,naczynia
434,Sack::N,кяскав,worek
435,Tasse::N,ша́ваня,filiżanka
436,Topf::N,кавозь,garnek
437,Kessel::N,сргавозь,kocioł
438,Essen::N,ярхцама,jedzenie
439,Nahrung::N,ярхцампяль,pokarm
440,Nahrung::N,ярхцампяль,pożywienie
441,Speise::N,ярхцама,potrawa
442,Speise::N,ярхцама,jedzenie
443,Fleisch::N,пал,mięso
444,Fleisch::N,сиволь,mięso
445,Getreide::N,сёра,zboże
446,Brei::N,ям,kasza
447,Brot::N,кши,chleb
448,Scheibe::N,кочам,kromka
449,Fett::N,куя́,tłuszcz
450,Butter::N,вай,masło
451,Öl::N,вай,olej
452,Salz::N,сал,sól
453,Suppe::N,шонгарям,zupa
454,Suppe::N,коршампяль,zupa
455,Honig::N,медь,miód
456,Milch::N,лофца,mleko
457,Tee::N,чай,herbata
458,Leder::N,кедь,skóra
459,Wolle::N,пона,wełna
460,Stoff::N,котф,tkanina
461,Stoff::N,котф,materiał
462,Nadel::N,салмокс,igła
463,Faden::N,сюре,nić
464,Faden::N,сюре,nitka
465,Knopf::N,пуня,guzik
466,Knoten::N,сюлма,węzeł
467,Farbe::N,архтомбяль,farba
468,Kleidung::N,щам,odzież
469,Hemd::N,па́нар,koszula
470,Kragen::N,сиве,kołnierz
471,Ärmel::N,ожа,rękaw
472,Hose::N,понкст,spodnie
473,Gürtel::N,каркс,pasek
474,Mütze::N,вазь,czapka
475,Schuh::N,башма́к,but
476,Schuh::N,башма́к,bucik
477,Stiefel::N,кя́ме,but
478,Stiefel::N,кя́ме,kozak
479,Ring::N,суркс,pierścień
480,Band::N,керькс,wstęga
481,Band::N,лента,wstęga
482,Kamm::N,сюрьхцем,grzebień
483,Spiegel::N,ванома,lustro
484,Riemen::N,шнань каркс,rzemień
485,Schnur::N,пикс,sznur
486,Schnur::N,карькскя,sznur
487,Leine::N,вядьме,smycz
488,Decke::N,вельхкс,kołdra
489,Kissen::N,тоду,poduszka
490,Tuch::N,руця́,chustka
491,Handtuch::N,на́рдама,ręcznik
492,Kraft::N,вий,moc
493,Kraft::N,вий,siła
494,Stärke::N,вииши,moc
495,Stärke::N,вииши,siła
496,Gesundheit::N,шумбраши́,zdrowie
497,Krankheit::N,урма́,choroba
498,Krankheit::N,сярядема,choroba
499,Schmerz::N,маряма,ból
500,Wunde::N,керф,rana
501,Fieber::N,маштыкс,gorączka
502,Arznei::N,надо́бья,lekarstwo
503,Arznei::N,пъчка́фтома,lekarstwo
504,Brücke::N,седь,most
505,Brunnen::N,эши,studnia
506,Weide::N,ванома васта,pastwisko
507,Pfad::N,ян,ścieżka
508,Pfad::N,киня́,ścieżka
509,Weg::N,ки,droga
510,Straße::N,ки,ulica
511,Dorf::N,веле,wieś
512,Stadt::N,ош,miasto
513,Brief::N,сёрма,list
514,Buch::N,книга,książka
515,Buchstabe::N,бу́ква,litera
516,Zeitung::N,газе́та,gazeta
517,Zeitung::N,газе́та,dziennik
518,Leben::N,эряф,życie
519,Leben::N,эряма,życie
520,Tod::N,кулома́,śmierć
521,Grab::N,калма,grób
522,Kirche::N,це́рькав,kościół
523,Sünde::N,пежеть,grzech
524,Sünde::N,муворкс,grzech
525,Gott::N,шкай,bóg
526,Arbeiter::N,трудендай,robotnik
527,Arbeiter::N,работник,robotnik
528,Chef::N,азор,szef
529,Chef::N,оцюня,szef
530,Meister::N,мастяр,mistrz
531,Meister::N,мастяр,majster
532,Arzt::N,врач,lekarz
533,Arzt::N,доктор,lekarz
534,Lehrer::N,учи́тель,nauczyciel
535,Geld::N,ярмакт,pieniądze
536,Geschäft::N,ладяфкс,sprawa
537,Geschäft::N,ладяфкс,interes
538,Geschäft::N,ладяф тев,sprawa
539,Geschäft::N,ладяф тев,interes
540,Laden::N,ла́вка,sklep
541,Preis::N,питне,cena
542,Ware::N,миф,towar
543,Ware::N,ра́маф,towar
544,Nutzen::N,пара,pożytek
545,Nutzen::N,лезкс,pożytek
546,Reichtum::N,ко́зяши,bogactwo
547,Welt::N,свет,świat
548,Land::N,мастор,kraj
549,Staat::N,государства,państwo
550,König::N,король,król
551,Macht::N,азорондама,władza
552,Macht::N,азорксши,władza
553,Grenze::N,ёткаян,granica
554,Krieg::N,война́,wojna
555,Feind::N,душман,wróg
556,Feind::N,каршек тюри,wróg
557,Gewalt::N,наругама,władza
558,Kampf::N,тюрема́,bój
559,Kampf::N,тюрема́,walka
560,Bogen[Waffe]::N,нал,łuk
561,Pfeil::N,нал,strzała
562,Gewehr::N,винто́вка,karabin
563,Fehler::N,эльбядькс,błąd
564,Lüge::N,васькафнема,kłamstwo
565,Schaden::N,зия́н,szkoda
566,Unglück::N,зия́н,nieszczęście
567,Schuld::N,муворши,wina
568,Alter::N,эряф кизот,wiek
569,Alter::N,эряфонь пинге,wiek
570,Schluss::N,пе,koniec
571,Schluss::N,пе,zakończenie
572,Zeit::N,пинге,czas
573,Tag::N,ши,dzień
574,Morgen::N,шобдава,ranek
575,Morgen::N,шобдава,poranek
576,Mittag::N,шикучка,południe
577,Abend::N,иля́дь,wieczór
578,Nacht::N,ве,noc
579,Woche::N,недя́ля,tydzień
580,Monat::N,ков,miesiąc
581,Jahr::N,киза,rok
582,Frühling::N,тунда́,wiosna
583,Sommer::N,киза,lato
584,Herbst::N,сёксе,jesień
585,Winter::N,тяла,zima
586,Januar::N,кельмеков,styczeń
587,Februar::N,уфайков,luty
588,März::N,марайков,marzec
589,April::N,шудиков,kwiecień
590,Mai::N,панжиков,maj
591,Juni::N,лямбеков,czerwiec
592,Juli::N,псиков,lipiec
593,August::N,сёроньков,sierpień
594,September::N,тюжягов,wrzesień
595,Oktober::N,кельмазаков,październik
596,November::N,эйндамков,listopad
597,Dezember::N,кучкаков,grudzień
598,Montag::N,одговши,poniedziałek
599,Dienstag::N,ша́вши,wtorek
600,Mittwoch::N,вержи,środa
601,Donnerstag::N,шува́ланя,czwartek
602,Freitag::N,пя́денця,piątek
603,Samstag::N,ёткши,sobota
604,Sonntag::N,таргоши,niedziela
605,groß::A,оцю,duży
606,groß::A,оцю,wielki
607,klein::A,ёмла,mały
608,lang::A,кува́ка,długi
609,kurz::A,нюрьхкя́ня,krótki
610,breit::A,кели,szeroki
611,schmal::A,тяйня,wąski
612,dicht::A,сиде,gęsty
613,dicht::A,туста,gęsty
614,dick[Gegenstand]::A,эчке,gruby
615,dünn::A,шува́ня,cienki
616,fein::A,шува́ня,drobny
617,fest::A,кеме,mocny
618,fest::A,кеме,twardy
619,flach::A,лапш,płaski
620,glatt::A,вадяв,gładki
621,glatt::A,такор,gładki
622,hart::A,калгода,twardy
623,weich::A,ляпе,miękki
624,rund::A,кру́глай,okrągły
625,spitz::A,ботаз,spiczasty
626,spitz::A,оржа,spiczasty
627,scharf::A,оржа,ostry
628,stumpf::A,ношка,tępy
629,schwer::A,стака,ciężki
630,schön::A,мазы,ładny
631,schön::A,мазы,piękny
632,heiß::A,пси,gorący
633,warm::A,лямбе,ciepły
634,kalt::A,кельме,zimny
635,kühl::A,эше,chłodny
636,frisch::A,свежай,świeży
637,feucht::A,летьке,wilgotny
638,nass::A,начка,mokry
639,trocken::A,коське,suchy
640,voll::A,пяшксе,pełny
641,leer::A,шава,pusty
642,leer::A,шава,próżny
643,offen::A,панжада,otwarty
644,offen::A,виде,otwarty
645,geschlossen::A,пякстаф,zamknięty
646,geschlossen::A,сёлгф,zamknięty
647,sauber::A,ару,czysty
648,schmutzig::A,рда́зу,brudny
649,schmutzig::A,пя́ндра,brudny
650,roh::A,верок,surowy
651,reif::A,ке́нерьф,dojrzały
652,lecker::A,танцти,smaczny
653,süß::A,ламбама,słodki
654,bitter::A,сяпи,gorzki
655,sauer::A,шапама,kwaśny
656,hell::A,валда,jasny
657,dunkel::A,шобда,ciemny
658,schwarz::A,равжа,czarny
659,weiß::A,акша,biały
660,rot::A,якстерь,czerwony
661,gelb::A,тюжя́,żółty
662,blau::A,сенем,błękitny
663,blau::A,сенем,niebieski
664,grün::A,пиже,zielony
665,grün::A,сянгяря,zielony
666,grau::A,уле,szary
667,bunt::A,сёрмав,barwny
668,billig::A,у́цез,tani
669,billig::A,аф пи́тни,tani
670,teuer::A,пи́тни,drogi
671,wertvoll::A,питни,cenny
672,blind::A,сокор,ślepy
673,taub::A,пярав,głuchy
674,kräftig::A,пяк вии,mocny
675,stark::A,вии,silny
676,schwach::A,лафча,słaby
677,fett::A,куя́,tłusty
678,schlank::A,виде ронга,smukły
679,hübsch::A,мазы,ładny
680,böse::A,кяжи,zły
681,dumm::A,аф ёню,głupi
682,dumm::A,шава пря,głupi
683,faul::A,нола,leniwy
684,fleißig::A,ку́лхцонды,pilny
685,geizig::A,кирьжя,skąpy
686,geizig::A,жаднай,skąpy
687,klug::A,ёню,mądry
688,klug::A,пря́ви,mądry
689,geschickt::A,маштозь тиф,zręczny
690,lieb::A,цебярь,miły
691,lustig::A,ра́хси,wesoły
692,sanft::A,сетьме,łagodny
693,hungrig::A,вача,głodny
694,hungrig::A,вачеда,głodny
695,krank::A,сяряди,chory
696,nackt::A,штада,nagi
697,nackt::A,кърхтапа,nagi
698,traurig::A,ла́жнай,smutny
699,lebendig::A,эряй,żywy
700,gut::A,пара,dobry
701,gut::A,цебярь,dobry
702,schlecht::A,кальдяв,zły
703,richtig::A,виде,słuszny
704,richtig::A,виде,właściwy
705,schlimm::A,кальдяв,zły
706,wahr::A,афкуксонь,prawdziwy
707,alt::A,ташта,stary
708,neu::A,од,nowy
709,ehemalig::A,и́нгольдень,były
710,alt[Lebewesen]::A,сире,stary
711,jung::A,од,młody
712,arm::A,а́шу,ubogi
713,arm::A,а́шу,biedny
714,reich::A,козя,bogaty
715,bekannt::A,содаф,znany
716,berühmt::A,содавикс,słynny
717,fremd::A,лия,obcy
718,fremd::A,лия,cudzy
719,fremd::A,аф содаф,obcy
720,fremd::A,аф содаф,cudzy
721,verschieden::A,аф фкя ла́цонь,różny
722,nah::A,мала,bliski
723,nah::A,аф ичкоздень,bliski
724,fern::A,и́чкоздень,daleki
725,fern::A,куна́рдонь,daleki
726,linker::A,кержи,lewy
727,rechter::A,види,prawy
728,anderer::A,лия,inny
729,erster::A,васенце,pierwszy
730,zweiter::A,омбоце,drugi
731,dritter::A,колмоце,trzeci
732,letzter::A,ме́кольце,ostatni
733,allein::ADV,ськамонза,sam
734,auf einmal::ADV,вихцок,naraz
735,zusammen::ADV,марс,razem
736,zusammen::ADV,ма́рса,razem
737,lange::ADV,кува́тьс,długo
738,plötzlich::ADV,а́пак учт,nagle
739,sofort::ADV,тяникиге,natychmiast
740,später::ADV,ме́ле,później
741,jetzt::ADV,тяни,teraz
742,jetzt::ADV,тяни,obecnie
743,heute::ADV,тячи,dziś
744,heute::ADV,тячи,dzisiaj
745,morgen::ADV,ва́нды,jutro
746,bald::ADV,курок,wkrótce
747,dann::ADV,меле,potem
748,dann::ADV,сяда меле,potem
749,gestern::ADV,ися́к,wczoraj
750,einst::ADV,весть,kiedyś
751,einst::ADV,весть,niegdyś
752,einst::ADV,мзя́рда-бди,kiedyś
753,einst::ADV,мзя́рда-бди,niegdyś
754,damals::ADV,эста,wtedy
755,damals::ADV,эста,wówczas
756,danach::ADV,меле,następnie
757,vorher::ADV,инголи,przedtem
758,zuerst::ADV,ва́сенда,naprzód
759,zuerst::ADV,ва́сенда,najpierw
760,einmal::ADV,весть,raz
761,manchmal::ADV,лия́ста,czasem
762,manchmal::ADV,ко́ста-ко́ста,czasem
763,oft::ADV,си́деста,często
764,immer::ADV,фалу,zawsze
765,immer::ADV,най,zawsze
766,niemals::ADV,аф мзя́рдонга,nigdy
767,hier::ADV,тяса,tu
768,hier::ADV,тяса,tutaj
769,hierhin::ADV,сей,tu
770,hierhin::ADV,тяза,tu
771,von hier::ADV,тя́ста,stąd
772,dort::ADV,тоса,tam
773,dorthin::ADV,тов,tam
774,dorthin::ADV,тоза,tam
775,geradeaus::ADV,ви́деста,prosto
776,vorwärts::ADV,и́нголи,naprzód
777,rückwärts::ADV,ме́ки,wstecz
778,zurück::ADV,ме́ки,z powrotem
779,unten::ADV,ала,u dołu
780,unten::ADV,ала,na dole
781,hinab::ADV,алу,na_dół
782,hinab::ADV,алу,w_dół
783,oben::ADV,вяре,w górze
784,oben::ADV,вяре,na górze
785,hinauf::ADV,вяри,w górę
786,hinauf::ADV,вяри,na górę
787,überall::ADV,се́мбе ва́стова,wszędzie
788,nicht::ADV,аф,nie
789,ein wenig::ADV,аф лама,trochę
790,kaum::ADV,а́ньцек,ledwie
791,kaum::ADV,а́ньцек,prawie nie
792,sehr::ADV,пяк,bardzo
