,Concept_ID,ru,sah
786,verfaulen::V,сгнить,сытыйан_хаал
787,reißen::V,рваться,хайыт
788,reißen::V,рваться,быһытталан
789,versinken::V,тонуть,тимир
790,versinken::V,тонуть,батылын
791,vergehen::V,проходить,дьай
792,erscheinen::V,появиться,көһүн
793,verschwinden::V,исчезнуть,сүт
794,sinken::V,спадать,намтаа
795,abnehmen::V,уменьшиться,аччаа
796,zunehmen::V,увеличиваться,элбээ
797,steigen::V,подниматься,үрдээ
798,wachsen::V,расти,үүн
799,glänzen::V,блестеть,кылбай
800,funkeln::V,сверкать,күлүмнээ
801,funkeln::V,сверкать,күлүмүрдээ
802,lärmen::V,шуметь,тыаһаа
803,läuten::V,звонить,собуоннаа
804,klingeln::V,звонить,линкинээ
805,klirren::V,звякать,айгырат
806,brausen::V,бушевать,сирилээ
807,rauschen::V,шелестеть,суугунаа
808,klingen::V,звучать,доргуй
809,bellen::V,лаять,үр
810,heulen::V,выть,улуй
811,blasen::V,дунуть,үр
812,pfeifen::V,свистеть,иһиир
813,schreien::V,кричать,кылан
814,schreien::V,кричать,хаһыытаа
815,stöhnen::V,стонать,ынчыктаа
816,zittern::V,дрожать,титирээ
817,zittern::V,дрожать,дьигиһий
818,leben::V,жить,олор
819,geboren werden::V,родиться,төрөө
820,atmen::V,дышать,тыын
821,trinken::V,пить,ис
822,essen::V,есть,аһаа
823,essen::V,кушать,аһаа
824,schlucken::V,глотать,ыйыһын
825,müde werden::V,устать,сылай
826,einschlafen::V,заснуть,утуйан хаал
827,schlafen::V,спать,утуй
828,schlafen::V,спать,утуйа сыт
829,aufwachen::V,проснуться,уһугун
830,aufstehen::V,встать,тур
831,sich erholen::V,отдыхать,сынньан
832,krank werden::V,заболеть,ыарый
833,krank sein::V,болеть,ыарый
834,krank sein::V,болеть,ыарыт
835,schmerzen::V,болеть,ыарыт
836,husten::V,кашлять,сөтөлүн
837,genesen::V,поправиться,көн
838,sterben::V,умереть,өл
839,umkommen::V,погибнуть,өл
840,umkommen::V,погибнуть,оҕут
841,sich bewegen::V,двигаться,хамсаа
842,sich rühren::V,шевельнуться,хамсаа
843,sich erheben::V,встать,тур
844,sich setzen::V,сесть,олор
845,hinfallen::V,упасть,оҕут
846,laufen::V,ходить,хаам
847,schreiten::V,шагать,атыллаа
848,spazierengehen::V,гулять,дьаарбай
849,eilen::V,спешить,тиэтэй
850,sich beeilen::V,торопиться,ыксаа
851,sausen::V,мчаться,элээр
852,rennen::V,бегать,сүүрэкэлээ
853,springen::V,прыгать,ой
854,springen::V,прыгать,ыстан
855,klettern::V,лазать,ытын
856,schaukeln::V,раскачиваться,эйэҥнээ
857,schaukeln::V,раскачиваться,биэрэҥнээ
858,kriechen::V,ползать,сыыл
859,schwimmen::V,плавать,уһун
860,schwimmen::V,плавать,харбаа
861,tauchen::V,нырять,умус
862,rudern::V,грести,эрт
863,fahren::V,ехать,айаннаа
864,fliegen::V,летать,көт
865,gehen::V,идти,бар
866,weggehen::V,уйти,бар
867,abfahren::V,отправиться,бар
868,anhalten::V,остановиться,тохтоо
869,hineingehen::V,входить,киир
870,eintreten::V,войти,киир
871,kommen::V,прийти,кэл
872,ankommen::V,прибыть,кэл
873,ankommen::V,прибыть,тиий
874,zurückkommen::V,возвратиться,төнүн
875,bleiben::V,остаться,хаал
876,warten::V,ждать,көһүт
877,erwarten::V,ожидать,күүт
878,erwarten::V,ожидать,көһүт
879,suchen::V,искать,ирдээ
880,suchen::V,искать,көрдөө
881,finden::V,найти,бул
882,versuchen::V,пытаться,сорун
883,vorbereiten::V,подготовить,бэлэмнээ
884,lieben::V,любить,таптаа
885,mögen::V,любить,сөбүл
886,lachen::V,смеяться,күл
887,rühren::V,растрогать,долгут
888,weinen::V,плакать,ытаа
889,schimpfen::V,ругаться,үөҕүс
890,sich ärgern::V,сердиться,кыыһыр
891,sich ärgern::V,сердиться,кыйахан
892,sich fürchten::V,бояться,куттан
893,sich fürchten::V,бояться,дьиксин
894,fürchten::V,бояться,дьиксин
895,fürchten::V,бояться,куттан
896,fliehen::V,убегать,күрээ
897,flüchten::V,убежать,күрээ
898,sehen::V,видеть,көр
899,anschauen::V,посмотреть,көр
900,ansehen::V,смотреть,көр
901,hören::V,слышать,бил
902,hören::V,слышать,иһит
903,zuhören::V,слушать,иһит
904,probieren::V,пробовать,боруобалаан көр
905,probieren::V,пробовать,амсайан көр
906,riechen::V,нюхать,сытырҕаа
907,fühlen::V,чувствовать,бил
908,scheinen::V,казаться,көһүн
909,zu sehen sein::V,виднеться,көһүн
910,vernehmen::V,услышать,иһит
911,frieren::V,мерзнуть,тоҥ
912,frieren::V,мерзнуть,үлүй
913,tun::V,делать,гын
914,können::V,мочь,кыай
915,können::V,уметь,кыай
916,wollen::V,хотеть,баҕар
917,anfangen::V,начать,саҕалаа
918,beenden::V,закончить,бүтэр
919,aufhören::V,перестать,уурай
920,gelingen::V,удаться,сатан
921,geraten::V,оказаться,баар буолан биэр
922,geraten::V,оказаться,баар буола тус
923,geraten::V,оказаться,буолан таҕыс
924,öffnen::V,открыть,ас
925,schließen::V,закрыть,сап
926,schließen::V,закрыть,хатаа
927,stellen::V,поставить,уур
928,stellen::V,поставить,туруор
929,setzen::V,посадить,туруор
930,setzen::V,посадить,уур
931,legen::V,класть,уур
932,berühren::V,трогать,тыыт
933,berühren::V,трогать,таарый
934,verbinden::V,связать,кэлгий
935,bedecken::V,покрыть,бүрүй
936,aufhängen::V,повесить,ыйаа
937,anzünden::V,зажечь,умат
938,aufheben::V,поднять,өрө тарт
939,zurücklassen::V,оставить,бырах
940,verlieren::V,потерять,сүтэр
941,fallen lassen::V,уронить,түһэр
942,fallen lassen::V,уронить,мүлчү тут
943,machen::V,сделать,оҥор
944,machen::V,сделать,оҥоһун
945,herstellen::V,изготовить,оҥор
946,bauen::V,строить,тут
947,reparieren::V,чинить,абырахтаа
948,verbessern::V,улучшить,тупсар
949,ändern::V,изменить,уларыт
950,graben::V,копать,хас
951,beugen::V,согнуть,бокут
952,beugen::V,согнуть,токурут
953,beugen::V,согнуть,бүк баттаа
954,biegen::V,погнуть,иэх
955,biegen::V,погнуть,өҕүлүннэр
956,drehen::V,вертеть,эргит
957,drehen::V,вертеть,эргичит
958,wenden::V,повернуть,эргилин
959,umdrehen::V,перевернуть,түҥнэр
960,heben::V,поднимать,көтөх
961,hochheben::V,поднять,таһаар
962,ergreifen::V,схватить,тут
963,halten::V,держать,тут
964,drücken::V,нажимать,ык
965,schieben::V,толкать,ас
966,kratzen::V,скрести,кыһыы
967,lecken::V,лизать,салаа
968,beißen::V,кусать,ытыр
969,abreißen::V,оторвать,быһа тарт
970,abreißen::V,оторвать,туура тарт
971,abschneiden::V,отрезать,быс
972,abschneiden::V,отрезать,быһан ыл
973,abschneiden::V,отрезать,быһа баттаа
974,binden::V,вязать,кэлгий
975,stecken::V,воткнуть,батары ас
976,brechen::V,сломать,тоһут
977,klopfen::V,стучать,тоҥсуй
978,hauen::V,бить,оҕус
979,kleben::V,клеить,силимнээ
980,reiben::V,тереть,аал
981,streichen::V,намазать,сыбаа
982,schleifen::V,точить,чочуй
983,schneiden::V,резать,быс
984,rütteln::V,шатать,иэҕэҥнэт
985,schütteln::V,трясти,сахсый
986,schwenken::V,махать,дайбаа
987,schütten::V,налить,кут
988,füllen::V,наполнить,толор
989,einwickeln::V,завернуть,суулаа
990,tragen::V,нести,ит
991,schleppen::V,тащить,сос
992,ziehen::V,тянуть,тарт
993,aufbewahren::V,хранить,уур
994,aufbewahren::V,хранить,харай
995,werfen::V,бросать,бырах
996,fangen::V,ловить,хап
997,packen::V,схватить,тут
998,verstecken::V,спрятать,саһыар
999,teilen::V,разделить,үллэр
1000,schicken::V,посылать,ыыт
1001,bringen::V,принести,аҕал
1002,hinzufügen::V,добавить,эп
1003,bekommen::V,достать,ыл
1004,bekommen::V,достать,булун
1005,erhalten::V,получить,ыл
1006,nehmen::V,взять,ыл
1007,wählen::V,выбрать,быыбардаа
1008,auswählen::V,отобрать,тал
1009,bewahren::V,сохранить,харай
1010,behindern::V,препятствовать,мэһэйдээ
1011,verderben::V,испортить,буорту гын
1012,beschädigen::V,повредить,алдьат
1013,zerbrechen::V,разбить,үлтүрүт
1014,zerreißen::V,разорвать,хайыта тарт
1015,zerstören::V,разрушить,алдьат
1016,verbrennen::V,сжечь,уоттаа
1017,geben::V,дать,биэр
1018,reichen::V,передать,аҕал
1019,schenken::V,дарить,бэлэхтээ
1020,versprechen::V,обещать,эрэннэр
1021,wünschen::V,желать,баҕар
1022,loben::V,хвалить,хайҕаа
1023,küssen::V,целовать,уураа
1024,wiegen::V,качать,бигээ
1025,zudecken::V,накрыть,сап
1026,zudecken::V,накрыть,бүрүй
1027,wecken::V,разбудить,уһугуннар
1028,zeigen::V,показать,көрдөр
1029,führen::V,вести,салай
1030,lehren::V,учить,үөрэт
1031,unterrichten::V,преподавать,үөрэт
1032,aufziehen::V,воспитать,иит
1033,leiten::V,руководить,салай
1034,antreiben::V,подгонять,кыһай
1035,lassen::V,заставить,күһэй
1036,einladen::V,пригласить,ыҥыр
1037,vereinigen::V,объединить,холбоо
1038,vereinigen::V,объединить,түм
1039,besuchen::V,посетить,сырыт
1040,besuchen::V,посетить,билсэ сырыт
1041,treffen::V,встретить,көрүс
1042,sich versammeln::V,собраться,мүһүн
1043,sich versammeln::V,собраться,түмүс
1044,spielen::V,играть,оонньоо
1045,singen::V,петь,ыллаа
1046,tanzen::V,плясать,үҥкүүлээ
1047,tanzen::V,танцевать,үҥкүүлээ
1048,sich trennen::V,расстаться,араҕыс
1049,verlassen::V,покинуть,хааллар
1050,retten::V,спасти,өрүһүй
1051,bewachen::V,охранять,араҥаччылаа
1052,schützen::V,уберегать,көмүскээ
1053,verteidigen::V,защитить,көмүскээ
1054,sich schlagen::V,драться,охсус
1055,schießen::V,стрелять,ытыалаа
1056,siegen::V,победить,хот
1057,siegen::V,победить,кыай
1058,ärgern::V,сердить,кыыһырт
1059,schlagen::V,ударить,оҕус
1060,treten::V,пинать,тэп
1061,stechen::V,уколоть,кэй
1062,stoßen::V,толкнуть,кэп
1063,stoßen::V,толкнуть,үтүрүй
1064,stehlen::V,украсть,уор
1065,stören::V,помешать,мэһэйдээ
1066,belästigen::V,надоедать,батар
1067,verbergen::V,скрыть,кистээ
1068,täuschen::V,обмануть,албыннаа
1069,betrügen::V,смошенничать,албыннаа
1070,töten::V,убить,өлөр
1071,wohnen::V,проживать,олор
1072,arbeiten::V,работать,үлэлээ
1073,sammeln::V,собрать,мус
1074,sammeln::V,собрать,хомуй
1075,pflücken::V,рвать,үргээ
1076,pflücken::V,срывать,үргээ
1077,jagen::V,охотиться,бултаа
1078,fischen::V,рыбачить,балыктаа
1079,fassen::V,поймать,тут
1080,hüten::V,пасти,манаа
1081,treiben::V,гнать,үүр
1082,anbinden::V,привязать,баай
1083,füttern::V,кормить,аһат
1084,melken::V,доить,ыа
1085,hacken::V,рубить,кэрт
1086,gießen::V,полить,сиигирт
1087,reifen::V,созреть,бус
1088,zubereiten::V,приготовить,бэлэмнээ
1089,kochen::V,варить,буһар
1090,backen::V,печь,буһар
1091,braten::V,жарить,хооруй
1092,braten::V,жарить,ыһаарылаа
1093,braten::V,жарить,соркуойдаа
1094,umrühren::V,перемешать,былаа
1095,stricken::V,вязать,өр
1096,nähen::V,шить,иистэн
1097,färben::V,покрасить,кырааскалаа
1098,reinigen::V,очистить,ыраастаа
1099,waschen::V,стирать,сууй
1100,abwischen::V,вытереть,сот
1101,spülen::V,полоскать,сайҕаа
1102,fegen::V,подметать,сиппий
1103,kehren::V,мести,харбаа
1104,baden::V,купаться,сөтүөлээ
1105,sich waschen::V,мыться,суун
1106,ausziehen::V,снять,уһул
1107,anziehen::V,надеть,кэтэрт
1108,sich anziehen::V,одеться,таҥын
1109,kämmen::V,причесать,тараа
1110,schmücken::V,украсить,симээ
1111,sagen::V,сказать,диэ
1112,sprechen::V,говорить,эт
1113,sprechen::V,говорить,саҥар
1114,reden::V,разговаривать,кэпсэт
1115,sich unterhalten::V,беседовать,кэпсэт
1116,fragen::V,спросить,ыйыт
1117,bitten::V,просить,көрдөс
1118,erzählen::V,рассказать,кэпсээ
1119,erzählen::V,рассказать,сэһэргээ
1120,mitteilen::V,сообщить,биллэр
1121,nennen::V,назвать,ааттаа
1122,rufen::V,звать,ыҥыр
1123,prahlen::V,хвастаться,чабылан
1124,prahlen::V,хвастаться,киһиргээ
1125,übersetzen::V,перевести,тылбаастаа
1126,denken::V,думать,санаа
1127,denken::V,думать,толкуйдаа
1128,glauben::V,верить,итэҕэй
1129,bemerken::V,заметить,бэлиэтээ
1130,erkennen::V,узнать,бил
1131,begreifen::V,понять,өйдөө
1132,begreifen::V,постичь,өйдөө
1133,verstehen::V,услышать,өйдөө
1134,lernen::V,учиться,үөрэн
1135,wissen::V,знать,бил
1136,sich erinnern an::V,вспомнить,аҕын
1137,vergessen::V,забыть,умун
1138,messen::V,мерить,кэмнээ
1139,messen::V,мерить,кээмэйдээ
1140,zählen::V,считать,аах
1141,rechnen::V,считать,аах
1142,lesen::V,читать,аах
1143,malen::V,рисовать,уруһуйдаа
1144,zeichnen::V,рисовать,уруһуйдаа
1145,schreiben::V,писать,суруй
1146,besitzen::V,иметь,баһылаа
1147,kaufen::V,купить,атыылас
1148,verkaufen::V,продать,атыылаа
1149,bezahlen::V,заплатить,төлөө
1150,zahlen::V,платить,төлөө
1151,beherrschen::V,владеть,баһылаа
1152,ertragen::V,вытерпеть,тулуй
