,Concept_ID,be,mn
327,Freund::N,сябар,нөхөр
328,Kamerad::N,прыяцель,хань
329,Kamerad::N,прыяцель,нөхөр
330,Angelegenheit::N,справа,хэрэг
331,Anzahl::N,колькасць,тоо
332,Art::N,від,төрөл
333,Art::N,від,янз
334,Stück::N,кусок,хэсэг
335,Stück::N,кавалак,хэсэг
336,Teil::N,частка,хувь
337,Teil::N,частка,хэсэг
338,Hälfte::N,палова,хагас
339,Hälfte::N,палавіна,хагас
340,Kreis::N,круг,тойрог
341,Kreis::N,круг,хүрээ
342,Kreuz::N,крыж,загалмай
343,Linie::N,лінія,шугам
344,Strich::N,рыса,зураас
345,Abstand::N,прамежак,зай
346,Entfernung::N,адлегласць,зай
347,Entfernung::N,адлегласць,хол ойр
348,Gegend::N,мясцовасць,хавь
349,Gegend::N,мясцовасць,газар
350,Platz::N,месца,зай
351,Platz::N,месца,завсар
352,Ort::N,месца,газар
353,Ort::N,месца,байр
354,Seite::N,бок,тал
355,Seite::N,бок,этгээд
356,Mitte::N,сярэдзіна,төв
357,Mitte::N,сярэдзіна,дунд
358,Gegenstand::N,прадмет,юм
359,Sache::N,рэч,үйл
360,Sache::N,рэч,хэрэг
361,Rand::N,край,зах
362,Rand::N,край,хөвөө
363,Kante::N,руб,ирмэг
364,Kante::N,кант,ирмэг
365,Ecke::N,вугал,өнцөг
366,Spitze::N,кончык,үзүүр
367,Ende::N,канец,зах
368,Ende::N,канец,үзүүр
369,Loch::N,дзірка,цоорхой
370,Loch::N,дзірка,онгорхой
371,Winkel::N,вугал,өнцөг
372,Muster::N,узор,хээ
373,Muster::N,узор,угалз
374,Größe::N,памер,хэмжээ
375,Länge::N,даўжыня,урт
376,Höhe::N,вышыня,өндөр
377,Gewicht::N,вага,жин
378,Menge::N,колькасць,тоо
379,Haufen::N,куча,бөөн
380,Reihe::N,рад,эгнээ
381,Boot::N,лодка,завь
382,Ruder::N,вясло,сэлүүр
383,Schlitten::N,сані,чарга
384,Ski::N,лыжа,цана
385,Lagerfeuer::N,вогнішча,түүдэг
386,Last::N,цяжар,ачаа
387,Gang::N,ход,явдал
388,Schritt::N,шаг,алхам
389,Schritt::N,крок,алхам
390,Norden::N,поўнач,умар
391,Süden::N,поўдзень,урд
392,Süden::N,поўдзень,өмнө
393,Westen::N,захад,өрнө
394,Westen::N,захад,баруун
395,Osten::N,усход,зүүн
396,Osten::N,усход,дорно
397,Holz::N,дрэва,мод
398,Holz::N,драўніна,мод
399,Brett::N,дошка,банз
400,Platte::N,пліта,хавтан
401,Stütze::N,падпорка,тулгуур
402,Stütze::N,падпорка,тулга
403,Stange::N,жэрдка,сургааг
404,Stock::N,палка,саваа
405,Stab::N,шост,таяг
406,Rohr::N,труба,хоолой
407,Haus::N,дом,гэр
408,Haus::N,дом,байшин
409,Heim::N,дом,гэр
410,Heim::N,хата,гэр
411,Ofen::N,печ,зуух
412,Ofen::N,печ,пийшин
413,Fußboden::N,падлога,шал
414,Tisch::N,стол,ширээ
415,Stuhl::N,стул,сандал
416,Stuhl::N,крэсла,сандал
417,Wiege::N,калыска,өлгий
418,Bett::N,ложак,ор
419,Bett::N,пасцель,ор
420,Regal::N,паліца,тавиур
421,Kiste::N,скрынка,авдар
422,Kiste::N,скрынка,хайрцаг
423,Fenster::N,акно,гэгээвч
424,Tür::N,дзверы,үүд
425,Tür::N,дзверы,хаалга
426,Tor::N,вароты,хаалга
427,Zaun::N,агароджа,хашаа
428,Dach::N,дах,дээвэр
429,Leiter::N,лесвіца,шат
430,Besen::N,мятла,хамуур
431,Besen::N,мятла,туужуу
432,Spaten::N,лапата,хүрз
433,Spaten::N,жалязняк,хүрз
434,Schaufel::N,шуфлік,хүрз
435,Schaufel::N,лапатка,хүрз
436,Gabel::N,відэлец,сэрээ
437,Löffel::N,лыжка,халбага
438,Messer::N,нож,хутга
439,Nagel::N,цвік,хадаас
440,Netz::N,сетка,өөш
441,Netz::N,сетка,тор
442,Haken::N,крук,гох
443,Griff::N,ручка,иш
444,Griff::N,ручка,сэнж
445,Schloss::N,замок,цуурга
446,Schloss::N,замок,цоож
447,Bild::N,карціна,зураг
448,Figur::N,фігура,баримал
449,Puppe::N,лялька,хүүхэлдэй
450,Beutel::N,мяшок,агсаа
451,Beutel::N,мяшок,уут
452,Bündel::N,вязка,боодол
453,Tasche::N,торба,цүнх
454,Eimer::N,вядро,хөнөг
455,Eimer::N,вядро,хувин
456,Deckel::N,накрыўка,таг
457,Deckel::N,накрыўка,хавхаг
458,Geschirr::N,пасуда,сав суулга
459,Sack::N,мех,шуудай
460,Tasse::N,кубак,аяга
461,Topf::N,каструля,тогоо
462,Kessel::N,кацёл,тогоо
463,Essen::N,ежа,идээ
464,Nahrung::N,харч,хүнс
465,Speise::N,страва,идээ
466,Fleisch::N,мяса,мах
467,Getreide::N,збожжа,будаа
468,Brei::N,каша,богшмол
469,Brei::N,каша,будаа
470,Brot::N,хлеб,талх
471,Scheibe::N,луста,зүсэм
472,Scheibe::N,луста,хэрчим
473,Scheibe::N,скібка,зүсэм
474,Scheibe::N,скібка,хэрчим
475,Fett::N,тлушч,өөх
476,Butter::N,масла,тос
477,Öl::N,алей,тос
478,Salz::N,соль,давс
479,Suppe::N,суп,шөл
480,Honig::N,мёд,бал
481,Milch::N,малако,сүү
482,Tee::N,чай,цай
483,Tee::N,гарбата,цай
484,Leder::N,скура,арьс
485,Leder::N,скура,савхи
486,Wolle::N,воўна,ноос
487,Wolle::N,воўна,унгас
488,Stoff::N,тканіна,бөс
489,Nadel::N,іголка,зүү
490,Faden::N,нітка,боолт
491,Faden::N,нітка,утас
492,Knopf::N,гузік,товч
493,Knoten::N,вузел,зангилаа
494,Farbe::N,фарба,будаг
495,Kleidung::N,адзенне,хувцас
496,Hemd::N,кашуля,цамц
497,Kragen::N,каўнер,зах заам
498,Ärmel::N,рукаў,ханцуй
499,Hose::N,штаны,өмд
500,Gürtel::N,пояс,бүс
501,Mütze::N,шапка,малгай
502,Mütze::N,шапка,бүрх
503,Schuh::N,чаравік,туфли
504,Stiefel::N,бот,гутал
505,Ring::N,кольца,бөгж
506,Band::N,стужка,тууз
507,Kamm::N,расчоска,сам
508,Spiegel::N,люстра,толь
509,Riemen::N,рэмень,тасам
510,Riemen::N,рэмень,сур
511,Schnur::N,вяроўка,татлага
512,Leine::N,павадок,оосор
513,Decke::N,коўдра,хөнжил
514,Decke::N,коўдра,хучлага
515,Kissen::N,падушка,дэр
516,Tuch::N,хустка,алчуур
517,Tuch::N,хустка,даавуу
518,Handtuch::N,ручнік,алчуур
519,Kraft::N,сіла,чадал
520,Kraft::N,сіла,хүч
521,Stärke::N,моц,эрч
522,Stärke::N,моц,тэнхээ
523,Gesundheit::N,здароўе,бие
524,Gesundheit::N,здароўе,эрүүл мэнд
525,Krankheit::N,хвароба,эмгэг
526,Schmerz::N,боль,өвчин
527,Wunde::N,рана,шарх
528,Fieber::N,гарачка,халуун
529,Fieber::N,ліхаманка,халуун
530,Arznei::N,лекі,эм
531,Brücke::N,мост,гүүр
532,Brunnen::N,калодзеж,худаг
533,Weide::N,паша,бэлчээр
534,Pfad::N,сцежка,жим
535,Pfad::N,сцежка,зөрөг
536,Weg::N,шлях,зам
537,Weg::N,шлях,харгуй
538,Weg::N,дарога,зам
539,Weg::N,дарога,харгуй
540,Straße::N,вуліца,зам
541,Straße::N,вуліца,харгуй
542,Dorf::N,вёска,тосгон
543,Dorf::N,вёска,гацаа
544,Stadt::N,горад,хот
545,Brief::N,ліст,захидал
546,Brief::N,ліст,захиа
547,Brief::N,пісьмо,захидал
548,Brief::N,пісьмо,захиа
549,Buch::N,кніга,ном
550,Buch::N,кніга,бичиг
551,Buchstabe::N,літара,үсэг
552,Zeitung::N,газета,сонин
553,Leben::N,жыццё,амь
554,Leben::N,жыццё,амьдрал
555,Tod::N,смерць,үхэл
556,Grab::N,магіла,булш
557,Kirche::N,касцёл,сүм
558,Kirche::N,царква,сүм
559,Sünde::N,грэх,нүгэл
560,Sünde::N,грэх,хилэнц
561,Gott::N,бог,бурхан
562,Arbeiter::N,рабочы,ажилчин
563,Arbeiter::N,рабочы,хөдөлмөрчин
564,Chef::N,начальнік,дарга
565,Meister::N,майстар,дархан
566,Arzt::N,урач,эмч
567,Lehrer::N,настаўнік,багш
568,Geld::N,грошы,цаас
569,Geld::N,грошы,мөнгө
570,Geschäft::N,заняцце,наймаа
571,Laden::N,крама,дэлгүүр
572,Laden::N,магазін,дэлгүүр
573,Preis::N,цана,үнэ
574,Ware::N,тавар,таваар
575,Ware::N,тавар,бараа
576,Nutzen::N,выгада,ашиг
577,Reichtum::N,багацце,баялаг
578,Welt::N,свет,дэлхий
579,Welt::N,свет,орчлон
580,Land::N,краіна,улс
581,Land::N,краіна,орон
582,Staat::N,дзяржава,төр
583,Staat::N,дзяржава,гүрэн
584,König::N,кароль,ван
585,Macht::N,улада,засаг
586,Grenze::N,граніца,хил
587,Krieg::N,вайна,дайн
588,Feind::N,вораг,дайсан
589,Gewalt::N,насілле,хүчирхэх
590,Kampf::N,барацьба,тэмцэл
591,Kampf::N,барацьба,байлдаан
592,Bogen[Waffe]::N,лук,нум
593,Pfeil::N,страла,годил
594,Pfeil::N,страла,сум
595,Gewehr::N,ружжо,буу
596,Fehler::N,памылка,эндэл
597,Fehler::N,памылка,алдаа
598,Lüge::N,хлусня,худал
599,Schaden::N,шкода,хор
600,Schaden::N,шкода,хөнөөл
601,Unglück::N,ліха,гай
602,Unglück::N,ліха,гамшиг
603,Unglück::N,бядота,гай
604,Unglück::N,бядота,гамшиг
605,Schuld::N,віна,гэм
606,Schuld::N,віна,буруу
607,Alter::N,узрост,нас
608,Schluss::N,канец,эцэс
609,Schluss::N,канец,төгсгөл
610,Zeit::N,час,цаг
611,Tag::N,дзень,өдөр
612,Morgen::N,ранак,өглөө
613,Morgen::N,раніца,өглөө
614,Mittag::N,паўдня,үд
615,Mittag::N,поўдзень,үд
616,Abend::N,вечар,үдэш
617,Nacht::N,ноч,шөнө
618,Woche::N,тыдзень,долоо хоног
619,Monat::N,месяц,сар
620,Jahr::N,год,жил
621,Frühling::N,вясна,хавар
622,Sommer::N,лета,зун
623,Herbst::N,восень,намар
624,Winter::N,зіма,өвөл
625,Januar::N,студзень,нэгдүгээр сар
626,Februar::N,люты,хоёрдугаар сар
627,März::N,сакавік,гуравдугаар сар
628,April::N,красавік,дөрөвдүгээр сар
629,Mai::N,май,тавдугаар сар
630,Mai::N,травень,тавдугаар сар
631,Juni::N,чэрвень,зургаадугаар сар
632,Juli::N,ліпень,долдугаар сар
633,August::N,жнівень,наймдугаар сар
634,September::N,верасень,есдүгээр сар
635,Oktober::N,кастрычнік,аравдугаар сар
636,November::N,лістапад,арван нэгдүгээр сар
637,Dezember::N,снежань,арван хоёрдугаар сар
638,Montag::N,панядзелак,даваа
639,Dienstag::N,аўторак,мягмар
640,Mittwoch::N,серада,лхагва
641,Donnerstag::N,чацвер,пүрэв
642,Freitag::N,пятніца,баасан
643,Samstag::N,субота,бямба
644,Sonntag::N,нядзеля,ням
645,groß::A,вялікі,их
646,groß::A,вялікі,том
647,klein::A,маленькі,бага
648,klein::A,маленькі,жаахан
649,lang::A,доўгі,урт
650,kurz::A,кароткі,охор
651,kurz::A,кароткі,богино
652,breit::A,шырокі,өргөн
653,schmal::A,вузкі,уйтан
654,schmal::A,вузкі,нарийн
655,dicht::A,густы,нягт
656,dicht::A,густы,чигжүү
657,dick[Gegenstand]::A,тоўсты,зузаан
658,dünn::A,тонкі,нимгэн
659,fein::A,тонкі,нарийн
660,fest::A,моцны,бөх
661,fest::A,моцны,хатуу
662,flach::A,плоскі,хавтгай
663,glatt::A,гладкі,цагаан
664,hart::A,цвёрды,хатуу
665,weich::A,мяккі,зөөлөн
666,rund::A,круглы,дугуй
667,rund::A,круглы,дугариг
668,spitz::A,спічасты,шовх
669,spitz::A,спічасты,шовгор
670,spitz::A,востраканцовы,шовх
671,spitz::A,востраканцовы,шовгор
672,scharf::A,востры,хурц
673,scharf::A,востры,иртэй
674,stumpf::A,тупы,мохоо
675,schwer::A,цяжкі,хүнд
676,schön::A,прыгожы,гуа
677,schön::A,прыгожы,сайхан
678,heiß::A,гарачы,халуун
679,warm::A,цёплы,дулаан
680,kalt::A,холадны,хүйтэн
681,kühl::A,халаднаваты,сэрүүн
682,frisch::A,свежы,эрүүл
683,frisch::A,свежы,жихүүн
684,feucht::A,вільготны,чийгтэй
685,nass::A,мокры,нойтон
686,trocken::A,сухі,хатсан
687,voll::A,поўны,дүүрэн
688,leer::A,пусты,хоосон
689,offen::A,адкрыты,онгорхой
690,offen::A,адчынены,онгорхой
691,geschlossen::A,закрыты,битүү
692,geschlossen::A,закрыты,хаалтай
693,geschlossen::A,зачынены,битүү
694,geschlossen::A,зачынены,хаалтай
695,sauber::A,чысты,цэвэр
696,sauber::A,чысты,хиргүй
697,schmutzig::A,брудны,бохир
698,schmutzig::A,брудны,хиртэй
699,roh::A,сыры,түүхий
700,reif::A,спелы,болсон
701,lecker::A,смачны,амттай
702,süß::A,салодкі,амттай
703,süß::A,салодкі,чихэрлэг
704,bitter::A,горкі,гашуун
705,sauer::A,кіслы,эсгэлэн
706,hell::A,светлы,гэгээн
707,hell::A,светлы,гэрэлтэй
708,dunkel::A,цёмны,бараан
709,dunkel::A,цёмны,харанхуй
710,schwarz::A,чорны,хар
711,weiß::A,белы,цагаан
712,rot::A,чырвоны,улаан
713,gelb::A,жоўты,шар
714,blau::A,сіні,хөх
715,blau::A,сіні,цэнхэр
716,grün::A,зялёны,ногоон
717,grau::A,шэры,орог
718,grau::A,шэры,саарал
719,bunt::A,пяресты,эрээн
720,billig::A,танны,хямд
721,teuer::A,дарагі,үнэтэй
722,wertvoll::A,цэнны,үнэт
723,wertvoll::A,каштоўны,үнэт
724,blind::A,сляпы,сохор
725,taub::A,глухі,чих хатуу
726,kräftig::A,магутны,чийрэг
727,stark::A,сільны,хүчтэй
728,stark::A,сільны,чадалтай
729,schwach::A,слабы,сул
730,fett::A,тлусты,тарган
731,fett::A,тлусты,голигор
732,schlank::A,стройны,голшиг
733,hübsch::A,чароўны,сайхан
734,hübsch::A,чароўны,хөөрхөн
735,böse::A,злы,муу
736,böse::A,злы,хортой
737,dumm::A,дурны,тэнэг
738,faul::A,лянівы,залхуу
739,fleißig::A,руплівы,чармайлтгай
740,geizig::A,прагны,харамч
741,klug::A,разумны,цэцэн
742,geschickt::A,умелы,дүйтэй
743,lieb::A,мілы,хайрт
744,lustig::A,вясёлы,цэнгэлтэй
745,sanft::A,ласкавы,наалинхай
746,hungrig::A,галодны,өлөн
747,hungrig::A,галодны,өлссөн
748,krank::A,хворы,өвчтэй
749,nackt::A,голы,нүцгэн
750,traurig::A,сумны,гунигт
751,lebendig::A,жывы,амьд
752,lebendig::A,жывы,амьтай
753,gut::A,добры,сайн
754,schlecht::A,кепскі,муу
755,schlecht::A,кепскі,өөдгүй
756,richtig::A,правільны,зөв
757,richtig::A,правільны,зүйтэй
758,schlimm::A,агідны,муухай
759,wahr::A,сапраўдны,үнэн
760,wahr::A,сапраўдны,жинхэнэ
761,alt::A,стары,хуучин
762,neu::A,новы,шинэ
763,ehemalig::A,былы,агсан
764,ehemalig::A,былы,байсан
765,alt[Lebewesen]::A,стары,өвгөн
766,alt[Lebewesen]::A,стары,хижээл
767,jung::A,малады,залуу
768,arm::A,бедны,ядуу
769,reich::A,багаты,баян
770,reich::A,багаты,баялаг
771,bekannt::A,знаёмы,танил
772,berühmt::A,славуты,цуутай
773,berühmt::A,славуты,алдартай
774,fremd::A,чужы,харь
775,fremd::A,чужы,гадаад
776,verschieden::A,розны,ондоо
777,verschieden::A,розны,янз янзын
778,nah::A,блізкі,ойрын
779,nah::A,блізкі,дөтийн
780,fern::A,далёкі,холын
781,linker::A,левы,буруу
782,rechter::A,правы,баруун
783,anderer::A,іншы,өөр
784,anderer::A,іншы,нөгөө
785,anderer::A,другі,өөр
786,anderer::A,другі,нөгөө
787,erster::A,першы,нэгдэх
788,erster::A,першы,нэгдүгээр
789,zweiter::A,другі,хоёрдугаар
790,dritter::A,трэці,гуравдугаар
791,letzter::A,апошні,сүүлийн
792,allein::ADV,сам,ганцаараа
793,allein::ADV,адзін,ганцаараа
