,Concept_ID,ja,sv
869,klirren::V,がらんがらんと鳴る,klirra
870,brausen::V,逆巻く,brusa
871,rauschen::V,戦ぐ,susa
872,klingen::V,鳴る,låta
873,klingen::V,鳴る,klinga
874,bellen::V,吠える,skälla
875,heulen::V,きゃんきゃん鳴く,yla
876,heulen::V,きゃんきゃん鳴く,tjuta
877,blasen::V,吹く,blåsa
878,pfeifen::V,口笛を吹く,vissla
879,schreien::V,叫ぶ,skrika
880,stöhnen::V,うめく,stöna
881,zittern::V,震える,darra
882,zittern::V,震える,skälva
883,leben::V,生きている,leva
884,geboren werden::V,生まれる,födas
885,atmen::V,呼吸する,andas
886,trinken::V,飲む,dricka
887,essen::V,食べる,äta
888,schlucken::V,飲み込む,svälja
889,müde werden::V,眠くなる,tröttna
890,einschlafen::V,寝付く,somna
891,schlafen::V,眠る,sova
892,aufwachen::V,目が覚める,vakna
893,aufstehen::V,起きる,stiga upp
894,sich erholen::V,休養する,repa sig
895,sich erholen::V,休養する,hämta sig
896,krank werden::V,病気になる,insjukna
897,krank sein::V,病気である,vara sjuk
898,schmerzen::V,痛む,smärta
899,schmerzen::V,痛む,göra ont
900,husten::V,咳をする,hosta
901,genesen::V,元気になる,tillfriskna
902,sterben::V,死ぬ,dö
903,sterben::V,亡くなる,dö
904,umkommen::V,死亡する,omkomma
905,sich bewegen::V,移動する,röra sig
906,sich rühren::V,動く,röra på sig
907,sich erheben::V,立ち上がる,resa sig
908,sich setzen::V,座る,sätta sig
909,hinfallen::V,転ぶ,falla omkull
910,laufen::V,歩く,löpa
911,schreiten::V,跨ぐ,skrida
912,spazierengehen::V,散歩する,promenera
913,eilen::V,急ぐ,ila
914,sich beeilen::V,焦る,skynda sig
915,sausen::V,疾駆する,susa
916,rennen::V,走る,löpa
917,rennen::V,走る,springa
918,springen::V,跳ぶ,hoppa
919,klettern::V,よじ登る,klättra
920,schaukeln::V,ぶらんこに乗る,gunga
921,kriechen::V,這う,kräla
922,schwimmen::V,泳ぐ,simma
923,tauchen::V,潜る,dyka
924,rudern::V,漕ぐ,ro
925,fahren::V,行く,köra
926,fahren::V,乗車する,köra
927,fliegen::V,飛ぶ,flyga
928,gehen::V,行く,gå
929,weggehen::V,立ち去る,gå bort
930,abfahren::V,出発する,resa
931,abfahren::V,出発する,avresa
932,anhalten::V,止まる,stanna
933,hineingehen::V,入る,gå in
934,eintreten::V,中に入る,träda in
935,kommen::V,来る,komma
936,ankommen::V,着く,ankomma
937,ankommen::V,到着する,ankomma
938,zurückkommen::V,帰る,återkomma
939,bleiben::V,留まる,bli
940,bleiben::V,留まる,förbli
941,warten::V,待つ,vänta
942,erwarten::V,期待する,vänta
943,suchen::V,探る,leta
944,finden::V,見つける,finna
945,versuchen::V,試す,försöka
946,vorbereiten::V,準備する,förbereda
947,lieben::V,愛する,älska
948,mögen::V,好きである,tycka om
949,lachen::V,笑う,skratta
950,rühren::V,感情を動かす,röra
951,weinen::V,泣く,gråta
952,schimpfen::V,叱る,skälla
953,sich ärgern::V,怒る,förargas
954,sich ärgern::V,腹を立てる,förargas
955,sich fürchten::V,怖がる,vara rädd
956,fürchten::V,恐れる,frukta
957,fliehen::V,逃げる,fly
958,fliehen::V,逃げる,rymma
959,flüchten::V,逃亡する,fly
960,sehen::V,見る,se
961,anschauen::V,眺める,se på
962,anschauen::V,眺める,betrakta
963,ansehen::V,見る,åse
964,hören::V,聞く,höra
965,zuhören::V,聴く,höra på
966,zuhören::V,聴く,lyssna till
967,probieren::V,食べてみる,smaka
968,probieren::V,食べてみる,smaka på
969,riechen::V,気取る,lukta
970,fühlen::V,感じる,känna
971,scheinen::V,ように見える,verka
972,scheinen::V,ように見える,tyckas
973,zu sehen sein::V,見える,synas
974,zu sehen sein::V,見える,kunna ses
975,vernehmen::V,承る,få veta
976,vernehmen::V,承る,förnimma
977,frieren::V,寒気がする,frysa
978,tun::V,する,göra
979,können::V,出来る,kunna
980,wollen::V,-たい,vilja
981,anfangen::V,始める,börja
982,beenden::V,終える,avsluta
983,aufhören::V,止める,sluta
984,aufhören::V,止める,upphöra
985,gelingen::V,成功する,lyckas
986,geraten::V,当たる,bli
987,öffnen::V,開く,öppna
988,öffnen::V,開ける,öppna
989,schließen::V,閉める,låsa
990,schließen::V,閉める,stänga
991,stellen::V,置く,ställa
992,stellen::V,据える,ställa
993,setzen::V,座らせる,sätta
994,legen::V,置く,lägga
995,berühren::V,触る,beröra
996,berühren::V,触れる,beröra
997,verbinden::V,結びつける,förbinda
998,bedecken::V,覆う,täcka
999,bedecken::V,覆う,betäcka
1000,aufhängen::V,掛ける,hänga
1001,aufhängen::V,掛ける,hänga upp
1002,anzünden::V,燃やす,tända
1003,anzünden::V,燃やす,antända
1004,anzünden::V,燃やす,tända på
1005,anzünden::V,火をつける,tända
1006,anzünden::V,火をつける,antända
1007,anzünden::V,火をつける,tända på
1008,aufheben::V,拾う,lyfta
1009,zurücklassen::V,残す,lämna
1010,zurücklassen::V,残す,efterlämna
1011,verlieren::V,無くす,mista
1012,verlieren::V,無くす,förlora
1013,fallen lassen::V,落とす,tappa
1014,fallen lassen::V,落とす,släppa
1015,machen::V,作る,göra
1016,herstellen::V,製造する,tillverka
1017,herstellen::V,製造する,framställa
1018,bauen::V,建設する,bygga
1019,reparieren::V,直す,reparera
1020,reparieren::V,修理する,reparera
1021,verbessern::V,改良する,rätta
1022,verbessern::V,改良する,förbättra
1023,ändern::V,変える,ändra
1024,ändern::V,変える,förändra
1025,graben::V,掘る,gräva
1026,beugen::V,折る,böja
1027,biegen::V,曲げる,böja
1028,biegen::V,曲げる,kröka
1029,drehen::V,回す,vrida
1030,wenden::V,裏返す,vända
1031,umdrehen::V,裏返す,vrida om
1032,heben::V,挙げる,häva
1033,hochheben::V,持ち上げる,lyfta
1034,ergreifen::V,取り上げる,gripa
1035,halten::V,持つ,hålla
1036,drücken::V,押す,trycka
1037,schieben::V,ずらす,skjuta
1038,kratzen::V,引っ掻く,riva
1039,kratzen::V,引っ掻く,skrapa
1040,lecken::V,なめる,slicka
1041,beißen::V,噛む,bita
1042,abreißen::V,剝ぎ取る,slita_av
1043,abreißen::V,剝ぎ取る,riva_av
1044,abschneiden::V,切り取る,skära av
1045,binden::V,縛る,binda
1046,stecken::V,差し込む,sticka
1047,brechen::V,破る,bryta
1048,brechen::V,破る,brista
1049,klopfen::V,とんとん叩く,banka
1050,klopfen::V,とんとん叩く,klappa
1051,hauen::V,叩く,hugga
1052,kleben::V,貼る,klistra
1053,kleben::V,くっ付ける,klistra
1054,reiben::V,擦る,gnida
1055,streichen::V,塗る,smörja
1056,schleifen::V,研ぐ,slipa
1057,schneiden::V,切る,skära
1058,schneiden::V,切る,klippa
1059,rütteln::V,揺さぶる,skaka
1060,schütteln::V,振る,rista
1061,schütteln::V,揺さぶる,rista
1062,schwenken::V,振る,svänga
1063,schütten::V,注ぐ,hälla
1064,füllen::V,いっぱいにする,fylla
1065,einwickeln::V,包む,slå in
1066,einwickeln::V,包む,veckla in
1067,tragen::V,運ぶ,bära
1068,schleppen::V,引きずる,släpa
1069,ziehen::V,引く,dra
1070,aufbewahren::V,預かる,förvara
1071,aufbewahren::V,預かる,ta vara på
1072,werfen::V,投げる,kasta
1073,fangen::V,受ける,fånga
1074,packen::V,掴む,gripa
1075,packen::V,掴む,gripa tag
1076,verstecken::V,隠す,gömma
1077,teilen::V,分ける,dela
1078,schicken::V,送る,skicka
1079,bringen::V,持って行く,bringa
1080,hinzufügen::V,加える,tillägga
1081,bekommen::V,得る,få
1082,bekommen::V,得る,erhålla
1083,erhalten::V,受ける,få
1084,erhalten::V,受ける,erhålla
1085,nehmen::V,取る,ta
1086,nehmen::V,取る,taga
1087,wählen::V,選ぶ,välja
1088,auswählen::V,選ぶ,utvälja
1089,bewahren::V,保存する,bevara
1090,behindern::V,妨害する,hindra
1091,behindern::V,妨害する,förhindra
1092,verderben::V,台無しにする,förstöra
1093,beschädigen::V,損傷する,skada
1094,zerbrechen::V,割る,bryta isär
1095,zerbrechen::V,割る,bryta sönder
1096,zerreißen::V,引き裂く,riva sönder
1097,zerreißen::V,引き裂く,slita sönder
1098,zerstören::V,破壊する,förstöra
1099,verbrennen::V,焼く,bränna
1100,verbrennen::V,焼く,bränna upp
1101,geben::V,上げる,ge
1102,reichen::V,渡す,räcka
1103,schenken::V,贈る,skänka
1104,versprechen::V,約束する,lova
1105,wünschen::V,望む,önska
1106,loben::V,褒める,lova
1107,loben::V,褒める,beröma
1108,küssen::V,キスする,pussa
1109,wiegen::V,揺する,vagga
1110,zudecken::V,覆う,täcka
1111,wecken::V,起こす,väcka
1112,zeigen::V,見せる,visa
1113,führen::V,案内する,föra
1114,lehren::V,教える,lära
1115,unterrichten::V,通知する,undervisa
1116,aufziehen::V,育てる,uppfostra
1117,leiten::V,導く,leda
1118,antreiben::V,励ます,driva på
1119,lassen::V,～させる,få att
1120,einladen::V,誘う,bjuda
1121,einladen::V,誘う,inbjuda
1122,einladen::V,招待する,bjuda
1123,einladen::V,招待する,inbjuda
1124,vereinigen::V,一つにする,förena
1125,besuchen::V,訪ねる,besöka
1126,treffen::V,出会う,möta
1127,treffen::V,出会う,träffa
1128,sich versammeln::V,集まる,församla sig
1129,spielen::V,遊ぶ,leka
1130,spielen::V,遊ぶ,spela
1131,singen::V,歌う,sjunga
1132,tanzen::V,踊る,dansa
1133,sich trennen::V,別れる,skiljas
1134,verlassen::V,別れる,lämna
1135,verlassen::V,別れる,överge
1136,retten::V,救う,rädda
1137,retten::V,助ける,rädda
1138,bewachen::V,見張る,bevaka
1139,bewachen::V,軽微する,bevaka
1140,schützen::V,保護する,skydda
1141,schützen::V,保護する,beskydda
1142,verteidigen::V,守る,försvara
1143,sich schlagen::V,殴る,slåss
1144,schießen::V,撃つ,skjuta
1145,siegen::V,勝つ,segra
1146,ärgern::V,怒らせる,förarga
1147,schlagen::V,殴る,slå
1148,treten::V,蹴る,sparka
1149,stechen::V,突く,sticka
1150,stoßen::V,突く,stöta
1151,stehlen::V,盗る,stjäla
1152,stören::V,構う,störa
1153,belästigen::V,邪魔する,genera
1154,belästigen::V,邪魔する,besvära
1155,verbergen::V,隠す,dölja
1156,täuschen::V,だます,vilseleda
1157,betrügen::V,だます,bedra
1158,töten::V,殺す,döda
1159,wohnen::V,住む,bo
1160,arbeiten::V,働く,arbeta
1161,sammeln::V,集める,samla
1162,sammeln::V,収集する,samla
1163,pflücken::V,摘む,plocka
1164,jagen::V,狩りをする,jaga
1165,fischen::V,釣る,fiska
1166,fassen::V,捕る,fånga
1167,hüten::V,放牧する,vakta
1168,treiben::V,追う,driva
1169,anbinden::V,繋ぐ,binda fast
1170,füttern::V,餌をやる,fodra
1171,melken::V,搾乳する,mjölka
1172,hacken::V,刻む,hacka
1173,gießen::V,水をやる,hälla
1174,gießen::V,水をやる,vattna
1175,reifen::V,熟す,mogna
1176,zubereiten::V,調理する,tillaga
1177,zubereiten::V,調理する,tillreda
1178,kochen::V,煮る,koka
1179,backen::V,焼く,baka
1180,braten::V,焼く,steka
1181,braten::V,炒める,steka
1182,umrühren::V,混ぜる,röra om
1183,stricken::V,編む,sticka
1184,nähen::V,縫う,sy
1185,färben::V,染める,färga
1186,reinigen::V,掃除する,rensa
1187,reinigen::V,掃除する,rengöra
1188,waschen::V,洗う,tvätta
1189,waschen::V,洗濯する,tvätta
1190,abwischen::V,拭く,torka av
1191,spülen::V,洗う,spola
1192,spülen::V,洗う,skölja
1193,spülen::V,すすぐ,spola
1194,spülen::V,すすぐ,skölja
1195,fegen::V,掃除する,feja
1196,kehren::V,掃く,sopa
1197,baden::V,入浴する,bada
1198,sich waschen::V,洗う,tvätta sig
1199,ausziehen::V,脱ぐ,ta av
1200,anziehen::V,着る,ta på
1201,sich anziehen::V,着る,klä på sig
1202,kämmen::V,梳く,kamma
1203,schmücken::V,飾る,pynta
1204,schmücken::V,飾る,smycka
1205,sagen::V,言う,säga
1206,sprechen::V,話す,tala
1207,reden::V,話す,tala
1208,reden::V,話す,prata
1209,sich unterhalten::V,話をする,prata
1210,fragen::V,聞く,fråga
1211,fragen::V,聞く,spörja
1212,bitten::V,頼む,be
1213,bitten::V,お願いする,be
1214,erzählen::V,物語る,berätta
1215,mitteilen::V,伝える,meddela
1216,nennen::V,名づける,kalla
1217,rufen::V,呼ぶ,ropa
1218,prahlen::V,自慢する,pråla
1219,prahlen::V,自慢する,skryta
1220,übersetzen::V,訳す,tolka
1221,übersetzen::V,訳す,översätta
1222,denken::V,考える,tänka
1223,glauben::V,信じる,tro
1224,bemerken::V,気が付く,uppmärksamma
1225,bemerken::V,気が付く,lägga märke till
1226,erkennen::V,認識する,känna igen
1227,begreifen::V,分かる,begripa
1228,verstehen::V,聞き取る,förstå
1229,lernen::V,学ぶ,lära sig
1230,lernen::V,勉強する,lära sig
1231,wissen::V,知っている,veta
1232,sich erinnern an::V,思い出す,minnas
1233,sich erinnern an::V,思い出す,komma ihåg
1234,vergessen::V,忘れる,glömma
1235,messen::V,計る,mäta
1236,messen::V,測定する,mäta
1237,zählen::V,数える,räkna
1238,rechnen::V,計算する,räkna
1239,lesen::V,読む,läsa
1240,malen::V,描く,måla
1241,zeichnen::V,写生する,teckna
1242,schreiben::V,書く,skriva
1243,besitzen::V,所持する,äga
1244,besitzen::V,所持する,besitta
1245,kaufen::V,買う,köpa
1246,verkaufen::V,売る,sälja
1247,bezahlen::V,払う,betala
1248,zahlen::V,支払う,betala
1249,beherrschen::V,支配する,behärska
1250,ertragen::V,耐える,tåla
1251,ertragen::V,耐える,uthärda
