,Concept_ID,mdf,ga
89,Staub::N,пуль,dusta
90,Staub::N,пуль,deannach
91,Rauch::N,качам,toit
92,Rauch::N,качам,deatach
93,Funke::N,ця́тка,drithle
94,Feuer::N,тол,tine
95,Licht::N,ва́лда,solas
96,Schatten::N,цильф,scáth
97,Wetter::N,уша,aimsir
98,Nebel::N,тума́н,ceo
99,Wolke::N,ковол,néal
100,Wolke::N,ковол,scamall
101,Regen::N,пизем,báisteach
102,Regen::N,пизем,fearthainn
103,Schnee::N,лов,sneachta
104,Eis::N,эй,oighear
105,Frost::N,ке́льме,sioc
106,Kälte::N,якшама,fuacht
107,Hitze::N,пси,teas
108,Hitze::N,пси,teocht
109,Raureif::N,леш,sioc bán
110,Regenbogen::N,а́тямъёнга,stua ceatha
111,Regenbogen::N,а́тямъёнга,bogha báistí
112,Donner::N,атям,toirneach
113,Strömung::N,шудема́,sruth
114,Tropfen::N,путькс,deoir
115,Tropfen::N,пътняфкс,deoir
116,Schaum::N,шов,cúr
117,Schmutz::N,ърда́з,salachar
118,See::N,эрьхке,loch
119,Sumpf::N,шяй,portach
120,Moor::N,шяй,caorán
121,Moor::N,шяй,móinteán
122,Wiese::N,луга,cluain
123,Wiese::N,луга,móinéar
124,Wald::N,вирь,coill
125,Wald::N,вирь,foraois
126,Hügel::N,губо́р,ard
127,Hügel::N,пандоня,ard
128,Anhöhe::N,губо́р,ard
129,Anhöhe::N,губо́р,ardán
130,Berg::N,панда,sliabh
131,Gipfel::N,пря,barr
132,Gipfel::N,пря,mullach
133,Höhle::N,у́нда,uaimh
134,Höhle::N,у́нда,pluais
135,Abhang::N,па́нда ша́ма,fána
136,Quelle::N,эшиня,foinse
137,Bach::N,шудерькс,sruthán
138,Fluss::N,ляй,abhainn
139,Ufer::N,търва́,bruach
140,Küste::N,ляйтърва́,cósta
141,Küste::N,ляйтърва́,cladach
142,Festland::N,мода,míntír
143,Meer::N,моря,muir
144,Meer::N,моря,farraige
145,Bucht::N,ведьуське,bá
146,Bucht::N,ведьуське,cuan
147,Insel::N,цёнга,inis
148,Insel::N,цёнга,oileán
149,Blume::N,панчф,bláth
150,Gras::N,тише,féar
151,Wurzel::N,юр,rúta
152,Wurzel::N,юр,fréamh
153,Wurzel::N,ункс,rúta
154,Wurzel::N,ункс,fréamh
155,Baum::N,шуфта,crann
156,Stamm::N,ро́нга,stoc
157,Stamm::N,ро́нга,tamhan
158,Rinde::N,кер,coirt
159,Rinde::N,кер,craiceann
160,Ast::N,морга,géag
161,Zweig::N,тарад,géag
162,Zweig::N,тарад,craobh
163,Blatt::N,лопа,duille
164,Blatt::N,лопа,duilleog
165,Birke::N,ке́лу,beith
166,Birke::N,ке́лу,crann beithe
167,Kiefer[Baum]::N,пиче,péine
168,Weide[Baum]::N,каль,saileach
169,Tanne::N,куз,giúis
170,Horn::N,сюра,adharc
171,Feder::N,толга,cleite
172,Fell::N,кедь,clúmh
173,Flügel::N,паця,eite
174,Flügel::N,паця,sciathán
175,Klaue::N,кенже,crúb
176,Klaue::N,кенже,crobh
177,Kralle::N,кенже,crobh
178,Schwanz::N,пула,eireaball
179,Ei::N,ал,ubh
180,Nest::N,пиза,nead
181,Bau::N,пиза,brocais
182,Tier::N,жува́та,ainmhí
183,Tier::N,жува́та,beithíoch
184,Herde::N,нал,tréad
185,Herde::N,стада,tréad
186,Kuh::N,скал,bó
187,Kuh::N,тракс,bó
188,Bulle::N,бука,tarbh
189,Pferd::N,лишме,each
190,Pferd::N,лишме,capall
191,Schaf::N,уча́,caora
192,Schwein::N,тува,muc
193,Hund::N,пине,madra
194,Katze::N,катоня,cat
195,Katze::N,аваката,cat
196,Bär::N,офта,béar
197,Eichhörnchen::N,ур,iora
198,Elch::N,ся́рда,eilc
199,Fuchs::N,келазь,sionnach
200,Fuchs::N,келазь,madra rua
201,Hase::N,ну́мол,giorria
202,Maus::N,шеер,luch
203,Wolf::N,върьгаз,mac tíre
204,Vogel::N,нармонь,éan
205,Schwarm::N,ко́вол,saithe
206,Schwarm::N,ме́швеле,saithe
207,Huhn::N,сараз,cearc
208,Hahn::N,а́тякш,coileach
209,Gans::N,маци,gé
210,Adler::N,куцькан,iolar
211,Ente::N,яксярга,lacha
212,Eule::N,ко́рож,ulchabhán
213,Kranich::N,ка́рга,grús
214,Krähe::N,ва́рси,caróg
215,Krähe::N,ва́рси,préachán
216,Kuckuck::N,ку́ку,cuach
217,Schwan::N,ло́ксти,eala
218,Fisch::N,кал,iasc
219,Barsch::N,о́кунь,péirse
220,Hecht::N,щу́ка,liús
221,Schlange[Tier]::N,куй,nathair
222,Wurm::N,сукс,péist
223,Spinne::N,унжа́,damhán alla
224,Ameise::N,панжам,seangán
225,Laus::N,си,míol
226,Mücke::N,ся́ське,muiscít
227,Mücke::N,ся́ське,corrmhíol
228,Fliege::N,кару,cuil
229,Fliege::N,кару,cuileog
230,Schmetterling::N,ме́лав,féileacán
231,Beere::N,и́мож,caor
232,Apfel::N,марь,úll
233,Pilz::N,панга,beacán
234,Pilz::N,панга,muisiriún
235,Zwiebel::N,шурьхкя́,oinniún
236,Saat::N,видьмот,síol
237,Korn::N,сёра,gráinne
238,Heu::N,тише,féar
239,Schale::N,кедь,scaimh
240,Grube::N,лотка,poll
241,Falle::N,туфкс,gaiste
242,Falle::N,кунда́ма,gaiste
243,Schlinge::N,килькш,sealán
244,Spur::N,пильгоки́,rian
245,Asche::N,кулу,luaith
246,Dreck::N,ърда́з,salachar
247,Eisen::N,кшни,iarann
248,Gold::N,ока,ór
249,Gold::N,золота,ór
250,Silber::N,сия́,airgead
251,Kohle::N,седь,gual
252,Kohle::N,седьвальмя,gual
253,Glas::N,кля́нцек,gloine
254,Lehm::N,сёвонь,cré
255,Sand::N,шува́р,gaineamh
256,Mensch::N,ломань,duine
257,Mann::N,аля,fear
258,Mann::N,цёраломань,fear
259,Frau::N,ава,bean
260,Kind::N,идь,gasúr
261,Kind::N,идь,páiste
262,Kind::N,шаба,gasúr
263,Kind::N,шаба,páiste
264,Junge::N,цёраня,buachaill
265,Mädchen::N,стирня́,cailín
266,Familie::N,тнал,teaghlach
267,Familie::N,тнал,comhluadar
268,Familie::N,семья,teaghlach
269,Familie::N,семья,comhluadar
270,Großvater::N,атя,seanathair
271,Großvater::N,щя́тя,seanathair
272,Großmutter::N,баба,seanmháthair
273,Eltern::N,тя́дят-а́лят,tuismitheoirí
274,Vater::N,аля,athair
275,Mutter::N,ава,máthair
276,Mutter::N,тядя,máthair
277,Sohn::N,цёра,mac
278,Tochter::N,стирь,iníon
279,Bruder::N,дуган,deartháir
280,Bruder::N,пяльне,deartháir
281,Schwester::N,ака,deirfiúr
282,Schwester::N,сазор,deirfiúr
283,Onkel::N,оця,uncail
284,Onkel::N,патя,uncail
285,Onkel::N,щеня́,uncail
286,Tante::N,ака,aintín
287,Tante::N,щака,aintín
288,Ehemann::N,мирде,fear céile
289,Ehefrau::N,ърьвя́,bean chéile
290,Freude::N,ке́нярдема,áthas
291,Gelächter::N,рахсема,gáire
292,Glück::N,паваз,séan
293,Glück::N,паваз,sonas
294,Kummer::N,ризф,brón
295,Kummer::N,ризф,buairt
296,Kummer::N,пичефкс,brón
297,Kummer::N,пичефкс,buairt
298,Wunsch::N,мяль,guí
299,Wunsch::N,мяль,achainí
300,Wunsch::N,таколдома,guí
301,Wunsch::N,таколдома,achainí
302,Lust::N,таколдома,fonn
303,Geist::N,вайме,meon
304,Geist::N,вайме,spiorad
305,Gedanke::N,мяль,smaoineamh
306,Gedächtnis::N,прявий,cuimhne
307,Verstand::N,прявий,ciall
308,Verstand::N,прявий,intinn
309,Sinn::N,ён,brí
310,Sinn::N,ён,ciall
311,Grund::N,туфта́л,fáth
312,Wahrheit::N,ви́де,fírinne
313,Wahrheit::N,видеши́,fírinne
314,Gespräch::N,корхтама,comhrá
315,Märchen::N,ёфкс,scéal
316,Erzählung::N,азкс,scéal
317,Nachricht::N,куля́,teachtaireacht
318,Neuigkeit::N,куля́,scéala
319,Name::N,лем,ainm
320,Rätsel::N,со́дама ёфкс,tomhas
321,Rede::N,вал,óráid
322,Rede::N,вал,aitheasc
323,Rede::N,корхтама,óráid
324,Rede::N,корхтама,aitheasc
325,Sprache::N,кяль,teanga
326,Stimme::N,вайгяль,guth
327,Wort::N,вал,focal
328,Zeichen::N,тя́ште,comhartha
329,Zeichen::N,тя́штькс,comhartha
330,Ruf::N,тердема,glaoch
331,Lärm::N,гайф,torann
332,Lärm::N,жалакодома,torann
333,Laut::N,вайгяль,fuaim
334,Ton::N,вайгяль,ton
335,Lied::N,мора,amhrán
336,Ruhe::N,сетьме,suaimhneas
337,Leute::N,ломатть,muintir
338,Volk::N,наро́д,pobal
339,Arbeit::N,тев,obair
340,Gast::N,и́нжи,aoi
341,Gast::N,ко́нак,aoi
342,Geschenk::N,казне,féirín
343,Geschenk::N,казне,bronntanas
344,Spiel::N,налхкома,cluiche
345,Spiel::N,налхксема,cluiche
346,Gesellschaft::N,кружок,comhluadar
347,Hilfe::N,лездома,cúnamh
348,Hilfe::N,лездома,cabhair
349,Freund::N,я́лга,cara
350,Kamerad::N,я́лга,comrádaí
351,Angelegenheit::N,тев,ábhar
352,Anzahl::N,лувкс,líon
353,Art::N,вид,sórt
354,Art::N,вид,saghas
355,Stück::N,пакш,píosa
356,Teil::N,часть,cuid
357,Teil::N,часть,páirt
358,Teil::N,пялькс,cuid
359,Teil::N,пялькс,páirt
360,Hälfte::N,пяле,leath
361,Kreis::N,шаркс,ciorcal
362,Kreuz::N,крёз,cros
363,Linie::N,межа,líne
364,Linie::N,китькс,líne
365,Strich::N,межа,stríoc
366,Abstand::N,ётка,achar
367,Entfernung::N,ётка,fad
368,Gegend::N,ва́ста,ceantar
369,Gegend::N,перьфпя́ль,ceantar
370,Platz::N,ва́ста,áit
371,Platz::N,ва́ста,spás
372,Ort::N,ва́ста,áit
373,Seite::N,пяле,taobh
374,Mitte::N,кучка́,lár
375,Gegenstand::N,веща,ball
376,Gegenstand::N,веща,ábhar
377,Sache::N,тев,ní
378,Sache::N,тев,rud
379,Sache::N,веща,ní
380,Sache::N,веща,rud
381,Rand::N,пе,imeall
382,Rand::N,пе,ciumhais
383,Kante::N,и́рдез,corr
384,Kante::N,и́рдез,colbha
385,Ecke::N,ужа,coirnéal
386,Spitze::N,пря,gob
387,Spitze::N,пря,barr
388,Ende::N,пе,ceann
389,Ende::N,пе,foirceann
390,Loch::N,варя,poll
391,Winkel::N,ужа,cúinne
392,Winkel::N,ужа,uillinn
393,Muster::N,сёрма,patrún
394,Größe::N,серь,méid
395,Größe::N,серь,toise
396,Länge::N,кува́лма,fad
397,Höhe::N,серь,airde
398,Gewicht::N,сталма,meáchan
399,Menge::N,лувкс,méid
400,Haufen::N,мар,cnap
401,Reihe::N,ряд,líne
402,Reihe::N,ряд,sraith
403,Boot::N,венеж,bád
404,Ruder::N,миле,rámh
405,Ruder::N,миле,maide rámha
406,Schlitten::N,ну́рда,carr sleamhnáin
407,Ski::N,сокс,scí
408,Lagerfeuer::N,то́лмар,tine champa
409,Last::N,канкс,ualach
410,Last::N,сталма,ualach
411,Gang::N,молема,siúlóid
412,Schritt::N,аськолкс,céim
413,Schritt::N,аськолкс,coiscéim
414,Norden::N,якшама шире,tuaisceart
415,Süden::N,ля́мбе ши́ре,deisceart
416,Westen::N,ши валгома шире,iarthar
417,Osten::N,шинь стяма шире,oirthear
418,Holz::N,вирь,adhmad
419,Holz::N,шуфта,adhmad
420,Brett::N,лавця,clár
421,Platte::N,плита́,leac
422,Stütze::N,неже,taca
423,Stange::N,олга,polla
424,Stange::N,олга,cuaille
425,Stock::N,байдек,bata
426,Stock::N,байдек,maide
427,Stab::N,олгоня,maide
428,Stab::N,олгоня,bachall
429,Rohr::N,турама,píopa
430,Haus::N,куд,teach
431,Heim::N,куд,baile
432,Ofen::N,пянакуд,sornóg
433,Fußboden::N,кия́кс,urlár
434,Tisch::N,шра,bord
435,Tisch::N,шра,tábla
436,Tisch::N,моркш,bord
437,Tisch::N,моркш,tábla
438,Stuhl::N,стул,cathaoir
439,Wiege::N,нюря́м,cliabhán
440,Bett::N,ацам,leaba
441,Regal::N,лавцяланга,seilf
442,Kiste::N,парга,bosca
443,Fenster::N,валмья,fuinneoig
444,Tür::N,кенкш,doras
445,Tor::N,ортат,geata
446,Zaun::N,перяфкс,fál
447,Zaun::N,перяфкс,claí
448,Dach::N,кудпря,díon
449,Leiter::N,куцема,dréimire
450,Besen::N,тяльме,scuab
451,Spaten::N,ка́йме,spád
452,Spaten::N,ка́йме,rámhainn
453,Schaufel::N,ко́поня,sluasaid
454,Schaufel::N,ця́рдом,sluasaid
455,Gabel::N,ця́нгоня,forc
456,Gabel::N,ця́нгоня,gabhlóg
457,Löffel::N,куцю,spúnóg
458,Messer::N,пеель,scian
459,Nagel::N,эска,tairne
460,Haken::N,кя́чказ,croch
461,Griff::N,недь,cos
462,Griff::N,недь,hanla
463,Griff::N,кунда́мка,cos
464,Griff::N,кунда́мка,hanla
465,Schloss::N,замо́к,glas
466,Bild::N,карти́на,pictiúr
467,Figur::N,ронга-понда,fíor
468,Puppe::N,ня́ка,bábóg
469,Beutel::N,кяскав,mála
470,Beutel::N,кяскав,mealbhóg
471,Bündel::N,кярьме,beart
472,Tasche::N,кошяльня,mála
473,Eimer::N,ве́дарка,buicéad
474,Deckel::N,тавадкс,clár
475,Deckel::N,тавадкс,claibín
476,Deckel::N,вельхкс,clár
477,Deckel::N,вельхкс,claibín
478,Geschirr::N,кядьге,soithí
479,Geschirr::N,кядьге,gréithe
480,Sack::N,кяскав,sac
481,Sack::N,кяскав,mála
482,Tasse::N,ша́ваня,cupán
483,Topf::N,кавозь,pota
484,Kessel::N,сргавозь,citeal
485,Essen::N,ярхцама,béile
486,Nahrung::N,ярхцампяль,bia
487,Speise::N,ярхцама,mias
488,Fleisch::N,пал,feoil
489,Fleisch::N,сиволь,feoil
490,Getreide::N,сёра,grán
491,Getreide::N,сёра,arbhar
492,Brei::N,ям,brúitín
493,Brot::N,кши,arán
494,Scheibe::N,кочам,píosa
495,Scheibe::N,кочам,slisne
496,Fett::N,куя́,saill
497,Fett::N,куя́,méathras
498,Butter::N,вай,im
499,Öl::N,вай,ola
500,Salz::N,сал,salann
501,Suppe::N,шонгарям,sú
502,Suppe::N,шонгарям,anraith
503,Suppe::N,коршампяль,sú
504,Suppe::N,коршампяль,anraith
505,Honig::N,медь,mil
506,Milch::N,лофца,bainne
507,Tee::N,чай,tae
508,Leder::N,кедь,leathar
509,Wolle::N,пона,olann
510,Stoff::N,котф,éadach
511,Nadel::N,салмокс,snáthaid
512,Faden::N,сюре,snáth
513,Knopf::N,пуня,cnaipe
514,Knoten::N,сюлма,snaidhm
515,Farbe::N,архтомбяль,péint
516,Kleidung::N,щам,éadaí
517,Hemd::N,па́нар,léine
518,Kragen::N,сиве,bóna
519,Ärmel::N,ожа,muinchille
520,Hose::N,понкст,bríste
521,Hose::N,понкст,treabhsar
522,Gürtel::N,каркс,crios
523,Mütze::N,вазь,caipín
524,Schuh::N,башма́к,bróg
525,Stiefel::N,кя́ме,buatais
526,Ring::N,суркс,fáinne
527,Band::N,керькс,ribín
528,Band::N,лента,ribín
529,Kamm::N,сюрьхцем,cíor
530,Spiegel::N,ванома,scáthán
531,Riemen::N,шнань каркс,iall
532,Riemen::N,шнань каркс,strapa
533,Schnur::N,пикс,téad
534,Schnur::N,пикс,sreangán
535,Schnur::N,карькскя,téad
536,Schnur::N,карькскя,sreangán
537,Leine::N,вядьме,iall
538,Decke::N,вельхкс,pluid
539,Decke::N,вельхкс,blaincéad
540,Kissen::N,тоду,piliúr
541,Kissen::N,тоду,adhartán
542,Tuch::N,руця́,scaif
543,Handtuch::N,на́рдама,tuáille
544,Kraft::N,вий,fórsa
545,Stärke::N,вииши,neart
546,Gesundheit::N,шумбраши́,sláinte
547,Krankheit::N,урма́,tinneas
548,Krankheit::N,урма́,breoiteacht
549,Krankheit::N,сярядема,tinneas
550,Krankheit::N,сярядема,breoiteacht
551,Schmerz::N,маряма,pian
552,Wunde::N,керф,goin
553,Fieber::N,маштыкс,fiabhras
554,Arznei::N,надо́бья,cógas
555,Arznei::N,пъчка́фтома,cógas
556,Brücke::N,седь,droichead
557,Brunnen::N,эши,tobar
558,Weide::N,ванома васта,féarach
559,Pfad::N,ян,cosán
560,Pfad::N,ян,conair
561,Pfad::N,киня́,cosán
562,Pfad::N,киня́,conair
563,Weg::N,ки,slí
564,Weg::N,ки,bealach
565,Straße::N,ки,bóthar
566,Dorf::N,веле,sráidbhaile
567,Stadt::N,ош,baile
568,Stadt::N,ош,cathair
569,Brief::N,сёрма,litir
570,Buch::N,книга,cín
571,Buch::N,книга,leabhar
572,Buchstabe::N,бу́ква,litir
573,Zeitung::N,газе́та,nuachtán
574,Leben::N,эряф,saol
575,Leben::N,эряф,beatha
576,Leben::N,эряма,saol
577,Leben::N,эряма,beatha
578,Tod::N,кулома́,bás
579,Grab::N,калма,uaigh
580,Kirche::N,це́рькав,eaglais
581,Sünde::N,пежеть,peaca
582,Sünde::N,муворкс,peaca
583,Gott::N,шкай,dia
584,Arbeiter::N,трудендай,oibrí
585,Arbeiter::N,работник,oibrí
586,Chef::N,азор,saoiste
587,Chef::N,азор,ceannasaí
588,Chef::N,оцюня,saoiste
589,Chef::N,оцюня,ceannasaí
590,Meister::N,мастяр,máistir
591,Arzt::N,врач,lia
592,Arzt::N,врач,dochtúir
593,Arzt::N,доктор,lia
594,Arzt::N,доктор,dochtúir
595,Lehrer::N,учи́тель,oide
596,Lehrer::N,учи́тель,múinteoir
597,Geld::N,ярмакт,airgead
598,Geschäft::N,ладяфкс,gnó
599,Geschäft::N,ладяф тев,gnó
600,Laden::N,ла́вка,siopa
601,Preis::N,питне,praghas
602,Ware::N,миф,earra
603,Ware::N,ра́маф,earra
604,Nutzen::N,пара,tairbhe
605,Nutzen::N,лезкс,tairbhe
606,Reichtum::N,ко́зяши,rachmas
607,Reichtum::N,ко́зяши,saibhreas
608,Welt::N,свет,domhan
609,Land::N,мастор,tír
610,Staat::N,государства,stát
611,König::N,король,rí
612,Macht::N,азорондама,cumhacht
613,Macht::N,азорксши,cumhacht
614,Grenze::N,ёткаян,críoch
615,Grenze::N,ёткаян,teorainn
616,Krieg::N,война́,cogadh
617,Feind::N,душман,namhaid
618,Feind::N,каршек тюри,namhaid
619,Gewalt::N,наругама,foréigean
620,Kampf::N,тюрема́,troid
621,Bogen[Waffe]::N,нал,bogha
622,Pfeil::N,нал,saighead
623,Gewehr::N,винто́вка,gunna
624,Fehler::N,эльбядькс,botún
625,Fehler::N,эльбядькс,meancóg
626,Lüge::N,васькафнема,bréag
627,Lüge::N,васькафнема,éitheach
628,Schaden::N,зия́н,dochar
629,Schaden::N,зия́н,damáiste
630,Unglück::N,зия́н,drochrath
631,Schuld::N,муворши,locht
632,Schuld::N,муворши,milleán
633,Alter::N,эряф кизот,aois
634,Alter::N,эряфонь пинге,aois
635,Schluss::N,пе,deireadh
636,Zeit::N,пинге,am
637,Zeit::N,пинге,aimsir
638,Tag::N,ши,lá
639,Morgen::N,шобдава,maidin
640,Mittag::N,шикучка,nóin
641,Abend::N,иля́дь,tráthnóna
642,Nacht::N,ве,oíche
643,Woche::N,недя́ля,seachtain
644,Monat::N,ков,mí
645,Jahr::N,киза,bliain
646,Frühling::N,тунда́,earrach
647,Sommer::N,киза,samhradh
648,Herbst::N,сёксе,fómhar
649,Winter::N,тяла,geimhreadh
650,Januar::N,кельмеков,Eanáir
651,Februar::N,уфайков,Feabhra
652,März::N,марайков,Márta
653,April::N,шудиков,Aibreán
654,Mai::N,панжиков,Bealtaine
655,Juni::N,лямбеков,Meitheamh
656,Juli::N,псиков,Iúil
657,August::N,сёроньков,Lúnasa
658,September::N,тюжягов,Meán Fómhair
659,Oktober::N,кельмазаков,Deireadh Fómhair
660,November::N,эйндамков,Samhain
661,November::N,эйндамков,Mí na Samhna
662,Dezember::N,кучкаков,Mí na Nollag
663,Montag::N,одговши,Luan
664,Montag::N,одговши,Dé Luain
665,Dienstag::N,ша́вши,Máirt
666,Dienstag::N,ша́вши,Dé Máirt
667,Mittwoch::N,вержи,Céadaoin
668,Mittwoch::N,вержи,Dé Céadaoin
669,Donnerstag::N,шува́ланя,Déardaoin
670,Freitag::N,пя́денця,Aoine
671,Freitag::N,пя́денця,Dé hAoine
672,Samstag::N,ёткши,Satharn
673,Samstag::N,ёткши,Dé Sathairn
674,Sonntag::N,таргоши,Domhnach
675,Sonntag::N,таргоши,Dé Domhnaigh
676,groß::A,оцю,mór
677,klein::A,ёмла,beag
678,lang::A,кува́ка,fada
679,kurz::A,нюрьхкя́ня,gearr
680,kurz::A,нюрьхкя́ня,gairid
681,breit::A,кели,leathan
682,breit::A,кели,fairsing
683,schmal::A,тяйня,cúng
684,dicht::A,сиде,dlúth
685,dicht::A,туста,dlúth
686,dick[Gegenstand]::A,эчке,tiubh
687,dünn::A,шува́ня,caol
688,dünn::A,шува́ня,tanaí
689,fein::A,шува́ня,scáinte
690,fein::A,шува́ня,fíneálta
691,fest::A,кеме,daingean
692,flach::A,лапш,cothrom
693,glatt::A,вадяв,mín
694,glatt::A,вадяв,sleamhain
695,glatt::A,такор,mín
696,glatt::A,такор,sleamhain
697,hart::A,калгода,crua
698,weich::A,ляпе,bog
699,rund::A,кру́глай,cruinn
700,spitz::A,ботаз,gobach
701,spitz::A,ботаз,biorach
702,spitz::A,оржа,gobach
703,spitz::A,оржа,biorach
704,scharf::A,оржа,géar
705,scharf::A,оржа,faobhrach
706,stumpf::A,ношка,maol
707,schwer::A,стака,trom
708,schön::A,мазы,álainn
709,heiß::A,пси,te
710,warm::A,лямбе,te
711,kalt::A,кельме,fuar
712,kühl::A,эше,fionnuar
713,frisch::A,свежай,úr
714,frisch::A,свежай,friseáilte
715,feucht::A,летьке,tais
716,nass::A,начка,fliuch
717,trocken::A,коське,tirim
718,voll::A,пяшксе,lán
719,leer::A,шава,folamh
720,offen::A,панжада,oscailte
721,offen::A,виде,oscailte
722,geschlossen::A,пякстаф,dúnta
723,geschlossen::A,пякстаф,druidte
724,geschlossen::A,сёлгф,dúnta
725,geschlossen::A,сёлгф,druidte
726,sauber::A,ару,glan
727,schmutzig::A,рда́зу,salach
728,schmutzig::A,пя́ндра,salach
729,roh::A,верок,amh
730,reif::A,ке́нерьф,aibí
731,lecker::A,танцти,blasta
732,süß::A,ламбама,milis
733,bitter::A,сяпи,searbh
734,sauer::A,шапама,géar
735,sauer::A,шапама,searbh
736,hell::A,валда,geal
737,hell::A,валда,soilseach
738,dunkel::A,шобда,dorcha
739,schwarz::A,равжа,dubh
740,weiß::A,акша,bán
741,rot::A,якстерь,dearg
742,gelb::A,тюжя́,buí
743,blau::A,сенем,gorm
744,grün::A,пиже,glas
745,grün::A,пиже,uaine
746,grün::A,сянгяря,glas
747,grün::A,сянгяря,uaine
748,grau::A,уле,liath
749,bunt::A,сёрмав,ildathach
750,bunt::A,сёрмав,dathannach
751,billig::A,у́цез,saor
752,billig::A,аф пи́тни,saor
753,teuer::A,пи́тни,daor
754,teuer::A,пи́тни,costasach
755,wertvoll::A,питни,luachmhar
756,blind::A,сокор,dall
757,blind::A,сокор,caoch
758,taub::A,пярав,bodhar
759,kräftig::A,пяк вии,cumhachtach
760,stark::A,вии,tréan
761,stark::A,вии,láidir
762,schwach::A,лафча,lag
763,schwach::A,лафча,fann
764,fett::A,куя́,ramhar
765,schlank::A,виде ронга,caol
766,schlank::A,виде ронга,seang
767,hübsch::A,мазы,álainn
768,hübsch::A,мазы,dathúil
769,böse::A,кяжи,olc
770,dumm::A,аф ёню,dúr
771,dumm::A,аф ёню,amaideach
772,dumm::A,шава пря,dúr
773,dumm::A,шава пря,amaideach
774,faul::A,нола,falsa
775,faul::A,нола,leisciúil
776,fleißig::A,ку́лхцонды,dícheallach
777,geizig::A,кирьжя,barainneach
778,geizig::A,кирьжя,sprionlaithe
779,geizig::A,жаднай,barainneach
780,geizig::A,жаднай,sprionlaithe
781,klug::A,ёню,cliste
782,klug::A,пря́ви,cliste
783,geschickt::A,маштозь тиф,oilte
784,geschickt::A,маштозь тиф,ealaíonta
785,lieb::A,цебярь,dil
786,lieb::A,цебярь,dílis
787,lustig::A,ра́хси,aerach
788,lustig::A,ра́хси,meidhreach
789,sanft::A,сетьме,bog
790,sanft::A,сетьме,séimh
791,hungrig::A,вача,ocrach
792,hungrig::A,вачеда,ocrach
793,krank::A,сяряди,tinn
794,krank::A,сяряди,breoite
795,nackt::A,штада,nocht
796,nackt::A,кърхтапа,nocht
797,traurig::A,ла́жнай,brónach
