,Concept_ID,os,zh
203,Asche::N,фӕнык,灰烬
204,Asche::N,ӕртхутӕг,灰烬
205,Dreck::N,цъыф,污垢
206,Eisen::N,ӕфсӕйнаг,铁
207,Gold::N,сыгъзӕрин,金子
208,Silber::N,ӕвзист,银
209,Kohle::N,ӕвзалы,煤
210,Glas::N,авг,玻璃
211,Lehm::N,ӕлыг,粘土
212,Sand::N,змис,沙
213,Mensch::N,лӕг,人
214,Mensch::N,адӕймаг,人
215,Mensch::N,удгоймаг,人
216,Mann::N,лӕг,男子
217,Mann::N,нӕлгоймаг,男子
218,Frau::N,сылгоймаг,妇女
219,Kind::N,сывӕллон,小孩
220,Junge::N,лӕппу,男孩
221,Mädchen::N,чызг,女孩
222,Familie::N,бинонтæ,家庭
223,Großvater::N,фыдыфыд,祖父
224,Großvater::N,мадыфыд,祖父
225,Großmutter::N,фыды мад,祖母
226,Großmutter::N,мады мад,祖母
227,Eltern::N,ныййарджытæ,父母
228,Vater::N,фыд,父亲
229,Mutter::N,мад,母亲
230,Sohn::N,фырт,儿子
231,Tochter::N,чызг,女儿
232,Bruder::N,ӕфсымӕр,兄弟
233,Schwester::N,хо,姐妹
234,Onkel::N,фыдыфсымӕр,伯父
235,Tante::N,мадыхо,阿姨
236,Ehemann::N,мой,丈夫
237,Ehefrau::N,ус,妻子
238,Freude::N,цин,愉快
239,Freude::N,циндзинад,愉快
240,Gelächter::N,худын,大笑
241,Gelächter::N,худт,大笑
242,Gelächter::N,худæг,大笑
243,Glück::N,амонд,运气
244,Kummer::N,хъыг,苦恼
245,Wunsch::N,бӕллиц,愿望
246,Lust::N,монц,乐趣
247,Geist::N,уд,精神
248,Gedanke::N,хъуыды,思想
249,Gedächtnis::N,мысæн,记性
250,Gedächtnis::N,мысын,记性
251,Gedächtnis::N,зæрдылдарын,记性
252,Verstand::N,зонд,理智
253,Sinn::N,нысаниуæг,感觉
254,Grund::N,ӕфсон,理由
255,Wahrheit::N,æцæг,真理
256,Gespräch::N,ныхас,谈话
257,Märchen::N,аргъау,童话
258,Erzählung::N,радзырд,故事
259,Nachricht::N,уац,消息
260,Neuigkeit::N,хабар,新闻
261,Name::N,ном,名字
262,Rätsel::N,уыци-уыци,谜语
263,Rätsel::N,базон-базон,谜语
264,Rede::N,раныхас,讲话
265,Sprache::N,ӕвзаг,语言
266,Stimme::N,хъӕлӕс,声音
267,Wort::N,дзырд,词
268,Zeichen::N,нысан,标记
269,Ruf::N,сидт,呼喊
270,Lärm::N,уынæр,噪音
271,Laut::N,зӕл,响声
272,Laut::N,мыр,响声
273,Ton::N,мыр,声音
274,Lied::N,зарӕг,歌曲
275,Ruhe::N,æнцой,安静
276,Leute::N,адӕм,人们
277,Volk::N,адӕм,人民
278,Arbeit::N,фӕллой,劳动
279,Gast::N,уазӕг,客人
280,Geschenk::N,хуын,礼物
281,Spiel::N,хъазт,游戏
282,Gesellschaft::N,дзыллæ,陪同
283,Gesellschaft::N,æхсæнад,陪同
284,Hilfe::N,æххуыс,帮助
285,Hilfe::N,ахъаз,帮助
286,Freund::N,лымӕн,朋友
287,Kamerad::N,ӕмбал,同志
288,Angelegenheit::N,хъуыддаг,事情
289,Anzahl::N,бӕрц,数目
290,Art::N,хуыз,种类
291,Art::N,хуызад,种类
292,Stück::N,кæрдих,块
293,Stück::N,комдзаг,块
294,Teil::N,хай,部分
295,Hälfte::N,æрдæг,一半
296,Hälfte::N,æмбис,一半
297,Kreis::N,зиллакк,圆
298,Kreuz::N,дзуар,十字架
299,Linie::N,хахх,线条
300,Strich::N,хахх,划
301,Abstand::N,æхсæнуат,距离
302,Entfernung::N,дæрддзæг,距离
303,Entfernung::N,дардцæг,距离
304,Gegend::N,ран,地区
305,Platz::N,бууат,场所
306,Ort::N,ран,地点
307,Ort::N,бынат,地点
308,Seite::N,фахс,面
309,Mitte::N,астӕу,中间
310,Gegenstand::N,дзаума,物品
311,Sache::N,дзаума,物
312,Rand::N,кӕрон,边
313,Kante::N,фӕрск,棱
314,Ecke::N,тигъ,角
315,Ecke::N,фисын,角
316,Spitze::N,бырынкъ,尖
317,Ende::N,кӕрон,结尾
318,Loch::N,хуынкъ,洞
319,Winkel::N,къуым,角度
320,Muster::N,нывæфтыд,模型
321,Muster::N,кæдзист,模型
322,Größe::N,ас,大小
323,Länge::N,дӕргъ,长度
324,Höhe::N,бæрзонд,高度
325,Höhe::N,бæрзæнд,高度
326,Höhe::N,бæрзонддзинад,高度
327,Gewicht::N,уӕз,重量
328,Menge::N,бӕрц,数量
329,Haufen::N,кӕри,堆
330,Reihe::N,рӕнхъ,行
331,Boot::N,чема,小船
332,Ruder::N,къохар,奖
333,Schlitten::N,дзоныгъ,雪橇
334,Ski::N,къахдзоныгътæ,雪板
335,Ski::N,лыжæтæ,雪板
336,Lagerfeuer::N,арт,营火
337,Last::N,уаргъ,负担
338,Gang::N,цыд,行走
339,Schritt::N,санчъех,步伐
340,Schritt::N,къахдзӕф,步伐
341,Norden::N,цæгат,北
342,Süden::N,хуссар,南
343,Westen::N,ныгуылæн,西
344,Osten::N,скæсæн,东
345,Holz::N,хъӕдӕрмӕг,木材
346,Brett::N,фæйнæг,木板
347,Platte::N,къӕй,平板
348,Stütze::N,быцæу,支架
349,Stange::N,хъил,杆
350,Stock::N,лӕдзӕг,棒
351,Stab::N,хъил,棍
352,Rohr::N,хӕтӕл,管子
353,Haus::N,хӕдзар,房屋
354,Heim::N,къона,家
355,Ofen::N,пец,炉子
356,Fußboden::N,астӕрд,地板
357,Tisch::N,стъол,桌子
358,Stuhl::N,бандон,椅子
359,Wiege::N,авдæн,摇蓝
360,Bett::N,сынтӕг,床
361,Regal::N,тӕрхӕг,架子
362,Regal::N,уӕлвӕйнӕг,架子
363,Kiste::N,асыкк,箱子
364,Fenster::N,рудзынг,窗户
365,Fenster::N,фæрссаг,窗户
366,Tür::N,дуар,门
367,Tor::N,кулдуар,大门
368,Zaun::N,æмбонд,篱笆
369,Zaun::N,быру,篱笆
370,Zaun::N,гæрæн,篱笆
371,Dach::N,уӕлхӕдзар,屋顶
372,Leiter::N,асин,梯子
373,Besen::N,уисой,扫帚
374,Spaten::N,бел,铁锹
375,Schaufel::N,æвгæнæн,铁锹
376,Schaufel::N,кæфой,铁锹
377,Gabel::N,вилкæ,叉
378,Löffel::N,уидыг,食匙
379,Messer::N,кард,刀
380,Nagel::N,зӕгӕл,钉子
381,Netz::N,хыз,网
382,Haken::N,хæдз,钩子
383,Haken::N,хæбырæгъ,钩子
384,Griff::N,фистон,把柄
385,Schloss::N,гуыдыр,锁
386,Bild::N,ныв,图画
387,Figur::N,кæрдгæныв,人像
388,Puppe::N,чындз,娃娃
389,Beutel::N,дзӕкъул,袋子
390,Bündel::N,баст,捆
391,Tasche::N,хызын,手提包
392,Tasche::N,дзæкъул,手提包
393,Eimer::N,къæрта,桶
394,Eimer::N,чъыбыла,桶
395,Eimer::N,ведра,桶
396,Deckel::N,сæр,盖子
397,Deckel::N,æмбæрзæн,盖子
398,Geschirr::N,мигæнæн,餐具
399,Geschirr::N,мигæнæнтæ,餐具
400,Sack::N,голлаг,袋子
401,Tasse::N,пиала,杯子
402,Tasse::N,къус,杯子
403,Topf::N,аг,锅
404,Topf::N,чысыл аг,锅
405,Kessel::N,аг,水壶
406,Essen::N,хӕрд,进餐
407,Nahrung::N,хойраг,食物
408,Speise::N,хӕринаг,菜肴
409,Fleisch::N,дзидза,肉
410,Fleisch::N,фыдызгъӕл,肉
411,Getreide::N,халсар,谷物
412,Brei::N,кас,粥
413,Brot::N,дзул,面包
414,Scheibe::N,къӕбӕр,片
415,Fett::N,сой,脂肪
416,Butter::N,нӕлхӕ,黄油
417,Öl::N,зети,油
418,Salz::N,цӕхх,盐
419,Suppe::N,бас,汤
420,Honig::N,мыд,蜂蜜
421,Milch::N,ӕхсыр,奶
422,Tee::N,цай,茶
423,Leder::N,мæскуы,皮革
424,Wolle::N,фӕсмын,毛线
425,Stoff::N,хъуымац,织物
426,Nadel::N,судзин,针
427,Faden::N,ӕндах,线
428,Knopf::N,цӕппӕр,纽扣
429,Knoten::N,ӕлхынцъ,结
430,Farbe::N,ахорæн,颜色
431,Kleidung::N,дарӕс,衣服
432,Hemd::N,хӕдон,衬衫
433,Kragen::N,æфцæггот,领子
434,Ärmel::N,дыс,袖子
435,Hose::N,хæлаф,裤子
436,Hose::N,æддаг хæлаф,裤子
437,Hose::N,салбар,裤子
438,Gürtel::N,рон,腰带
439,Mütze::N,худ,帽子
440,Schuh::N,басмахъ,鞋
441,Stiefel::N,цырыхъхъ,靴子
442,Ring::N,къухдарӕн,戒指
443,Band::N,лент,带子
444,Kamm::N,сӕрвасӕн,梳子
445,Spiegel::N,айдæн,镜子
446,Spiegel::N,кæсæн,镜子
447,Riemen::N,гӕрз,皮带
448,Schnur::N,бӕндӕн,绳子
449,Decke::N,хъӕццул,被子
450,Kissen::N,баз,软垫
451,Tuch::N,кæлмæрзæн,巾
452,Tuch::N,кæрдæн,巾
453,Handtuch::N,хисæрфæн,手巾
454,Kraft::N,тых,力
455,Kraft::N,хъомыс,力
456,Stärke::N,тых,力量
457,Stärke::N,æхсар,力量
458,Gesundheit::N,æнæниздзинад,健康
459,Krankheit::N,низ,病
460,Krankheit::N,рын,病
461,Schmerz::N,рис,痛
462,Wunde::N,цӕф,伤口
463,Fieber::N,ризӕг,发烧
464,Fieber::N,тӕфсӕг,发烧
465,Arznei::N,хос,药
466,Brücke::N,хид,桥
467,Brunnen::N,цъай,井
468,Weide::N,хизæн,牧场
469,Weide::N,хизæнуат,牧场
470,Weide::N,сæрвæт,牧场
471,Pfad::N,къахвæндаг,小路
472,Pfad::N,къахвæд,小路
473,Weg::N,фӕндаг,路
474,Straße::N,фӕндаг,街
475,Dorf::N,хъӕу,村庄
476,Stadt::N,сахар,城市
477,Brief::N,фыстӕг,信
478,Buch::N,чиныг,书
479,Buchstabe::N,дамгъӕ,字母
480,Zeitung::N,газет,报纸
481,Leben::N,цард,生命
482,Leben::N,цӕрӕнбон,生命
483,Tod::N,мæлæт,死亡
484,Tod::N,адзал,死亡
485,Grab::N,ингӕн,坟墓
486,Kirche::N,аргъуан,教堂
487,Sünde::N,тæригъæд,罪
488,Gott::N,хуыцау,上帝
489,Arbeiter::N,кусæг,工人
490,Chef::N,ӕмцег,上司
491,Meister::N,мастер,师傅
492,Meister::N,дæсны,师傅
493,Arzt::N,хосгæнæг,医生
494,Arzt::N,дохтыр,医生
495,Lehrer::N,ахуыргæнæг,教师
496,Geld::N,ӕхца,钱
497,Geschäft::N,бизнес,交易
498,Geschäft::N,хъуыддаг,交易
499,Laden::N,дукани,商店
500,Preis::N,аргъ,价格
501,Ware::N,базайраг,商品
502,Nutzen::N,пайда,好处
503,Reichtum::N,хъæздыгдзинад,财富
504,Reichtum::N,исбон,财富
505,Reichtum::N,мулк,财富
506,Welt::N,дуне,世界
507,Land::N,бӕстӕ,国家
508,Staat::N,паддзахад,国家
509,König::N,къарол,国王
510,Macht::N,хицаудзинад,权力
511,Grenze::N,арӕн,边界
512,Krieg::N,хӕст,战争
513,Feind::N,знаг,敌人
514,Feind::N,фыдгул,敌人
515,Feind::N,фыдзæрдæ,敌人
516,Feind::N,сон,敌人
517,Gewalt::N,тыхми,暴力
518,Gewalt::N,тыхдзинад,暴力
519,Kampf::N,хæст,战斗
520,Kampf::N,хъæбысæйхæст,战斗
521,Kampf::N,тох,战斗
522,Bogen[Waffe]::N,ӕрдын,弓
523,Pfeil::N,фат,箭
524,Gewehr::N,топп,枪
525,Fehler::N,рӕдыд,错误
526,Lüge::N,мӕнг,谎话
527,Lüge::N,гӕдыдзинад,谎话
528,Schaden::N,зиан,损失
529,Unglück::N,бæллæх,不幸
530,Schuld::N,азым,过错
531,Alter::N,кар,年龄
532,Schluss::N,кæрон,结束
533,Zeit::N,рӕстӕг,时间
534,Tag::N,бон,天
535,Morgen::N,райсом,早晨
536,Mittag::N,æмбисбон,中午
537,Abend::N,изӕр,晚上
538,Nacht::N,ӕхсӕв,夜
539,Woche::N,къуыри,星期
540,Monat::N,мӕй,月
541,Jahr::N,аз,年
542,Jahr::N,афӕдз,年
543,Frühling::N,уалдзæг,春天
544,Sommer::N,сӕрд,夏天
545,Herbst::N,фæззæг,秋天
546,Winter::N,зымӕг,冬天
547,Januar::N,январь,一月
548,Februar::N,февраль,二月
549,März::N,мартъи,三月
550,April::N,апрель,四月
551,Mai::N,май,五月
552,Juni::N,июнь,六月
553,Juli::N,июль,七月
554,August::N,август,八月
555,September::N,сентябрь,九月
556,Oktober::N,октябрь,十月
557,November::N,ноябрь,十一月
558,Dezember::N,декабрь,十二月
559,Montag::N,къуырисæр,星期一
560,Dienstag::N,дыццæг,星期二
561,Mittwoch::N,æртыццæг,星期三
562,Donnerstag::N,цыппæрæм,星期四
563,Freitag::N,майрæмбон,星期五
564,Samstag::N,сабат,星期六
565,Sonntag::N,хуыцаубон,星期日
566,groß::A,дынджыр,大
567,klein::A,гыццыл,小
568,lang::A,даргъ,长
569,kurz::A,цыбыр,短
570,breit::A,фӕтӕн,宽
571,schmal::A,нарӕг,细长的
572,schmal::A,уынгӕг,细长的
573,dicht::A,бæзджын,密
574,dicht::A,тар,密
575,dick[Gegenstand]::A,сӕвджын,厚
576,dünn::A,тæнæг,薄
577,fein::A,лыстӕг,细小
578,fest::A,фидар,固体
579,fest::A,хъӕддых,固体
580,flach::A,тъӕпӕн,平坦
581,glatt::A,лӕгъз,光滑
582,hart::A,хъӕбӕр,硬
583,weich::A,фӕлмӕн,软
584,rund::A,тымбыл,圆
585,spitz::A,цыргъбырынкъ,尖
586,spitz::A,цыргъфындз,尖
587,scharf::A,цыргъ,锋利
588,stumpf::A,къуымых,钝
589,schwer::A,уӕззау,重
590,schön::A,аив,美丽
591,schön::A,рӕсугъд,美丽
592,heiß::A,тӕвд,烫
593,warm::A,хъарм,暖和
594,kalt::A,уазал,冷
595,kühl::A,сатæг,凉
596,kühl::A,уазалгомау,凉
597,frisch::A,сатæг,新鲜
598,feucht::A,уымӕл,潮湿
599,nass::A,хуылыдз,湿
600,trocken::A,хус,干
601,voll::A,дзаг,满
602,voll::A,йедзаг ,满
603,leer::A,афтид,空
604,offen::A,гом,敞开
605,geschlossen::A,æхгæд,关闭
606,sauber::A,сыгъдæг,干净
607,schmutzig::A,чъиллон,肮脏
608,roh::A,хом,生
609,reif::A,рӕгъӕд,成熟
610,lecker::A,хӕрзад,好吃
611,süß::A,адджын,甜
612,bitter::A,судзаг,苦
613,sauer::A,туаг,酸
614,hell::A,рухс,亮
615,dunkel::A,талынг,阴暗
616,schwarz::A,сау,黑
617,weiß::A,урс,白
618,rot::A,сырх,红
619,gelb::A,бур,黄
620,blau::A,цъӕх,蓝
621,grün::A,цъӕх,绿
622,grün::A,кӕрдӕгхуыз,绿
623,grau::A,цъӕх,灰色
624,grau::A,фӕныкхуыз,灰色
625,bunt::A,хъулон,五彩
626,bunt::A,гæрæм,五彩
627,billig::A,аслам,便宜
628,teuer::A,зынаргъ,贵
629,wertvoll::A,зынаргъ,贵重
630,blind::A,куырм,瞎
631,taub::A,къуырма,聋
632,kräftig::A,домбай,强壮
633,kräftig::A,тыхджын,强壮
634,stark::A,тыхджын,强壮
635,schwach::A,ӕнӕбон,弱
636,fett::A,нард,胖
637,schlank::A,гуырвидыц,苗条
638,schlank::A,хæрзконд,苗条
639,schlank::A,рæхснæг,苗条
640,schlank::A,сагамад,苗条
641,hübsch::A,аив,漂亮
642,hübsch::A,рӕсугъд,漂亮
643,böse::A,фыдзӕрдӕ,邪恶
644,dumm::A,ӕдылы,笨
645,faul::A,зивӕг,懒惰
646,faul::A,зивӕггӕнаг,懒惰
647,fleißig::A,æнæзивæг,勤奋
648,fleißig::A,æнувыд,勤奋
649,geizig::A,чъынды,吝啬
650,geizig::A,æлгъин,吝啬
651,geizig::A,мæрддзæст,吝啬
652,klug::A,зондджын,聪明
653,geschickt::A,хӕрзарӕхст,灵巧
654,lieb::A,уарзон,可爱
655,lustig::A,хъӕлдзӕг,快乐
656,sanft::A,мынчын,柔和
657,hungrig::A,ӕххормаг,饥饿
658,krank::A,нӕфӕразгӕ,患病
659,nackt::A,бӕгънӕг,裸体
660,traurig::A,ӕрхӕндӕг,悲哀
661,lebendig::A,цардӕгас,活
662,gut::A,хорз,好
663,schlecht::A,цауд,坏
664,richtig::A,раст,正确
665,schlimm::A,ӕвзӕр,糟糕
666,wahr::A,ӕцӕг,真
667,alt::A,зӕронд,旧
668,neu::A,ног,新
669,ehemalig::A,раздӕры,以前
670,alt[Lebewesen]::A,ацӕргӕ,老
671,jung::A,ӕрыгон,年轻
672,arm::A,мӕгуыр,贫穷
673,reich::A,хъӕздыг,富裕
674,bekannt::A,зонгӕ,出名
675,berühmt::A,номдзыд,著名
676,fremd::A,æцæгæлон,陌生
677,verschieden::A,æндæр æмæ æндæр,不同
678,verschieden::A,алы,不同
679,verschieden::A,алыхуызон,不同
680,nah::A,хӕстӕг,近
681,fern::A,дард,遥远
682,fern::A,дӕрддаг,遥远
683,linker::A,галиу,左
684,rechter::A,рахиз,右
685,anderer::A,иннӕ,别的
686,anderer::A,ӕндӕр,别的
687,erster::A,фыццаг,第一
688,erster::A,фыццӕгӕм,第一
689,zweiter::A,дыккаг,第二
690,zweiter::A,дыккæгæм,第二
691,dritter::A,æртыккаг,第三
692,dritter::A,æртыккæгæм,第三
693,letzter::A,фӕстаг,最后
694,allein::ADV,иунæг,单独
695,auf einmal::ADV,уайтагъд,同时
696,auf einmal::ADV,æвиппайды,同时
697,auf einmal::ADV,æваст,同时
698,zusammen::ADV,иумӕ,一起
699,lange::ADV,бирæ рæстæг,许久
700,plötzlich::ADV,æвиппайды,忽然
701,plötzlich::ADV,æваст,忽然
702,sofort::ADV,уыцы сахат,立刻
703,sofort::ADV,уайтагъд,立刻
704,später::ADV,фæстæдæр,以后
705,jetzt::ADV,ныр,现在
706,heute::ADV,абон,今天
707,morgen::ADV,райсом,明天
708,bald::ADV,тагъд,即将
709,bald::ADV,рæхджы,即将
710,dann::ADV,стæй,然后
711,gestern::ADV,знон,昨天
712,einst::ADV,кӕддӕр,曾经
713,damals::ADV,уæд,当时
714,danach::ADV,стæй,随后
715,danach::ADV,уый фæстæ,随后
716,vorher::ADV,раздæр,事先
717,zuerst::ADV,фыццаг,首先
718,einmal::ADV,иу хатт,一次
719,manchmal::ADV,хатт,有时
720,oft::ADV,арæх,时常
721,immer::ADV,ӕдзух,总是
722,niemals::ADV,никуы,从未
723,niemals::ADV,никæд,从未
724,hier::ADV,ам,这里
725,hierhin::ADV,ардӕм,到这里
726,von hier::ADV,ардыгæй,由此
727,dort::ADV,уым,那里
728,dorthin::ADV,уырдӕм,到那里
729,geradeaus::ADV,æргом,一直往前
730,vorwärts::ADV,размӕ,向前
731,rückwärts::ADV,фӕстӕмӕ,向后
732,zurück::ADV,фӕстӕмӕ,退后
733,unten::ADV,дæлæ,下面
734,unten::ADV,дæлейы,下面
735,unten::ADV,бынæй,下面
736,hinab::ADV,дӕлӕмӕ,向下
737,hinab::ADV,уырдыгмӕ,向下
738,oben::ADV,уӕле,上面
739,hinauf::ADV,уӕлӕмӕ,向上
740,überall::ADV,алыран,到处
741,überall::ADV,алкæм,到处
742,überall::ADV,кæмдæриддæр,到处
743,nicht::ADV,нӕ,不
744,ein wenig::ADV,чысыл,一点儿
745,kaum::ADV,цъус,几乎不
746,sehr::ADV,тынг,很
747,sehr::ADV,иттӕг,很
748,so::ADV,афтӕ,如此
749,noch::ADV,ма,还
750,nur::ADV,канд,只
751,nur::ADV,ӕрмӕст,只
752,schon::ADV,нырид,已经
753,wieder::ADV,ногӕй,又
754,vergebens::ADV,дзæгъæлы,
755,vergebens::ADV,уæгъды,
756,vergebens::ADV,æнæхъуаджы,
757,vor::PRP,разы,在...面前
758,hinter::PRP,фӕстӕ,在...背后
759,unter::PRP,бын,在...下面
760,durch::PRP,æхсæнты,穿过
761,neben::PRP,цур,在...旁
762,zwischen::PRP,астӕу,在...之间
763,wegen::PRP,тыххай,由于
764,dies::PRN,ай,这
765,das::PRN,уый,那
766,alles::PRN,алцы,一切
767,alles::PRN,æппæтдæр,一切
768,alles::PRN,иууылдӕр,一切
769,ich::PRN,æз,我
770,du::PRN,ды,你
771,er::PRN,уый,他
772,wir::PRN,мах,我们
773,ihr::PRN,сымах,你们
