,Concept_ID,sv,ar
74,Stein::N,sten,حجر
75,Boden::N,mark,تراب
76,Erde::N,jord,أرض
77,Staub::N,damm,غبار
78,Rauch::N,rök,دخان
79,Funke::N,gnista,شرارة
80,Feuer::N,eld,نار
81,Licht::N,ljus,نور
82,Licht::N,ljus,ضوء
83,Schatten::N,skugga,ظل
84,Schatten::N,skugga,فيء
85,Wetter::N,väder,جو
86,Wetter::N,väder,طقس
87,Nebel::N,dimma,ضباب
88,Nebel::N,töcken,ضباب
89,Wolke::N,sky,غيمة
90,Wolke::N,sky,سحابة
91,Wolke::N,moln,غيمة
92,Wolke::N,moln,سحابة
93,Regen::N,regn,مطر
94,Schnee::N,snö,ثلج
95,Eis::N,is,جليد
96,Frost::N,frost,صقيع
97,Kälte::N,köld,برد
98,Hitze::N,hetta,حر
99,Hitze::N,hetta,حرارة
100,Raureif::N,rimfrost,صقيع
101,Regenbogen::N,regnbåge,قوس قزح
102,Donner::N,åska,رعد
103,Donner::N,dunder,رعد
104,Strömung::N,strömning,تيار
105,Tropfen::N,dropper,قطرة
106,Schaum::N,skum,زبد
107,Schaum::N,skum,رغوة
108,Schmutz::N,lort,وسخ
109,Schmutz::N,smuts,وسخ
110,See::N,sjö,بحيرة
111,Sumpf::N,träsk,مستنقع
112,Moor::N,myr,مستنقع
113,Moor::N,mosse,مستنقع
114,Wiese::N,äng,مرج
115,Wald::N,skog,غابة
116,Hügel::N,höjd,تل
117,Hügel::N,kulle,تل
118,Anhöhe::N,höjd,تل
119,Anhöhe::N,backe,تل
120,Berg::N,berg,جبل
121,Berg::N,fjäll,جبل
122,Gipfel::N,topp,قمة
123,Höhle::N,håla,كهف
124,Höhle::N,grotta,كهف
125,Abhang::N,slänt,منحدر
126,Abhang::N,sluttning,منحدر
127,Quelle::N,källa,منبع
128,Bach::N,bäck,مجرى
129,Fluss::N,älv,نهر
130,Fluss::N,flod,نهر
131,Ufer::N,strand,ضفة
132,Küste::N,kust,ساحل
133,Festland::N,fastland,بر
134,Meer::N,hav,بحر
135,Bucht::N,vik,خليج
136,Bucht::N,bukt,خليج
137,Insel::N,ö,جزيرة
138,Blume::N,blomma,زهرة
139,Blume::N,blomster,زهرة
140,Gras::N,gräs,حشيش
141,Wurzel::N,rot,أصل
142,Baum::N,träd,شجرة
143,Stamm::N,stam,جذع
144,Rinde::N,bark,قشرة
145,Ast::N,gren,فرع
146,Zweig::N,kvist,غصن
147,Blatt::N,löv,ورقة
148,Blatt::N,blad,ورقة
149,Birke::N,björk,قضبان
150,Kiefer[Baum]::N,tall,صنوبرة
151,Weide[Baum]::N,pil,صفصاف
152,Weide[Baum]::N,vide,صفصاف
153,Tanne::N,gran,شوح
154,Tanne::N,gran,تبوب
155,Horn::N,horn,قرن
156,Feder::N,fjäder,ريشة
157,Fell::N,fäll,فرو
158,Fell::N,skinn,فرو
159,Flügel::N,vinge,جناح
160,Klaue::N,klöv,مخلب
161,Kralle::N,klo,مخلب
162,Schwanz::N,svans,ذيل
163,Schwanz::N,stjärt,ذيل
164,Ei::N,ägg,بيض
165,Nest::N,rede,عش
166,Nest::N,näste,عش
167,Bau::N,bo,جحر
168,Tier::N,djur,حيوان
169,Herde::N,flock,قطيع
170,Kuh::N,ko,بقرة
171,Bulle::N,tjur,ثور
172,Pferd::N,häst,خيل
173,Schaf::N,får,شاة
174,Schwein::N,svin,خنزير
175,Hund::N,hund,كلب
176,Katze::N,katt,قطة
177,Bär::N,björn,دب
178,Eichhörnchen::N,ekorre,سنجاب
179,Elch::N,älg,موظ
180,Fuchs::N,räv,ثعلب
181,Hase::N,hare,أرنب
182,Maus::N,mus,فأرة
183,Wolf::N,varg,ذئب
184,Vogel::N,fågel,طير
185,Schwarm::N,svärm,سرب
186,Huhn::N,höns,دجاجة
187,Hahn::N,tupp,ديك
188,Gans::N,gås,وزة
189,Adler::N,örn,نسر
190,Ente::N,anka,بطة
191,Eule::N,uggla,بوم
192,Kranich::N,trana,كركي
193,Krähe::N,kråka,غراب
194,Kuckuck::N,gök,وقواق
195,Schwan::N,svan,إوز عراقي
196,Fisch::N,fisk,سمك
197,Barsch::N,abborre,فرخ أوربي
198,Hecht::N,gädda,سمك الكراكي
199,Schlange[Tier]::N,orm,حية
200,Schlange[Tier]::N,orm,ثعبان
201,Wurm::N,mask,دودة
202,Spinne::N,spindel,عنكبوت
203,Ameise::N,myra,نملة
204,Laus::N,lus,قملة
205,Mücke::N,mygga,ناموسة
206,Fliege::N,fluga,ذبابة
207,Schmetterling::N,fjäril,فراشة
208,Beere::N,bär,حبة
209,Apfel::N,äpple,تفاح
210,Pilz::N,svamp,فطر
211,Zwiebel::N,lök,بصل
212,Saat::N,sådd,زرع
213,Korn::N,korn,حبة
214,Heu::N,hö,دريس
215,Schale::N,skal,قشرة
216,Grube::N,grop,نقرة
217,Falle::N,fälla,فخ
218,Falle::N,fälla,مصيدة
219,Schlinge::N,snara,عروة
220,Spur::N,spår,أثر
221,Asche::N,aska,رماد
222,Dreck::N,lort,قذر
223,Eisen::N,järn,حديد
224,Gold::N,guld,ذهب
225,Silber::N,silver,فضة
226,Kohle::N,kol,فحم
227,Glas::N,glas,زجاج
228,Lehm::N,lera,طين
229,Sand::N,sand,رمل
230,Mensch::N,människa,إنسان
231,Mann::N,man,رجل
232,Frau::N,kvinna,امرأة
233,Kind::N,barn,طفل
234,Junge::N,pojke,ولد
235,Mädchen::N,flicka,بنت
236,Familie::N,familj,عائلة
237,Großvater::N,morfar,جد
238,Großmutter::N,farmor,جدة
239,Eltern::N,föräldrar,أبوان
240,Eltern::N,föräldrar,والدان
241,Vater::N,far,أب
242,Mutter::N,mor,أم
243,Sohn::N,son,إبن
244,Tochter::N,dotter,بنت
245,Tochter::N,dotter,إبنة
246,Bruder::N,bror,أخ
247,Bruder::N,bror,شقيق
248,Schwester::N,syster,أخت
249,Onkel::N,morbror,عم
250,Tante::N,tant,عمة
251,Ehemann::N,äkta man,زوج
252,Ehefrau::N,hustru,زوجة
253,Freude::N,fröjd,فرح
254,Freude::N,fröjd,سرور
255,Freude::N,glädje,فرح
256,Freude::N,glädje,سرور
257,Gelächter::N,åtlöje,قهقهة
258,Glück::N,lycka,سعادة
259,Kummer::N,sorg,غم
260,Wunsch::N,önskan,منية
261,Lust::N,lust,شهوة
262,Geist::N,ande,روح
263,Gedanke::N,tanke,فكرة
264,Gedächtnis::N,minne,ذاكرة
265,Verstand::N,förstånd,عقل
266,Sinn::N,mening,معنى
267,Sinn::N,betydelse,معنى
268,Grund::N,skäl,سبب
269,Grund::N,grund,سبب
270,Wahrheit::N,sanning,حقيقة
271,Gespräch::N,samtal,محادثة
272,Märchen::N,saga,خرافة
273,Erzählung::N,berättelse,قصة
274,Erzählung::N,berättelse,حكاية
275,Nachricht::N,meddelande,خبر
276,Neuigkeit::N,nyhet,خبر جديد
277,Name::N,namn,اسم
278,Rätsel::N,gåta,لغز
279,Rede::N,tal,خطبة
280,Sprache::N,språk,لغة
281,Stimme::N,stämma,صوت
282,Wort::N,ord,كلمة
283,Zeichen::N,tecken,رمز
284,Zeichen::N,tecken,إشارة
285,Ruf::N,rop,نداء
286,Lärm::N,bråk,صخب
287,Lärm::N,bråk,ضجة
288,Lärm::N,oväsen,صخب
289,Lärm::N,oväsen,ضجة
290,Laut::N,ljud,صوت
291,Ton::N,ton,نغمة
292,Lied::N,sång,أغنية
293,Ruhe::N,ro,هدوء
294,Ruhe::N,lugn,هدوء
295,Leute::N,folk,ناس
296,Volk::N,folk,شعب
297,Arbeit::N,arbete,عمل
298,Gast::N,gäst,ضيف
299,Geschenk::N,gåva,هدية
300,Geschenk::N,present,هدية
301,Spiel::N,lek,لعب
302,Spiel::N,spel,لعب
303,Gesellschaft::N,sällskap,صحبة
304,Hilfe::N,hjälp,عون
305,Hilfe::N,hjälp,مساعدة
306,Freund::N,vän,صديق
307,Kamerad::N,kamrat,زميل
308,Angelegenheit::N,ärende,أمر
309,Angelegenheit::N,ärende,شأن
310,Angelegenheit::N,angelägenhet,أمر
311,Angelegenheit::N,angelägenhet,شأن
312,Anzahl::N,antal,عدد
313,Art::N,art,نوع
314,Art::N,slag,نوع
315,Stück::N,stycke,قطعة
316,Teil::N,del,قسم
317,Hälfte::N,halva,نصف
318,Kreis::N,krets,دائرة
319,Kreis::N,cirkel,دائرة
320,Kreuz::N,kors,صليب
321,Kreuz::N,kryss,صليب
322,Linie::N,linje,خط
323,Strich::N,streck,شرطة
324,Abstand::N,avstånd,مسافة
325,Entfernung::N,avstånd,بعد
326,Gegend::N,trakt,ناحية
327,Platz::N,plats,فراغ
328,Ort::N,plats,مكان
329,Ort::N,ställe,مكان
330,Seite::N,sida,جانب
331,Mitte::N,mitt,وسط
332,Gegenstand::N,föremål,موضوع
333,Sache::N,sak,شيء
334,Rand::N,rand,حافة
335,Kante::N,kant,حافة
336,Ecke::N,vrå,ركن
337,Ecke::N,hörn,ركن
338,Spitze::N,spets,سن
339,Ende::N,ända,طرف
340,Loch::N,hål,ثقب
341,Winkel::N,vinkel,زاوية
342,Muster::N,mönster,عينة
343,Größe::N,storlek,حجم
344,Länge::N,längd,طول
345,Höhe::N,höjd,علو
346,Höhe::N,höjd,ارتفاع
347,Gewicht::N,tyngd,وزن
348,Menge::N,mängd,كمية
349,Haufen::N,hög,كوم
350,Reihe::N,rad,صف
351,Boot::N,båt,قارب
352,Boot::N,båt,زورق
353,Ruder::N,åra,مجذاف
354,Schlitten::N,släde,مزلقة
355,Ski::N,skida,زلاجة
356,Lagerfeuer::N,lägereld,نار المخيم
357,Last::N,last,حمل
358,Last::N,börda,حمل
359,Gang::N,gång,مشية
360,Schritt::N,steg,خطوة
361,Norden::N,norr,شمال
362,Süden::N,söder,جنوب
363,Westen::N,väster,غرب
364,Osten::N,öster,شرق
365,Holz::N,trä,خشب
366,Brett::N,bräda,لوح
367,Platte::N,platta,صفيحة
368,Stütze::N,stöd,سند
369,Stütze::N,stöd,دعامة
370,Stütze::N,stötta,سند
371,Stütze::N,stötta,دعامة
372,Stange::N,stång,عود
373,Stock::N,käpp,عصا
374,Stock::N,pinne,عصا
375,Stab::N,stav,قضيب
376,Rohr::N,rör,أنبوبة
377,Haus::N,hus,دار
378,Haus::N,hus,بيت
379,Heim::N,hem,بيت
380,Heim::N,hem,مسكن
381,Ofen::N,ugn,مدفأة
382,Fußboden::N,golv,أرضية
383,Tisch::N,bord,مائدة
384,Stuhl::N,stol,كرسي
385,Wiege::N,vagga,مهد
386,Bett::N,säng,سرير
387,Regal::N,hylla,رف
388,Kiste::N,låda,صندوق
389,Fenster::N,fönster,شباك
390,Fenster::N,fönster,نافذة
391,Tür::N,dörr,باب
392,Tor::N,port,بوابة
393,Zaun::N,staket,سياج
394,Zaun::N,stängsel,سياج
395,Dach::N,tak,سطح
396,Leiter::N,stege,سلم
397,Besen::N,kvast,مكنسة
398,Spaten::N,spade,مسحاة
399,Schaufel::N,skovel,مجرفة
400,Schaufel::N,skyffel,مجرفة
401,Gabel::N,gaffel,شوكة
402,Löffel::N,sked,ملعقة
403,Messer::N,kniv,سكين
404,Nagel::N,spik,مسمار
405,Netz::N,nät,شبكة
406,Haken::N,krok,خطاف
407,Haken::N,krok,صنارة
408,Griff::N,tag,قبضة
409,Griff::N,handtag,قبضة
410,Schloss::N,las,قفل
411,Bild::N,bild,صورة
412,Figur::N,figur,تمثال
413,Puppe::N,docka,دمية
414,Beutel::N,påse,كيس
415,Bündel::N,bunt,ربطة
416,Bündel::N,knippa,ربطة
417,Tasche::N,väska,شنطة
418,Tasche::N,väska,محفظة
419,Eimer::N,hink,سطل
420,Eimer::N,hink,جردل
421,Eimer::N,ämbar,سطل
422,Eimer::N,ämbar,جردل
423,Deckel::N,lock,سداد
424,Geschirr::N,servis,أوان
425,Geschirr::N,porslin,أوان
426,Sack::N,säck,زكيبة
427,Tasse::N,kopp,فنجان
428,Topf::N,gryta,قدر
429,Topf::N,gryta,طنجرة
430,Topf::N,kastrull,قدر
431,Topf::N,kastrull,طنجرة
432,Kessel::N,kittel,قدر
433,Kessel::N,kittel,غلاية
434,Essen::N,mål,طعام
435,Nahrung::N,näring,غذاء
436,Speise::N,maträtt,أكل
437,Fleisch::N,kött,لحم
438,Getreide::N,säd,حبوب
439,Getreide::N,spannmål,حبوب
440,Brei::N,gröt,عصيدة
441,Brot::N,bröd,خبز
442,Scheibe::N,skiva,شريحة
443,Fett::N,fett,سمن
444,Butter::N,smör,زبدة
445,Öl::N,olja,زيت
446,Salz::N,salt,ملح
447,Suppe::N,soppa,حساء
448,Suppe::N,soppa,شربة
449,Honig::N,honung,عسل
450,Milch::N,mjölk,حليب
451,Tee::N,te,شاي
452,Leder::N,läder,جلد
453,Wolle::N,ull,صوف
454,Wolle::N,ylle,صوف
455,Stoff::N,tyg,قماش
456,Stoff::N,stoff,قماش
457,Nadel::N,nål,إبرة
458,Faden::N,tråd,خيط
459,Knopf::N,knapp,زر
460,Knoten::N,knut,عقدة
461,Farbe::N,färg,صبغة
462,Kleidung::N,klädsel,ملابس
463,Hemd::N,skjorta,قميص
464,Kragen::N,krage,ياقة
465,Ärmel::N,ärm,كم
466,Hose::N,byxor,سروال
467,Hose::N,byxor,بنطلون
468,Gürtel::N,bälte,حزام
469,Mütze::N,mössa,طاقية
470,Schuh::N,sko,حذاء
471,Stiefel::N,stövel,جزمة
472,Stiefel::N,stövel,حذاء طويل
473,Ring::N,ring,حلقة
474,Band::N,band,شريط
475,Kamm::N,kam,مشط
476,Spiegel::N,spegel,مرآة
477,Riemen::N,rem,سير
478,Schnur::N,snöre,حبل
479,Schnur::N,snöre,دوبارة
480,Leine::N,lina,قيد
481,Decke::N,täcke,بطانية
482,Kissen::N,dyna,وسادة
483,Kissen::N,kudde,وسادة
484,Tuch::N,sjal,منديل
485,Handtuch::N,handduk,فوطة
486,Handtuch::N,handduk,منشفة
487,Kraft::N,kraft,قدرة
488,Stärke::N,styrka,قوة
489,Gesundheit::N,hälsa,صحة
490,Krankheit::N,sjukdom,مرض
491,Schmerz::N,smärta,ألم
492,Schmerz::N,smärta,وجع
493,Wunde::N,sår,جرح
494,Fieber::N,feber,حمى
495,Arznei::N,medicin,دواء
496,Arznei::N,läkemedel,دواء
497,Brücke::N,bro,جسر
498,Brunnen::N,brunn,بئر
499,Weide::N,bete,مرعى
500,Pfad::N,stig,درب
501,Weg::N,väg,سكة
502,Straße::N,gata,طريق
503,Dorf::N,by,قرية
504,Stadt::N,stad,مدينة
505,Brief::N,brev,خطاب
506,Brief::N,brev,مكتوب
507,Buch::N,bok,كتاب
508,Buchstabe::N,bokstav,حرف
509,Zeitung::N,tidning,جريدة
510,Leben::N,liv,عيش
511,Leben::N,liv,حياة
512,Tod::N,död,موت
513,Tod::N,död,وفاة
514,Grab::N,grav,قبر
515,Kirche::N,kyrka,كنيسة
516,Sünde::N,synd,خطيئة
517,Gott::N,gud,إله
518,Arbeiter::N,arbetare,عامل
519,Chef::N,chef,رئيس
520,Meister::N,mästare,أسطى
521,Arzt::N,läkare,طبيب
522,Lehrer::N,lärare,مدرس
523,Geld::N,pengar,نقود
524,Geschäft::N,rörelse,صفقة
525,Laden::N,affär,دكان
526,Preis::N,pris,سعر
527,Ware::N,vara,بضاعة
528,Nutzen::N,gagn,فائدة
529,Nutzen::N,nytta,فائدة
530,Reichtum::N,rikedom,غنى
531,Reichtum::N,rikedom,ثروة
532,Welt::N,värld,عالم
533,Welt::N,värld,دنيا
534,Land::N,land,بلد
535,Staat::N,stat,دولة
536,König::N,kung,ملك
537,König::N,konung,ملك
538,Macht::N,makt,سلطة
539,Grenze::N,gräns,حدود
540,Krieg::N,krig,حرب
541,Feind::N,fiende,عدو
542,Gewalt::N,våld,عنف
543,Kampf::N,kamp,قتال
544,Kampf::N,strid,قتال
545,Bogen[Waffe]::N,båge,قوس
546,Pfeil::N,pil,سهم
547,Gewehr::N,gevär,بندقية
548,Fehler::N,fel,خطأ
549,Lüge::N,lögn,كذب
550,Schaden::N,skada,تلف
551,Unglück::N,otur,نحس
552,Unglück::N,olycka,نحس
553,Schuld::N,skuld,ذنب
554,Alter::N,ålder,سن
555,Alter::N,ålder,عمر
556,Schluss::N,slut,ختام
557,Schluss::N,slut,نهاية
558,Zeit::N,tid,وقت
559,Tag::N,dag,يوم
560,Morgen::N,morgon,صباح
561,Mittag::N,middag,ظهر
562,Abend::N,kväll,مساء
563,Nacht::N,natt,ليلة
564,Woche::N,vecka,أسبوع
565,Monat::N,månad,شهر
566,Jahr::N,år,عام
567,Jahr::N,år,سنة
568,Frühling::N,vår,ربيع
569,Sommer::N,sommar,صيف
570,Herbst::N,höst,خريف
571,Winter::N,vinter,شتاء
572,Januar::N,januari,يناير
573,Januar::N,januari,كانون الثاني
574,Februar::N,februari,شباط
575,Februar::N,februari,فبراير
576,März::N,mars,آذار
577,März::N,mars,مارس
578,April::N,april,نيسان
579,Mai::N,maj,مايو
580,Juni::N,juni,يونيو
581,Juni::N,juni,حزيران
582,Juli::N,juli,تموز
583,Juli::N,juli,يوليو
584,August::N,augusti,آب
585,August::N,augusti,أغسطس
586,September::N,september,أيلول
587,September::N,september,سبتمبر
588,Oktober::N,oktober,أكتوبر
589,Oktober::N,oktober,تشرين الأول
590,November::N,november,نوفمبر
591,November::N,november,تشرين الثاني
592,Dezember::N,december,ديسمبر
593,Dezember::N,december,كانون الأول
594,Montag::N,måndag,يوم الاثنين
595,Dienstag::N,tisdag,يوم الثلاثاء
596,Mittwoch::N,onsdag,يوم الأربعاء
597,Donnerstag::N,torsdag,يوم الخميس
598,Freitag::N,fredag,يوم الجمعة
599,Samstag::N,lördag,يوم السبت
600,Sonntag::N,söndag,يوم الأحد
601,groß::A,stor,كبير
602,klein::A,liten,صغير
603,lang::A,lång,طويل
604,kurz::A,kort,قصير
605,breit::A,bred,واسع
606,schmal::A,smal,ضيق
607,dicht::A,tät,كث
608,dicht::A,tät,كثيف
609,dick[Gegenstand]::A,tjock,غليظ
610,dünn::A,tunn,رفيع
611,fein::A,fin,رقيق
612,fest::A,fast,متين
613,flach::A,platt,سهل
614,flach::A,platt,منبسط
615,glatt::A,glatt,ناعم
616,hart::A,hård,صلب
617,hart::A,hård,جامد
618,weich::A,mjuk,لين
619,rund::A,rund,مستدير
620,spitz::A,toppig,مدبب
621,spitz::A,spetsig,مدبب
622,scharf::A,vass,حاد
623,scharf::A,skarp,حاد
624,stumpf::A,slö,ثالم
625,schwer::A,tung,ثقيل
626,schön::A,skön,جميل
627,schön::A,vacker,جميل
628,heiß::A,het,حار
629,heiß::A,het,ساخن
630,warm::A,varm,دافئ
631,kalt::A,kall,بارد
632,kühl::A,sval,قر
633,kühl::A,kylig,قر
634,frisch::A,färsk,طازج
635,feucht::A,fuktig,رطب
636,nass::A,våt,مبلول
637,trocken::A,torr,جاف
638,voll::A,full,ملء
639,leer::A,tom,خال
640,leer::A,tom,فارغ
641,offen::A,öppen,مفتوح
642,geschlossen::A,stängd,مغلق
643,sauber::A,ren,نظيف
644,schmutzig::A,snuskig,قذر
645,roh::A,rå,نيء
646,reif::A,mogen,ناضج
647,lecker::A,läcker,لذيذ
648,süß::A,söt,حلو
649,bitter::A,besk,مر
650,bitter::A,bitter,مر
651,sauer::A,sur,حامض
652,hell::A,ljus,نير
653,dunkel::A,mörk,مظلم
654,schwarz::A,svart,أسود
655,weiß::A,vit,أبيض
656,rot::A,röd,أحمر
657,gelb::A,gul,أصفر
658,blau::A,blå,أزرق
659,grün::A,grön,أخضر
660,grau::A,grå,رمادي
661,bunt::A,brokig,ملوب
662,billig::A,billig,رخيص
663,teuer::A,dyr,غال
664,wertvoll::A,värdefull,ثمين
665,blind::A,blind,أعمى
666,taub::A,döv,أصم
667,taub::A,döv,أطرش
668,kräftig::A,kraftig,قوي
669,stark::A,stark,قوي
670,schwach::A,svag,ضعيف
671,fett::A,fet,سمين
672,schlank::A,slank,أهيف
673,hübsch::A,snygg,جميل
674,hübsch::A,vacker,جميل
675,böse::A,ond,رديء
676,böse::A,elak,رديء
677,dumm::A,dum,أبله
678,dumm::A,dum,أحمق
679,faul::A,lat,كسلان
680,fleißig::A,flitig,مجتهد
681,geizig::A,snål,بخيل
682,geizig::A,girig,بخيل
683,klug::A,klok,ذكي
684,klug::A,klok,عاقل
685,geschickt::A,händig,ماهر
686,geschickt::A,skicklig,ماهر
687,lieb::A,kär,عزيز
688,lieb::A,snäll,عزيز
689,lustig::A,rolig,مرح
690,lustig::A,lustig,مرح
691,sanft::A,mild,حليم
692,hungrig::A,hungrig,جائع
693,krank::A,sjuk,مريض
694,nackt::A,naken,عار
695,traurig::A,ledsen,حزين
696,traurig::A,sorgsen,حزين
697,lebendig::A,levande,حي
698,gut::A,bra,جيد
699,schlecht::A,dålig,سيء
700,richtig::A,riktig,صحيح
701,schlimm::A,illa,خبيث
702,wahr::A,sann,حق
703,alt::A,gammal,قديم
704,neu::A,ny,جديد
705,ehemalig::A,forn,سابق
706,ehemalig::A,tidigare,سابق
707,alt[Lebewesen]::A,gammal,مسن
708,jung::A,ung,شاب
709,jung::A,ung,صغير
710,arm::A,fattig,فقير
711,reich::A,rik,غني
712,bekannt::A,känd,معلوم
713,berühmt::A,berömd,مشهور
714,fremd::A,främmande,أجنبي
715,verschieden::A,åtskillig,مختلف
716,nah::A,nära,قريب
717,fern::A,fjärran,بعيد
718,linker::A,vänster,يسار
719,rechter::A,höger,يمين
720,anderer::A,annan,آخر
721,erster::A,första,أول
722,zweiter::A,andra,ثان
723,dritter::A,tredje,ثالث
724,letzter::A,sist,أخير
725,allein::ADV,allena,وحده
726,auf einmal::ADV,på en gång,بالمرة
727,zusammen::ADV,tillsammans,معا
728,lange::ADV,länge,مدة طويلة
729,plötzlich::ADV,plötsligt,فجأة
730,sofort::ADV,strax,حالا
731,sofort::ADV,strax,فورا
732,sofort::ADV,genast,حالا
733,sofort::ADV,genast,فورا
734,später::ADV,senare,فيما بعد
735,jetzt::ADV,nu,الآن
736,jetzt::ADV,nu,حاليا
737,heute::ADV,i dag,اليوم
738,morgen::ADV,i morgon,غدا
739,bald::ADV,snart,قريبا
740,dann::ADV,då,ثم
741,gestern::ADV,i går,أمس
742,gestern::ADV,i går,البارحة
743,einst::ADV,en gång,قديما
744,damals::ADV,då,حينئذ
745,damals::ADV,den gången,حينئذ
746,danach::ADV,därefter,ثم
747,danach::ADV,därefter,بعد ذلك
748,vorher::ADV,före,من قبل
749,vorher::ADV,före,قبل ذلك
750,vorher::ADV,förut,من قبل
751,vorher::ADV,förut,قبل ذلك
752,zuerst::ADV,först,أولا
753,einmal::ADV,en gång,مرة
754,manchmal::ADV,ibland,أحيانا
755,oft::ADV,ofta,كثيرا
756,immer::ADV,alltid,دائما
757,niemals::ADV,aldrig,لا أبدا
758,hier::ADV,här,هنا
759,hierhin::ADV,hit,إلى هنا
760,von hier::ADV,härifrån,من هنا
761,dort::ADV,där,هناك
762,dorthin::ADV,dit,إلى هناك
763,geradeaus::ADV,rätt fram,إلى الأمام
764,vorwärts::ADV,fram,إلى الأمام
765,vorwärts::ADV,framåt,إلى الأمام
766,rückwärts::ADV,baklänges,إلى الوراء
767,zurück::ADV,tillbaka,عودا
768,zurück::ADV,tillbaka,إلى الخلف
769,unten::ADV,nere,تحت
770,unten::ADV,nere,في الأسفل
771,unten::ADV,nedanför,تحت
772,unten::ADV,nedanför,في الأسفل
773,hinab::ADV,ned,إلى تحت
774,hinab::ADV,nedåt,إلى تحت
775,oben::ADV,ovan,فوق
776,oben::ADV,ovan,في الأعلى
777,oben::ADV,ovanpå,فوق
778,oben::ADV,ovanpå,في الأعلى
779,hinauf::ADV,upp,إلى فوق
780,hinauf::ADV,upp,إلى الأعلى
781,hinauf::ADV,uppåt,إلى فوق
782,hinauf::ADV,uppåt,إلى الأعلى
783,überall::ADV,överallt,في كل مكان
784,nicht::ADV,ej,لا
785,nicht::ADV,ej,لم
786,nicht::ADV,inte,لا
787,nicht::ADV,inte,لم
788,ein wenig::ADV,litet,قليلا
789,kaum::ADV,knappt,كاد لا
790,kaum::ADV,knappast,كاد لا
791,sehr::ADV,mycket,جدا
792,sehr::ADV,mycket,كثيرا
793,so::ADV,så,كذا
794,so::ADV,så,كذلك
795,noch::ADV,än,ما زال
796,noch::ADV,ännu,ما زال
797,nur::ADV,bara,فقط
798,nur::ADV,endast,فقط
799,schon::ADV,redan,قد
800,wieder::ADV,åter,من جديد
801,wieder::ADV,åter,مرة أخرى
802,vergebens::ADV,förgäves,عبثا
803,vor::PRP,utanför,أمام
804,hinter::PRP,bakom,خلف
805,hinter::PRP,bakom,وراء
806,unter::PRP,under,تحت
807,durch::PRP,genom,عبر
808,durch::PRP,genom,خلال
809,durch::PRP,igenom,عبر
810,durch::PRP,igenom,خلال
811,neben::PRP,bredvid,جنب
812,neben::PRP,bredvid,بجانب
813,neben::PRP,vid sidan av,جنب
814,neben::PRP,vid sidan av,بجانب
815,zwischen::PRP,mellan,بين
816,wegen::PRP,på grund av,بسبب
817,dies::PRN,detta,هذا
818,das::PRN,det,ذلك
819,alles::PRN,allt,الكل
820,ich::PRN,jag,أنا
821,du::PRN,du,أنت
822,er::PRN,han,هو
823,wir::PRN,vi,نحن
824,ihr::PRN,ni,أنتم
