,Concept_ID,ta,sq
51,Magen::N,வயிறு,stomak
52,Leber::N,கல்லீரல்,mëlçi
53,Atem::N,மூச்சு,frymë
54,Hunger::N,பசி,uri
55,Träne::N,கண்ணீர்,lot
56,Geschmack::N,நறுமணம்,shije
57,Geruch::N,துர்நாற்றம்,erë
58,Schlaf::N,தூக்கம்,gjumë
59,Traum::N,கனவு,ëndërr
60,Himmel::N,வானம்,qiell
61,Sonne::N,சூரியன்,diell
62,Mond::N,சந்திரன்,hënë
63,Stern::N,நட்சத்திரம்,yll
64,Luft::N,காறறு,ajër
65,Wind::N,காற்று,erë
66,Welle::N,அலை,valë
67,Welle::N,அலை,dallgë
68,Wasser::N,நீர்,ujë
69,Stein::N,கல்,gur
70,Boden::N,தரை,tokë
71,Boden::N,தரை,truall
72,Erde::N,மண்,dhe
73,Erde::N,மண்,baltë
74,Staub::N,தூசி,pluhur
75,Rauch::N,புகை,tym
76,Funke::N,தீப்பொறி,xixë
77,Funke::N,தீப்பொறி,shkëndijë
78,Feuer::N,தீ,zjarr
79,Licht::N,வெளிச்சம்,dritë
80,Schatten::N,நிழல்,hije
81,Wetter::N,வானிலை,mot
82,Nebel::N,பனிமூட்டம்,mjegull
83,Wolke::N,மேகம்,re
84,Regen::N,மழை,shi
85,Schnee::N,உறைபனி,borë
86,Eis::N,பனிக்கட்டி,akull
87,Frost::N,உறைபனி,ngricë
88,Kälte::N,குளிர்ந்த,të ftohtë
89,Hitze::N,சூடு,vapë
90,Hitze::N,சூடு,nxehtësi
91,Raureif::N,உறைபனி வெண்திரை,cikmë
92,Regenbogen::N,வானவில்,ylber
93,Donner::N,இடி,gjëmim
94,Donner::N,இடி,bubullimë
95,Strömung::N,நீரோட்டம்,rrymë
96,Tropfen::N,துளி,pikë
97,Schaum::N,நுரை,shkumë
98,Schmutz::N,அழுக்கு,baltë
99,See::N,ஏரி,liqen
100,Sumpf::N,சதுப்பு நிலம்,batak
101,Moor::N,முட்புதற்காடு,kënetë
102,Wiese::N,பசும் புல்தரை,livadh
103,Wald::N,காடு,pyll
104,Hügel::N,குன்று,kodër
105,Anhöhe::N,பதுக்கை,bregore
106,Berg::N,மலை,mal
107,Gipfel::N,உச்சி மாநாடு,kulm
108,Höhle::N,குகை,shpellë
109,Höhle::N,குகை,zgafelle
110,Abhang::N,சரிவு,shpat
111,Abhang::N,சரிவு,tatëpjetë
112,Quelle::N,மூலம்,krua
113,Quelle::N,மூலம்,burim
114,Bach::N,ஓடை,virua
115,Fluss::N,ஆறு,lumë
116,Ufer::N,நீர்க்கரை,breg
117,Küste::N,கடற்கரை,anëdet
118,Küste::N,கடற்கரை,bregdet
119,Festland::N,நிலம்,kontinent
120,Meer::N,கடல்,det
121,Bucht::N,சிறுகுடா,gji deti
122,Insel::N,தீவு,ishull
123,Insel::N,தீவு,ujdhesë
124,Blume::N,பூ,lule
125,Gras::N,புல்தரை,bar
126,Wurzel::N,வேர்,rrënjë
127,Baum::N,மரம்,pemë
128,Stamm::N,அடிமரம்,trung
129,Rinde::N,பட்டை,lëvore
130,Rinde::N,மரப்பட்டை,lëvore
131,Ast::N,கினை,degë
132,Zweig::N,குச்சி,bisk
133,Blatt::N,இலை,fletë
134,Blatt::N,இலை,gjethe
135,Birke::N,பிர்ச் மரம்,mështekën
136,Kiefer[Baum]::N,தேவதாரு மரம்,pishë
137,Weide[Baum]::N,மர வகைகளுள் ஒன்று,shelg
138,Tanne::N,சாதிக்கய்,bredh
139,Horn::N,கொம்பு,bri
140,Feder::N,இறகு,pupël
141,Fell::N,மென்முடி,lëkurë
142,Flügel::N,இறக்கை,krah
143,Flügel::N,இறக்கை,fletë
144,Klaue::N,நகம்,kthetër
145,Kralle::N,நகம்,thua
146,Kralle::N,நகம்,kthetër
147,Schwanz::N,வால்,bisht
148,Ei::N,முட்டை,vezë
149,Nest::N,கூடு,fole
150,Bau::N,குகை,strofkë
151,Tier::N,விலங்கு,kafshë
152,Herde::N,கூட்டம்,kope
153,Herde::N,கூட்டம்,grigjë
154,Kuh::N,பசு,lopë
155,Bulle::N,காளை,dem
156,Pferd::N,குதிரை,kalë
157,Schaf::N,செம்மறிஆடு,dele
158,Schwein::N,பன்றி,derr
159,Hund::N,நாய்,qen
160,Katze::N,பூனை,mace
161,Bär::N,கரடி,ari
162,Eichhörnchen::N,அணில்,ketër
163,Elch::N,கடம்பை,dre brilopatë
164,Fuchs::N,நரி,dhelpër
165,Hase::N,முயல்,lepur
166,Maus::N,எலி,mi
167,Wolf::N,ஓநாய்,ujk
168,Vogel::N,பறவை,zog
169,Vogel::N,பறவை,shpend
170,Schwarm::N,தொகுதி,luzmë
171,Huhn::N,கோழிக்குஞசு,pulë
172,Hahn::N,சேவல்,gjel
173,Hahn::N,சேவல்,këndes
174,Gans::N,பெண் வாத்து,patë
175,Adler::N,பருநது,shqiponjë
176,Ente::N,வாத்து,rosë
177,Eule::N,ஆந்தை,buf
178,Kranich::N,நாரை,lejlek
179,Kranich::N,நாரை,kurrillë
180,Krähe::N,காகம்,sorrë
181,Kuckuck::N,குயில்,qyqe
182,Schwan::N,அன்னம்,mjellmë
183,Fisch::N,மீன்,peshk
184,Barsch::N,பேர்ச்,purtekë
185,Hecht::N,கோலாச்சி மீன்,mlysh
186,Schlange[Tier]::N,பாம்பு,gjarpër
187,Wurm::N,புழு,krimb
188,Spinne::N,சிலந்தி,marimangë
189,Ameise::N,எறும்பு,thnegël
190,Ameise::N,எறும்பு,milingonë
191,Laus::N,பேன்,morr
192,Mücke::N,கொசுவினப்பூச்சி,kunup
193,Mücke::N,கொசுவினப்பூச்சி,mushkonjë
194,Fliege::N,ஈ,mizë
195,Schmetterling::N,வண்ணத்துப்பூச்சி,flutur
196,Beere::N,சதைப்பழம்,frutë
197,Beere::N,சதைப்பழம்,manaferrë
198,Apfel::N,ஆப்பிள பழம்,mollë
199,Pilz::N,காளான்,kërpudhë
200,Zwiebel::N,வெங்காயம்,qepë
201,Saat::N,விதை,farë
202,Korn::N,தானியம்,grurë
203,Korn::N,தானியம்,kokërr
204,Heu::N,வைக்கோல்,sanë
205,Schale::N,தோல்,lëkurë
206,Grube::N,குழி,gropë
207,Falle::N,பொறி,kurth
208,Falle::N,பொறி,grackë
209,Schlinge::N,கண்ணி,nyjë
210,Spur::N,சுவடு,gjurmë
211,Asche::N,சாம்பல்,hi
212,Dreck::N,அழுக்கு,baltë
213,Eisen::N,இரும்பு,hekur
214,Gold::N,தங்கம்,ar
215,Gold::N,தங்கம்,flori
216,Silber::N,வெள்ளி,argjend
217,Kohle::N,நிலக்கரி,qymyr
218,Glas::N,கண்ணாடி,qelq
219,Lehm::N,களிமண்,argjilë
220,Sand::N,மணல்,rërë
221,Mensch::N,மனிதர்கள்,njeri
222,Mann::N,மனிதன்,burrë
223,Mann::N,மனிதன்,mashkull
224,Frau::N,பெண்,grua
225,Frau::N,பெண்,femër
226,Kind::N,குழந்தை,kalama
227,Junge::N,பையன்,djalë
228,Mädchen::N,சிறுமி,gocë
229,Mädchen::N,சிறுமி,vajzë
230,Familie::N,குடும்பம்,familje
231,Großvater::N,தாத்தா,gjysh
232,Großmutter::N,பாட்டி,gjyshe
233,Eltern::N,பெற்றோர்,prindër
234,Vater::N,தந்தை,atë
235,Mutter::N,தாய்,nënë
236,Sohn::N,மகன்,bir
237,Tochter::N,மகள்,bijë
238,Bruder::N,சகோதரன்,vëlla
239,Schwester::N,அக்கா,motër
240,Onkel::N,தாய் மாமன்,dajë
241,Onkel::N,தாய் மாமன்,xhaxha
242,Tante::N,அத்தை,teze
243,Tante::N,அத்தை,hallë
244,Ehemann::N,கணவன்,burrë
245,Ehemann::N,கணவன்,bashkëshort
246,Ehefrau::N,மனைவி,grua
247,Ehefrau::N,மனைவி,bashkëshorte
248,Freude::N,கொண்டாட்டம்,gaz
249,Freude::N,கொண்டாட்டம்,gëzim
250,Gelächter::N,சிரிப்பு,qeshje
251,Glück::N,மகிழ்ச்சி,lumturi
252,Kummer::N,துயரம்,brengë
253,Kummer::N,துயரம்,pikëllim
254,Wunsch::N,விருப்பம்,dëshirë
255,Lust::N,விருப்பம்,epsh
256,Lust::N,விருப்பம்,dashuri
257,Geist::N,ஆன்மா,frymë
258,Geist::N,ஆன்மா,shpirt
259,Gedanke::N,எண்ணம்,ide
260,Gedanke::N,எண்ணம்,mendim
261,Gedächtnis::N,ஞாபகம்,kujtesë
262,Verstand::N,மனம்,mend
263,Sinn::N,அர்த்தம்,kuptim
264,Grund::N,காரணம்,arsye
265,Wahrheit::N,உண்நை,vërtetë
266,Gespräch::N,பெசு,bisedim
267,Märchen::N,நம்பத்தகாத கதை,përrallë
268,Erzählung::N,கதை,tregim
269,Nachricht::N,செய்தி,lajm
270,Neuigkeit::N,செய்தி,risi
271,Name::N,பெயர்,emër
272,Rätsel::N,புதிர்,gjëzë
273,Rätsel::N,புதிர்,gjëegjëzë
274,Rede::N,பேச்சு,fjalim
275,Sprache::N,மொழி,gjuhë
276,Stimme::N,குரல்,zë
277,Wort::N,வார்த்தை,fjalë
278,Zeichen::N,குறி,shenjë
279,Ruf::N,அழைப்பு,thirrmë
280,Lärm::N,சத்தம்,zhurmë
281,Laut::N,ஒலி,tingull
282,Ton::N,குரல்,ton
283,Lied::N,பாட்டு,këngë
284,Ruhe::N,அமைதி,qetësi
285,Leute::N,மக்கள்,botë
286,Leute::N,மக்கள்,njerëz
287,Volk::N,மக்கள்,popull
288,Arbeit::N,வேலை,punë
289,Gast::N,விருந்தாளி,mik
290,Gast::N,விருந்தாளி,mysafir
291,Geschenk::N,பரிசுப் பொருள்,dhuratë
292,Geschenk::N,பரிசுப் பொருள்,peshqesh
293,Spiel::N,விளையாட்டு,lojë
294,Gesellschaft::N,சமுதாயம்,shoqëri
295,Hilfe::N,உதவி,ndihmë
296,Freund::N,நண்பன்,mik
297,Kamerad::N,உடனிருப்பவன்,shok
298,Angelegenheit::N,செய்தி,punë
299,Anzahl::N,எண்ணிக்கை,sasi
300,Art::N,வகை,lloj
301,Stück::N,துண்டம்,copë
302,Teil::N,பகுதி,pjesë
303,Hälfte::N,பாதி,gjysmë
304,Kreis::N,வட்டம்,qark
305,Kreis::N,வட்டம்,rreth
306,Kreuz::N,சிலுவை,kryq
307,Linie::N,கோடு,vijë
308,Strich::N,வாத நோய்,vizë
309,Abstand::N,இடைவெளி,distancë
310,Entfernung::N,தூரம்,largim
311,Gegend::N,வட்டாரம்,vise
312,Gegend::N,வட்டாரம்,krahinë
313,Platz::N,வெற்றிடம்,shesh
314,Ort::N,இடம்,vend
315,Seite::N,பக்கம்,anë
316,Mitte::N,இடைப்பகுதி,mes
317,Gegenstand::N,உருப்படி,send
318,Sache::N,பொருள்,gjë
319,Sache::N,பொருள்,send
320,Rand::N,தொங்கு,qoshe
321,Kante::N,விளிம்பு,teh
322,Ecke::N,மூலை,qoshe
323,Spitze::N,முனை,majë
324,Ende::N,முடிவு,skaj
325,Ende::N,முடிவு,bisht
326,Loch::N,துளை,vrimë
327,Winkel::N,கோணம்,kënd
328,Muster::N,பாங்கு,mostër
329,Größe::N,அளவு,madhësi
330,Länge::N,நீளம்,gjatësi
331,Höhe::N,உயரம்,lartësi
332,Gewicht::N,எடை,peshë
333,Menge::N,தொகை,sasi
334,Haufen::N,குவியல்,grumbull
335,Reihe::N,வரிசை,radhë
336,Reihe::N,வரிசை,rresht
337,Boot::N,படகு,barkë
338,Boot::N,படகு,lundër
339,Ruder::N,துடுப்பு,rrem
340,Schlitten::N,சகடையிலா வண்டி,sajë
341,Ski::N,பனிச் சறுக்கல்,ski
342,Lagerfeuer::N,மூட்டம்,flakadan
343,Lagerfeuer::N,மூட்டம்,zjarr i madh
344,Last::N,பாரம்,barrë
345,Gang::N,நடை,ecje
346,Schritt::N,காலடி,hap
347,Norden::N,வடக்கு,veri
348,Süden::N,தெற்கு,jug
349,Westen::N,மேற்கு திசை,perëndim
350,Osten::N,கிழக்கு,lindje
351,Holz::N,மரக்கட்டை,dru
352,Brett::N,பலகை,dërrasë
353,Platte::N,பலகம்,pllakë
354,Stütze::N,அடைப்புகன்,shtyllë
355,Stütze::N,அடைப்புகன்,mbështetesë
356,Stange::N,கம்பம்,shufër
357,Stock::N,குச்சி,dajak
358,Stab::N,கம்பு,shkop
359,Rohr::N,குழாய்,tub
360,Haus::N,வீடு,shtëpi
361,Heim::N,வீடு,konak
362,Heim::N,வீடு,shtëpi
363,Ofen::N,அடுப்பு,sobë
364,Ofen::N,அடுப்பு,stufë
365,Fußboden::N,தரை,dysheme
366,Tisch::N,மேசை,tryezë
367,Stuhl::N,நாற்காலி,karrige
368,Wiege::N,தொட்டில்,djep
369,Bett::N,படுக்கை,shtrat
370,Regal::N,அலமாரி,raft
371,Kiste::N,பெட்டி,kuti
372,Fenster::N,சாளரம்,dritare
373,Tür::N,கதவு,derë
374,Tor::N,வாசற்கதவு,portë
375,Zaun::N,வேலி,gardh
376,Dach::N,கூரை,çati
377,Leiter::N,ஏணி,shkallë
378,Besen::N,விளக்குமாறு,fshesë
379,Spaten::N,மண்வெட்டி,lopatë
380,Schaufel::N,அடிதண்டா,qyrek
381,Gabel::N,முட்கரண்டி,pirun
382,Löffel::N,கரண்டி,lugë
383,Messer::N,கத்தி,thikë
384,Nagel::N,ஆணி,gozhdë
385,Netz::N,வலை,rrjetë
386,Haken::N,கொக்கி,grep
387,Haken::N,கொக்கி,grremç
388,Griff::N,கைப்பிடி,dorak
389,Griff::N,கைப்பிடி,dorezë
390,Schloss::N,பூட்டு,bravë
391,Bild::N,படம்,tablo
392,Bild::N,படம்,pikturë
393,Figur::N,எண்ணிக்கை,figurë
394,Puppe::N,பொம்மை,kukull
395,Beutel::N,பை,qese
396,Beutel::N,பை,trastë
397,Bündel::N,பொதி,deng
398,Tasche::N,பை,çantë
399,Eimer::N,வாளி,kovë
400,Deckel::N,உறை,kapak
401,Deckel::N,உறை,mbulesë
402,Geschirr::N,பாத்திரம்,enë
403,Sack::N,பை,thes
404,Sack::N,பை,torbë
405,Tasse::N,கிண்ணம்,filxhan
406,Topf::N,பானை,kusi
407,Topf::N,பானை,tenxhere
408,Kessel::N,கெண்டி,kazan
409,Essen::N,உணவருந்துதல்,ngrënie
410,Nahrung::N,உணவு,ushqim
411,Speise::N,உணவு வகை,gatesë
412,Fleisch::N,இறைச்சி,mish
413,Getreide::N,மக்காச்சோளம்,drithë
414,Brei::N,கஞ்சி,qull
415,Brot::N,ரொட்டி,bukë
416,Scheibe::N,துண்டு,fetë
417,Fett::N,கொழுப்பு,lyrë
418,Fett::N,கொழுப்பு,yndyrë
419,Butter::N,வெண்ணெய்,gjalpë
420,Öl::N,எண்ணெய்,vaj
421,Salz::N,உப்பு,kripë
422,Suppe::N,ரசம்,supë
423,Suppe::N,ரசம்,çorbë
424,Honig::N,தேன்,mjaltë
425,Milch::N,பால்,qumësht
426,Tee::N,தெனீர்,çaj
427,Leder::N,பதம் செய்யப்பட்ட தோல்,lëkurë
428,Wolle::N,கம்பளி,lesh
429,Stoff::N,துணி,pëlhurë
430,Nadel::N,ஊசி,gjilpërë
431,Faden::N,நூல்,pe
432,Faden::N,நூல்,fije
433,Knopf::N,பொத்தான்,kopsë
434,Knoten::N,முடிச்சு,komb
435,Farbe::N,வண்ணக் குழம்பு,bojë
436,Kleidung::N,ஆடைகள்,veshje
437,Hemd::N,சட்டை,këmishë
438,Kragen::N,கழுத்துப் பட்டை,jakë
439,Ärmel::N,சட்டைக்கை,mëngë
440,Hose::N,கால்சட்டை,brekë
441,Gürtel::N,பெல்ட்,rrip
442,Mütze::N,தொப்பி,kësulë
443,Schuh::N,காலணி,këpucë
444,Stiefel::N,காலணி,çizme
445,Ring::N,மோதிரம்,unazë
446,Band::N,நாடா,shirit
447,Kamm::N,கீப்பு,krehër
448,Spiegel::N,ஆடி,pasqyrë
449,Spiegel::N,கண்ணாடி,pasqyrë
450,Riemen::N,வார்,rrip
451,Schnur::N,கயிறு,litar
452,Schnur::N,கயிறு,cikomë
453,Leine::N,தோல்வார்,rrip
454,Decke::N,போர்வை,batanije
455,Kissen::N,தலையணை,jastëk
456,Tuch::N,துணி,shami
457,Handtuch::N,தண்டு,peshqir
458,Kraft::N,நிர்பந்தம்,forcë
459,Stärke::N,பலம்,koll
460,Gesundheit::N,ஆரோக்கியம்,shëndet
461,Krankheit::N,நோய்,sëmundje
462,Schmerz::N,வலி,dhimbje
463,Wunde::N,காயம்,plagë
464,Fieber::N,காய்ச்சல்,ethe
465,Arznei::N,மருந்து,ilaç
466,Brücke::N,பாலம்,urë
467,Brunnen::N,கேணி,pus
468,Weide::N,மேய்ச்சல் நிலம்,kullotë
469,Pfad::N,நடை வழி,ravë
470,Pfad::N,நடை வழி,shteg
471,Weg::N,வழி,udhë
472,Weg::N,வழி,shteg
473,Straße::N,சாலை,rrugë
474,Dorf::N,கிராமம்,fshat
475,Dorf::N,கிராமம்,katund
476,Stadt::N,நகரம்,qytet
477,Brief::N,கடிதம்,letër
478,Buch::N,புத்தகம்,libër
479,Buchstabe::N,எழத்து,shkronjë
480,Zeitung::N,செய்தித்தாள்,gazetë
481,Leben::N,வாழ்க்கை,jetë
482,Tod::N,மரணம்,mortje
483,Grab::N,சமாதி,varr
484,Kirche::N,தேவாலயம்,kishë
485,Sünde::N,பாவம்,mëkat
486,Sünde::N,பாவம்,gjynah
487,Gott::N,கடவுள்,hy
488,Gott::N,கடவுள்,zot
489,Arbeiter::N,தொழிலாளி,punëtor
490,Chef::N,மேலாளர்,shef
491,Chef::N,மேலாளர்,drejtues
492,Meister::N,தலைவன்,mjeshtër
493,Arzt::N,மருத்துவர்,mjek
494,Arzt::N,மருத்துவர்,doktor
495,Lehrer::N,ஆசிரியர்,mësues
496,Lehrer::N,ஆசிரியர்,arsimtar
497,Geld::N,பணம்,para
498,Geld::N,பணம்,holla
499,Geschäft::N,வாணிபம்,ujdi
500,Geschäft::N,வாணிபம்,biznes
501,Laden::N,கடை,dyqan
502,Preis::N,விலை,çmim
503,Ware::N,சாமன்கள்,mall
504,Nutzen::N,இலாபம்,dobi
505,Nutzen::N,இலாபம்,leverdi
506,Reichtum::N,சொத்து,kamje
507,Reichtum::N,சொத்து,pasuri
508,Welt::N,உலகம்,botë
509,Land::N,நாடு,vend
510,Staat::N,நாடு,shtet
511,König::N,அரசன்,mbret
512,Macht::N,அதிகாரம்,fuqi
513,Macht::N,அதிகாரம்,pushtet
514,Grenze::N,எல்லை,kufi
515,Krieg::N,போர்,luftë
516,Feind::N,எதிரி,armik
517,Gewalt::N,வன்முறை,dhunë
518,Kampf::N,போராட்டம்,luftim
519,Bogen[Waffe]::N,வில்,hark
520,Pfeil::N,அம்பு,shigjetë
521,Gewehr::N,துப்பாக்கி,pushkë
522,Fehler::N,தவறு,gafë
523,Fehler::N,தவறு,gabim
524,Lüge::N,பொய்,gënjeshtër
525,Schaden::N,சேதாரம்,dëm
526,Schaden::N,சேதாரம்,zarar
527,Unglück::N,இடையூறு,fatkeqësi
528,Schuld::N,குற்றம்,faj
529,Alter::N,வயது,moshë
530,Schluss::N,முடிவு,fund
531,Zeit::N,காலம்,kohë
532,Tag::N,நாள்,ditë
533,Morgen::N,காலை நேரம்,mëngjes
534,Mittag::N,மதியம்,mesditë
535,Abend::N,மாலைப் பொழுது,mbrëmje
536,Nacht::N,இரவு,natë
537,Woche::N,வாரம்,javë
538,Monat::N,மாதம்,muaj
539,Jahr::N,வருடம்,vit
540,Frühling::N,வசந்தம்,pranverë
541,Sommer::N,கோடை,verë
542,Herbst::N,இலையுதிர் காலம்,vjeshtë
543,Winter::N,குளிர்காலம்,dimër
544,Januar::N,ஜனவரி,janar
545,Februar::N,பிபரவரி மாதம்,shkurt
546,März::N,மார்ச் மாதம்,mars
547,April::N,ஏப்ரல் மாதம்,prill
548,Mai::N,மே மாதம்,maj
549,Juni::N,ஜூன் மாதம்,qershor
550,Juli::N,ஜூலை மாதம்,korrik
551,August::N,ஆகஸ்ட் மாதம்,gusht
552,September::N,செப்டம்பர் மாதம்,shtator
553,Oktober::N,அக்டோபர் மாதம்,tetor
554,November::N,நவம்பர் மாதம்,nëntor
555,Dezember::N,டிசம்பர்,dhjetor
556,Montag::N,திங்கட் கிழமை,hënë
557,Dienstag::N,செவ்வாய்க்கிழமை,martë
558,Mittwoch::N,புதன் கிழமை,mërkurë
559,Donnerstag::N,வியாழக் கிழமை,enjte
560,Freitag::N,வெள்ளிக்கிழமை,premte
561,Samstag::N,சனிக்கிழமை,shtunë
562,Sonntag::N,ஞாயிறுக் கிழமை,diel
563,groß::A,பெரிய,madh
564,klein::A,சிறிய,vogël
565,lang::A,நீண்ட,gjatë
566,kurz::A,குட்டையான,shkurtër
567,breit::A,அகலமான,gjerë
568,schmal::A,குறுகலான,ngushtë
569,dicht::A,அடர்த்தியான,dendur
570,dick[Gegenstand]::A,தடித்த,trashë
571,dünn::A,சன்னமான,hollë
572,fein::A,மெல்லிய,imët
573,fest::A,உறுதியாள,fortë
574,flach::A,தட்டையான,sheshtë
575,glatt::A,வழுவழுப்பான,rrafshët
576,hart::A,கடினமான,fortë
577,weich::A,மென்மையான,butë
578,rund::A,உருண்டையான,rrumbullakët
579,spitz::A,திகந்தமாக,majëmprehtë
580,scharf::A,கூரான,mprehtë
581,stumpf::A,உளம் திறந்த,topitur
582,schwer::A,கனமான,rëndë
583,schön::A,அழகான,bukur
584,heiß::A,சூடான,nxehtë
585,warm::A,இதமான,ngrohtë
586,kalt::A,குளிர்ச்சியான,ftohtë
587,kühl::A,குளிர்ச்சியான,freskët
588,frisch::A,சுத்தமான,pastër
589,feucht::A,ஈரமான,lagësht
590,nass::A,ஈரமான,lagur
591,trocken::A,உலர்ந்த,thatë
592,voll::A,நிரம்பிய,plotë
593,leer::A,காலியான,bosh
594,leer::A,காலியான,zbrazët
595,offen::A,திறந்த,hapur
596,geschlossen::A,மூடப்பட்ட,mbyllur
597,sauber::A,சுத்தமான,dëlirë
598,schmutzig::A,அழக்கான,ndyrë
599,roh::A,கச்சா,gjallë
600,reif::A,பழுத்த,arrirë
601,lecker::A,சுவைமிக்க,shijshëm
602,süß::A,இனிப்பான,ëmbël
603,bitter::A,கசப்பான,hidhur
604,sauer::A,புளிப்பாக,thartë
605,hell::A,பளபளப்பான,me dritë
606,dunkel::A,கருமையான,errët
607,schwarz::A,கருப்பு வண்ண,i zi
608,weiß::A,வெண்மையன,bardhë
609,rot::A,சிவப்பு,kuq
610,gelb::A,மஞ்சள் வண்ணம்,verdhë
611,blau::A,நீல வண்ண,blu
612,blau::A,நீல வண்ண,kaltër
613,grün::A,பச்சை வண்ண,blertë
614,grün::A,பச்சை வண்ண,gjelbër
615,grau::A,சாம்பல் நிற,hirtë
616,grau::A,சாம்பல் நிற,bojë hiri
617,bunt::A,வண்ண மயமான,shumëngjyrëshëm
618,billig::A,மலிவான,lirë
619,teuer::A,விலை அதிகமான,shtrenjtë
620,wertvoll::A,மதிப்புள்ள,çmuar
621,wertvoll::A,மதிப்புள்ள,vlershëm
622,blind::A,பார்வையற்ற,qorr
623,blind::A,பார்வையற்ற,verbër
624,taub::A,செவிடான,shurdhër
625,kräftig::A,வலிமையான,fuqishëm
626,stark::A,பலமான,fortë
627,schwach::A,பலவீனமான,dobët
628,fett::A,பருமனாக,dhjamur
629,schlank::A,ஒல்லியான,hollë
630,hübsch::A,அழகிய,bukur
631,hübsch::A,அழகிய,hijshëm
632,böse::A,கேடு விளைவிக்கும்,keq
633,dumm::A,முட்டாள்தனமான,teveqel
634,faul::A,சோம்பலான,dembel
635,fleißig::A,ஊக்கந்தளராத,zellshëm
636,geizig::A,கஞேசத்தனமான,kurnac
637,geizig::A,கஞேசத்தனமான,dorështrënguar
638,klug::A,சாதுரியமான,mençur
639,geschickt::A,திறமையள்ள,aftë
640,lieb::A,அன்புக்குரிய,dashur
641,lustig::A,களிப்புமிக்க,gëzuar
642,sanft::A,சாதுவான,butë
643,hungrig::A,பசியுடன்,uritur
644,krank::A,நோயுற்று,sëmurë
645,nackt::A,ஆடையற்ற,lakuriq
646,nackt::A,ஆடையற்ற,zhveshur
647,traurig::A,சோகமான,trishtuar
648,lebendig::A,பிழைப்பு,gjallë
649,gut::A,நல்ல,mirë
650,schlecht::A,கெட்ட,keq
651,richtig::A,சரியான,drejtë
652,schlimm::A,அருவருப்பான,keq
653,wahr::A,உண்மையான,vërtetë
654,alt::A,பழைய,vjetër
655,neu::A,புதிய,i ri
656,ehemalig::A,முன்நாள்,dikurshëm
657,alt[Lebewesen]::A,வயதான,plak
658,jung::A,இளமையான,i ri
659,arm::A,ஏழ்மையான,varfër
660,arm::A,ஏழ்மையான,vobektë
661,reich::A,செல்வம் படைத்த,pasur
662,bekannt::A,பழக்கப்பட்ட,njohur
663,berühmt::A,புகழ்பெற்ற,famshëm
664,fremd::A,அயல் நாட்டு,huaj
665,verschieden::A,வித்தியாசமான,ndryshëm
666,nah::A,பக்கத்தில் உள்ள,afërt
667,fern::A,தொலை தூரத்தில்,largët
668,linker::A,மீந்திருக்கும்,majtë
669,rechter::A,வலதுபக்கம்,djathtë
670,anderer::A,மற்ற,tjetër
671,erster::A,முதனமையான,parë
672,zweiter::A,இரண்டாவது,dytë
673,dritter::A,மூன்றாவது,i tretë
674,letzter::A,கடைசி,fundit
675,allein::ADV,தனியாக,vetëm
676,auf einmal::ADV,தடீரென்று,njëkohësisht
677,zusammen::ADV,சேர்ந்து,bashkë
678,zusammen::ADV,சேர்ந்து,së bashku
679,lange::ADV,அதிக நோம்,për një kohë të gjatë
680,plötzlich::ADV,தடீரென்று,befas
681,sofort::ADV,உடனடியாக,menjëherë
682,sofort::ADV,உடனடியாக,aty për aty
