,Concept_ID,pt,sah
125,Ufer::N,beira,биэрэк
126,Küste::N,costa,кытыл
127,Festland::N,terra firme,кураанах сир
128,Meer::N,mar,муора
129,Bucht::N,baía,хомо
130,Bucht::N,baía,бухта
131,Insel::N,ilha,арыы
132,Blume::N,flor,сибэкки
133,Gras::N,erva,от
134,Wurzel::N,raiz,силис
135,Baum::N,árvore,мас
136,Stamm::N,tronco,умнас
137,Rinde::N,casca,хатырык
138,Ast::N,ramo,мутук
139,Zweig::N,galho,лабаа
140,Blatt::N,folha,сэбирдэх
141,Birke::N,bétula,хатыҥ
142,Kiefer[Baum]::N,pinheiro,бэс
143,Weide[Baum]::N,salgueiro,үөт
144,Weide[Baum]::N,salgueiro,талах
145,Tanne::N,abeto,харыйа
146,Horn::N,corno,муос
147,Horn::N,chifre,муос
148,Feder::N,pena,куорсун
149,Fell::N,pele,тирии
150,Flügel::N,asa,кынат
151,Klaue::N,pata,тыҥырах
152,Kralle::N,unha,баппаҕай
153,Kralle::N,garra,баппаҕай
154,Schwanz::N,rabo,кутурук
155,Schwanz::N,cauda,кутурук
156,Ei::N,ovo,сымыыт
157,Nest::N,ninho,уйа
158,Bau::N,toca,хороон
159,Bau::N,covil,хороон
160,Tier::N,animal,кыыл
161,Tier::N,animal,харамай
162,Herde::N,rebanho,үөр
163,Kuh::N,vaca,ынах
164,Bulle::N,touro,оҕус
165,Pferd::N,cavalo,сылгы
166,Schaf::N,ovelha,овца
167,Schwein::N,porco,сибиинньэ
168,Hund::N,cão,ыт
169,Katze::N,gata,куоска
170,Bär::N,urso,эһэ
171,Eichhörnchen::N,esquilo,тииҥ
172,Elch::N,alce,тайах
173,Fuchs::N,raposa,саһыл
174,Hase::N,lebre,куобах
175,Maus::N,rato,кутуйах
176,Wolf::N,lobo,бөрө
177,Vogel::N,ave,көтөр
178,Vogel::N,pássaro,көтөр
179,Schwarm::N,bando,бөлөх
180,Schwarm::N,enxame,бөлөх
181,Huhn::N,galinha,куурусса
182,Hahn::N,galo,бөтүүк
183,Gans::N,ganso,хаас
184,Adler::N,águia,хотой
185,Ente::N,pata,кус
186,Eule::N,mocho,мэкчиргэ
187,Eule::N,coruja,мэкчиргэ
188,Kranich::N,grou,туруйа
189,Krähe::N,gralha,тураах
190,Kuckuck::N,cuco,кэҕэ
191,Schwan::N,cisne,куба
192,Fisch::N,peixe,балык
193,Barsch::N,perca,алыһар
194,Hecht::N,lúcio,сордон
195,Schlange[Tier]::N,serpente,моҕой
196,Schlange[Tier]::N,serpente,эриэн үөн
197,Wurm::N,verme,үөн
198,Spinne::N,aranha,ооҕуй
199,Ameise::N,formiga,кымырдаҕас
200,Laus::N,piolho,быт
201,Mücke::N,mosquito,кумаар
202,Fliege::N,mosca,сахсырҕа
203,Schmetterling::N,borboleta,лыах
204,Schmetterling::N,borboleta,үрүмэччи
205,Beere::N,bago,отон
206,Apfel::N,maçã,яблоко
207,Pilz::N,fungo,тэллэй
208,Pilz::N,cogumelo,тэллэй
209,Zwiebel::N,cebola,луук
210,Saat::N,sementeira,сиэмэ
211,Korn::N,grão,сиэмэ
212,Heu::N,feno,от
213,Schale::N,casca,хах
214,Grube::N,cova,дьаама
215,Grube::N,fossa,дьаама
216,Falle::N,armadilha,сохсо
217,Schlinge::N,laço,уктаа
218,Spur::N,pista,суол
219,Spur::N,vestígio,суол
220,Asche::N,cinza,күл
221,Dreck::N,sujidade,бадараан
222,Eisen::N,ferro,тимир
223,Gold::N,ouro,көмүс
224,Gold::N,ouro,кыһыл көмүс
225,Silber::N,prata,көмүс
226,Silber::N,prata,үрүҥ көмүс
227,Kohle::N,carvão,чох
228,Glas::N,vidro,өстүөкүлэ
229,Lehm::N,barro,туой
230,Lehm::N,argila,туой
231,Sand::N,areia,кумах
232,Mensch::N,homem,киһи
233,Mensch::N,pessoa,киһи
234,Mann::N,homem,эр
235,Frau::N,mulher,дьахтар
236,Kind::N,filho,оҕо
237,Kind::N,criança,оҕо
238,Junge::N,rapaz,уол
239,Junge::N,menino,уол
240,Mädchen::N,menina,кыыс оҕо
241,Mädchen::N,rapariga,кыыс оҕо
242,Familie::N,família,кэргэн
243,Großvater::N,avô,эһэ
244,Großmutter::N,avó,эбэ
245,Eltern::N,pais,аҕа-ийэ
246,Vater::N,pai,аҕа
247,Mutter::N,mãe,ийэ
248,Sohn::N,filho,уол
249,Tochter::N,filha,кыыс
250,Bruder::N,irmão,убай
251,Bruder::N,irmão,быраат
252,Schwester::N,irmã,аҕас
253,Schwester::N,irmã,балыс
254,Onkel::N,tio,таай
255,Onkel::N,tio,абаҕа
256,Tante::N,tia,эдьиий
257,Ehemann::N,esposo,эр
258,Ehefrau::N,esposa,ойох
259,Freude::N,prazer,үөрүү
260,Freude::N,alegria,үөрүү
261,Gelächter::N,risada,күлүү
262,Gelächter::N,gargalhada,күлүү
263,Glück::N,felicidade,дьол
264,Glück::N,felicidade,соргу
265,Kummer::N,aflição,кутурҕан
266,Kummer::N,desgosto,кутурҕан
267,Wunsch::N,desejo,баҕарыы
268,Lust::N,vontade,баҕа
269,Geist::N,mente,тыын
270,Geist::N,espírito,тыын
271,Gedanke::N,ideia,санаа
272,Gedanke::N,pensamento,санаа
273,Gedächtnis::N,memória,өй
274,Verstand::N,razão,өй
275,Verstand::N,inteligência,өй
276,Sinn::N,sentido,суолта
277,Sinn::N,significado,суолта
278,Grund::N,causa,төрүөт
279,Grund::N,motivo,төрүөт
280,Wahrheit::N,verdade,кырдьык
281,Gespräch::N,conversa,бэсиэдэ
282,Gespräch::N,conversa,кэпсэтии
283,Gespräch::N,conversação,бэсиэдэ
284,Gespräch::N,conversação,кэпсэтии
285,Märchen::N,conto,остуоруйа
286,Erzählung::N,conto,кэпсээн
287,Erzählung::N,narrativa,кэпсээн
288,Nachricht::N,mensagem,биллэриллии
289,Neuigkeit::N,notícia,сонун
290,Neuigkeit::N,novidade,сонун
291,Name::N,nome,аат
292,Rätsel::N,adivinha,таабырын
293,Rede::N,oração,этии
294,Rede::N,discurso,этии
295,Sprache::N,língua,тыл
296,Stimme::N,voz,куолас
297,Wort::N,palavra,тыл
298,Zeichen::N,marca,бэлиэ
299,Ruf::N,grito,ыҥырыы
300,Ruf::N,chamada,ыҥырыы
301,Lärm::N,ruído,айдаан
302,Lärm::N,barulho,айдаан
303,Laut::N,som,тыас
304,Ton::N,tom,дорҕоон
305,Lied::N,canção,ырыа
306,Ruhe::N,calma,уу чуумпу
307,Ruhe::N,silêncio,уу чуумпу
308,Leute::N,gente,дьон
309,Leute::N,pessoas,дьон
310,Volk::N,povo,дьон
311,Volk::N,povo,норуот
312,Volk::N,nação,дьон
313,Volk::N,nação,норуот
314,Arbeit::N,trabalho,үлэ
315,Gast::N,hóspede,ыалдьыт
316,Gast::N,convidado,ыалдьыт
317,Geschenk::N,prenda,бэлэх
318,Geschenk::N,presente,бэлэх
319,Spiel::N,jogo,оонньуу
320,Gesellschaft::N,companhia,общество
321,Hilfe::N,ajuda,көмө
322,Hilfe::N,socorro,көмө
323,Freund::N,amigo,доҕор
324,Kamerad::N,camarada,атас
325,Angelegenheit::N,assunto,дьыала
326,Anzahl::N,número,ахсаан
327,Anzahl::N,quantidade,ахсаан
328,Art::N,tipo,биис
329,Art::N,espécie,биис
330,Stück::N,pedaço,кырбас
331,Teil::N,peça,ирээт
332,Teil::N,parte,ирээт
333,Hälfte::N,metade,аҥар
334,Kreis::N,círculo,төгүрүк
335,Kreis::N,círculo,төгүрүмтэ
336,Kreuz::N,cruz,кириэс
337,Linie::N,linha,сурааһын
338,Strich::N,traço,сурааһын
339,Abstand::N,distância,арыт
340,Entfernung::N,distância,ыраах
341,Gegend::N,área,сир
342,Gegend::N,região,сир
343,Platz::N,lugar,арыт
344,Ort::N,sítio,сир
345,Seite::N,lado,өрүт
346,Seite::N,lado,сирэй
347,Mitte::N,meio,орто
348,Gegenstand::N,objecto,предмет
349,Sache::N,coisa,мал
350,Rand::N,bordo,кытыы
351,Rand::N,bordo,ойоҕос
352,Rand::N,margem,кытыы
353,Rand::N,margem,ойоҕос
354,Kante::N,borda,кырыы
355,Kante::N,aresta,кырыы
356,Ecke::N,esquina,муннук
357,Spitze::N,ponta,чыпчаал
358,Ende::N,cabo,төбө
359,Ende::N,extremo,төбө
360,Loch::N,furo,тэһэҕэс
361,Loch::N,furo,дьөлөҕөс
362,Loch::N,buraco,тэһэҕэс
363,Loch::N,buraco,дьөлөҕөс
364,Winkel::N,canto,муннук
365,Winkel::N,ângulo,муннук
366,Muster::N,padrão,оһуор
367,Muster::N,desenho,оһуор
368,Größe::N,tamanho,кээмэй
369,Länge::N,comprimento,уста
370,Höhe::N,altura,үрдүк
371,Höhe::N,altitude,үрдүк
372,Gewicht::N,peso,ыйааһын
373,Menge::N,quantidade,ахсаан
374,Haufen::N,pilha,чөмчөх
375,Reihe::N,fila,кэккэ
376,Boot::N,barco,оҥочо
377,Ruder::N,remo,эрдии
378,Schlitten::N,trenó,сыарҕа
379,Ski::N,esqui,хайыһар
380,Lagerfeuer::N,fogueira,кутаа
381,Last::N,carga,ыарахан
382,Gang::N,curso,хаамыы
383,Gang::N,caminhada,хаамыы
384,Schritt::N,passo,хардыы
385,Norden::N,norte,хоту
386,Süden::N,sul,соҕуруу
387,Westen::N,oeste,арҕаа
388,Westen::N,ocidente,арҕаа
389,Osten::N,este,илин
390,Osten::N,leste,илин
391,Osten::N,oriente,илин
392,Holz::N,madeira,мас
393,Brett::N,tábua,дуоска
394,Brett::N,tábua,хаптаһын
395,Brett::N,prancha,дуоска
396,Brett::N,prancha,хаптаһын
397,Platte::N,laje,билиитэ
398,Platte::N,chapa,билиитэ
399,Stütze::N,apoio,тулааһын
400,Stütze::N,suporte,тулааһын
401,Stange::N,vara,ураҕас
402,Stange::N,barra,ураҕас
403,Stock::N,pau,мас
404,Stock::N,pau,баалкы
405,Stock::N,bengala,мас
406,Stock::N,bengala,баалкы
407,Stab::N,bastão,ураҕас
408,Rohr::N,cano,турба
409,Haus::N,casa,дьиэ
410,Heim::N,lar,дьиэ
411,Heim::N,casa,дьиэ
412,Ofen::N,estufa,оһох
413,Ofen::N,aquecedor,оһох
414,Fußboden::N,piso,муоста
415,Tisch::N,mesa,остуол
416,Stuhl::N,cadeira,устуул
417,Wiege::N,berço,биһик
418,Bett::N,cama,кырабаат
419,Regal::N,estante,долбуур
420,Regal::N,prateleira,долбуур
421,Kiste::N,caixa,дьааһык
422,Fenster::N,janela,түннүк
423,Tür::N,porta,аан
424,Tor::N,portão,аан
425,Zaun::N,cerca,соппулуот
426,Zaun::N,vedação,соппулуот
427,Dach::N,telhado,кырыыса
428,Leiter::N,escada,кирилиэс
429,Leiter::N,escada móvel,кирилиэс
430,Besen::N,vassoura,миинньик
431,Spaten::N,pá,күрдьэх
432,Schaufel::N,pá,күрдьэх
433,Gabel::N,garfo,биилкэ
434,Löffel::N,colher,луоска
435,Messer::N,faca,быһах
436,Nagel::N,cravo,тоһоҕо
437,Netz::N,rede,илим
438,Haken::N,gancho,көхө
439,Griff::N,asa,ук
440,Griff::N,asa,тутаах
441,Griff::N,cabo,ук
442,Griff::N,cabo,тутаах
443,Schloss::N,fechadura,күлүүс
444,Bild::N,imagem,хартыына
445,Figur::N,figura,фигура
446,Puppe::N,boneca,куукула
447,Beutel::N,saco,мөһөөччук
448,Beutel::N,bolsa,мөһөөччук
449,Bündel::N,fardo,баайыы
450,Tasche::N,saco,суумка
451,Tasche::N,bolso,суумка
452,Eimer::N,balde,биэдэрэ
453,Deckel::N,tampa,хаппах
454,Geschirr::N,louça,иһит
455,Sack::N,saca,куул
456,Tasse::N,chávena,сэлиэнэй
457,Topf::N,tacho,көстүрүүҥкэ
458,Topf::N,panela,көстүрүүҥкэ
459,Kessel::N,caldeira,хочуол
460,Essen::N,refeição,аһылык
461,Nahrung::N,comida,ас
462,Nahrung::N,alimento,ас
463,Speise::N,prato,аһылык
464,Fleisch::N,carne,эт
465,Getreide::N,cereais,злактар
466,Brei::N,puré,хааһы
467,Brot::N,pão,килиэп
468,Scheibe::N,fatia,куһуок
469,Fett::N,banha,сыа
470,Fett::N,gordura,сыа
471,Butter::N,manteiga,арыы
472,Öl::N,azeite,арыы
473,Salz::N,sal,туус
474,Suppe::N,sopa,мин
475,Suppe::N,caldo,мин
476,Honig::N,mel,мүөт
477,Milch::N,leite,үүт
478,Tee::N,chá,чэй
479,Leder::N,couro,тирии
480,Wolle::N,lã,түү
481,Stoff::N,pano,таҥас
482,Stoff::N,tecido,таҥас
483,Nadel::N,agulha,иннэ
484,Faden::N,fio,сап
485,Knopf::N,botão,тимэх
486,Knoten::N,nó,түмүк
487,Farbe::N,corante,кырааска
488,Kleidung::N,roupa,таҥас
489,Kleidung::N,vestuário,таҥас
490,Hemd::N,camisa,ырбаахы
491,Kragen::N,gola,саҕа
492,Ärmel::N,manga,сиэх
493,Hose::N,calça,ыстаан
494,Hose::N,calça,бүрүүкэ
495,Gürtel::N,cinto,кур
496,Mütze::N,boné,бэргэһэ
497,Mütze::N,barrete,бэргэһэ
498,Schuh::N,sapato,бачыыҥка
499,Stiefel::N,bota,саппыкы
500,Ring::N,anel,биһилэх
501,Band::N,fita,лиэнтэ
502,Band::N,faixa,лиэнтэ
503,Kamm::N,pente,тараах
504,Spiegel::N,espelho,сиэркилэ
505,Riemen::N,correia,кур
506,Schnur::N,corda,быа
507,Schnur::N,cordel,быа
508,Leine::N,trela,тэһиин
509,Decke::N,cobertor,суорҕан
510,Kissen::N,almofada,сыттык
511,Tuch::N,pano,былаат
512,Handtuch::N,toalha,соттор
513,Kraft::N,força,сыра
514,Stärke::N,força,күүс
515,Gesundheit::N,saúde,доруобуйа
516,Krankheit::N,doença,ыарыы
517,Krankheit::N,enfermidade,ыарыы
518,Schmerz::N,dor,ыарыы
519,Wunde::N,chaga,баас
520,Wunde::N,ferida,баас
521,Fieber::N,febre,түрүлгэн
522,Fieber::N,febre,лихорадка
523,Fieber::N,febre,температура
524,Arznei::N,remédio,эмп
525,Brücke::N,ponte,күргэ
526,Brunnen::N,poço,холуодьас
527,Weide::N,pastagem,мэччирэҥ
528,Pfad::N,senda,ыллык
529,Pfad::N,trilho,ыллык
530,Weg::N,caminho,суол
531,Straße::N,via,суол
532,Straße::N,estrada,суол
533,Dorf::N,aldeia,дэриэбинэ
534,Stadt::N,cidade,куорат
535,Brief::N,carta,сурук
536,Buch::N,livro,кинигэ
537,Buchstabe::N,letra,буква
538,Zeitung::N,jornal,хаһыат
539,Leben::N,vida,тыын
540,Tod::N,morte,өлүү
541,Grab::N,túmulo,иин
542,Grab::N,sepultura,иин
543,Kirche::N,igreja,таҥара дьиэтэ
544,Sünde::N,pecado,айыы
545,Gott::N,deus,тангара
546,Arbeiter::N,operário,үлэһит
547,Arbeiter::N,trabalhador,үлэһит
548,Chef::N,chefe,баһылык
549,Chef::N,chefe,начальник
550,Chef::N,patrão,баһылык
551,Chef::N,patrão,начальник
552,Meister::N,mestre,уус
553,Meister::N,mestre,маастар
554,Arzt::N,médico,врач
555,Lehrer::N,professor,учуутал
556,Geld::N,dinheiro,харчы
557,Geschäft::N,negócio,идэ
558,Laden::N,loja,маҕаһыын
559,Preis::N,preço,сыана
560,Ware::N,mercadoria,табаар
561,Nutzen::N,proveito,туһа
562,Reichtum::N,riqueza,баай
563,Welt::N,mundo,аан дойду
564,Land::N,país,дойду
565,Staat::N,Estado,государство
566,König::N,rei,король
567,Macht::N,poder,былаас
568,Macht::N,potência,былаас
569,Grenze::N,fronteira,кыраныысса
570,Krieg::N,guerra,сэрии
571,Feind::N,inimigo,өстөөх
572,Gewalt::N,violência,күүһүлээһин
573,Kampf::N,luta,охсуһуу
574,Kampf::N,combate,охсуһуу
575,Bogen[Waffe]::N,arco,ох
576,Pfeil::N,seta,ох
577,Pfeil::N,flecha,ох
578,Gewehr::N,espingarda,саа
579,Fehler::N,erro,сыыһа
580,Fehler::N,falha,сыыһа
581,Lüge::N,mentira,сымыйа
582,Schaden::N,dano,хоромньу
583,Schaden::N,estrago,хоромньу
584,Unglück::N,desgraça,алдьархай
585,Schuld::N,culpa,буруй
586,Alter::N,idade,саас
587,Schluss::N,fim,тиһэх
588,Zeit::N,tempo,бириэмэ
589,Tag::N,dia,күн
590,Morgen::N,manhã,сарсыарда
591,Mittag::N,meio-dia,күн ортото
592,Abend::N,noite,киэһэ
593,Abend::N,tardinha,киэһэ
594,Nacht::N,noite,түүн
595,Woche::N,semana,нэдиэлэ
596,Monat::N,mês,ый
597,Jahr::N,ano,сыл
598,Jahr::N,ano,дьыл
599,Frühling::N,primavera,саас
600,Sommer::N,verão,сайын
601,Herbst::N,outono,күһүн
602,Winter::N,inverno,кыһын
603,Januar::N,Janeiro,тохсунньу
604,Februar::N,Fevereiro,олунньу
605,März::N,Março,кулун тутар
606,April::N,Abril,муус устар ый
607,Mai::N,Maio,ыам ыйа
608,Juni::N,Junho,бэс ыйа
609,Juli::N,Julho,от ыйа
610,August::N,Agosto,атырдьах ыйа
611,September::N,Setembro,балаҕан ыйа
612,Oktober::N,Outubro,алтынньы
613,November::N,Novembro,сэтинньи
614,Dezember::N,Dezembro,ахсынньы
615,Montag::N,segunda-feira,бэнидиэнньик
616,Dienstag::N,terça-feira,оптуорунньук
617,Mittwoch::N,quarta-feira,сэрэдэ
618,Donnerstag::N,quinta-feira,чэппиэр
619,Freitag::N,sexta-feira,бээтинсэ
620,Samstag::N,sábado,субуота
621,Sonntag::N,domingo,баскыһыанньа
622,groß::A,grande,бөдөҥ
623,groß::A,grande,улахан
624,klein::A,pequeno,кыр
625,lang::A,comprido,уһун
626,kurz::A,curto,кылгас
627,breit::A,largo,кэтит
628,schmal::A,estreito,кыараҕас
629,dicht::A,denso,хойуу
630,dick[Gegenstand]::A,grosso,суон
631,dick[Gegenstand]::A,grosso,хойуу
632,dünn::A,delgado,чараас
633,fein::A,fino,бытархай
634,fein::A,fino,синньигес
635,fein::A,subtil,бытархай
636,fein::A,subtil,синньигес
637,fest::A,firme,бөҕө
638,fest::A,firme,кытаанах
639,fest::A,sólido,бөҕө
640,fest::A,sólido,кытаанах
641,flach::A,plano,хаптаҕай
642,glatt::A,liso,кылааккай
643,hart::A,duro,хатан
644,hart::A,duro,кытаанах
645,weich::A,mole,сымнаҕас
646,rund::A,redondo,төгүрүк
647,spitz::A,agudo,сытыы
648,spitz::A,agudo,уһуктаах
649,scharf::A,afiado,сытыы
650,stumpf::A,rombo,сыппах
651,schwer::A,pesado,ыарахан
652,schön::A,belo,кыраһыабай
653,schön::A,bonito,кыраһыабай
654,heiß::A,quente,итии
655,warm::A,quente,ичигэс
656,kalt::A,frio,тымныы
657,kühl::A,fresco,сөрүүн
658,frisch::A,fresco,ыраас
659,frisch::A,fresco,сөрүүн
660,frisch::A,fresco,тымныы
661,feucht::A,húmido,сииктээх
662,nass::A,molhado,инчэҕэй
663,trocken::A,seco,кураан
664,voll::A,cheio,толору
665,leer::A,vazio,иччитэх
666,offen::A,aberto,аһаҕас
667,geschlossen::A,fechado,бүтэй
668,sauber::A,limpo,сэбэр
669,schmutzig::A,sujo,кирдээх
670,roh::A,cru,сиикэй
671,reif::A,maduro,буспут
672,reif::A,maduro,сиппит-хоппут
673,lecker::A,delicioso,минньигэс
674,süß::A,doce,минньигэс
675,bitter::A,amargo,аһыы
676,sauer::A,azedo,аһыы
677,hell::A,claro,сырдык
678,dunkel::A,escuro,хараҥа
679,dunkel::A,sombrio,хараҥа
680,schwarz::A,preto,хара
681,weiß::A,branco,үрүҥ
682,weiß::A,branco,маҥан
683,rot::A,vermelho,кыһыл
684,gelb::A,amarelo,саһархай
685,blau::A,azul,күөх
686,grün::A,verde,күөх
687,grün::A,verde,от күөҕэ
688,grau::A,cinzento,сиэрэй
689,bunt::A,colorido,эриэн
690,billig::A,barato,чэпчэки
691,teuer::A,caro,сыаналаах
692,wertvoll::A,valioso,сыаналаах
693,wertvoll::A,precioso,сыаналаах
694,blind::A,cego,хараҕа суох
695,taub::A,surdo,дьүлэй
696,kräftig::A,forte,модун
697,kräftig::A,poderoso,модун
698,stark::A,forte,күүстээх
699,stark::A,robusto,күүстээх
700,schwach::A,débil,мөлтөх
701,fett::A,gordo,эмис
702,schlank::A,esbelto,дьылҕан
703,schlank::A,esbelto,дьыпсаҕай
704,hübsch::A,giro,олус кэрэ
705,hübsch::A,giro,көрүөхтэн үчүгэй
706,hübsch::A,bonito,олус кэрэ
707,hübsch::A,bonito,көрүөхтэн үчүгэй
708,böse::A,mau,өһүөннээх
709,dumm::A,parvo,акаары
710,dumm::A,estúpido,акаары
711,faul::A,preguiçoso,нэс
712,fleißig::A,aplicado,кыһамньылаах
713,fleißig::A,diligente,кыһамньылаах
714,geizig::A,avarento,иҥсэлээх
715,klug::A,prudente,өйдөөх
716,klug::A,inteligente,өйдөөх
717,geschickt::A,hábil,наһаа дьоҕурдаах
718,lieb::A,caro,тапталлаах
719,lieb::A,querido,тапталлаах
720,lustig::A,alegre,көрдөөх
721,sanft::A,suave,намчы
722,sanft::A,suave,сымнаҕас
723,sanft::A,brando,намчы
724,sanft::A,brando,сымнаҕас
725,hungrig::A,faminto,аччык
726,krank::A,doente,ыалдьар
727,krank::A,enfermo,ыалдьар
728,nackt::A,nu,сыгынньах
729,nackt::A,despido,сыгынньах
730,traurig::A,triste,санаарҕабыллаах
731,lebendig::A,vivo,тыыннаах
732,gut::A,bom,үтүө
733,gut::A,bom,үчүгэй
734,schlecht::A,mau,куһаҕан
735,schlecht::A,ruim,куһаҕан
736,richtig::A,justo,сөп
737,richtig::A,correcto,сөп
738,schlimm::A,mau,сидьиҥ
739,schlimm::A,mau,быдьар
740,schlimm::A,grave,сидьиҥ
741,schlimm::A,grave,быдьар
742,wahr::A,verdadeiro,кырдьык
743,alt::A,velho,былыргы
744,alt::A,antigo,былыргы
745,neu::A,novo,саҥа
746,ehemalig::A,antigo,урукку
747,alt[Lebewesen]::A,velho,кырдьаҕас
748,jung::A,jovem,эдэр
749,arm::A,pobre,дьадаҥы
750,reich::A,rico,баай
751,bekannt::A,conhecido,билэр
752,berühmt::A,famoso,аатырбыт
753,berühmt::A,célebre,аатырбыт
754,fremd::A,alheio,атын
755,fremd::A,estranho,атын
756,verschieden::A,diverso,араас
757,verschieden::A,diferente,араас
758,nah::A,próximo,чугас
759,fern::A,remoto,ыраах
760,fern::A,distante,ыраах
761,linker::A,esquerdo,хаҥас
762,rechter::A,direito,уҥа
763,anderer::A,outro,атын
764,erster::A,primeiro,маҥнайгы
765,zweiter::A,segundo,иккис
766,dritter::A,terceiro,үһүс
767,letzter::A,final,тиһэх
768,letzter::A,último,тиһэх
769,allein::ADV,só,соҕотох
770,auf einmal::ADV,de vez,биирдэ
771,zusammen::ADV,juntos,холбуу
772,lange::ADV,muito tempo,уһуннук
773,plötzlich::ADV,de repente,эмискэ
774,sofort::ADV,imediatamente,тута
775,später::ADV,mais tarde,хойут
776,jetzt::ADV,agora,билигин
777,heute::ADV,hoje,бүгүн
778,morgen::ADV,amanhã,сарсын
779,bald::ADV,logo,өтөр
780,bald::ADV,breve,өтөр
781,dann::ADV,então,кэнна
782,dann::ADV,depois,кэнна
783,gestern::ADV,ontem,бэҕэһээ
784,einst::ADV,antigamente,биир төгүл
785,einst::ADV,antigamente,арай биирдэ
