,Concept_ID,kl,av
1328,zu sehen sein::V,,бихьизе
1329,vernehmen::V,,рагӏизе
1330,können::V,,кӏвезе
1331,können::V,,лъазе
1332,gelingen::V,,бахъизе
1333,geraten::V,,бахъизе
1334,ändern::V,,хисизабизе
1335,drehen::V,,тиризабизе
1336,drehen::V,,свердизабизе
1337,schieben::V,,хъилдизе
1338,rütteln::V,,багъа-бачаризабизе
1339,schütten::V,,тӏезе
1340,packen::V,,кквезе
1341,hinzufügen::V,,жубазе
1342,wählen::V,,бищизе
1343,auswählen::V,,тӏасабищизе
1344,behindern::V,,квекӏен гьабизе
1345,beschädigen::V,,галгъазабизе
1346,reichen::V,,кьезе
1347,schenken::V,,кьезе
1348,wiegen::V,,чӏучӏадизабизе
1349,verlassen::V,,тезе
1350,verlassen::V,,рехунтезе
1351,bewachen::V,,цӏунизе
1352,verteidigen::V,,цӏунизе
1353,sich schlagen::V,,багъизе
1354,siegen::V,,бергьине
1355,belästigen::V,,рахӏатхвезабизе
1356,täuschen::V,,божуда рекӏкӏ гьабизе
1357,täuschen::V,,гуккизе
1358,pflücken::V,,бетӏизе
1359,fassen::V,,кквезе
1360,hüten::V,,кваназабизе
1361,treiben::V,,гъезе
1362,melken::V,,бечӏчӏизе
1363,hacken::V,,чӏвазе
1364,reifen::V,,барщизе
1365,zubereiten::V,,бежа-белъине
1366,backen::V,,базе
1367,stricken::V,,хьухьине
1368,nähen::V,,букъизе
1369,spülen::V,,хулизе
1370,kehren::V,,лъухьизе
1371,kämmen::V,,хазе
1372,schmücken::V,,чӏухӏизабизе
1373,sich unterhalten::V,,гаргадизе
1374,nennen::V,,цӏар лъезе
1375,bemerken::V,,берречӏчӏизе
1376,begreifen::V,,бичӏчӏизе
1377,zeichnen::V,,бахъизе
1378,besitzen::V,,щвезе
1379,besitzen::V,,бу́кӏине
1380,zahlen::V,,кьезе
