,Concept_ID,kl,av
130,Rinde::N,ameraq,макъар
131,Ast::N,avalequt,ноцӏ
132,Zweig::N,avalequt,гӏаркьел
133,Blatt::N,pilutaq,тӏамах
134,Birke::N,patitsit,мах
135,Birke::N,patitsit,махигъветӏ
136,Weide[Baum]::N,palleq,рицӏцӏ
137,Weide[Baum]::N,palleq,рицӏцӏигъветӏ
138,Tanne::N,orsuerneq,ёлка
139,Horn::N,nassuk,лълъар
140,Feder::N,suluk,хӏули
141,Fell::N,ameq,тӏом
142,Fell::N,ameq,цӏоко
143,Flügel::N,suluk,кваркьи
144,Flügel::N,isaroq,кваркьи
145,Klaue::N,kukik,галъ
146,Kralle::N,kukik,квачӏ
147,Kralle::N,kukik,катиквачӏ
148,Schwanz::N,pamioq,рачӏ
149,Schwanz::N,paperuusaq,рачӏ
150,Ei::N,mannik,хоно
151,Nest::N,ullut,бусен
152,Bau::N,ini,каратӏ
153,Tier::N,uumasoq,хӏайван
154,Herde::N,unguukkat,рехъен
155,Herde::N,unguukkat,рехъед
156,Kuh::N,ussik,гӏака
157,Bulle::N,angukulak,оц
158,Bulle::N,anguteralak,оц
159,Bulle::N,angutikulooq,оц
160,Schaf::N,sava,чахъу
161,Schwein::N,puuluki,болъон
162,Hund::N,qimmeq,гьой
163,Katze::N,puisaaq,кету
164,Bär::N,allaq,ци
165,Eichhörnchen::N,sissinnguaq,гвангва
166,Fuchs::N,terianniaq,цер
167,Hase::N,ukaleq,гӏанкӏ
168,Maus::N,teriannguaq,гӏункӏкӏ
169,Wolf::N,amaroq,бацӏ
170,Vogel::N,timmiaq,хӏинчӏ
171,Huhn::N,kukkukooq,гӏанкӏу
172,Huhn::N,marloraaqaaq,гӏанкӏу
173,Hahn::N,kiasiusaq,хӏелеко
174,Gans::N,nerleq,хъаз
175,Adler::N,nattoralik,цӏум
176,Eule::N,uppik,беццаруз
177,Kranich::N,qorlorfik,къункъра
178,Krähe::N,tuluatsiaq,гъеду
179,Kuckuck::N,kukkooq,гагу
180,Schwan::N,qussuk,хӏанкъва
181,Fisch::N,aalisagaq,ччугӏа
182,Schlange[Tier]::N,pulateriarsuk,борохь
183,Schlange[Tier]::N,pulateriaarsuk,борохь
184,Spinne::N,aasiaq,хъанхъра
185,Spinne::N,nissavaarsuk,хъанхъра
186,Ameise::N,uniaaluk,цӏунцӏра
187,Laus::N,kumak,нацӏ
188,Mücke::N,ippernaq,кӏкӏара
189,Fliege::N,ippernaq,тӏутӏ
190,Schmetterling::N,paluaq,кӏалкӏучӏ
191,Schmetterling::N,pakkaluaq,кӏалкӏучӏ
192,Schmetterling::N,utsuppaluaq,кӏалкӏучӏ
193,Schmetterling::N,taqaleqisaaq,кӏалкӏучӏ
194,Beere::N,paarmaq,
195,Beere::N,paarngaq,
196,Apfel::N,iipili,гӏеч
197,Pilz::N,anngiusaq,гӏурдахӏан
198,Zwiebel::N,uanitsoq,кӏочӏопер
199,Saat::N,naatsiiassaq,хьон
200,Korn::N,maannineq,мугь
201,Schale::N,niutsivik,хъал
202,Schale::N,ilulissaq qaartussaq,хъал
203,Grube::N,itersaq,гвенд
204,Falle::N,pualavoq,къор
205,Falle::N,pualavoq,къотен
206,Schlinge::N,orseq,кӏичӏ
207,Schlinge::N,norloq,кӏичӏ
208,Spur::N,tumaa,лъалкӏ
209,Asche::N,arsat,рахъу
210,Dreck::N,minguk,гъиз
211,Dreck::N,minguk,хӏарщ
212,Eisen::N,savimineq,махх
213,Eisen::N,saffiugassaq,махх
214,Gold::N,kuulti,месед
215,Silber::N,siilviuvoq,гӏарац
216,Kohle::N,aamarsuit aamaruutissat,тӏурччи
217,Glas::N,igalaaq,цӏер
218,Glas::N,imertarfik,цӏер
219,Glas::N,igalaamineq,цӏер
220,Lehm::N,marraq,хӏатӏ
221,Sand::N,sioqqat,сали
222,Mensch::N,inuk,чи
223,Mensch::N,silamiu,чи
224,Mann::N,angut,бихьинчи
225,Frau::N,arnaq,гӏадан
226,Kind::N,meeraq,лъимер
227,Junge::N,nukappiaraq,вас
228,Mädchen::N,arnannguaq,яс
229,Familie::N,ilaqutakka,хъизан
230,Familie::N,ilaqutariit,хъизан
231,Großvater::N,aatak,кӏудада
232,Großmutter::N,aanaq,кӏодо
233,Eltern::N,angajoqqaat,эбел-эмен
234,Vater::N,ataata,эмен
235,Vater::N,ataataq,эмен
236,Mutter::N,anaana,эбел
237,Sohn::N,erneq,вас
238,Tochter::N,panik,яс
239,Bruder::N,ani,вац
240,Bruder::N,aqqaluk,вац
241,Bruder::N,qatanngut,вац
242,Schwester::N,naja,яц
243,Schwester::N,aleqa,яц
244,Schwester::N,qatanngut,яц
245,Onkel::N,akkak,даци
246,Tante::N,aja,ада
247,Tante::N,ajak,ада
248,Tante::N,atsak,ада
249,Ehemann::N,ui,рос
250,Ehefrau::N,nuliaq,чӏужу
251,Freude::N,tipaatsussuseq,ракӏбохи
252,Gelächter::N,illaq,релъи
253,Glück::N,usornaat,талихӏ
254,Glück::N,usornaat,талихӏ-рохел
255,Glück::N,usornarsuseq,талихӏ
256,Glück::N,usornarsuseq,талихӏ-рохел
257,Wunsch::N,kissaat,къасд
258,Lust::N,illigussuseq,гъира
259,Lust::N,piummaseq,гъира
260,Geist::N,anerneq,чӏанкӏ
261,Geist::N,anerneq,рухӏ-жан
262,Geist::N,toornaq,чӏанкӏ
263,Geist::N,toornaq,рухӏ-жан
264,Gedanke::N,isumassaq,пикру
265,Gedächtnis::N,eqqaamannissuseq,
266,Verstand::N,isuma,лумалъи
267,Verstand::N,isuma,цӏодорлъи
268,Verstand::N,sianissut,лумалъи
269,Verstand::N,sianissut,цӏодорлъи
270,Verstand::N,misigissut,лумалъи
271,Verstand::N,misigissut,цӏодорлъи
272,Verstand::N,sianissuseq,лумалъи
273,Verstand::N,sianissuseq,цӏодорлъи
274,Verstand::N,silaqassuseq,лумалъи
275,Verstand::N,silaqassuseq,цӏодорлъи
276,Sinn::N,isuma,магӏна
277,Grund::N,patsit,багьана
278,Wahrheit::N,sallusuissut,ритӏухълъи
279,Märchen::N,oqalualaarut,маргьа
280,Märchen::N,oqaluasaaq,маргьа
281,Erzählung::N,oqaluttuaq,къиса
282,Nachricht::N,oqaassut,хабар
283,Nachricht::N,oqqersuut,хабар
284,Neuigkeit::N,tusarnartaq,хабар-гӏазаб
285,Name::N,ateq,цӏар
286,Rätsel::N,nalorsitsaarut,бицанкӏо
287,Rede::N,oqaluuseq,речь
288,Rede::N,oqaluuseq,калам
289,Sprache::N,oqaatsit,мацӏ
290,Stimme::N,erinaq,гьаракь
291,Stimme::N,qarluuseq,гьаракь
292,Wort::N,oqaasii,рагӏи
293,Zeichen::N,nalunaaqqut,ишара
294,Zeichen::N,nalunaaqqut,гӏаламат
295,Ruf::N,qaaqqussut,ахӏи
296,Lärm::N,perpaluk,хъуй
297,Lärm::N,perpaluk,хъуди
298,Laut::N,torsukattak,гьаракь
299,Laut::N,torsukattak,сас
300,Ton::N,erinaq,
301,Lied::N,taalliaq,кечӏ
302,Lied::N,erinarsuut,кечӏ
303,Ruhe::N,qatsunganeq,рахӏат
304,Leute::N,inuiak,гӏадамал
305,Leute::N,inuiaqatigiit,гӏадамал
306,Volk::N,inuiaat,халкъ
307,Arbeit::N,suliaq,хӏалтӏи
308,Gast::N,qaaqqusaq,гьобол
309,Geschenk::N,pajugut,сайигъат
310,Hilfe::N,annertoqqut,кумек
311,Freund::N,tiliaq,гьудул
312,Freund::N,ikinngut,гьудул
313,Kamerad::N,tiliaq,гьалмагъ
314,Kamerad::N,ikinngut,гьалмагъ
315,Art::N,ileqquuseq,жинс
316,Stück::N,nakkaalaniku,кесек
317,Teil::N,tassiaasat,пай
318,Hälfte::N,affaq,бащдаб
319,Kreis::N,kaajaluinneq or kaajaluitsoq,гор
320,Kreuz::N,sanningasulik,хъанч
321,Linie::N,tittaq,мухъ
322,Linie::N,titarneq,мухъ
323,Abstand::N,aku,манзил
324,Abstand::N,ikiaq,манзил
325,Entfernung::N,asi,манзил
326,Gegend::N,nuna,рахъ
327,Platz::N,ini,бакӏ
328,Platz::N,inissaq,бакӏ
329,Ort::N,sumiiffik,бакӏ
330,Seite::N,saneraq,рахъ
331,Mitte::N,qiteq,бакьулъбакӏ
332,Sache::N,pigisaq,жо
333,Rand::N,sini,мицӏир
334,Rand::N,akerfineq,мицӏир
335,Kante::N,akerfineq,рагӏал
336,Kante::N,akerfineq,рагӏа-ракьан
337,Ecke::N,teqeqqoq,цили
338,Ecke::N,tikeqqoq,цили
339,Spitze::N,inngik,тӏогь
340,Ende::N,isu,кӏал
341,Loch::N,putu,каратӏ
342,Winkel::N,teqeqqorissaat,
343,Muster::N,ilisserut,накъиш
344,Größe::N,angissuseq,кӏодо́лъи
345,Länge::N,takissuseq,халалъи
346,Gewicht::N,oqimaalutaq,бакӏлъи
347,Menge::N,amerlassuseq,
348,Haufen::N,eqimattat,гъуни
349,Reihe::N,allunaasaq,ирга́
350,Boot::N,qajaq,раса
351,Boot::N,angallat,раса
352,Boot::N,umiatsiaq,раса
353,Ruder::N,iput,раххан
354,Schlitten::N,qamutit,чанагъ
355,Schlitten::N,qimusseq,чанагъ
356,Ski::N,ataarut,лыжаби
357,Last::N,nammagaq,бакӏлъи
358,Schritt::N,allorneq,гали
359,Norden::N,avannaq,шимал
360,Süden::N,qava,юг
361,Süden::N,qava,къибла
362,Süden::N,kujat,юг
363,Süden::N,kujat,къибла
364,Süden::N,kujataa,юг
365,Süden::N,kujataa,къибла
366,Westen::N,kitaa,гъарб
367,Westen::N,kitaa,магъриб
368,Osten::N,kangi,шаркъ
369,Osten::N,kangi,машрикъ
370,Holz::N,qisuk,цӏул
371,Brett::N,salliligaq,хъарщи
372,Platte::N,qaateq,къоно
373,Stütze::N,ajagutaq,
374,Stütze::N,ajaagutaq,
375,Stange::N,kaaviffik,гӏер
376,Stock::N,ajaappissat,тӏил
377,Stab::N,ajaappissat,гӏер
378,Rohr::N,sullulik,турба
379,Haus::N,illu,ригь
380,Haus::N,illu,рукъзал
381,Ofen::N,kissarsuut,печь
382,Fußboden::N,nateq,чӏабар
383,Tisch::N,allattarfik,стол
384,Stuhl::N,issiavik,бакӏу
385,Stuhl::N,issiaffik,бакӏу
386,Wiege::N,uaasoq,кини
387,Bett::N,nallavik,кровать
388,Regal::N,ilisivik,хъарщи
389,Kiste::N,sakissat,ящик
390,Kiste::N,sakissat,тӏалагъуд
391,Kiste::N,illerfiusaq,ящик
392,Kiste::N,illerfiusaq,тӏалагъуд
393,Fenster::N,aki,гордо
394,Fenster::N,igalaaq,гордо
395,Tür::N,matu,нуцӏа
396,Tor::N,isaaffik,каву
397,Zaun::N,saputit,раци
398,Dach::N,qaliaq,тӏох
399,Leiter::N,tummeqqat,мали
400,Leiter::N,majuartarfiit,мали
401,Besen::N,saligutit,жул
402,Spaten::N,nivaataq,бел
403,Schaufel::N,nivaataq,раххан
404,Gabel::N,qilluaq,гӏучӏ
405,Gabel::N,ajassaatit,гӏучӏ
406,Löffel::N,alussaat,гъуд
407,Messer::N,savik,нус
408,Nagel::N,kukik,магӏ
409,Netz::N,anguffaseq,гьин
410,Haken::N,nissik,гъанцӏа
411,Haken::N,qarsorsaq,гъанцӏа
412,Haken::N,qarsorsartoq,гъанцӏа
413,Griff::N,ipi,гӏоркь
414,Schloss::N,illussaarsuaq,кӏулал
415,Bild::N,assiliaq,сурат
416,Figur::N,kisitsit,
417,Puppe::N,inuusaq,нани
418,Bündel::N,qilertaq,къай
419,Tasche::N,pooqattaq,сумка
420,Tasche::N,pooqattaq,къвачӏа
421,Deckel::N,matu,тӏалъел
422,Deckel::N,matu,дадитӏалъел
423,Geschirr::N,anut,цӏарагӏ
424,Tasse::N,tiitorfik,чашка
425,Tasse::N,tiitorfiup ilorlia,чашка
426,Topf::N,qoqqoq,хьаг
427,Kessel::N,uunnaavik,хьаг
428,Kessel::N,uunnaavik,гереги
429,Essen::N,igaaq,тӏагӏам
430,Nahrung::N,neqissaq,квен
431,Speise::N,nerisassat,квен
432,Fleisch::N,neqi,гьан
433,Getreide::N,maannineq,бугӏа-ролъ
434,Getreide::N,maannineq,могьолабл_культураби
435,Brot::N,iffit,чед
436,Brot::N,iffiaq,чед
437,Scheibe::N,igalaassiaq,мочӏу
438,Fett::N,tarnutissaq,беэнлъи
439,Fett::N,tarnutissiaq,беэнлъи
440,Butter::N,punneq,нах
441,Öl::N,uulia,нах
442,Salz::N,taratsut,цӏам
443,Suppe::N,qajoq,чурпа
444,Honig::N,tungusunnitsuut,гьоцӏо
445,Milch::N,immuk,рахь
446,Tee::N,tii,чай
447,Tee::N,teeq,чай
448,Wolle::N,nuersagassiaq,квас
449,Stoff::N,milliaq,ххам
450,Stoff::N,qarlissiaq,ххам
451,Nadel::N,meqqut,рокӏкӏен
452,Faden::N,ujalussiaq,кун
453,Knopf::N,attat,маргъал
454,Knoten::N,akeroq,гарацӏ
455,Knoten::N,qilerneq,гарацӏ
456,Farbe::N,qalipaat,релъен
457,Kleidung::N,atisat,ретӏел
458,Kleidung::N,annoraaq,ретӏел
459,Hemd::N,ilupaaq,гурде
460,Kragen::N,qungasiinnaq,габур
461,Ärmel::N,aaq,къвал
462,Hose::N,qarliit,тӏажу
463,Gürtel::N,qiterut,рачел
464,Gürtel::N,unngersaq,рачел
465,Mütze::N,nasaq,тӏагъур
466,Schuh::N,skuu,
467,Schuh::N,ikernuk,
468,Schuh::N,ateraasaq,
469,Stiefel::N,kamik,этек
470,Stiefel::N,kamik,чакма
471,Ring::N,assammiu,баргъич
472,Band::N,qilerutissiaq,лента
473,Kamm::N,illaagutit,гьоркьо
474,Kamm::N,illaajaatit pl.,гьоркьо
475,Spiegel::N,tarrarsuut,матӏу
476,Riemen::N,allunaaq,рижу
477,Schnur::N,kujaaq,
478,Schnur::N,allunaasaq,
479,Leine::N,aleq,
480,Decke::N,qipik,одея́ло
481,Kissen::N,akit,къандалъо
482,Tuch::N,qarlissiaq,квархьи
483,Handtuch::N,allarut,беркӏалрацӏцӏ
484,Handtuch::N,allarterut,беркӏалрацӏцӏ
485,Kraft::N,pissak,гуч
486,Kraft::N,pissak,къуват
487,Stärke::N,qerattarsaat,хӏалкӏвей
488,Gesundheit::N,peqqisusseq,сахлъи́
489,Krankheit::N,nappaat,унти
490,Krankheit::N,nappaat,щокълъи
491,Schmerz::N,anniaat,унти
492,Wunde::N,iki,ругъун
493,Fieber::N,nappaat qanimanartoq,цӏа-кан
494,Arznei::N,imigassaq,дару
495,Brücke::N,ikaartarfik,кьо
496,Brunnen::N,tissaluttuliaq,гъуй
497,Weide::N,masarsuk,рицӏцӏ
498,Weide::N,masarsuk,лъичӏирма
499,Weide::N,masarsuk,гӏурдаллъи
500,Weide::N,masarsuk,ри́цӏигъветӏ
501,Weide::N,masarsuk,рицӏцӏигъветӏ
502,Pfad::N,aqqut,сухъмахъ
503,Weg::N,aggerfik,нух
504,Straße::N,aqqusineq,нух
505,Dorf::N,nunaqarfik,росу
506,Stadt::N,illorpaat,шагьар
507,Stadt::N,illorpalik,шагьар
508,Brief::N,allagarsiaq,кагъат
509,Brief::N,allagarsiaq,рисалат
510,Buch::N,atuakkat,тӏехь
511,Buch::N,mappersagaq,тӏехь
512,Buchstabe::N,naqinneq,хӏарп
513,Zeitung::N,aviisi,газет
514,Leben::N,inuussuseq,яшав
515,Tod::N,toqu,хвел
516,Tod::N,toquneq,хвел
517,Grab::N,iliveq,хоб
518,Grab::N,illissat,хоб
519,Kirche::N,oqaluffik,килиса
520,Sünde::N,ajorti,хӏакъ
521,Sünde::N,ajorti,мунагь
522,Arbeiter::N,sulisoq,хӏалтӏухъан
523,Chef::N,ittoqut,хӏаким
524,Chef::N,ittoqut,начальник
525,Meister::N,naalagaq,устар
526,Meister::N,naalagaq,мастер
527,Meister::N,naalagaq,махщалилав
528,Arzt::N,katsorsaasoq,жайрахӏ
529,Lehrer::N,ilinniartitsisoq,мугӏалим
530,Geld::N,aningaasat,гӏарац
531,Geschäft::N,niuertarfik,
532,Laden::N,niuertarfik,тукен
533,Preis::N,aki,багьа
534,Ware::N,qaliata pii,къайи
535,Ware::N,nioqqutissaq,къайи
536,Nutzen::N,iluaqut,мунпагӏат
537,Welt::N,nunarsuaq,дуниял
538,Land::N,nuna,улка
539,Land::N,nuna,икълим
540,König::N,kunngi,пача
541,König::N,kunngi,малик
542,König::N,kunngi,къирал
543,König::N,kunngi,падишагь
544,Macht::N,pissaassuseq,кверщел
545,Grenze::N,killik,гӏорхъи
546,Krieg::N,sorsunneq,рагъ
547,Feind::N,akeraq,тушман
548,Feind::N,akerartorti,тушман
549,Feind::N,qinngarsuisoq,тушман
550,Kampf::N,sorsunneq,къеркьей
551,Pfeil::N,qalugiusaq,чӏор
552,Gewehr::N,aallaat,туманкӏ
553,Fehler::N,kukkuneq,гъалатӏ
554,Fehler::N,paarlaappaa,гъалатӏ
555,Unglück::N,perluut,балагь
556,Schuld::N,akiitsugaq,гӏайиб
557,Schuld::N,akiligassaq,гӏайиб
558,Alter::N,utoqqaq,гӏумру
559,Schluss::N,isu,ахир
560,Zeit::N,ulloq,заман
561,Zeit::N,akuttoqatigiinneq,заман
562,Tag::N,ulloq,къо
563,Morgen::N,ullaaq,радалмех
564,Mittag::N,ulloqeqqa,къадемех
565,Abend::N,unnuk,релъедамех
566,Nacht::N,unnuaq,сордо
567,Woche::N,sapaatip akunnera,анкь
568,Monat::N,qaammat,моцӏ
569,Jahr::N,ukioq,сон
570,Jahr::N,ukioq,лъагӏел
571,Frühling::N,upernaaq,их
572,Sommer::N,aasaq,рии
573,Herbst::N,ukiaq,хасалихълъи
574,Winter::N,ukioq,кьин
575,Januar::N,siulleeq,январь
576,Januar::N,qaammaliaq,январь
577,Februar::N,aarlaat,февра́ль
578,März::N,marsi,март
579,März::N,martsi,март
580,Mai::N,maaji,май
581,Juni::N,juuni,июнь
582,Juli::N,juuli,июль
583,August::N,aggusti,август
584,September::N,septembari,сентябрь
585,Oktober::N,oktobari,октябрь
586,November::N,novembari,ноябрь
587,Dezember::N,detsembari,декабрь
588,Montag::N,ataasinngortoq,итни
589,Dienstag::N,marlunngorneq,талат
590,Mittwoch::N,pingasunngorneq,арбагӏ
591,Donnerstag::N,sisamanngorneq,хамиз
592,Freitag::N,tallimanngorneq,рузман
593,Samstag::N,arfininngorneq,щамат
594,Sonntag::N,sapaat,гьатӏан
595,Sonntag::N,sapaati,гьатӏан
596,groß::A,angivoq,кӏудияб
597,klein::A,mikivoq,гьитӏинаб
598,lang::A,takisooq,халатаб
599,kurz::A,naatsoq,къокъаб
600,breit::A,silippoq,гӏебаб
601,schmal::A,amitsoq,къваридаб
602,dicht::A,torsusooq,ризаб
603,dick[Gegenstand]::A,issuvoq,бицатаб
604,dick[Gegenstand]::A,issusooq,бицатаб
605,dünn::A,amitsoq,тӏеренаб
606,fein::A,mamarpoq,тӏеренаб
607,fest::A,tangeqarpoq,къвакӏараб
608,flach::A,nalimmappoq,чӏепараб
609,glatt::A,quasak,цӏвакараб
610,hart::A,mattusooq,кьварараб
611,hart::A,manngerpoq,кьварараб
612,hart::A,titeqquluppoq,кьварараб
613,weich::A,nerumaarpoq,тамахаб
614,rund::A,ammallorippoq,гургинаб
615,spitz::A,qummukujooq,бегӏераб
616,scharf::A,ipippoq,рекӏараб
617,stumpf::A,anngerpoq,тӏехӏараб
618,stumpf::A,anngerpoq,рекӏинчӏеб
619,schwer::A,oqimaappoq,бакӏаб
620,schön::A,kusanarpoq,берцинаб
621,heiß::A,kiappoq,лагьараб
622,warm::A,oqorpoq,хинаб
623,kalt::A,issippoq,квачараб
624,kühl::A,pueqqortippoq,квачараб
625,feucht::A,isugutavoq,рагьараб
626,feucht::A,qaasernarpoq,рагьараб
627,nass::A,imerorpoq,би́ччараб
628,trocken::A,panerpoq,бакъвараб
629,voll::A,ulikkaarpoq,
630,leer::A,imaattuarpoq,чӏобогояб
631,offen::A,ammavoq,рагьараб
632,geschlossen::A,matuvoq,рахараб-къараб
633,sauber::A,eqqippoq,бацӏцӏадаб
634,sauber::A,sukuluippoq,бацӏцӏадаб
635,sauber::A,ipeqanngilaq,бацӏцӏадаб
636,schmutzig::A,tapappoq,гъизараб
637,schmutzig::A,minguppoq,гъизараб
638,roh::A,aapavoq,хамаб
639,roh::A,aapavoq,гӏатӏгояб
640,reif::A,qaarulerpoq,барщараб
641,süß::A,tungusunnippoq,гьуинаб
642,bitter::A,qasilippoq,кьогӏаб
643,hell::A,qaamavoq,канаб
644,dunkel::A,qernerpoq,бецӏаб
645,schwarz::A,qernerpoq,чӏегӏераб
646,weiß::A,qaqorpoq,хъахӏаб
647,rot::A,aappaluppoq,багӏараб
648,gelb::A,sungaarpoq,гӏобилаб
649,gelb::A,sungaarpoq,тӏогьилаб
650,blau::A,tungujorpoq,хъахӏилаб
651,grün::A,qorsooqqippoq,гӏурччинаб
652,grau::A,qaserpoq,накӏкӏуяб
653,billig::A,akikippoq,учузаб
654,wertvoll::A,erlinnarpoq,къиматаб
655,blind::A,tappiippoq,беццаб
656,blind::A,isigisaqanngilaq,беццаб
657,taub::A,tusilarpoq,гъугъаб
658,kräftig::A,pissaq,гучаб
659,kräftig::A,pissarsuaq,гучаб
660,stark::A,sanngivoq,къуватаб
661,schwach::A,nakuippoq,гӏажизаб
662,fett::A,pualavoq,кьарияб
663,schlank::A,tuappoq,чергесаб
664,hübsch::A,aatsialaq,гьайбатаб
665,böse::A,ajorpoq,ракӏквешаб
666,dumm::A,taqajak,гьагаб
667,dumm::A,taqajak,гӏантаб
668,dumm::A,sikkilluppoq,гьагаб
669,dumm::A,sikkilluppoq,гӏантаб
670,dumm::A,qaatusimasaqanngilaq,гьагаб
671,dumm::A,qaatusimasaqanngilaq,гӏантаб
672,faul::A,eqiasuppoq,кӏохӏалаб
673,faul::A,eqiasuppoq,кӏухӏа́лаб
674,faul::A,eqiattortuvoq,кӏохӏалаб
675,faul::A,eqiattortuvoq,кӏухӏа́лаб
676,fleißig::A,eqiasuippoq,хӏаракатаб
677,geizig::A,iasilaarpoq,къарумаб
678,geizig::A,tukkuippoq,къарумаб
679,klug::A,mallak,лумияб
680,klug::A,ittanneq,лумияб
681,klug::A,kutaappoq,лумияб
682,klug::A,kuttaappoq,лумияб
683,klug::A,qarasagippoq,лумияб
684,lieb::A,akisooq,гӏазизаб
685,lustig::A,piikulavoq,кепаб
686,sanft::A,isumagippoq,хӏалимаб
687,sanft::A,isumagippoq,хӏере́наб
688,hungrig::A,kaappoq,бакъараб
689,hungrig::A,perlilerpoq,бакъараб
690,krank::A,napparsimavoq,щокъаб
